int_goalkeeping_id,int_player_id,int_diving,int_handling,int_kicking,int_positioning,int_reflexes
2987,2987,13,12,8,8,15
2988,2988,9,10,12,15,13
2989,2989,10,8,16,7,7
2990,2990,16,8,9,10,7
2991,2991,14,11,14,6,14
2992,2992,7,11,14,14,15
2993,2993,15,14,7,11,10
2994,2994,11,9,9,9,6
2995,2995,7,16,8,13,14
2996,2996,73,67,61,74,76
2997,2997,12,14,6,15,11
2998,2998,12,6,6,11,12
2999,2999,14,12,7,10,12
3000,3000,13,13,6,12,8
3001,3001,7,16,10,12,15
3002,3002,72,69,65,75,73
3003,3003,8,7,10,16,13
3004,3004,11,8,5,10,11
3005,3005,10,16,9,12,10
3006,3006,14,8,7,8,7
3007,3007,11,6,12,12,13
3008,3008,15,9,11,14,10
3009,3009,16,6,16,15,16
3010,3010,7,9,7,6,14
3011,3011,10,13,13,10,9
3012,3012,10,12,10,5,13
3013,3013,8,12,7,12,12
3014,3014,6,6,12,12,10
3015,3015,9,15,11,13,16
3016,3016,6,7,7,8,7
3017,3017,7,13,6,15,12
3018,3018,15,11,14,10,10
3019,3019,15,8,8,14,13
3020,3020,12,13,11,6,7
3021,3021,10,12,16,8,9
3022,3022,7,8,10,12,7
3023,3023,5,8,9,10,15
3024,3024,9,8,11,7,14
3025,3025,9,10,6,13,15
3026,3026,78,69,65,70,76
3027,3027,71,68,69,75,77
3028,3028,6,10,15,7,9
3029,3029,7,11,11,15,15
3030,3030,8,11,8,12,7
3031,3031,7,7,8,10,8
3032,3032,11,10,15,14,10
3033,3033,5,12,13,10,6
3034,3034,10,6,7,9,7
3035,3035,11,13,8,10,7
3036,3036,6,9,15,6,7
3037,3037,12,9,15,14,9
3038,3038,8,10,10,15,12
3039,3039,14,15,14,16,10
3040,3040,11,14,7,16,14
3041,3041,15,10,7,15,13
3042,3042,11,10,8,14,15
3043,3043,12,10,9,9,9
3044,3044,3,5,5,5,3
3045,3045,12,15,11,9,7
3046,3046,7,8,11,11,8
3047,3047,6,13,15,8,7
3048,3048,13,14,7,15,7
3049,3049,11,9,15,16,9
3050,3050,74,70,72,71,74
3051,3051,7,12,13,12,8
3052,3052,13,9,10,9,9
3053,3053,12,8,12,6,9
3054,3054,14,15,9,9,8
3055,3055,11,7,10,8,14
3056,3056,11,6,16,10,9
3057,3057,12,11,6,15,6
3058,3058,12,13,15,7,12
3059,3059,7,15,9,13,10
3060,3060,12,10,10,9,10
3061,3061,10,10,12,14,12
3062,3062,12,9,14,14,14
3063,3063,11,13,13,12,13
3064,3064,8,11,12,7,9
3065,3065,12,15,16,11,12
3066,3066,11,15,15,12,13
3067,3067,6,9,10,8,12
3068,3068,14,8,8,12,13
3069,3069,13,13,8,6,8
3070,3070,12,5,11,14,13
3071,3071,7,16,11,12,15
3072,3072,15,14,15,8,15
3073,3073,7,11,10,16,7
3074,3074,8,12,8,9,14
3075,3075,14,12,11,11,15
3076,3076,16,14,16,11,13
3077,3077,10,11,9,9,16
3078,3078,5,10,5,12,13
3079,3079,72,72,63,76,70
3080,3080,13,16,14,15,14
3081,3081,5,12,13,14,9
3082,3082,16,10,10,11,16
3083,3083,10,9,15,16,13
3084,3084,13,14,13,12,10
3085,3085,14,12,13,12,14
3086,3086,75,70,72,72,77
3087,3087,11,6,11,12,12
3088,3088,8,12,10,10,8
3089,3089,13,8,13,6,12
3090,3090,12,11,10,9,12
3091,3091,14,6,12,6,10
3092,3092,14,11,11,11,11
3093,3093,13,11,10,13,15
3094,3094,72,70,68,73,72
3095,3095,16,9,12,13,15
3096,3096,7,6,12,14,11
3097,3097,15,7,9,12,9
3098,3098,8,6,10,10,11
3099,3099,13,8,6,9,9
3100,3100,9,13,10,8,14
3101,3101,13,15,12,7,12
3102,3102,10,14,6,10,5
3103,3103,11,10,9,12,11
3104,3104,11,14,9,8,8
3105,3105,5,15,13,14,11
3106,3106,6,5,10,8,6
3107,3107,10,9,16,8,9
3108,3108,75,70,64,70,75
3109,3109,9,13,7,16,6
3110,3110,69,68,68,70,80
3111,3111,11,6,11,16,12
3112,3112,6,15,10,12,9
3113,3113,7,8,12,10,5
3114,3114,14,7,6,12,11
3115,3115,11,5,10,6,7
3116,3116,15,14,14,14,9
3117,3117,12,8,9,8,12
3118,3118,14,8,6,6,9
3119,3119,14,7,6,13,9
3120,3120,9,11,8,9,10
3121,3121,8,13,11,14,14
3122,3122,8,9,9,7,13
3123,3123,68,71,62,72,74
3124,3124,7,9,14,6,7
3125,3125,9,7,9,16,9
3126,3126,9,15,16,12,10
3127,3127,13,12,9,11,10
3128,3128,71,71,64,75,72
3129,3129,6,10,8,14,8
3130,3130,8,14,6,8,12
3131,3131,7,6,11,15,9
3132,3132,14,11,15,15,7
3133,3133,10,8,13,8,13
3134,3134,14,6,11,9,11
3135,3135,11,8,7,8,12
3136,3136,14,13,7,14,9
3137,3137,7,9,10,13,15
3138,3138,13,7,6,13,15
3139,3139,14,11,16,10,8
3140,3140,6,8,14,10,15
3141,3141,3,3,3,3,3
3142,3142,11,13,13,9,7
3143,3143,13,7,13,12,12
3144,3144,11,13,8,10,14
3145,3145,8,12,13,9,10
3146,3146,7,13,11,10,11
3147,3147,14,7,11,6,12
3148,3148,10,11,10,13,11
3149,3149,11,10,9,11,9
3150,3150,13,11,13,7,15
3151,3151,8,14,9,12,15
3152,3152,13,13,15,11,13
3153,3153,8,6,10,13,14
3154,3154,10,7,6,10,14
3155,3155,12,12,11,11,15
3156,3156,6,13,7,12,6
3157,3157,11,9,15,11,10
3158,3158,13,12,9,8,9
3159,3159,11,14,6,7,13
3160,3160,10,9,8,8,11
3161,3161,10,9,12,8,11
3162,3162,8,10,13,11,14
3163,3163,8,11,15,6,8
3164,3164,7,11,12,15,14
3165,3165,14,12,11,11,7
3166,3166,16,7,11,8,11
3167,3167,7,6,16,8,14
3168,3168,74,71,69,72,73
3169,3169,14,11,11,10,15
3170,3170,5,9,6,6,12
3171,3171,11,13,11,8,6
3172,3172,13,7,12,14,7
3173,3173,10,11,12,11,13
3174,3174,12,12,7,10,8
3175,3175,11,9,12,11,14
3176,3176,74,68,72,74,71
3177,3177,13,9,14,5,7
3178,3178,11,12,7,6,7
3179,3179,10,14,10,6,15
3180,3180,9,13,15,7,16
3181,3181,14,8,12,16,13
3182,3182,12,11,13,12,10
3183,3183,15,9,7,8,14
3184,3184,11,14,10,9,14
3185,3185,75,72,67,66,73
3186,3186,6,9,11,6,5
3187,3187,9,12,12,5,6
3188,3188,10,9,6,14,6
3189,3189,16,8,8,15,9
3190,3190,14,15,6,9,12
3191,3191,13,16,11,15,11
3192,3192,9,15,16,10,8
3193,3193,9,10,15,10,16
3194,3194,10,12,16,12,14
3195,3195,5,9,10,6,14
3196,3196,10,14,13,15,18
3197,3197,9,16,6,10,9
3198,3198,12,7,6,14,11
3199,3199,11,7,10,16,14
3200,3200,7,9,12,10,15
3201,3201,72,71,75,68,73
3202,3202,7,13,7,7,8
3203,3203,15,10,13,15,10
3204,3204,15,13,9,14,13
3205,3205,12,8,11,10,11
3206,3206,14,14,13,6,8
3207,3207,6,11,12,14,10
3208,3208,16,7,13,6,15
3209,3209,6,10,9,7,9
3210,3210,12,7,14,14,12
3211,3211,11,9,12,11,7
3212,3212,10,14,9,6,10
3213,3213,70,70,74,70,72
3214,3214,6,10,14,10,7
3215,3215,8,10,13,12,6
3216,3216,9,13,10,14,6
3217,3217,14,14,12,11,13
3218,3218,16,11,11,11,7
3219,3219,10,6,9,6,16
3220,3220,14,9,12,11,7
3221,3221,12,7,14,10,9
3222,3222,12,13,9,6,10
3223,3223,14,15,13,6,9
3224,3224,72,68,69,71,73
3225,3225,9,8,16,14,6
3226,3226,7,12,12,13,14
3227,3227,13,15,12,8,5
3228,3228,10,9,9,13,11
3229,3229,7,12,14,9,12
3230,3230,7,15,7,8,10
3231,3231,11,11,5,9,14
3232,3232,12,12,10,9,11
3233,3233,15,11,7,7,14
3234,3234,11,10,14,13,13
3235,3235,15,10,16,8,7
3236,3236,14,12,14,7,8
3237,3237,9,16,8,10,7
3238,3238,14,11,11,12,10
3239,3239,12,10,9,9,12
3240,3240,10,8,12,12,6
3241,3241,73,72,60,71,74
3242,3242,11,14,10,10,12
3243,3243,10,7,13,13,7
3244,3244,15,12,11,8,8
3245,3245,71,70,66,71,73
3246,3246,12,7,9,8,8
3247,3247,5,8,14,10,14
3248,3248,72,71,71,70,73
3249,3249,15,6,15,7,12
3250,3250,13,13,10,12,13
3251,3251,6,8,9,9,14
3252,3252,10,12,10,13,11
3253,3253,14,9,7,9,10
3254,3254,73,67,70,70,76
3255,3255,13,15,14,9,13
3256,3256,13,7,14,16,11
3257,3257,8,7,16,11,13
3258,3258,11,15,12,9,7
3259,3259,7,16,15,8,6
3260,3260,10,6,14,6,6
3261,3261,8,14,7,9,11
3262,3262,6,7,12,13,12
3263,3263,15,10,10,6,9
3264,3264,14,14,11,7,10
3265,3265,10,13,14,13,6
3266,3266,11,10,10,12,14
3267,3267,11,6,14,7,15
3268,3268,12,15,12,5,10
3269,3269,6,12,13,6,8
3270,3270,13,10,8,8,13
3271,3271,5,14,8,15,9
3272,3272,11,9,12,6,8
3273,3273,72,70,69,69,76
3274,3274,7,7,13,10,6
3275,3275,7,6,10,12,9
3276,3276,11,11,13,7,15
3277,3277,13,11,10,13,14
3278,3278,14,15,12,9,10
3279,3279,10,9,11,12,12
3280,3280,8,13,11,14,6
3281,3281,12,8,7,10,9
3282,3282,7,16,16,7,15
3283,3283,8,12,13,10,13
3284,3284,10,16,15,10,12
3285,3285,9,12,6,11,10
3286,3286,10,16,10,11,7
3287,3287,7,13,8,7,8
3288,3288,15,6,14,14,6
3289,3289,15,12,12,11,12
3290,3290,73,72,70,64,76
3291,3291,10,7,6,6,12
3292,3292,11,11,7,7,9
3293,3293,7,12,11,7,10
3294,3294,13,10,7,13,6
3295,3295,14,11,14,14,7
3296,3296,8,10,15,12,6
3297,3297,7,11,12,8,9
3298,3298,15,11,6,13,10
3299,3299,14,7,14,5,11
3300,3300,10,13,9,8,14
3301,3301,8,13,10,8,11
3302,3302,11,9,12,13,13
3303,3303,10,7,11,11,15
3304,3304,16,6,10,13,13
3305,3305,9,8,14,14,9
3306,3306,8,16,14,11,10
3307,3307,13,7,11,5,11
3308,3308,9,12,15,14,7
3309,3309,11,7,9,13,15
3310,3310,8,16,12,14,9
3311,3311,8,14,14,7,12
3312,3312,14,16,15,13,6
3313,3313,8,13,9,9,10
3314,3314,12,13,7,11,5
3315,3315,11,8,14,8,8
3316,3316,10,9,10,7,11
3317,3317,12,6,7,13,12
3318,3318,11,8,14,14,11
3319,3319,7,8,12,7,14
3320,3320,9,10,12,16,15
3321,3321,9,10,6,7,13
3322,3322,14,7,8,13,13
3323,3323,12,7,11,14,12
3324,3324,13,11,14,11,14
3325,3325,12,7,14,13,11
3326,3326,15,15,10,13,5
3327,3327,70,69,67,72,75
3328,3328,12,14,9,12,8
3329,3329,16,6,12,6,8
3330,3330,9,8,16,7,15
3331,3331,8,14,9,9,12
3332,3332,12,5,6,7,14
3333,3333,7,16,14,12,14
3334,3334,10,8,11,16,11
3335,3335,7,8,6,9,16
3336,3336,6,14,12,15,16
3337,3337,70,72,66,73,72
3338,3338,10,11,11,13,9
3339,3339,10,14,12,7,15
3340,3340,15,10,7,11,15
3341,3341,6,6,10,15,6
3342,3342,10,12,10,9,14
3343,3343,9,11,7,9,13
3344,3344,13,12,11,14,6
3345,3345,16,15,7,14,15
3346,3346,9,16,13,12,9
3347,3347,7,9,7,10,12
3348,3348,14,13,13,13,14
3349,3349,8,9,11,9,12
3350,3350,7,12,12,11,13
3351,3351,9,15,12,9,7
3352,3352,14,9,8,10,8
3353,3353,15,6,12,8,10
3354,3354,14,14,6,12,10
3355,3355,8,13,11,14,8
3356,3356,5,13,10,8,12
3357,3357,72,68,68,72,74
3358,3358,8,9,8,14,6
3359,3359,8,9,12,8,8
3360,3360,75,68,67,72,75
3361,3361,11,9,12,12,6
3362,3362,7,6,7,7,10
3363,3363,10,9,10,14,6
3364,3364,14,15,8,9,15
3365,3365,10,10,18,10,13
3366,3366,8,11,7,12,14
3367,3367,14,12,13,10,8
3368,3368,13,8,13,8,13
3369,3369,13,11,12,5,6
3370,3370,5,14,8,14,7
3371,3371,15,6,10,15,13
3372,3372,69,71,72,73,70
3373,3373,6,14,8,9,9
3374,3374,13,12,14,14,9
3375,3375,8,13,11,12,10
3376,3376,9,13,11,14,11
3377,3377,9,16,10,10,13
3378,3378,11,10,12,15,15
3379,3379,7,11,12,13,8
3380,3380,14,15,16,15,6
3381,3381,14,16,16,11,16
3382,3382,9,11,16,14,8
3383,3383,15,7,11,15,10
3384,3384,8,11,14,14,10
3385,3385,7,8,13,16,15
3386,3386,8,8,8,15,9
3387,3387,71,69,68,74,70
3388,3388,7,9,13,8,13
3389,3389,8,11,11,13,12
3390,3390,7,7,7,6,9
3391,3391,8,11,7,14,8
3392,3392,11,10,11,15,10
3393,3393,9,10,6,15,12
3394,3394,11,14,7,10,7
3395,3395,15,8,7,8,8
3396,3396,14,11,10,7,10
3397,3397,13,8,11,8,8
3398,3398,15,13,12,10,8
3399,3399,15,6,8,7,12
3400,3400,10,8,14,8,6
3401,3401,11,14,7,10,5
3402,3402,15,7,7,8,9
3403,3403,11,15,9,15,14
3404,3404,5,12,13,9,10
3405,3405,70,70,70,72,73
3406,3406,73,70,68,76,72
3407,3407,7,7,7,11,13
3408,3408,7,15,15,8,14
3409,3409,13,6,6,14,12
3410,3410,12,6,10,8,14
3411,3411,10,5,12,14,6
3412,3412,15,10,11,7,6
3413,3413,11,15,11,8,9
3414,3414,9,13,9,6,6
3415,3415,12,10,14,15,13
3416,3416,16,7,12,7,10
3417,3417,10,8,15,12,12
3418,3418,8,7,14,11,9
3419,3419,7,10,14,12,8
3420,3420,7,10,10,11,9
3421,3421,15,15,15,10,11
3422,3422,7,9,15,15,7
3423,3423,16,16,6,9,11
3424,3424,5,12,13,14,9
3425,3425,7,14,15,10,9
3426,3426,12,12,10,13,6
3427,3427,72,69,67,72,72
3428,3428,7,10,10,16,16
3429,3429,14,8,9,9,10
3430,3430,8,7,14,8,7
3431,3431,15,10,14,9,12
3432,3432,6,10,7,10,12
3433,3433,14,10,6,8,12
3434,3434,7,7,15,13,11
3435,3435,7,12,11,11,8
3436,3436,11,8,6,10,12
3437,3437,73,69,65,69,75
3438,3438,11,14,7,7,12
3439,3439,12,9,14,13,13
3440,3440,8,13,13,13,13
3441,3441,74,68,62,71,76
3442,3442,12,12,13,8,14
3443,3443,9,14,8,6,11
3444,3444,7,14,6,7,13
3445,3445,9,13,13,16,12
3446,3446,6,12,8,12,13
3447,3447,15,13,12,10,9
3448,3448,10,13,7,14,11
3449,3449,14,9,16,14,14
3450,3450,71,63,77,74,75
3451,3451,5,9,13,6,8
3452,3452,15,13,16,9,15
3453,3453,7,6,8,14,16
3454,3454,7,8,12,16,11
3455,3455,8,16,9,15,8
3456,3456,13,11,8,10,12
3457,3457,11,8,10,10,14
3458,3458,12,6,7,6,9
3459,3459,12,13,15,11,6
3460,3460,8,10,12,20,19
3461,3461,14,14,10,14,5
3462,3462,15,8,16,14,9
3463,3463,15,11,6,14,12
3464,3464,6,16,6,9,13
3465,3465,15,16,13,13,13
3466,3466,71,66,69,74,74
3467,3467,14,11,11,10,16
3468,3468,9,15,18,8,8
3469,3469,9,8,11,11,7
3470,3470,13,15,7,14,14
3471,3471,15,15,11,6,7
3472,3472,12,11,8,13,9
3473,3473,66,72,67,79,69
3474,3474,14,13,11,5,7
3475,3475,16,14,15,12,9
3476,3476,11,9,12,12,14
3477,3477,8,9,8,12,15
3478,3478,72,70,68,73,73
3479,3479,13,15,9,11,11
3480,3480,8,13,14,15,8
3481,3481,9,12,16,9,8
3482,3482,76,69,69,68,73
3483,3483,13,11,12,7,7
3484,3484,13,10,13,6,8
3485,3485,8,8,13,8,12
3486,3486,7,11,15,9,13
3487,3487,11,8,16,7,15
3488,3488,13,13,12,6,9
3489,3489,12,10,8,15,16
3490,3490,14,12,12,14,6
3491,3491,12,13,9,6,10
3492,3492,7,6,16,12,8
3493,3493,8,12,13,11,10
3494,3494,10,14,15,11,12
3495,3495,6,6,10,13,5
3496,3496,8,13,6,12,13
3497,3497,8,14,12,13,12
3498,3498,9,15,9,12,11
3499,3499,73,72,60,71,71
3500,3500,9,9,8,13,12
3501,3501,77,62,67,69,76
3502,3502,6,9,14,11,10
3503,3503,10,13,12,6,8
3504,3504,7,15,10,7,15
3505,3505,12,14,10,14,6
3506,3506,15,7,12,13,6
3507,3507,15,14,9,13,11
3508,3508,13,8,9,10,15
3509,3509,71,70,68,72,71
3510,3510,8,6,6,11,15
3511,3511,8,9,11,8,13
3512,3512,11,14,14,10,12
3513,3513,11,13,14,7,9
3514,3514,13,7,9,9,11
3515,3515,15,7,6,10,9
3516,3516,72,68,60,70,80
3517,3517,13,9,6,12,16
3518,3518,5,7,7,8,5
3519,3519,14,10,12,10,13
3520,3520,10,12,8,5,5
3521,3521,15,14,14,9,11
3522,3522,15,13,12,10,11
3523,3523,13,8,7,7,11
3524,3524,16,11,7,8,9
3525,3525,8,7,5,15,8
3526,3526,15,10,6,12,7
3527,3527,11,12,14,9,12
3528,3528,15,6,12,10,7
3529,3529,10,7,7,6,16
3530,3530,7,14,9,9,14
3531,3531,6,11,14,9,9
3532,3532,11,9,15,10,15
3533,3533,8,8,6,16,13
3534,3534,6,12,10,7,9
3535,3535,7,11,8,14,12
3536,3536,6,10,9,16,9
3537,3537,14,16,15,7,13
3538,3538,9,8,10,12,9
3539,3539,14,14,13,15,11
3540,3540,15,10,5,14,11
3541,3541,8,15,16,13,12
3542,3542,15,8,14,15,10
3543,3543,8,14,15,14,9
3544,3544,6,10,6,7,11
3545,3545,13,13,11,10,16
3546,3546,12,8,8,12,6
3547,3547,15,12,14,7,14
3548,3548,10,9,13,11,7
3549,3549,8,10,14,13,15
3550,3550,14,8,15,5,7
3551,3551,13,9,10,7,9
3552,3552,32,33,38,32,34
3553,3553,9,9,15,9,7
3554,3554,10,8,10,11,8
3555,3555,11,12,12,13,7
3556,3556,16,12,6,8,10
3557,3557,7,14,12,15,8
3558,3558,10,7,8,8,6
3559,3559,11,14,6,7,11
3560,3560,15,11,14,11,14
3561,3561,9,13,16,9,7
3562,3562,10,15,10,8,11
3563,3563,9,12,14,9,8
3564,3564,12,15,9,8,13
3565,3565,74,70,58,74,76
3566,3566,16,12,8,6,13
3567,3567,16,13,15,15,9
3568,3568,13,15,12,11,14
3569,3569,10,6,15,8,12
3570,3570,15,13,11,13,6
3571,3571,13,6,16,14,10
3572,3572,8,14,11,7,7
3573,3573,7,11,8,16,12
3574,3574,6,12,10,8,15
3575,3575,15,10,9,14,9
3576,3576,7,16,7,9,14
3577,3577,9,10,12,12,11
3578,3578,10,13,15,15,9
3579,3579,15,6,8,9,8
3580,3580,14,15,8,10,12
3581,3581,6,12,7,12,16
3582,3582,8,13,11,12,14
3583,3583,14,14,10,6,8
3584,3584,8,16,7,11,9
3585,3585,7,13,16,13,14
3586,3586,11,8,12,15,8
3587,3587,71,72,74,71,73
3588,3588,72,68,71,70,74
3589,3589,16,8,10,15,9
3590,3590,14,13,14,7,9
3591,3591,14,8,15,12,10
3592,3592,14,11,11,14,15
3593,3593,9,12,12,11,11
3594,3594,77,64,62,66,77
3595,3595,9,16,13,11,11
3596,3596,9,12,11,6,8
3597,3597,8,9,16,8,7
3598,3598,10,16,7,15,14
3599,3599,11,8,9,8,15
3600,3600,72,70,65,73,71
3601,3601,15,9,16,7,12
3602,3602,6,14,8,7,15
3603,3603,15,11,13,12,6
3604,3604,15,11,10,14,11
3605,3605,15,9,12,15,8
3606,3606,9,9,9,7,7
3607,3607,73,70,64,73,75
3608,3608,8,9,15,10,11
3609,3609,9,11,16,16,11
3610,3610,13,16,7,15,13
3611,3611,13,13,7,7,14
3612,3612,6,12,15,8,7
3613,3613,6,8,7,15,8
3614,3614,14,7,10,14,15
3615,3615,16,6,9,7,7
3616,3616,12,10,14,6,9
3617,3617,11,13,10,9,11
3618,3618,16,15,10,16,11
3619,3619,6,15,15,15,13
3620,3620,6,7,10,7,7
3621,3621,12,6,11,6,10
3622,3622,7,5,11,14,9
3623,3623,11,14,6,9,9
3624,3624,15,9,7,13,9
3625,3625,12,10,11,9,5
3626,3626,6,12,10,8,11
3627,3627,9,7,11,10,9
3628,3628,9,7,8,16,9
3629,3629,10,6,13,11,7
3630,3630,69,70,71,73,72
3631,3631,13,14,6,6,11
3632,3632,10,6,9,16,14
3633,3633,6,8,15,16,12
3634,3634,72,71,70,71,72
3635,3635,5,9,14,11,14
3636,3636,7,11,14,13,9
3637,3637,8,13,15,16,6
3638,3638,14,15,13,12,8
3639,3639,15,11,6,15,7
3640,3640,14,12,12,15,10
3641,3641,8,11,10,16,11
3642,3642,10,15,15,15,14
3643,3643,14,9,6,6,12
3644,3644,11,5,9,6,13
3645,3645,9,7,11,6,16
3646,3646,7,9,12,14,14
3647,3647,14,8,11,12,14
3648,3648,72,72,65,73,71
3649,3649,12,14,12,8,8
3650,3650,9,10,7,9,6
3651,3651,6,6,5,7,8
3652,3652,10,8,9,10,14
3653,3653,6,14,10,6,11
3654,3654,13,11,8,9,6
3655,3655,12,9,6,10,16
3656,3656,13,12,11,12,13
3657,3657,12,11,13,10,6
3658,3658,15,16,14,10,14
3659,3659,70,69,68,71,78
3660,3660,7,8,11,11,7
3661,3661,9,12,15,12,11
3662,3662,10,6,13,10,12
3663,3663,6,5,13,7,11
3664,3664,12,7,8,10,7
3665,3665,76,64,68,72,75
3666,3666,73,67,73,70,75
3667,3667,12,11,11,9,12
3668,3668,8,11,8,14,7
3669,3669,12,11,11,7,14
3670,3670,9,9,8,10,11
3671,3671,12,7,11,8,8
3672,3672,12,14,11,8,8
3673,3673,13,13,11,12,9
3674,3674,13,11,8,8,7
3675,3675,15,11,10,14,7
3676,3676,10,11,14,12,14
3677,3677,13,11,10,11,8
3678,3678,12,6,16,7,16
3679,3679,16,15,8,8,11
3680,3680,74,67,69,71,73
3681,3681,71,69,66,72,73
3682,3682,15,13,12,8,15
3683,3683,13,14,10,11,12
3684,3684,14,12,8,14,14
3685,3685,12,9,11,9,7
3686,3686,6,15,13,9,10
3687,3687,13,9,7,11,8
3688,3688,16,10,15,7,15
3689,3689,10,13,14,12,7
3690,3690,8,8,7,13,11
3691,3691,73,72,65,71,75
3692,3692,9,13,13,8,10
3693,3693,15,6,10,9,13
3694,3694,8,10,6,13,14
3695,3695,15,10,11,15,10
3696,3696,9,12,7,13,7
3697,3697,14,14,5,10,8
3698,3698,6,13,13,10,9
3699,3699,8,10,12,14,8
3700,3700,12,9,8,12,7
3701,3701,8,10,8,6,10
3702,3702,14,9,12,14,13
3703,3703,7,7,14,10,8
3704,3704,6,7,6,15,8
3705,3705,12,6,11,12,12
3706,3706,13,14,14,16,8
3707,3707,6,16,12,8,12
3708,3708,14,9,12,11,12
3709,3709,66,71,67,75,73
3710,3710,8,8,7,12,8
3711,3711,11,16,10,8,9
3712,3712,9,11,10,7,7
3713,3713,6,14,16,10,14
3714,3714,70,72,72,67,74
3715,3715,72,72,70,66,74
3716,3716,10,12,13,11,10
3717,3717,9,14,6,11,11
3718,3718,7,9,14,14,12
3719,3719,10,8,7,13,5
3720,3720,12,9,6,8,16
3721,3721,9,12,9,12,12
3722,3722,13,13,7,10,15
3723,3723,6,9,8,11,13
3724,3724,12,9,11,15,6
3725,3725,68,70,68,73,75
3726,3726,10,11,14,12,16
3727,3727,13,15,7,13,13
3728,3728,14,12,10,12,5
3729,3729,6,15,7,10,5
3730,3730,6,12,9,6,7
3731,3731,9,8,12,12,7
3732,3732,6,6,7,14,15
3733,3733,7,6,7,13,8
3734,3734,16,15,18,13,10
3735,3735,7,12,16,11,9
3736,3736,14,6,13,10,13
3737,3737,12,13,11,16,10
3738,3738,13,9,12,14,7
3739,3739,14,7,12,15,6
3740,3740,12,8,8,12,6
3741,3741,7,6,6,9,13
3742,3742,9,8,14,6,7
3743,3743,15,14,12,12,12
3744,3744,9,14,6,5,11
3745,3745,9,10,8,8,13
3746,3746,8,11,11,8,7
3747,3747,7,13,8,11,7
3748,3748,7,12,9,8,14
3749,3749,9,14,13,14,6
3750,3750,7,9,16,16,6
3751,3751,6,6,14,9,14
3752,3752,13,10,7,13,9
3753,3753,72,72,62,69,74
3754,3754,8,13,15,11,9
3755,3755,16,10,8,12,6
3756,3756,14,14,6,8,7
3757,3757,8,12,13,8,10
3758,3758,14,11,12,12,12
3759,3759,12,11,6,8,11
3760,3760,11,15,10,10,12
3761,3761,13,10,8,12,10
3762,3762,8,5,14,6,15
3763,3763,6,10,15,5,6
3764,3764,8,6,10,7,10
3765,3765,6,12,14,11,11
3766,3766,9,13,8,8,8
3767,3767,72,75,67,67,74
3768,3768,12,13,12,9,14
3769,3769,15,7,13,6,6
3770,3770,6,13,15,16,14
3771,3771,7,8,8,12,15
3772,3772,9,8,7,12,12
3773,3773,9,9,8,15,8
3774,3774,13,16,13,6,7
3775,3775,12,12,6,6,9
3776,3776,8,8,6,7,7
3777,3777,10,9,15,12,9
3778,3778,8,13,9,9,9
3779,3779,10,6,7,10,8
3780,3780,15,11,13,8,8
3781,3781,13,13,11,15,10
3782,3782,14,14,10,9,12
3783,3783,6,12,5,15,8
3784,3784,72,68,70,72,73
3785,3785,71,67,65,71,74
3786,3786,11,7,6,10,12
3787,3787,12,8,8,7,8
3788,3788,14,13,12,12,14
3789,3789,6,15,11,13,10
3790,3790,7,13,9,8,8
3791,3791,15,10,10,13,8
3792,3792,15,13,11,10,9
3793,3793,7,8,8,8,15
3794,3794,10,10,9,14,13
3795,3795,7,13,9,8,8
3796,3796,11,6,10,12,16
3797,3797,7,14,14,12,10
3798,3798,11,13,12,12,13
3799,3799,16,15,13,8,9
3800,3800,6,8,13,14,11
3801,3801,12,12,8,11,9
3802,3802,10,10,11,12,6
3803,3803,12,10,12,10,13
3804,3804,15,13,16,11,13
3805,3805,9,10,9,15,15
3806,3806,14,14,9,13,12
3807,3807,13,6,13,11,10
3808,3808,9,11,15,14,15
3809,3809,10,16,11,14,9
3810,3810,9,9,9,15,14
3811,3811,7,8,16,11,7
3812,3812,11,7,11,14,11
3813,3813,12,15,12,11,12
3814,3814,15,13,12,9,9
3815,3815,11,7,9,11,6
3816,3816,12,15,12,15,10
3817,3817,9,11,12,11,8
3818,3818,15,6,13,11,11
3819,3819,7,11,14,10,15
3820,3820,13,9,13,13,13
3821,3821,9,12,14,15,15
3822,3822,12,15,7,9,16
3823,3823,12,11,9,9,10
3824,3824,9,6,15,8,11
3825,3825,13,15,15,12,14
3826,3826,14,8,12,13,10
3827,3827,6,7,10,9,13
3828,3828,12,9,10,13,9
3829,3829,6,11,13,10,14
3830,3830,13,13,7,9,13
3831,3831,16,12,8,16,15
3832,3832,13,5,12,13,13
3833,3833,13,10,15,15,15
3834,3834,13,16,13,10,6
3835,3835,14,13,10,10,8
3836,3836,13,12,8,7,7
3837,3837,11,10,10,6,10
3838,3838,8,11,11,6,9
3839,3839,16,8,11,12,6
3840,3840,12,6,12,9,7
3841,3841,8,8,5,9,13
3842,3842,10,14,8,9,13
3843,3843,7,15,12,11,11
3844,3844,9,8,8,15,7
3845,3845,8,9,8,9,9
3846,3846,71,70,70,71,70
3847,3847,14,10,15,13,6
3848,3848,14,9,10,10,9
3849,3849,7,14,10,11,8
3850,3850,11,14,14,10,8
3851,3851,11,8,13,9,13
3852,3852,74,65,66,73,70
3853,3853,8,9,16,14,15
3854,3854,16,15,6,16,9
3855,3855,14,9,15,14,9
3856,3856,71,68,67,69,71
3857,3857,5,11,11,14,10
3858,3858,13,14,10,7,13
