int_mentality_id,int_player_id,int_aggression,int_interceptions,int_positioning,int_vision,int_penalties,int_composure
2788,2788,77,51,72,70,66,67
2789,2789,71,75,62,57,58,72
2790,2790,67,58,76,76,68,77
2791,2791,40,21,76,57,68,71
2792,2792,20,21,13,37,21,36
2793,2793,66,39,75,56,64,72
2794,2794,44,55,71,79,75,73
2795,2795,47,52,67,74,55,71
2796,2796,38,25,17,40,21,63
2797,2797,83,72,37,38,40,74
2798,2798,73,70,67,59,44,61
2799,2799,77,69,69,65,65,71
2800,2800,45,39,71,73,65,74
2801,2801,41,20,11,10,20,52
2802,2802,67,34,73,74,68,71
2803,2803,66,67,68,75,72,77
2804,2804,75,75,49,56,30,58
2805,2805,59,43,70,70,75,80
2806,2806,62,70,69,62,43,68
2807,2807,75,75,25,51,68,66
2808,2808,81,76,36,48,48,64
2809,2809,64,60,69,71,70,68
2810,2810,18,22,4,41,17,40
2811,2811,72,76,67,70,64,70
2812,2812,30,22,14,52,24,58
2813,2813,36,24,16,70,49,48
2814,2814,48,41,73,70,74,77
2815,2815,72,73,55,42,32,72
2816,2816,77,70,62,63,45,65
2817,2817,66,71,70,72,57,70
2818,2818,64,66,56,62,41,62
2819,2819,69,24,70,64,70,67
2820,2820,70,70,51,65,38,72
2821,2821,42,28,71,70,70,72
2822,2822,82,72,58,61,49,59
2823,2823,42,20,70,64,66,71
2824,2824,62,33,77,56,69,65
2825,2825,78,68,63,65,48,70
2826,2826,80,75,34,54,57,72
2827,2827,59,61,65,69,55,68
2828,2828,35,29,72,67,74,61
2829,2829,54,54,73,75,69,72
2830,2830,70,18,76,75,65,65
2831,2831,78,65,64,62,44,65
2832,2832,30,38,68,67,59,64
2833,2833,45,32,72,66,62,65
2834,2834,48,32,70,68,64,74
2835,2835,74,76,35,44,40,62
2836,2836,44,28,77,73,72,78
2837,2837,78,73,50,38,41,63
2838,2838,55,41,73,61,64,71
2839,2839,74,74,39,59,67,72
2840,2840,24,21,10,55,16,35
2841,2841,70,73,24,45,39,66
2842,2842,74,72,39,53,44,67
2843,2843,70,15,78,44,76,72
2844,2844,76,71,37,53,31,56
2845,2845,54,20,70,67,62,69
2846,2846,71,67,59,59,74,65
2847,2847,80,70,25,34,37,62
2848,2848,73,73,55,53,46,72
2849,2849,83,65,55,80,60,82
2850,2850,65,76,62,67,57,70
2851,2851,79,74,57,59,41,69
2852,2852,66,35,71,72,66,66
2853,2853,57,54,73,68,58,69
2854,2854,74,74,56,56,74,73
2855,2855,49,21,68,67,62,69
2856,2856,84,70,66,67,65,53
2857,2857,50,26,73,71,55,65
2858,2858,69,74,45,38,48,60
2859,2859,84,70,73,71,72,71
2860,2860,27,15,14,67,26,66
2861,2861,67,72,65,67,49,69
2862,2862,35,17,69,64,59,74
2863,2863,27,14,9,40,22,37
2864,2864,80,41,74,67,68,73
2865,2865,81,29,76,57,65,66
2866,2866,66,58,71,73,67,72
2867,2867,80,74,47,58,51,69
2868,2868,74,26,69,66,56,68
2869,2869,13,26,12,25,14,26
2870,2870,68,42,74,79,61,66
2871,2871,40,29,75,55,76,71
2872,2872,77,71,54,68,48,76
2873,2873,58,35,74,74,70,70
2874,2874,85,72,66,64,60,65
2875,2875,36,22,13,47,21,41
2876,2876,73,69,59,43,35,68
2877,2877,69,82,40,37,30,67
2878,2878,69,74,56,53,38,63
2879,2879,59,75,58,45,38,66
2880,2880,80,72,36,49,52,70
2881,2881,80,72,25,31,47,53
2882,2882,92,73,49,51,51,66
2883,2883,62,69,68,74,42,72
2884,2884,71,63,73,67,66,74
2885,2885,30,31,63,66,61,65
2886,2886,65,70,70,68,41,73
2887,2887,67,28,68,66,71,65
2888,2888,62,44,73,76,68,70
2889,2889,70,75,51,47,48,65
2890,2890,81,68,25,53,67,66
2891,2891,73,75,51,59,35,68
2892,2892,72,70,29,51,55,74
2893,2893,25,13,10,29,10,43
2894,2894,55,22,80,56,70,70
2895,2895,66,73,42,50,54,68
2896,2896,74,71,67,73,52,68
2897,2897,16,24,18,48,43,62
2898,2898,71,75,31,59,37,60
2899,2899,69,68,58,61,31,54
2900,2900,87,75,65,69,60,65
2901,2901,68,70,67,71,62,64
2902,2902,22,25,18,59,22,53
2903,2903,74,74,29,31,32,69
2904,2904,72,27,69,65,54,68
2905,2905,78,23,76,60,67,66
2906,2906,80,74,65,72,49,70
2907,2907,76,75,30,41,40,69
2908,2908,79,74,53,65,59,70
2909,2909,65,39,72,65,55,68
2910,2910,70,41,77,53,69,75
2911,2911,63,73,74,72,64,76
2912,2912,72,75,65,58,52,58
2913,2913,70,66,67,76,61,69
2914,2914,52,29,73,55,62,70
2915,2915,67,74,37,44,37,73
2916,2916,20,19,13,18,19,65
2917,2917,71,35,76,68,63,70
2918,2918,74,73,42,44,41,70
2919,2919,76,71,65,69,57,70
2920,2920,57,52,73,72,62,75
2921,2921,65,35,69,69,67,79
2922,2922,84,76,68,68,66,81
2923,2923,76,67,53,42,47,60
2924,2924,73,73,70,73,61,76
2925,2925,91,71,69,70,53,58
2926,2926,61,41,69,71,61,64
2927,2927,58,67,64,53,40,55
2928,2928,16,14,6,32,17,51
2929,2929,73,69,59,54,41,65
2930,2930,75,30,75,61,74,71
2931,2931,81,73,39,49,17,74
2932,2932,47,22,78,64,67,62
2933,2933,66,72,65,72,61,69
2934,2934,45,31,79,70,73,71
2935,2935,82,29,74,71,69,69
2936,2936,74,66,64,64,53,63
2937,2937,61,23,78,65,72,70
2938,2938,71,62,68,76,78,70
2939,2939,39,31,70,72,67,70
2940,2940,53,45,75,70,69,67
2941,2941,76,65,65,70,69,62
2942,2942,12,11,11,38,22,53
2943,2943,77,73,63,70,56,67
2944,2944,22,10,10,50,32,36
2945,2945,74,74,69,56,77,66
2946,2946,78,69,67,69,62,76
2947,2947,58,66,76,71,55,65
2948,2948,55,58,71,75,79,72
2949,2949,53,31,76,70,79,72
2950,2950,62,70,65,60,68,66
2951,2951,75,10,77,68,62,74
2952,2952,80,75,38,48,70,74
2953,2953,75,66,61,70,55,69
2954,2954,69,31,76,73,68,71
2955,2955,68,68,64,56,27,75
2956,2956,69,71,63,67,56,69
2957,2957,84,75,58,59,56,69
2958,2958,41,67,40,40,38,63
2959,2959,80,70,66,73,54,75
2960,2960,23,24,13,22,23,50
2961,2961,74,78,69,75,60,76
2962,2962,50,50,70,67,77,76
2963,2963,41,41,61,76,58,72
2964,2964,22,14,14,35,16,49
2965,2965,78,62,52,53,26,56
2966,2966,75,71,35,57,37,73
2967,2967,78,74,43,46,34,54
2968,2968,78,73,24,45,34,63
2969,2969,64,34,70,70,73,76
2970,2970,80,57,75,69,65,70
2971,2971,50,27,73,72,68,73
2972,2972,73,67,52,59,47,65
2973,2973,49,31,72,71,55,62
2974,2974,76,79,36,55,46,74
2975,2975,76,76,71,69,64,76
2976,2976,51,68,68,64,68,67
2977,2977,66,35,83,63,62,76
2978,2978,73,75,57,69,47,64
2979,2979,70,70,69,70,64,69
2980,2980,82,77,51,66,72,62
2981,2981,32,21,67,67,55,66
2982,2982,54,41,72,71,59,68
2983,2983,48,37,76,67,69,64
2984,2984,36,26,11,53,15,56
2985,2985,54,40,72,75,71,64
2986,2986,76,64,58,43,36,55
2987,2987,69,62,68,77,77,80
2988,2988,53,48,72,74,51,66
2989,2989,27,23,77,78,61,76
2990,2990,56,62,67,73,54,74
2991,2991,60,68,64,60,50,64
2992,2992,61,22,82,78,80,79
2993,2993,71,36,74,57,72,63
2994,2994,69,74,47,59,62,74
2995,2995,70,80,33,47,43,73
2996,2996,14,15,16,57,15,12
2997,2997,72,74,34,40,52,69
2998,2998,62,15,75,41,74,70
2999,2999,81,70,55,67,58,76
3000,3000,61,48,69,55,46,70
3001,3001,61,63,68,76,65,73
3002,3002,35,15,11,54,25,62
3003,3003,78,70,66,68,40,67
3004,3004,50,60,68,76,72,69
3005,3005,77,71,39,46,46,68
3006,3006,54,59,51,61,63,64
3007,3007,82,48,70,68,59,65
3008,3008,57,70,64,73,57,75
3009,3009,85,72,39,53,46,70
3010,3010,50,22,66,78,58,77
3011,3011,84,71,31,35,60,67
3012,3012,58,23,71,70,52,72
3013,3013,72,73,36,26,45,60
3014,3014,49,20,70,73,57,55
3015,3015,77,72,62,65,35,69
3016,3016,55,54,74,78,63,70
3017,3017,59,30,66,69,60,71
3018,3018,72,66,70,72,45,64
3019,3019,69,70,60,69,58,72
3020,3020,58,36,69,73,55,71
3021,3021,71,70,77,67,60,71
3022,3022,72,65,51,45,63,68
3023,3023,72,15,73,56,72,69
3024,3024,75,74,53,62,45,64
3025,3025,33,35,75,70,52,70
3026,3026,30,12,12,55,19,64
3027,3027,18,17,18,38,23,27
3028,3028,72,75,36,48,30,70
3029,3029,85,69,70,72,54,69
3030,3030,84,73,55,46,39,63
3031,3031,54,25,74,56,65,63
3032,3032,59,22,74,56,67,56
3033,3033,45,57,66,78,69,69
3034,3034,32,23,72,62,68,73
3035,3035,81,80,53,62,45,70
3036,3036,74,50,66,72,53,71
3037,3037,65,73,49,44,45,55
3038,3038,75,75,63,60,50,70
3039,3039,73,76,40,43,21,57
3040,3040,39,37,69,69,60,61
3041,3041,82,74,45,49,39,71
3042,3042,83,77,63,62,50,77
3043,3043,52,49,66,77,63,60
3044,3044,55,49,72,73,76,71
3045,3045,55,30,78,67,78,68
3046,3046,76,33,81,65,75,82
3047,3047,72,71,73,62,35,66
3048,3048,85,70,45,59,66,71
3049,3049,42,55,65,79,64,74
3050,3050,45,20,12,62,23,60
3051,3051,42,41,65,66,51,70
3052,3052,73,74,54,49,50,70
3053,3053,78,21,70,70,62,78
3054,3054,75,48,78,70,67,73
3055,3055,73,70,58,68,50,66
3056,3056,83,76,63,64,52,68
3057,3057,68,58,64,74,57,77
3058,3058,64,25,75,68,75,75
3059,3059,75,72,26,46,54,72
3060,3060,68,75,22,17,34,69
3061,3061,74,72,39,53,44,67
3062,3062,85,67,50,55,46,72
3063,3063,60,41,75,72,71,66
3064,3064,74,74,69,71,40,69
3065,3065,39,38,73,66,47,69
3066,3066,77,75,49,41,28,69
3067,3067,72,59,63,80,70,71
3068,3068,77,74,60,64,49,75
3069,3069,78,72,58,60,38,65
3070,3070,77,73,28,30,40,69
3071,3071,65,38,76,78,68,76
3072,3072,67,63,70,68,42,68
3073,3073,64,61,69,71,44,62
3074,3074,71,57,60,70,66,65
3075,3075,50,60,68,74,55,74
3076,3076,67,42,75,49,75,75
3077,3077,55,71,62,76,67,75
3078,3078,82,66,66,73,36,63
3079,3079,12,13,10,30,22,69
3080,3080,69,74,71,72,54,75
3081,3081,49,70,53,38,51,59
3082,3082,72,74,53,62,58,69
3083,3083,68,70,65,68,50,70
3084,3084,45,59,65,77,80,64
3085,3085,90,69,44,45,44,73
3086,3086,33,23,13,45,25,66
3087,3087,82,70,62,52,40,68
3088,3088,70,70,62,65,35,68
3089,3089,78,73,41,34,67,64
3090,3090,69,68,73,72,61,74
3091,3091,55,29,70,66,73,72
3092,3092,64,73,63,59,55,69
3093,3093,47,44,73,64,80,68
3094,3094,25,24,16,48,24,53
3095,3095,79,74,59,58,61,71
3096,3096,72,69,46,56,44,68
3097,3097,74,58,73,70,61,69
3098,3098,82,74,70,68,62,72
3099,3099,68,70,62,50,43,67
3100,3100,77,59,70,74,68,73
3101,3101,53,41,71,69,73,68
3102,3102,76,74,48,56,53,67
3103,3103,52,56,69,72,63,68
3104,3104,48,17,70,68,62,68
3105,3105,54,58,65,68,52,62
3106,3106,78,72,45,42,40,71
3107,3107,72,69,55,48,55,67
3108,3108,28,12,11,41,30,46
3109,3109,62,18,75,52,59,68
3110,3110,20,25,13,34,21,54
3111,3111,80,32,70,64,69,74
3112,3112,48,26,69,68,56,74
3113,3113,75,63,58,75,40,70
3114,3114,43,30,66,67,57,64
3115,3115,80,74,72,70,60,68
3116,3116,71,69,66,68,41,63
3117,3117,77,69,34,42,53,64
3118,3118,59,55,73,73,55,70
3119,3119,53,74,55,74,41,78
3120,3120,85,67,59,71,45,63
3121,3121,62,76,55,47,45,61
3122,3122,62,69,48,56,53,66
3123,3123,22,7,8,34,16,69
3124,3124,86,68,38,47,48,70
3125,3125,68,65,38,36,34,62
3126,3126,85,70,49,54,49,59
3127,3127,84,68,45,45,49,65
3128,3128,30,17,10,34,23,55
3129,3129,66,67,53,51,53,63
3130,3130,73,72,57,60,41,75
3131,3131,39,21,65,63,55,66
3132,3132,72,72,32,50,64,77
3133,3133,38,30,67,70,58,59
3134,3134,61,63,72,65,40,66
3135,3135,48,40,65,66,65,54
3136,3136,59,69,65,54,58,62
3137,3137,75,72,67,68,58,69
3138,3138,38,33,70,70,68,74
3139,3139,63,67,67,74,52,74
3140,3140,80,68,69,68,55,67
3141,3141,72,35,74,71,65,73
3142,3142,45,47,68,68,68,76
3143,3143,72,55,67,74,68,71
3144,3144,65,55,64,74,55,65
3145,3145,68,67,61,58,37,70
3146,3146,82,71,72,65,53,69
3147,3147,73,73,56,59,64,65
3148,3148,69,56,72,67,72,68
3149,3149,66,42,68,71,68,69
3150,3150,75,42,79,68,74,78
3151,3151,73,29,67,73,74,75
3152,3152,58,38,71,65,56,64
3153,3153,72,17,80,52,67,71
3154,3154,63,73,64,71,58,74
3155,3155,42,42,70,67,54,60
3156,3156,36,23,67,63,62,64
3157,3157,59,58,63,75,55,59
3158,3158,85,68,65,68,58,67
3159,3159,72,64,59,56,45,60
3160,3160,60,27,73,75,80,72
3161,3161,70,62,66,54,57,67
3162,3162,84,68,68,69,66,62
3163,3163,61,73,45,42,34,62
3164,3164,82,71,68,68,47,65
3165,3165,41,35,75,63,64,71
3166,3166,85,52,65,68,59,67
3167,3167,75,39,78,65,66,73
3168,3168,33,22,14,53,23,62
3169,3169,64,73,29,75,59,69
3170,3170,74,70,28,39,31,64
3171,3171,85,72,50,56,47,72
3172,3172,70,71,67,70,61,68
3173,3173,41,43,68,76,73,79
3174,3174,78,46,72,71,50,68
3175,3175,58,63,71,80,54,71
3176,3176,23,12,16,69,22,42
3177,3177,80,65,69,67,66,69
3178,3178,56,43,72,64,66,69
3179,3179,52,39,78,71,68,70
3180,3180,67,71,67,66,54,71
3181,3181,76,70,32,51,47,72
3182,3182,68,64,50,62,40,57
3183,3183,74,71,35,46,37,71
3184,3184,75,77,72,68,67,65
3185,3185,27,24,20,57,19,28
3186,3186,56,62,68,44,49,67
3187,3187,57,38,59,74,78,65
3188,3188,62,69,71,73,47,74
3189,3189,52,43,73,55,64,69
3190,3190,81,68,66,73,55,67
3191,3191,68,67,68,75,63,74
3192,3192,47,18,64,74,69,68
3193,3193,59,53,72,69,52,70
3194,3194,75,73,59,59,58,67
3195,3195,48,36,71,65,44,75
3196,3196,58,65,56,64,63,68
3197,3197,75,75,22,20,28,68
3198,3198,72,12,81,75,75,75
3199,3199,32,26,59,73,46,60
3200,3200,80,73,54,52,79,75
3201,3201,25,25,13,76,13,44
3202,3202,78,68,58,54,40,64
3203,3203,69,22,76,57,72,74
3204,3204,36,25,64,62,49,62
3205,3205,55,64,55,41,50,63
3206,3206,49,29,71,76,64,66
3207,3207,66,58,63,70,46,72
3208,3208,70,68,68,74,57,75
3209,3209,73,72,53,63,61,68
3210,3210,68,63,70,74,49,73
3211,3211,72,73,31,48,44,61
3212,3212,63,25,74,57,68,75
3213,3213,45,17,15,51,17,53
3214,3214,78,69,25,38,46,66
3215,3215,73,68,58,62,46,69
3216,3216,67,66,59,57,36,62
3217,3217,60,50,76,69,75,70
3218,3218,39,37,62,69,56,67
3219,3219,64,53,70,69,57,68
3220,3220,80,66,42,39,32,64
3221,3221,84,34,77,64,64,77
3222,3222,80,73,38,48,27,54
3223,3223,72,75,59,57,59,68
3224,3224,32,28,12,37,20,54
3225,3225,76,67,44,45,81,73
3226,3226,32,28,69,72,64,63
3227,3227,62,67,58,54,43,65
3228,3228,67,68,63,64,44,69
3229,3229,58,24,65,68,71,70
3230,3230,81,71,44,67,63,70
3231,3231,71,73,27,30,35,62
3232,3232,65,71,31,48,52,72
3233,3233,74,24,79,65,65,72
3234,3234,61,61,66,71,55,64
3235,3235,69,71,54,57,44,66
3236,3236,38,19,57,70,44,63
3237,3237,52,58,69,74,71,70
3238,3238,53,13,71,58,66,70
3239,3239,36,16,71,70,63,63
3240,3240,64,66,57,69,47,71
3241,3241,25,21,11,23,23,70
3242,3242,70,23,71,68,48,66
3243,3243,78,26,70,71,66,71
3244,3244,73,73,25,45,51,63
3245,3245,27,9,14,41,22,38
3246,3246,81,71,63,61,40,69
3247,3247,74,60,68,73,64,69
3248,3248,34,20,13,31,21,54
3249,3249,64,26,70,66,59,71
3250,3250,73,72,50,37,41,56
3251,3251,84,31,72,60,50,61
3252,3252,43,40,79,72,75,74
3253,3253,68,56,68,77,75,74
3254,3254,30,18,13,35,16,50
3255,3255,75,68,22,56,33,67
3256,3256,74,65,62,58,42,65
3257,3257,67,36,66,70,70,64
3258,3258,37,46,74,78,64,66
3259,3259,69,31,75,55,71,72
3260,3260,73,48,77,69,70,68
3261,3261,45,37,71,68,52,54
3262,3262,72,75,64,57,41,65
3263,3263,73,33,72,60,66,65
3264,3264,55,24,76,61,68,75
3265,3265,77,71,22,58,34,70
3266,3266,63,48,71,76,71,71
3267,3267,81,72,49,49,48,57
3268,3268,73,16,71,66,81,70
3269,3269,74,71,43,64,54,66
3270,3270,54,20,74,75,72,83
3271,3271,83,69,53,51,41,56
3272,3272,71,72,45,70,42,73
3273,3273,24,18,15,20,29,50
3274,3274,47,41,70,74,54,72
3275,3275,74,76,28,44,46,69
3276,3276,66,63,58,67,51,67
3277,3277,70,24,74,55,65,66
3278,3278,71,68,34,42,46,67
3279,3279,65,72,59,58,35,62
3280,3280,33,19,68,67,49,63
3281,3281,73,73,64,66,51,61
3282,3282,76,49,69,67,76,63
3283,3283,74,77,44,37,44,69
3284,3284,79,75,39,42,34,67
3285,3285,67,65,65,59,47,65
3286,3286,71,65,59,57,53,58
3287,3287,59,22,69,61,70,70
3288,3288,73,71,49,51,47,59
3289,3289,79,74,47,59,44,53
3290,3290,23,22,11,61,21,17
3291,3291,60,64,66,68,63,65
3292,3292,71,67,64,64,51,69
3293,3293,77,74,66,68,65,78
3294,3294,68,28,67,64,49,65
3295,3295,66,66,72,69,69,78
3296,3296,80,68,65,67,39,70
3297,3297,78,77,37,51,44,75
3298,3298,61,33,72,60,59,64
3299,3299,50,37,66,64,63,65
3300,3300,72,61,60,59,40,64
3301,3301,69,75,70,69,53,68
3302,3302,78,70,61,52,44,73
3303,3303,60,49,67,65,58,64
3304,3304,54,72,39,44,40,66
3305,3305,46,34,70,70,53,62
3306,3306,58,66,52,41,36,53
3307,3307,68,68,69,73,62,80
3308,3308,58,58,60,74,56,68
3309,3309,62,69,58,58,22,66
3310,3310,58,51,73,72,41,64
3311,3311,43,66,64,75,50,71
3312,3312,81,70,63,72,45,57
3313,3313,80,65,55,50,50,72
3314,3314,67,45,64,65,50,67
3315,3315,47,55,71,70,57,77
3316,3316,71,69,54,54,51,69
3317,3317,80,62,57,65,49,69
3318,3318,90,69,61,63,55,73
3319,3319,61,28,75,55,59,64
3320,3320,60,69,63,56,46,65
3321,3321,64,76,52,63,44,65
3322,3322,62,42,69,74,79,65
3323,3323,31,14,74,65,72,63
3324,3324,30,64,71,75,47,67
3325,3325,73,62,65,72,47,75
3326,3326,83,21,81,59,78,80
3327,3327,21,11,8,40,15,47
3328,3328,66,69,62,63,55,54
3329,3329,88,56,74,71,75,65
3330,3330,71,67,60,60,50,69
3331,3331,45,45,76,77,71,66
3332,3332,75,69,41,55,38,61
3333,3333,68,71,63,62,53,73
3334,3334,80,69,63,65,68,68
3335,3335,69,67,70,74,69,72
3336,3336,74,68,67,67,69,73
3337,3337,24,22,15,42,25,50
3338,3338,62,31,71,68,64,67
3339,3339,79,67,71,63,47,73
3340,3340,79,50,70,73,64,64
3341,3341,31,12,64,65,56,59
3342,3342,70,75,53,56,49,71
3343,3343,67,44,77,62,83,76
3344,3344,62,76,52,62,63,70
3345,3345,55,70,40,52,52,72
3346,3346,42,28,68,68,59,67
3347,3347,75,73,34,32,48,62
3348,3348,73,64,54,33,30,66
3349,3349,39,34,71,67,59,78
3350,3350,84,71,46,55,46,65
3351,3351,54,73,60,73,52,74
3352,3352,55,59,69,68,56,66
3353,3353,69,45,75,70,65,69
3354,3354,80,48,72,73,68,76
3355,3355,71,68,59,63,54,62
3356,3356,60,62,66,76,69,79
3357,3357,19,27,14,20,22,41
3358,3358,78,73,57,68,64,67
3359,3359,54,60,73,75,55,78
3360,3360,34,23,16,63,18,62
3361,3361,62,68,57,49,37,52
3362,3362,67,69,62,77,42,72
3363,3363,80,75,43,59,52,53
3364,3364,78,77,43,66,43,78
3365,3365,52,20,74,65,76,74
3366,3366,73,71,26,58,48,71
3367,3367,70,24,67,70,55,68
3368,3368,74,68,36,64,60,64
3369,3369,61,47,68,68,67,70
3370,3370,30,29,71,73,74,74
3371,3371,77,67,53,62,54,69
3372,3372,41,26,12,40,23,59
3373,3373,72,70,52,55,42,63
3374,3374,53,26,69,73,58,65
3375,3375,77,70,42,47,36,65
3376,3376,69,59,65,81,61,77
3377,3377,87,73,53,50,63,68
3378,3378,74,68,63,59,39,68
3379,3379,72,72,27,50,35,66
3380,3380,75,64,58,62,39,59
3381,3381,55,25,67,56,76,71
3382,3382,72,69,69,68,80,72
3383,3383,58,46,66,71,69,69
3384,3384,79,66,70,69,74,70
3385,3385,70,68,64,67,50,74
3386,3386,55,31,77,51,77,65
3387,3387,32,23,17,30,35,56
3388,3388,72,35,72,57,74,72
3389,3389,81,24,73,53,65,58
3390,3390,73,69,58,31,37,70
3391,3391,81,68,63,60,41,65
3392,3392,77,67,69,65,51,75
3393,3393,73,29,72,81,70,72
3394,3394,57,26,68,59,48,62
3395,3395,75,70,41,38,41,56
3396,3396,70,67,70,68,69,68
3397,3397,74,56,73,70,65,58
3398,3398,60,55,69,72,46,73
3399,3399,65,53,71,80,59,73
3400,3400,28,20,68,67,58,71
3401,3401,90,72,62,64,43,75
3402,3402,73,74,35,42,41,74
3403,3403,69,67,61,57,46,57
3404,3404,71,37,74,70,70,83
3405,3405,37,17,16,52,19,53
3406,3406,29,27,17,43,12,62
3407,3407,72,52,71,76,85,74
3408,3408,50,39,74,70,62,75
3409,3409,87,72,59,65,47,70
3410,3410,58,20,75,48,77,70
3411,3411,60,67,48,43,49,59
3412,3412,71,69,70,63,34,71
3413,3413,57,20,72,58,70,59
3414,3414,81,75,45,60,69,71
3415,3415,70,69,58,59,53,70
3416,3416,66,19,75,47,64,68
3417,3417,72,68,31,49,28,73
3418,3418,72,73,43,47,36,69
3419,3419,75,70,60,63,57,70
3420,3420,62,32,73,70,64,69
3421,3421,77,73,64,63,58,65
3422,3422,62,67,67,72,53,70
3423,3423,81,75,44,46,44,68
3424,3424,51,72,50,38,51,60
3425,3425,70,69,52,60,47,56
3426,3426,72,66,68,72,55,72
3427,3427,37,24,17,43,21,58
3428,3428,65,67,70,43,46,65
3429,3429,48,43,67,74,72,68
3430,3430,82,75,54,66,58,64
3431,3431,67,67,67,61,59,67
3432,3432,60,48,65,69,77,72
3433,3433,69,25,74,58,78,73
3434,3434,77,68,55,59,59,64
3435,3435,58,58,68,76,62,64
3436,3436,41,38,68,71,56,60
3437,3437,29,25,15,54,25,47
3438,3438,34,47,70,76,66,64
3439,3439,75,71,64,68,52,67
3440,3440,81,65,66,43,36,72
3441,3441,30,19,15,35,23,54
3442,3442,61,44,72,76,63,65
3443,3443,67,72,12,28,19,64
3444,3444,62,71,28,43,43,72
3445,3445,82,70,61,72,45,67
3446,3446,58,69,61,58,41,54
3447,3447,46,38,74,73,57,71
3448,3448,80,72,56,69,60,72
3449,3449,79,78,54,62,45,79
3450,3450,41,20,21,71,17,62
3451,3451,69,71,39,57,44,69
3452,3452,88,63,50,56,73,80
3453,3453,68,21,74,67,68,68
3454,3454,82,71,53,42,34,63
3455,3455,75,66,26,36,44,66
3456,3456,83,71,59,65,63,66
3457,3457,33,22,73,69,55,64
3458,3458,80,33,73,72,72,68
3459,3459,70,70,54,48,62,69
3460,3460,49,66,77,71,53,68
3461,3461,55,67,67,50,50,63
3462,3462,62,47,71,77,57,70
3463,3463,78,71,34,54,48,65
3464,3464,63,57,74,76,61,68
3465,3465,64,32,66,74,70,61
3466,3466,24,23,15,34,13,28
3467,3467,70,66,48,59,37,61
3468,3468,67,76,58,54,53,62
3469,3469,42,22,73,54,72,58
3470,3470,74,73,32,45,44,68
3471,3471,49,36,74,66,55,68
3472,3472,63,68,66,62,50,63
3473,3473,44,22,13,45,13,65
3474,3474,54,58,69,75,61,71
3475,3475,70,56,76,67,60,73
3476,3476,44,23,73,63,61,69
3477,3477,44,35,77,69,56,69
3478,3478,32,18,14,18,17,36
3479,3479,68,76,51,49,46,63
3480,3480,72,72,64,57,40,62
3481,3481,61,40,70,62,70,60
3482,3482,24,23,15,55,22,37
3483,3483,54,53,65,70,70,74
3484,3484,54,38,70,69,65,72
3485,3485,81,76,66,64,51,68
3486,3486,72,70,67,65,44,76
3487,3487,55,76,26,34,51,66
3488,3488,64,29,72,64,71,77
3489,3489,72,71,39,44,41,66
3490,3490,42,38,67,68,60,64
3491,3491,70,65,73,70,67,70
3492,3492,83,75,24,38,19,64
3493,3493,46,46,80,73,69,73
3494,3494,75,32,76,46,67,60
3495,3495,77,62,64,65,57,68
3496,3496,74,66,66,62,42,73
3497,3497,72,71,26,32,47,58
3498,3498,58,37,75,54,72,73
3499,3499,29,21,12,45,23,47
3500,3500,29,29,54,64,54,65
3501,3501,31,11,12,39,20,54
3502,3502,72,68,50,59,46,67
3503,3503,79,75,69,66,60,78
3504,3504,68,58,65,80,52,69
3505,3505,87,69,37,42,35,56
3506,3506,74,72,37,59,63,60
3507,3507,82,72,61,35,48,67
3508,3508,78,37,72,58,83,70
3509,3509,36,28,15,20,25,52
3510,3510,70,69,42,45,39,71
3511,3511,52,24,76,62,59,68
3512,3512,78,73,54,69,81,69
3513,3513,68,74,36,35,35,63
3514,3514,73,62,61,74,57,69
3515,3515,75,71,60,50,49,65
3516,3516,35,18,12,33,18,61
3517,3517,62,16,74,65,56,79
3518,3518,67,15,74,40,62,66
3519,3519,61,25,70,48,74,60
3520,3520,74,70,64,66,62,70
3521,3521,62,70,60,48,45,69
3522,3522,45,45,70,68,71,70
3523,3523,62,24,74,68,68,68
3524,3524,70,66,63,41,60,55
3525,3525,67,72,44,56,46,72
3526,3526,69,68,21,37,47,60
3527,3527,79,67,62,58,55,65
3528,3528,48,37,63,70,63,71
3529,3529,44,29,79,64,73,68
3530,3530,62,63,69,71,76,70
3531,3531,45,39,72,69,72,66
3532,3532,27,16,76,47,62,58
3533,3533,75,69,59,74,69,69
3534,3534,26,21,66,72,56,66
3535,3535,76,66,66,57,45,62
3536,3536,58,54,68,66,47,62
3537,3537,74,30,68,63,68,76
3538,3538,71,44,65,72,51,65
3539,3539,85,52,75,71,47,64
3540,3540,86,74,73,68,68,73
3541,3541,75,73,36,51,58,66
3542,3542,73,72,36,47,46,59
3543,3543,57,63,68,73,71,72
3544,3544,81,72,30,48,36,60
3545,3545,60,29,68,65,57,63
3546,3546,64,25,67,67,55,65
3547,3547,64,64,66,74,48,67
3548,3548,51,31,69,68,59,64
3549,3549,70,71,63,65,42,58
3550,3550,38,14,74,64,63,74
3551,3551,74,72,44,44,60,71
3552,3552,73,74,44,39,55,73
3553,3553,69,65,71,69,48,70
3554,3554,73,71,30,52,34,68
3555,3555,83,71,27,55,58,58
3556,3556,72,74,62,65,37,73
3557,3557,80,72,32,41,39,66
3558,3558,40,34,72,73,60,65
3559,3559,68,72,20,28,37,65
3560,3560,80,72,21,32,42,53
3561,3561,84,75,65,63,54,75
3562,3562,62,64,65,75,67,77
