int_speciality_id,int_player_id,str_player_speciality
1374,6857,Speedster
1375,6874,Aerial Threat
1376,6874,Strength
1377,6881,Acrobat
1378,6895,Engine
1379,6969,Acrobat
1380,6976,Acrobat
1381,6982,Strength
1382,7001,Engine
1383,7006,Engine
1384,7027,Strength
1385,7033,Strength
1386,7043,Aerial Threat
1387,7043,Strength
1388,7052,Speedster
1389,7069,Speedster
1390,7081,Acrobat
1391,7090,Acrobat
1392,7091,Speedster
1393,7091,Acrobat
1394,7097,Strength
1395,7108,Engine
1396,7129,Speedster
1397,7130,Speedster
1398,7130,Acrobat
1399,7142,Strength
1400,7147,Strength
1401,7183,Engine
1402,7193,Acrobat
1403,7207,Strength
1404,7236,Aerial Threat
1405,7236,Strength
1406,7274,Strength
1407,7293,Strength
1408,7312,Engine
1409,7318,Strength
1410,7340,Acrobat
1411,7346,Engine
1412,7353,Speedster
1413,7358,Aerial Threat
1414,7381,Strength
1415,7478,Speedster
1416,7487,Strength
1417,7488,Strength
1418,7489,Speedster
1419,7512,Acrobat
1420,7515,Acrobat
1421,7517,Engine
1422,7548,Engine
1423,7550,Strength
1424,7581,Aerial Threat
1425,7581,Strength
1426,7592,Strength
1427,7598,Acrobat
1428,7627,Strength
1429,7674,Strength
1430,7684,Speedster
1431,7693,Acrobat
1432,7699,Acrobat
1433,7706,Engine
1434,7708,Engine
1435,7717,Acrobat
1436,7735,Acrobat
1437,7767,Acrobat
1438,7784,Strength
1439,7789,Strength
1440,7813,Strength
1441,7827,Speedster
1442,7848,Strength
1443,7862,Engine
1444,7879,Strength
1445,7896,Strength
1446,7909,Strength
1447,7919,Strength
1448,7928,Strength
1449,7930,Strength
1450,7940,Acrobat
1451,7956,Strength
1452,7981,Strength
1453,7993,Strength
1454,7997,Speedster
1455,7997,Acrobat
1456,7999,Strength
1457,8005,Aerial Threat
1458,8005,Strength
1459,8015,Strength
1460,8027,Acrobat
1461,8042,Engine
1462,8043,Aerial Threat
1463,8043,Strength
1464,8082,Acrobat
1465,8121,Speedster
1466,8136,Strength
1467,8143,Strength
1468,8145,Strength
1469,8154,Aerial Threat
1470,8154,Strength
1471,8197,Acrobat
1472,8238,Acrobat
1473,8240,Strength
1474,8250,Strength
1475,8256,Acrobat
1476,8268,Strength
1477,8278,Engine
1478,8294,Engine
1479,8315,Strength
1480,8353,Engine
1481,8359,Acrobat
1482,8360,Acrobat
1483,8362,Acrobat
1484,8365,Aerial Threat
1485,8365,Strength
1486,8375,Strength
1487,8377,Aerial Threat
1488,8403,Strength
1489,8413,Aerial Threat
1490,8413,Strength
1491,8414,Speedster
1492,8417,Acrobat
1493,8421,Strength
1494,8429,Strength
1495,8456,Speedster
1496,8461,Strength
1497,8470,Acrobat
1498,8495,Speedster
1499,8500,Acrobat
1500,8506,Engine
1501,8515,Strength
1502,8516,Strength
1503,8526,Acrobat
1504,8530,Speedster
1505,8530,Acrobat
1506,8557,Aerial Threat
1507,8557,Strength
1508,8639,Acrobat
1509,8645,Speedster
1510,8648,Acrobat
1511,8654,Strength
1512,8655,Acrobat
1513,8674,Speedster
1514,8680,Aerial Threat
1515,8734,Strength
1516,8736,Strength
1517,8758,Aerial Threat
1518,8758,Strength
1519,8777,Strength
1520,8786,Acrobat
1521,8863,Strength
1522,8893,Strength
1523,8895,Acrobat
1524,8914,Acrobat
1525,8919,Aerial Threat
1526,8919,Strength
1527,8923,Speedster
1528,8929,Acrobat
1529,8948,Strength
1530,8968,Acrobat
1531,9029,Acrobat
1532,9030,Acrobat
1533,9063,Speedster
1534,9063,Acrobat
1535,9092,Engine
1536,9093,Acrobat
1537,9095,Engine
1538,9153,Speedster
1539,9173,Strength
1540,9183,Strength
1541,9207,Strength
1542,9227,Engine
1543,9232,Speedster
1544,9289,Strength
1545,9292,Acrobat
1546,9310,Engine
1547,9317,Strength
1548,9323,Engine
1549,9342,Strength
1550,9424,Strength
1551,9346,Strength
1552,9348,Strength
1553,9412,Acrobat
1554,9505,Acrobat
1555,9550,Speedster
1556,9613,Strength
1557,9626,Acrobat
1558,9627,Strength
1559,9657,Acrobat
1560,9676,Strength
1561,9682,Strength
1562,9698,Strength
1563,9704,Engine
1564,9709,Acrobat
1565,9714,Strength
1566,9767,Strength
1567,9774,Engine
1568,9786,Engine
1569,9790,Strength
1570,9819,Strength
1571,9820,Strength
1572,9822,Speedster
1573,9822,Acrobat
1574,9824,Acrobat
1575,9838,Speedster
1576,9887,Acrobat
1577,9892,Acrobat
1578,9917,Strength
1579,9918,Speedster
1580,9920,Speedster
1581,9960,Acrobat
1582,9991,Strength
1583,9999,Engine
1584,10052,Strength
1585,10060,Strength
1586,10117,Speedster
1587,10120,Engine
1588,10122,Aerial Threat
1589,10122,Strength
1590,10165,Speedster
1591,10172,FK Specialist
1592,10227,Strength
1593,10244,Acrobat
1594,10261,Strength
1595,10264,Speedster
1596,10274,Engine
1597,10295,Acrobat
1598,10301,Strength
1599,10343,Acrobat
1600,10364,Strength
1601,10373,Speedster
1602,10377,Strength
1603,10383,Strength
1604,10385,Speedster
1605,10389,Strength
1606,10390,Acrobat
1607,10401,Strength
1608,10408,Strength
1609,10416,Strength
1610,10439,Strength
1611,10456,Acrobat
1612,10458,Engine
1613,10472,Strength
1614,10483,Speedster
1615,10487,Acrobat
1616,10514,Strength
1617,10561,Strength
1618,10572,Acrobat
1619,10579,Strength
1620,10588,Strength
1621,10597,Strength
1622,10611,Strength
1623,10631,Strength
1624,10675,Engine
1625,10680,Engine
1626,10706,Acrobat
1627,10709,Aerial Threat
1628,10773,Aerial Threat
1629,10773,Strength
1630,10791,Strength
1631,10796,Strength
1632,10802,Aerial Threat
1633,10806,Strength
1634,10808,Speedster
1635,10853,Strength
1636,10869,Speedster
1637,10873,Strength
1638,10908,Strength
1639,10922,Strength
1640,10941,Acrobat
1641,10965,Strength
1642,11004,Acrobat
1643,11048,Engine
1644,11074,Strength
1645,11097,Strength
1646,11110,Strength
1647,11119,Acrobat
1648,11166,Strength
1649,11186,Strength
1650,11188,Aerial Threat
1651,11206,Strength
1652,11241,Strength
1653,11274,Aerial Threat
1654,11274,Strength
1655,11325,Strength
1656,11336,Strength
1657,11393,Strength
1658,11474,Speedster
1659,11513,Strength
1660,11522,Speedster
1661,11522,Acrobat
1662,11526,Strength
1663,11565,Strength
1664,11582,Speedster
1665,11657,Strength
1666,11660,Acrobat
1667,11662,Strength
1668,11690,Speedster
1669,11747,Strength
1670,11750,Strength
1671,11775,Speedster
1672,11776,Strength
1673,11777,Speedster
1674,11779,Acrobat
1675,11816,Strength
1676,11833,Strength
1677,11855,Strength
1678,11857,Acrobat
1679,11879,Engine
1680,11895,Acrobat
1681,11924,Strength
1682,11928,Strength
1683,11939,Acrobat
1684,11991,Strength
1685,12027,Speedster
1686,12031,Strength
1687,12048,Strength
1688,12054,Acrobat
1689,12063,Strength
1690,12078,Aerial Threat
1691,12078,Strength
1692,12086,Strength
1693,12099,Strength
1694,12111,Strength
1695,12114,Strength
1696,12148,Strength
1697,12271,Strength
1698,12288,Strength
1699,12295,Strength
1700,12315,Speedster
1701,12348,Strength
1702,12350,Acrobat
1703,12501,Engine
1704,12557,Strength
1705,12596,Acrobat
1706,12640,Strength
1707,12641,Strength
1708,12656,Acrobat
1709,12670,Strength
1710,12701,Acrobat
1711,12725,Engine
1712,12738,Speedster
1713,12749,Strength
1714,12769,Acrobat
1715,12814,Strength
1716,12861,Speedster
1717,12864,Acrobat
1718,12865,Strength
1719,12871,Speedster
1720,12871,Acrobat
1721,12876,Strength
1722,12888,Speedster
1723,12906,Strength
1724,12949,Strength
1725,12954,Acrobat
1726,12973,Strength
1727,13041,Engine
1728,13041,Acrobat
1729,13098,Speedster
1730,13112,Strength
1731,13206,Strength
1732,13257,Acrobat
1733,13279,Strength
1734,13309,Strength
1735,13332,Strength
1736,13349,Strength
1737,13366,Strength
1738,13434,Acrobat
1739,13509,Strength
1740,13519,Speedster
1741,13553,Speedster
1742,13605,Engine
1743,13709,Engine
1744,13728,Strength
1745,13776,Speedster
1746,13885,Strength
1747,13897,Strength
1748,13917,Acrobat
1749,13924,Aerial Threat
1750,13924,Strength
1751,13927,Strength
1752,13950,Strength
1753,13978,Engine
1754,13995,Speedster
1755,14022,Strength
1756,14118,Acrobat
1757,14131,Strength
1758,14173,Strength
1759,14175,Acrobat
1760,14274,Speedster
1761,14318,Strength
1762,14480,Strength
1763,14658,Engine
1764,14679,Strength
1765,14701,Strength
1766,14704,Strength
1767,14786,Acrobat
1768,14943,Acrobat
1769,14993,Strength
1770,15142,Speedster
1771,15161,Speedster
1772,15330,Strength
1773,15384,Engine
1774,15424,Acrobat
1775,15508,Strength
1776,15659,Speedster
1777,15723,Speedster
1778,15817,Strength
1779,16060,Acrobat
1780,16173,Strength
1781,16284,Acrobat
1782,16668,Acrobat
1783,16774,Strength
1784,16856,Strength
1785,17049,Strength
1786,17267,Speedster
