int_skill_id,int_player_id,int_dribbling,int_curve,int_fk_accuracy,int_long_passing,int_ball_control
2447,2447,80,65,45,43,75
2448,2448,75,73,66,66,79
2449,2449,76,75,66,68,77
2450,2450,73,47,43,39,71
2451,2451,76,74,70,44,73
2452,2452,71,76,71,69,75
2453,2453,74,67,61,66,73
2454,2454,73,74,64,63,75
2455,2455,74,72,72,70,77
2456,2456,65,60,54,65,70
2457,2457,75,71,70,73,73
2458,2458,72,63,29,75,68
2459,2459,25,16,13,33,39
2460,2460,65,65,58,72,71
2461,2461,14,18,11,11,19
2462,2462,13,20,11,39,21
2463,2463,83,78,67,56,77
2464,2464,77,78,76,70,77
2465,2465,47,39,39,64,58
2466,2466,72,54,59,75,76
2467,2467,60,67,48,45,70
2468,2468,68,58,45,52,69
2469,2469,62,53,55,60,66
2470,2470,77,81,67,73,73
2471,2471,81,72,71,75,78
2472,2472,14,15,14,31,15
2473,2473,17,18,15,30,39
2474,2474,71,56,41,68,72
2475,2475,77,68,54,72,78
2476,2476,15,13,17,17,21
2477,2477,82,60,61,54,73
2478,2478,62,52,41,68,68
2479,2479,71,64,60,67,79
2480,2480,44,38,37,52,62
2481,2481,60,49,58,72,74
2482,2482,78,71,68,70,76
2483,2483,16,15,9,21,15
2484,2484,68,73,67,67,66
2485,2485,69,52,44,73,73
2486,2486,11,15,13,12,18
2487,2487,46,31,29,62,66
2488,2488,73,57,68,59,68
2489,2489,76,62,45,60,73
2490,2490,72,77,76,65,70
2491,2491,63,47,54,66,68
2492,2492,75,72,58,66,75
2493,2493,70,63,51,70,72
2494,2494,81,72,67,57,77
2495,2495,67,71,73,72,75
2496,2496,68,52,70,77,70
2497,2497,69,48,39,50,72
2498,2498,77,71,64,72,75
2499,2499,77,85,83,68,82
2500,2500,70,57,60,67,75
2501,2501,66,70,62,67,68
2502,2502,44,31,32,38,59
2503,2503,76,79,69,72,77
2504,2504,82,72,47,50,81
2505,2505,74,69,56,64,73
2506,2506,81,67,51,46,78
2507,2507,12,10,10,22,19
2508,2508,78,60,37,53,77
2509,2509,76,59,48,65,76
2510,2510,75,59,70,67,73
2511,2511,73,75,74,68,72
2512,2512,73,68,65,56,74
2513,2513,57,45,24,62,67
2514,2514,73,72,40,73,72
2515,2515,77,68,55,38,76
2516,2516,14,12,11,17,23
2517,2517,70,58,55,53,75
2518,2518,76,77,63,67,71
2519,2519,73,49,45,75,75
2520,2520,21,10,19,41,24
2521,2521,75,52,45,74,77
2522,2522,70,77,70,77,77
2523,2523,73,77,69,72,78
2524,2524,63,52,39,58,66
2525,2525,74,65,54,74,73
2526,2526,74,64,65,64,72
2527,2527,69,58,42,62,73
2528,2528,75,73,63,77,74
2529,2529,68,73,56,61,70
2530,2530,69,64,56,55,68
2531,2531,68,47,43,71,73
2532,2532,64,65,46,67,67
2533,2533,72,72,72,74,74
2534,2534,75,77,79,67,74
2535,2535,70,66,66,66,72
2536,2536,72,80,69,73,76
2537,2537,78,55,52,68,74
2538,2538,53,24,23,60,61
2539,2539,69,70,59,50,67
2540,2540,67,58,37,68,65
2541,2541,76,62,32,63,74
2542,2542,76,80,68,71,72
2543,2543,77,70,62,74,75
2544,2544,62,67,40,74,70
2545,2545,62,58,52,70,72
2546,2546,63,61,62,49,72
2547,2547,65,64,64,72,72
2548,2548,81,73,68,69,77
2549,2549,15,14,13,39,21
2550,2550,74,74,73,74,75
2551,2551,47,42,43,65,62
2552,2552,74,62,75,65,73
2553,2553,68,66,58,45,75
2554,2554,73,56,62,71,76
2555,2555,81,62,60,57,77
2556,2556,80,53,49,54,74
2557,2557,72,65,81,60,73
2558,2558,72,67,32,43,73
2559,2559,53,49,35,59,55
2560,2560,76,73,80,69,77
2561,2561,75,82,80,65,75
2562,2562,79,66,54,58,80
2563,2563,17,15,19,45,29
2564,2564,64,36,33,70,67
2565,2565,79,45,28,62,75
2566,2566,71,57,41,55,73
2567,2567,53,31,26,64,62
2568,2568,68,46,48,58,74
2569,2569,73,69,34,67,72
2570,2570,60,47,44,61,63
2571,2571,71,72,69,78,76
2572,2572,75,80,80,77,76
2573,2573,75,73,60,73,76
2574,2574,25,13,22,22,30
2575,2575,71,81,71,76,74
2576,2576,60,59,38,60,64
2577,2577,10,14,14,61,17
2578,2578,17,12,21,31,18
2579,2579,61,59,45,71,67
2580,2580,74,71,42,58,71
2581,2581,73,58,60,73,73
2582,2582,59,44,40,68,66
2583,2583,73,64,59,65,76
2584,2584,68,55,44,71,73
2585,2585,68,50,43,45,73
2586,2586,14,13,13,27,19
2587,2587,14,17,14,15,21
2588,2588,72,72,63,74,74
2589,2589,76,68,47,68,74
2590,2590,71,71,62,66,74
2591,2591,63,40,47,70,69
2592,2592,78,66,49,65,77
2593,2593,54,21,23,66,65
2594,2594,75,67,37,52,74
2595,2595,72,72,54,65,72
2596,2596,21,20,12,16,21
2597,2597,73,79,70,72,74
2598,2598,74,69,68,66,73
2599,2599,74,70,50,71,74
2600,2600,68,42,37,42,67
2601,2601,78,51,52,49,73
2602,2602,79,70,58,62,73
2603,2603,16,13,16,23,20
2604,2604,21,12,14,30,36
2605,2605,75,71,66,70,77
2606,2606,69,54,41,47,72
2607,2607,13,14,15,33,18
2608,2608,72,61,62,64,72
2609,2609,71,59,40,72,73
2610,2610,72,59,65,70,73
2611,2611,58,63,54,75,60
2612,2612,61,47,41,60,66
2613,2613,74,68,63,57,72
2614,2614,80,76,56,71,78
2615,2615,76,63,56,62,71
2616,2616,64,48,42,73,74
2617,2617,71,46,36,57,75
2618,2618,70,53,26,58,72
2619,2619,69,68,72,73,75
2620,2620,58,32,31,65,66
2621,2621,67,65,47,50,69
2622,2622,36,35,29,46,57
2623,2623,75,54,67,57,76
2624,2624,74,52,53,53,71
2625,2625,66,44,41,35,72
2626,2626,76,73,70,49,76
2627,2627,76,70,73,68,76
2628,2628,74,74,70,64,75
2629,2629,72,58,47,42,66
2630,2630,61,61,46,70,72
2631,2631,52,44,54,68,60
2632,2632,71,42,43,71,66
2633,2633,76,74,69,62,75
2634,2634,61,31,38,64,67
2635,2635,38,58,66,62,68
2636,2636,65,60,35,58,70
2637,2637,66,82,77,75,76
2638,2638,68,72,67,61,69
2639,2639,71,57,50,64,70
2640,2640,13,11,12,24,23
2641,2641,68,64,68,77,74
2642,2642,71,44,50,70,66
2643,2643,74,68,65,73,76
2644,2644,67,72,71,60,70
2645,2645,74,66,69,73,73
2646,2646,58,50,52,67,71
2647,2647,14,14,18,27,29
2648,2648,76,76,71,74,78
2649,2649,79,75,70,71,76
2650,2650,77,68,42,75,75
2651,2651,65,55,41,65,69
2652,2652,63,63,69,73,67
2653,2653,76,76,62,71,77
2654,2654,57,26,19,65,58
2655,2655,72,72,70,65,71
2656,2656,78,63,66,70,75
2657,2657,18,14,12,29,25
2658,2658,81,66,59,68,79
2659,2659,78,75,66,59,73
2660,2660,75,64,58,75,77
2661,2661,19,29,8,34,31
2662,2662,77,59,47,61,74
2663,2663,77,75,71,61,75
2664,2664,75,67,64,65,74
2665,2665,64,28,48,67,69
2666,2666,72,63,58,68,73
2667,2667,68,45,37,70,72
2668,2668,76,53,54,61,71
2669,2669,74,72,74,67,73
2670,2670,56,32,34,55,62
2671,2671,75,50,35,67,71
2672,2672,75,57,45,63,73
2673,2673,14,13,13,27,16
2674,2674,75,64,50,69,73
2675,2675,64,44,35,70,68
2676,2676,82,71,68,69,76
2677,2677,50,53,40,70,55
2678,2678,68,28,32,51,69
2679,2679,69,67,68,65,73
2680,2680,74,67,73,61,74
2681,2681,77,70,57,49,72
2682,2682,13,15,14,22,19
2683,2683,72,64,56,55,74
2684,2684,65,47,37,69,66
2685,2685,67,61,55,43,71
2686,2686,69,58,65,71,71
2687,2687,74,71,55,72,75
2688,2688,12,17,13,21,20
2689,2689,78,61,55,67,73
2690,2690,56,42,42,70,70
2691,2691,76,56,43,62,74
2692,2692,44,43,45,71,63
2693,2693,72,77,77,73,75
2694,2694,41,34,32,55,56
2695,2695,72,77,74,77,80
2696,2696,67,34,39,61,69
2697,2697,70,75,38,75,71
2698,2698,76,63,45,62,76
2699,2699,64,52,30,58,63
2700,2700,82,83,73,65,81
2701,2701,69,41,43,76,70
2702,2702,59,47,44,74,76
2703,2703,55,52,59,65,78
2704,2704,68,69,65,72,74
2705,2705,48,55,44,64,66
2706,2706,61,60,52,56,63
2707,2707,63,60,34,63,67
2708,2708,73,67,50,80,75
2709,2709,50,26,27,50,52
2710,2710,74,70,41,68,73
2711,2711,74,75,67,71,74
2712,2712,64,27,21,57,64
2713,2713,72,72,43,68,73
2714,2714,65,52,48,73,70
2715,2715,43,32,37,51,52
2716,2716,75,52,34,63,71
2717,2717,75,73,69,60,74
2718,2718,21,13,14,46,23
2719,2719,73,66,59,61,72
2720,2720,67,68,36,67,65
2721,2721,69,49,53,73,73
2722,2722,13,17,14,36,21
2723,2723,17,20,14,30,24
2724,2724,75,79,76,64,75
2725,2725,72,76,75,65,75
2726,2726,71,55,48,72,73
2727,2727,74,71,72,61,75
2728,2728,78,66,56,76,76
2729,2729,74,60,48,57,69
2730,2730,73,75,67,68,75
2731,2731,71,76,78,79,77
2732,2732,75,59,55,73,81
2733,2733,67,61,29,63,67
2734,2734,41,41,53,65,52
2735,2735,75,76,72,63,76
2736,2736,70,69,67,68,74
2737,2737,75,45,48,45,71
2738,2738,78,70,73,65,75
2739,2739,22,19,17,38,13
2740,2740,68,39,32,63,71
2741,2741,69,37,38,66,69
2742,2742,64,55,58,72,71
2743,2743,75,74,77,75,76
2744,2744,69,61,52,48,75
2745,2745,65,75,73,68,69
2746,2746,75,68,61,72,75
2747,2747,72,68,63,71,74
2748,2748,20,18,16,20,17
2749,2749,71,59,40,61,70
2750,2750,70,62,52,72,71
2751,2751,72,62,64,68,74
2752,2752,72,65,64,72,74
2753,2753,74,65,71,73,75
2754,2754,35,43,48,70,57
2755,2755,64,37,39,69,67
2756,2756,73,50,45,71,72
2757,2757,77,66,69,70,76
2758,2758,72,67,40,36,71
2759,2759,64,48,22,61,70
2760,2760,72,69,64,70,74
2761,2761,71,43,39,66,68
2762,2762,58,90,80,79,69
2763,2763,75,44,52,41,70
2764,2764,83,82,73,64,80
2765,2765,64,64,66,76,68
2766,2766,79,76,71,66,82
2767,2767,77,73,71,76,76
2768,2768,70,68,72,72,73
2769,2769,10,13,13,19,16
2770,2770,71,67,65,45,73
2771,2771,70,77,77,79,73
2772,2772,19,20,13,25,25
2773,2773,72,64,66,64,74
2774,2774,65,84,80,77,73
2775,2775,10,13,14,24,15
2776,2776,57,49,23,57,67
2777,2777,68,77,77,66,72
2778,2778,74,75,71,73,75
2779,2779,49,33,31,68,54
2780,2780,18,16,12,25,11
2781,2781,71,72,75,73,75
2782,2782,68,54,39,61,70
2783,2783,42,23,50,70,53
2784,2784,72,63,68,43,74
2785,2785,42,33,38,66,63
2786,2786,48,25,23,62,57
2787,2787,76,75,70,70,76
2788,2788,74,72,47,63,70
2789,2789,62,44,60,72,64
2790,2790,75,73,72,71,77
2791,2791,72,55,40,64,72
2792,2792,17,14,21,18,22
2793,2793,74,49,70,48,70
2794,2794,75,80,77,72,76
2795,2795,80,76,78,71,78
2796,2796,14,13,19,34,18
2797,2797,30,33,39,61,48
2798,2798,73,75,46,63,72
2799,2799,73,67,49,70,69
2800,2800,74,66,54,63,73
2801,2801,17,13,16,20,18
2802,2802,74,68,59,62,75
2803,2803,76,73,70,75,77
2804,2804,57,45,47,58,64
2805,2805,78,81,69,70,76
2806,2806,70,50,47,72,71
2807,2807,33,72,62,64,63
2808,2808,49,36,35,50,52
2809,2809,76,70,70,74,78
2810,2810,12,12,10,25,17
2811,2811,74,53,42,72,74
2812,2812,7,69,74,21,24
2813,2813,29,19,40,45,32
2814,2814,76,76,56,63,75
2815,2815,44,29,32,64,55
2816,2816,59,59,56,63,65
2817,2817,73,63,62,73,72
2818,2818,75,60,46,61,72
2819,2819,72,65,53,58,69
2820,2820,70,75,77,68,72
2821,2821,78,75,72,66,78
2822,2822,66,60,47,73,68
2823,2823,74,72,38,50,75
2824,2824,77,80,76,59,78
2825,2825,62,52,41,74,69
2826,2826,64,55,62,71,70
2827,2827,71,75,69,74,73
2828,2828,74,63,63,39,72
2829,2829,74,81,76,73,75
2830,2830,72,75,59,62,73
2831,2831,72,57,38,66,71
2832,2832,75,63,41,66,71
2833,2833,78,63,58,60,75
2834,2834,74,70,54,71,75
2835,2835,45,36,37,56,60
2836,2836,75,60,59,53,78
2837,2837,55,44,27,62,65
2838,2838,75,69,69,65,75
2839,2839,47,39,67,67,60
2840,2840,10,12,10,25,25
2841,2841,64,73,65,75,57
2842,2842,58,41,35,63,66
2843,2843,69,38,40,43,67
2844,2844,44,50,36,56,61
2845,2845,75,69,59,60,72
2846,2846,67,59,49,59,70
2847,2847,46,22,21,56,57
2848,2848,68,65,50,66,69
2849,2849,71,85,60,77,75
2850,2850,75,56,33,72,74
2851,2851,55,58,27,69,68
2852,2852,72,57,54,64,73
2853,2853,77,78,72,67,75
2854,2854,62,66,71,69,71
2855,2855,75,66,75,60,74
2856,2856,71,59,62,64,71
2857,2857,77,60,66,60,73
2858,2858,59,31,27,60,63
2859,2859,69,44,45,68,71
2860,2860,16,17,15,25,20
2861,2861,76,62,42,70,72
2862,2862,81,60,26,53,76
2863,2863,13,19,15,28,22
2864,2864,72,69,59,58,73
2865,2865,71,65,29,44,70
2866,2866,77,63,66,70,73
2867,2867,69,44,32,66,71
2868,2868,78,59,34,64,74
2869,2869,10,19,14,24,13
2870,2870,74,75,72,71,75
2871,2871,72,66,60,55,71
2872,2872,68,43,41,70,70
2873,2873,76,76,76,76,77
2874,2874,71,69,68,67,70
2875,2875,14,15,13,30,20
2876,2876,53,37,23,56,62
2877,2877,58,30,32,68,70
2878,2878,69,62,35,56,73
2879,2879,64,58,33,58,70
2880,2880,40,51,42,61,67
2881,2881,43,20,27,50,54
2882,2882,65,55,46,70,70
2883,2883,77,65,66,77,78
2884,2884,76,74,42,61,75
2885,2885,77,65,69,69,72
2886,2886,70,67,50,65,72
2887,2887,74,78,74,71,72
2888,2888,80,72,67,69,74
2889,2889,47,28,31,52,62
2890,2890,64,41,49,42,68
2891,2891,59,61,52,74,66
2892,2892,44,45,33,64,67
2893,2893,11,13,12,15,13
2894,2894,68,66,60,46,69
2895,2895,60,38,33,52,66
2896,2896,72,79,80,76,77
2897,2897,21,18,18,21,32
2898,2898,56,21,26,72,67
2899,2899,67,45,29,61,68
2900,2900,65,39,41,69,69
2901,2901,80,60,51,72,79
2902,2902,19,12,17,24,22
2903,2903,53,37,34,70,57
2904,2904,74,71,64,62,73
2905,2905,70,56,53,43,73
2906,2906,67,63,61,69,70
2907,2907,37,25,26,52,50
2908,2908,61,57,56,70,68
2909,2909,75,70,45,62,73
2910,2910,59,47,44,41,67
2911,2911,72,68,60,73,77
2912,2912,66,48,52,58,67
2913,2913,75,66,64,75,76
2914,2914,71,42,37,46,71
2915,2915,52,31,24,71,67
2916,2916,16,14,19,22,20
2917,2917,65,57,49,46,75
2918,2918,64,59,40,60,68
2919,2919,67,64,50,64,72
2920,2920,77,63,55,61,77
2921,2921,81,75,71,70,75
2922,2922,56,59,59,62,61
2923,2923,68,44,38,61,69
2924,2924,65,63,57,74,74
2925,2925,76,41,50,65,72
2926,2926,70,73,64,65,73
2927,2927,61,56,45,66,64
2928,2928,9,14,13,16,15
2929,2929,68,70,39,66,70
2930,2930,71,60,42,51,70
2931,2931,58,14,18,47,56
2932,2932,79,52,38,48,80
2933,2933,68,66,71,77,71
2934,2934,72,57,56,58,73
2935,2935,68,67,64,47,71
2936,2936,72,68,49,65,71
2937,2937,62,68,46,54,74
2938,2938,73,71,67,75,76
2939,2939,76,74,73,73,75
2940,2940,79,67,62,62,71
2941,2941,67,63,64,67,69
2942,2942,12,17,19,42,23
2943,2943,64,70,37,72,69
2944,2944,25,21,21,39,32
2945,2945,72,50,45,64,68
2946,2946,75,68,65,74,76
2947,2947,70,68,69,68,72
2948,2948,76,80,76,72,77
2949,2949,71,72,64,60,74
2950,2950,74,66,51,70,76
2951,2951,67,70,69,59,72
2952,2952,60,52,30,60,64
2953,2953,73,56,64,72,73
2954,2954,79,77,66,65,78
2955,2955,73,50,32,57,74
2956,2956,65,58,56,65,70
2957,2957,67,66,33,67,71
2958,2958,61,64,40,53,57
2959,2959,76,75,68,74,74
2960,2960,21,22,17,23,21
2961,2961,65,52,63,72,72
2962,2962,71,69,67,57,74
2963,2963,75,67,67,68,78
2964,2964,10,10,14,22,14
2965,2965,62,54,30,59,65
2966,2966,69,44,30,71,73
2967,2967,53,55,33,52,63
2968,2968,52,39,40,48,58
2969,2969,77,78,78,70,77
2970,2970,67,56,43,64,72
2971,2971,80,79,74,69,77
2972,2972,60,54,43,64,68
2973,2973,77,59,43,53,73
2974,2974,52,42,24,62,61
2975,2975,70,55,54,71,73
2976,2976,72,75,77,70,68
2977,2977,63,73,52,42,77
2978,2978,76,51,38,60,71
2979,2979,75,78,64,73,76
2980,2980,56,61,71,71,61
2981,2981,80,69,58,67,78
2982,2982,73,59,51,69,73
2983,2983,76,52,46,54,78
2984,2984,14,6,9,23,29
2985,2985,75,80,81,72,72
2986,2986,70,47,35,62,65
2987,2987,72,86,82,79,77
2988,2988,78,65,60,68,69
2989,2989,72,66,70,61,79
2990,2990,73,70,69,76,77
2991,2991,72,64,44,63,70
2992,2992,70,58,61,67,73
2993,2993,72,46,62,65,70
2994,2994,64,54,34,70,69
2995,2995,47,33,40,62,50
2996,2996,14,11,13,22,24
2997,2997,38,39,54,61,56
2998,2998,72,56,35,31,73
2999,2999,58,69,44,72,64
3000,3000,77,79,69,60,75
3001,3001,72,78,76,74,72
3002,3002,13,12,17,62,18
3003,3003,71,74,39,65,68
3004,3004,76,80,82,76,80
3005,3005,25,34,61,51,73
3006,3006,61,61,62,71,72
3007,3007,78,73,67,70,75
3008,3008,83,68,49,69,78
3009,3009,54,53,50,62,57
3010,3010,77,68,52,66,76
3011,3011,42,27,36,51,49
3012,3012,73,70,72,62,72
3013,3013,45,30,33,60,58
3014,3014,71,71,72,60,74
3015,3015,68,62,42,64,69
3016,3016,78,68,65,68,73
3017,3017,77,65,53,58,74
3018,3018,71,68,45,67,73
3019,3019,72,69,57,69,73
3020,3020,75,71,70,71,74
3021,3021,72,62,67,71,72
3022,3022,53,43,68,63,76
3023,3023,73,45,33,46,69
3024,3024,65,48,61,67,69
3025,3025,74,75,60,62,72
3026,3026,11,17,17,15,20
3027,3027,15,14,12,22,16
3028,3028,38,30,29,58,59
3029,3029,71,71,55,74,73
3030,3030,66,42,37,59,69
3031,3031,80,76,73,60,72
3032,3032,75,48,42,41,73
3033,3033,73,74,71,75,77
3034,3034,76,71,67,48,72
3035,3035,58,46,39,59,69
3036,3036,77,59,47,64,74
3037,3037,74,37,39,39,70
3038,3038,72,61,42,70,68
3039,3039,57,32,24,63,59
3040,3040,75,74,72,73,75
3041,3041,52,50,24,65,56
3042,3042,73,64,46,67,75
3043,3043,74,78,74,77,77
3044,3044,76,78,78,75,80
3045,3045,70,69,75,58,75
3046,3046,58,65,55,53,71
3047,3047,74,76,70,70,75
3048,3048,56,73,68,66,62
3049,3049,79,72,72,67,78
3050,3050,19,25,25,28,30
3051,3051,78,77,75,63,76
3052,3052,47,48,46,59,60
3053,3053,75,71,73,57,74
3054,3054,75,74,59,62,75
3055,3055,66,54,42,69,75
3056,3056,66,56,59,70,71
3057,3057,72,65,51,77,77
3058,3058,77,68,62,62,74
3059,3059,54,26,26,59,60
3060,3060,25,31,18,45,58
3061,3061,58,41,35,63,66
3062,3062,40,45,46,71,63
3063,3063,73,69,60,73,75
3064,3064,69,63,70,69,73
3065,3065,75,67,72,67,73
3066,3066,61,28,25,50,60
3067,3067,71,76,70,81,77
3068,3068,66,55,39,73,70
3069,3069,67,45,40,64,69
3070,3070,57,33,25,54,63
3071,3071,71,79,77,72,75
3072,3072,74,66,54,63,71
3073,3073,76,67,72,64,74
3074,3074,75,73,74,64,73
3075,3075,80,58,41,76,80
3076,3076,73,66,62,42,72
3077,3077,71,79,75,74,74
3078,3078,70,64,75,68,74
3079,3079,10,13,10,29,21
3080,3080,73,55,43,70,78
3081,3081,62,57,55,67,61
3082,3082,70,54,44,73,75
3083,3083,72,55,33,65,72
3084,3084,71,70,76,80,77
3085,3085,66,36,33,68,67
3086,3086,11,13,12,33,17
3087,3087,71,59,29,60,71
3088,3088,71,62,58,67,69
3089,3089,58,49,43,71,72
3090,3090,74,67,62,68,72
3091,3091,79,73,79,60,74
3092,3092,66,58,60,51,69
3093,3093,73,72,62,49,72
3094,3094,14,26,12,34,26
3095,3095,57,74,44,64,67
3096,3096,60,39,33,63,67
3097,3097,72,71,68,71,68
3098,3098,74,62,58,73,74
3099,3099,71,59,42,55,65
3100,3100,68,67,67,73,72
3101,3101,74,72,75,66,72
3102,3102,62,33,40,60,67
3103,3103,72,71,71,68,74
3104,3104,75,40,31,33,73
3105,3105,69,65,55,68,71
3106,3106,37,30,49,54,49
3107,3107,61,59,58,61,61
3108,3108,18,11,19,46,25
3109,3109,67,65,45,45,69
3110,3110,15,12,18,26,5
3111,3111,70,66,50,72,71
3112,3112,80,74,73,64,78
3113,3113,75,60,48,76,80
3114,3114,79,61,64,69,74
3115,3115,76,60,54,69,70
3116,3116,65,59,41,64,70
3117,3117,51,44,52,66,59
3118,3118,71,59,62,63,73
3119,3119,75,54,53,74,78
3120,3120,67,81,67,75,73
3121,3121,56,35,32,68,64
3122,3122,61,60,51,61,67
3123,3123,18,10,15,17,20
3124,3124,50,39,32,59,67
3125,3125,60,38,35,40,64
3126,3126,57,60,35,65,64
3127,3127,59,41,45,54,61
3128,3128,11,13,11,30,20
3129,3129,65,57,39,56,64
3130,3130,60,44,35,65,60
3131,3131,73,61,54,50,69
3132,3132,60,32,39,70,65
3133,3133,76,76,59,68,75
3134,3134,77,60,36,77,73
3135,3135,77,62,60,63,73
3136,3136,71,70,52,56,73
3137,3137,69,76,75,73,73
3138,3138,76,74,66,66,80
3139,3139,70,66,63,74,71
3140,3140,71,70,63,69,72
3141,3141,73,49,50,59,73
3142,3142,72,77,76,63,75
3143,3143,76,65,57,57,73
3144,3144,73,64,39,74,73
3145,3145,67,49,31,70,67
3146,3146,66,49,47,69,70
3147,3147,59,57,55,66,66
3148,3148,71,65,55,63,75
3149,3149,73,68,65,59,73
3150,3150,64,60,60,59,70
3151,3151,75,76,76,70,75
3152,3152,71,63,38,49,70
3153,3153,69,57,62,44,73
3154,3154,73,74,62,74,76
3155,3155,77,66,67,58,76
3156,3156,79,61,51,56,75
3157,3157,79,85,53,71,77
3158,3158,57,61,60,74,68
3159,3159,72,50,37,66,71
3160,3160,74,67,69,67,75
3161,3161,71,61,59,70,69
3162,3162,72,61,45,72,75
3163,3163,45,29,25,56,48
3164,3164,69,63,67,75,75
3165,3165,69,69,51,25,73
3166,3166,72,73,69,66,71
3167,3167,71,56,51,60,72
3168,3168,20,17,17,13,23
3169,3169,68,29,61,67,59
3170,3170,36,45,27,65,57
3171,3171,61,50,42,66,65
3172,3172,71,50,66,73,73
3173,3173,75,68,64,60,75
3174,3174,73,75,40,72,72
3175,3175,68,77,79,78,74
3176,3176,13,17,14,15,32
3177,3177,73,69,64,70,75
3178,3178,73,66,61,67,72
3179,3179,82,80,69,65,82
3180,3180,63,49,61,77,71
3181,3181,42,40,31,63,53
3182,3182,68,36,30,68,70
3183,3183,48,37,32,61,57
3184,3184,72,65,67,69,71
3185,3185,18,18,17,24,18
3186,3186,68,52,39,62,72
3187,3187,82,84,78,74,78
3188,3188,72,69,58,71,73
3189,3189,65,57,61,59,71
3190,3190,70,58,53,75,74
3191,3191,72,72,66,74,76
3192,3192,75,69,74,64,74
3193,3193,74,51,38,60,70
3194,3194,68,69,56,64,71
3195,3195,71,65,47,50,75
3196,3196,73,75,75,68,73
3197,3197,38,18,23,62,60
3198,3198,65,67,74,58,70
3199,3199,76,73,60,53,73
3200,3200,49,37,40,65,60
3201,3201,16,13,11,29,19
3202,3202,67,32,31,62,70
3203,3203,71,80,83,46,70
3204,3204,78,43,35,56,72
3205,3205,71,61,66,71,62
3206,3206,73,74,69,70,77
3207,3207,72,69,48,78,79
3208,3208,74,70,59,71,75
3209,3209,61,63,53,72,65
3210,3210,73,45,56,68,75
3211,3211,58,51,31,60,68
3212,3212,74,58,61,50,73
3213,3213,15,13,16,31,35
3214,3214,44,33,34,53,60
3215,3215,68,52,46,68,72
3216,3216,66,67,62,69,64
3217,3217,71,69,63,59,72
3218,3218,77,69,54,60,76
3219,3219,70,68,58,64,70
3220,3220,65,21,21,53,64
3221,3221,70,62,42,58,69
3222,3222,53,27,55,67,57
3223,3223,64,62,48,64,69
3224,3224,17,15,13,26,22
3225,3225,58,57,46,65,62
3226,3226,73,68,49,66,74
3227,3227,73,58,52,49,72
3228,3228,68,51,45,61,69
3229,3229,77,81,77,60,78
3230,3230,62,61,62,71,61
3231,3231,35,27,29,52,53
3232,3232,48,30,35,49,61
3233,3233,65,50,49,45,69
3234,3234,68,72,48,68,74
3235,3235,41,48,66,61,56
3236,3236,76,63,43,61,74
3237,3237,76,63,75,72,75
3238,3238,63,45,35,52,68
3239,3239,76,59,45,57,76
3240,3240,71,59,48,74,75
3241,3241,13,11,13,28,21
3242,3242,74,75,69,62,70
3243,3243,73,71,75,63,71
3244,3244,59,34,33,65,68
3245,3245,7,15,15,25,22
3246,3246,71,35,40,54,69
3247,3247,68,73,73,72,73
3248,3248,12,22,20,27,30
3249,3249,76,61,63,51,73
3250,3250,64,34,37,34,69
3251,3251,75,73,61,60,75
3252,3252,69,72,74,65,73
3253,3253,70,75,76,78,76
3254,3254,19,13,19,46,20
3255,3255,61,22,25,55,66
3256,3256,69,62,39,59,71
3257,3257,78,72,64,58,74
3258,3258,73,72,67,69,76
3259,3259,68,52,43,53,74
3260,3260,74,53,50,67,73
3261,3261,75,61,50,63,64
3262,3262,49,52,60,56,65
3263,3263,65,37,33,52,66
3264,3264,71,59,51,53,71
3265,3265,53,19,16,70,65
3266,3266,76,65,73,69,73
3267,3267,55,37,37,59,59
3268,3268,72,43,42,58,68
3269,3269,73,55,40,72,72
3270,3270,74,83,75,75,73
3271,3271,69,63,35,58,66
3272,3272,66,34,28,74,68
3273,3273,19,17,15,16,20
3274,3274,74,62,56,67,75
3275,3275,50,46,34,62,58
3276,3276,68,73,73,65,68
3277,3277,69,65,44,54,67
3278,3278,39,47,43,56,57
3279,3279,68,60,27,64,72
3280,3280,75,65,66,67,70
3281,3281,75,59,45,67,73
3282,3282,70,78,81,65,71
3283,3283,32,31,21,51,52
3284,3284,44,24,25,70,63
3285,3285,69,70,68,54,70
3286,3286,76,59,49,63,72
3287,3287,76,73,70,50,76
3288,3288,53,49,33,55,57
3289,3289,59,39,41,66,67
3290,3290,8,10,13,35,18
3291,3291,70,76,75,67,70
3292,3292,72,59,49,63,71
3293,3293,75,78,65,70,74
3294,3294,81,63,38,50,77
3295,3295,75,76,70,68,77
3296,3296,63,62,55,61,65
3297,3297,46,33,49,65,50
3298,3298,78,55,58,59,70
3299,3299,78,74,68,56,76
3300,3300,69,32,29,69,73
3301,3301,67,70,54,66,71
3302,3302,68,64,42,69,68
3303,3303,75,68,60,65,74
3304,3304,53,41,41,62,62
3305,3305,74,61,52,61,70
3306,3306,72,33,32,59,66
3307,3307,73,76,61,75,78
3308,3308,74,67,63,70,74
3309,3309,72,70,21,57,72
3310,3310,71,55,50,64,68
3311,3311,78,58,50,77,73
3312,3312,70,55,43,71,69
3313,3313,60,60,48,67,66
3314,3314,74,74,59,70,70
3315,3315,75,71,68,68,79
3316,3316,60,58,50,60,61
3317,3317,69,53,42,68,70
