int_movement_id,int_player_id,int_acceleration,int_sprint_speed,int_agility,int_reactions,int_balance
3495,3495,61,67,77,68,68
3496,3496,86,88,77,71,60
3497,3497,68,76,75,68,61
3498,3498,59,52,63,77,54
3499,3499,37,43,59,67,68
3500,3500,91,89,88,63,90
3501,3501,39,43,25,70,29
3502,3502,78,81,65,67,61
3503,3503,68,66,82,77,91
3504,3504,69,69,69,65,67
3505,3505,78,79,72,69,64
3506,3506,62,66,58,66,52
3507,3507,66,66,62,69,64
3508,3508,67,65,61,70,65
3509,3509,40,42,68,74,69
3510,3510,62,65,51,67,51
3511,3511,81,78,80,74,74
3512,3512,72,65,75,68,75
3513,3513,59,64,64,69,62
3514,3514,74,65,78,66,78
3515,3515,67,68,69,67,65
3516,3516,50,50,60,68,45
3517,3517,75,78,70,68,67
3518,3518,69,69,60,68,36
3519,3519,82,79,76,67,52
3520,3520,64,70,69,68,71
3521,3521,72,82,70,65,62
3522,3522,88,85,88,81,83
3523,3523,83,82,70,64,74
3524,3524,78,80,80,60,81
3525,3525,57,63,36,66,38
3526,3526,63,64,49,64,54
3527,3527,66,63,60,68,57
3528,3528,73,69,89,66,85
3529,3529,72,75,74,65,68
3530,3530,72,71,72,72,72
3531,3531,74,77,73,68,70
3532,3532,86,87,78,75,62
3533,3533,49,48,52,67,61
3534,3534,79,72,87,70,80
3535,3535,75,76,65,67,73
3536,3536,84,94,86,69,69
3537,3537,77,75,73,70,62
3538,3538,83,74,70,70,64
3539,3539,69,63,61,77,61
3540,3540,69,68,70,68,65
3541,3541,63,65,59,65,59
3542,3542,54,66,67,67,59
3543,3543,74,65,75,71,61
3544,3544,60,65,58,63,57
3545,3545,91,92,89,75,84
3546,3546,82,78,77,65,75
3547,3547,72,62,79,69,77
3548,3548,78,79,90,67,91
3549,3549,78,82,75,70,66
3550,3550,74,77,64,73,69
3551,3551,46,47,52,68,55
3552,3552,33,34,31,70,61
3553,3553,79,80,77,68,75
3554,3554,69,67,54,68,49
3555,3555,50,50,31,65,34
3556,3556,73,73,73,70,74
3557,3557,62,60,64,72,57
3558,3558,81,80,77,68,77
3559,3559,58,64,48,74,50
3560,3560,56,59,55,68,60
3561,3561,68,76,59,73,62
3562,3562,73,65,83,72,79
3563,3563,64,73,46,72,31
3564,3564,82,77,80,68,79
3565,3565,43,41,36,62,40
3566,3566,83,85,78,64,78
3567,3567,47,46,33,68,36
3568,3568,77,82,69,70,54
3569,3569,63,47,66,76,72
3570,3570,65,56,71,65,69
3571,3571,34,34,30,63,34
3572,3572,68,70,66,66,67
3573,3573,73,88,88,66,87
3574,3574,66,67,64,67,65
3575,3575,76,77,76,70,64
3576,3576,64,66,72,72,74
3577,3577,64,63,72,68,85
3578,3578,74,80,61,65,62
3579,3579,78,73,81,68,73
3580,3580,77,61,84,71,81
3581,3581,66,67,63,74,63
3582,3582,72,79,68,65,71
3583,3583,79,78,78,72,76
3584,3584,70,72,70,70,74
3585,3585,67,69,69,67,75
3586,3586,30,31,29,66,27
3587,3587,58,61,56,67,58
3588,3588,57,45,49,68,62
3589,3589,63,65,66,70,65
3590,3590,86,75,87,67,91
3591,3591,88,88,78,62,68
3592,3592,78,76,79,66,82
3593,3593,55,61,65,67,58
3594,3594,33,35,38,71,49
3595,3595,66,62,71,74,68
3596,3596,59,63,60,67,58
3597,3597,66,76,68,67,62
3598,3598,83,88,81,78,86
3599,3599,78,77,81,71,79
3600,3600,42,47,47,69,42
3601,3601,64,53,56,72,68
3602,3602,72,70,76,68,69
3603,3603,71,75,70,68,71
3604,3604,56,55,49,67,43
3605,3605,63,66,65,66,70
3606,3606,72,65,62,67,63
3607,3607,43,45,51,64,43
3608,3608,64,60,70,66,76
3609,3609,64,49,66,72,69
3610,3610,79,80,75,66,74
3611,3611,64,69,63,74,59
3612,3612,80,71,82,62,83
3613,3613,74,74,62,57,85
3614,3614,85,83,82,71,68
3615,3615,67,65,73,70,65
3616,3616,69,73,73,75,70
3617,3617,68,67,64,69,63
3618,3618,74,70,76,72,80
3619,3619,64,65,69,68,62
3620,3620,85,88,76,66,74
3621,3621,85,80,86,72,83
3622,3622,75,65,72,67,71
3623,3623,38,47,59,70,56
3624,3624,75,68,74,67,83
3625,3625,85,82,79,75,72
3626,3626,67,66,69,72,67
3627,3627,77,75,77,69,82
3628,3628,64,68,63,75,57
3629,3629,77,74,79,72,79
3630,3630,29,33,31,69,33
3631,3631,66,70,65,70,67
3632,3632,71,70,66,68,58
3633,3633,66,65,64,70,64
3634,3634,52,49,43,69,47
3635,3635,67,61,68,72,70
3636,3636,76,79,78,70,76
3637,3637,63,61,75,75,77
3638,3638,73,74,77,58,78
3639,3639,67,69,77,67,60
3640,3640,58,64,71,70,73
3641,3641,41,33,54,71,58
3642,3642,53,59,35,65,54
3643,3643,83,84,82,70,81
3644,3644,74,70,68,76,73
3645,3645,70,73,69,69,63
3646,3646,70,75,65,65,71
3647,3647,59,62,53,71,61
3648,3648,40,44,35,69,42
3649,3649,55,52,64,69,65
3650,3650,61,67,61,74,52
3651,3651,66,63,51,70,48
3652,3652,67,65,79,72,79
3653,3653,89,91,82,61,75
3654,3654,74,73,78,74,80
3655,3655,54,64,52,73,62
3656,3656,58,69,59,65,40
3657,3657,89,79,92,70,94
3658,3658,58,64,53,67,54
3659,3659,48,55,35,64,51
3660,3660,83,79,63,68,71
3661,3661,34,34,34,67,45
3662,3662,65,68,73,70,77
3663,3663,64,55,71,71,71
3664,3664,87,85,86,68,84
3665,3665,28,34,50,70,45
3666,3666,58,44,44,71,57
3667,3667,70,70,63,73,76
3668,3668,76,77,60,67,44
3669,3669,88,89,72,68,68
3670,3670,74,83,74,69,77
3671,3671,86,75,88,61,88
3672,3672,67,67,65,70,68
3673,3673,71,72,70,64,83
3674,3674,78,79,82,66,76
3675,3675,77,78,65,62,72
3676,3676,64,65,67,68,59
3677,3677,55,67,64,73,65
3678,3678,55,46,56,75,52
3679,3679,69,77,35,71,33
3680,3680,45,47,47,70,43
3681,3681,48,50,33,70,41
3682,3682,61,56,67,68,73
3683,3683,63,59,59,63,65
3684,3684,92,92,91,66,92
3685,3685,83,71,83,65,91
3686,3686,68,62,69,69,77
3687,3687,71,69,75,71,62
3688,3688,69,70,70,71,68
3689,3689,54,66,53,68,55
3690,3690,76,76,85,62,72
3691,3691,25,17,22,62,26
3692,3692,74,74,64,70,61
3693,3693,69,64,72,72,70
3694,3694,72,67,76,68,63
3695,3695,32,32,31,69,29
3696,3696,87,88,88,65,89
3697,3697,47,52,43,65,51
3698,3698,54,63,66,71,65
3699,3699,67,68,56,65,43
3700,3700,64,71,63,67,47
3701,3701,82,82,74,70,79
3702,3702,79,75,88,63,85
3703,3703,53,63,59,67,72
3704,3704,55,64,56,69,39
3705,3705,66,67,73,71,73
3706,3706,54,44,68,70,70
3707,3707,36,43,30,65,34
3708,3708,84,78,88,73,77
3709,3709,42,40,48,68,49
3710,3710,66,71,71,67,58
3711,3711,74,76,68,65,71
3712,3712,82,82,78,66,74
3713,3713,48,34,61,69,63
3714,3714,62,58,68,70,53
3715,3715,37,33,32,67,29
3716,3716,73,70,74,67,76
3717,3717,77,75,73,68,71
3718,3718,64,71,65,63,53
3719,3719,91,90,90,70,90
3720,3720,71,67,85,71,86
3721,3721,93,91,91,68,67
3722,3722,69,68,74,67,65
3723,3723,83,79,70,68,76
3724,3724,79,77,75,68,68
3725,3725,40,38,35,70,36
3726,3726,87,82,75,67,63
3727,3727,77,76,78,65,79
3728,3728,66,75,67,70,63
3729,3729,72,77,69,67,82
3730,3730,76,70,72,71,77
3731,3731,63,71,67,70,60
3732,3732,53,54,61,67,34
3733,3733,76,74,78,70,75
3734,3734,79,81,76,76,74
3735,3735,79,83,75,67,73
3736,3736,81,80,71,66,78
3737,3737,79,83,73,62,69
3738,3738,84,87,79,70,73
3739,3739,62,64,73,71,64
3740,3740,53,53,69,70,66
3741,3741,82,88,74,70,74
3742,3742,69,74,75,66,65
3743,3743,76,71,86,68,87
3744,3744,71,66,70,71,70
3745,3745,81,82,77,67,78
3746,3746,92,88,89,75,88
3747,3747,54,55,69,74,72
3748,3748,53,61,52,65,54
3749,3749,74,75,72,72,67
3750,3750,87,85,82,65,70
3751,3751,69,76,55,69,58
3752,3752,78,74,74,69,72
3753,3753,45,49,31,69,39
3754,3754,74,70,76,69,75
3755,3755,63,69,67,72,56
3756,3756,69,64,66,69,72
3757,3757,79,78,88,75,86
3758,3758,73,72,87,61,82
3759,3759,70,62,76,73,72
3760,3760,61,67,61,66,53
3761,3761,78,74,89,65,68
3762,3762,71,63,75,68,69
3763,3763,70,69,57,72,53
3764,3764,85,72,77,70,74
3765,3765,77,76,92,69,91
3766,3766,55,65,40,71,56
3767,3767,47,45,59,69,42
3768,3768,80,88,77,65,69
3769,3769,65,62,63,71,65
3770,3770,30,33,43,69,45
3771,3771,82,86,82,70,76
3772,3772,75,73,72,68,68
3773,3773,86,84,78,70,67
3774,3774,66,64,66,73,67
3775,3775,65,69,57,72,68
3776,3776,60,58,64,71,64
3777,3777,72,75,73,74,74
3778,3778,63,73,75,73,72
3779,3779,87,85,76,67,69
3780,3780,77,75,73,56,67
3781,3781,69,65,67,69,65
3782,3782,74,75,80,71,74
3783,3783,68,68,64,67,67
3784,3784,33,35,35,69,63
3785,3785,59,54,57,72,57
3786,3786,87,82,91,67,88
3787,3787,76,78,75,65,66
3788,3788,62,71,63,68,56
3789,3789,45,32,74,64,75
3790,3790,81,84,81,66,68
3791,3791,85,86,80,69,74
3792,3792,56,59,55,63,52
3793,3793,81,86,77,72,74
3794,3794,63,53,38,66,41
3795,3795,36,34,36,64,34
3796,3796,52,42,33,63,73
3797,3797,82,77,82,74,85
3798,3798,73,68,79,73,76
3799,3799,64,68,64,66,54
3800,3800,67,65,64,70,72
3801,3801,73,65,80,69,81
3802,3802,83,83,81,68,80
3803,3803,72,67,69,73,68
3804,3804,86,78,72,64,72
3805,3805,83,84,83,67,71
3806,3806,79,73,80,65,84
3807,3807,74,64,74,72,76
3808,3808,84,81,79,75,80
3809,3809,73,76,66,64,61
3810,3810,76,75,71,68,78
3811,3811,67,62,79,70,76
3812,3812,80,87,76,70,52
3813,3813,75,71,75,73,73
3814,3814,75,74,77,77,79
3815,3815,79,78,80,70,67
3816,3816,80,83,78,69,65
3817,3817,67,53,76,69,74
3818,3818,87,78,79,68,75
3819,3819,73,74,65,68,67
3820,3820,33,41,56,70,40
3821,3821,65,64,77,73,67
3822,3822,62,66,48,66,57
3823,3823,75,74,77,78,74
3824,3824,72,70,70,70,89
3825,3825,70,74,72,64,66
3826,3826,64,68,58,69,59
3827,3827,84,83,86,66,85
3828,3828,79,73,80,71,83
3829,3829,82,77,80,65,93
3830,3830,80,82,76,66,73
3831,3831,84,74,86,62,86
3832,3832,77,79,69,69,69
3833,3833,62,59,73,74,55
3834,3834,77,83,78,64,75
3835,3835,44,52,38,58,38
3836,3836,77,76,85,61,71
3837,3837,74,79,68,69,73
3838,3838,65,58,62,73,50
3839,3839,75,76,84,72,73
3840,3840,34,48,32,72,34
3841,3841,83,73,93,72,88
3842,3842,90,90,83,63,80
3843,3843,69,69,64,63,56
3844,3844,83,81,74,60,60
3845,3845,51,58,50,66,54
3846,3846,39,39,37,69,40
3847,3847,66,63,67,68,69
3848,3848,69,57,63,68,67
3849,3849,91,82,86,73,91
3850,3850,81,79,82,66,75
3851,3851,59,54,67,70,65
3852,3852,58,56,57,70,58
3853,3853,54,64,65,66,53
3854,3854,65,66,69,64,64
3855,3855,66,68,66,67,59
3856,3856,40,40,39,70,40
3857,3857,67,53,71,71,64
3858,3858,64,66,65,75,68
3859,3859,38,55,32,68,31
3860,3860,65,68,66,75,70
3861,3861,63,60,53,66,59
3862,3862,54,62,65,70,53
3863,3863,58,57,57,66,42
3864,3864,45,66,46,69,34
3865,3865,55,58,68,74,74
3866,3866,72,69,70,68,69
3867,3867,58,57,65,73,70
3868,3868,72,75,69,70,72
3869,3869,67,64,75,69,80
3870,3870,82,79,85,71,75
3871,3871,69,63,59,61,60
3872,3872,63,67,66,67,65
3873,3873,72,75,72,73,65
3874,3874,82,85,84,70,79
3875,3875,53,56,56,67,43
3876,3876,43,38,62,66,63
3877,3877,55,49,71,70,84
3878,3878,73,67,75,71,75
3879,3879,76,75,73,67,72
3880,3880,82,72,91,72,88
3881,3881,49,55,54,68,69
3882,3882,63,42,32,68,50
3883,3883,35,39,44,66,26
3884,3884,66,69,71,69,64
3885,3885,62,67,53,68,33
3886,3886,74,76,75,65,71
3887,3887,68,72,72,66,68
3888,3888,64,70,57,68,51
3889,3889,78,75,87,68,77
3890,3890,73,68,73,72,74
3891,3891,88,74,72,64,72
3892,3892,51,65,44,66,64
3893,3893,83,68,76,73,76
3894,3894,52,40,56,69,47
3895,3895,72,71,71,69,73
3896,3896,59,51,69,68,71
3897,3897,63,65,70,75,69
3898,3898,30,36,31,70,44
3899,3899,72,70,66,68,67
3900,3900,76,61,81,77,83
3901,3901,62,72,66,70,62
3902,3902,85,87,83,61,76
3903,3903,64,67,69,72,63
3904,3904,65,65,69,70,70
3905,3905,63,66,64,68,59
3906,3906,65,67,70,64,71
3907,3907,63,64,59,67,54
3908,3908,77,82,78,70,72
3909,3909,64,67,71,68,59
3910,3910,55,51,62,74,68
3911,3911,86,81,84,69,80
3912,3912,51,49,49,66,40
3913,3913,81,86,79,63,72
3914,3914,51,46,56,71,53
3915,3915,75,79,64,67,63
3916,3916,70,68,55,65,56
3917,3917,68,68,63,66,63
3918,3918,77,87,59,67,39
3919,3919,75,77,75,68,80
3920,3920,70,68,73,71,76
3921,3921,41,43,49,67,62
3922,3922,69,69,67,68,67
3923,3923,74,72,71,66,72
3924,3924,35,35,50,68,55
3925,3925,73,74,77,75,69
3926,3926,68,69,67,76,59
3927,3927,75,72,79,73,76
3928,3928,32,48,32,67,34
3929,3929,79,79,75,64,75
3930,3930,77,74,73,72,70
3931,3931,63,72,63,73,53
3932,3932,74,65,77,65,86
3933,3933,75,71,79,70,87
3934,3934,68,73,58,65,53
3935,3935,75,72,79,67,75
3936,3936,60,69,72,71,72
3937,3937,71,74,70,73,51
3938,3938,68,66,61,72,56
3939,3939,65,65,60,61,74
3940,3940,54,50,48,71,44
3941,3941,71,73,69,68,62
3942,3942,84,80,83,70,85
3943,3943,69,64,72,70,57
3944,3944,62,66,56,65,60
3945,3945,85,81,88,73,90
3946,3946,66,72,71,66,67
3947,3947,37,53,34,65,33
3948,3948,48,48,39,67,55
3949,3949,38,33,41,68,42
3950,3950,54,59,61,68,43
3951,3951,85,82,79,71,75
3952,3952,70,72,70,64,68
3953,3953,68,68,80,66,75
3954,3954,29,33,39,69,38
3955,3955,86,84,88,67,87
3956,3956,75,77,81,66,71
3957,3957,71,73,73,68,71
3958,3958,68,67,67,71,71
3959,3959,52,64,60,65,58
3960,3960,74,73,75,70,73
3961,3961,73,73,73,68,70
3962,3962,58,46,68,73,74
3963,3963,75,74,72,70,75
3964,3964,74,76,73,71,80
3965,3965,66,70,76,75,78
3966,3966,75,73,74,65,71
3967,3967,48,49,30,62,32
3968,3968,86,79,88,59,88
3969,3969,50,63,33,67,42
3970,3970,79,81,79,67,77
3971,3971,90,89,75,74,74
3972,3972,85,83,88,64,94
3973,3973,72,67,72,71,77
3974,3974,86,79,80,59,55
3975,3975,33,33,47,68,40
3976,3976,67,69,60,68,52
3977,3977,69,78,61,72,60
3978,3978,60,67,61,71,57
3979,3979,76,74,81,70,73
3980,3980,81,79,77,68,77
3981,3981,69,57,75,68,74
3982,3982,66,63,66,69,65
3983,3983,84,69,86,74,86
3984,3984,61,67,54,77,46
3985,3985,77,77,59,66,58
3986,3986,72,72,68,74,72
3987,3987,66,63,64,65,72
3988,3988,77,82,74,67,69
3989,3989,90,85,90,69,87
3990,3990,76,72,75,69,73
3991,3991,78,80,70,70,73
3992,3992,70,67,61,70,62
3993,3993,74,74,74,69,87
3994,3994,85,86,84,71,80
3995,3995,76,73,59,70,51
3996,3996,41,32,39,64,44
3997,3997,86,89,77,60,79
3998,3998,38,41,43,73,45
3999,3999,90,91,87,67,76
4000,4000,44,50,48,66,67
4001,4001,66,71,67,68,68
4002,4002,77,83,67,67,61
4003,4003,72,71,73,66,69
4004,4004,78,75,72,71,75
4005,4005,69,69,73,73,74
4006,4006,31,33,36,61,28
4007,4007,65,60,74,71,63
4008,4008,66,66,70,71,70
4009,4009,31,32,48,70,53
4010,4010,69,70,64,71,65
4011,4011,75,68,74,69,85
4012,4012,55,50,47,67,48
4013,4013,73,71,70,66,93
4014,4014,40,45,44,71,45
4015,4015,91,84,78,61,75
4016,4016,74,77,73,69,61
4017,4017,82,77,75,70,73
4018,4018,85,89,82,66,70
4019,4019,74,75,70,65,67
4020,4020,87,80,76,65,76
4021,4021,50,60,57,60,63
4022,4022,61,70,76,67,78
4023,4023,72,67,59,62,53
4024,4024,71,68,74,70,90
4025,4025,33,26,31,71,48
4026,4026,78,76,82,68,71
4027,4027,51,54,52,65,63
4028,4028,71,76,74,62,72
4029,4029,66,74,65,68,65
4030,4030,82,80,78,69,71
4031,4031,78,82,70,67,74
4032,4032,84,91,81,69,73
4033,4033,69,75,66,62,63
4034,4034,55,42,62,71,60
4035,4035,55,52,63,71,80
4036,4036,79,82,78,69,78
4037,4037,61,59,62,65,70
4038,4038,85,83,72,73,55
4039,4039,64,68,66,68,65
4040,4040,77,87,70,63,56
4041,4041,51,45,59,68,62
4042,4042,88,75,82,66,78
4043,4043,77,81,72,65,70
4044,4044,71,74,70,72,56
4045,4045,55,59,81,73,81
4046,4046,73,73,72,71,69
4047,4047,74,75,67,72,71
4048,4048,64,57,62,67,32
4049,4049,52,48,57,70,49
4050,4050,69,59,68,68,71
4051,4051,60,67,57,66,54
4052,4052,89,85,83,71,79
4053,4053,64,66,65,71,70
4054,4054,66,70,70,66,63
4055,4055,67,62,58,70,48
4056,4056,76,76,74,62,71
4057,4057,73,74,74,72,70
4058,4058,64,59,59,68,70
4059,4059,62,70,61,67,67
4060,4060,53,48,63,79,62
4061,4061,69,56,60,64,34
4062,4062,78,84,77,65,72
4063,4063,78,75,83,63,91
4064,4064,61,71,58,68,54
4065,4065,45,52,37,50,45
4066,4066,61,60,52,70,56
4067,4067,69,60,69,74,62
4068,4068,58,54,73,73,57
4069,4069,74,75,57,58,68
4070,4070,84,80,78,68,69
4071,4071,75,69,70,67,66
4072,4072,76,72,72,68,70
4073,4073,55,49,39,70,41
4074,4074,75,73,71,73,76
4075,4075,77,69,85,71,77
4076,4076,56,58,70,66,39
4077,4077,78,78,79,64,79
4078,4078,53,47,52,70,35
4079,4079,53,69,74,71,73
4080,4080,80,84,73,62,68
4081,4081,77,74,71,68,77
4082,4082,64,62,66,66,63
4083,4083,48,46,34,71,55
4084,4084,50,41,56,67,68
4085,4085,61,62,56,68,41
4086,4086,75,68,77,66,82
4087,4087,73,71,73,65,69
4088,4088,45,41,62,72,52
4089,4089,61,58,46,70,44
4090,4090,37,38,28,69,31
4091,4091,68,68,62,68,64
4092,4092,85,85,83,67,79
4093,4093,48,49,54,72,32
4094,4094,90,88,76,65,75
4095,4095,33,38,54,71,60
4096,4096,73,72,75,70,73
4097,4097,76,75,78,70,69
4098,4098,79,81,84,59,68
4099,4099,66,69,59,71,77
4100,4100,68,64,67,68,65
4101,4101,45,52,48,64,52
4102,4102,84,66,73,65,58
4103,4103,70,71,63,62,66
4104,4104,79,81,78,69,66
4105,4105,61,69,50,58,64
4106,4106,84,81,80,69,85
4107,4107,91,90,87,64,75
4108,4108,65,66,70,73,66
4109,4109,72,66,68,62,60
4110,4110,71,73,74,69,44
4111,4111,50,48,53,70,53
4112,4112,76,82,70,67,75
4113,4113,72,70,75,72,57
4114,4114,43,67,42,63,32
4115,4115,76,78,79,64,68
4116,4116,78,79,75,64,75
4117,4117,71,73,75,71,76
4118,4118,68,70,69,71,73
4119,4119,77,80,74,65,89
4120,4120,66,68,69,73,66
4121,4121,56,56,63,68,65
4122,4122,80,81,79,66,56
4123,4123,56,50,55,66,50
4124,4124,60,62,50,66,36
4125,4125,78,76,68,71,73
4126,4126,75,85,83,66,85
4127,4127,84,84,83,65,76
4128,4128,68,65,75,66,71
4129,4129,61,58,66,70,86
4130,4130,76,81,87,70,85
4131,4131,50,53,55,68,49
4132,4132,38,40,45,73,31
4133,4133,87,89,87,67,80
4134,4134,35,38,33,67,22
4135,4135,72,72,78,70,78
4136,4136,74,77,63,66,70
4137,4137,60,62,64,70,62
4138,4138,89,88,78,66,77
4139,4139,79,78,76,66,76
4140,4140,68,63,74,65,72
4141,4141,64,69,67,61,67
4142,4142,75,78,72,68,69
4143,4143,53,63,69,74,36
4144,4144,72,70,71,66,70
4145,4145,70,61,72,74,64
4146,4146,68,73,75,67,65
4147,4147,76,77,73,60,74
4148,4148,63,53,73,65,84
4149,4149,45,34,54,68,56
4150,4150,94,89,86,63,81
4151,4151,67,69,71,71,59
4152,4152,78,74,77,68,75
4153,4153,33,34,40,58,39
4154,4154,83,79,72,66,72
4155,4155,86,75,77,63,74
4156,4156,45,48,52,69,64
4157,4157,32,52,48,63,35
4158,4158,35,50,60,68,64
4159,4159,28,16,21,69,26
4160,4160,79,84,82,71,77
4161,4161,74,74,78,67,67
4162,4162,68,70,68,66,63
4163,4163,73,70,72,69,70
4164,4164,67,67,67,69,56
4165,4165,68,72,62,76,73
4166,4166,66,76,73,75,75
4167,4167,72,70,79,73,76
4168,4168,65,64,82,68,86
4169,4169,32,43,31,65,34
4170,4170,51,54,62,71,60
4171,4171,42,44,37,62,38
4172,4172,73,76,72,62,69
4173,4173,81,79,74,64,74
4174,4174,35,41,48,66,37
4175,4175,75,77,76,68,71
4176,4176,33,35,30,61,30
4177,4177,75,73,70,69,71
4178,4178,69,59,64,65,61
4179,4179,39,40,56,71,39
4180,4180,72,62,91,70,91
4181,4181,50,48,56,70,61
4182,4182,65,59,36,66,51
4183,4183,43,44,62,68,69
4184,4184,67,66,67,69,63
4185,4185,55,66,65,73,61
4186,4186,33,32,53,68,59
4187,4187,87,85,77,66,85
4188,4188,67,69,58,65,55
4189,4189,55,52,67,72,69
4190,4190,77,74,83,68,75
4191,4191,68,80,71,74,69
4192,4192,69,78,72,68,71
4193,4193,74,74,69,69,55
4194,4194,74,78,69,65,54
4195,4195,66,72,67,68,56
4196,4196,77,69,78,67,81
4197,4197,54,59,57,72,58
4198,4198,36,34,45,67,46
4199,4199,67,73,63,73,64
4200,4200,82,77,83,66,78
4201,4201,64,73,68,66,43
4202,4202,55,52,39,69,36
4203,4203,49,40,37,69,54
4204,4204,73,69,88,72,68
4205,4205,77,77,73,71,70
4206,4206,45,63,51,68,35
4207,4207,72,72,72,70,72
4208,4208,76,75,78,69,77
4209,4209,54,55,51,64,58
4210,4210,66,64,70,71,69
4211,4211,51,47,46,70,33
4212,4212,85,72,86,67,84
4213,4213,63,59,62,70,64
4214,4214,74,77,68,67,65
4215,4215,71,69,83,67,86
4216,4216,58,54,71,63,54
4217,4217,71,71,67,67,66
4218,4218,76,66,83,66,75
4219,4219,62,76,57,73,62
4220,4220,59,55,64,70,65
4221,4221,76,73,67,62,76
4222,4222,83,84,84,68,89
4223,4223,78,76,72,67,71
4224,4224,67,59,75,73,64
4225,4225,69,66,70,71,74
4226,4226,72,76,71,65,68
4227,4227,86,79,78,64,78
4228,4228,73,79,74,75,62
4229,4229,35,35,38,62,43
4230,4230,28,32,48,70,34
4231,4231,67,69,65,69,66
4232,4232,35,34,45,68,42
4233,4233,62,67,62,65,41
4234,4234,59,62,55,60,59
4235,4235,67,70,69,67,67
4236,4236,33,32,63,68,61
4237,4237,72,67,69,70,93
4238,4238,57,41,66,71,56
4239,4239,64,67,68,70,56
4240,4240,76,74,70,66,59
4241,4241,50,45,58,63,48
4242,4242,73,74,75,69,67
4243,4243,82,83,82,62,71
4244,4244,75,74,76,64,58
4245,4245,81,82,83,64,74
4246,4246,73,69,74,70,65
4247,4247,33,34,33,69,32
4248,4248,65,69,66,69,65
4249,4249,45,50,34,66,43
4250,4250,52,51,44,77,44
4251,4251,86,90,69,64,68
4252,4252,78,74,83,66,75
4253,4253,47,38,41,71,42
4254,4254,79,78,82,68,68
4255,4255,64,61,68,72,71
4256,4256,77,75,75,68,65
4257,4257,77,79,65,70,58
4258,4258,61,65,56,70,60
4259,4259,58,55,64,73,62
4260,4260,67,64,68,69,75
4261,4261,66,72,75,67,69
4262,4262,81,83,63,72,68
4263,4263,71,69,79,70,72
4264,4264,65,64,77,75,52
4265,4265,55,50,60,75,51
4266,4266,35,38,44,62,43
4267,4267,66,69,75,64,73
4268,4268,86,85,75,72,77
4269,4269,96,91,95,63,88
4270,4270,73,75,71,73,81
4271,4271,53,55,55,71,47
4272,4272,64,54,69,69,75
4273,4273,75,78,78,67,86
4274,4274,43,30,34,69,35
4275,4275,67,67,65,68,60
4276,4276,34,35,37,59,53
4277,4277,56,34,78,72,82
4278,4278,32,37,32,67,39
4279,4279,74,76,73,71,64
4280,4280,71,73,72,69,74
4281,4281,38,37,37,68,47
4282,4282,68,64,69,71,66
4283,4283,79,71,86,67,77
4284,4284,48,43,30,68,54
4285,4285,73,71,64,63,61
4286,4286,33,33,42,65,50
4287,4287,79,75,69,68,61
4288,4288,71,62,75,72,88
4289,4289,75,71,69,71,63
4290,4290,60,62,68,65,48
4291,4291,68,66,66,77,73
4292,4292,46,40,62,69,42
4293,4293,62,68,67,72,50
4294,4294,62,66,72,65,71
4295,4295,74,79,72,64,69
4296,4296,37,45,50,65,64
4297,4297,77,76,86,68,92
4298,4298,51,55,47,64,66
4299,4299,88,88,87,65,87
4300,4300,63,65,60,68,61
4301,4301,49,67,63,73,51
4302,4302,51,53,43,71,53
4303,4303,59,59,56,65,65
4304,4304,75,81,66,68,56
4305,4305,71,73,67,70,68
4306,4306,91,89,75,66,64
4307,4307,51,50,46,66,56
4308,4308,66,53,64,65,72
4309,4309,61,56,65,72,63
4310,4310,91,91,85,69,82
4311,4311,79,81,78,71,78
4312,4312,87,85,79,72,65
4313,4313,49,52,54,63,62
4314,4314,73,68,69,74,76
4315,4315,51,52,48,63,56
4316,4316,79,87,79,72,87
4317,4317,79,77,80,63,85
4318,4318,72,76,52,72,49
4319,4319,62,62,54,69,56
4320,4320,47,51,30,69,27
4321,4321,74,71,76,70,74
4322,4322,79,87,71,68,66
4323,4323,42,40,36,68,52
4324,4324,34,34,47,68,63
4325,4325,93,92,76,64,72
4326,4326,86,83,74,66,83
4327,4327,53,53,63,68,70
4328,4328,70,70,73,66,61
4329,4329,19,28,30,50,29
4330,4330,66,68,78,66,86
4331,4331,68,72,60,73,64
4332,4332,64,65,68,69,57
4333,4333,54,55,48,65,54
4334,4334,72,70,69,65,70
4335,4335,73,74,81,65,83
4336,4336,56,43,45,69,40
4337,4337,54,49,33,68,34
4338,4338,93,95,88,67,65
4339,4339,73,76,76,64,64
4340,4340,76,72,92,75,92
4341,4341,79,80,83,68,79
4342,4342,78,64,81,70,83
4343,4343,69,66,72,67,67
4344,4344,66,60,81,63,84
4345,4345,56,57,48,69,59
4346,4346,72,72,63,63,67
4347,4347,74,73,80,74,67
4348,4348,71,67,76,69,71
4349,4349,71,75,66,69,62
4350,4350,50,46,60,68,68
4351,4351,83,79,64,68,59
4352,4352,66,70,63,66,65
4353,4353,81,77,84,69,73
4354,4354,85,92,83,68,68
4355,4355,62,50,70,69,67
4356,4356,61,61,57,67,55
4357,4357,75,74,67,68,68
4358,4358,74,78,74,71,71
4359,4359,69,69,68,69,71
4360,4360,24,32,22,68,24
4361,4361,65,65,68,78,67
4362,4362,38,41,56,70,51
4363,4363,60,46,69,69,63
4364,4364,42,49,32,68,52
4365,4365,69,73,68,66,65
4366,4366,75,89,70,65,60
