int_power_id,int_player_id,int_shot_power,int_jumping,int_stamina,int_strength,int_long_shots
5996,5996,65,60,85,70,65
5997,5997,57,55,74,44,44
5998,5998,68,60,66,73,69
5999,5999,75,50,79,63,72
6000,6000,60,71,62,59,66
6001,6001,66,52,53,35,62
6002,6002,58,58,84,67,62
6003,6003,68,57,57,62,54
6004,6004,63,33,70,46,59
6005,6005,53,67,36,60,20
6006,6006,65,81,88,82,54
6007,6007,66,64,88,62,59
6008,6008,61,57,70,68,53
6009,6009,69,81,61,74,57
6010,6010,69,75,68,66,62
6011,6011,67,63,88,81,50
6012,6012,74,78,66,65,64
6013,6013,74,77,62,80,57
6014,6014,75,65,72,75,64
6015,6015,66,71,82,70,63
6016,6016,63,81,75,74,49
6017,6017,45,79,85,75,36
6018,6018,45,63,33,80,13
6019,6019,59,69,67,83,64
6020,6020,66,68,76,88,52
6021,6021,61,73,68,67,53
6022,6022,71,63,72,51,69
6023,6023,68,60,71,51,63
6024,6024,49,71,64,89,22
6025,6025,69,64,73,64,61
6026,6026,55,72,34,79,43
6027,6027,75,57,81,62,53
6028,6028,72,66,68,66,66
6029,6029,58,80,80,75,56
6030,6030,64,88,74,62,35
6031,6031,42,77,83,72,49
6032,6032,59,51,57,34,64
6033,6033,52,91,71,74,41
6034,6034,61,84,68,73,41
6035,6035,62,39,75,67,57
6036,6036,79,78,61,57,65
6037,6037,77,42,77,73,67
6038,6038,70,64,75,68,60
6039,6039,66,40,61,61,71
6040,6040,72,62,66,60,64
6041,6041,73,75,74,45,71
6042,6042,63,69,67,62,65
6043,6043,71,69,67,58,60
6044,6044,46,60,66,40,45
6045,6045,47,72,90,62,45
6046,6046,70,81,68,51,55
6047,6047,80,82,76,70,70
6048,6048,72,90,85,77,66
6049,6049,72,35,37,70,73
6050,6050,73,58,73,68,70
6051,6051,60,35,67,61,54
6052,6052,73,78,79,52,65
6053,6053,66,58,61,65,62
6054,6054,65,59,70,63,63
6055,6055,75,52,71,63,69
6056,6056,65,76,67,52,67
6057,6057,82,64,75,76,74
6058,6058,62,31,63,58,53
6059,6059,75,82,71,70,65
6060,6060,37,83,82,79,34
6061,6061,62,52,64,45,64
6062,6062,64,75,66,65,66
6063,6063,70,58,66,72,68
6064,6064,44,49,61,72,56
6065,6065,56,70,76,63,48
6066,6066,74,70,74,61,68
6067,6067,69,65,61,62,59
6068,6068,65,60,70,65,68
6069,6069,55,75,74,70,38
6070,6070,64,69,69,62,57
6071,6071,40,80,71,83,32
6072,6072,69,58,85,48,60
6073,6073,65,59,69,49,57
6074,6074,78,56,69,53,64
6075,6075,64,81,75,56,60
6076,6076,75,82,78,70,64
6077,6077,63,59,69,71,50
6078,6078,68,66,58,65,58
6079,6079,66,64,70,73,42
6080,6080,65,53,69,56,67
6081,6081,59,76,72,85,50
6082,6082,55,42,66,82,30
6083,6083,50,88,68,77,21
6084,6084,66,72,61,54,68
6085,6085,67,69,73,60,66
6086,6086,50,71,31,67,7
6087,6087,66,70,53,37,66
6088,6088,52,56,72,76,38
6089,6089,53,80,65,79,30
6090,6090,42,73,85,70,46
6091,6091,48,78,76,73,42
6092,6092,60,76,77,73,41
6093,6093,66,78,72,75,44
6094,6094,52,76,74,73,52
6095,6095,57,53,71,75,36
6096,6096,71,63,79,73,68
6097,6097,47,65,67,53,43
6098,6098,63,62,76,69,64
6099,6099,48,61,34,62,14
6100,6100,75,81,74,67,72
6101,6101,78,68,69,66,67
6102,6102,53,65,53,88,46
6103,6103,64,52,47,61,63
6104,6104,63,71,83,67,67
6105,6105,65,71,75,46,64
6106,6106,46,72,72,80,31
6107,6107,69,76,67,68,58
6108,6108,44,33,23,76,5
6109,6109,43,78,69,83,21
6110,6110,67,61,79,87,55
6111,6111,71,71,61,56,70
6112,6112,33,77,80,70,26
6113,6113,50,55,37,67,12
6114,6114,37,55,71,72,35
6115,6115,53,76,58,80,33
6116,6116,76,91,76,74,77
6117,6117,69,86,74,64,63
6118,6118,65,75,90,57,68
6119,6119,63,68,65,59,58
6120,6120,62,65,73,58,58
6121,6121,63,74,77,73,28
6122,6122,58,63,70,57,30
6123,6123,67,52,68,69,60
6124,6124,48,86,69,76,32
6125,6125,76,76,58,72,65
6126,6126,39,58,79,66,35
6127,6127,72,81,77,61,58
6128,6128,73,76,73,65,59
6129,6129,71,76,71,71,66
6130,6130,50,75,73,83,30
6131,6131,71,85,87,35,50
6132,6132,63,69,61,73,52
6133,6133,64,54,68,63,62
6134,6134,48,51,32,77,12
6135,6135,79,37,72,73,75
6136,6136,60,79,73,70,54
6137,6137,58,91,76,68,57
6138,6138,73,71,69,75,69
6139,6139,70,77,78,71,64
6140,6140,62,58,78,66,56
6141,6141,59,63,75,70,52
6142,6142,72,69,75,62,67
6143,6143,68,84,75,54,60
6144,6144,55,74,76,64,49
6145,6145,35,58,70,64,29
6146,6146,64,78,70,53,58
6147,6147,74,64,63,66,68
6148,6148,51,64,68,69,35
6149,6149,61,83,52,84,40
6150,6150,75,65,73,91,63
6151,6151,77,74,67,60,69
6152,6152,48,59,63,86,29
6153,6153,36,80,76,75,22
6154,6154,34,54,76,90,56
6155,6155,61,72,69,67,50
6156,6156,73,59,69,61,68
6157,6157,64,78,85,92,53
6158,6158,74,66,74,76,57
6159,6159,64,37,70,38,65
6160,6160,44,58,63,76,21
6161,6161,74,70,75,60,62
6162,6162,49,60,38,74,13
6163,6163,55,89,71,74,27
6164,6164,72,80,67,73,66
6165,6165,67,76,84,71,61
6166,6166,49,78,40,72,9
6167,6167,63,59,74,57,60
6168,6168,78,65,78,68,60
6169,6169,78,73,59,74,61
6170,6170,61,72,62,68,66
6171,6171,41,86,81,81,27
6172,6172,69,70,78,73,70
6173,6173,54,72,66,68,39
6174,6174,66,77,73,72,28
6175,6175,63,68,65,51,64
6176,6176,50,64,50,55,52
6177,6177,72,73,67,76,52
6178,6178,62,68,70,48,43
6179,6179,54,56,57,68,43
6180,6180,67,59,70,36,67
6181,6181,50,72,70,65,30
6182,6182,44,54,33,80,13
6183,6183,70,48,60,64,72
6184,6184,65,74,67,77,43
6185,6185,58,51,92,75,72
6186,6186,49,34,68,81,47
6187,6187,52,75,67,74,43
6188,6188,65,81,67,71,62
6189,6189,60,45,79,63,55
6190,6190,72,69,73,78,65
6191,6191,49,81,75,75,27
6192,6192,73,60,70,73,61
6193,6193,68,74,74,72,65
6194,6194,69,63,78,57,65
6195,6195,71,78,70,59,63
6196,6196,58,82,57,84,41
6197,6197,74,61,75,66,55
6198,6198,52,37,78,37,38
6199,6199,48,56,33,69,6
6200,6200,45,67,70,76,26
6201,6201,72,74,54,74,69
6202,6202,55,72,83,72,61
6203,6203,68,72,78,58,65
6204,6204,73,57,66,59,70
6205,6205,51,58,25,73,13
6206,6206,61,68,81,56,57
6207,6207,47,60,39,67,17
6208,6208,46,78,90,75,36
6209,6209,58,70,70,65,52
6210,6210,64,71,57,64,58
6211,6211,69,80,60,44,69
6212,6212,58,62,29,68,14
6213,6213,75,44,70,65,76
6214,6214,67,83,58,56,69
6215,6215,46,57,30,57,14
6216,6216,70,62,59,59,64
6217,6217,50,55,35,60,12
6218,6218,36,82,67,87,17
6219,6219,76,76,69,71,63
6220,6220,47,59,21,51,6
6221,6221,65,87,91,74,65
6222,6222,74,54,83,70,69
6223,6223,76,67,82,75,71
6224,6224,47,67,68,83,35
6225,6225,73,59,68,75,61
6226,6226,66,66,88,59,53
6227,6227,50,68,44,74,13
6228,6228,61,69,82,59,49
6229,6229,47,68,39,79,14
6230,6230,76,64,61,85,65
6231,6231,58,71,70,81,28
6232,6232,54,68,71,63,40
6233,6233,66,55,71,47,67
6234,6234,56,67,68,66,35
6235,6235,70,64,68,75,64
6236,6236,63,56,73,66,64
6237,6237,36,76,92,35,39
6238,6238,74,68,71,75,58
6239,6239,73,58,70,62,69
6240,6240,64,68,73,64,35
6241,6241,57,71,63,48,52
6242,6242,73,73,47,61,65
6243,6243,45,80,81,74,36
6244,6244,65,76,77,61,62
6245,6245,61,72,57,91,23
6246,6246,67,59,70,61,61
6247,6247,51,49,70,72,46
6248,6248,85,80,71,78,70
6249,6249,52,71,60,72,25
6250,6250,39,65,74,68,34
6251,6251,35,66,63,63,16
6252,6252,43,77,59,77,42
6253,6253,64,65,76,69,55
6254,6254,58,57,69,55,57
6255,6255,46,56,28,56,20
6256,6256,62,75,69,72,48
6257,6257,70,64,70,49,68
6258,6258,45,51,62,54,41
6259,6259,59,71,53,71,44
6260,6260,67,68,91,72,62
6261,6261,49,81,76,78,43
6262,6262,41,82,69,77,21
6263,6263,33,83,62,80,20
6264,6264,71,71,80,60,49
6265,6265,74,75,73,56,70
6266,6266,69,76,79,70,65
6267,6267,48,68,63,65,23
6268,6268,79,72,78,69,60
6269,6269,68,54,66,61,62
6270,6270,64,47,67,60,55
6271,6271,75,43,87,74,68
6272,6272,50,54,25,61,18
6273,6273,75,89,73,90,62
6274,6274,74,46,67,57,66
6275,6275,65,67,82,73,60
6276,6276,52,69,78,75,49
6277,6277,44,56,70,58,33
6278,6278,52,79,82,81,57
6279,6279,52,60,28,71,9
6280,6280,54,68,40,61,17
6281,6281,47,65,37,59,5
6282,6282,46,83,63,68,30
6283,6283,61,76,84,59,44
6284,6284,53,59,40,65,13
6285,6285,40,68,69,80,29
6286,6286,66,69,62,62,55
6287,6287,40,90,81,78,17
6288,6288,73,70,76,68,69
6289,6289,72,49,66,75,66
6290,6290,65,50,69,51,70
6291,6291,69,71,69,78,61
6292,6292,69,72,80,70,66
6293,6293,75,44,69,63,71
6294,6294,59,66,62,79,45
6295,6295,45,75,71,80,29
6296,6296,63,71,72,71,70
6297,6297,44,51,45,76,11
6298,6298,71,55,46,93,55
6299,6299,64,66,70,76,54
6300,6300,62,63,77,68,66
6301,6301,74,73,69,78,66
6302,6302,66,89,69,79,40
6303,6303,77,56,73,65,65
6304,6304,39,72,61,79,35
6305,6305,75,60,66,93,56
6306,6306,57,61,68,74,32
6307,6307,40,76,54,83,23
6308,6308,60,76,54,76,48
6309,6309,68,65,72,71,61
6310,6310,47,75,35,65,16
6311,6311,66,40,83,66,73
6312,6312,53,50,24,62,13
6313,6313,75,62,65,77,61
6314,6314,63,74,69,82,50
6315,6315,54,73,73,68,55
6316,6316,78,63,69,72,70
6317,6317,79,68,62,69,64
6318,6318,62,84,73,71,36
6319,6319,73,64,57,83,59
6320,6320,73,63,68,64,67
6321,6321,58,66,78,72,34
6322,6322,73,71,77,84,57
6323,6323,67,66,72,75,62
6324,6324,67,58,73,64,68
6325,6325,75,52,79,77,72
6326,6326,62,68,75,61,61
6327,6327,68,77,76,84,61
6328,6328,38,71,64,78,26
6329,6329,69,33,85,56,72
6330,6330,80,80,84,79,68
6331,6331,54,71,73,75,34
6332,6332,81,74,70,76,70
6333,6333,48,46,31,64,19
6334,6334,67,57,62,65,42
6335,6335,46,66,67,80,34
6336,6336,65,71,77,63,68
6337,6337,70,63,68,65,69
6338,6338,53,68,58,88,44
6339,6339,47,50,74,73,36
6340,6340,62,72,86,74,64
6341,6341,64,77,86,48,60
6342,6342,65,73,69,66,60
6343,6343,68,80,87,65,58
6344,6344,48,60,27,70,6
6345,6345,48,71,60,82,18
6346,6346,47,67,32,55,13
6347,6347,81,71,60,74,65
6348,6348,59,71,60,78,44
6349,6349,82,68,58,54,78
6350,6350,58,78,59,66,64
6351,6351,52,67,44,70,14
6352,6352,53,32,17,67,6
6353,6353,78,72,82,67,70
6354,6354,59,87,78,71,49
6355,6355,40,71,62,80,25
6356,6356,31,70,62,89,28
6357,6357,69,69,72,69,66
6358,6358,47,85,63,80,33
6359,6359,76,85,85,80,68
6360,6360,69,68,79,62,72
6361,6361,79,69,92,82,72
6362,6362,47,70,63,87,25
6363,6363,35,55,39,41,22
6364,6364,51,32,86,63,69
6365,6365,67,69,71,62,68
6366,6366,69,82,71,78,63
6367,6367,63,72,74,66,65
6368,6368,64,62,78,78,53
6369,6369,62,66,31,76,21
6370,6370,47,67,80,71,36
6371,6371,77,69,59,86,67
6372,6372,67,77,66,77,56
6373,6373,44,42,62,85,33
6374,6374,54,70,69,79,48
6375,6375,41,66,46,85,25
6376,6376,75,71,80,56,69
6377,6377,59,45,68,42,58
6378,6378,72,68,68,72,66
6379,6379,64,48,74,37,55
6380,6380,66,79,77,67,63
6381,6381,73,59,68,57,59
6382,6382,68,79,75,72,72
6383,6383,45,60,35,68,14
6384,6384,70,71,74,65,64
6385,6385,55,76,74,90,24
6386,6386,68,73,75,72,54
6387,6387,71,64,70,70,59
6388,6388,73,72,76,76,71
6389,6389,51,75,26,72,11
6390,6390,65,66,78,78,61
6391,6391,50,44,71,77,29
6392,6392,46,58,22,61,14
6393,6393,60,62,80,57,63
6394,6394,54,54,77,72,55
6395,6395,50,40,32,51,9
6396,6396,51,52,33,38,12
6397,6397,48,53,28,66,19
6398,6398,65,67,54,62,62
6399,6399,44,65,27,67,14
6400,6400,64,66,66,66,59
6401,6401,68,68,71,72,33
6402,6402,78,63,63,67,64
6403,6403,67,46,65,68,63
6404,6404,42,85,76,82,13
6405,6405,44,82,83,64,30
6406,6406,48,69,30,60,19
6407,6407,52,39,41,55,32
6408,6408,60,47,59,61,59
6409,6409,70,70,76,60,68
6410,6410,65,69,59,81,36
6411,6411,66,51,87,66,73
6412,6412,65,71,49,74,40
6413,6413,68,66,83,76,61
6414,6414,66,65,75,72,58
6415,6415,70,82,64,73,62
6416,6416,70,76,72,39,69
6417,6417,57,88,86,74,30
6418,6418,75,66,77,64,69
6419,6419,52,51,38,51,16
6420,6420,58,90,78,58,34
6421,6421,71,67,59,74,52
6422,6422,44,59,78,81,34
6423,6423,56,76,70,73,45
6424,6424,69,60,65,56,67
6425,6425,60,71,55,57,59
6426,6426,60,62,66,40,70
6427,6427,71,80,65,81,52
6428,6428,75,70,67,68,64
6429,6429,61,74,72,71,48
6430,6430,46,50,37,85,20
6431,6431,63,78,77,74,65
6432,6432,69,74,66,70,60
6433,6433,67,65,74,74,71
6434,6434,42,63,75,59,37
6435,6435,43,61,74,80,34
6436,6436,67,54,71,60,70
6437,6437,73,68,74,67,65
6438,6438,63,85,77,41,66
6439,6439,47,59,30,59,14
6440,6440,36,87,68,72,20
6441,6441,54,81,49,82,42
6442,6442,65,71,77,72,62
6443,6443,36,72,72,83,19
6444,6444,75,71,60,77,65
6445,6445,73,55,58,69,63
6446,6446,74,88,68,70,67
6447,6447,42,71,73,82,31
6448,6448,47,66,75,69,33
6449,6449,69,49,68,69,68
6450,6450,60,62,67,70,59
6451,6451,52,55,32,67,13
6452,6452,68,76,67,66,63
6453,6453,52,41,52,40,43
6454,6454,45,34,64,82,38
6455,6455,76,61,68,69,68
6456,6456,40,73,72,75,30
6457,6457,57,71,75,73,56
6458,6458,63,56,71,56,65
6459,6459,62,66,76,68,52
6460,6460,72,69,51,59,75
6461,6461,40,83,69,90,24
6462,6462,59,75,70,69,47
6463,6463,62,53,72,64,52
6464,6464,67,73,75,57,63
6465,6465,75,56,68,72,71
6466,6466,54,53,62,41,44
6467,6467,36,84,63,67,31
6468,6468,63,80,78,63,58
6469,6469,82,33,60,72,74
6470,6470,63,88,77,75,69
6471,6471,70,69,61,86,61
6472,6472,61,35,69,82,53
6473,6473,27,76,63,72,31
6474,6474,81,83,71,85,58
6475,6475,70,74,70,73,65
6476,6476,61,81,77,72,60
6477,6477,73,83,81,73,68
6478,6478,68,82,74,67,62
6479,6479,62,66,81,81,57
6480,6480,63,70,73,70,56
6481,6481,31,57,68,59,27
6482,6482,62,58,80,56,55
6483,6483,63,62,71,71,43
6484,6484,67,70,78,71,64
6485,6485,66,78,81,68,54
6486,6486,72,73,80,77,66
6487,6487,55,57,80,59,53
6488,6488,63,38,64,57,61
6489,6489,66,63,67,31,44
6490,6490,65,61,58,56,66
6491,6491,70,76,73,66,64
6492,6492,66,56,70,70,53
6493,6493,62,57,68,80,37
6494,6494,56,86,82,63,57
6495,6495,76,39,62,86,54
6496,6496,70,67,64,66,72
6497,6497,37,69,84,59,26
6498,6498,68,68,79,75,59
6499,6499,35,85,55,68,22
6500,6500,61,59,54,56,65
6501,6501,65,82,69,82,60
6502,6502,80,67,72,74,74
6503,6503,70,93,81,72,60
6504,6504,45,65,64,79,21
6505,6505,23,56,73,62,24
6506,6506,76,85,67,65,71
6507,6507,65,61,74,64,61
6508,6508,66,57,45,61,59
6509,6509,46,63,37,57,15
6510,6510,72,71,68,83,59
6511,6511,60,56,90,66,46
6512,6512,47,64,38,73,15
6513,6513,45,77,73,69,35
6514,6514,54,90,67,77,32
6515,6515,64,53,60,32,71
6516,6516,55,85,70,65,55
6517,6517,59,59,71,40,63
6518,6518,65,59,71,61,53
6519,6519,75,44,68,72,74
6520,6520,51,46,64,54,43
6521,6521,66,39,86,68,62
6522,6522,55,33,37,35,45
6523,6523,70,59,68,69,67
6524,6524,71,58,64,69,67
6525,6525,48,71,74,77,35
6526,6526,53,71,79,64,46
6527,6527,44,66,32,78,18
6528,6528,37,56,65,58,28
6529,6529,53,72,70,70,34
6530,6530,72,76,73,72,71
6531,6531,53,57,67,62,40
6532,6532,68,74,68,72,63
6533,6533,62,48,41,68,68
6534,6534,34,31,70,64,23
6535,6535,67,60,60,58,65
6536,6536,55,75,70,69,41
6537,6537,61,60,62,54,51
6538,6538,64,80,72,76,43
6539,6539,44,59,66,71,42
6540,6540,60,69,76,59,38
6541,6541,74,57,70,55,65
6542,6542,81,51,62,72,70
6543,6543,82,54,81,66,75
6544,6544,71,81,60,57,68
6545,6545,55,78,55,62,59
6546,6546,73,78,83,79,63
6547,6547,42,76,64,79,42
6548,6548,63,62,55,36,61
6549,6549,49,70,24,67,18
6550,6550,39,77,54,77,19
6551,6551,55,77,71,82,30
6552,6552,71,38,66,76,63
6553,6553,48,68,27,61,12
6554,6554,65,56,67,32,62
6555,6555,27,70,63,60,36
6556,6556,69,69,69,68,63
6557,6557,50,76,81,70,47
6558,6558,75,63,66,71,70
6559,6559,62,58,76,66,52
6560,6560,69,55,67,65,65
6561,6561,72,66,72,70,62
6562,6562,60,61,67,73,59
6563,6563,73,71,62,59,70
6564,6564,51,59,79,66,61
6565,6565,74,53,58,83,72
6566,6566,73,70,69,70,63
6567,6567,27,80,74,82,36
6568,6568,56,73,70,63,56
6569,6569,68,72,69,83,63
6570,6570,75,36,72,70,58
6571,6571,59,70,71,59,39
6572,6572,68,86,65,74,60
6573,6573,68,59,78,72,62
6574,6574,74,60,50,57,62
6575,6575,64,70,57,77,43
6576,6576,77,85,63,78,50
6577,6577,70,76,62,72,60
6578,6578,58,80,63,51,60
6579,6579,68,58,71,39,49
6580,6580,75,53,61,76,68
6581,6581,47,70,35,72,14
6582,6582,53,62,25,70,13
6583,6583,36,81,74,74,36
6584,6584,65,37,68,40,59
6585,6585,59,74,72,67,54
6586,6586,59,67,73,54,42
6587,6587,68,63,80,70,59
6588,6588,67,64,65,34,59
6589,6589,68,61,77,56,60
6590,6590,51,64,75,68,53
6591,6591,46,69,78,72,36
6592,6592,46,71,67,64,32
6593,6593,58,90,66,78,37
6594,6594,49,61,73,79,33
6595,6595,66,55,66,61,69
6596,6596,71,65,74,65,68
6597,6597,69,75,72,66,59
6598,6598,49,81,35,65,18
6599,6599,41,74,68,84,25
6600,6600,61,61,69,65,59
6601,6601,75,69,70,71,67
6602,6602,49,90,75,59,46
6603,6603,59,68,72,66,52
6604,6604,49,85,70,75,42
6605,6605,59,69,69,68,55
6606,6606,81,82,78,71,72
6607,6607,71,58,74,36,68
6608,6608,70,49,74,71,65
6609,6609,37,82,60,84,22
6610,6610,65,41,52,44,66
6611,6611,21,82,75,77,17
6612,6612,68,78,63,73,46
6613,6613,72,78,76,77,38
6614,6614,62,92,66,89,64
6615,6615,60,33,60,91,46
6616,6616,52,71,62,70,34
6617,6617,44,64,51,64,43
6618,6618,54,67,48,87,34
6619,6619,68,83,76,74,63
6620,6620,71,66,77,78,68
6621,6621,50,66,70,70,40
6622,6622,47,69,31,53,16
6623,6623,56,56,61,56,53
6624,6624,70,55,86,64,67
6625,6625,68,65,77,79,59
6626,6626,70,49,64,53,58
6627,6627,69,68,63,80,57
6628,6628,77,70,75,69,60
6629,6629,64,66,50,47,62
6630,6630,77,91,68,68,71
6631,6631,66,81,62,85,47
6632,6632,47,66,44,62,18
6633,6633,69,75,56,79,58
6634,6634,49,57,73,77,43
6635,6635,69,59,73,58,69
6636,6636,59,53,68,42,55
6637,6637,76,74,73,57,72
6638,6638,71,71,89,72,65
6639,6639,48,65,36,61,18
6640,6640,76,66,61,67,69
6641,6641,58,64,68,63,52
6642,6642,68,64,60,66,67
6643,6643,58,64,64,70,60
6644,6644,65,56,78,61,68
6645,6645,59,58,33,73,45
6646,6646,68,71,69,86,59
6647,6647,64,60,68,63,52
6648,6648,44,56,33,57,16
6649,6649,69,67,73,76,65
6650,6650,47,56,31,60,5
6651,6651,47,61,66,84,27
6652,6652,65,67,74,76,40
6653,6653,51,73,90,86,41
6654,6654,53,68,72,78,51
6655,6655,72,63,64,65,61
6656,6656,51,60,39,69,5
6657,6657,64,47,56,43,56
6658,6658,56,65,69,60,60
6659,6659,71,61,45,75,59
6660,6660,80,84,61,69,66
6661,6661,69,69,69,56,65
6662,6662,76,71,58,61,64
6663,6663,36,77,62,76,27
6664,6664,39,77,73,67,30
6665,6665,58,75,62,59,52
6666,6666,62,48,69,39,65
6667,6667,64,56,76,65,58
6668,6668,69,66,67,65,61
6669,6669,58,64,85,73,52
6670,6670,58,82,71,78,32
6671,6671,74,71,82,80,68
6672,6672,23,91,71,75,24
6673,6673,48,57,30,68,9
6674,6674,68,85,72,53,67
6675,6675,49,78,22,45,8
6676,6676,80,63,73,68,66
6677,6677,60,59,75,65,58
6678,6678,77,71,73,84,67
6679,6679,68,69,61,45,67
6680,6680,67,79,66,79,43
6681,6681,46,73,73,81,48
6682,6682,76,63,62,75,68
6683,6683,69,73,75,61,49
6684,6684,50,83,38,63,50
6685,6685,68,71,73,63,68
6686,6686,50,66,73,69,45
6687,6687,74,70,69,79,58
6688,6688,72,62,76,74,67
6689,6689,36,72,55,79,16
6690,6690,71,68,71,76,64
6691,6691,53,65,36,67,20
6692,6692,51,71,66,91,24
6693,6693,41,77,83,68,40
6694,6694,71,69,61,76,58
6695,6695,65,62,67,56,62
6696,6696,65,70,56,70,69
6697,6697,69,79,82,53,52
6698,6698,71,58,69,61,67
6699,6699,73,62,67,64,66
6700,6700,60,67,67,36,63
6701,6701,62,52,64,50,65
6702,6702,64,69,64,59,62
6703,6703,63,77,74,65,61
6704,6704,68,74,79,83,62
6705,6705,68,90,72,75,34
6706,6706,59,55,61,67,38
6707,6707,56,68,73,76,53
6708,6708,39,64,70,70,36
6709,6709,51,64,67,51,35
6710,6710,67,66,63,77,52
6711,6711,62,70,70,66,52
6712,6712,78,79,73,68,71
6713,6713,71,63,68,66,70
6714,6714,68,69,62,58,67
6715,6715,73,84,72,62,65
6716,6716,73,80,70,76,61
6717,6717,70,74,84,82,61
6718,6718,32,82,78,84,21
6719,6719,59,67,74,67,52
6720,6720,62,30,47,33,59
6721,6721,63,65,69,67,48
6722,6722,68,53,32,66,66
6723,6723,45,60,74,56,37
6724,6724,47,78,73,81,29
6725,6725,58,80,83,63,58
6726,6726,75,56,65,73,66
6727,6727,72,67,57,56,66
6728,6728,62,71,86,74,60
6729,6729,56,69,85,74,44
6730,6730,47,65,44,66,15
6731,6731,70,80,70,75,59
6732,6732,70,68,57,63,66
6733,6733,67,71,55,63,63
6734,6734,33,52,35,90,11
6735,6735,58,78,75,65,40
6736,6736,67,68,76,71,58
6737,6737,55,51,37,64,16
6738,6738,63,73,56,78,60
6739,6739,60,71,50,82,34
6740,6740,73,61,58,91,61
6741,6741,61,75,78,54,66
6742,6742,65,77,55,54,62
6743,6743,51,54,27,67,15
6744,6744,51,77,22,69,20
6745,6745,75,27,28,84,76
6746,6746,69,44,62,55,60
6747,6747,35,68,70,77,24
6748,6748,70,67,70,62,71
6749,6749,49,71,42,66,11
6750,6750,56,81,82,46,28
6751,6751,63,57,89,83,47
6752,6752,79,65,80,80,71
6753,6753,47,77,51,77,34
6754,6754,73,75,67,87,62
6755,6755,68,72,67,78,63
6756,6756,34,74,74,70,25
6757,6757,62,56,87,68,60
6758,6758,35,79,75,70,20
6759,6759,63,64,54,84,50
6760,6760,67,77,34,81,40
6761,6761,66,74,67,51,65
6762,6762,52,66,80,63,33
6763,6763,62,55,79,54,61
6764,6764,65,70,77,58,56
6765,6765,76,65,74,70,74
6766,6766,57,68,66,69,55
6767,6767,65,78,78,72,66
6768,6768,45,55,40,65,14
6769,6769,72,70,66,39,68
6770,6770,69,71,59,59,68
6771,6771,65,74,65,70,60
6772,6772,75,72,74,76,65
6773,6773,53,60,43,68,18
6774,6774,65,71,72,75,43
6775,6775,66,71,77,68,60
6776,6776,65,41,52,62,67
6777,6777,70,66,73,70,72
6778,6778,74,42,75,54,58
6779,6779,35,69,70,58,27
6780,6780,61,65,75,73,63
6781,6781,57,63,69,60,43
6782,6782,63,64,80,67,57
6783,6783,60,65,84,78,51
6784,6784,51,67,64,82,33
6785,6785,44,70,63,73,28
6786,6786,73,89,62,43,74
6787,6787,68,74,76,72,65
6788,6788,49,77,68,73,32
6789,6789,56,76,79,66,56
6790,6790,57,80,72,77,26
6791,6791,49,85,90,52,53
6792,6792,71,51,70,58,68
6793,6793,71,77,78,68,68
6794,6794,56,50,52,51,57
6795,6795,63,55,71,72,58
6796,6796,54,77,72,82,27
6797,6797,49,52,30,52,15
6798,6798,48,65,43,68,14
6799,6799,53,66,68,67,58
6800,6800,56,71,68,82,30
6801,6801,70,33,62,80,56
6802,6802,56,67,82,56,49
6803,6803,37,71,74,72,40
6804,6804,45,72,66,81,30
6805,6805,66,57,71,63,70
6806,6806,56,53,23,62,8
6807,6807,69,72,62,56,70
6808,6808,40,68,60,90,30
6809,6809,60,69,64,64,42
6810,6810,33,65,84,76,30
6811,6811,48,37,42,58,7
6812,6812,61,69,81,77,51
6813,6813,64,71,72,68,54
6814,6814,71,62,67,78,36
6815,6815,58,81,84,71,30
6816,6816,75,55,61,61,63
6817,6817,68,73,71,65,68
6818,6818,69,66,69,56,62
6819,6819,63,76,90,82,57
6820,6820,61,64,72,69,71
6821,6821,52,65,25,61,9
6822,6822,39,79,67,74,21
6823,6823,59,31,52,36,57
6824,6824,65,61,72,71,60
6825,6825,63,62,69,65,65
6826,6826,40,72,77,65,32
6827,6827,59,67,72,65,52
6828,6828,49,62,35,48,5
6829,6829,62,58,88,71,56
6830,6830,53,70,68,71,24
6831,6831,41,63,66,70,22
6832,6832,63,83,75,68,53
6833,6833,79,72,90,67,72
6834,6834,66,70,88,72,47
6835,6835,71,67,81,59,68
6836,6836,75,33,62,58,74
6837,6837,74,51,57,68,72
6838,6838,73,64,65,42,72
6839,6839,61,60,66,59,55
6840,6840,53,75,34,75,16
6841,6841,45,66,28,55,7
6842,6842,48,62,70,89,35
6843,6843,66,73,69,81,28
6844,6844,68,73,66,72,57
6845,6845,68,43,69,73,69
6846,6846,32,63,60,73,49
6847,6847,51,66,65,70,40
6848,6848,57,57,70,51,48
6849,6849,61,72,73,61,52
6850,6850,74,82,66,63,71
6851,6851,32,69,70,75,34
6852,6852,53,71,30,63,14
6853,6853,51,71,73,66,37
6854,6854,66,72,71,68,58
6855,6855,69,63,75,54,66
6856,6856,72,69,63,74,59
6857,6857,42,83,73,66,26
6858,6858,75,67,63,67,72
6859,6859,56,69,76,76,54
6860,6860,50,30,19,63,7
6861,6861,38,65,65,72,25
6862,6862,68,76,63,68,63
6863,6863,64,69,78,78,50
6864,6864,67,70,76,78,61
6865,6865,64,63,68,61,58
6866,6866,74,61,72,83,68
6867,6867,70,70,72,88,52
