int_profile_id,int_player_id,str_preferred_foot,int_weak_foot,int_skill_moves,int_international_reputations,str_work_rate,str_body_type
6106,6106,Right,3,2,1,Medium/ Medium,Stocky (185+)
6107,6107,Left,3,3,1,Medium/ Low,Normal (170-185)
6108,6108,Right,2,1,1,Medium/ Medium,Normal (185+)
6109,6109,Right,2,2,1,Medium/ High,Normal (185+)
6110,6110,Right,4,3,1,Medium/ High,Normal (185+)
6111,6111,Right,3,3,1,High/ Medium,Lean (170-185)
6112,6112,Right,3,2,1,Medium/ Medium,Lean (170-185)
6113,6113,Right,2,1,1,Medium/ Medium,Normal (185+)
6114,6114,Right,4,2,1,Medium/ Medium,Normal (170-185)
6115,6115,Left,3,2,1,Low/ Medium,Lean (185+)
6116,6116,Right,3,3,1,High/ Medium,Lean (170-185)
6117,6117,Right,3,3,1,Medium/ High,Normal (170-185)
6118,6118,Left,4,4,1,High/ Medium,Normal (170-185)
6119,6119,Right,3,3,1,High/ Medium,Lean (170-185)
6120,6120,Right,2,3,2,Medium/ Medium,Lean (170-185)
6121,6121,Right,3,2,1,Low/ High,Normal (170-185)
6122,6122,Left,3,3,1,Medium/ Medium,Lean (170-185)
6123,6123,Right,4,3,1,High/ Medium,Normal (170-185)
6124,6124,Right,3,2,1,Medium/ High,Normal (185+)
6125,6125,Right,4,3,1,High/ Medium,Normal (170-185)
6126,6126,Right,3,2,1,High/ Medium,Normal (170-185)
6127,6127,Right,4,5,1,High/ Low,Normal (170-185)
6128,6128,Right,3,3,1,High/ Medium,Normal (170-185)
6129,6129,Left,2,3,1,High/ Low,Normal (170-185)
6130,6130,Right,2,2,1,Medium/ Medium,Lean (185+)
6131,6131,Left,3,2,1,High/ Medium,Normal (170-)
6132,6132,Right,3,2,1,High/ Medium,Normal (185+)
6133,6133,Right,3,4,1,Medium/ Medium,Lean (170-185)
6134,6134,Right,5,1,1,Medium/ Medium,Normal (185+)
6135,6135,Left,2,3,1,Medium/ Medium,Stocky (170-185)
6136,6136,Right,4,3,1,Medium/ High,Normal (170-185)
6137,6137,Right,5,3,1,High/ Medium,Normal (170-)
6138,6138,Left,3,3,1,High/ Medium,Normal (185+)
6139,6139,Left,3,3,1,Medium/ Medium,Lean (170-185)
6140,6140,Right,3,3,1,High/ Medium,Normal (170-185)
6141,6141,Right,3,3,1,High/ High,Normal (170-185)
6142,6142,Left,2,3,1,High/ High,Lean (170-)
6143,6143,Right,3,4,1,High/ Medium,Lean (170-185)
6144,6144,Left,2,3,1,High/ Medium,Normal (170-185)
6145,6145,Left,3,4,1,High/ Medium,Normal (170-185)
6146,6146,Left,3,2,1,Medium/ Medium,Lean (170-185)
6147,6147,Right,3,3,1,Medium/ Medium,Lean (185+)
6148,6148,Left,3,3,1,High/ Medium,Normal (185+)
6149,6149,Right,3,2,1,Medium/ High,Normal (185+)
6150,6150,Right,3,2,1,Medium/ Medium,Normal (185+)
6151,6151,Right,3,2,1,Medium/ High,Lean (170-185)
6152,6152,Right,2,2,1,Medium/ Medium,Lean (185+)
6153,6153,Right,3,2,1,Low/ High,Normal (170-185)
6154,6154,Right,2,2,1,Low/ Medium,Normal (185+)
6155,6155,Left,1,2,1,Medium/ Medium,Normal (170-185)
6156,6156,Right,3,3,1,High/ Medium,Normal (170-185)
6157,6157,Right,3,2,1,Medium/ High,Normal (185+)
6158,6158,Right,3,3,1,High/ Medium,Normal (170-185)
6159,6159,Right,3,3,1,High/ Medium,Lean (170-185)
6160,6160,Right,2,2,1,Medium/ Medium,Normal (170-185)
6161,6161,Right,4,3,1,Medium/ Medium,Lean (170-185)
6162,6162,Left,3,1,1,Medium/ Medium,Stocky (170-185)
6163,6163,Right,3,2,1,Medium/ Medium,Normal (170-185)
6164,6164,Right,3,3,1,High/ Low,Lean (170-185)
6165,6165,Right,3,2,1,Medium/ High,Normal (170-185)
6166,6166,Right,3,1,1,Medium/ Medium,Normal (185+)
6167,6167,Right,3,3,1,Medium/ High,Normal (170-185)
6168,6168,Right,4,3,1,High/ High,Normal (170-185)
6169,6169,Left,5,3,1,High/ Low,Normal (170-185)
6170,6170,Right,4,4,1,High/ Medium,Normal (170-185)
6171,6171,Right,3,2,1,Medium/ High,Normal (185+)
6172,6172,Right,3,2,1,High/ Medium,Normal (170-)
6173,6173,Left,2,2,1,Medium/ Medium,Normal (170-185)
6174,6174,Left,2,2,1,Medium/ High,Normal (185+)
6175,6175,Right,3,3,1,Medium/ Medium,Lean (170-185)
6176,6176,Right,3,3,1,Medium/ Medium,Normal (170-185)
6177,6177,Right,4,3,1,Medium/ Medium,Normal (185+)
6178,6178,Left,3,3,1,Low/ High,Normal (170-185)
6179,6179,Right,4,3,1,Medium/ Medium,Normal (170-185)
6180,6180,Left,3,3,1,Medium/ Low,Lean (170-185)
6181,6181,Right,2,2,1,Medium/ Medium,Normal (170-185)
6182,6182,Right,3,1,1,Medium/ Medium,Normal (185+)
6183,6183,Right,4,3,1,Medium/ Medium,Normal (170-185)
6184,6184,Right,4,3,1,High/ Medium,Stocky (170-185)
6185,6185,Right,3,3,1,Medium/ Medium,Lean (170-)
6186,6186,Right,3,2,1,Medium/ High,Lean (185+)
6187,6187,Left,3,2,1,Medium/ Medium,Normal (170-185)
6188,6188,Right,3,3,1,Medium/ Low,Normal (185+)
6189,6189,Right,3,3,1,High/ High,Normal (170-185)
6190,6190,Left,3,4,1,High/ Low,Normal (170-185)
6191,6191,Right,4,2,1,Medium/ Medium,Normal (185+)
6192,6192,Right,3,3,1,Medium/ Medium,Lean (185+)
6193,6193,Right,3,3,1,High/ High,Lean (170-185)
6194,6194,Left,3,2,1,High/ Medium,Lean (170-185)
6195,6195,Right,4,3,1,High/ Medium,Normal (170-185)
6196,6196,Right,2,2,1,Medium/ Medium,Stocky (185+)
6197,6197,Right,2,3,1,High/ Medium,Lean (170-185)
6198,6198,Right,3,4,1,High/ Medium,Lean (170-)
6199,6199,Right,3,1,1,Medium/ Medium,Normal (185+)
6200,6200,Left,2,2,1,Medium/ Medium,Lean (185+)
6201,6201,Left,3,3,1,High/ Medium,Normal (185+)
6202,6202,Right,3,2,1,Medium/ High,Normal (170-)
6203,6203,Right,3,3,1,Medium/ Medium,Lean (170-185)
6204,6204,Right,3,3,1,High/ Medium,Lean (170-185)
6205,6205,Right,3,1,1,Medium/ Medium,Normal (185+)
6206,6206,Right,2,2,1,High/ High,Lean (170-185)
6207,6207,Right,3,1,1,Medium/ Medium,Normal (185+)
6208,6208,Right,3,3,1,Low/ High,Normal (170-185)
6209,6209,Right,3,3,1,High/ Medium,Lean (170-185)
6210,6210,Right,4,4,1,High/ Medium,Normal (170-)
6211,6211,Right,2,4,1,Medium/ Medium,Lean (170-185)
6212,6212,Right,2,1,1,Medium/ Medium,Normal (185+)
6213,6213,Right,3,3,1,Medium/ Medium,Normal (170-185)
6214,6214,Left,3,4,1,Medium/ Medium,Normal (170-185)
6215,6215,Right,2,1,1,Medium/ Medium,Normal (185+)
6216,6216,Right,3,3,1,Medium/ Medium,Lean (170-185)
6217,6217,Right,2,1,1,Medium/ Medium,Normal (185+)
6218,6218,Right,4,2,1,Low/ High,Normal (185+)
6219,6219,Right,4,3,1,High/ Medium,Normal (185+)
6220,6220,Right,2,1,1,Medium/ Medium,Normal (170-185)
6221,6221,Right,4,3,1,Medium/ High,Normal (170-185)
6222,6222,Right,3,3,1,Medium/ High,Normal (170-185)
6223,6223,Left,3,3,1,High/ Medium,Normal (185+)
6224,6224,Right,2,2,1,Medium/ Medium,Lean (185+)
6225,6225,Left,4,2,2,Medium/ High,Normal (170-185)
6226,6226,Right,2,3,1,High/ High,Normal (170-185)
6227,6227,Right,3,1,1,Medium/ Medium,Normal (185+)
6228,6228,Right,3,2,1,Medium/ Medium,Lean (170-)
6229,6229,Right,2,1,1,Medium/ Medium,Normal (185+)
6230,6230,Left,2,3,1,High/ Low,Normal (185+)
6231,6231,Right,3,2,1,Medium/ Medium,Normal (185+)
6232,6232,Left,2,3,1,Medium/ Medium,Lean (170-185)
6233,6233,Right,3,3,1,Medium/ Medium,Normal (170-185)
6234,6234,Left,3,2,1,High/ Low,Lean (170-185)
6235,6235,Right,3,3,1,Medium/ Medium,Normal (170-185)
6236,6236,Right,4,3,1,High/ Medium,Lean (185+)
6237,6237,Left,2,2,1,High/ Medium,Normal (170-185)
6238,6238,Right,3,3,1,Medium/ Medium,Normal (185+)
6239,6239,Right,3,3,1,High/ Medium,Lean (185+)
6240,6240,Right,3,2,1,Medium/ High,Normal (185+)
6241,6241,Right,3,3,1,Medium/ Medium,Lean (170-185)
6242,6242,Right,4,3,1,Medium/ Medium,Normal (170-185)
6243,6243,Right,3,2,1,Medium/ High,Lean (170-185)
6244,6244,Right,3,3,1,Medium/ Low,Lean (170-185)
6245,6245,Right,2,2,1,Medium/ Medium,Normal (185+)
6246,6246,Right,5,3,1,Medium/ Low,Normal (170-185)
6247,6247,Right,3,3,1,Medium/ Medium,Lean (170-185)
6248,6248,Left,2,3,1,Medium/ High,Normal (170-185)
6249,6249,Left,3,2,1,Low/ High,Lean (185+)
6250,6250,Right,3,3,1,High/ High,Normal (170-185)
6251,6251,Right,3,2,1,Medium/ High,Normal (185+)
6252,6252,Right,3,2,1,Low/ Medium,Normal (185+)
6253,6253,Right,2,2,1,Medium/ Medium,Normal (170-185)
6254,6254,Left,3,4,1,Medium/ Medium,Lean (170-185)
6255,6255,Right,2,1,1,Medium/ Medium,Lean (185+)
6256,6256,Right,3,2,1,Medium/ High,Stocky (170-185)
6257,6257,Right,3,3,1,Medium/ Medium,Normal (170-)
6258,6258,Left,3,2,1,High/ Medium,Normal (170-185)
6259,6259,Right,3,2,1,Medium/ Medium,Normal (170-185)
6260,6260,Right,3,3,1,Medium/ High,Lean (170-185)
6261,6261,Right,3,2,1,Medium/ Medium,Normal (170-185)
6262,6262,Right,3,2,1,Low/ High,Normal (170-185)
6263,6263,Right,2,2,1,Low/ Medium,Normal (185+)
6264,6264,Right,2,2,1,Medium/ Medium,Lean (170-185)
6265,6265,Right,3,4,1,High/ Medium,Lean (170-185)
6266,6266,Right,3,3,1,Medium/ Medium,Normal (185+)
6267,6267,Right,3,2,1,Medium/ Medium,Lean (185+)
6268,6268,Right,3,3,1,Medium/ High,Normal (170-185)
6269,6269,Left,2,3,1,Medium/ High,Lean (170-185)
6270,6270,Right,4,3,1,Medium/ Low,Normal (170-185)
6271,6271,Right,4,3,1,High/ Medium,Stocky (170-185)
6272,6272,Right,3,1,1,Medium/ Medium,Normal (185+)
6273,6273,Right,3,2,1,High/ Low,Normal (185+)
6274,6274,Right,3,3,1,Medium/ Medium,Normal (170-185)
6275,6275,Right,4,3,1,Medium/ Medium,Normal (170-185)
6276,6276,Right,2,2,1,Low/ High,Normal (185+)
6277,6277,Left,3,2,1,Medium/ Medium,Normal (170-185)
6278,6278,Right,4,2,1,Medium/ High,Lean (170-185)
6279,6279,Left,2,1,1,Medium/ Medium,Normal (185+)
6280,6280,Left,2,1,1,Medium/ Medium,Normal (185+)
6281,6281,Left,2,1,1,Medium/ Medium,Normal (185+)
6282,6282,Right,3,2,1,Medium/ Medium,Normal (185+)
6283,6283,Right,3,3,1,High/ Medium,Lean (170-185)
6284,6284,Right,2,1,1,Medium/ Medium,Normal (185+)
6285,6285,Left,3,2,1,Medium/ High,Normal (185+)
6286,6286,Right,3,3,1,Medium/ Medium,Lean (170-185)
6287,6287,Right,3,2,1,Medium/ Medium,Normal (170-185)
6288,6288,Right,3,3,1,Medium/ Medium,Normal (170-185)
6289,6289,Right,3,3,2,Medium/ High,Normal (170-185)
6290,6290,Right,3,3,1,Medium/ Medium,Normal (170-)
6291,6291,Right,3,3,1,Medium/ Medium,Normal (185+)
6292,6292,Right,3,3,1,Medium/ Medium,Normal (170-185)
6293,6293,Right,3,2,1,Medium/ Medium,Normal (170-)
6294,6294,Right,3,2,1,Medium/ Medium,Normal (185+)
6295,6295,Right,3,2,1,Medium/ Medium,Normal (185+)
6296,6296,Left,2,3,1,High/ High,Normal (170-185)
6297,6297,Right,2,1,1,Medium/ Medium,Normal (185+)
6298,6298,Right,3,2,1,Medium/ Medium,Stocky (185+)
6299,6299,Right,3,2,1,Medium/ Medium,Lean (185+)
6300,6300,Right,3,2,1,Medium/ Medium,Lean (170-185)
6301,6301,Right,3,3,1,High/ Medium,Normal (185+)
6302,6302,Right,4,2,1,Medium/ Medium,Lean (185+)
6303,6303,Right,3,3,1,Medium/ Medium,Normal (170-185)
6304,6304,Right,3,2,1,Medium/ Medium,Normal (185+)
6305,6305,Left,3,2,1,Medium/ Medium,Normal (185+)
6306,6306,Right,3,2,1,Medium/ Medium,Lean (185+)
6307,6307,Left,2,2,1,Medium/ Medium,Normal (185+)
6308,6308,Right,3,2,1,Medium/ High,Normal (185+)
6309,6309,Right,3,3,1,High/ Medium,Normal (185+)
6310,6310,Right,2,1,1,Medium/ Medium,Normal (185+)
6311,6311,Right,4,3,1,High/ Medium,Normal (170-185)
6312,6312,Right,2,1,1,Medium/ Medium,Normal (185+)
6313,6313,Right,3,3,1,Low/ Medium,Normal (185+)
6314,6314,Right,2,2,1,Medium/ Medium,Normal (185+)
6315,6315,Left,2,2,1,High/ High,Normal (170-185)
6316,6316,Left,3,2,1,Medium/ Medium,Stocky (170-185)
6317,6317,Right,4,2,1,Medium/ Medium,Lean (170-185)
6318,6318,Right,3,3,1,Low/ High,Normal (170-185)
6319,6319,Right,3,3,1,Medium/ Medium,Normal (185+)
6320,6320,Right,4,3,1,Medium/ Medium,Normal (185+)
6321,6321,Right,3,2,1,Medium/ Medium,Lean (185+)
6322,6322,Right,3,3,1,Medium/ Medium,Lean (185+)
6323,6323,Left,4,2,1,Medium/ High,Normal (170-185)
6324,6324,Right,3,3,1,High/ Low,Normal (170-185)
6325,6325,Left,3,3,1,Medium/ Medium,Normal (170-185)
6326,6326,Left,3,3,1,High/ High,Normal (170-185)
6327,6327,Right,3,2,1,High/ Medium,Normal (185+)
6328,6328,Right,2,2,1,Medium/ High,Lean (185+)
6329,6329,Left,4,3,1,Medium/ Medium,Lean (170-185)
6330,6330,Right,3,3,1,High/ High,Normal (185+)
6331,6331,Right,3,2,1,High/ Medium,Normal (170-185)
6332,6332,Left,3,3,1,High/ Medium,Normal (170-185)
6333,6333,Right,3,1,1,Medium/ Medium,Normal (185+)
6334,6334,Right,3,2,1,Medium/ Medium,Lean (170-185)
6335,6335,Right,3,2,1,Medium/ Medium,Lean (185+)
6336,6336,Right,3,3,1,High/ Medium,Normal (170-185)
6337,6337,Right,4,3,1,High/ Medium,Lean (170-185)
6338,6338,Left,3,2,1,Medium/ Medium,Normal (185+)
6339,6339,Right,2,2,1,Low/ Medium,Normal (185+)
6340,6340,Right,3,3,1,High/ Medium,Normal (170-185)
6341,6341,Right,3,2,1,High/ High,Lean (170-185)
6342,6342,Right,3,3,1,High/ Medium,Normal (170-185)
6343,6343,Right,3,3,1,High/ Low,Lean (185+)
6344,6344,Right,3,1,1,Medium/ Medium,Normal (185+)
6345,6345,Right,2,2,1,Medium/ High,Normal (185+)
6346,6346,Right,2,1,1,Medium/ Medium,Normal (185+)
6347,6347,Left,2,2,2,Medium/ Medium,Normal (170-185)
6348,6348,Right,3,2,1,Medium/ Medium,Normal (185+)
6349,6349,Left,4,4,1,Medium/ Low,Normal (170-185)
6350,6350,Right,3,3,1,Medium/ Medium,Normal (170-185)
6351,6351,Left,3,1,1,Medium/ Medium,Lean (185+)
6352,6352,Right,3,1,1,Medium/ Medium,Normal (185+)
6353,6353,Right,3,3,1,Medium/ Medium,Stocky (170-)
6354,6354,Right,3,2,1,Medium/ Medium,Normal (170-185)
6355,6355,Right,3,2,1,Medium/ Medium,Stocky (170-185)
6356,6356,Right,3,2,1,Medium/ Medium,Normal (185+)
6357,6357,Right,4,3,1,Medium/ Medium,Normal (170-185)
6358,6358,Right,3,2,1,Low/ Medium,Lean (170-185)
6359,6359,Right,3,2,1,Medium/ Medium,Normal (170-185)
6360,6360,Right,3,3,1,Medium/ Low,Lean (170-185)
6361,6361,Left,5,2,1,High/ High,Stocky (170-185)
6362,6362,Left,3,2,1,Low/ High,Lean (185+)
6363,6363,Right,2,1,1,Medium/ Medium,Normal (185+)
6364,6364,Right,2,3,1,Medium/ Medium,Normal (170-185)
6365,6365,Left,4,3,1,Medium/ Medium,Normal (170-185)
6366,6366,Right,3,3,1,Medium/ Medium,Normal (170-185)
6367,6367,Left,3,3,1,High/ Medium,Lean (170-185)
6368,6368,Right,4,3,1,Medium/ Medium,Normal (185+)
6369,6369,Right,3,2,2,Medium/ High,Normal (185+)
6370,6370,Right,2,2,1,Medium/ Medium,Normal (170-185)
6371,6371,Right,4,2,1,Medium/ Low,Lean (185+)
6372,6372,Right,3,3,1,High/ Medium,Lean (185+)
6373,6373,Right,3,2,1,Low/ High,Normal (185+)
6374,6374,Right,3,2,1,Medium/ High,Normal (185+)
6375,6375,Right,3,2,1,Medium/ Medium,Normal (185+)
6376,6376,Right,3,3,1,Medium/ Medium,Normal (170-)
6377,6377,Left,2,3,1,Medium/ Medium,Lean (170-185)
6378,6378,Right,4,3,1,Medium/ Medium,Normal (170-185)
6379,6379,Right,3,3,1,Medium/ Medium,Lean (170-185)
6380,6380,Right,3,3,1,High/ Medium,Normal (170-185)
6381,6381,Right,3,2,1,Medium/ Medium,Normal (170-185)
6382,6382,Right,3,3,1,Medium/ Medium,Lean (170-185)
6383,6383,Right,3,1,1,Medium/ Medium,Normal (185+)
6384,6384,Left,3,2,1,Medium/ Medium,Normal (170-185)
6385,6385,Left,3,2,1,Medium/ Medium,Normal (185+)
6386,6386,Right,3,3,1,Medium/ Medium,Normal (170-185)
6387,6387,Right,3,3,1,High/ High,Normal (170-185)
6388,6388,Left,3,3,1,High/ Medium,Lean (185+)
6389,6389,Right,3,1,1,Medium/ Medium,Normal (170-185)
6390,6390,Right,4,3,1,High/ High,Normal (185+)
6391,6391,Right,3,2,1,Low/ High,Normal (185+)
6392,6392,Right,2,1,1,Medium/ Medium,Normal (185+)
6393,6393,Right,3,2,1,High/ Medium,Normal (170-185)
6394,6394,Right,2,2,1,Low/ High,Stocky (170-185)
6395,6395,Left,3,1,1,Medium/ Medium,Normal (185+)
6396,6396,Right,3,1,1,Medium/ Medium,Normal (170-185)
6397,6397,Right,2,1,1,Medium/ Medium,Normal (185+)
6398,6398,Left,3,3,1,Medium/ Low,Normal (170-185)
6399,6399,Right,2,1,1,Medium/ Medium,Normal (185+)
6400,6400,Right,3,3,1,Medium/ Medium,Normal (170-185)
6401,6401,Right,4,3,1,Medium/ Medium,Lean (185+)
6402,6402,Right,4,3,1,High/ Medium,Normal (170-185)
6403,6403,Right,4,4,1,Medium/ Low,Normal (170-)
6404,6404,Left,3,2,1,High/ High,Normal (170-185)
6405,6405,Left,3,2,1,Medium/ Medium,Lean (170-185)
6406,6406,Right,3,1,1,Medium/ Medium,Normal (185+)
6407,6407,Right,4,4,1,Medium/ Medium,Lean (170-185)
6408,6408,Right,3,3,1,Medium/ Medium,Normal (170-185)
6409,6409,Left,3,3,1,Medium/ Medium,Normal (170-185)
6410,6410,Right,2,3,1,Medium/ High,Normal (185+)
6411,6411,Right,4,3,1,High/ Medium,Lean (170-185)
6412,6412,Right,4,2,1,Medium/ Medium,Lean (185+)
6413,6413,Right,3,3,1,High/ High,Normal (185+)
6414,6414,Left,3,3,1,Medium/ Medium,Lean (170-)
6415,6415,Right,3,2,2,Medium/ Medium,Normal (170-185)
6416,6416,Right,5,3,1,Medium/ Medium,Normal (170-)
6417,6417,Right,3,2,1,Medium/ High,Lean (170-185)
6418,6418,Left,4,4,1,Medium/ Medium,Normal (170-185)
6419,6419,Right,3,1,1,Medium/ Medium,Lean (185+)
6420,6420,Left,3,3,1,Medium/ Medium,Normal (170-185)
6421,6421,Right,3,2,1,Medium/ Medium,Lean (185+)
6422,6422,Right,3,3,1,Medium/ Medium,Lean (170-185)
6423,6423,Right,3,2,1,Medium/ Medium,Normal (185+)
6424,6424,Right,3,3,1,High/ Medium,Normal (170-185)
6425,6425,Right,4,2,1,High/ Low,Normal (170-185)
6426,6426,Left,2,3,1,Medium/ Medium,Normal (170-185)
6427,6427,Right,4,3,1,High/ Medium,Normal (170-185)
6428,6428,Right,3,3,1,Medium/ Low,Normal (170-185)
6429,6429,Right,3,3,1,Medium/ Medium,Normal (170-185)
6430,6430,Right,2,1,1,Medium/ Medium,Normal (185+)
6431,6431,Right,3,2,1,Medium/ High,Normal (170-185)
6432,6432,Right,3,3,1,Medium/ Medium,Normal (170-185)
6433,6433,Right,3,2,1,High/ Medium,Normal (185+)
6434,6434,Right,3,3,1,Medium/ Medium,Normal (170-185)
6435,6435,Right,3,2,1,Medium/ Medium,Normal (185+)
6436,6436,Right,3,2,1,High/ Medium,Normal (170-185)
6437,6437,Left,2,2,1,High/ Medium,Lean (170-185)
6438,6438,Left,3,3,1,Medium/ Medium,Normal (170-)
6439,6439,Right,3,1,1,Medium/ Medium,Normal (185+)
6440,6440,Right,2,2,1,Medium/ High,Normal (185+)
6441,6441,Left,3,2,1,Medium/ High,Normal (185+)
6442,6442,Left,3,3,1,Medium/ Medium,Normal (170-185)
6443,6443,Right,3,2,1,Medium/ High,Normal (185+)
6444,6444,Right,3,2,1,Medium/ Low,Normal (185+)
6445,6445,Right,4,3,1,Medium/ High,Normal (170-185)
6446,6446,Left,4,3,1,Medium/ High,Lean (170-185)
6447,6447,Right,3,2,1,Medium/ High,Normal (185+)
6448,6448,Right,3,2,1,High/ High,Stocky (170-185)
6449,6449,Right,4,3,1,High/ Medium,Normal (170-)
6450,6450,Left,2,2,1,Medium/ Medium,Normal (170-185)
6451,6451,Right,3,1,1,Medium/ Medium,Normal (185+)
6452,6452,Right,4,2,1,High/ Low,Normal (170-185)
6453,6453,Left,3,3,1,High/ Medium,Lean (170-185)
6454,6454,Right,2,2,1,Low/ Medium,Lean (185+)
6455,6455,Right,3,4,1,Medium/ Medium,Normal (170-185)
6456,6456,Right,3,2,1,Medium/ High,Normal (170-185)
6457,6457,Left,2,2,1,High/ Medium,Lean (170-185)
6458,6458,Right,3,4,1,Medium/ Medium,Lean (170-185)
6459,6459,Right,3,3,1,Medium/ Medium,Normal (170-185)
6460,6460,Right,3,3,2,Medium/ Medium,Lean (170-185)
6461,6461,Left,3,2,1,Low/ High,Stocky (185+)
6462,6462,Right,3,3,1,Medium/ Medium,Normal (170-185)
6463,6463,Right,3,3,1,Medium/ Medium,Lean (170-185)
6464,6464,Left,3,3,1,High/ Medium,Normal (170-185)
6465,6465,Left,3,3,1,Medium/ Medium,Normal (170-185)
6466,6466,Left,2,3,1,Medium/ Medium,Lean (170-185)
6467,6467,Right,3,2,1,Medium/ Medium,Normal (170-185)
6468,6468,Right,4,3,1,High/ Medium,Normal (170-185)
6469,6469,Left,4,3,1,Medium/ Medium,Normal (170-185)
6470,6470,Right,3,2,1,Medium/ Medium,Normal (170-185)
6471,6471,Right,3,3,1,Medium/ Medium,Normal (185+)
6472,6472,Left,3,2,1,Medium/ Medium,Normal (185+)
6473,6473,Left,3,2,1,Medium/ High,Normal (185+)
6474,6474,Right,3,2,1,Medium/ Medium,Normal (185+)
6475,6475,Right,3,2,1,Medium/ Medium,Normal (170-185)
6476,6476,Right,3,2,1,Medium/ High,Normal (170-185)
6477,6477,Left,4,3,1,Medium/ High,Normal (185+)
6478,6478,Right,3,2,1,High/ Medium,Normal (185+)
6479,6479,Right,3,3,1,Medium/ High,Normal (170-185)
6480,6480,Right,3,2,1,High/ High,Lean (170-185)
6481,6481,Right,2,2,1,Medium/ Medium,Normal (170-185)
6482,6482,Right,3,2,1,Medium/ Medium,Lean (170-185)
6483,6483,Left,3,3,1,High/ High,Normal (170-185)
6484,6484,Right,3,3,1,Medium/ High,Normal (170-185)
6485,6485,Right,3,3,1,High/ High,Lean (185+)
6486,6486,Left,3,3,1,Medium/ Medium,Normal (185+)
6487,6487,Right,3,2,1,Medium/ High,Normal (170-185)
6488,6488,Right,4,3,1,Medium/ Medium,Lean (170-185)
6489,6489,Right,4,4,1,Medium/ Medium,Lean (170-)
6490,6490,Left,2,4,1,Medium/ Low,Lean (170-185)
6491,6491,Right,3,3,1,High/ Medium,Lean (170-185)
6492,6492,Right,2,2,1,High/ Medium,Lean (170-185)
6493,6493,Right,3,2,1,Medium/ High,Lean (185+)
6494,6494,Right,3,3,1,Medium/ Medium,Normal (170-)
6495,6495,Left,3,2,1,Medium/ Medium,Normal (185+)
6496,6496,Left,3,3,1,High/ Medium,Normal (170-185)
6497,6497,Right,3,3,1,High/ Medium,Lean (170-)
6498,6498,Right,3,3,1,Medium/ Medium,Normal (170-185)
6499,6499,Right,2,2,1,Medium/ Medium,Normal (170-185)
6500,6500,Right,3,3,1,Medium/ Medium,Normal (170-185)
6501,6501,Right,2,2,1,Medium/ Medium,Normal (185+)
6502,6502,Left,2,3,1,Medium/ Medium,Normal (170-185)
6503,6503,Right,3,3,1,High/ High,Stocky (170-185)
6504,6504,Right,3,2,1,Medium/ Medium,Lean (185+)
6505,6505,Right,4,2,1,High/ Medium,Normal (170-185)
6506,6506,Right,4,2,1,High/ Low,Normal (170-185)
6507,6507,Right,3,2,1,Medium/ Medium,Stocky (170-185)
6508,6508,Right,5,3,1,Medium/ Low,Lean (170-185)
6509,6509,Right,2,1,1,Medium/ Medium,Normal (185+)
6510,6510,Left,3,2,2,Medium/ Medium,Stocky (185+)
6511,6511,Left,3,2,1,Medium/ Medium,Lean (170-185)
6512,6512,Left,2,1,1,Medium/ Medium,Stocky (170-185)
6513,6513,Left,3,2,1,Medium/ Medium,Normal (170-185)
6514,6514,Right,2,2,1,Medium/ Medium,Lean (170-185)
6515,6515,Right,3,3,1,Medium/ Medium,Lean (185+)
6516,6516,Right,3,2,1,Low/ Medium,Normal (170-185)
6517,6517,Right,3,3,1,Medium/ Low,Lean (170-185)
6518,6518,Right,3,3,1,High/ Low,Normal (170-185)
6519,6519,Right,3,3,1,Medium/ Medium,Lean (185+)
6520,6520,Right,4,4,1,Medium/ Medium,Lean (170-185)
6521,6521,Right,3,3,1,High/ High,Normal (170-185)
6522,6522,Right,3,3,1,High/ Medium,Normal (170-)
6523,6523,Right,3,3,1,Medium/ Medium,Normal (170-185)
6524,6524,Right,4,3,1,Medium/ Medium,Stocky (170-185)
6525,6525,Right,2,3,1,Medium/ Medium,Normal (170-185)
6526,6526,Right,2,2,1,Medium/ Medium,Normal (170-185)
6527,6527,Right,2,1,1,Medium/ Medium,Lean (185+)
6528,6528,Right,2,2,1,Medium/ Medium,Lean (170-185)
6529,6529,Right,3,2,1,Medium/ High,Normal (185+)
6530,6530,Right,4,3,1,Low/ Medium,Normal (170-185)
6531,6531,Right,3,2,1,Medium/ High,Lean (170-185)
6532,6532,Left,4,4,1,Medium/ Medium,Normal (170-185)
6533,6533,Left,2,3,1,High/ Low,Lean (170-185)
6534,6534,Left,3,2,1,Medium/ Medium,Lean (185+)
6535,6535,Right,3,3,1,Medium/ Medium,Lean (170-185)
6536,6536,Right,2,3,1,High/ Medium,Normal (170-185)
6537,6537,Right,2,3,1,High/ Medium,Normal (170-185)
6538,6538,Right,2,2,1,Medium/ High,Lean (170-185)
6539,6539,Left,3,2,1,Medium/ Medium,Normal (170-185)
6540,6540,Left,3,2,1,High/ Medium,Normal (170-185)
6541,6541,Right,3,3,1,Medium/ Medium,Normal (170-185)
6542,6542,Left,4,3,1,High/ Medium,Normal (185+)
6543,6543,Right,3,3,1,Medium/ Medium,Normal (170-185)
6544,6544,Right,2,3,1,High/ Medium,Normal (170-185)
6545,6545,Right,4,3,1,Medium/ Low,Normal (170-185)
6546,6546,Left,3,3,1,High/ Low,Stocky (170-185)
