int_player_id,str_trait,int_trait_id
1589,Playmaker (AI),3250
1589,Outside Foot Shot,3251
1590,Long Throw-in,3252
1590,Early Crosser,3253
1591,Cautious With Crosses,3254
1593,Dives Into Tackles (AI),3255
1593,Leadership,3256
1593,Long Passer (AI),3257
1593,Team Player,3258
1594,Power Free-Kick,3259
1594,Long Shot Taker (AI),3260
1594,Speed Dribbler (AI),3261
1595,Flair,3262
1595,Long Shot Taker (AI),3263
1595,Playmaker (AI),3264
1595,Outside Foot Shot,3265
1595,Technical Dribbler (AI),3266
1596,Injury Prone,3267
1596,Power Header,3268
1597,Technical Dribbler (AI),3269
1598,Solid Player,3270
1598,Finesse Shot,3271
1598,Long Shot Taker (AI),3272
1598,Outside Foot Shot,3273
1599,Power Free-Kick,3274
1599,Injury Prone,3275
1599,Long Passer (AI),3276
1600,Technical Dribbler (AI),3277
1601,Speed Dribbler (AI),3278
1602,Early Crosser,3279
1603,Power Free-Kick,3280
1603,Solid Player,3281
1603,Early Crosser,3282
1604,Power Free-Kick,3283
1604,Injury Prone,3284
1604,Finesse Shot,3285
1604,Flair,3286
1604,Speed Dribbler (AI),3287
1604,Outside Foot Shot,3288
1606,Dives Into Tackles (AI),3289
1606,Long Passer (AI),3290
1607,Comes For Crosses,3291
1608,Finesse Shot,3292
1608,Speed Dribbler (AI),3293
1608,Technical Dribbler (AI),3294
1610,Finesse Shot,3295
1610,Power Header,3296
1610,Technical Dribbler (AI),3297
1611,Speed Dribbler (AI),3298
1612,Injury Prone,3299
1613,Outside Foot Shot,3300
1614,Leadership,3301
1614,Long Shot Taker (AI),3302
1614,Power Header,3303
1614,Giant Throw-in,3304
1614,Team Player,3305
1615,Early Crosser,3306
1616,Dives Into Tackles (AI),3307
1616,Team Player,3308
1617,Power Free-Kick,3309
1617,Solid Player,3310
1617,Playmaker (AI),3311
1618,Flair,3312
1618,Speed Dribbler (AI),3313
1619,Dives Into Tackles (AI),3314
1619,Leadership,3315
1619,Team Player,3316
1620,GK Long Throw,3317
1621,Rushes Out Of Goal,3318
1621,Cautious With Crosses,3319
1622,Power Free-Kick,3320
1623,Long Passer (AI),3321
1624,Long Passer (AI),3322
1624,Power Header,3323
1625,Leadership,3324
1627,Playmaker (AI),3325
1627,Outside Foot Shot,3326
1628,Comes For Crosses,3327
1629,Flair,3328
1629,Playmaker (AI),3329
1629,Outside Foot Shot,3330
1629,Chip Shot (AI),3331
1629,Technical Dribbler (AI),3332
1630,Injury Prone,3333
1630,Playmaker (AI),3334
1631,Flair,3335
1631,Speed Dribbler (AI),3336
1632,Chip Shot (AI),3337
1634,Power Free-Kick,3338
1634,Long Passer (AI),3339
1634,Long Shot Taker (AI),3340
1636,Rushes Out Of Goal,3341
1637,Solid Player,3342
1637,Flair,3343
1637,Long Shot Taker (AI),3344
1638,Long Shot Taker (AI),3345
1638,Playmaker (AI),3346
1638,Technical Dribbler (AI),3347
1639,Early Crosser,3348
1639,Long Passer (AI),3349
1640,Solid Player,3350
1641,Team Player,3351
1646,Playmaker (AI),3352
1646,Technical Dribbler (AI),3353
1647,Injury Prone,3354
1647,Playmaker (AI),3355
1648,Leadership,3356
1648,Power Header,3357
1650,Power Free-Kick,3358
1650,Power Header,3359
1651,Leadership,3360
1651,Long Passer (AI),3361
1651,Long Shot Taker (AI),3362
1651,Outside Foot Shot,3363
1652,Flair,3364
1652,Long Shot Taker (AI),3365
1652,Technical Dribbler (AI),3366
1654,Injury Prone,3367
1654,Chip Shot (AI),3368
1655,Early Crosser,3369
1655,Finesse Shot,3370
1655,Chip Shot (AI),3371
1656,Team Player,3372
1658,Long Passer (AI),3373
1658,Playmaker (AI),3374
1658,Technical Dribbler (AI),3375
1659,Dives Into Tackles (AI),3376
1659,Leadership,3377
1660,Finesse Shot,3378
1661,Power Header,3379
1663,Flair,3380
1663,Long Shot Taker (AI),3381
1663,Playmaker (AI),3382
1663,Outside Foot Shot,3383
1664,Speed Dribbler (AI),3384
1665,Dives Into Tackles (AI),3385
1666,Solid Player,3386
1666,Finesse Shot,3387
1666,Team Player,3388
1667,Team Player,3389
1668,Long Throw-in,3390
1670,Injury Prone,3391
1670,Dives Into Tackles (AI),3392
1671,Speed Dribbler (AI),3393
1672,Power Header,3394
1672,Team Player,3395
1673,GK Long Throw,3396
1674,Flair,3397
1674,Technical Dribbler (AI),3398
1675,Power Header,3399
1676,Speed Dribbler (AI),3400
1677,Dives Into Tackles (AI),3401
1677,Power Header,3402
1679,Injury Prone,3403
1679,Flair,3404
1679,Speed Dribbler (AI),3405
1680,Flair,3406
1680,Long Shot Taker (AI),3407
1680,Technical Dribbler (AI),3408
1681,Outside Foot Shot,3409
1682,Outside Foot Shot,3410
1682,Technical Dribbler (AI),3411
1683,Finesse Shot,3412
1683,Long Shot Taker (AI),3413
1683,Playmaker (AI),3414
1683,Chip Shot (AI),3415
1684,Playmaker (AI),3416
1684,Outside Foot Shot,3417
1684,Technical Dribbler (AI),3418
1686,Injury Prone,3419
1688,Flair,3420
1688,Playmaker (AI),3421
1688,Technical Dribbler (AI),3422
1689,Injury Prone,3423
1689,Playmaker (AI),3424
1689,Technical Dribbler (AI),3425
1690,Injury Prone,3426
1690,Team Player,3427
1691,Dives Into Tackles (AI),3428
1692,Long Shot Taker (AI),3429
1692,Speed Dribbler (AI),3430
1694,Injury Prone,3431
1694,Comes For Crosses,3432
1697,Finesse Shot,3433
1697,Flair,3434
1697,Chip Shot (AI),3435
1697,Technical Dribbler (AI),3436
1698,Speed Dribbler (AI),3437
1700,Finesse Shot,3438
1700,Flair,3439
1700,Outside Foot Shot,3440
1700,Technical Dribbler (AI),3441
1701,Technical Dribbler (AI),3442
1703,Leadership,3443
1703,Rushes Out Of Goal,3444
1703,Saves with Feet,3445
1704,Injury Prone,3446
1704,Long Passer (AI),3447
1704,Power Header,3448
1705,Technical Dribbler (AI),3449
1706,Cautious With Crosses,3450
1707,Long Shot Taker (AI),3451
1707,Speed Dribbler (AI),3452
1708,Long Throw-in,3453
1708,Injury Prone,3454
1708,Early Crosser,3455
1708,Speed Dribbler (AI),3456
1709,Injury Prone,3457
1709,Power Header,3458
1710,Dives Into Tackles (AI),3459
1710,Speed Dribbler (AI),3460
1710,Giant Throw-in,3461
1711,Injury Prone,3462
1711,Long Shot Taker (AI),3463
1711,Technical Dribbler (AI),3464
1712,Long Shot Taker (AI),3465
1713,Flair,3466
1714,Saves with Feet,3467
1715,Flair,3468
1716,Injury Prone,3469
1716,Long Shot Taker (AI),3470
1716,Playmaker (AI),3471
1718,Power Free-Kick,3472
1718,Long Shot Taker (AI),3473
1719,Finesse Shot,3474
1719,Flair,3475
1719,Long Shot Taker (AI),3476
1719,Playmaker (AI),3477
1719,Technical Dribbler (AI),3478
1720,Cautious With Crosses,3479
1721,Speed Dribbler (AI),3480
1722,Flair,3481
1722,Technical Dribbler (AI),3482
1724,Rushes Out Of Goal,3483
1724,Comes For Crosses,3484
1725,Long Shot Taker (AI),3485
1727,Comes For Crosses,3486
1728,Injury Prone,3487
1728,Flair,3488
1728,Long Shot Taker (AI),3489
1729,Technical Dribbler (AI),3490
1730,Speed Dribbler (AI),3491
1731,Solid Player,3492
1731,Leadership,3493
1731,Comes For Crosses,3494
1731,Saves with Feet,3495
1732,Leadership,3496
1732,Long Shot Taker (AI),3497
1733,Flair,3498
1733,Long Shot Taker (AI),3499
1733,Speed Dribbler (AI),3500
1733,Technical Dribbler (AI),3501
1734,Solid Player,3502
1734,Long Passer (AI),3503
1735,Team Player,3504
1736,Comes For Crosses,3505
1737,Finesse Shot,3506
1738,Early Crosser,3507
1738,Giant Throw-in,3508
1739,GK Long Throw,3509
1740,Team Player,3510
1741,Solid Player,3511
1741,Leadership,3512
1741,Early Crosser,3513
1741,Long Shot Taker (AI),3514
1741,Team Player,3515
1742,Solid Player,3516
1743,Speed Dribbler (AI),3517
1744,Rushes Out Of Goal,3518
1744,Cautious With Crosses,3519
1745,Long Throw-in,3520
1745,Team Player,3521
1746,Flair,3522
1746,Team Player,3523
1747,Dives Into Tackles (AI),3524
1747,Flair,3525
1747,Long Shot Taker (AI),3526
1747,Playmaker (AI),3527
1747,Outside Foot Shot,3528
1747,Technical Dribbler (AI),3529
1748,Long Shot Taker (AI),3530
1748,Playmaker (AI),3531
1748,Technical Dribbler (AI),3532
1749,Long Throw-in,3533
1749,Long Passer (AI),3534
1749,Long Shot Taker (AI),3535
1749,Team Player,3536
1751,Flair,3537
1751,Technical Dribbler (AI),3538
1752,Technical Dribbler (AI),3539
1753,Cautious With Crosses,3540
1754,Long Throw-in,3541
1754,Solid Player,3542
1754,Team Player,3543
1755,Dives Into Tackles (AI),3544
1755,Long Passer (AI),3545
1755,Team Player,3546
1756,Long Passer (AI),3547
1756,Outside Foot Shot,3548
1756,Team Player,3549
1757,Flair,3550
1757,Long Shot Taker (AI),3551
1758,Solid Player,3552
1758,Flair,3553
1758,Speed Dribbler (AI),3554
1758,Chip Shot (AI),3555
1760,Injury Prone,3556
1760,Flair,3557
1760,Long Shot Taker (AI),3558
1761,Power Header,3559
1762,Team Player,3560
1763,Solid Player,3561
1764,Cautious With Crosses,3562
1765,Long Passer (AI),3563
1766,Comes For Crosses,3564
1767,Long Shot Taker (AI),3565
1768,Injury Prone,3566
1768,Power Header,3567
1770,Flair,3568
1770,Technical Dribbler (AI),3569
1771,Dives Into Tackles (AI),3570
1771,Team Player,3571
1772,Power Header,3572
1773,Power Free-Kick,3573
1773,Power Header,3574
1774,Long Throw-in,3575
1774,Injury Prone,3576
1775,Technical Dribbler (AI),3577
1777,Leadership,3578
1777,Team Player,3579
1778,Finesse Shot,3580
1778,Flair,3581
1778,Long Shot Taker (AI),3582
1778,Technical Dribbler (AI),3583
1779,Long Shot Taker (AI),3584
1780,Technical Dribbler (AI),3585
1781,Playmaker (AI),3586
1781,Technical Dribbler (AI),3587
1783,Power Header,3588
1784,Finesse Shot,3589
1784,Power Header,3590
1784,Outside Foot Shot,3591
1785,Long Shot Taker (AI),3592
1787,Long Passer (AI),3593
1787,Power Header,3594
1788,Flair,3595
1788,Playmaker (AI),3596
1789,Long Shot Taker (AI),3597
1790,Speed Dribbler (AI),3598
1791,Dives Into Tackles (AI),3599
1793,Injury Prone,3600
1793,Dives Into Tackles (AI),3601
1793,Long Passer (AI),3602
1793,Long Shot Taker (AI),3603
1793,Power Header,3604
1794,Early Crosser,3605
1794,Team Player,3606
1795,Injury Prone,3607
1795,Playmaker (AI),3608
1795,Outside Foot Shot,3609
1795,Technical Dribbler (AI),3610
1796,Long Throw-in,3611
1797,Dives Into Tackles (AI),3612
1798,Early Crosser,3613
1798,Long Passer (AI),3614
1798,Playmaker (AI),3615
1798,Team Player,3616
1799,Finesse Shot,3617
1799,Flair,3618
1799,Chip Shot (AI),3619
1799,Technical Dribbler (AI),3620
1800,Long Shot Taker (AI),3621
1800,Outside Foot Shot,3622
1800,Chip Shot (AI),3623
1800,Technical Dribbler (AI),3624
1804,Saves with Feet,3625
1805,Technical Dribbler (AI),3626
1806,Injury Prone,3627
1806,Dives Into Tackles (AI),3628
1807,Team Player,3629
1808,Technical Dribbler (AI),3630
1809,Flair,3631
1809,Outside Foot Shot,3632
1809,Chip Shot (AI),3633
1810,Power Header,3634
1811,Early Crosser,3635
1811,Playmaker (AI),3636
1812,Long Shot Taker (AI),3637
1812,Speed Dribbler (AI),3638
1814,Leadership,3639
1814,Early Crosser,3640
1814,Long Shot Taker (AI),3641
1814,Speed Dribbler (AI),3642
1814,Team Player,3643
1815,Flair,3644
1815,Playmaker (AI),3645
1815,Chip Shot (AI),3646
1815,Technical Dribbler (AI),3647
1816,Early Crosser,3648
1817,Team Player,3649
1818,Long Shot Taker (AI),3650
1818,Speed Dribbler (AI),3651
1819,Long Passer (AI),3652
1822,Playmaker (AI),3653
1823,Speed Dribbler (AI),3654
1823,Technical Dribbler (AI),3655
1824,Solid Player,3656
1824,Leadership,3657
1824,Early Crosser,3658
1826,Giant Throw-in,3659
1827,Long Passer (AI),3660
1827,Long Shot Taker (AI),3661
1828,Power Free-Kick,3662
1828,Long Shot Taker (AI),3663
1829,Leadership,3664
1829,Power Header,3665
1830,Playmaker (AI),3666
1831,Comes For Crosses,3667
1832,Technical Dribbler (AI),3668
1833,Long Passer (AI),3669
1834,Solid Player,3670
1835,Injury Prone,3671
1835,Early Crosser,3672
1835,Technical Dribbler (AI),3673
1836,Flair,3674
1837,Technical Dribbler (AI),3675
1838,Injury Prone,3676
1838,Team Player,3677
1840,Finesse Shot,3678
1840,Flair,3679
1840,Playmaker (AI),3680
1843,Long Throw-in,3681
1843,Dives Into Tackles (AI),3682
1843,Team Player,3683
1844,Flair,3684
1844,Power Header,3685
1846,Long Throw-in,3686
1846,Long Passer (AI),3687
1846,Team Player,3688
1847,Speed Dribbler (AI),3689
1847,Technical Dribbler (AI),3690
1848,Dives Into Tackles (AI),3691
1848,Long Shot Taker (AI),3692
1850,Early Crosser,3693
1850,Long Shot Taker (AI),3694
1851,Solid Player,3695
1851,Leadership,3696
1851,Team Player,3697
1852,Speed Dribbler (AI),3698
1852,Technical Dribbler (AI),3699
1853,Speed Dribbler (AI),3700
1855,Flair,3701
1855,Speed Dribbler (AI),3702
1858,Speed Dribbler (AI),3703
1858,Chip Shot (AI),3704
1859,Dives Into Tackles (AI),3705
1860,Leadership,3706
1860,Finesse Shot,3707
1860,Team Player,3708
1860,Technical Dribbler (AI),3709
1861,Long Shot Taker (AI),3710
1862,Flair,3711
1862,Speed Dribbler (AI),3712
1862,Outside Foot Shot,3713
1863,Finesse Shot,3714
1863,Long Shot Taker (AI),3715
1863,Playmaker (AI),3716
1863,Technical Dribbler (AI),3717
1864,Rushes Out Of Goal,3718
1867,Finesse Shot,3719
1867,Flair,3720
1867,Long Shot Taker (AI),3721
1867,Technical Dribbler (AI),3722
1868,Flair,3723
1868,Power Header,3724
1869,Power Header,3725
1871,Power Header,3726
1872,Flair,3727
1872,Speed Dribbler (AI),3728
1873,GK Long Throw,3729
1873,Rushes Out Of Goal,3730
1873,Comes For Crosses,3731
1873,Saves with Feet,3732
1874,Finesse Shot,3733
1874,Speed Dribbler (AI),3734
1875,Early Crosser,3735
1877,Power Header,3736
1878,Flair,3737
1878,Speed Dribbler (AI),3738
1879,Solid Player,3739
1881,GK Long Throw,3740
1882,Rushes Out Of Goal,3741
1882,Comes For Crosses,3742
1882,Saves with Feet,3743
1884,Finesse Shot,3744
1884,Flair,3745
1884,Technical Dribbler (AI),3746
1885,Injury Prone,3747
1885,Speed Dribbler (AI),3748
1886,Long Passer (AI),3749
1886,Long Shot Taker (AI),3750
1886,Playmaker (AI),3751
1886,Outside Foot Shot,3752
1889,Long Shot Taker (AI),3753
1889,Team Player,3754
1890,Dives Into Tackles (AI),3755
1890,Long Passer (AI),3756
1891,Speed Dribbler (AI),3757
1892,Speed Dribbler (AI),3758
1893,Long Passer (AI),3759
1893,Power Header,3760
1894,Playmaker (AI),3761
1894,Team Player,3762
1894,Technical Dribbler (AI),3763
1895,Team Player,3764
1896,Flair,3765
1896,Technical Dribbler (AI),3766
1897,Long Shot Taker (AI),3767
1897,Speed Dribbler (AI),3768
1897,Playmaker (AI),3769
1897,Outside Foot Shot,3770
1897,Technical Dribbler (AI),3771
1899,Power Free-Kick,3772
1899,Long Shot Taker (AI),3773
1900,Long Throw-in,3774
1901,GK Long Throw,3775
1901,Rushes Out Of Goal,3776
1901,Comes For Crosses,3777
1902,Speed Dribbler (AI),3778
1903,Long Throw-in,3779
1903,Team Player,3780
1904,Power Free-Kick,3781
1904,Flair,3782
1904,Long Shot Taker (AI),3783
1905,Long Shot Taker (AI),3784
1905,Speed Dribbler (AI),3785
1905,Outside Foot Shot,3786
1906,Leadership,3787
1906,Long Passer (AI),3788
1906,Team Player,3789
1907,Injury Prone,3790
1907,Speed Dribbler (AI),3791
1907,Outside Foot Shot,3792
1908,Playmaker (AI),3793
1909,Dives Into Tackles (AI),3794
1909,Leadership,3795
1909,Long Passer (AI),3796
1910,Long Shot Taker (AI),3797
1911,Cautious With Crosses,3798
1912,Flair,3799
1912,Playmaker (AI),3800
1912,Technical Dribbler (AI),3801
1914,Power Header,3802
1915,Power Free-Kick,3803
1915,Long Shot Taker (AI),3804
1915,Playmaker (AI),3805
1915,Technical Dribbler (AI),3806
1916,Outside Foot Shot,3807
1917,Long Shot Taker (AI),3808
1917,Outside Foot Shot,3809
1917,Technical Dribbler (AI),3810
1918,Dives Into Tackles (AI),3811
1918,Long Passer (AI),3812
1919,Technical Dribbler (AI),3813
1920,Injury Prone,3814
1921,Leadership,3815
1921,Finesse Shot,3816
1921,Power Header,3817
1921,Team Player,3818
1922,Injury Prone,3819
1922,Dives Into Tackles (AI),3820
1922,Power Header,3821
1923,Speed Dribbler (AI),3822
1924,Solid Player,3823
1924,Long Passer (AI),3824
1925,Flair,3825
1925,Outside Foot Shot,3826
1926,Technical Dribbler (AI),3827
1927,Speed Dribbler (AI),3828
1928,Long Shot Taker (AI),3829
1928,Playmaker (AI),3830
1929,Playmaker (AI),3831
1929,Team Player,3832
1931,Speed Dribbler (AI),3833
1931,Outside Foot Shot,3834
1931,Technical Dribbler (AI),3835
1932,Long Passer (AI),3836
1933,Long Throw-in,3837
1933,Leadership,3838
1933,Speed Dribbler (AI),3839
1934,Power Header,3840
1937,Speed Dribbler (AI),3841
1939,Dives Into Tackles (AI),3842
1939,Early Crosser,3843
1940,Comes For Crosses,3844
1941,Comes For Crosses,3845
1941,Saves with Feet,3846
1943,Long Shot Taker (AI),3847
1944,Long Throw-in,3848
1944,Early Crosser,3849
1944,Long Passer (AI),3850
1945,Dives Into Tackles (AI),3851
1945,Long Passer (AI),3852
1945,Giant Throw-in,3853
1948,Finesse Shot,3854
1948,Speed Dribbler (AI),3855
1950,Finesse Shot,3856
1950,Long Shot Taker (AI),3857
1951,Speed Dribbler (AI),3858
1952,Comes For Crosses,3859
1953,Playmaker (AI),3860
1954,Dives Into Tackles (AI),3861
1954,Flair,3862
1954,Speed Dribbler (AI),3863
1954,Technical Dribbler (AI),3864
1955,Dives Into Tackles (AI),3865
1955,Speed Dribbler (AI),3866
1957,Power Header,3867
1958,Leadership,3868
1958,Long Passer (AI),3869
1958,Long Shot Taker (AI),3870
1958,Playmaker (AI),3871
1958,Outside Foot Shot,3872
1958,Team Player,3873
1959,Finesse Shot,3874
1959,Flair,3875
1959,Long Shot Taker (AI),3876
1960,Flair,3877
1960,Long Shot Taker (AI),3878
1960,Speed Dribbler (AI),3879
1961,Injury Prone,3880
1961,Flair,3881
1961,Technical Dribbler (AI),3882
1962,Long Throw-in,3883
1962,Dives Into Tackles (AI),3884
1962,Speed Dribbler (AI),3885
1963,Power Header,3886
1964,Long Shot Taker (AI),3887
1964,Speed Dribbler (AI),3888
1965,Power Header,3889
1966,Technical Dribbler (AI),3890
1967,Outside Foot Shot,3891
1968,Dives Into Tackles (AI),3892
1971,Playmaker (AI),3893
1972,Long Throw-in,3894
1972,Power Free-Kick,3895
1972,Long Shot Taker (AI),3896
1972,Speed Dribbler (AI),3897
1973,Speed Dribbler (AI),3898
1974,Technical Dribbler (AI),3899
1975,Leadership,3900
1975,Rushes Out Of Goal,3901
1975,Saves with Feet,3902
1976,Power Header,3903
1977,GK Long Throw,3904
1977,Cautious With Crosses,3905
1978,Early Crosser,3906
1978,Long Shot Taker (AI),3907
1979,Leadership,3908
1979,Power Header,3909
1980,Playmaker (AI),3910
1980,Outside Foot Shot,3911
1981,Solid Player,3912
1981,Comes For Crosses,3913
1982,Saves with Feet,3914
1983,Finesse Shot,3915
1983,Speed Dribbler (AI),3916
1984,Flair,3917
1985,Flair,3918
1985,Long Shot Taker (AI),3919
1985,Speed Dribbler (AI),3920
1985,Technical Dribbler (AI),3921
1986,Early Crosser,3922
1986,Flair,3923
1986,Long Passer (AI),3924
1986,Long Shot Taker (AI),3925
1986,Playmaker (AI),3926
1986,Outside Foot Shot,3927
1986,Technical Dribbler (AI),3928
1987,Injury Prone,3929
1987,Playmaker (AI),3930
1989,Flair,3931
1989,Speed Dribbler (AI),3932
1990,Long Throw-in,3933
1990,Early Crosser,3934
1991,Dives Into Tackles (AI),3935
1991,Leadership,3936
1991,Long Passer (AI),3937
1991,Power Header,3938
1992,Speed Dribbler (AI),3939
1993,Long Shot Taker (AI),3940
1994,Long Passer (AI),3941
1994,Power Header,3942
1995,Flair,3943
1995,Long Shot Taker (AI),3944
1995,Outside Foot Shot,3945
1997,Injury Prone,3946
1997,Leadership,3947
1997,Finesse Shot,3948
1998,Long Throw-in,3949
1998,Long Passer (AI),3950
1998,Speed Dribbler (AI),3951
1998,Power Header,3952
1999,Injury Prone,3953
2000,Long Shot Taker (AI),3954
2000,Technical Dribbler (AI),3955
2001,Speed Dribbler (AI),3956
2002,Long Passer (AI),3957
2002,GK Long Throw,3958
2003,Power Header,3959
2004,Leadership,3960
2004,Long Passer (AI),3961
2004,Team Player,3962
2005,Leadership,3963
2005,Long Shot Taker (AI),3964
2005,Outside Foot Shot,3965
2006,Rushes Out Of Goal,3966
2006,Saves with Feet,3967
2007,Power Free-Kick,3968
2007,Power Header,3969
2008,Flair,3970
2008,Long Shot Taker (AI),3971
2008,Playmaker (AI),3972
2008,Technical Dribbler (AI),3973
2009,Solid Player,3974
2009,Long Passer (AI),3975
2012,Dives Into Tackles (AI),3976
2012,Power Header,3977
2013,Speed Dribbler (AI),3978
2014,Long Shot Taker (AI),3979
2014,Outside Foot Shot,3980
2014,Technical Dribbler (AI),3981
2015,Long Throw-in,3982
2015,Leadership,3983
2015,Team Player,3984
2016,Dives Into Tackles (AI),3985
2017,Early Crosser,3986
2017,Long Shot Taker (AI),3987
2017,Outside Foot Shot,3988
2018,Flair,3989
2018,Speed Dribbler (AI),3990
2018,Technical Dribbler (AI),3991
2020,Flair,3992
2020,Speed Dribbler (AI),3993
2021,Long Passer (AI),3994
2021,Long Shot Taker (AI),3995
2021,Playmaker (AI),3996
2022,Flair,3997
2022,Long Shot Taker (AI),3998
2022,Outside Foot Shot,3999
2022,Technical Dribbler (AI),4000
2023,Leadership,4001
2023,Saves with Feet,4002
2024,Power Free-Kick,4003
2024,Flair,4004
2024,Long Shot Taker (AI),4005
2027,Technical Dribbler (AI),4006
2028,Flair,4007
2028,Speed Dribbler (AI),4008
2028,Technical Dribbler (AI),4009
2029,Long Shot Taker (AI),4010
2029,Technical Dribbler (AI),4011
2033,Solid Player,4012
2034,Leadership,4013
2034,Comes For Crosses,4014
2035,Long Passer (AI),4015
2036,Leadership,4016
2036,Team Player,4017
2036,Saves with Feet,4018
2037,Speed Dribbler (AI),4019
2038,Dives Into Tackles (AI),4020
2038,Leadership,4021
2038,Team Player,4022
2039,Speed Dribbler (AI),4023
2040,Early Crosser,4024
2040,Long Shot Taker (AI),4025
2040,Speed Dribbler (AI),4026
2041,Long Shot Taker (AI),4027
2041,Outside Foot Shot,4028
2042,Power Header,4029
2044,Long Shot Taker (AI),4030
2044,Power Header,4031
2046,Long Shot Taker (AI),4032
2046,Speed Dribbler (AI),4033
2047,Flair,4034
2047,Speed Dribbler (AI),4035
2048,Dives Into Tackles (AI),4036
2049,Dives Into Tackles (AI),4037
2049,Early Crosser,4038
2050,Technical Dribbler (AI),4039
2051,Team Player,4040
2055,Finesse Shot,4041
2055,Playmaker (AI),4042
2055,Technical Dribbler (AI),4043
2056,Power Free-Kick,4044
2056,Finesse Shot,4045
2056,Long Shot Taker (AI),4046
2056,Outside Foot Shot,4047
2057,Flair,4048
2057,Speed Dribbler (AI),4049
2058,Early Crosser,4050
2058,Team Player,4051
2059,Solid Player,4052
2059,Finesse Shot,4053
2060,Injury Prone,4054
2060,Finesse Shot,4055
2060,Power Header,4056
2060,Outside Foot Shot,4057
2061,Flair,4058
2061,Playmaker (AI),4059
2061,Team Player,4060
2061,Technical Dribbler (AI),4061
2062,Solid Player,4062
2063,GK Long Throw,4063
2063,Comes For Crosses,4064
2064,Power Free-Kick,4065
2064,Long Shot Taker (AI),4066
2065,Solid Player,4067
2065,Speed Dribbler (AI),4068
2066,Leadership,4069
2067,Injury Prone,4070
2067,Flair,4071
2067,Long Shot Taker (AI),4072
2067,Technical Dribbler (AI),4073
2068,GK Long Throw,4074
2068,Team Player,4075
2069,Flair,4076
2069,Long Shot Taker (AI),4077
2069,Playmaker (AI),4078
2070,Speed Dribbler (AI),4079
2070,Playmaker (AI),4080
2071,Long Shot Taker (AI),4081
2071,Technical Dribbler (AI),4082
2073,Finesse Shot,4083
2073,Flair,4084
2073,Chip Shot (AI),4085
2074,Long Shot Taker (AI),4086
2075,Solid Player,4087
2075,Long Passer (AI),4088
2076,Speed Dribbler (AI),4089
2077,Injury Prone,4090
2077,Leadership,4091
2078,Leadership,4092
2078,Long Passer (AI),4093
2078,Comes For Crosses,4094
2079,Leadership,4095
2079,Long Shot Taker (AI),4096
2079,Team Player,4097
2080,Flair,4098
2080,Long Shot Taker (AI),4099
2080,Outside Foot Shot,4100
2080,Technical Dribbler (AI),4101
2081,Technical Dribbler (AI),4102
2082,Long Shot Taker (AI),4103
2082,Playmaker (AI),4104
2083,Speed Dribbler (AI),4105
2085,Long Passer (AI),4106
2086,Dives Into Tackles (AI),4107
2086,Playmaker (AI),4108
2087,Injury Prone,4109
2087,Flair,4110
2087,Long Shot Taker (AI),4111
2087,Playmaker (AI),4112
2088,Flair,4113
2088,Speed Dribbler (AI),4114
2088,Outside Foot Shot,4115
2088,Technical Dribbler (AI),4116
2089,Playmaker (AI),4117
2090,Long Shot Taker (AI),4118
2090,Playmaker (AI),4119
2091,Injury Prone,4120
2092,Long Passer (AI),4121
2092,Long Shot Taker (AI),4122
2093,Speed Dribbler (AI),4123
2094,Injury Prone,4124
2095,Long Throw-in,4125
2096,Comes For Crosses,4126
2097,Leadership,4127
2098,Dives Into Tackles (AI),4128
2098,Long Passer (AI),4129
2099,Dives Into Tackles (AI),4130
2099,Power Header,4131
2100,Solid Player,4132
2102,Injury Prone,4133
2104,Long Shot Taker (AI),4134
2106,Solid Player,4135
2106,Playmaker (AI),4136
2107,Dives Into Tackles (AI),4137
2108,Long Shot Taker (AI),4138
2109,Finesse Shot,4139
2109,Outside Foot Shot,4140
2110,Solid Player,4141
2110,Team Player,4142
2111,Speed Dribbler (AI),4143
2112,Dives Into Tackles (AI),4144
2113,Flair,4145
2113,Long Shot Taker (AI),4146
2113,Playmaker (AI),4147
2113,Technical Dribbler (AI),4148
2114,Rushes Out Of Goal,4149
2115,Solid Player,4150
2116,Dives Into Tackles (AI),4151
2117,Flair,4152
2118,Dives Into Tackles (AI),4153
2119,Dives Into Tackles (AI),4154
2119,Power Header,4155
2121,Finesse Shot,4156
2121,Technical Dribbler (AI),4157
2122,Leadership,4158
2122,Team Player,4159
2123,Leadership,4160
2123,Rushes Out Of Goal,4161
2124,Saves with Feet,4162
2125,Injury Prone,4163
2126,Solid Player,4164
2126,Finesse Shot,4165
2126,Long Shot Taker (AI),4166
2126,Technical Dribbler (AI),4167
2127,Flair,4168
2129,Injury Prone,4169
2129,Flair,4170
2129,Long Shot Taker (AI),4171
2129,Playmaker (AI),4172
2129,Outside Foot Shot,4173
2129,Technical Dribbler (AI),4174
2130,Leadership,4175
2130,Team Player,4176
2132,GK Long Throw,4177
2132,Comes For Crosses,4178
2133,Comes For Crosses,4179
2134,Injury Prone,4180
2134,Power Header,4181
2135,Flair,4182
2135,Long Shot Taker (AI),4183
2135,Technical Dribbler (AI),4184
2136,Solid Player,4185
2136,Finesse Shot,4186
2136,Playmaker (AI),4187
2136,Technical Dribbler (AI),4188
2137,Power Free-Kick,4189
2138,Finesse Shot,4190
2138,Flair,4191
2138,Outside Foot Shot,4192
2139,Solid Player,4193
2140,Solid Player,4194
