int_attacking_id,int_player_id,int_crossing,int_finishing,int_heading_accuracy,int_short_passing,int_volleys
4954,4954,65,52,74,72,40
4955,4955,54,73,59,68,65
4956,4956,21,13,10,34,10
4957,4957,68,67,59,71,65
4958,4958,64,64,50,65,59
4959,4959,59,70,75,63,60
4960,4960,47,41,75,53,45
4961,4961,63,40,66,65,32
4962,4962,40,72,70,58,65
4963,4963,60,70,80,64,68
4964,4964,73,66,23,71,60
4965,4965,32,59,55,78,35
4966,4966,59,55,55,72,57
4967,4967,45,73,62,61,54
4968,4968,71,45,51,65,54
4969,4969,73,58,57,68,51
4970,4970,59,58,51,69,51
4971,4971,59,80,55,68,59
4972,4972,61,40,70,74,51
4973,4973,63,45,52,63,39
4974,4974,68,30,52,68,28
4975,4975,71,65,61,70,61
4976,4976,18,17,15,35,20
4977,4977,43,31,72,66,20
4978,4978,10,7,22,19,12
4979,4979,60,64,79,66,40
4980,4980,45,54,69,70,42
4981,4981,74,59,52,67,64
4982,4982,32,24,68,58,33
4983,4983,73,68,59,71,55
4984,4984,66,69,45,73,49
4985,4985,65,66,45,68,63
4986,4986,59,66,43,71,59
4987,4987,64,59,47,77,57
4988,4988,62,37,52,68,34
4989,4989,67,69,71,63,47
4990,4990,64,67,36,69,52
4991,4991,58,55,56,71,39
4992,4992,64,31,66,70,36
4993,4993,54,54,62,70,46
4994,4994,29,29,68,65,30
4995,4995,63,56,68,70,57
4996,4996,51,68,76,68,67
4997,4997,69,38,72,70,49
4998,4998,35,18,65,60,23
4999,4999,76,58,50,68,68
5000,5000,76,64,49,72,65
5001,5001,71,64,52,68,60
5002,5002,60,61,37,69,43
5003,5003,65,64,45,71,54
5004,5004,69,71,57,67,66
5005,5005,65,66,55,72,55
5006,5006,61,70,64,67,68
5007,5007,52,69,65,72,40
5008,5008,62,62,58,70,57
5009,5009,50,74,58,61,70
5010,5010,68,67,61,68,59
5011,5011,62,67,54,66,62
5012,5012,70,62,64,70,59
5013,5013,13,7,14,15,6
5014,5014,18,16,19,26,16
5015,5015,61,29,67,61,19
5016,5016,68,50,60,77,62
5017,5017,61,60,47,67,55
5018,5018,67,34,65,65,40
5019,5019,62,51,62,69,58
5020,5020,62,51,59,71,55
5021,5021,64,55,49,73,48
5022,5022,33,34,69,60,32
5023,5023,33,26,70,62,31
5024,5024,60,70,74,71,66
5025,5025,39,42,69,68,49
5026,5026,37,69,65,62,67
5027,5027,70,51,59,62,40
5028,5028,74,64,30,74,70
5029,5029,64,45,72,78,60
5030,5030,50,75,69,56,46
5031,5031,61,33,74,66,44
5032,5032,71,58,55,70,44
5033,5033,37,72,73,67,78
5034,5034,65,73,67,70,65
5035,5035,59,65,59,69,58
5036,5036,49,66,48,70,40
5037,5037,62,40,57,64,48
5038,5038,56,75,75,64,66
5039,5039,69,30,66,66,32
5040,5040,62,61,34,70,42
5041,5041,63,40,53,69,31
5042,5042,56,68,70,62,63
5043,5043,70,59,46,68,42
5044,5044,66,68,61,71,55
5045,5045,64,76,59,62,58
5046,5046,66,67,64,71,58
5047,5047,66,69,58,68,51
5048,5048,19,12,11,24,18
5049,5049,12,8,10,45,8
5050,5050,53,47,62,71,56
5051,5051,12,18,17,25,19
5052,5052,63,38,67,68,25
5053,5053,66,45,53,68,59
5054,5054,63,28,69,63,27
5055,5055,47,56,60,73,45
5056,5056,65,69,43,63,61
5057,5057,17,20,69,68,20
5058,5058,70,51,61,70,48
5059,5059,62,68,66,66,57
5060,5060,70,65,47,66,67
5061,5061,69,34,69,70,33
5062,5062,34,23,67,70,34
5063,5063,60,65,62,68,62
5064,5064,70,74,58,65,75
5065,5065,40,51,69,68,35
5066,5066,58,72,65,64,67
5067,5067,40,71,61,61,75
5068,5068,48,70,68,66,68
5069,5069,39,40,67,62,42
5070,5070,50,72,73,54,67
5071,5071,23,44,76,66,40
5072,5072,52,43,50,73,41
5073,5073,63,58,56,75,55
5074,5074,64,46,67,66,47
5075,5075,20,10,10,16,10
5076,5076,12,14,13,29,16
5077,5077,38,30,66,73,25
5078,5078,66,70,65,62,68
5079,5079,70,32,52,66,58
5080,5080,51,69,69,65,70
5081,5081,27,24,76,59,24
5082,5082,44,36,75,64,46
5083,5083,19,13,16,31,15
5084,5084,44,26,64,58,25
5085,5085,68,42,58,65,56
5086,5086,31,26,70,68,31
5087,5087,68,55,72,62,33
5088,5088,63,66,56,66,55
5089,5089,47,50,64,65,49
5090,5090,67,28,59,65,33
5091,5091,69,70,71,68,63
5092,5092,46,72,74,67,69
5093,5093,66,44,61,66,39
5094,5094,58,74,75,66,64
5095,5095,51,73,77,66,62
5096,5096,68,22,68,64,25
5097,5097,68,26,48,67,23
5098,5098,48,42,77,65,35
5099,5099,51,69,83,69,71
5100,5100,60,69,44,61,76
5101,5101,65,63,60,70,60
5102,5102,67,67,65,74,59
5103,5103,10,6,14,15,5
5104,5104,48,74,75,65,72
5105,5105,59,72,69,65,66
5106,5106,50,72,58,59,65
5107,5107,36,23,67,63,36
5108,5108,57,71,66,64,75
5109,5109,46,46,68,68,40
5110,5110,10,9,9,45,7
5111,5111,68,66,29,68,67
5112,5112,11,10,13,32,9
5113,5113,30,73,67,62,47
5114,5114,44,74,68,60,68
5115,5115,14,14,12,38,20
5116,5116,35,33,73,56,27
5117,5117,58,58,62,73,46
5118,5118,63,55,62,74,74
5119,5119,69,67,51,66,59
5120,5120,70,54,58,69,43
5121,5121,67,61,45,65,49
5122,5122,71,67,57,77,72
5123,5123,64,45,56,64,42
5124,5124,68,72,59,67,67
5125,5125,67,65,70,69,62
5126,5126,70,48,59,75,38
5127,5127,44,37,73,60,27
5128,5128,55,73,79,62,71
5129,5129,39,26,74,49,31
5130,5130,35,21,74,64,27
5131,5131,73,57,57,65,54
5132,5132,70,54,56,65,46
5133,5133,40,73,67,64,71
5134,5134,50,65,67,63,51
5135,5135,67,59,56,65,36
5136,5136,61,26,58,66,36
5137,5137,59,66,48,74,48
5138,5138,18,13,19,36,16
5139,5139,33,34,55,72,31
5140,5140,63,66,51,72,63
5141,5141,51,50,64,71,45
5142,5142,60,60,50,61,73
5143,5143,70,73,72,72,65
5144,5144,67,71,43,66,45
5145,5145,67,61,60,69,59
5146,5146,62,79,61,71,52
5147,5147,58,74,63,66,66
5148,5148,62,68,41,66,70
5149,5149,65,71,37,67,66
5150,5150,62,68,54,70,74
5151,5151,65,69,80,63,70
5152,5152,71,34,69,70,36
5153,5153,65,30,61,69,35
5154,5154,12,10,10,27,10
5155,5155,67,37,56,65,36
5156,5156,14,12,11,45,14
5157,5157,66,52,59,70,62
5158,5158,68,63,45,69,47
5159,5159,75,48,60,64,53
5160,5160,69,43,62,71,37
5161,5161,67,54,50,66,46
5162,5162,68,66,66,63,56
5163,5163,63,69,51,65,53
5164,5164,73,67,64,67,57
5165,5165,66,66,40,61,52
5166,5166,39,41,81,65,22
5167,5167,77,69,42,72,66
5168,5168,37,36,69,61,32
5169,5169,64,65,71,70,61
5170,5170,14,19,15,25,12
5171,5171,69,70,55,68,68
5172,5172,70,65,46,64,48
5173,5173,31,38,70,65,28
5174,5174,64,69,75,67,68
5175,5175,46,74,69,64,72
5176,5176,73,57,44,69,56
5177,5177,74,48,58,67,31
5178,5178,70,52,57,70,32
5179,5179,69,71,59,67,49
5180,5180,62,63,76,66,52
5181,5181,25,35,73,60,33
5182,5182,56,69,68,58,53
5183,5183,70,58,48,75,36
5184,5184,78,58,65,69,56
5185,5185,54,73,65,66,66
5186,5186,61,70,76,66,58
5187,5187,68,50,63,67,50
5188,5188,65,42,67,71,52
5189,5189,50,59,58,74,47
5190,5190,58,49,57,68,66
5191,5191,70,64,72,71,70
5192,5192,58,62,60,70,58
5193,5193,66,69,53,68,71
5194,5194,72,31,51,68,21
5195,5195,72,66,58,77,74
5196,5196,57,69,74,67,73
5197,5197,14,18,19,50,12
5198,5198,33,30,73,62,29
5199,5199,70,47,64,72,51
5200,5200,62,65,45,69,60
5201,5201,13,16,12,25,13
5202,5202,73,64,58,66,44
5203,5203,41,22,69,54,26
5204,5204,51,70,68,66,64
5205,5205,71,64,53,67,53
5206,5206,74,56,55,66,45
5207,5207,21,21,68,63,24
5208,5208,68,72,67,62,68
5209,5209,65,48,61,67,39
5210,5210,43,30,72,65,25
5211,5211,40,47,78,70,49
5212,5212,44,25,77,60,33
5213,5213,13,15,16,25,19
5214,5214,65,42,59,65,62
5215,5215,72,65,58,70,66
5216,5216,66,66,52,65,70
5217,5217,64,47,60,67,26
5218,5218,70,39,61,67,37
5219,5219,65,62,61,72,52
5220,5220,60,76,61,65,61
5221,5221,63,59,49,75,59
5222,5222,66,36,71,64,51
5223,5223,48,75,72,64,55
5224,5224,53,72,78,63,63
5225,5225,68,68,57,66,63
5226,5226,60,68,51,76,60
5227,5227,59,65,37,70,61
5228,5228,65,67,46,71,66
5229,5229,66,49,42,68,33
5230,5230,70,61,38,75,65
5231,5231,75,75,70,67,55
5232,5232,34,26,70,51,29
5233,5233,65,64,47,67,57
5234,5234,11,19,14,21,15
5235,5235,65,69,64,69,74
5236,5236,64,28,50,67,46
5237,5237,67,40,72,73,64
5238,5238,73,60,51,74,37
5239,5239,67,29,54,67,36
5240,5240,68,57,45,73,58
5241,5241,69,35,54,67,25
5242,5242,65,59,56,73,56
5243,5243,23,71,74,59,53
5244,5244,51,45,69,64,51
5245,5245,48,70,74,69,72
5246,5246,58,71,64,65,68
5247,5247,26,17,70,67,29
5248,5248,71,46,53,68,32
5249,5249,17,20,16,44,18
5250,5250,68,61,40,65,53
5251,5251,61,61,52,69,45
5252,5252,64,71,59,70,71
5253,5253,59,63,36,73,57
5254,5254,49,45,58,68,40
5255,5255,63,55,71,72,46
5256,5256,71,66,65,74,58
5257,5257,34,42,68,62,31
5258,5258,11,11,23,32,14
5259,5259,34,27,68,71,30
5260,5260,36,30,67,64,33
5261,5261,70,62,39,68,49
5262,5262,68,67,49,67,55
5263,5263,68,69,49,73,73
5264,5264,70,60,54,64,52
5265,5265,58,53,51,74,68
5266,5266,63,42,66,68,32
5267,5267,55,40,55,78,48
5268,5268,60,21,74,65,32
5269,5269,44,56,65,67,60
5270,5270,30,14,71,55,20
5271,5271,43,72,70,65,60
5272,5272,69,54,51,73,65
5273,5273,35,35,70,71,13
5274,5274,58,12,70,58,49
5275,5275,51,72,67,67,57
5276,5276,49,32,71,73,30
5277,5277,40,41,77,67,34
5278,5278,56,74,62,64,64
5279,5279,18,17,18,20,11
5280,5280,18,11,11,44,13
5281,5281,68,59,64,64,41
5282,5282,62,70,64,68,59
5283,5283,72,70,67,70,64
5284,5284,67,57,57,64,44
5285,5285,63,62,61,66,61
5286,5286,56,31,75,56,28
5287,5287,62,44,64,69,66
5288,5288,68,75,75,66,71
5289,5289,71,64,57,60,60
5290,5290,63,68,62,63,66
5291,5291,41,30,69,64,37
5292,5292,67,51,45,70,50
5293,5293,69,54,56,73,50
5294,5294,56,69,62,63,56
5295,5295,47,28,73,66,14
5296,5296,66,41,61,64,50
5297,5297,70,48,58,71,30
5298,5298,35,20,74,63,26
5299,5299,71,62,41,64,47
5300,5300,12,14,13,28,13
5301,5301,68,32,69,70,38
5302,5302,62,75,71,66,59
5303,5303,60,61,48,77,39
5304,5304,63,71,56,70,58
5305,5305,14,16,19,29,12
5306,5306,66,67,56,74,66
5307,5307,76,62,46,67,54
5308,5308,65,61,33,61,53
5309,5309,66,42,62,63,53
5310,5310,57,68,63,70,66
5311,5311,77,43,45,78,40
5312,5312,70,63,49,67,55
5313,5313,14,16,20,28,16
5314,5314,33,27,68,72,60
5315,5315,57,68,67,58,62
5316,5316,77,68,66,74,69
5317,5317,60,45,69,73,46
5318,5318,73,61,55,72,63
5319,5319,78,36,57,73,30
5320,5320,29,22,72,64,30
5321,5321,76,31,54,59,33
5322,5322,73,45,60,64,53
5323,5323,57,74,66,62,60
5324,5324,24,20,75,55,18
5325,5325,49,29,71,71,34
5326,5326,59,57,54,71,59
5327,5327,44,24,59,69,33
5328,5328,38,55,70,71,36
5329,5329,61,71,70,71,70
5330,5330,60,52,55,70,67
5331,5331,68,57,48,76,62
5332,5332,15,13,13,30,14
5333,5333,14,9,10,40,5
5334,5334,45,28,73,67,17
5335,5335,13,15,14,29,19
5336,5336,69,46,61,67,56
5337,5337,66,46,52,65,38
5338,5338,44,73,75,57,59
5339,5339,43,72,73,63,64
5340,5340,63,41,59,65,37
5341,5341,35,15,71,66,19
5342,5342,12,13,18,23,13
5343,5343,46,38,75,64,23
5344,5344,65,61,49,73,49
5345,5345,69,61,60,67,56
5346,5346,45,52,68,70,42
5347,5347,30,75,78,54,67
5348,5348,52,36,72,71,49
5349,5349,70,62,51,67,52
5350,5350,67,55,59,62,51
5351,5351,55,40,68,74,35
5352,5352,40,70,65,64,65
5353,5353,70,45,50,65,41
5354,5354,34,35,71,62,15
5355,5355,69,64,55,77,57
5356,5356,15,15,12,37,18
5357,5357,17,19,12,32,18
5358,5358,71,63,57,61,68
5359,5359,67,64,43,66,69
5360,5360,64,68,35,68,57
5361,5361,63,68,64,72,57
5362,5362,49,48,61,68,54
5363,5363,70,63,52,73,46
5364,5364,13,5,10,22,8
5365,5365,80,52,53,52,48
5366,5366,67,49,53,63,47
5367,5367,67,69,62,64,69
5368,5368,69,69,48,67,56
5369,5369,28,30,73,56,21
5370,5370,33,22,71,65,29
5371,5371,22,19,70,68,29
5372,5372,19,17,14,43,15
5373,5373,45,72,68,65,59
5374,5374,59,45,67,68,28
5375,5375,51,72,72,61,63
5376,5376,66,46,52,68,59
5377,5377,66,65,47,70,63
5378,5378,29,27,73,62,26
5379,5379,53,51,51,71,49
5380,5380,47,39,51,65,44
5381,5381,70,65,60,70,69
5382,5382,70,61,47,70,49
5383,5383,72,71,72,72,70
5384,5384,53,71,75,60,67
5385,5385,70,41,47,74,34
5386,5386,38,44,68,66,52
5387,5387,67,60,49,65,64
5388,5388,45,35,77,62,46
5389,5389,67,67,34,74,49
5390,5390,52,66,64,68,63
5391,5391,43,38,74,66,35
5392,5392,44,29,67,69,42
5393,5393,72,70,58,62,54
5394,5394,16,12,12,36,14
5395,5395,38,70,70,57,68
5396,5396,63,62,42,67,40
5397,5397,72,62,63,74,76
5398,5398,49,28,70,53,36
5399,5399,58,62,59,73,53
5400,5400,51,29,63,48,24
5401,5401,30,31,69,70,26
5402,5402,18,13,14,29,15
5403,5403,60,67,58,72,59
5404,5404,52,52,63,71,41
5405,5405,30,14,64,60,13
5406,5406,79,60,49,71,62
5407,5407,19,18,18,28,19
5408,5408,39,71,64,52,72
5409,5409,67,70,61,70,55
5410,5410,68,42,59,66,36
5411,5411,68,73,67,68,60
5412,5412,40,71,63,60,73
5413,5413,32,28,68,65,18
5414,5414,14,15,18,36,12
5415,5415,65,59,55,73,49
5416,5416,64,62,45,71,45
5417,5417,29,30,72,51,32
5418,5418,43,36,72,60,45
5419,5419,39,35,70,69,27
5420,5420,67,56,50,68,62
5421,5421,58,70,72,67,54
5422,5422,58,42,59,73,63
5423,5423,70,65,60,70,67
5424,5424,75,59,50,73,58
5425,5425,67,68,62,71,64
5426,5426,54,59,58,71,54
5427,5427,59,62,58,74,63
5428,5428,75,51,60,72,50
5429,5429,33,40,70,60,38
5430,5430,49,33,68,70,46
5431,5431,44,71,75,61,68
5432,5432,64,64,46,67,41
5433,5433,65,52,59,77,59
5434,5434,62,73,61,64,70
5435,5435,11,16,15,19,17
5436,5436,49,38,58,66,42
5437,5437,63,66,42,68,63
5438,5438,72,51,64,66,51
5439,5439,67,42,63,65,41
5440,5440,64,66,66,70,58
5441,5441,70,38,63,65,41
5442,5442,35,37,77,48,43
5443,5443,55,67,64,69,60
5444,5444,71,66,40,63,61
5445,5445,53,70,66,62,56
5446,5446,55,63,69,69,70
5447,5447,68,52,56,72,66
5448,5448,39,72,75,62,64
5449,5449,68,57,39,71,61
5450,5450,39,41,63,65,40
5451,5451,58,53,18,70,50
5452,5452,69,43,65,67,42
5453,5453,75,50,58,65,50
5454,5454,58,25,71,64,25
5455,5455,53,46,42,76,40
5456,5456,72,24,64,67,44
5457,5457,67,52,56,69,66
5458,5458,64,72,67,75,70
5459,5459,61,60,51,71,60
5460,5460,68,36,50,61,56
5461,5461,46,48,56,71,47
5462,5462,67,70,74,65,66
5463,5463,64,70,60,65,68
5464,5464,67,52,49,64,46
5465,5465,54,66,68,68,67
5466,5466,33,25,65,68,32
5467,5467,58,74,49,63,63
5468,5468,58,61,49,71,62
5469,5469,17,16,15,28,18
5470,5470,69,46,66,62,29
5471,5471,64,70,50,64,58
5472,5472,66,66,47,71,57
5473,5473,46,49,70,72,45
5474,5474,10,12,14,32,17
5475,5475,65,47,47,62,56
5476,5476,65,51,59,63,38
5477,5477,71,58,45,68,69
5478,5478,65,60,47,65,49
5479,5479,48,36,64,66,34
5480,5480,59,67,58,65,63
5481,5481,60,45,64,77,59
5482,5482,64,64,52,62,60
5483,5483,56,39,56,72,39
5484,5484,69,66,34,65,64
5485,5485,64,32,64,62,22
5486,5486,75,62,67,71,61
5487,5487,69,46,58,61,47
5488,5488,67,56,62,64,48
5489,5489,60,36,63,68,38
5490,5490,65,21,68,67,26
5491,5491,71,31,66,65,42
5492,5492,63,47,61,74,48
5493,5493,59,51,58,71,63
5494,5494,11,8,15,26,11
5495,5495,62,70,62,67,62
5496,5496,48,38,56,67,47
5497,5497,66,42,60,67,31
5498,5498,62,37,67,64,26
5499,5499,60,69,29,58,66
5500,5500,58,74,61,66,64
5501,5501,70,68,48,68,56
5502,5502,31,22,67,48,26
5503,5503,65,65,46,71,60
5504,5504,62,65,62,64,67
5505,5505,61,39,61,56,33
5506,5506,66,69,58,67,65
5507,5507,64,48,65,73,52
5508,5508,50,29,70,68,29
5509,5509,64,68,57,72,66
5510,5510,29,28,69,58,23
5511,5511,68,61,59,68,69
5512,5512,63,65,51,66,62
5513,5513,24,20,70,60,19
5514,5514,55,67,64,71,51
5515,5515,62,66,53,59,57
5516,5516,47,27,63,64,30
5517,5517,44,69,68,69,65
5518,5518,55,70,62,65,58
5519,5519,42,75,72,65,67
5520,5520,49,55,57,69,39
5521,5521,49,70,63,57,69
5522,5522,41,42,64,72,61
5523,5523,38,40,66,67,26
5524,5524,29,70,66,64,62
5525,5525,70,36,64,61,26
5526,5526,32,35,67,71,37
5527,5527,60,67,60,68,64
5528,5528,66,62,42,65,58
5529,5529,66,60,47,64,58
5530,5530,42,42,65,70,31
5531,5531,41,36,72,62,26
5532,5532,13,9,17,16,29
5533,5533,53,73,61,64,65
5534,5534,14,17,12,23,12
5535,5535,60,65,56,63,49
5536,5536,18,11,22,33,13
5537,5537,67,39,40,62,29
5538,5538,8,8,11,20,4
5539,5539,59,49,65,70,45
5540,5540,66,47,59,67,58
5541,5541,64,33,53,70,64
5542,5542,46,70,71,61,58
5543,5543,35,24,70,65,27
5544,5544,12,13,10,36,12
5545,5545,43,32,68,73,37
5546,5546,57,58,54,60,65
5547,5547,14,6,11,29,8
5548,5548,57,61,41,72,52
5549,5549,24,11,14,22,20
5550,5550,60,60,68,72,55
5551,5551,67,53,67,63,49
5552,5552,71,67,50,65,42
5553,5553,60,68,61,68,53
5554,5554,62,68,61,67,69
5555,5555,40,28,73,51,14
5556,5556,30,75,80,49,66
5557,5557,45,32,62,69,35
5558,5558,63,59,32,66,61
5559,5559,49,74,67,58,69
5560,5560,59,54,60,68,53
5561,5561,63,30,71,52,27
5562,5562,60,70,60,67,67
5563,5563,66,65,67,69,65
5564,5564,69,36,60,63,28
5565,5565,67,72,53,67,71
5566,5566,33,36,72,69,32
5567,5567,50,34,71,67,41
5568,5648,75,63,37,83,43
5569,5568,66,52,57,60,44
5570,5569,73,55,66,71,55
5571,5570,59,73,73,67,59
5572,5571,73,40,49,68,29
5573,5572,72,68,45,66,56
5574,5573,27,31,68,69,26
5575,5574,68,40,71,65,38
5576,5575,47,70,68,67,43
5577,5576,58,39,62,66,38
5578,5577,56,45,72,76,40
5579,5578,66,66,42,68,56
5580,5579,67,61,62,65,59
5581,5580,65,65,41,67,67
5582,5581,63,63,55,73,61
5583,5582,73,50,72,71,53
5584,5583,34,42,80,51,31
5585,5584,13,11,17,24,14
5586,5585,66,65,45,64,48
5587,5586,65,62,22,64,57
5588,5587,41,71,73,60,70
5589,5588,64,56,55,73,63
5590,5589,71,25,69,64,33
5591,5590,38,50,71,64,43
5592,5591,67,44,57,69,48
5593,5592,59,70,79,56,70
5594,5593,64,70,73,66,62
5595,5594,69,63,52,66,72
5596,5595,72,56,63,68,50
5597,5596,65,68,55,72,61
5598,5597,58,28,58,62,21
5599,5598,70,64,34,68,71
5600,5599,66,68,50,74,65
5601,5600,68,69,63,67,72
5602,5601,37,43,73,55,34
5603,5602,71,44,45,74,56
5604,5603,67,60,38,69,55
5605,5604,59,51,59,76,43
5606,5605,45,72,69,63,63
5607,5606,59,71,58,59,67
5608,5607,61,48,47,71,39
5609,5608,76,52,58,68,66
5610,5609,11,8,12,22,9
5611,5610,65,45,72,71,54
5612,5611,59,50,39,72,42
5613,5612,45,39,75,69,37
5614,5613,40,62,68,71,52
5615,5614,60,41,70,64,47
5616,5615,40,69,69,66,55
5617,5616,68,63,65,63,59
5618,5617,64,62,58,63,37
5619,5618,21,15,15,51,15
5620,5619,63,37,62,66,31
5621,5620,67,42,50,62,32
5622,5621,17,16,18,24,16
5623,5622,67,42,44,64,38
5624,5623,67,43,55,64,35
5625,5624,75,65,63,71,52
5626,5625,66,64,64,68,65
5627,5626,51,63,60,69,65
5628,5627,68,67,51,66,59
5629,5628,61,51,65,68,35
5630,5629,67,67,59,65,53
5631,5630,75,66,66,73,69
5632,5631,48,28,69,70,27
5633,5632,52,72,66,63,70
5634,5633,48,38,52,66,39
5635,5634,17,12,30,30,13
5636,5635,13,19,18,37,17
5637,5636,69,66,64,67,59
5638,5637,18,14,27,34,14
5639,5638,44,67,43,75,38
5640,5639,48,36,70,70,29
5641,5640,55,58,52,74,51
5642,5641,69,67,44,62,64
5643,5642,65,44,50,63,35
5644,5643,35,33,69,57,34
5645,5644,66,68,61,69,64
5646,5645,46,24,72,66,31
5647,5646,72,61,51,68,57
5648,5647,35,69,68,60,61
5649,5649,55,69,66,68,58
5650,5650,16,8,21,29,10
5651,5651,67,61,70,72,64
5652,5652,64,66,55,66,57
5653,5653,52,36,75,67,41
5654,5654,65,30,47,66,27
5655,5655,60,75,66,64,66
5656,5656,66,65,47,69,62
5657,5657,66,67,51,63,56
5658,5658,48,34,55,65,63
5659,5659,38,32,74,63,36
5660,5660,62,39,59,69,48
5661,5661,67,68,57,73,65
5662,5662,70,68,43,71,63
5663,5663,67,68,54,65,58
5664,5664,22,37,71,64,30
5665,5665,15,20,20,17,17
5666,5666,58,66,74,65,62
5667,5667,72,69,50,72,67
5668,5668,11,15,11,22,8
5669,5669,57,58,72,61,50
5670,5670,44,71,76,59,58
5671,5671,23,13,13,29,13
5672,5672,52,62,65,72,62
5673,5673,63,55,48,71,65
5674,5674,65,41,55,65,40
5675,5675,66,54,55,69,54
5676,5676,55,47,65,68,31
5677,5677,64,57,51,76,57
5678,5678,63,47,67,70,41
5679,5679,57,66,57,64,48
5680,5680,44,48,77,66,32
5681,5681,61,64,58,75,45
5682,5682,46,79,83,60,70
5683,5683,22,7,12,16,8
5684,5684,63,64,58,67,37
5685,5685,11,8,10,24,14
5686,5686,62,60,69,62,53
5687,5687,71,44,72,69,58
5688,5688,63,62,51,61,73
5689,5689,64,64,46,52,63
5690,5690,11,11,16,19,11
5691,5691,64,62,61,66,66
5692,5692,45,22,67,66,26
5693,5693,65,76,66,63,57
5694,5694,44,72,65,66,66
5695,5695,48,57,67,73,48
5696,5696,64,69,59,67,62
5697,5697,58,30,59,66,30
5698,5698,70,58,72,70,73
5699,5699,65,64,37,66,47
5700,5700,73,52,49,68,52
5701,5701,71,73,62,70,55
5702,5702,69,48,69,68,42
5703,5703,72,63,44,73,57
5704,5704,69,46,61,64,31
5705,5705,60,34,51,70,45
5706,5706,61,71,33,66,45
5707,5707,45,40,74,58,42
5708,5708,64,25,58,60,34
5709,5709,40,44,65,70,35
5710,5710,50,44,65,71,38
5711,5711,64,25,67,61,29
5712,5712,72,66,58,69,64
5713,5713,64,58,35,58,51
5714,5714,62,68,68,67,69
5715,5715,73,34,55,72,34
5716,5716,62,69,66,70,68
5717,5717,34,21,69,53,24
5718,5718,40,42,70,62,41
5719,5719,62,70,48,68,64
5720,5720,46,72,68,64,64
5721,5721,47,30,61,64,64
5722,5722,44,44,72,68,37
5723,5723,66,31,60,49,30
5724,5724,65,59,44,66,63
5725,5725,66,62,67,71,71
5726,5726,58,42,59,71,33
5727,5727,15,13,16,27,11
5728,5728,34,71,78,56,59
5729,5729,62,23,62,65,36
5730,5730,73,58,51,72,44
5731,5731,66,44,58,66,54
5732,5732,45,41,71,63,52
5733,5733,36,30,75,61,31
5734,5734,48,29,73,54,28
5735,5735,76,59,49,71,67
5736,5736,56,71,64,62,53
5737,5737,70,52,57,66,61
5738,5738,39,38,75,58,37
5739,5739,56,30,71,62,30
5740,5740,13,11,13,32,10
5741,5741,58,53,58,77,57
5742,5742,58,49,59,67,42
5743,5743,59,48,72,73,55
5744,5744,49,72,69,53,66
5745,5745,15,20,15,29,17
5746,5746,38,69,26,68,36
5747,5747,48,74,67,53,61
5748,5748,33,53,71,58,50
5749,5749,69,67,55,67,63
5750,5750,12,12,18,34,14
5751,5751,67,63,51,68,46
5752,5752,61,67,37,63,49
5753,5753,42,23,66,67,33
5754,5754,74,59,46,69,65
5755,5755,60,63,61,72,55
5756,5756,61,68,38,68,53
5757,5757,49,29,67,72,35
5758,5758,66,62,68,69,66
5759,5759,65,60,58,65,69
5760,5760,52,58,69,65,64
5761,5761,55,66,71,73,48
5762,5762,62,65,69,69,61
5763,5763,43,34,68,66,34
5764,5764,69,53,64,74,31
5765,5765,69,58,48,68,37
5766,5766,65,64,52,64,52
5767,5767,15,9,14,24,7
5768,5768,59,69,65,67,60
5769,5769,51,60,80,69,48
5770,5770,33,37,73,66,24
5771,5771,52,28,72,68,23
5772,5772,60,29,69,63,43
5773,5773,43,24,66,59,32
5774,5774,14,8,11,25,8
5775,5775,65,66,45,69,57
5776,5776,65,54,70,65,47
5777,5777,70,27,65,68,43
5778,5778,66,64,56,66,62
5779,5779,64,34,61,63,35
5780,5780,69,58,56,67,60
5781,5781,17,19,20,31,12
5782,5782,60,63,69,63,65
5783,5783,71,61,61,67,72
5784,5784,51,73,63,64,64
5785,5785,59,64,70,63,52
5786,5786,70,65,56,72,63
5787,5787,71,64,62,70,54
5788,5788,68,55,65,66,49
5789,5789,50,59,61,72,58
5790,5790,63,69,62,64,58
5791,5791,13,12,11,14,12
5792,5792,71,53,45,66,54
5793,5793,31,21,66,69,24
5794,5794,60,67,42,75,46
5795,5795,66,58,66,71,66
5796,5796,36,79,77,55,65
5797,5797,41,73,61,62,65
5798,5798,52,69,64,64,63
5799,5799,67,47,62,64,42
5800,5800,43,61,60,69,34
5801,5801,59,58,54,72,54
5802,5802,56,68,61,70,64
5803,5803,72,37,58,66,52
5804,5804,28,18,70,62,22
5805,5805,22,34,69,54,20
5806,5806,70,62,40,66,70
5807,5807,56,33,69,66,49
5808,5808,13,12,19,32,14
5809,5809,72,58,62,66,48
5810,5810,70,42,60,70,48
5811,5811,47,35,74,65,35
5812,5812,59,67,72,69,64
5813,5813,62,63,39,68,50
5814,5814,13,6,14,43,12
5815,5815,12,14,15,14,16
5816,5816,52,44,64,69,46
5817,5817,64,66,53,71,58
5818,5818,35,71,71,59,67
5819,5819,68,60,55,64,30
5820,5820,69,31,59,67,30
5821,5821,65,35,55,62,33
5822,5822,71,30,52,65,32
5823,5823,68,61,58,66,56
5824,5824,31,34,68,56,42
