asin,brand,title,url,image,rating,reviewUrl,totalReviews,price,originalPrice
B01N9R1JA7,Samsung,Samsung TWSAS120VCP-3 Galaxy J1 Luna 4G LTE Total Wireless Prepaid Smartphone,https://www.amazon.com/Samsung-TWSAS120VCP-3-Wireless-Prepaid-Smartphone/dp/B01N9R1JA7,https://m.media-amazon.com/images/I/418L8NZNerL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B01N9R1JA7,8,65.23,0
B01N9TM7KG,Samsung,"Samsung Galaxy S7 Edge, 5.5"" 32GB (Verizon Wireless) - Blue",https://www.amazon.com/Samsung-Galaxy-Edge-Verizon-Wireless/dp/B01N9TM7KG,https://m.media-amazon.com/images/I/71-e3enEyYL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B01N9TM7KG,181,0,0
B01N9XOXCK,Samsung,Samsung Galaxy S7 Edge G935V 32GB Gold - Verizon (Renewed),https://www.amazon.com/Samsung-Galaxy-Edge-G935V-32GB/dp/B01N9XOXCK,https://m.media-amazon.com/images/I/41K7nb5aDBL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B01N9XOXCK,606,219.97,0
B01N9YO1DS,Apple,"Apple iPhone 7, 128GB, Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-128GB/dp/B01N9YO1DS,https://m.media-amazon.com/images/I/71RYhD1uzpL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B01N9YO1DS,227,215,399.99
B01NB1KG8U,Samsung,Samsung Galaxy S7 Edge G935A 32GB Gold - Unlocked GSM (Renewed),https://www.amazon.com/Samsung-Galaxy-Edge-G935A-32GB/dp/B01NB1KG8U,https://m.media-amazon.com/images/I/51H2fS7s9FL._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B01NB1KG8U,308,207.99,0
B01NC157KR,Samsung,Samsung Galaxy Note 5 32GB N920P Gold Platinum - Sprint (Certified Refurbished),https://www.amazon.com/Samsung-Galaxy-Note-N920P-Platinum/dp/B01NC157KR,https://m.media-amazon.com/images/I/61K79ybW3mL._AC_UY218_ML3_.jpg,3.3,https://www.amazon.com/product-reviews/B01NC157KR,69,209,228.99
B01NC2MEJP,Samsung,Samsung Galaxy Note 5 32GB GSM Unlocked - Black (Renewed) (D132),https://www.amazon.com/Samsung-Galaxy-Note-32GB-Unlocked/dp/B01NC2MEJP,https://m.media-amazon.com/images/I/81ZGi56SecL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B01NC2MEJP,301,163.99,0
B06WP78R6X,Samsung,Samsung Galaxy S7 Edge G935P 32GB Black - Sprint (Renewed),https://www.amazon.com/Samsung-Galaxy-Edge-G935P-Black/dp/B06WP78R6X,https://m.media-amazon.com/images/I/41ZThko3mqL._AC_UY218_ML3_.jpg,3.6,https://www.amazon.com/product-reviews/B06WP78R6X,60,199.72,0
B06WRSK754,Samsung,Samsung Galaxy S6 G920A 32GB Unlocked GSM (Black Sapphire) (Renewed),https://www.amazon.com/Samsung-Unlocked-Certified-Refurbished-Sapphire/dp/B06WRSK754,https://m.media-amazon.com/images/I/81oYNE1MUxL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B06WRSK754,31,153.97,249.99
B06WWLYGWW,Samsung,Samsung Galaxy S6 Edge G925P 32GB White Pearl - Sprint (Certified Refurbished),https://www.amazon.com/Samsung-Galaxy-G925P-White-Pearl/dp/B06WWLYGWW,https://m.media-amazon.com/images/I/61aGCHmpKeL._AC_UY218_ML3_.jpg,5,https://www.amazon.com/product-reviews/B06WWLYGWW,2,129.95,0
B06X9HVVC5,Sony,Sony Xperia XA1 G3123 32GB Unlocked GSM LTE Octa-Core Phone w/ 23MP Camera - White,https://www.amazon.com/Sony-Xperia-XA1-Unlocked-Smartphone/dp/B06X9HVVC5,https://m.media-amazon.com/images/I/71wchmqQn+L._AC_UY218_ML3_.jpg,3,https://www.amazon.com/product-reviews/B06X9HVVC5,232,249.99,0
B06X9X15Y8,Apple,"Apple iPhone 7 Plus, 128GB, Silver - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-128GB/dp/B06X9X15Y8,https://m.media-amazon.com/images/I/61C5dT6qy0L._AC_UY218_ML3_.jpg,3.9,https://www.amazon.com/product-reviews/B06X9X15Y8,2,299.99,0
B06XGLHP8V,Apple,"Apple iPhone 7 Plus, GSM Unlocked, 128GB - Rose Gold (Renewed)",https://www.amazon.com/Apple-iPhone-Plus-Unlocked-128GB/dp/B06XGLHP8V,https://m.media-amazon.com/images/I/51SEopmY8HL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B06XGLHP8V,83,288,0
B06XGZHSBS,Sony,Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,https://www.amazon.com/Sony-G3313-Unlocked-Quad-Core-Android/dp/B06XGZHSBS,https://m.media-amazon.com/images/I/71cLpzYW9IL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B06XGZHSBS,117,129,0
B06XJCHZPW,Samsung,Samsung Galaxy S6 Edge G925P 32GB Gold - Sprint (Renewed),https://www.amazon.com/Samsung-Galaxy-Edge-G925P-32GB/dp/B06XJCHZPW,https://m.media-amazon.com/images/I/61tHvPeKF+L._AC_UY218_ML3_.jpg,1,https://www.amazon.com/product-reviews/B06XJCHZPW,1,124.95,0
B06XR1K6HR,Apple,"Apple iPhone 6S Plus, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-6S-Fully-Unlocked/dp/B06XR1K6HR,https://m.media-amazon.com/images/I/61hNnAR2EJL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B06XR1K6HR,56,249.99,0
B06XR8G1TX,Apple,"Apple iPhone 6S, 64GB, Space Gray - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-64GB/dp/B06XR8G1TX,https://m.media-amazon.com/images/I/81s7ZLOGOWL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B06XR8G1TX,394,156.88,165
B06XRG6S73,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-16GB/dp/B06XRG6S73,https://m.media-amazon.com/images/I/41oBClPPoCL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B06XRG6S73,379,143.57,0
B06XRJQX91,Apple,"Apple iPhone 6S, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-Unlocked-Dual-Core-Camera/dp/B06XRJQX91,https://m.media-amazon.com/images/I/61+mrwyL24L._AC_UY218_ML3_.jpg,3.6,https://www.amazon.com/product-reviews/B06XRJQX91,427,158.88,271.84
B06XRJXL3R,Apple,Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),https://www.amazon.com/Apple-iPhone-256GB-Unlocked-Quad-Core/dp/B06XRJXL3R,https://m.media-amazon.com/images/I/71b4kAq+5QL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B06XRJXL3R,153,324,549.99
B06XRN4RWL,Apple,"Apple iPhone 7 Plus, 128GB, Gold - For Sprint (Renewed)",https://www.amazon.com/Apple-iPhone-128GB-Unlocked-Quad-Core/dp/B06XRN4RWL,https://m.media-amazon.com/images/I/71NwKwSqSAL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B06XRN4RWL,28,304.99,0
B06XS2GWFC,Samsung,Samsung Galaxy J7 - Verizon Carrier Locked No Contract Prepaid Smartphone,https://www.amazon.com/Samsung-Galaxy-J7-Contract-Smartphone/dp/B06XS2GWFC,https://m.media-amazon.com/images/I/5103hv5OP0L._AC_UY218_ML3_.jpg,3.6,https://www.amazon.com/product-reviews/B06XS2GWFC,381,179.99,0
B06XS3CTJM,Apple,Apple iPhone 7 Plus 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Jet Black (Renewed),https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B06XS3CTJM,https://m.media-amazon.com/images/I/71c5RZEpLwL._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B06XS3CTJM,193,354.99,0
B06XS4978K,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed),https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B06XS4978K,https://m.media-amazon.com/images/I/71b4kAq+5QL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B06XS4978K,101,299.99,0
B06XS98LMS,Samsung,Samsung G550T GSM 4G LTE Unlocked Galaxy ON5 Smartphone,https://www.amazon.com/Samsung-G550T-Unlocked-Galaxy-Smartphone/dp/B06XS98LMS,https://m.media-amazon.com/images/I/61k3JykoCbL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B06XS98LMS,58,119,0
B06XSF5C42,Samsung,Samsung Galaxy S7 Edge 32GB G935A GSM Unlocked (Renewed) (Black),https://www.amazon.com/Samsung-Galaxy-G935A-Unlocked-Renewed/dp/B06XSF5C42,https://m.media-amazon.com/images/I/61TQfjuS1EL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B06XSF5C42,301,214.97,0
B06XW9RMYW,Samsung,"Samsung Galaxy S7 Active G891A 32GB Unlocked GSM Shatter,Dust and Water Resistant Smartphone w/ 12MP Camera (AT&T) - Sandy Gold",https://www.amazon.com/Samsung-Galaxy-S7-Active-Smartphone/dp/B06XW9RMYW,https://m.media-amazon.com/images/I/41gYAzWwF1L._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B06XW9RMYW,160,255.99,0
B06XY93RFQ,Samsung,Samsung Galaxy Note 4 N910v 32GB Verizon Wireless CDMA Smartphone - Frosted White (Renewed),https://www.amazon.com/Samsung-Galaxy-Verizon-Wireless-Smartphone/dp/B06XY93RFQ,https://m.media-amazon.com/images/I/81+qSH8JVVL._AC_UY218_ML3_.jpg,3,https://www.amazon.com/product-reviews/B06XY93RFQ,116,0,0
B06XYKR7GP,Samsung,Samsung Galaxy S8+ 64GB GSM Unlocked Phone - International Version (Midnight Black),https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06XYKR7GP,https://m.media-amazon.com/images/I/81cGg4cg5RL._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B06XYKR7GP,54,459.98,0
B06XYMCMHD,Samsung,"Samsung Galaxy S8 SM-G950F Unlocked 64GB - International Version/No Warranty (GSM Only, No CDMA) (Midnight Black)",https://www.amazon.com/Samsung-Galaxy-SM-G950F-Unlocked-64GB/dp/B06XYMCMHD,https://m.media-amazon.com/images/I/81FWIR3RbUL._AC_UY218_ML3_.jpg,3.9,https://www.amazon.com/product-reviews/B06XYMCMHD,117,399.99,0
B06XZPNYL7,Samsung,Samsung Galaxy S8 64GB GSM Unlocked Phone - International Version (Orchid Gray),https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06XZPNYL7,https://m.media-amazon.com/images/I/71Vf5BDe4vL._AC_UY218_ML3_.jpg,3.1,https://www.amazon.com/product-reviews/B06XZPNYL7,20,398.11,0
B06XZRH5ZC,Samsung,Samsung Galaxy S8 64GB Unlocked Phone - International Version (Maple Gold),https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06XZRH5ZC,https://m.media-amazon.com/images/I/61FtFt6rO-L._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B06XZRH5ZC,117,429.99,0
B06XZWNRC5,Samsung,Samsung Galaxy S8+ SM-G955U 64GB Arctic Silver AT&T,https://www.amazon.com/Samsung-Galaxy-SM-G955U-Arctic-Silver/dp/B06XZWNRC5,https://m.media-amazon.com/images/I/817r8IrEN5L._AC_UY218_ML3_.jpg,3.1,https://www.amazon.com/product-reviews/B06XZWNRC5,8,0,0
B06Y14K2C6,Samsung,"Samsung Galaxy S8+ 64GB Phone -6.2"" display - T-Mobile Unlocked (Arctic Silver)",https://www.amazon.com/Samsung-Galaxy-64GB-Phone-display/dp/B06Y14K2C6,https://m.media-amazon.com/images/I/61tsDmFOsFL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B06Y14K2C6,83,439.98,0
B06Y14T5YW,Samsung,Samsung Galaxy S8 64GB Factory Unlocked Smartphone - US Version (Midnight Black) - US Warranty - [SM-G950UZKAXAA],https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Smartphone/dp/B06Y14T5YW,https://m.media-amazon.com/images/I/617E5oYXENL._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B06Y14T5YW,2,399.95,499.99
B06Y15CB1T,Samsung,Samsung Galaxy S8 64GB GSM Unlocked Phone - US Version (Coral Blue),https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06Y15CB1T,https://m.media-amazon.com/images/I/41shkvVlVEL._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B06Y15CB1T,3,419.95,0
B06Y15D68F,Samsung,Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06Y15D68F,https://m.media-amazon.com/images/I/615VuRqILsL._AC_UY218_ML3_.jpg,3.6,https://www.amazon.com/product-reviews/B06Y15D68F,24,393.55,0
B06Y16RL4W,Samsung,"Samsung Galaxy S8+ 64GB Factory Unlocked Smartphone - 6.2"" Screen - US Version (Midnight Black) - US Warranty [SM-G955UZKAXAA]",https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Smartphone/dp/B06Y16RL4W,https://m.media-amazon.com/images/I/51wJeaY3ekL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B06Y16RL4W,793,399.98,589.99
B06Y17BL9Y,Samsung,Samsung Galaxy S8 G950U 64GB AT&T GSM Unlocked Phone - Orchid Grey,https://www.amazon.com/Samsung-Galaxy-G950U-Unlocked-Phone/dp/B06Y17BL9Y,https://m.media-amazon.com/images/I/61zppUp3YzL._AC_UY218_ML3_.jpg,2.5,https://www.amazon.com/product-reviews/B06Y17BL9Y,4,319.99,0
B06Y189H68,Samsung,"Samsung Galaxy S8 64GB Phone- 5.8"" display - AT&T Unlocked (Midnight Black)",https://www.amazon.com/Samsung-Galaxy-64GB-Phone-display/dp/B06Y189H68,https://m.media-amazon.com/images/I/61sB9sjajWL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B06Y189H68,48,414.98,0
B06Y18MNFG,Samsung,Samsung Galaxy S7 G930T 32GB T-Mobile Unlocked - Gold (Certified Refurbished),https://www.amazon.com/Samsung-Galaxy-G930T-T-Mobile-Unlocked/dp/B06Y18MNFG,https://m.media-amazon.com/images/I/618644kVZzL._AC_UY218_ML3_.jpg,2.8,https://www.amazon.com/product-reviews/B06Y18MNFG,5,234.95,0
B06Y29N548,Samsung,Samsung Galaxy S7 Edge G935A 32GB Unlocked GSM Smartphone w/12MP Camera - Black,https://www.amazon.com/Samsung-Galaxy-Unlocked-Smartphone-Camera/dp/B06Y29N548,https://m.media-amazon.com/images/I/81s-23j62eL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B06Y29N548,25,249.95,0
B06Y2GX8K8,Sony,"Sony Xperia XZ Premium - Unlocked Smartphone - 5.5"", 64GB - Dual SIM - Pink (US Warranty)",https://www.amazon.com/Sony-Xperia-XZ-Premium-Smartphone/dp/B06Y2GX8K8,https://m.media-amazon.com/images/I/81nfrNby6HL._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B06Y2GX8K8,169,495,0
B06Y3HCFZT,Samsung,"Samsung Galaxy S8+, 6.2"" 64GB (Verizon Wireless) - Midnight Black",https://www.amazon.com/Samsung-Galaxy-64GB-Verizon-Wireless/dp/B06Y3HCFZT,https://m.media-amazon.com/images/I/810U1tjdnQL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B06Y3HCFZT,54,729.99,0
B06ZZMX54B,Samsung,Samsung Galaxy J3 Emerge J327P SILVER Android Cell Phone - SPRINT,https://www.amazon.com/Samsung-Galaxy-Emerge-Unlocked-Silver/dp/B06ZZMX54B,https://m.media-amazon.com/images/I/61ZeEiavaTL._AC_UY218_ML3_.jpg,5,https://www.amazon.com/product-reviews/B06ZZMX54B,1,0,0
B0711S4T9J,HUAWEI,"Huawei E8372h-608 Unlocked 150 Mbps 4G LTE WiFi USB Wingle (4G LTE in USA (AT&T only), Europe, Asia, Middle East and Africa) (White, Telenor Logo)",https://www.amazon.com/Huawei-E8372h-608-Unlocked-Wingle-Telenor/dp/B0711S4T9J,https://m.media-amazon.com/images/I/31Liqarr44L._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B0711S4T9J,42,64.9,0
B0714DBSNH,Motorola,Verizon Motorola Moto E4 Plus Carrier Locked Prepaid Phone,https://www.amazon.com/Verizon-Motorola-Carrier-Locked-Prepaid/dp/B0714DBSNH,https://m.media-amazon.com/images/I/51fbn3oN4JL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B0714DBSNH,28,129.99,0
B071DQ128D,Samsung,Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MAPLE GOLD),https://www.amazon.com/Samsung-SM-G955FD-6-2-Inch-FACTORY-UNLOCKED/dp/B071DQ128D,https://m.media-amazon.com/images/I/61heIFG3R5L._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B071DQ128D,112,449.99,0
B071H9KKKF,Samsung,Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MIDNIGHT BLACK),https://www.amazon.com/Samsung-SM-G955FD-6-2-Inch-FACTORY-UNLOCKED/dp/B071H9KKKF,https://m.media-amazon.com/images/I/61MF7kZkrIL._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B071H9KKKF,480,450.11,0
B071JP8XDJ,Sony,Sony Xperia XA1 Ultra G3223 32GB Unlocked GSM LTE Octa-Core Phone w/ 23MP - Gold,https://www.amazon.com/Sony-Xperia-Ultra-Factory-Unlocked/dp/B071JP8XDJ,https://m.media-amazon.com/images/I/817MhreagcL._AC_UY218_ML3_.jpg,3.6,https://www.amazon.com/product-reviews/B071JP8XDJ,313,299,0
B071JPQYGK,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)",https://www.amazon.com/Apple-iPhone-Plus-128GB-Refurbished/dp/B071JPQYGK,https://m.media-amazon.com/images/I/61dI0syR1rL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B071JPQYGK,12,284.99,549.99
B071KGTRG8,Samsung,"Samsung Galaxy J7 4G LTE 5"" 16 GB GSM Unlocked - Black",https://www.amazon.com/Samsung-Galaxy-LTE-GSM-Unlocked/dp/B071KGTRG8,https://m.media-amazon.com/images/I/61ovoGl-PBL._AC_UY218_ML3_.jpg,3.6,https://www.amazon.com/product-reviews/B071KGTRG8,27,0,0
B071VGLCRX,Samsung,Samsung Galaxy S6 (SM-G920V) - 32GB Verizon + GSM Smartphone - Black Sapphire (Renewed),https://www.amazon.com/Samsung-Galaxy-SM-G920V-Smartphone-Refurbished/dp/B071VGLCRX,https://m.media-amazon.com/images/I/71lpZjjF7NL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B071VGLCRX,173,139.99,0
B071VTYHDQ,Motorola,Verizon Motorola Moto E4 Prepaid Phone - Carrier Locked to Verizon Prepaid,https://www.amazon.com/Verizon-Motorola-Carrier-Locked-Prepaid/dp/B071VTYHDQ,https://m.media-amazon.com/images/I/41qP0hy4-kL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B071VTYHDQ,47,69.93,0
B071W9WQ8M,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-32GB/dp/B071W9WQ8M,https://m.media-amazon.com/images/I/81qiCrJlzgL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B071W9WQ8M,48,151.99,0
B071XBH5PL,Samsung,Samsung Galaxy S8 Plus 64GB Orchid Gray AT&T,https://www.amazon.com/SAMSUNG-GALAXY-PLUS-64GB-ORCHID/dp/B071XBH5PL,https://m.media-amazon.com/images/I/41tfoUf5quL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B071XBH5PL,4,409.97,0
B071ZDQ6MV,Nokia,Nokia 6 - 32 GB - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - Update To Android 9.0 PIE - 5.FHD Screen - Blue - U.S. Warranty,https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B071ZDQ6MV,https://m.media-amazon.com/images/I/61291x3og8L._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B071ZDQ6MV,558,109,179
B0721KVTMC,Samsung,Samsung Galaxy Note 5 SM-N920T 32GB Platinum Gold - T-Mobile Unlocked GSM,https://www.amazon.com/Samsung-Galaxy-Note-SM-N920T-Platinum/dp/B0721KVTMC,https://m.media-amazon.com/images/I/713xaStc-2L._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B0721KVTMC,26,0,0
B0722NN2RG,Samsung,Samsung Galaxy S7 G930A 32GB Black Onyx - Unlocked GSM,https://www.amazon.com/Samsung-Galaxy-G930A-32GB-Black/dp/B0722NN2RG,https://m.media-amazon.com/images/I/61pR9iL0tyL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B0722NN2RG,92,239.99,0
B0723HG35R,Samsung,Samsung Galaxy Tab S2 8.0 inch - 32 GB Tablet (Black) SM-T713 WiFi - (Certified Refurbished),https://www.amazon.com/Samsung-Galaxy-Tab-8-0-inch/dp/B0723HG35R,https://m.media-amazon.com/images/I/71xxS4jtFsL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B0723HG35R,3,189.95,0
B0723HG3FG,Samsung,"Samsung Galaxy J3 Prime SM-J327T 4G LTE 7.0 Nougat 5"" Smartphone (T-Mobile) - Black",https://www.amazon.com/Samsung-Galaxy-J3-Prime-Black/dp/B0723HG3FG,https://m.media-amazon.com/images/I/61OF7NFtI6L._AC_UY218_ML3_.jpg,2.9,https://www.amazon.com/product-reviews/B0723HG3FG,13,119.99,0
B0724ZGB5K,Samsung,"Samsung Galaxy S8 (64GB) G950U 5.8"" 4G LTE Unlocked (GSM + CDMA, US WARRANTY) (Midnight Black)",https://www.amazon.com/Samsung-Galaxy-Unlocked-WARRANTY-Midnight/dp/B0724ZGB5K,https://m.media-amazon.com/images/I/61-cy8+UuaL._AC_UY218_ML3_.jpg,2.4,https://www.amazon.com/product-reviews/B0724ZGB5K,16,0,0
B072B7XSVT,Google,Google Pixel 1st Gen 32GB Factory Unlocked GSM/CDMA Smartphone for AT&T + T-Mobile + Verizon Wireless + Sprint (Quite Black),https://www.amazon.com/Google-Pixel-Unlocked-Smartphone-Carriers/dp/B072B7XSVT,https://m.media-amazon.com/images/I/71i8VZL9dnL._AC_UY218_ML3_.jpg,3.3,https://www.amazon.com/product-reviews/B072B7XSVT,33,169.99,189
B072KPG9PN,Samsung,"Samsung Galaxy J3 Prime J327A 16GB 4G LTE 7.0 Nougat 5"" GSM Unlocked - Black",https://www.amazon.com/Samsung-J3-Factory-Unlocked-Phone/dp/B072KPG9PN,https://m.media-amazon.com/images/I/41RWkB9NDEL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B072KPG9PN,183,128.79,0
B072MQRRTR,Samsung,Samsung Galaxy S8 64GB SM-G950U Midnight Black - Sprint (Renewed),https://www.amazon.com/Samsung-Galaxy-SM-G950U-Midnight-Black/dp/B072MQRRTR,https://m.media-amazon.com/images/I/61vwY-jDs2L._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B072MQRRTR,9,299.95,0
B072N3GKSM,Google,"Google Pixel GSM Unlocked (Renewed) (32GB, Gray)",https://www.amazon.com/Google-Pixel-Unlocked-Renewed-32GB/dp/B072N3GKSM,https://m.media-amazon.com/images/I/81o50fc16kL._AC_UY218_ML3_.jpg,2.9,https://www.amazon.com/product-reviews/B072N3GKSM,319,109.95,0
B072QR6NKG,Samsung,Samsung Galaxy S8 64GB SM-G950U Orchid Gray - Sprint (Renewed),https://www.amazon.com/Samsung-Galaxy-64GB-SM-G950U-Orchid/dp/B072QR6NKG,https://m.media-amazon.com/images/I/61NujdfWCyL._AC_UY218_ML3_.jpg,3.9,https://www.amazon.com/product-reviews/B072QR6NKG,11,309.95,477.95
B072R77NG5,Motorola,Motorola Moto Z2 4G LTE XT1710-09 Dual Sim Unlocked 64GB 4GB RAM Octa Core Fingerprint 5.5 International Version,https://www.amazon.com/Motorola-XT1710-09-Unlocked-Fingerprint-International/dp/B072R77NG5,https://m.media-amazon.com/images/I/61lEEM-4x3L._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B072R77NG5,5,296,0
B072V2BNM6,Samsung,"Samsung Galaxy J3 Prime J327A | (16GB, 1.5 RAM) | 5"" Full HD Display | Dual Camera | 2,600 mAh Battery | Android 7.0 Nougat | 4G LTE | GSM Unlocked Smartphone - (Silver)",https://www.amazon.com/Samsung-Galaxy-Prime-Nougat-Unlocked/dp/B072V2BNM6,https://m.media-amazon.com/images/I/61p+zM8zgWL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B072V2BNM6,45,129.99,0
B072ZWCKP5,Motorola,Motorola XT1775 Moto E Plus (4th Gen.) 32GB Unlocked Fine Gold Smartphone,https://www.amazon.com/Motorola-XT1775-Moto-Unlocked-Smartphone/dp/B072ZWCKP5,https://m.media-amazon.com/images/I/71UTxbIjXaL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B072ZWCKP5,336,244.45,0
B0731HBTZ7,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)",https://www.amazon.com/Apple-iPhone-32GB-Rose-Renewed/dp/B0731HBTZ7,https://m.media-amazon.com/images/I/51cRE43zKwL._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B0731HBTZ7,452,199.95,210
B0731KVYPN,Google,"Google Pixel GSM Unlocked (Renewed) (128GB, Silver)",https://www.amazon.com/Google-Pixel-Unlocked-Renewed-Silver/dp/B0731KVYPN,https://m.media-amazon.com/images/I/41e972fjKnL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B0731KVYPN,41,139.95,0
B0732NTJ2M,Apple,"Apple iPhone 6S, 16GB, Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-16GB/dp/B0732NTJ2M,https://m.media-amazon.com/images/I/616Qq6WsFWL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B0732NTJ2M,58,138,0
