club,last_name,first_name,position,base_salary,guaranteed_compensation
PHI,Vitoria,Steven,D,400000.0,400000.0
CLB,Wahl,Tyson,D,95000.0,99666.67
LA,Walker,Kenney,M,60000.0,60000.0
NY,Wallace,Anthony,M-D,60000.0,60000.0
POR,Wallace,Rodney,M-D,165000.0,190000.0
TOR,Warner,Collen,M-F,129937.0,157437.0
VAN,Waston,Kendall,D,225000.0,226250.0
DAL,Watson,Jevaughn,M-D,160000.0,180000.0
CHI,Watson,Matt,M,80620.0,91689.16
NYCFC,Watson-Siriboe,Kwame,D,65000.0,81666.67
COL,Watts,Jared,M,60000.0,60000.0
POR,Weber,Andrew,GK,60000.0,60000.0
PHI,Wenger,Andrew,D/F,180000.0,282000.0
PHI,White,Ethan,D,125000.0,125000.0
TOR,Williams,Josh,D,125000.0,125000.0
MTL,Williams,Romario,F,65000.0,87000.0
HOU,Williams,Sheanon,F,145000.0,150500.0
HOU,Willis,Joe,GK,90000.0,90000.0
NYCFC,Wingert,Chris,D,215000.0,215000.0
ORL,Winter,Adrian,M,180000.0,198333.33
LA,Wolverton,Andrew,GK,50000.04,50000.04
SJ,Wondolowski,Chris,M,625000.0,675000.0
NE,Woodberry,London,D,60000.0,60000.0
DC,Worra,Travis,GK,50000.0,50000.0
NY,Wright-Phillips,Bradley,F,600000.0,660000.0
NY,Wright-Phillips,Shaun,M,116004.0,145704.0
SJ,Wynne,Marvell,D,190000.0,200625.0
LA,Zardes,Gyasi,F,150000.0,223000.0
TOR,Zavaleta,Eriq,F,85000.0,115600.0
POR,Zemanski,Ben,M,81033.0,83533.0
DAL,Zendejas,Alejandro,F,60000.0,76666.67
DAL,Zimmerman,Walker,D,100000.0,180100.0
NY,Zizzo,Sal,F,80850.0,94895.71
NY,Zubar,Ronald,D,240000.0,320000.0
KC,Zusi,Graham,F-M,650000.0,682102.27
