club,last_name,first_name,position,base_salary,guaranteed_compensation
DC,Wolff,Josh,F,80004.0,80004.0
SJ,Wondolowski,Chris,M,300000.0,300000.0
DC,Woolard,Daniel,D,56250.0,56250.0
COL,Wynne,Marvell,D,250000.0,326666.67
VAN,Young-Pyo,Lee,D,140000.0,174200.0
SEA,Zakuani,Steve,F,110000.0,208000.0
COL,Zapata,Luis,D,65460.0,69043.33
SJ,Zayner,Jed,D,60000.0,61666.67
CHV,Zemanski,Ben,M,57690.0,60190.0
POR,Zizzo,Sal,F,73125.0,81414.06
KC,Zusi,Graham,F-M,105000.0,138812.5
