Country,Rank,Track_id,Streams,Track Name,Artist,URL,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,duration_ms,key,mode,Artist_id,Artist_popularity,Artist_follower,Artist_img
global,374.0,5dhQeuLGmlhfwlI6BWfSpo,59770981,Roller,Apache 207,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,0.03,0.928,0.758,0.00437,0.29,-6.471,0.144,0.729,128.005,4,158853,10,0,1qQLhymHXFPtP5U8KNKsm6,86,459884,https://i.scdn.co/image/fc9cc19386528672abb07589b53b7b92db397042
global,375.0,7AQim7LbvFVZJE3O8TYgf2,59596779,Fuck Love (feat. Trippie Redd),XXXTENTACION,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,0.0172,0.797,0.533,0.000152,0.103,-9.74,0.0412,0.329,131.036,4,146520,0,0,15UsOTVnJzReFVN1VCnxy4,95,17294420,https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
global,376.0,4BiiOzZCrXEzHRLYcYFiD5,59018397,Hope,The Chainsmokers,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,0.488,0.773,0.699,3.6e-06,0.0814,-5.982,0.0958,0.513,104.941,4,180120,1,0,69GGBxA162lTqCwzJG5jLp,91,15139114,https://i.scdn.co/image/960547a625bc2eb742bb3dd170cbc049d2e94cf9
global,377.0,4KkUjFkcQvGvWekl8RATDn,58832475,BEBE,6ix9ine,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,0.172,0.635,0.902,0.0,0.125,-3.559,0.109,0.286,102.063,4,217822,0,1,7gZfnEnfiaHzxARJ2LeXrf,84,4393100,https://i.scdn.co/image/cb2fa696eab4e8295ed211d1a051027145afa10a
global,378.0,03x2rVJRFUrvwlfxoHd9Mo,58037838,Just You and I,Tom Walker,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,0.456,0.567,0.696,0.0,0.113,-5.416,0.301,0.544,92.061,4,174983,9,1,7z2avKuuiMAT4XZJFv8Rvh,79,594391,https://i.scdn.co/image/4111a1834db44fb140ca37d1fe5119b16fc2e41c
global,379.0,3GRSqlALWISqLeNncZMbpX,57863692,Mean It,Lauv,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX,0.0407,0.746,0.45,0.0,0.172,-8.543,0.0872,0.336,95.998,4,232853,7,1,5JZ7CnR6gTvEMKX4g70Amv,91,2139634,https://i.scdn.co/image/d763de4ee1f230d55719b5fcccd76984fcc2d290
global,380.0,2qMnZF5Ja2WvmfbblByQza,57546735,Soltera (Remix),Lunay,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza,0.327,0.795,0.755,0.0,0.464,-4.788,0.0454,0.816,92.02,4,266192,5,1,47MpMsUfWtgyIIBEFOr4FE,88,1349511,https://i.scdn.co/image/d54ff5abb7307dfc1f113ad2c4d65098bf7e74a6
global,381.0,4ZT9FnbFu1PaBfV3itxiqT,57532684,I,Lil Skies,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,0.627,0.649,0.453,0.0,0.116,-7.28,0.085,0.431,99.183,4,181891,6,1,7d3WFRME3vBY2cgoP38RDo,85,3588556,https://i.scdn.co/image/4d947dce93a6f48a04f3c8c60a8b94cfccd6ca51
global,382.0,2H4gf1wLxvYreMj1jcaN0k,57407596,Be Alright,Dean Lewis,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k,0.705,0.551,0.537,0.0,0.0802,-7.595,0.034,0.493,126.421,4,196493,11,1,3QSQFmccmX81fWCUSPTS7y,83,926350,https://i.scdn.co/image/666aa7bc7c5386cceb3a484bffdc07ab89e6634e
global,383.0,4fj7e6Tc48Bmomwyz2Z2XC,57287205,Te Quemaste,Manuel Turizo,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC,0.611,0.729,0.773,0.00106,0.287,-2.486,0.131,0.718,176.053,4,199091,0,1,0tmwSHipWxN12fsoLcFU3B,88,4961323,https://i.scdn.co/image/9e1ae0a54dfd7962c9996ee4ea69c39fb2ecb271
global,384.0,0LQ1J0BCzA2qnAgp9MkkNE,56889039,MALA,6ix9ine,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,0.689,0.719,0.825,0.0,0.103,-3.627,0.0424,0.789,100.006,4,206550,5,0,7gZfnEnfiaHzxARJ2LeXrf,84,4393100,https://i.scdn.co/image/cb2fa696eab4e8295ed211d1a051027145afa10a
global,385.0,56AMYGJzxBO6p8v0wEe9de,56856669,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de,0.188,0.845,0.631,0.0,0.0806,-8.206,0.216,0.545,111.983,4,279907,7,0,50co4Is1HCEo8bhOyUWKpn,94,4744074,https://i.scdn.co/image/10ea494021e8341a2b5a8fcc8cd3b9a000cbc878
global,386.0,4jvjzW7Hm0yK4LvvE0Paz9,56718657,Falling Down - Bonus Track,Lil Peep,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,0.0175,0.669,0.574,0.00294,0.146,-6.442,0.0286,0.273,120.013,4,196400,4,0,2kCcBybjl3SAtIcwdWpUe3,88,3024183,https://i.scdn.co/image/78e5cfd1a377b3d820d452c6b9e964f2e29c6430
global,387.0,3jjujdWJ72nww5eGnfs2E7,56276750,Adore You,Harry Styles,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,0.0237,0.676,0.771,7e-06,0.102,-3.675,0.0483,0.569,99.048,4,207133,8,1,6KImCVD70vtIoJWnq6nGn3,95,5911371,https://i.scdn.co/image/b2163e7456f3d618a0e2a4e32bc892d6b11ce673
global,388.0,6Gy7rXB6Ku5vIWC7WGWsl3,56248812,KIKA,6ix9ine,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,0.128,0.745,0.715,0.0,0.182,-3.368,0.245,0.342,94.513,4,136032,1,0,7gZfnEnfiaHzxARJ2LeXrf,84,4393100,https://i.scdn.co/image/cb2fa696eab4e8295ed211d1a051027145afa10a
global,389.0,3RauEVgRgj1IuWdJ9fDs70,55994906,The Man,Taylor Swift,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,0.633,110.048,4,190360,0,1,06HL4z0CvFAxyc27GXpf02,95,25846444,https://i.scdn.co/image/62b33d12e2b9a033cf77585f6e3d4b2c6b3a63a1
global,390.0,5AjINjwKyRvQJhSe2zpPHi,55974748,Pop Out (feat. Lil Tjay),Polo G,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi,0.121,0.861,0.621,0.0,0.0689,-7.106,0.362,0.254,83.976,4,166640,1,1,6AgTAQt8XS6jRWi4sX7w49,82,726169,https://i.scdn.co/image/abaf714e5787cf8ba48f0528a1964b8abe2d19f9
global,391.0,0qc4QlcCxVTGyShurEv1UU,55734953,Post Malone (feat. RANI),Sam Feldt,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,0.0771,0.59,0.642,0.0,0.105,-3.87,0.122,0.651,107.356,4,174444,7,1,20gsENnposVs2I4rQ5kvrf,82,457804,https://i.scdn.co/image/62e52a4d9e1c9cdb7dc906d3b72eb2866f7f3f8a
global,392.0,5N4erncE7kuUccm7zEmwzk,55379203,Electricity (with Dua Lipa),Silk City,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,0.0104,0.588,0.67,3.33e-06,0.338,-6.439,0.0473,0.505,118.159,4,238173,0,1,2X97ZAqRKRMYFIDqtvGgGc,71,52370,https://i.scdn.co/image/451880acb4a647648b78bd23ce0b3294003c4f37
global,393.0,2W4yABdLc4Jnds67Poi5Nl,54628767,Yellow Hearts,Ant Saunders,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,0.177,0.865,0.438,0.0,0.0743,-8.943,0.0719,0.695,129.038,4,223258,7,1,4jpsw9CQS439N0B7SecMgf,78,27094,https://i.scdn.co/image/459c48f7a24c035b5f935ecc69a6317aaddf3c80
global,394.0,4T4CZ3Q4z3GG7lU720YYhM,54381541,Soltera,Lunay,https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM,0.446,0.778,0.731,0.0,0.251,-4.325,0.0399,0.854,91.991,4,213913,5,1,47MpMsUfWtgyIIBEFOr4FE,88,1349511,https://i.scdn.co/image/d54ff5abb7307dfc1f113ad2c4d65098bf7e74a6
global,395.0,4cuGZb0iFyHtwaSKdKrJkF,54049851,Imposible,Luis Fonsi,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF,0.127,0.783,0.738,0.0,0.127,-4.078,0.0741,0.925,90.976,4,164533,11,1,4V8Sr092TqfHkfAA5fXXqG,84,7880988,https://i.scdn.co/image/6004641991ca63396cccdd8553f9120d69ea58d0
global,396.0,3wFLWP0FcIqHK1wb1CPthQ,53532993,fake smile,Ariana Grande,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,0.329,0.45,0.619,0.0,0.319,-7.412,0.372,0.427,83.3,4,208880,9,1,66CXWjxzNUsdJxJ2JdwvnR,97,40958727,https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
global,397.0,6LcauUZjF1eXQrgqMUecHX,53297394,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,0.133,0.816,0.63,0.0,0.0692,-5.568,0.226,0.715,96.493,4,131607,2,1,5LHRHt1k9lMyONurDHEdrp,92,5328383,https://i.scdn.co/image/67c4bd718cbf584ba2d297ccbb1e6e62a9772d0a
global,398.0,340UVheS8z3ncW9TTUhAbc,53227435,Nightmare,Halsey,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,0.0188,0.611,0.622,0.0,0.359,-5.075,0.0734,0.538,146.11,4,231999,9,0,26VFTg2z8YR0cCuwLzESi2,92,9063023,https://i.scdn.co/image/1ccc88afcd13131dc35a1bd028922dbc748a55fb
global,399.0,0todbbT9g5uQGbeFCiBf2F,52135948,imagine,Ariana Grande,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,0.374,0.714,0.474,0.0,0.106,-4.993,0.039,0.376,62.484,3,212293,8,1,66CXWjxzNUsdJxJ2JdwvnR,97,40958727,https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
global,400.0,1e9oZCCiX42nJl0AcqriVo,52071069,Watermelon Sugar,Harry Styles,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,0.557,95.39,4,174000,0,1,6KImCVD70vtIoJWnq6nGn3,95,5911371,https://i.scdn.co/image/b2163e7456f3d618a0e2a4e32bc892d6b11ce673
global,401.0,59ywHNwwchG4nZJMLyxSzd,51953252,Clout (feat. Cardi B),Offset,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd,0.228,0.919,0.622,4.24e-06,0.122,-7.384,0.0997,0.424,140.022,4,205803,1,1,4DdkRBBYG6Yk9Ka8tdJ9BW,89,1389641,https://i.scdn.co/image/d718d632faa01221dd271f4e60a421596718fda0
global,402.0,5stPVcRqb4qixbafP9e8lt,51839268,Hola - Remix,Dalex,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,0.471,0.654,0.672,0.0,0.0781,-5.98,0.311,0.343,181.857,4,249520,0,0,0KPX4Ucy9dk82uj4GpKesn,93,875341,https://i.scdn.co/image/096994a1c9aa8c44114858ee68cdbd5f69fec1ec
global,403.0,4txc3txsIt81diMzGhrVPS,51738810,wish you were gay,Billie Eilish,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,0.39,0.853,0.351,9.38e-06,0.752,-10.198,0.241,0.282,118.028,4,221543,7,1,6qqNVTkY8uBg9cP3Jd7DAH,98,18867904,https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
global,404.0,3j84U36KvLeXNDPv4t5pI8,51498467,Pure Water (with Migos),Mustard,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,0.174,0.682,0.559,0.0,0.344,-5.545,0.127,0.137,202.015,4,192471,0,1,0YinUQ50QDB7ZxSCLyQ40k,86,540694,https://i.scdn.co/image/4dcf713a3bc309590381ecf718be7d5b1b8f0f61
global,405.0,7e4KQkp5ZR1gXCAalRjX6B,51480619,Nights Like This (feat. Ty Dolla $ign),Kehlani,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,0.367,0.61,0.725,0.0,0.154,-5.131,0.15,0.291,146.163,4,201788,8,1,0cGUm45nv7Z6M6qdXYQGTX,85,3110388,https://i.scdn.co/image/40b626005e97f28bf0e217dfb53856577f2113a4
global,406.0,5s8LepdwU0THzpd0M7nLsa,51390232,Te Soñé De Nuevo,Ozuna,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa,0.0533,0.772,0.683,0.0,0.0936,-2.867,0.107,0.773,168.04,4,199813,7,0,1i8SpTcr7yvPOmcqrbnVXY,98,21123358,https://i.scdn.co/image/f9ede0c1b199df8dfc4a29b784342e9af2e15a2c
global,407.0,4qKcDkK6siZ7Jp1Jb4m0aL,51316997,Look Alive (feat. Drake),BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,0.00104,0.922,0.581,5.86e-05,0.105,-7.495,0.27,0.595,140.022,4,181263,10,1,4TEJudQY2pXxVHPE3gD2EU,76,983271,https://i.scdn.co/image/ab67616d0000b27355cad990bc1ce5808367fa0e
global,408.0,4hQ6UGyWQIGJmHSo0J88JW,51224204,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,0.0945,0.601,0.724,1.68e-06,0.12,-4.856,0.0486,0.508,102.061,4,207905,6,1,0C8ZW7ezQVs4URX5aX7Kqx,93,18882676,https://i.scdn.co/image/dc6dd5ccdccee8c947b41af13e3b60ce0a235708
global,409.0,3yOlyBJuViE2YSGn3nVE1K,51110073,My Oh My (feat. DaBaby),Camila Cabello,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,0.018,0.724,0.491,1.29e-05,0.0887,-6.024,0.0296,0.383,105.046,4,170746,8,1,4nDoRrQiYLoBzwC5BhVJzF,96,14245838,https://i.scdn.co/image/667daebca4856db3f4cbe8f51a4881091e62c401
global,410.0,4rDbp1vnvEhieiccprPMdI,51038445,Somebody To Love - 2011 Mix,Queen,https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,0.186,0.406,0.698,0.0,0.233,-7.024,0.0624,0.333,109.266,3,296480,8,1,1dfeR4HaWDbWqFHLkxsg1d,93,22898929,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982
global,411.0,4S8d14HvHb70ImctNgVzQQ,50959569,I Love It (& Lil Pump),Kanye West,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,0.0114,0.901,0.522,0.0,0.259,-8.304,0.33,0.329,104.053,4,127947,2,1,5K4W6rqBFWDnAN6FQUkS6x,94,10995470,https://i.scdn.co/image/bd1c6fdf3705cf9b7d0c8ac8e7bbed98e31a1559
global,412.0,4B7fTyj1FIPvP9tT5X3DnR,50483678,Behind Barz - Bonus,Drake,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR,0.769,0.854,0.554,1.84e-06,0.0749,-4.684,0.172,0.272,142.069,4,163121,8,1,3TVXtAsR1Inumwj472S9r4,99,43763483,https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
global,413.0,51MMC5DogGZAnHil5HQAXg,50467346,Circles,Post Malone,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg,0.192,0.695,0.762,0.00244,0.0863,-3.497,0.0395,0.553,120.042,4,215280,0,1,246dkjvS1zLTtiykXe5h60,100,21335421,https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
global,414.0,7iHHxY2NLlJRAmlAmC4ahQ,50353687,Stuck In A Dream (feat. Gunna),Lil Mosey,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ,0.481,0.748,0.648,0.0,0.126,-6.445,0.0816,0.726,139.952,4,123560,10,0,5zctI4wO9XSKS8XwcnqEHk,85,1436733,https://i.scdn.co/image/cb7532053adb92b2523c1afaa5541d8dde3f045a
global,415.0,4kKdvXD0ez7jp1296JmAts,50026802,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts,0.903,0.653,0.259,0.0,0.362,-13.336,0.0595,0.835,142.157,4,155453,2,1,1Mxqyy3pSjf8kZZL4QVxS0,88,3528165,https://i.scdn.co/image/fc4e0f474fb4c4cb83617aa884dc9fd9822d4411
global,416.0,5Uw7Dut2lZfexn3Y09swpf,49905567,Find U Again (feat. Camila Cabello),Mark Ronson,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,0.00548,0.605,0.664,3e-06,0.204,-7.162,0.0316,0.164,103.997,4,176417,8,1,3hv9jJF3adDNsBSIQDqcjp,83,749288,https://i.scdn.co/image/d91845f215e0a90b0d4b03bf930221fdf2316b97
global,417.0,3zJw3rugfpVrmBeDDnUYzy,49873588,Happy Xmas (War Is Over) - Remastered,John Lennon,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy,0.319,0.328,0.607,0.0,0.765,-11.076,0.0315,0.395,146.539,3,213880,2,1,4x1nvY2FN8jxqAFA0DA02H,80,3053261,https://i.scdn.co/image/13092b01405a296117fc923f8b132659364b739f
global,418.0,6tjituizSxwSmBB5vtgHZE,49793178,Holly Jolly Christmas,Michael Bublé,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,0.865,0.647,0.465,0.0,0.0882,-8.308,0.0428,0.699,151.251,4,119787,7,1,1GxkXlMwML1oSg5eLPiAz3,92,3547268,https://i.scdn.co/image/6bf4c3c955399c4c45cd0677a860a42f39b6a508
global,419.0,7pdF27mSDuPWhppnHAmWHa,49751673,whoa (mind in awe),XXXTENTACION,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,0.653,0.735,0.525,0.918,0.101,-2.939,0.0441,0.369,160.147,4,157777,6,0,15UsOTVnJzReFVN1VCnxy4,95,17294420,https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
global,420.0,6mQLN3zRtAp6ovjusyYKrV,49406835,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,0.237,0.67,0.743,0.0,0.465,-4.993,0.0393,0.571,125.944,4,218293,10,1,4IWBUUAFIplrNtaOHcJPRM,87,5297706,https://i.scdn.co/image/dd8ceb41c23ec3352cfc19df178e7f243d6182e4
global,421.0,7uQmJ1jgNzBpATSoWKSPFu,49342091,Ya No Tiene Novio,Sebastian Yatra,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,0.048,0.632,0.832,0.0,0.0705,-1.948,0.154,0.784,182.184,4,198933,7,0,07YUOmWljBTXwIseAUd9TW,89,10046817,https://i.scdn.co/image/212a1f446c0940ee9ce636f2e2496849a0240df4
global,422.0,7qEKqBCD2vE5vIBsrUitpD,49239706,ilomilo,Billie Eilish,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD,0.724,0.855,0.423,0.469,0.0896,-15.044,0.0585,0.572,120.02,4,156371,5,0,6qqNVTkY8uBg9cP3Jd7DAH,98,18867904,https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
global,423.0,0y675KDleCZEudjoeL1sQQ,49191822,Feelings,Lauv,https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ,0.0934,0.694,0.466,0.0,0.098,-6.758,0.0384,0.246,103.018,4,189613,9,1,5JZ7CnR6gTvEMKX4g70Amv,91,2139634,https://i.scdn.co/image/d763de4ee1f230d55719b5fcccd76984fcc2d290
global,424.0,7ILEWkpfdK6AjH2D7jppWk,49189086,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk,0.873,0.66,0.395,0.0,0.112,-5.242,0.0333,0.678,81.997,4,204880,7,1,7bXgB6jMjp9ATFy66eO08Z,93,10352577,https://i.scdn.co/image/e153d6448b17ce97b2a79da70d64b89230c67053
global,425.0,598yNsG1JFrGd4n2kMoz7F,49108326,Woah,Lil Baby,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,0.0177,0.882,0.602,0.0,0.178,-5.554,0.245,0.43,142.959,4,183011,11,1,5f7VJjfbwm532GiveGC0ZK,93,3258508,https://i.scdn.co/image/063f9f09ac26d99e3294686c105d4d9e2dfec6b2
global,426.0,6hw1Sy9wZ8UCxYGdpKrU6M,48866057,Roller,Apache 207,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M,0.0256,0.941,0.758,0.00263,0.193,-6.47,0.17,0.683,128.02,4,157093,10,0,1qQLhymHXFPtP5U8KNKsm6,86,459884,https://i.scdn.co/image/fc9cc19386528672abb07589b53b7b92db397042
global,427.0,6jfEZdUJ2Yla6h7gTJgKuo,48691209,Walk Me Home,P!nk,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,0.0519,0.652,0.453,0.0,0.179,-6.119,0.0445,0.432,88.038,3,177391,1,1,1KCSPY1glIKqW2TotWuXOR,86,7714421,https://i.scdn.co/image/afc2d276d9c1b398d4f1048c20584f926296b9c0
global,428.0,1OUPXna2MCgAt3VNmXJBtg,48576007,Bola Rebola,Tropkillaz,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,0.22,0.834,0.777,0.00609,0.335,-4.538,0.0593,0.865,129.984,4,193440,5,0,5bzWtCkjIAMgN93gLt56SO,70,177983,https://i.scdn.co/image/0bb10b41b08df5b985f764b04e9b33d90041f4b2
global,429.0,6JQvHMSaR8flFsN53ypOfP,48302613,Noticed,Lil Mosey,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,0.462,0.699,0.558,0.0,0.116,-7.622,0.0603,0.493,79.992,4,165000,11,1,5zctI4wO9XSKS8XwcnqEHk,85,1436733,https://i.scdn.co/image/cb7532053adb92b2523c1afaa5541d8dde3f045a
global,430.0,2XWjPtKdi5sucFYtVav07d,48293521,365,Zedd,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,0.339,0.745,0.693,0.0,0.123,-5.479,0.034,0.248,98.039,4,181900,2,0,2qxJFvFYMEDqd7ui6kSAcq,86,4997291,https://i.scdn.co/image/a9c923d081963c77dec430fb842b493724187dcc
global,431.0,56JyMaElW79S7TDWh1Zw1m,48239884,On A Roll,Ashley O,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m,0.077,0.737,0.81,0.0,0.0523,-6.354,0.0896,0.387,125.005,4,154448,5,1,14scxEoUN7Dcx1m4EQ7oHe,60,55620,https://i.scdn.co/image/ab67616d0000b2733b2d2706cac8ec23c2207839
global,432.0,2EEmzqzM70CybVspgM7YRT,48225816,La Boca - Remix,Mau y Ricky,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,0.236,0.691,0.773,0.0,0.329,-3.812,0.0355,0.85,92.992,4,188468,11,0,2wkoKEfS6dXwThbyTnZWFU,83,1531985,https://i.scdn.co/image/5c2cf545129d57e90bfecf7f4e9a8fd61f5ff93e
global,433.0,2C6WXnmZ66tHhHlnvwePiK,47781640,Die For Me (feat. Future & Halsey),Post Malone,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,0.19,0.614,0.66,0.0,0.211,-2.848,0.0441,0.452,145.01,4,245267,0,1,246dkjvS1zLTtiykXe5h60,100,21335421,https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
global,434.0,1mpD5Q8IM32I4bF6eCpU74,47511933,Up All Night,Khalid,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,0.00103,0.665,0.712,0.00342,0.102,-7.536,0.0527,0.669,93.989,4,157220,1,1,6LuN9FCkKOj5PcnpouEgny,96,10092177,https://i.scdn.co/image/e52c824585bfeef4d674b509437120805300f557
global,435.0,4OafepJy2teCjYJbvFE60J,47437538,breathin,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,0.0211,0.568,0.656,1.37e-05,0.213,-5.413,0.0433,0.364,100.049,4,198160,8,1,66CXWjxzNUsdJxJ2JdwvnR,97,40958727,https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
global,436.0,59PYgzOiOjGDzjDT5N5oOX,47378044,Asesina - Remix,Brytiago,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,0.589,0.825,0.69,0.0,0.413,-4.252,0.226,0.516,94.194,4,327467,10,0,00XhexlJEXQstHimpZN910,85,2082848,https://i.scdn.co/image/4e6ca93cbe31465e6703e48861bfb07f3b45c641
global,437.0,6ZRuF2n1CQxyxxAAWsKJOy,47176776,Nights Like This (feat. Ty Dolla $ign),Kehlani,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,0.367,0.61,0.725,0.0,0.154,-5.131,0.15,0.291,146.163,4,201788,8,1,0cGUm45nv7Z6M6qdXYQGTX,85,3110388,https://i.scdn.co/image/40b626005e97f28bf0e217dfb53856577f2113a4
global,438.0,6UelLqGlWMcVH1E5c4H7lY,47128981,Watermelon Sugar,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,0.557,95.39,4,174000,0,1,6KImCVD70vtIoJWnq6nGn3,95,5911371,https://i.scdn.co/image/b2163e7456f3d618a0e2a4e32bc892d6b11ce673
global,439.0,25F6MWrnFBCXVnpN4n76EK,46697521,Keanu Reeves,Logic,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,0.0591,0.71,0.888,0.0,0.134,-6.457,0.235,0.816,170.193,4,225987,2,1,4xRYI6VqpkE3UwrDrAZL8L,87,4329265,https://i.scdn.co/image/efa0b73c2cdaf40b1767b4b1e1254b1cfc5b51db
global,440.0,6uAm7pG66O1XesXS9bpHSF,46501607,Good As Hell,Lizzo,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF,0.285,0.684,0.905,0.0,0.525,-3.187,0.0765,0.492,95.985,4,159011,0,0,56oDRnqbIiwx4mymNEv7dS,88,1838446,https://i.scdn.co/image/e33e4245fe5901ed940ba95070bb8d56679b6fe0
global,441.0,0AtP8EkGPn6SwxKDaUuXec,46081673,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,0.135,0.852,0.666,0.0,0.798,-6.923,0.184,0.726,91.046,4,207760,11,0,6eUKZXaKkcviH0Ku9w2n3V,98,57463755,https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
global,442.0,6q8Lb50EtqNeeJXXe8mMAH,45997391,Culpables,KAROL G,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,0.279,0.728,0.801,4.71e-06,0.143,-2.942,0.0683,0.416,130.059,4,226627,8,0,790FomKkXshlbRYZFtlgla,92,7947851,https://i.scdn.co/image/f67a7967874f13a1af7f3e90df067eea5199c1d9
global,443.0,7lAK3oHbfEnvUQWosrMMpR,45803074,YOSEMITE,Travis Scott,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,0.283,0.785,0.554,3.4e-06,0.116,-6.571,0.0409,0.144,128.047,4,150043,0,1,0Y5tJX1MQlPlqiwlOH1tJY,98,7626718,https://i.scdn.co/image/fec51156ed94b7ee30fbd4c7fd29b4a840e7daec
