_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,birthplace,birthplace:confidence,date_of_birth,date_of_birth:confidence,race_ethnicity,race_ethnicity:confidence,religion,religion:confidence,sexual_orientation,sexual_orientation:confidence,year_of_award,year_of_award:confidence,award,biourl,birthplace_gold,date_of_birth_gold,movie,person,race_ethnicity_gold,religion_gold,sexual_orientation_gold,year_of_award_gold
670454469,FALSE,finalized,3,2/10/15 2:03,"London, England",1,2-Apr-14,1,White,1,Roman Catholic,1,Bisexual,1,1958,1,Best Actor,http://www.nndb.com/people/751/000023682/,,,The Bridge on the River Kwai,Alec Guinness,,,,
670454470,FALSE,finalized,3,2/10/15 2:03,"London, England",1,1-Mar-09,1,White,1,Na,1,Straight,1,1959,1,Best Actor,http://www.nndb.com/people/690/000031597/,,,Separate Tables,David Niven,,,,
670454471,FALSE,finalized,3,2/10/15 3:50,"Evanston, Il",1,4-Oct-23,1,White,1,Protestant,1,Straight,1,1960,1,Best Actor,http://www.nndb.com/people/961/000022895/,,,Ben-hur,Charlton Heston,,,,
670454472,FALSE,finalized,3,2/10/15 2:01,New York City,1,2-Nov-13,1,White,1,Protestant,1,Straight,1,1961,1,Best Actor,http://www.nndb.com/people/938/000031845/,,,Elmer Gantry,Burt Lancaster,,,,
670454473,FALSE,finalized,3,2/10/15 2:11,"Vienna, Austria",1,8-Dec-30,1,White,1,Na,1,Straight,1,1962,1,Best Actor,http://www.nndb.com/people/351/000023282/,,,Judgement at Nuremberg,Maximilian Schell,,,,
670454474,FALSE,finalized,3,2/10/15 2:18,"La Jolla, Ca",1,5-Apr-16,1,White,1,Roman Catholic,1,Straight,1,1963,1,Best Actor,http://www.nndb.com/people/774/000023705/,,,To Kill a Mockingbird,Gregory Peck,,,,
670454475,FALSE,finalized,3,2/10/15 2:03,"Miami, Fl",1,20-Feb-27,1,Black,1,Deist,1,Straight,1,1964,1,Best Actor,http://www.nndb.com/people/200/000023131/,,,Lilies of the Field,Sidney Poitier,,,,
670454476,FALSE,finalized,3,2/10/15 1:55,"Huyton, Lancashire, England",1,5-Mar-08,1,White,1,Na,1,Straight,1,1965,1,Best Actor,http://www.nndb.com/people/132/000043003/,,,My Fair Lady,Rex Harrison,,,,
670454477,FALSE,finalized,3,2/10/15 3:48,New York City,1,19-Feb-24,1,White,1,Na,1,Straight,1,1966,1,Best Actor,http://www.nndb.com/people/314/000026236/,,,Cat Ballou,Lee Marvin,,,,
670454478,FALSE,finalized,3,2/10/15 1:53,"Hurstpierpoint, West Sussex, England",1,21-Jan-22,1,White,1,Na,1,Straight,1,1967,1,Best Actor,http://www.nndb.com/people/950/000033851/,,,A Man For All Seasons,Paul Scofield,,,,
670454479,FALSE,finalized,3,2/10/15 1:51,"Westhampton, Ny",1,14-Apr-25,1,White,1,Lutheran,1,Straight,1,1968,1,Best Actor,http://www.nndb.com/people/762/000026684/,,,In the Heat of the Night,Rod Steiger,,,,
670454480,FALSE,finalized,3,2/10/15 2:14,"La Jolla, Ca",1,9-Sep-23,1,White,1,Na,1,Straight,1,1969,1,Best Actor,http://www.nndb.com/people/134/000023065/,,,Charly,Cliff Robertson,,,,
670454481,FALSE,finalized,3,2/10/15 1:55,"Winterset, Ia",1,26-May-07,1,White,1,Roman Catholic,1,Straight,1,1970,1,Best Actor,http://www.nndb.com/people/605/000023536/,,,True Grit,John Wayne,,,,
670454482,FALSE,finalized,3,2/10/15 1:57,"Wise, Va",1,18-Oct-27,1,White,1,Na,1,Straight,1,1971,1,Best Actor,http://www.nndb.com/people/025/000022956/,,,Patton,George C. Scott,,,,
670454483,FALSE,finalized,3,2/10/15 2:01,"San Bernardino, Ca",1,30-Jan-30,1,White,1,Na,1,Straight,1,1972,1,Best Actor,http://www.nndb.com/people/878/000022812/,,,The French Connection,Gene Hackman,,,,
670454484,FALSE,finalized,3,2/10/15 2:18,"Omaha, Ne",1,3-Apr-24,1,White,1,Deist,1,Bisexual,0.6667,1973,1,Best Actor,http://www.nndb.com/people/721/000022655/,,,The Godfather,Marlon Brando,,,,
670454485,FALSE,finalized,3,2/10/15 2:05,"Newton, Ma",1,8-Feb-25,1,White,1,Roman Catholic,1,Straight,1,1974,1,Best Actor,http://www.nndb.com/people/714/000026636/,,,Save the Tiger,Jack Lemmon,,,,
670454486,FALSE,finalized,3,2/10/15 3:48,"Mount Vernon, Ny",1,4-Nov-18,1,White,1,Na,1,Straight,1,1975,1,Best Actor,http://www.nndb.com/people/182/000025107/,,,Harry and Tonto,Art Carney,,,,
670454487,FALSE,finalized,3,2/10/15 1:51,New York City,1,22-Apr-37,1,White,1,Atheist,1,Straight,1,1976,1,Best Actor,http://www.nndb.com/people/722/000022656/,,,One Flew Over the Cuckoo's Nest,Jack Nicholson,,,,
670454488,FALSE,finalized,3,2/10/15 3:45,"South Kensington, London, England",1,28-Sep-16,1,White,1,Na,1,Straight,1,1977,1,Best Actor,http://www.nndb.com/people/745/000063556/,,,Network,Peter Finch,,,,
670454489,FALSE,finalized,3,2/10/15 1:56,"Brooklyn, Ny",1,29-Oct-47,1,White,1,Jewish,1,Straight,1,1978,1,Best Actor,http://www.nndb.com/people/814/000022748/,,,The Goodbye Girl,Richard Dreyfuss,,,,
670454490,FALSE,finalized,3,2/10/15 1:51,"Yonkers, Ny",1,29-Dec-38,1,White,1,Roman Catholic,1,Straight,1,1979,1,Best Actor,http://www.nndb.com/people/060/000023988/,,,Coming Home,Jon Voight,,,,
670454491,FALSE,finalized,3,2/10/15 4:14,"Los Angeles, Ca",1,8-Aug-37,1,White,1,Jewish,1,Straight,1,1980,1,Best Actor,http://www.nndb.com/people/882/000022816/,,,Kramer vs. Kramer,Dustin Hoffman,,,,
670454492,FALSE,finalized,3,2/10/15 2:29,New York City,1,17-Aug-43,1,White,1,Roman Catholic,1,Straight,1,1981,1,Best Actor,http://www.nndb.com/people/765/000023696/,,,Raging Bull,Robert De Niro,,,,
670454493,FALSE,finalized,3,2/10/15 4:02,"Grand Island, Ne",1,16-May-05,1,White,1,Na,1,Straight,1,1982,1,Best Actor,http://www.nndb.com/people/496/000026418/,,,On Golden Pond,Henry Fonda,,,,
670454494,FALSE,finalized,3,2/10/15 2:01,"Scarborough, Yorkshire, England",1,31-Dec-43,1,Multiracial,1,Quaker,1,Straight,1,1983,1,Best Actor,http://www.nndb.com/people/519/000024447/,,,Gandhi,Ben Kingsley,,,,
670454495,FALSE,finalized,3,2/10/15 1:52,"San Diego, Ca",1,5-Jan-31,1,White,1,Na,1,Straight,1,1984,1,Best Actor,http://www.nndb.com/people/008/000022939/,,,Tender Mercies,Robert Duvall,,,,
670454496,FALSE,finalized,3,2/10/15 2:03,"Pittsburgh, Pa",1,24-Oct-39,1,Middle Eastern,1,Na,1,Straight,1,1985,1,Best Actor,http://www.nndb.com/people/123/000024051/,,,Amadeus,F. Murray Abraham,,,,
670454497,FALSE,finalized,3,2/10/15 2:00,"Washington, Dc",1,20-Mar-50,1,White,1,Lutheran,1,Straight,1,1986,1,Best Actor,http://www.nndb.com/people/683/000023614/,,,Kiss of the Spider Woman,William Hurt,,,,
670454498,FALSE,finalized,3,2/10/15 2:10,"Shaker Heights, Oh",1,26-Jan-25,1,White,1,Jewish,1,Straight,1,1987,1,Best Actor,http://www.nndb.com/people/804/000022738/,,,The Color of Money,Paul Newman,,,,
670454499,FALSE,finalized,3,2/10/15 1:51,"New Brunswick, Nj",1,25-Sep-44,1,White,1,Jewish,1,Straight,1,1988,1,Best Actor,http://www.nndb.com/people/614/000024542/,,,Wall Street,Michael Douglas,,,,
670454500,FALSE,finalized,3,2/10/15 1:58,"Los Angeles, Ca",1,8-Aug-37,1,White,1,Jewish,1,Straight,1,1989,1,Best Actor,http://www.nndb.com/people/882/000022816/,,,Rainman,Dustin Hoffman,,,,
670454501,FALSE,finalized,3,2/10/15 4:06,"London, England",1,29-Apr-57,1,White,1,Na,1,Straight,1,1990,1,Best Actor,http://www.nndb.com/people/788/000022722/,,,My Left Foot,Daniel Day-Lewis,,,,
670454502,FALSE,finalized,3,2/10/15 1:59,"Cowes, Isle of Wight, England",1,19-Sep-48,1,White,1,Na,1,Straight,1,1991,1,Best Actor,http://www.nndb.com/people/594/000023525/,,,Reversal of Fortune,Jeremy Irons,,,,
670454503,FALSE,finalized,3,2/10/15 3:51,"Port Talbot, Wales",1,31-Dec-37,1,White,1,Na,1,Straight,1,1992,1,Best Actor,http://www.nndb.com/people/005/000023933/,,,Silence of the Lambs,Anthony Hopkins,,,,
670454504,FALSE,finalized,3,2/10/15 3:56,"East Harlem, New York City",1,25-Apr-40,1,White,1,Roman Catholic,1,Straight,1,1993,1,Best Actor,http://www.nndb.com/people/880/000022814/,,,Scent of a Woman,Al Pacino,,,,
670454505,TRUE,golden,84,,"Concord, Ca",1,9-Jul-56,0.9648,White,1,Born-Again Christian,1,Straight,1,1994,1,Best Actor,http://www.nndb.com/people/687/000022621/,,9-Jul-56,Philadelphia,Tom Hanks,,Born-Again Christian,,1994
670454506,FALSE,finalized,3,2/10/15 1:56,"Concord, Ca",1,9-Jul-56,1,White,1,Born-Again Christian,1,Straight,1,1995,1,Best Actor,http://www.nndb.com/people/687/000022621/,,,Forrest Gump,Tom Hanks,,,,
670454507,FALSE,finalized,3,2/10/15 2:10,"Long Beach, Ca",1,7-Jan-64,1,White,1,Roman Catholic,1,Straight,1,1996,1,Best Actor,http://www.nndb.com/people/751/000022685/,,,Leaving Las Vegas,Nicolas Cage,,,,
670454508,FALSE,finalized,3,2/10/15 2:08,"Toowoomba, Queensland, Australia",1,6-Jul-51,1,White,1,Na,1,Straight,1,1997,1,Best Actor,http://www.nndb.com/people/126/000025051/,,,Shine,Geoffrey Rush,,,,
670454509,FALSE,finalized,3,2/10/15 1:49,New York City,1,22-Apr-37,1,White,1,Atheist,1,Straight,1,1997,1,Best Actor,http://www.nndb.com/people/722/000022656/,,,As Good as It Gets,Jack Nicholson,,,,
670454510,FALSE,finalized,3,2/10/15 1:59,"Misericordia, Arezzo, Tuscany, Italy",1,27-Oct-52,1,White,1,Na,1,Straight,1,1999,1,Best Actor,http://www.nndb.com/people/259/000025184/,,,Life is Beautiful,Roberto Benigni,,,,
670454511,FALSE,finalized,3,2/10/15 4:08,"South Orange, Nj",1,26-Jul-59,1,White,1,Na,1,Matter of Dispute,0.6667,2000,1,Best Actor,http://www.nndb.com/people/591/000023522/,,,American Beauty,Kevin Spacey,,,,
670454512,FALSE,finalized,3,2/10/15 4:07,"Wellington, New Zealand",1,7-Apr-64,1,White,1,Na,0.6562,Straight,1,2001,1,Best Actor,http://www.nndb.com/people/782/000022716/,,,Gladiator,Russell Crowe,,,,
670454513,FALSE,finalized,3,2/10/15 1:49,"Mount Vernon, Ny",1,28-Dec-54,1,Black,1,Protestant,1,Straight,1,2002,1,Best Actor,http://www.nndb.com/people/665/000023596/,,,Training Day,Denzel Washington,,,,
670454514,FALSE,finalized,3,2/10/15 2:05,New York City,1,14-Apr-73,1,White,1,Jewish,1,Straight,1,2003,1,Best Actor,http://www.nndb.com/people/112/000026034/,,,The Pianist,Adrien Brody,,,,
670454515,FALSE,finalized,3,2/10/15 2:04,"Burbank, Ca",1,17-Aug-60,1,White,1,Roman Catholic,1,Straight,1,2003,1,Best Actor,http://www.nndb.com/people/331/000025256/,,,Mystic River,Sean Penn,,,,
670454516,FALSE,finalized,3,2/10/15 2:02,"Terrell, Tx",1,13-Dec-67,1,Black,1,Baptist,1,Straight,1,2005,1,Best Actor,http://www.nndb.com/people/113/000026035/,,,Ray,Jamie Foxx,,,,
670454517,FALSE,finalized,3,2/10/15 1:59,"Fairport, Ny",1,23-Jul-67,1,White,1,Na,1,Straight,1,2006,1,Best Actor,http://www.nndb.com/people/409/000027328/,,,Capote,Philip Seymour Hoffman,,,,
670454518,FALSE,finalized,3,2/10/15 2:07,"Longview, Tx",1,15-Jul-61,1,Black,1,Na,1,Straight,1,2007,1,Best Actor,http://www.nndb.com/people/833/000025758/,,,The Last King of Scotland,Forest Whitaker,,,,
670454519,FALSE,finalized,3,2/10/15 2:07,"London, England",1,29-Apr-57,1,White,1,Na,1,Straight,1,2008,1,Best Actor,http://www.nndb.com/people/788/000022722/,,,There Will Be Blood,Daniel Day-Lewis,,,,
670454520,FALSE,finalized,3,2/10/15 2:04,"Burbank, Ca",1,17-Aug-60,1,White,1,Roman Catholic,1,Straight,1,2009,1,Best Actor,http://www.nndb.com/people/331/000025256/,,,Milk,Sean Penn,,,,
670454521,FALSE,finalized,3,2/10/15 2:05,"Los Angeles, Ca",1,4-Dec-49,1,White,1,Lutheran,1,Straight,1,2010,1,Best Actor,http://www.nndb.com/people/779/000022713/,,,Crazy Heart,Jeff Bridges,,,,
670454522,FALSE,finalized,3,2/10/15 2:19,"Grayshott, Hampshire, England",1,10-Sep-60,1,White,1,Na,1,Straight,1,2011,1,Best Actor,http://www.nndb.com/people/813/000043684/,,,The King's Speech,Colin Firth,,,,
670454523,FALSE,finalized,3,2/10/15 3:53,"Rueil-Malmaison, Hauts-De-Seine, France",1,19-Jun-72,1,White,1,Na,1,Straight,1,2012,1,Best Actor,http://www.nndb.com/people/303/000281457/,,,The Artist,Jean Dujardin,,,,
670454524,FALSE,finalized,3,2/10/15 2:00,"London, England",1,29-Apr-57,1,White,1,Na,1,Straight,1,2013,1,Best Actor,http://www.nndb.com/people/788/000022722/,,,Lincoln,Daniel Day-Lewis,,,,
670454525,FALSE,finalized,3,2/10/15 2:18,"Uvalde, Tx",1,4-Nov-69,1,White,1,Na,1,Straight,1,2014,1,Best Actor,http://www.nndb.com/people/583/000023514/,,,Dallas Buyers Club,Matthew McConaughey,,,,
670454526,FALSE,finalized,3,2/10/15 1:51,"Swampscott, Ma",1,25-Jul-1894,1,White,1,Na,1,Straight,1,1938,1,Best Supporting Actor,http://www.nndb.com/people/347/000032251/,,,Come and Get It,Walter Brennan,,,,
670454527,FALSE,finalized,3,2/10/15 1:48,"Vienna, Austria",1,22-Mar-1896,1,White,1,Na,1,Straight,1,1938,1,Best Supporting Actor,http://www.nndb.com/people/115/000063923/,,,The Life of Emile Zola,Joseph Schildkraut,,,,
670454528,FALSE,finalized,3,2/10/15 1:59,"Swampscott, Ma",1,25-Jul-1894,1,White,1,Na,1,Straight,1,1939,1,Best Supporting Actor,http://www.nndb.com/people/347/000032251/,,,Kentucky,Walter Brennan,,,,
670454529,FALSE,finalized,3,2/10/15 3:58,"Elizabeth, Nj",1,11-Jul-1892,1,White,1,Na,1,Straight,1,1940,1,Best Supporting Actor,http://www.nndb.com/people/116/000063924/,,,Stagecoach,Thomas Mitchell,,,,
670454530,FALSE,finalized,3,2/10/15 3:50,"Swampscott, Ma",1,25-Jul-1894,1,White,1,Na,1,Straight,1,1941,1,Best Supporting Actor,http://www.nndb.com/people/347/000032251/,,,The Westerner,Walter Brennan,,,,
670454531,FALSE,finalized,3,2/10/15 4:07,"London, England",1,27-Jul-1880,1,White,1,Na,1,Straight,1,1942,1,Best Supporting Actor,http://www.nndb.com/people/689/000031596/,,,How Green Was My Valley,Donald Crisp,,,,
670454532,TRUE,golden,90,,"Walters, Ok",1,13-Dec-10,1,White,1,Na,1,Straight,1,1943,1,Best Supporting Actor,http://www.nndb.com/people/680/000042554/,,,Johnny Eager,Van Heflin,,Na,,
670454533,FALSE,finalized,3,2/10/15 1:56,"Savannah, Ga",1,17-Jun-1877,1,White,1,Na,1,Straight,1,1944,1,Best Supporting Actor,http://www.nndb.com/people/127/000063935/,,,The More the Merrier,Charles Coburn,,,,
670454534,FALSE,finalized,3,2/10/15 2:16,"Dublin, Ireland",1,10-Mar-1888,1,White,1,Protestant,1,Na,1,1945,1,Best Supporting Actor,http://www.nndb.com/people/126/000063934/,,,Going My Way,Barry Fitzgerald,,,,
670454535,FALSE,finalized,3,2/10/15 3:51,New York City,1,2-Nov-1901,1,White,1,Na,1,Straight,1,1946,1,Best Supporting Actor,http://www.nndb.com/people/125/000063933/,,,A Tree Grows in Brooklyn,James Dunn,,,,
670454536,FALSE,finalized,3,2/10/15 2:04,"North Sydney, Nova Scotia, Canada",1,14-Jan-14,1,White,1,Na,1,Straight,1,1947,1,Best Supporting Actor,http://www.nndb.com/people/124/000063932/,,,The Best Years of Our Lives,Harold Russell,,,,
670454537,FALSE,finalized,3,2/10/15 2:07,"Vale of Glamorgan, Wales",1,26-Sep-1875,0.6667,White,1,Na,1,Na,1,1948,1,Best Supporting Actor,http://www.nndb.com/people/123/000063931/,,,Miracle on 34th Street,Edmund Gwenn,,,,
670454538,FALSE,finalized,3,2/10/15 2:05,"Toronto, Ontario, Canada",1,6-Apr-1884,1,White,1,Na,1,Straight,1,1949,1,Best Supporting Actor,http://www.nndb.com/people/122/000063930/,,,The Treasure of the Sierra Madre,Walter Huston,,,,
670454539,FALSE,finalized,3,2/10/15 2:18,"Lima, Oh",1,7-Nov-1903,1,White,1,Na,1,Straight,1,1950,1,Best Supporting Actor,http://www.nndb.com/people/121/000063929/,,,Twelve O'Clock High,Dean Jagger,,,,
670454540,FALSE,finalized,3,2/10/15 2:08,"St. Petersburg, Russia",1,3-Jul-06,1,White,1,Na,1,Straight,1,1951,1,Best Supporting Actor,http://www.nndb.com/people/728/000043599/,,,All About Eve,George Sanders,,,,
670454541,FALSE,finalized,3,2/10/15 1:52,"Chicago, Il",1,22-Mar-12,1,White,1,Na,1,Straight,1,1952,1,Best Supporting Actor,http://www.nndb.com/people/553/000022487/,,,A Streetcar Named Desire,Karl Malden,,,,
670454542,FALSE,finalized,3,2/10/15 1:51,"Chihuahua, Mexico",1,21-Apr-15,1,Hispanic,1,Na,1,Straight,1,1953,1,Best Supporting Actor,http://www.nndb.com/people/228/000032132/,,,Viva Zapata!,Anthony Quinn,,,,
670454543,FALSE,finalized,3,2/10/15 2:06,"Hoboken, Nj",1,12-Dec-15,1,White,1,Na,1,Straight,1,1954,1,Best Supporting Actor,http://www.nndb.com/people/300/000026222/,,,From Here to Eternity,Frank Sinatra,,,,
670454544,FALSE,finalized,3,2/10/15 3:51,New York City,1,10-Sep-15,1,White,1,Roman Catholic,1,Straight,1,1955,1,Best Supporting Actor,http://www.nndb.com/people/620/000042494/,,,The Barefoot Contessa,Edmond O'Brien,,,,
670454545,FALSE,finalized,3,2/10/15 2:04,"Newton, Ma",1,8-Feb-25,1,White,1,Roman Catholic,1,Straight,1,1956,1,Best Supporting Actor,http://www.nndb.com/people/714/000026636/,,,Mister Roberts,Jack Lemmon,,,,
670454546,FALSE,finalized,3,2/10/15 3:58,"Chihuahua, Mexico",1,21-Apr-15,1,Hispanic,1,Na,1,Straight,1,1957,1,Best Supporting Actor,http://www.nndb.com/people/228/000032132/,,,Lust for Life,Anthony Quinn,,,,
670454547,FALSE,finalized,3,2/10/15 4:06,New York City,1,5-Feb-19,1,White,1,Jewish,1,Straight,1,1958,1,Best Supporting Actor,http://www.nndb.com/people/820/000022754/,,,Sayonara,Red Buttons,,,,
670454548,FALSE,finalized,3,2/10/15 1:51,"Hunt City, Il",1,14-Jun-09,1,White,1,Na,1,Straight,1,1959,1,Best Supporting Actor,http://www.nndb.com/people/679/000042553/,,,The Big Country,Burl Ives,,,,
670454549,FALSE,finalized,3,2/10/15 2:03,"Marian Glas, Anglesey, Wales",1,30-May-12,1,White,1,Na,1,Na,1,1960,1,Best Supporting Actor,http://www.nndb.com/people/120/000063928/,,,Ben-Hur,Hugh Griffith,,,,
670454550,FALSE,finalized,3,2/10/15 2:15,"London, England",1,16-Apr-21,1,White,1,Na,1,Straight,1,1961,1,Best Supporting Actor,http://www.nndb.com/people/810/000022744/,,,Spartacus,Peter Ustinov,,,,
670454551,FALSE,finalized,3,2/10/15 2:04,"Norwood, Oh",1,16-Sep-34,1,White,1,Na,1,Gay,1,1962,1,Best Supporting Actor,http://www.nndb.com/people/119/000063927/,,,West Side Story,George Chakiris,,,,
670454552,FALSE,finalized,3,2/10/15 2:03,"Hartford, Ct",1,25-Mar-1901,1,White,1,Na,1,Straight,1,1963,1,Best Supporting Actor,http://www.nndb.com/people/915/000043786/,,,Sweet Bird of Youth,"Ed Begley, Sr.",,,,
670454553,FALSE,finalized,3,2/10/15 2:16,"Macon, Ga",1,5-Apr-1901,1,White,1,Jewish,1,Straight,1,1964,1,Best Supporting Actor,http://www.nndb.com/people/100/000063908/,,,Hud,Melvyn Douglas,,,,
670454554,FALSE,finalized,3,2/10/15 1:51,"London, England",1,16-Apr-21,1,White,1,Na,1,Straight,1,1965,1,Best Supporting Actor,http://www.nndb.com/people/810/000022744/,,,Topkapi,Peter Ustinov,,,,
670454555,FALSE,finalized,3,2/10/15 2:03,"Bronx, Ny",1,4-Nov-19,1,White,1,Na,1,Straight,1,1966,1,Best Supporting Actor,http://www.nndb.com/people/111/000063919/,,,A Thousand Clowns,Martin Balsam,,,,
670454556,FALSE,finalized,3,2/10/15 1:59,New York City,1,1-Oct-20,1,White,1,Jewish,1,Straight,1,1967,1,Best Supporting Actor,http://www.nndb.com/people/768/000023699/,,,The Fortune Cookie,Walter Matthau,,,,
670454557,FALSE,finalized,3,2/10/15 2:04,New York City,1,18-Feb-25,1,White,1,Na,1,Straight,1,1968,1,Best Supporting Actor,http://www.nndb.com/people/001/000022932/,,,Cool Hand Luke,George Kennedy,,,,
670454558,TRUE,golden,84,,"Malden, Ma",0.9595,16-Jun-07,1,White,1,Na,1,Na,1,1969,0.9646,Best Supporting Actor,http://www.nndb.com/people/559/000049412/,,16-Jun-07,The Subject Was Roses,Jack Albertson,,,,1969
670454559,FALSE,finalized,3,2/10/15 2:14,"St. Cloud, Mn",1,4-Nov-13,1,White,1,Na,1,Straight,1,1970,1,Best Supporting Actor,http://www.nndb.com/people/110/000063918/,,,"They Shoot Horses, Don't They?",Gig Young,,,,
670454560,FALSE,finalized,3,2/10/15 1:48,"Felixstowe, Suffolk, England",1,22-Feb-08,1,White,1,Na,1,Straight,1,1971,1,Best Supporting Actor,http://www.nndb.com/people/701/000030611/,,,Ryan's Daughter,John Mills,,,,
670454561,FALSE,finalized,3,2/10/15 1:56,"Shidler, Ok",1,13-Jun-18,1,White,1,Na,1,Straight,1,1972,1,Best Supporting Actor,http://www.nndb.com/people/425/000064233/,,,The Last Picture Show,Ben Johnson,,,,
670454562,FALSE,finalized,3,2/10/15 1:52,"Cleveland, Oh",1,11-Apr-32,1,White,1,Jewish,1,Gay,1,1973,1,Best Supporting Actor,http://www.nndb.com/people/853/000048709/,,,Cabaret,Joel Grey,,,,
670454563,FALSE,finalized,3,2/10/15 2:07,"Bucharest, Romania",1,22-Sep-1902,1,White,1,Na,1,Straight,0.6667,1974,1,Best Supporting Actor,http://www.nndb.com/people/686/000042560/,,,The Paper Chase,John Houseman,,,,
670454564,FALSE,finalized,3,2/10/15 1:53,New York City,1,17-Aug-43,1,White,1,Roman Catholic,1,Straight,1,1975,1,Best Supporting Actor,http://www.nndb.com/people/765/000023696/,,,The Godfather Part II,Robert De Niro,,,,
670454565,FALSE,finalized,3,2/10/15 1:48,New York City,1,20-Jan-1896,1,White,1,Jewish,1,Straight,1,1976,1,Best Supporting Actor,http://www.nndb.com/people/895/000022829/,,,The Sunshine Boys,George Burns,,,,
670454566,TRUE,golden,91,,"Chicago, Il",1,26-Jul-22,0.9596,White,1,Na,1,Straight,1,1977,1,Best Supporting Actor,http://www.nndb.com/people/224/000032128/,,,All the President's Men,Jason Robards,,,,1977
670454567,FALSE,finalized,3,2/10/15 1:53,"Chicago, Il",1,26-Jul-22,1,White,1,Na,1,Straight,1,1978,1,Best Supporting Actor,http://www.nndb.com/people/224/000032128/,,,Julia,Jason Robards,,,,
670454568,FALSE,finalized,3,2/10/15 1:46,"Astoria, Ny",1,31-Mar-43,1,White,1,Na,1,Straight,1,1979,1,Best Supporting Actor,http://www.nndb.com/people/618/000022552/,,,The Deer Hunter,Christopher Walken,,,,
670454569,FALSE,finalized,3,2/10/15 2:09,"Macon, Ga",1,5-Apr-1901,1,White,1,Jewish,1,Straight,1,1980,1,Best Supporting Actor,http://www.nndb.com/people/100/000063908/,,,Being There,Melvyn Douglas,,,,
670454570,FALSE,finalized,3,2/10/15 2:18,"Malibu, Ca",1,16-Aug-60,1,White,1,Na,1,Straight,1,1981,1,Best Supporting Actor,http://www.nndb.com/people/378/000024306/,,,Oridnary People,Timothy Hutton,,,,
670454571,FALSE,finalized,3,2/10/15 2:07,"London, England",0.6667,14-Apr-04,1,White,1,Na,1,Gay,1,1982,1,Best Supporting Actor,http://www.nndb.com/people/589/000033490/,,,Arthur,John Gielgud,,,,
670454572,FALSE,finalized,3,2/10/15 3:50,"Brooklyn, Ny",1,27-May-36,1,Black,1,Na,1,Straight,1,1983,1,Best Supporting Actor,http://www.nndb.com/people/906/000023837/,,,An Officer and a Gentleman,"Lou Gossett, Jr.",,,,
670454573,FALSE,finalized,3,2/10/15 2:03,New York City,1,22-Apr-37,1,White,1,Atheist,1,Straight,1,1984,1,Best Supporting Actor,http://www.nndb.com/people/722/000022656/,,,Terms of Endearment,Jack Nicholson,,,,
670454574,FALSE,finalized,3,2/10/15 1:51,"Samrong Young, Cambodia",1,22-Mar-40,1,Asian,1,Buddhist,1,Straight,1,1985,1,Best Supporting Actor,http://www.nndb.com/people/093/000063901/,,,The Killing Fields,Haing S. Ngor,,,,
670454575,FALSE,finalized,3,2/10/15 2:04,"Kenosha, Wi",1,31-May-04,1,White,1,Roman Catholic,1,Straight,1,1986,1,Best Supporting Actor,http://www.nndb.com/people/736/000024664/,,,Cocoon,Don Ameche,,,,
670454576,FALSE,finalized,3,2/10/15 1:55,"Bermondsey, England",1,14-Mar-33,1,White,1,Na,1,Straight,1,1987,1,Best Supporting Actor,http://www.nndb.com/people/754/000022688/,,,Hannah and Her Sisters,Michael Caine,,,,
670454577,FALSE,finalized,3,2/10/15 3:50,"Edinburgh, Scotland",1,25-Aug-30,1,White,1,Roman Catholic,1,Straight,1,1988,1,Best Supporting Actor,http://www.nndb.com/people/881/000022815/,,,The Untouchables,Sean Connery,,,,
670454578,FALSE,finalized,3,2/10/15 2:18,"St. Louis, Mo",1,24-Oct-47,1,White,1,Roman Catholic,1,Straight,1,1989,1,Best Supporting Actor,http://www.nndb.com/people/819/000024747/,,,A Fish Called Wanda,Kevin Kline,,,,
670454579,FALSE,finalized,3,2/10/15 2:04,"Mount Vernon, Ny",1,28-Dec-54,1,Black,1,Protestant,1,Straight,1,1990,1,Best Supporting Actor,http://www.nndb.com/people/665/000023596/,,,Glory,Denzel Washington,,,,
670454580,FALSE,finalized,3,2/10/15 2:09,"Newark, Nj",1,9-Feb-43,1,White,1,Na,1,Straight,1,1991,1,Best Supporting Actor,http://www.nndb.com/people/582/000022516/,,,Good Fellas,Joe Pesci,,,,
670454581,FALSE,finalized,3,2/10/15 1:57,"Lattimer Mines, Pa",1,18-Feb-19,1,White,1,Na,1,Straight,1,1992,1,Best Supporting Actor,http://www.nndb.com/people/579/000022513/,,,City Slickers,Jack Palance,,,,
670454582,FALSE,finalized,3,2/10/15 1:47,"San Bernardino, Ca",1,30-Jan-30,1,White,1,Na,1,Straight,1,1993,1,Best Supporting Actor,http://www.nndb.com/people/878/000022812/,,,Unforgiven,Gene Hackman,,,,
670454583,FALSE,finalized,3,2/10/15 2:04,"San Saba, Tx",1,15-Sep-46,1,White,1,Na,1,Straight,1,1994,1,Best Supporting Actor,http://www.nndb.com/people/530/000022464/,,,The Fugitive,Tommy Lee Jones,,,,
670454584,FALSE,finalized,3,2/10/15 2:11,"Brooklyn, Ny",1,20-Jun-31,1,White,1,Jewish,1,Straight,1,1995,1,Best Supporting Actor,http://www.nndb.com/people/431/000023362/,,,Ed Wood,Martin Landau,,,,
