Transaction,Item,date_time,period_day,weekday_weekend
917,Brownie,09-11-2016 12:50,afternoon,weekday
918,Coffee,09-11-2016 13:00,afternoon,weekday
919,Bread,09-11-2016 13:02,afternoon,weekday
919,Cookies,09-11-2016 13:02,afternoon,weekday
920,Fudge,09-11-2016 13:07,afternoon,weekday
920,Eggs,09-11-2016 13:07,afternoon,weekday
921,Bread,09-11-2016 13:15,afternoon,weekday
922,Bread,09-11-2016 13:16,afternoon,weekday
922,Muffin,09-11-2016 13:16,afternoon,weekday
923,Soup,09-11-2016 13:22,afternoon,weekday
924,Coffee,09-11-2016 13:24,afternoon,weekday
924,Bread Pudding,09-11-2016 13:24,afternoon,weekday
925,Bread,09-11-2016 13:44,afternoon,weekday
925,Tartine,09-11-2016 13:44,afternoon,weekday
926,Sandwich,09-11-2016 14:15,afternoon,weekday
926,Coffee,09-11-2016 14:15,afternoon,weekday
926,Fudge,09-11-2016 14:15,afternoon,weekday
926,Jam,09-11-2016 14:15,afternoon,weekday
926,Bread Pudding,09-11-2016 14:15,afternoon,weekday
927,Bread Pudding,09-11-2016 14:16,afternoon,weekday
927,Soup,09-11-2016 14:16,afternoon,weekday
927,Coffee,09-11-2016 14:16,afternoon,weekday
928,Hearty & Seasonal,09-11-2016 14:21,afternoon,weekday
928,Bread,09-11-2016 14:21,afternoon,weekday
929,Coffee,09-11-2016 14:26,afternoon,weekday
929,Coffee,09-11-2016 14:26,afternoon,weekday
929,Cookies,09-11-2016 14:26,afternoon,weekday
930,Coffee,09-11-2016 14:33,afternoon,weekday
931,Bread,09-11-2016 14:45,afternoon,weekday
932,Coffee,09-11-2016 15:17,afternoon,weekday
932,Bread,09-11-2016 15:17,afternoon,weekday
932,Soup,09-11-2016 15:17,afternoon,weekday
933,Soup,09-11-2016 15:22,afternoon,weekday
933,Tea,09-11-2016 15:22,afternoon,weekday
933,Focaccia,09-11-2016 15:22,afternoon,weekday
934,Coffee,09-11-2016 16:02,afternoon,weekday
934,My-5 Fruit Shoot,09-11-2016 16:02,afternoon,weekday
934,Cookies,09-11-2016 16:02,afternoon,weekday
935,Coffee,09-11-2016 16:31,afternoon,weekday
935,Coffee,09-11-2016 16:31,afternoon,weekday
936,Coffee,09-11-2016 18:04,evening,weekday
936,Sandwich,09-11-2016 18:04,evening,weekday
936,Tea,09-11-2016 18:04,evening,weekday
937,Scandinavian,09-11-2016 18:09,evening,weekday
938,Adjustment,09-11-2016 19:49,evening,weekday
939,Coffee,10-11-2016 08:51,morning,weekday
940,Medialuna,10-11-2016 08:52,morning,weekday
940,Coffee,10-11-2016 08:52,morning,weekday
941,Bread,10-11-2016 08:59,morning,weekday
942,Bread,10-11-2016 09:00,morning,weekday
943,Coffee,10-11-2016 09:06,morning,weekday
943,Pastry,10-11-2016 09:06,morning,weekday
944,Farm House,10-11-2016 09:12,morning,weekday
945,Medialuna,10-11-2016 09:15,morning,weekday
945,Brownie,10-11-2016 09:15,morning,weekday
946,Bread,10-11-2016 09:19,morning,weekday
946,Pastry,10-11-2016 09:19,morning,weekday
946,Brownie,10-11-2016 09:19,morning,weekday
947,Pastry,10-11-2016 09:24,morning,weekday
947,Bread,10-11-2016 09:24,morning,weekday
947,Cookies,10-11-2016 09:24,morning,weekday
948,Bread,10-11-2016 09:29,morning,weekday
948,Bread,10-11-2016 09:29,morning,weekday
949,Cookies,10-11-2016 09:32,morning,weekday
949,Pastry,10-11-2016 09:32,morning,weekday
949,Coffee,10-11-2016 09:32,morning,weekday
949,Juice,10-11-2016 09:32,morning,weekday
950,Pastry,10-11-2016 09:37,morning,weekday
950,Cookies,10-11-2016 09:37,morning,weekday
950,Coffee,10-11-2016 09:37,morning,weekday
951,Coffee,10-11-2016 09:38,morning,weekday
951,Medialuna,10-11-2016 09:38,morning,weekday
952,Bread,10-11-2016 09:48,morning,weekday
953,Tartine,10-11-2016 09:53,morning,weekday
953,Coffee,10-11-2016 09:53,morning,weekday
954,Coffee,10-11-2016 09:54,morning,weekday
954,Medialuna,10-11-2016 09:54,morning,weekday
955,Bread,10-11-2016 10:00,morning,weekday
956,Bread,10-11-2016 10:03,morning,weekday
956,Coffee,10-11-2016 10:03,morning,weekday
956,Alfajores,10-11-2016 10:03,morning,weekday
956,Cookies,10-11-2016 10:03,morning,weekday
957,Bread,10-11-2016 10:05,morning,weekday
957,Coffee,10-11-2016 10:05,morning,weekday
957,Coffee,10-11-2016 10:05,morning,weekday
958,Bread,10-11-2016 10:34,morning,weekday
959,Bread,10-11-2016 10:50,morning,weekday
959,Coffee,10-11-2016 10:50,morning,weekday
959,Tea,10-11-2016 10:50,morning,weekday
959,Keeping It Local,10-11-2016 10:50,morning,weekday
959,Jam,10-11-2016 10:50,morning,weekday
959,Cookies,10-11-2016 10:50,morning,weekday
960,Pastry,10-11-2016 10:51,morning,weekday
960,Coffee,10-11-2016 10:51,morning,weekday
960,Juice,10-11-2016 10:51,morning,weekday
961,Medialuna,10-11-2016 10:57,morning,weekday
961,Bread,10-11-2016 10:57,morning,weekday
961,Focaccia,10-11-2016 10:57,morning,weekday
962,Pastry,10-11-2016 10:58,morning,weekday
962,Medialuna,10-11-2016 10:58,morning,weekday
962,Coffee,10-11-2016 10:58,morning,weekday
963,Coffee,10-11-2016 11:10,morning,weekday
964,Coffee,10-11-2016 11:19,morning,weekday
965,Coffee,10-11-2016 11:23,morning,weekday
965,Cookies,10-11-2016 11:23,morning,weekday
965,Truffles,10-11-2016 11:23,morning,weekday
965,Brownie,10-11-2016 11:23,morning,weekday
965,Bread,10-11-2016 11:23,morning,weekday
966,Art Tray,10-11-2016 11:32,morning,weekday
966,Tea,10-11-2016 11:32,morning,weekday
967,Bread,10-11-2016 11:34,morning,weekday
968,Coffee,10-11-2016 11:46,morning,weekday
969,Coffee,10-11-2016 11:54,morning,weekday
969,Cookies,10-11-2016 11:54,morning,weekday
970,Brownie,10-11-2016 12:01,afternoon,weekday
971,Bread,10-11-2016 12:02,afternoon,weekday
971,Tea,10-11-2016 12:02,afternoon,weekday
971,Empanadas,10-11-2016 12:02,afternoon,weekday
972,Bread,10-11-2016 12:06,afternoon,weekday
972,Hot chocolate,10-11-2016 12:06,afternoon,weekday
973,Coffee,10-11-2016 12:08,afternoon,weekday
973,Cookies,10-11-2016 12:08,afternoon,weekday
974,Bread,10-11-2016 12:11,afternoon,weekday
975,Tartine,10-11-2016 12:35,afternoon,weekday
975,Sandwich,10-11-2016 12:35,afternoon,weekday
975,Tea,10-11-2016 12:35,afternoon,weekday
975,Bread,10-11-2016 12:35,afternoon,weekday
976,Soup,10-11-2016 12:38,afternoon,weekday
976,Sandwich,10-11-2016 12:38,afternoon,weekday
976,Bread,10-11-2016 12:38,afternoon,weekday
977,Soup,10-11-2016 12:42,afternoon,weekday
977,Bread,10-11-2016 12:42,afternoon,weekday
978,Fudge,10-11-2016 12:44,afternoon,weekday
979,Coffee,10-11-2016 13:05,afternoon,weekday
980,Coffee,10-11-2016 13:10,afternoon,weekday
980,Empanadas,10-11-2016 13:10,afternoon,weekday
980,Soup,10-11-2016 13:10,afternoon,weekday
981,Bread,10-11-2016 13:14,afternoon,weekday
981,Coffee,10-11-2016 13:14,afternoon,weekday
981,Brownie,10-11-2016 13:14,afternoon,weekday
982,Coffee,10-11-2016 13:24,afternoon,weekday
982,Smoothies,10-11-2016 13:24,afternoon,weekday
982,Juice,10-11-2016 13:24,afternoon,weekday
982,Soup,10-11-2016 13:24,afternoon,weekday
982,Hearty & Seasonal,10-11-2016 13:24,afternoon,weekday
983,Alfajores,10-11-2016 13:43,afternoon,weekday
983,Sandwich,10-11-2016 13:43,afternoon,weekday
983,Hot chocolate,10-11-2016 13:43,afternoon,weekday
983,Coffee,10-11-2016 13:43,afternoon,weekday
983,Scandinavian,10-11-2016 13:43,afternoon,weekday
983,Cookies,10-11-2016 13:43,afternoon,weekday
984,Tea,10-11-2016 13:52,afternoon,weekday
984,Coffee,10-11-2016 13:52,afternoon,weekday
985,Bread,10-11-2016 13:59,afternoon,weekday
985,Cookies,10-11-2016 13:59,afternoon,weekday
986,Alfajores,10-11-2016 14:04,afternoon,weekday
986,Cookies,10-11-2016 14:04,afternoon,weekday
986,Bread,10-11-2016 14:04,afternoon,weekday
986,Bread,10-11-2016 14:04,afternoon,weekday
987,Tea,10-11-2016 14:06,afternoon,weekday
987,Brownie,10-11-2016 14:06,afternoon,weekday
988,Tea,10-11-2016 14:08,afternoon,weekday
988,Bread,10-11-2016 14:08,afternoon,weekday
989,Coffee,10-11-2016 14:09,afternoon,weekday
989,Alfajores,10-11-2016 14:09,afternoon,weekday
990,Bread,10-11-2016 14:38,afternoon,weekday
991,Empanadas,10-11-2016 14:42,afternoon,weekday
991,Coffee,10-11-2016 14:42,afternoon,weekday
992,Bread,10-11-2016 15:01,afternoon,weekday
993,Coffee,10-11-2016 15:03,afternoon,weekday
993,Hot chocolate,10-11-2016 15:03,afternoon,weekday
994,Coffee,10-11-2016 15:10,afternoon,weekday
995,Coffee,10-11-2016 15:14,afternoon,weekday
995,Brownie,10-11-2016 15:14,afternoon,weekday
996,Tea,10-11-2016 15:22,afternoon,weekday
996,Hot chocolate,10-11-2016 15:22,afternoon,weekday
996,Brownie,10-11-2016 15:22,afternoon,weekday
996,Truffles,10-11-2016 15:22,afternoon,weekday
997,Coffee,10-11-2016 15:40,afternoon,weekday
997,Keeping It Local,10-11-2016 15:40,afternoon,weekday
998,Coffee,10-11-2016 15:54,afternoon,weekday
999,Alfajores,10-11-2016 16:04,afternoon,weekday
1000,Scandinavian,10-11-2016 16:11,afternoon,weekday
1000,Chimichurri Oil,10-11-2016 16:11,afternoon,weekday
1001,Bread,10-11-2016 16:14,afternoon,weekday
1001,Truffles,10-11-2016 16:14,afternoon,weekday
1002,Brownie,10-11-2016 16:15,afternoon,weekday
1002,Focaccia,10-11-2016 16:15,afternoon,weekday
1003,Coffee,10-11-2016 16:17,afternoon,weekday
1003,Bread,10-11-2016 16:17,afternoon,weekday
1004,Coffee,10-11-2016 16:21,afternoon,weekday
1004,Tea,10-11-2016 16:21,afternoon,weekday
1004,Art Tray,10-11-2016 16:21,afternoon,weekday
1004,Cookies,10-11-2016 16:21,afternoon,weekday
1005,Coffee,10-11-2016 16:22,afternoon,weekday
1006,Bread,10-11-2016 16:31,afternoon,weekday
1007,Coffee,10-11-2016 17:23,evening,weekday
1007,Alfajores,10-11-2016 17:23,evening,weekday
1007,Alfajores,10-11-2016 17:23,evening,weekday
1007,Coke,10-11-2016 17:23,evening,weekday
1008,Bread,11-11-2016 08:23,morning,weekday
1009,Bread,11-11-2016 08:23,morning,weekday
1010,Bread,11-11-2016 08:26,morning,weekday
1010,Pastry,11-11-2016 08:26,morning,weekday
1010,Medialuna,11-11-2016 08:26,morning,weekday
1010,Coffee,11-11-2016 08:26,morning,weekday
1011,Coffee,11-11-2016 08:27,morning,weekday
1012,Bread,11-11-2016 08:40,morning,weekday
1012,Keeping It Local,11-11-2016 08:40,morning,weekday
1013,Bread,11-11-2016 08:42,morning,weekday
1014,Coffee,11-11-2016 08:53,morning,weekday
1014,Scandinavian,11-11-2016 08:53,morning,weekday
1015,Bread,11-11-2016 08:56,morning,weekday
1015,Farm House,11-11-2016 08:56,morning,weekday
1015,Pastry,11-11-2016 08:56,morning,weekday
1015,Medialuna,11-11-2016 08:56,morning,weekday
1016,Medialuna,11-11-2016 08:58,morning,weekday
1017,Coffee,11-11-2016 09:08,morning,weekday
1018,Bread,11-11-2016 09:11,morning,weekday
1018,Farm House,11-11-2016 09:11,morning,weekday
1019,Bread,11-11-2016 09:13,morning,weekday
1020,Keeping It Local,11-11-2016 09:16,morning,weekday
1020,Bread,11-11-2016 09:16,morning,weekday
1021,Bread,11-11-2016 09:18,morning,weekday
1021,Medialuna,11-11-2016 09:18,morning,weekday
1022,Tea,11-11-2016 09:22,morning,weekday
1023,Coffee,11-11-2016 09:25,morning,weekday
1023,Coffee,11-11-2016 09:25,morning,weekday
1023,Pastry,11-11-2016 09:25,morning,weekday
1023,Keeping It Local,11-11-2016 09:25,morning,weekday
1024,Coffee,11-11-2016 09:28,morning,weekday
1025,Tea,11-11-2016 09:29,morning,weekday
1026,Hot chocolate,11-11-2016 09:33,morning,weekday
1027,Tea,11-11-2016 09:39,morning,weekday
1027,Sandwich,11-11-2016 09:39,morning,weekday
1028,Bread,11-11-2016 09:51,morning,weekday
1029,Medialuna,11-11-2016 09:57,morning,weekday
1029,Muffin,11-11-2016 09:57,morning,weekday
1029,Brownie,11-11-2016 09:57,morning,weekday
1030,Coffee,11-11-2016 10:03,morning,weekday
1030,Muffin,11-11-2016 10:03,morning,weekday
1031,Bread,11-11-2016 10:06,morning,weekday
1032,Coffee,11-11-2016 10:07,morning,weekday
1032,Medialuna,11-11-2016 10:07,morning,weekday
1033,Coffee,11-11-2016 10:09,morning,weekday
1034,Coffee,11-11-2016 10:09,morning,weekday
1034,Medialuna,11-11-2016 10:09,morning,weekday
1035,Coffee,11-11-2016 10:12,morning,weekday
1036,Coffee,11-11-2016 10:18,morning,weekday
1036,Hot chocolate,11-11-2016 10:18,morning,weekday
1036,Brownie,11-11-2016 10:18,morning,weekday
1036,Bread,11-11-2016 10:18,morning,weekday
1037,Bread,11-11-2016 10:21,morning,weekday
1037,Bread,11-11-2016 10:21,morning,weekday
1038,Bread,11-11-2016 10:24,morning,weekday
1039,Coffee,11-11-2016 10:31,morning,weekday
1039,Brownie,11-11-2016 10:31,morning,weekday
1040,Ella's Kitchen Pouches,11-11-2016 10:34,morning,weekday
1040,Coffee,11-11-2016 10:34,morning,weekday
1040,Coffee,11-11-2016 10:34,morning,weekday
1040,Medialuna,11-11-2016 10:34,morning,weekday
1040,Pastry,11-11-2016 10:34,morning,weekday
1041,Jam,11-11-2016 10:35,morning,weekday
1042,Bread,11-11-2016 10:38,morning,weekday
1043,Ella's Kitchen Pouches,11-11-2016 10:44,morning,weekday
1044,Coffee,11-11-2016 10:46,morning,weekday
1044,Coffee,11-11-2016 10:46,morning,weekday
1044,Muffin,11-11-2016 10:46,morning,weekday
1046,Tea,11-11-2016 11:13,morning,weekday
1046,Coffee,11-11-2016 11:13,morning,weekday
1046,Truffles,11-11-2016 11:13,morning,weekday
1047,Coffee,11-11-2016 11:14,morning,weekday
1048,Pastry,11-11-2016 11:18,morning,weekday
1048,Brownie,11-11-2016 11:18,morning,weekday
1049,Brownie,11-11-2016 11:20,morning,weekday
1049,Bread,11-11-2016 11:20,morning,weekday
1050,Bread,11-11-2016 11:21,morning,weekday
1050,Coffee,11-11-2016 11:21,morning,weekday
1051,Bread,11-11-2016 11:23,morning,weekday
1051,Pastry,11-11-2016 11:23,morning,weekday
1052,Alfajores,11-11-2016 11:25,morning,weekday
1052,Bread,11-11-2016 11:25,morning,weekday
1053,Brownie,11-11-2016 11:31,morning,weekday
1053,Muffin,11-11-2016 11:31,morning,weekday
1053,Scandinavian,11-11-2016 11:31,morning,weekday
1054,Coffee,11-11-2016 11:32,morning,weekday
1055,Fudge,11-11-2016 11:34,morning,weekday
1056,Tea,11-11-2016 11:41,morning,weekday
1056,Brownie,11-11-2016 11:41,morning,weekday
1057,Bread,11-11-2016 11:42,morning,weekday
1058,Bread,11-11-2016 11:45,morning,weekday
1058,Muffin,11-11-2016 11:45,morning,weekday
1059,Scandinavian,11-11-2016 11:56,morning,weekday
1060,Bread,11-11-2016 11:56,morning,weekday
1061,Coffee,11-11-2016 11:56,morning,weekday
1062,Bread,11-11-2016 12:02,afternoon,weekday
1063,Coffee,11-11-2016 12:07,afternoon,weekday
1063,Soup,11-11-2016 12:07,afternoon,weekday
1064,Soup,11-11-2016 12:17,afternoon,weekday
1065,Coffee,11-11-2016 12:19,afternoon,weekday
1065,Bread,11-11-2016 12:19,afternoon,weekday
1065,Coffee,11-11-2016 12:19,afternoon,weekday
1065,Alfajores,11-11-2016 12:19,afternoon,weekday
1065,Alfajores,11-11-2016 12:19,afternoon,weekday
1066,Farm House,11-11-2016 12:21,afternoon,weekday
1068,Farm House,11-11-2016 12:40,afternoon,weekday
1068,Chimichurri Oil,11-11-2016 12:40,afternoon,weekday
1069,Farm House,11-11-2016 12:55,afternoon,weekday
1070,Sandwich,11-11-2016 12:58,afternoon,weekday
1071,Soup,11-11-2016 13:05,afternoon,weekday
1071,Bread,11-11-2016 13:05,afternoon,weekday
1072,Coffee,11-11-2016 13:32,afternoon,weekday
1072,Art Tray,11-11-2016 13:32,afternoon,weekday
1072,Frittata,11-11-2016 13:32,afternoon,weekday
1072,Sandwich,11-11-2016 13:32,afternoon,weekday
1073,Scandinavian,11-11-2016 13:46,afternoon,weekday
1073,Fairy Doors,11-11-2016 13:46,afternoon,weekday
1074,Mineral water,11-11-2016 13:49,afternoon,weekday
1074,Cookies,11-11-2016 13:49,afternoon,weekday
1075,Brownie,11-11-2016 13:50,afternoon,weekday
1075,Coffee,11-11-2016 13:50,afternoon,weekday
1075,Coffee,11-11-2016 13:50,afternoon,weekday
1076,Bread,11-11-2016 13:59,afternoon,weekday
1076,Hearty & Seasonal,11-11-2016 13:59,afternoon,weekday
1077,Hearty & Seasonal,11-11-2016 14:00,afternoon,weekday
1077,Bread,11-11-2016 14:00,afternoon,weekday
1078,Scandinavian,11-11-2016 14:15,afternoon,weekday
1078,Focaccia,11-11-2016 14:15,afternoon,weekday
1080,Fudge,11-11-2016 14:17,afternoon,weekday
1081,Coffee,11-11-2016 14:20,afternoon,weekday
1081,Tea,11-11-2016 14:20,afternoon,weekday
1081,Cake,11-11-2016 14:20,afternoon,weekday
1082,Coffee,11-11-2016 14:34,afternoon,weekday
1083,Truffles,11-11-2016 14:40,afternoon,weekday
1084,Coffee,11-11-2016 14:55,afternoon,weekday
1084,Coffee,11-11-2016 14:55,afternoon,weekday
1084,Brownie,11-11-2016 14:55,afternoon,weekday
1085,Scandinavian,11-11-2016 14:56,afternoon,weekday
1086,Muffin,11-11-2016 14:58,afternoon,weekday
1086,Coffee,11-11-2016 14:58,afternoon,weekday
1087,Soup,11-11-2016 15:08,afternoon,weekday
1087,Coke,11-11-2016 15:08,afternoon,weekday
1087,Hot chocolate,11-11-2016 15:08,afternoon,weekday
1087,Fudge,11-11-2016 15:08,afternoon,weekday
1088,Sandwich,11-11-2016 15:09,afternoon,weekday
1088,Juice,11-11-2016 15:09,afternoon,weekday
1088,Alfajores,11-11-2016 15:09,afternoon,weekday
1089,Coffee,11-11-2016 16:08,afternoon,weekday
1089,Alfajores,11-11-2016 16:08,afternoon,weekday
1090,Brownie,11-11-2016 16:20,afternoon,weekday
1090,Coffee,11-11-2016 16:20,afternoon,weekday
1090,Hot chocolate,11-11-2016 16:20,afternoon,weekday
1090,Coffee,11-11-2016 16:20,afternoon,weekday
1090,Juice,11-11-2016 16:20,afternoon,weekday
1091,Scandinavian,11-11-2016 16:29,afternoon,weekday
1092,Coffee,11-11-2016 16:35,afternoon,weekday
1093,Hot chocolate,11-11-2016 16:37,afternoon,weekday
1093,My-5 Fruit Shoot,11-11-2016 16:37,afternoon,weekday
1093,Cake,11-11-2016 16:37,afternoon,weekday
1094,Soup,11-11-2016 16:39,afternoon,weekday
1094,Sandwich,11-11-2016 16:39,afternoon,weekday
1094,Tea,11-11-2016 16:39,afternoon,weekday
1094,Alfajores,11-11-2016 16:39,afternoon,weekday
1094,Alfajores,11-11-2016 16:39,afternoon,weekday
1095,Mineral water,11-11-2016 16:40,afternoon,weekday
1096,Bread,11-11-2016 16:52,afternoon,weekday
1097,Scandinavian,11-11-2016 17:03,evening,weekday
1098,Tea,11-11-2016 17:05,evening,weekday
1099,Tea,11-11-2016 17:11,evening,weekday
1100,Fudge,11-11-2016 17:13,evening,weekday
1101,Scandinavian,11-11-2016 17:24,evening,weekday
1102,Coffee,11-11-2016 17:33,evening,weekday
1103,Coffee,11-11-2016 17:33,evening,weekday
1104,Medialuna,12-11-2016 08:44,morning,weekend
1104,Coffee,12-11-2016 08:44,morning,weekend
1105,Bread,12-11-2016 09:03,morning,weekend
1106,Bread,12-11-2016 09:14,morning,weekend
1106,Pastry,12-11-2016 09:14,morning,weekend
1106,Medialuna,12-11-2016 09:14,morning,weekend
1106,Coffee,12-11-2016 09:14,morning,weekend
1107,Pastry,12-11-2016 09:25,morning,weekend
1107,Bread,12-11-2016 09:25,morning,weekend
1108,Coffee,12-11-2016 09:38,morning,weekend
1108,Coffee,12-11-2016 09:38,morning,weekend
1108,Hot chocolate,12-11-2016 09:38,morning,weekend
1108,Bread,12-11-2016 09:38,morning,weekend
1108,Pastry,12-11-2016 09:38,morning,weekend
1108,Medialuna,12-11-2016 09:38,morning,weekend
1109,Coffee,12-11-2016 09:46,morning,weekend
1110,Jam,12-11-2016 09:48,morning,weekend
1110,Bread,12-11-2016 09:48,morning,weekend
1111,Medialuna,12-11-2016 09:49,morning,weekend
1112,Medialuna,12-11-2016 09:53,morning,weekend
1112,Medialuna,12-11-2016 09:53,morning,weekend
1112,Bread,12-11-2016 09:53,morning,weekend
1114,Coffee,12-11-2016 09:59,morning,weekend
1115,Coffee,12-11-2016 10:00,morning,weekend
1116,Bread,12-11-2016 10:07,morning,weekend
1117,Coffee,12-11-2016 10:09,morning,weekend
1117,Muffin,12-11-2016 10:09,morning,weekend
1118,Medialuna,12-11-2016 10:11,morning,weekend
1118,Bread,12-11-2016 10:11,morning,weekend
1119,Bread,12-11-2016 10:12,morning,weekend
1120,Bread,12-11-2016 10:20,morning,weekend
1120,Medialuna,12-11-2016 10:20,morning,weekend
1121,Coffee,12-11-2016 10:23,morning,weekend
1121,Pastry,12-11-2016 10:23,morning,weekend
1121,Brownie,12-11-2016 10:23,morning,weekend
1122,Medialuna,12-11-2016 10:24,morning,weekend
1122,Scandinavian,12-11-2016 10:24,morning,weekend
1123,Bread,12-11-2016 10:26,morning,weekend
1124,Coffee,12-11-2016 10:28,morning,weekend
1124,Muffin,12-11-2016 10:28,morning,weekend
1125,Bread,12-11-2016 10:33,morning,weekend
1126,Coffee,12-11-2016 10:34,morning,weekend
1127,Medialuna,12-11-2016 10:40,morning,weekend
1127,Muffin,12-11-2016 10:40,morning,weekend
1128,Bread,12-11-2016 10:45,morning,weekend
1129,Coffee,12-11-2016 10:53,morning,weekend
1130,Alfajores,12-11-2016 10:57,morning,weekend
1130,Bread,12-11-2016 10:57,morning,weekend
1130,Scandinavian,12-11-2016 10:57,morning,weekend
1131,Coffee,12-11-2016 11:01,morning,weekend
1132,Bread,12-11-2016 11:03,morning,weekend
1133,Medialuna,12-11-2016 11:05,morning,weekend
1134,Coffee,12-11-2016 11:12,morning,weekend
1134,Scandinavian,12-11-2016 11:12,morning,weekend
1135,Coffee,12-11-2016 11:15,morning,weekend
1135,Tea,12-11-2016 11:15,morning,weekend
1135,Brownie,12-11-2016 11:15,morning,weekend
1135,Truffles,12-11-2016 11:15,morning,weekend
1135,Muffin,12-11-2016 11:15,morning,weekend
1136,Tartine,12-11-2016 11:17,morning,weekend
1136,Coffee,12-11-2016 11:17,morning,weekend
1137,Coffee,12-11-2016 11:18,morning,weekend
1137,Coffee,12-11-2016 11:18,morning,weekend
1138,Alfajores,12-11-2016 11:21,morning,weekend
1138,Scandinavian,12-11-2016 11:21,morning,weekend
1139,Coffee,12-11-2016 11:29,morning,weekend
1139,Medialuna,12-11-2016 11:29,morning,weekend
1139,Hot chocolate,12-11-2016 11:29,morning,weekend
1140,Coffee,12-11-2016 11:31,morning,weekend
1140,Muffin,12-11-2016 11:31,morning,weekend
1140,Alfajores,12-11-2016 11:31,morning,weekend
1141,Farm House,12-11-2016 11:38,morning,weekend
1141,Coffee,12-11-2016 11:38,morning,weekend
1141,Coffee,12-11-2016 11:38,morning,weekend
1141,Muffin,12-11-2016 11:38,morning,weekend
1141,Brownie,12-11-2016 11:38,morning,weekend
1142,Bread,12-11-2016 11:45,morning,weekend
1142,Coffee,12-11-2016 11:45,morning,weekend
1142,Medialuna,12-11-2016 11:45,morning,weekend
1142,Farm House,12-11-2016 11:45,morning,weekend
1143,Farm House,12-11-2016 11:47,morning,weekend
1143,Scandinavian,12-11-2016 11:47,morning,weekend
1144,Truffles,12-11-2016 11:50,morning,weekend
1144,Bread,12-11-2016 11:50,morning,weekend
1144,Coffee,12-11-2016 11:50,morning,weekend
1145,Frittata,12-11-2016 12:00,afternoon,weekend
1145,Soup,12-11-2016 12:00,afternoon,weekend
1145,Coffee,12-11-2016 12:00,afternoon,weekend
1145,Coffee,12-11-2016 12:00,afternoon,weekend
1146,Scandinavian,12-11-2016 12:01,afternoon,weekend
1146,Eggs,12-11-2016 12:01,afternoon,weekend
1147,Brownie,12-11-2016 12:03,afternoon,weekend
1147,Truffles,12-11-2016 12:03,afternoon,weekend
1147,Coffee,12-11-2016 12:03,afternoon,weekend
1147,Coffee,12-11-2016 12:03,afternoon,weekend
1148,Scandinavian,12-11-2016 12:09,afternoon,weekend
1149,Coke,12-11-2016 12:19,afternoon,weekend
1150,Sandwich,12-11-2016 12:22,afternoon,weekend
1150,Soup,12-11-2016 12:22,afternoon,weekend
1150,Coffee,12-11-2016 12:22,afternoon,weekend
1150,Alfajores,12-11-2016 12:22,afternoon,weekend
1151,Tea,12-11-2016 12:38,afternoon,weekend
1151,Juice,12-11-2016 12:38,afternoon,weekend
1151,Hearty & Seasonal,12-11-2016 12:38,afternoon,weekend
1151,Hearty & Seasonal,12-11-2016 12:38,afternoon,weekend
1152,Truffles,12-11-2016 12:40,afternoon,weekend
1153,Coffee,12-11-2016 12:45,afternoon,weekend
1153,Coffee,12-11-2016 12:45,afternoon,weekend
1153,Muffin,12-11-2016 12:45,afternoon,weekend
1153,Brownie,12-11-2016 12:45,afternoon,weekend
1154,Bread,12-11-2016 13:00,afternoon,weekend
1155,Bowl Nic Pitt,12-11-2016 13:05,afternoon,weekend
1155,Frittata,12-11-2016 13:05,afternoon,weekend
1155,Muffin,12-11-2016 13:05,afternoon,weekend
1155,Coffee,12-11-2016 13:05,afternoon,weekend
1156,Soup,12-11-2016 13:10,afternoon,weekend
1156,Frittata,12-11-2016 13:10,afternoon,weekend
1156,Brownie,12-11-2016 13:10,afternoon,weekend
1156,Coffee,12-11-2016 13:10,afternoon,weekend
1156,Tea,12-11-2016 13:10,afternoon,weekend
1157,Hot chocolate,12-11-2016 13:12,afternoon,weekend
1157,Coffee,12-11-2016 13:12,afternoon,weekend
1157,Muffin,12-11-2016 13:12,afternoon,weekend
1157,Alfajores,12-11-2016 13:12,afternoon,weekend
1158,Scandinavian,12-11-2016 13:16,afternoon,weekend
1158,Keeping It Local,12-11-2016 13:16,afternoon,weekend
1158,Tea,12-11-2016 13:16,afternoon,weekend
1158,Coffee,12-11-2016 13:16,afternoon,weekend
1158,Alfajores,12-11-2016 13:16,afternoon,weekend
1159,Bread,12-11-2016 13:19,afternoon,weekend
1160,Fudge,12-11-2016 13:21,afternoon,weekend
1161,Farm House,12-11-2016 13:23,afternoon,weekend
1162,Farm House,12-11-2016 13:29,afternoon,weekend
1163,Coffee,12-11-2016 13:43,afternoon,weekend
1163,Coffee,12-11-2016 13:43,afternoon,weekend
1163,Brownie,12-11-2016 13:43,afternoon,weekend
1163,Muffin,12-11-2016 13:43,afternoon,weekend
1164,Soup,12-11-2016 13:55,afternoon,weekend
1164,Coffee,12-11-2016 13:55,afternoon,weekend
1164,Bread,12-11-2016 13:55,afternoon,weekend
1165,Frittata,12-11-2016 13:57,afternoon,weekend
1165,Bread,12-11-2016 13:57,afternoon,weekend
1165,Muffin,12-11-2016 13:57,afternoon,weekend
1166,Farm House,12-11-2016 14:00,afternoon,weekend
1166,Bread,12-11-2016 14:00,afternoon,weekend
1166,Muffin,12-11-2016 14:00,afternoon,weekend
1167,Bread,12-11-2016 14:06,afternoon,weekend
