breed,link,img_url,href_html,img_html
Italian Greyhound,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Italian-Greyhound/,https://www.pedigree.com.au/img/breeds/thumbnails/italian_greyhound_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Italian-Greyhound/'>Italian Greyhound</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/italian_greyhound_tn.jpg />
Jack Russell Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Jack-Russell-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/jack_russell_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Jack-Russell-Terrier/'>Jack Russell Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/jack_russell_terr_tn.jpg />
Japanese Chin,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Japanese-Chin/,https://www.pedigree.com.au/img/breeds/thumbnails/japanese_chin_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Japanese-Chin/'>Japanese Chin</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/japanese_chin_tn.jpg />
Japanese Spitz,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Japanese-Spitz/,https://www.pedigree.com.au/img/breeds/thumbnails/japanese_spitz_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Japanese-Spitz/'>Japanese Spitz</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/japanese_spitz_tn.jpg />
Keeshond,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Keeshond/,https://www.pedigree.com.au/img/breeds/thumbnails/keeshond_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Keeshond/'>Keeshond</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/keeshond_tn.jpg />
King Charles Spaniel,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/King-Charles-Spaniel/,https://www.pedigree.com.au/img/breeds/thumbnails/king_charles_spaniel_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/King-Charles-Spaniel/'>King Charles Spaniel</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/king_charles_spaniel_tn.jpg />
Labrador Retriever,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Labrador-Retriever/,https://www.pedigree.com.au/img/breeds/thumbnails/labrador_ret_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Labrador-Retriever/'>Labrador Retriever</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/labrador_ret_tn.jpg />
Lakeland Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Lakeland-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/lakeland_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Lakeland-Terrier/'>Lakeland Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/lakeland_terr_tn.jpg />
Large Munsterlander,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Large-Munsterlander/,https://www.pedigree.com.au/img/breeds/thumbnails/munsterlander_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Large-Munsterlander/'>Large Munsterlander</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/munsterlander_tn.jpg />
Lhasa Apso,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Lhasa-Apso/,https://www.pedigree.com.au/img/breeds/thumbnails/lhasa_apso_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Lhasa-Apso/'>Lhasa Apso</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/lhasa_apso_tn.jpg />
Lowchen,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Lowchen/,https://www.pedigree.com.au/img/breeds/thumbnails/lowchen_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Lowchen/'>Lowchen</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/lowchen_tn.jpg />
Maltese,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Maltese/,https://www.pedigree.com.au/img/breeds/thumbnails/maltese_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Maltese/'>Maltese</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/maltese_tn.jpg />
Maremma Sheepdog,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Maremma-Sheepdog/,https://www.pedigree.com.au/img/breeds/thumbnails/maremma_sheepdog_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Maremma-Sheepdog/'>Maremma Sheepdog</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/maremma_sheepdog_tn.jpg />
Mastiff,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Mastiff/,https://www.pedigree.com.au/img/breeds/thumbnails/mastiff_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Mastiff/'>Mastiff</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/mastiff_tn.jpg />
Miniature Pinscher,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Miniature-Pinscher/,https://www.pedigree.com.au/img/breeds/thumbnails/min_pinscher_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Miniature-Pinscher/'>Miniature Pinscher</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/min_pinscher_tn.jpg />
Newfoundland,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Newfoundland/,https://www.pedigree.com.au/img/breeds/thumbnails/newfoundland_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Newfoundland/'>Newfoundland</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/newfoundland_tn.jpg />
Norfolk Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Norfolk-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/norfolk_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Norfolk-Terrier/'>Norfolk Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/norfolk_terr_tn.jpg />
Norwich Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Norwich-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/norwich_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Norwich-Terrier/'>Norwich Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/norwich_terr_tn.jpg />
Nova Scotia Duck Tolling Retriever,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Nova-Scotia-Duck-Tolling-Retriever/,https://www.pedigree.com.au/img/breeds/thumbnails/nova_scotia_duck_t_ret_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Nova-Scotia-Duck-Tolling-Retriever/'>Nova Scotia Duck Tolling Retriever</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/nova_scotia_duck_t_ret_tn.jpg />
Old English Sheep Dog,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Old-English-Sheep-Dog/,https://www.pedigree.com.au/img/breeds/thumbnails/old_english_sheepdog_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Old-English-Sheep-Dog/'>Old English Sheep Dog</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/old_english_sheepdog_tn.jpg />
Papillon,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Papillon/,https://www.pedigree.com.au/img/breeds/thumbnails/papillon_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Papillon/'>Papillon</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/papillon_tn.jpg />
Pekingese,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pekingese/,https://www.pedigree.com.au/img/breeds/thumbnails/pekingese_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pekingese/'>Pekingese</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/pekingese_tn.jpg />
Petit Basset Griffon Vendéen,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Petit-Basset-Griffon-Vend%c3%a9en/,https://www.pedigree.com.au/img/breeds/thumbnails/petit_basset_griffon_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Petit-Basset-Griffon-Vend%c3%a9en/'>Petit Basset Griffon Vendéen</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/petit_basset_griffon_tn.jpg />
Pharaoh Hound,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pharaoh-Hound/,https://www.pedigree.com.au/img/breeds/thumbnails/pharaoh_hound_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pharaoh-Hound/'>Pharaoh Hound</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/pharaoh_hound_tn.jpg />
Pointer,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pointer/,https://www.pedigree.com.au/img/breeds/thumbnails/pointer_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pointer/'>Pointer</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/pointer_tn.jpg />
Pomeranian,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pomeranian/,https://www.pedigree.com.au/img/breeds/thumbnails/pomeranian_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pomeranian/'>Pomeranian</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/pomeranian_tn.jpg />
Poodle,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Poodle/,https://www.pedigree.com.au/img/breeds/thumbnails/poodle_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Poodle/'>Poodle</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/poodle_tn.jpg />
Portuguese Water Dog,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Portuguese-Water-Dog/,https://www.pedigree.com.au/img/breeds/thumbnails/portuguese_water_dog_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Portuguese-Water-Dog/'>Portuguese Water Dog</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/portuguese_water_dog_tn.jpg />
Pug,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pug/,https://www.pedigree.com.au/img/breeds/thumbnails/pug_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pug/'>Pug</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/pug_tn.jpg />
Puli,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Puli/,https://www.pedigree.com.au/img/breeds/thumbnails/puli_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Puli/'>Puli</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/puli_tn.jpg />
Pyrenean Mountain Dog,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pyrenean-Mountain-Dog/,https://www.pedigree.com.au/img/breeds/thumbnails/pyrenean_mnt_dog_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Pyrenean-Mountain-Dog/'>Pyrenean Mountain Dog</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/pyrenean_mnt_dog_tn.jpg />
Rhodesian Ridgeback,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Rhodesian-Ridgeback/,https://www.pedigree.com.au/img/breeds/thumbnails/rhodesian_ridgeback_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Rhodesian-Ridgeback/'>Rhodesian Ridgeback</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/rhodesian_ridgeback_tn.jpg />
Rottweiler,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Rottweiler/,https://www.pedigree.com.au/img/breeds/thumbnails/rottweiler_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Rottweiler/'>Rottweiler</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/rottweiler_tn.jpg />
Saluki,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Saluki/,https://www.pedigree.com.au/img/breeds/thumbnails/saluki_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Saluki/'>Saluki</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/saluki_tn.jpg />
Samoyed,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Samoyed/,https://www.pedigree.com.au/img/breeds/thumbnails/samoyed_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Samoyed/'>Samoyed</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/samoyed_tn.jpg />
Schipperke,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Schipperke/,https://www.pedigree.com.au/img/breeds/thumbnails/schipperke_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Schipperke/'>Schipperke</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/schipperke_tn.jpg />
Schnauzer,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Schnauzer/,https://www.pedigree.com.au/img/breeds/thumbnails/schnauzer_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Schnauzer/'>Schnauzer</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/schnauzer_tn.jpg />
Scottish Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Scottish-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/scottish_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Scottish-Terrier/'>Scottish Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/scottish_terr_tn.jpg />
Sealyham Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Sealyham-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/sealyham_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Sealyham-Terrier/'>Sealyham Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/sealyham_terr_tn.jpg />
Shar Pei,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Shar-Pei/,https://www.pedigree.com.au/img/breeds/thumbnails/shar_pei_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Shar-Pei/'>Shar Pei</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/shar_pei_tn.jpg />
Shetland Sheepdog,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Shetland-Sheepdog/,https://www.pedigree.com.au/img/breeds/thumbnails/shetland_sheepdog_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Shetland-Sheepdog/'>Shetland Sheepdog</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/shetland_sheepdog_tn.jpg />
Shih Tzu,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Shih-Tzu/,https://www.pedigree.com.au/img/breeds/thumbnails/shih_tzu_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Shih-Tzu/'>Shih Tzu</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/shih_tzu_tn.jpg />
Siberian Husky,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Siberian-Husky/,https://www.pedigree.com.au/img/breeds/thumbnails/siberian_husky_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Siberian-Husky/'>Siberian Husky</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/siberian_husky_tn.jpg />
Skye Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Skye-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/skye_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Skye-Terrier/'>Skye Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/skye_terr_tn.jpg />
Soft Coated Wheaten Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Soft-Coated-Wheaten-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/soft_coated_wheaten_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Soft-Coated-Wheaten-Terrier/'>Soft Coated Wheaten Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/soft_coated_wheaten_terr_tn.jpg />
St. Bernard,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/St.-Bernard/,https://www.pedigree.com.au/img/breeds/thumbnails/st_bernard_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/St.-Bernard/'>St. Bernard</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/st_bernard_tn.jpg />
Staffordshire Bull Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Staffordshire-Bull-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/staffordshire_bull_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Staffordshire-Bull-Terrier/'>Staffordshire Bull Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/staffordshire_bull_terr_tn.jpg />
Sussex Spaniel,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Sussex-Spaniel/,https://www.pedigree.com.au/img/breeds/thumbnails/sussex_spaniel_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Sussex-Spaniel/'>Sussex Spaniel</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/sussex_spaniel_tn.jpg />
Swedish Vallhund,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Swedish-Vallhund/,https://www.pedigree.com.au/img/breeds/thumbnails/swedish_vallhund_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Swedish-Vallhund/'>Swedish Vallhund</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/swedish_vallhund_tn.jpg />
Tenterfield Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Tenterfield-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/tent_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Tenterfield-Terrier/'>Tenterfield Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/tent_terr_tn.jpg />
Tibetan Spaniel,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Tibetan-Spaniel/,https://www.pedigree.com.au/img/breeds/thumbnails/tibetan_spaniel_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Tibetan-Spaniel/'>Tibetan Spaniel</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/tibetan_spaniel_tn.jpg />
Tibetan Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Tibetan-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/tibetan_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Tibetan-Terrier/'>Tibetan Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/tibetan_terr_tn.jpg />
Weimaraner,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Weimaraner/,https://www.pedigree.com.au/img/breeds/thumbnails/weimaraner_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Weimaraner/'>Weimaraner</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/weimaraner_tn.jpg />
Welsh Corgi,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Welsh-Corgi/,https://www.pedigree.com.au/img/breeds/thumbnails/welsh_corgi_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Welsh-Corgi/'>Welsh Corgi</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/welsh_corgi_terr_tn.jpg />
Welsh Springer Spaniel,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Welsh-Springer-Spaniel/,https://www.pedigree.com.au/img/breeds/thumbnails/welsh_springer_spaniel_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Welsh-Springer-Spaniel/'>Welsh Springer Spaniel</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/welsh_springer_spaniel_tn.jpg />
West Highland White Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/West-Highland-White-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/west_highland_white_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/West-Highland-White-Terrier/'>West Highland White Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/west_highland_white_terr_tn.jpg />
Whippet,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Whippet/,https://www.pedigree.com.au/img/breeds/thumbnails/whippet_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Whippet/'>Whippet</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/whippet_tn.jpg />
Yorkshire Terrier,https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Yorkshire-Terrier/,https://www.pedigree.com.au/img/breeds/thumbnails/yorkshire_terr_tn.jpg,<a href='https://www.pedigree.com.au/dog-breed-information/dog-breed-gallery/Yorkshire-Terrier/'>Yorkshire Terrier</a>,<img src=https://www.pedigree.com.au/img/breeds/thumbnails/yorkshire_terr_tn.jpg />
