gender,height
M,171.11454220411633
M,176.87282285366211
M,174.74648014515645
M,165.19406970710415
M,170.61223614130782
M,161.27021977315303
M,167.99300974992872
M,171.1844740051212
M,166.8638559395962
M,177.72969776069135
M,167.82676887477285
M,156.966865169194
M,168.5859507564023
M,173.36799773105832
M,164.52694518344447
M,170.80856069681457
M,175.98747615695646
M,163.46417134282117
M,174.7872969784468
M,166.96282438064372
M,164.9096959099771
M,158.83196305660775
M,178.60758450316527
M,173.2872223586728
M,168.10014383659703
M,183.4613764937395
M,172.18663567918082
M,176.2526903615349
M,178.19459615159138
M,163.76149823691892
M,172.32455888871323
M,169.3131268186125
M,168.37464105626916
M,158.94476157831414
M,172.10132068656992
M,160.46242565856332
M,173.7636144917125
M,165.41947992580464
M,158.9311827279458
M,168.9012328516229
M,166.95950453477482
M,171.49432385544227
M,185.4474325703199
M,182.44989308212033
M,156.3851665791863
M,168.61743138249238
M,165.18597391867007
M,173.2700363246406
M,159.4611846333428
M,167.53522462182656
M,178.0731163883103
M,177.1104178551401
M,161.83121790008153
M,169.947170501268
M,170.6539676684698
M,172.7352916536266
M,157.13454424253115
M,174.3963345076729
M,160.1870708696183
M,161.4063315111884
M,174.270052403545
M,173.39993168642118
M,160.57582278982028
M,162.04662110220625
M,164.31965888170637
M,169.16107977371658
M,172.62876299290045
M,162.55513563777333
M,168.41542635474326
M,174.53123341363454
M,163.58881721397398
M,173.66159152991517
M,168.06765750499412
M,173.61141865068674
M,161.55942681243846
M,170.2648436270766
M,159.57127080838603
M,171.43906599092554
M,165.36856121007312
M,172.72748759464116
M,170.9315642618938
M,172.40855294221814
M,172.05735069721652
M,173.47544843547533
M,180.1793631490748
M,171.644354502309
M,168.4854928957608
M,171.33107064081838
M,167.7268048802112
M,167.2132214285401
M,149.96843269884656
M,172.58799384260783
M,168.93545338794584
M,166.08762816784895
M,170.5472398681821
M,173.06078475477813
M,165.63585465255096
M,167.6614556917152
M,166.1590795226178
M,164.69430903770473
M,163.21486417322615
M,167.48549220881432
M,171.37966844421146
M,175.5012073600082
M,172.92853291239854
M,166.52371428630974
M,178.50314533018343
M,173.79723125711013
M,168.48230843299874
M,170.59256937125738
M,175.07654585134725
M,166.17546083356623
M,173.25539294509252
M,166.34320004866274
M,170.76249005454105
M,172.93294826796748
M,170.60643127586246
M,181.5290870634273
M,166.46668693858086
M,166.49711328611787
M,168.08981370371689
M,175.4167237954029
M,167.71513210074392
M,169.07018201494773
M,169.59965984936903
M,166.31790515972017
M,178.19416731285474
M,181.35214366502652
M,166.43298939834798
M,163.84743274550564
M,172.67765351438106
M,173.17629298825779
M,165.87227175046283
M,174.9455358746339
M,172.87580377202406
M,182.38108612136358
M,189.7883889744429
M,169.8078768000583
M,171.04887241451348
M,170.6020348932806
M,164.8625082917624
M,170.9563490290403
M,172.75197884786283
M,163.4586588933545
M,169.06805894221512
M,154.4509218779955
M,167.8657577644498
M,172.23261659687213
M,171.69385363731854
M,168.56571291175746
M,176.03998564511645
M,161.8990148183665
M,175.2656539453035
M,176.0426853317273
M,172.44235977874968
M,177.32330575510755
M,168.92645235170062
M,165.44109276856437
M,174.4742803793978
M,175.29101977227512
M,171.6634254015776
M,178.02511681416482
M,174.58822404101707
M,169.63649168559073
M,176.1550057882831
M,166.91897829961695
M,180.84955120083845
M,167.23071130715235
M,164.64498868936343
M,166.67167863503093
M,170.1821666283906
M,174.93722175467633
M,167.16773287128723
M,171.7514478893817
M,175.6690592408204
M,171.35897104767233
M,161.10347140376317
M,165.54500501830162
M,164.73070344567796
M,172.6769792308586
M,176.37114568177168
M,160.68520679433865
M,177.9946858300237
M,168.28601387823366
M,173.86458270450913
M,164.52696887804814
M,172.62767118245117
M,170.16607018329026
M,171.71414808746047
M,164.4886151861238
M,168.64636161687343
M,177.44932732227568
M,165.0976270936563
M,176.87036455957642
M,171.966964643593
M,177.57647942848817
M,180.10004072421643
M,170.14508448029406
M,168.1194521077251
M,171.30374761321485
M,169.18092282251934
M,173.6224474139164
M,169.38754986804858
M,170.14177557126715
M,175.78669679314018
M,167.76328525309444
M,176.44186704003127
M,166.47310408821892
M,166.09784814985557
M,175.55585985599802
M,178.5769316157461
M,179.42630890587327
M,177.09648941628296
M,172.08493834240474
M,169.38390515669795
M,173.35394735656385
M,154.6288548419626
M,175.55199290750247
M,162.03611794394837
M,162.0797858003519
M,166.7293631288657
M,171.89838408572098
M,170.46737530294354
M,163.88062684832903
M,167.62068019340123
M,164.26878849229678
M,169.95576884827386
M,165.90590180600086
M,170.47015644552792
M,168.33599952330675
M,170.2851404349156
M,173.2217018770788
M,168.16355913529662
M,183.7607193931105
M,168.79569198126708
M,170.7270497570687
M,178.9661689121144
M,161.92430613962804
M,169.6006345453395
M,163.6476838686283
M,166.66472260314174
M,168.09499594863257
M,172.05222992272982
M,170.55460747952233
M,158.72939412273973
M,177.20093829230052
M,158.52166554571534
M,164.41801478063553
M,163.7886636067118
M,161.8019809382066
M,171.69081883333976
M,175.00745959034725
M,172.76740763223367
M,178.43437227946805
M,176.63489260992458
M,175.93311822085178
M,162.66593655762276
M,171.7552003066685
M,171.67647054656263
M,162.2090100418596
M,167.23500698818108
M,180.71683020824815
M,169.8160892560013
M,161.47247461132378
M,170.5973357185273
M,171.62971077977463
M,163.46393919165342
M,172.92999780452303
M,170.00081256635906
M,171.04995397669367
M,172.3620842752448
M,174.2709565752422
M,173.3637132674544
M,180.600414964961
M,169.08674375598815
M,181.0131206765601
M,166.8625139897684
M,173.12802803495882
M,174.97607131699917
M,159.97585844094414
M,163.22776324011704
M,171.05851055023513
M,168.69271626680506
M,164.4002531264552
M,165.19587528820335
M,166.05247480279814
M,175.66127191814442
M,167.91161782976383
M,171.15307110448097
M,177.73187145685165
M,175.73237604143054
M,176.51467954639432
M,177.405546678089
M,174.56950133070603
M,176.04885901789766
M,177.16716278976565
M,175.41008632654757
M,172.4045388642869
M,165.34755777354448
M,179.27700195759326
M,169.79955417147806
M,179.81193746054635
M,176.78200358174018
M,175.01774018199356
M,186.00296890491475
M,188.54107039990996
M,171.0485374558669
M,169.5678494271348
M,170.46103944939574
M,176.283829734244
M,176.66102275143456
M,165.36545105835816
M,171.22624334109506
M,173.67649481151412
M,173.70877807870409
M,173.62168011883648
M,176.44263710037708
M,158.7599867811794
M,170.30648853965843
M,183.1595380838037
M,166.46957569522374
M,169.4655369345013
M,159.76069355788027
M,156.36364760222696
M,158.60553347734043
M,180.9217888932757
M,167.0453483964509
M,172.48543674190265
M,166.5512373329932
M,167.03548066671294
M,180.85939562467448
M,165.8659545388731
M,167.8070864078645
M,168.87266836787092
M,178.93708374687975
M,172.14853956135713
M,158.32511543722333
M,170.94163267806286
M,164.8404540512036
M,168.23527187201452
M,171.0053923453611
M,172.23877035904397
M,172.24986494376694
M,165.89021364086585
M,174.73546423834097
M,166.5248757410305
M,170.34641625613054
M,180.9374391753348
M,169.57027341187845
M,178.83768388868438
M,169.1948679840336
M,178.6338874875968
M,178.09725509912502
M,172.22749944377537
M,165.72519394364508
M,173.41319264647015
M,173.5263118739299
M,166.20300119129325
M,169.6954134218187
M,166.6513155170897
M,165.35762779848642
M,171.7421452368048
M,171.0823284965784
M,167.06458100428318
M,168.9005142928469
M,175.21210965161782
M,172.16654824513293
M,182.00921318932313
M,166.62096883592224
M,178.48773000645116
M,164.76387503712795
M,174.41542942806137
M,172.02760351343701
M,171.2165092805347
M,162.7759654926154
M,164.07691399646458
M,171.0174197503517
M,188.64728106665848
M,170.5167490408969
M,186.37919698095936
M,162.63214348848757
M,164.3387555905847
M,170.8758817337152
M,174.7185129951812
M,174.5425608788336
M,178.27298616826633
M,161.1963610724768
M,179.21713531874204
M,160.3142871646131
M,171.84827027423998
M,173.1364685232831
M,176.27008677463988
M,168.69682974766516
M,170.83764047387143
M,177.8921968963794
M,171.37523795876533
M,184.63871275527643
M,178.67019680455593
M,172.24891006313717
M,166.24875872317836
M,165.65548685056655
M,178.98023166380793
M,173.4937427542954
M,171.62432332328268
M,178.98488958703405
M,170.6564783802959
M,165.5901508017312
M,167.962149148377
M,171.55092285628558
M,166.2565863512883
M,171.5890067063362
M,178.39446548810423
M,160.5425905116733
M,166.18866593372994
M,168.219016212107
M,172.2770703577261
M,167.72557020298436
M,176.18013055581162
M,176.74457370444313
M,167.12859321671004
M,172.32769170130092
M,172.83494764714158
M,165.22249333991934
M,168.34194808384348
M,176.01012543597884
M,178.22798210467082
M,176.9032729493895
M,165.08681863640132
M,159.04935551847038
M,173.47261377676372
M,167.69427772829982
M,167.3598523355642
M,172.09309140475014
M,171.9911235053115
M,160.6532757798766
M,159.53571934142445
M,172.5519094483635
M,178.6437635719968
M,166.6128893262604
M,160.97465332531627
M,175.73622483263583
M,167.9604367317497
M,167.42166584328433
M,161.70608487117374
M,170.761841574544
M,166.11017877217282
M,172.59025687395737
M,167.37880092607418
M,171.26925153274482
M,175.41436994775853
M,170.77102848787692
M,165.82757426984708
M,167.55008252883286
M,159.94295097916032
M,173.49228902844234
M,168.30042327932463
M,172.74082772904498
M,168.6497372709968
M,178.79372674037452
M,168.90171590314108
M,175.15349682706173
M,167.743321295761
M,181.52774512622184
M,180.0225510605321
M,159.40045791441278
M,181.74184378824376
M,171.60283926710673
M,166.51795090925202
M,170.9962148957074
M,173.1355412170926
M,162.49020042059445
M,165.93859107788393
M,170.41792222080807
M,170.0431415022453
M,164.80144142277277
M,166.04954652940012
M,163.1567592553001
M,167.7878303608314
M,172.20755506927506
M,171.62545097612738
M,177.5698487416529
M,178.57471858119197
M,160.41865465952895
M,170.84690115428893
M,170.06241733915186
M,173.5997611317599
M,184.27088872137023
M,169.3638220338934
M,172.36875144942513
M,167.80722654949616
M,167.94137288346064
M,169.9427433537667
M,162.86572991140167
M,179.17233605759725
M,164.89243130133522
M,162.0068865893066
M,166.56865518634694
M,171.35235664172868
M,169.70207118254194
M,170.6139536396293
M,173.5553032019075
M,164.75166442757757
M,162.67240839825914
M,158.61328964401113
M,168.5980096776243
M,170.80160532606877
M,164.18373541156888
M,172.30542787683152
M,165.47409323083357
M,170.75006596171633
M,172.4284510557264
M,180.50755559097723
M,171.81815699714264
M,174.55634032966915
M,163.35142116247923
M,163.50280876246086
M,173.51327350809302
M,172.29163405041493
M,176.5445814567109
M,172.3651805939374
M,169.48777104898252
M,179.5012172972036
M,171.02839384394306
M,166.28163642468138
M,178.1891104540787
M,163.7781692815786
M,176.13543216683314
M,163.92177826219063
M,174.01689155005195
M,165.78700913975973
M,160.65658558061156
M,176.7579384360538
M,171.7332244337921
M,174.05099619616553
M,171.2395604989051
M,159.38850790402316
M,183.14941315767447
M,172.83254944980976
M,177.1794356077013
M,167.31672643044612
M,178.73176034327724
M,167.33167569908932
M,161.3292084580088
M,177.98564338029254
M,163.18780970871322
M,174.99923919447528
M,167.9856103629823
M,174.73910293462637
M,168.34490114577292
M,176.6984701073459
M,166.9884345428642
M,164.93914850091576
M,169.04195329955272
M,169.05283845029345
M,171.19278678509718
M,162.42247579904767
M,170.14870910076263
M,174.1786298383646
M,170.2089112840338
M,180.39753867073446
M,174.57318951792763
M,170.65710178230324
M,174.7193506026234
M,166.49036354371438
M,156.40339547709203
M,180.03242908798873
M,164.0757523538558
M,166.52301262986867
M,170.8356291167137
M,176.3321188151365
M,176.34916143585284
M,168.38926230608251
M,171.12045599827692
M,173.3398961834377
M,164.460863951934
M,178.6616514792355
M,167.21851184312632
M,178.63317653816875
M,165.34146169069373
M,158.61481244653913
M,165.7317383080512
M,169.9525937131254
M,188.93626279062627
M,167.8505317610333
M,165.7516558179457
M,153.04445529838387
M,165.5115984044481
M,171.18793800269438
M,174.89079222193516
M,165.97321680966402
M,181.80366130722874
M,169.52344573240282
M,170.58610552460843
M,177.20033901995154
M,161.38024745024947
M,184.5362988543546
M,169.32913967016742
