country,year,continent,lifeExp,pop,gdpPercap
Equatorial Guinea,1997,Africa,48.245,439971,2814.480755
Equatorial Guinea,2002,Africa,49.348,495627,7703.4959
Equatorial Guinea,2007,Africa,51.57899999999999,551201,12154.08975
Eritrea,1952,Africa,35.928000000000004,1438760,328.94055710000004
Eritrea,1957,Africa,38.047,1542611,344.16188589999996
Eritrea,1962,Africa,40.158,1666618,380.99584330000005
Eritrea,1967,Africa,42.18899999999999,1820319,468.7949699
Eritrea,1972,Africa,44.141999999999996,2260187,514.3242081999999
Eritrea,1977,Africa,44.535,2512642,505.7538077
Eritrea,1982,Africa,43.89,2637297,524.8758493
Eritrea,1987,Africa,46.453,2915959,521.1341333
Eritrea,1992,Africa,49.99100000000001,3668440,582.8585102000001
Eritrea,1997,Africa,53.378,4058319,913.4707900000001
Eritrea,2002,Africa,55.24,4414865,765.3500015
Eritrea,2007,Africa,58.04,4906585,641.3695236000001
Ethiopia,1952,Africa,34.078,20860941,362.1462796
Ethiopia,1957,Africa,36.667,22815614,378.90416319999997
Ethiopia,1962,Africa,40.059,25145372,419.4564161
Ethiopia,1967,Africa,42.115,27860297,516.1186438
Ethiopia,1972,Africa,43.515,30770372,566.2439442000001
Ethiopia,1977,Africa,44.51,34617799,556.8083834
Ethiopia,1982,Africa,44.916000000000004,38111756,577.8607471
Ethiopia,1987,Africa,46.684,42999530,573.7413142000001
Ethiopia,1992,Africa,48.091,52088559,421.3534653
Ethiopia,1997,Africa,49.402,59861301,515.8894013
Ethiopia,2002,Africa,50.725,67946797,530.0535319
Ethiopia,2007,Africa,52.946999999999996,76511887,690.8055759
Finland,1952,Europe,66.55,4090500,6424.519071
Finland,1957,Europe,67.49,4324000,7545.415386
Finland,1962,Europe,68.75,4491443,9371.842561
Finland,1967,Europe,69.83,4605744,10921.63626
Finland,1972,Europe,70.87,4639657,14358.8759
Finland,1977,Europe,72.52,4738902,15605.422830000001
Finland,1982,Europe,74.55,4826933,18533.15761
Finland,1987,Europe,74.83,4931729,21141.01223
Finland,1992,Europe,75.7,5041039,20647.16499
Finland,1997,Europe,77.13,5134406,23723.9502
Finland,2002,Europe,78.37,5193039,28204.59057
Finland,2007,Europe,79.313,5238460,33207.0844
France,1952,Europe,67.41,42459667,7029.809327
France,1957,Europe,68.93,44310863,8662.834898000001
France,1962,Europe,70.51,47124000,10560.48553
France,1967,Europe,71.55,49569000,12999.91766
France,1972,Europe,72.38,51732000,16107.19171
France,1977,Europe,73.83,53165019,18292.635140000002
France,1982,Europe,74.89,54433565,20293.89746
France,1987,Europe,76.34,55630100,22066.44214
France,1992,Europe,77.46,57374179,24703.79615
France,1997,Europe,78.64,58623428,25889.78487
France,2002,Europe,79.59,59925035,28926.032339999998
France,2007,Europe,80.657,61083916,30470.0167
Gabon,1952,Africa,37.003,420702,4293.476475
Gabon,1957,Africa,38.999,434904,4976.198099
Gabon,1962,Africa,40.489000000000004,455661,6631.4592219999995
Gabon,1967,Africa,44.598,489004,8358.761987
Gabon,1972,Africa,48.69,537977,11401.948409999999
Gabon,1977,Africa,52.79,706367,21745.57328
Gabon,1982,Africa,56.56399999999999,753874,15113.36194
Gabon,1987,Africa,60.19,880397,11864.408440000001
Gabon,1992,Africa,61.36600000000001,985739,13522.157519999999
Gabon,1997,Africa,60.461000000000006,1126189,14722.841880000002
Gabon,2002,Africa,56.761,1299304,12521.71392
Gabon,2007,Africa,56.735,1454867,13206.48452
Gambia,1952,Africa,30.0,284320,485.2306591
Gambia,1957,Africa,32.065,323150,520.9267111
Gambia,1962,Africa,33.896,374020,599.650276
Gambia,1967,Africa,35.857,439593,734.7829124
Gambia,1972,Africa,38.308,517101,756.0868363
Gambia,1977,Africa,41.842,608274,884.7552507000001
Gambia,1982,Africa,45.58,715523,835.8096107999999
Gambia,1987,Africa,49.265,848406,611.6588611000001
Gambia,1992,Africa,52.644,1025384,665.6244126
Gambia,1997,Africa,55.861000000000004,1235767,653.7301704
Gambia,2002,Africa,58.041000000000004,1457766,660.5855997
Gambia,2007,Africa,59.448,1688359,752.7497265
Germany,1952,Europe,67.5,69145952,7144.114393000001
Germany,1957,Europe,69.1,71019069,10187.82665
Germany,1962,Europe,70.3,73739117,12902.46291
Germany,1967,Europe,70.8,76368453,14745.62561
Germany,1972,Europe,71.0,78717088,18016.180269999997
Germany,1977,Europe,72.5,78160773,20512.92123
Germany,1982,Europe,73.8,78335266,22031.532740000002
Germany,1987,Europe,74.847,77718298,24639.18566
Germany,1992,Europe,76.07,80597764,26505.30317
Germany,1997,Europe,77.34,82011073,27788.88416
Germany,2002,Europe,78.67,82350671,30035.80198
Germany,2007,Europe,79.406,82400996,32170.37442
Ghana,1952,Africa,43.148999999999994,5581001,911.2989371
Ghana,1957,Africa,44.778999999999996,6391288,1043.5615369999998
Ghana,1962,Africa,46.452,7355248,1190.0411179999999
Ghana,1967,Africa,48.071999999999996,8490213,1125.69716
Ghana,1972,Africa,49.875,9354120,1178.223708
Ghana,1977,Africa,51.756,10538093,993.2239571
Ghana,1982,Africa,53.744,11400338,876.032569
Ghana,1987,Africa,55.729,14168101,847.0061135
Ghana,1992,Africa,57.501000000000005,16278738,925.0601539999999
Ghana,1997,Africa,58.556000000000004,18418288,1005.2458119999999
Ghana,2002,Africa,58.453,20550751,1111.9845779999998
Ghana,2007,Africa,60.022,22873338,1327.60891
Greece,1952,Europe,65.86,7733250,3530.690067
Greece,1957,Europe,67.86,8096218,4916.299889
Greece,1962,Europe,69.51,8448233,6017.190732999999
Greece,1967,Europe,71.0,8716441,8513.097016
Greece,1972,Europe,72.34,8888628,12724.82957
Greece,1977,Europe,73.68,9308479,14195.524280000001
Greece,1982,Europe,75.24,9786480,15268.420890000001
Greece,1987,Europe,76.67,9974490,16120.528390000001
Greece,1992,Europe,77.03,10325429,17541.49634
Greece,1997,Europe,77.869,10502372,18747.69814
Greece,2002,Europe,78.256,10603863,22514.2548
Greece,2007,Europe,79.483,10706290,27538.41188
Guatemala,1952,Americas,42.023,3146381,2428.2377690000003
Guatemala,1957,Americas,44.141999999999996,3640876,2617.155967
Guatemala,1962,Americas,46.95399999999999,4208858,2750.364446
Guatemala,1967,Americas,50.016000000000005,4690773,3242.5311469999997
Guatemala,1972,Americas,53.738,5149581,4031.4082710000002
Guatemala,1977,Americas,56.028999999999996,5703430,4879.992748
Guatemala,1982,Americas,58.137,6395630,4820.49479
Guatemala,1987,Americas,60.782,7326406,4246.485974
Guatemala,1992,Americas,63.373000000000005,8486949,4439.4508399999995
Guatemala,1997,Americas,66.322,9803875,4684.313807
Guatemala,2002,Americas,68.97800000000001,11178650,4858.347495
Guatemala,2007,Americas,70.259,12572928,5186.050003
Guinea,1952,Africa,33.609,2664249,510.19649230000005
Guinea,1957,Africa,34.558,2876726,576.2670245
Guinea,1962,Africa,35.753,3140003,686.3736739
Guinea,1967,Africa,37.196999999999996,3451418,708.7595409
Guinea,1972,Africa,38.842,3811387,741.6662307
Guinea,1977,Africa,40.762,4227026,874.6858642999999
Guinea,1982,Africa,42.891000000000005,4710497,857.2503577
Guinea,1987,Africa,45.552,5650262,805.5724717999999
Guinea,1992,Africa,48.576,6990574,794.3484384
Guinea,1997,Africa,51.455,8048834,869.4497667999999
Guinea,2002,Africa,53.676,8807818,945.5835837000001
Guinea,2007,Africa,56.007,9947814,942.6542111
Guinea-Bissau,1952,Africa,32.5,580653,299.850319
Guinea-Bissau,1957,Africa,33.489000000000004,601095,431.7904566000001
Guinea-Bissau,1962,Africa,34.488,627820,522.0343725
Guinea-Bissau,1967,Africa,35.492,601287,715.5806402000001
Guinea-Bissau,1972,Africa,36.486,625361,820.2245876000001
Guinea-Bissau,1977,Africa,37.465,745228,764.7259627999999
Guinea-Bissau,1982,Africa,39.327,825987,838.1239671
Guinea-Bissau,1987,Africa,41.245,927524,736.4153921
Guinea-Bissau,1992,Africa,43.266000000000005,1050938,745.5398706
Guinea-Bissau,1997,Africa,44.873000000000005,1193708,796.6644681
Guinea-Bissau,2002,Africa,45.504,1332459,575.7047176
Guinea-Bissau,2007,Africa,46.388000000000005,1472041,579.2317429999999
Haiti,1952,Americas,37.579,3201488,1840.366939
Haiti,1957,Americas,40.696,3507701,1726.887882
Haiti,1962,Americas,43.59,3880130,1796.589032
Haiti,1967,Americas,46.243,4318137,1452.057666
Haiti,1972,Americas,48.042,4698301,1654.456946
Haiti,1977,Americas,49.923,4908554,1874.2989309999998
Haiti,1982,Americas,51.461000000000006,5198399,2011.1595489999997
Haiti,1987,Americas,53.636,5756203,1823.015995
Haiti,1992,Americas,55.089,6326682,1456.309517
Haiti,1997,Americas,56.67100000000001,6913545,1341.7269310000001
Haiti,2002,Americas,58.137,7607651,1270.364932
Haiti,2007,Americas,60.916000000000004,8502814,1201.637154
Honduras,1952,Americas,41.912,1517453,2194.926204
Honduras,1957,Americas,44.665,1770390,2220.487682
Honduras,1962,Americas,48.041000000000004,2090162,2291.1568350000002
Honduras,1967,Americas,50.924,2500689,2538.269358
Honduras,1972,Americas,53.88399999999999,2965146,2529.842345
Honduras,1977,Americas,57.402,3055235,3203.208066
Honduras,1982,Americas,60.909,3669448,3121.7607940000003
Honduras,1987,Americas,64.492,4372203,3023.0966989999997
Honduras,1992,Americas,66.399,5077347,3081.694603
Honduras,1997,Americas,67.65899999999999,5867957,3160.454906
Honduras,2002,Americas,68.565,6677328,3099.72866
Honduras,2007,Americas,70.19800000000001,7483763,3548.3308460000003
"Hong Kong, China",1952,Asia,60.96,2125900,3054.421209
"Hong Kong, China",1957,Asia,64.75,2736300,3629.076457
"Hong Kong, China",1962,Asia,67.65,3305200,4692.648271999999
"Hong Kong, China",1967,Asia,70.0,3722800,6197.962814
"Hong Kong, China",1972,Asia,72.0,4115700,8315.928145
"Hong Kong, China",1977,Asia,73.6,4583700,11186.14125
"Hong Kong, China",1982,Asia,75.45,5264500,14560.530509999999
"Hong Kong, China",1987,Asia,76.2,5584510,20038.472690000002
"Hong Kong, China",1992,Asia,77.601,5829696,24757.60301
"Hong Kong, China",1997,Asia,80.0,6495918,28377.632189999997
"Hong Kong, China",2002,Asia,81.495,6762476,30209.015160000003
"Hong Kong, China",2007,Asia,82.208,6980412,39724.97867
Hungary,1952,Europe,64.03,9504000,5263.6738159999995
Hungary,1957,Europe,66.41,9839000,6040.180011
Hungary,1962,Europe,67.96,10063000,7550.359877
Hungary,1967,Europe,69.5,10223422,9326.64467
Hungary,1972,Europe,69.76,10394091,10168.65611
Hungary,1977,Europe,69.95,10637171,11674.837370000001
Hungary,1982,Europe,69.39,10705535,12545.99066
Hungary,1987,Europe,69.58,10612740,12986.47998
Hungary,1992,Europe,69.17,10348684,10535.62855
Hungary,1997,Europe,71.04,10244684,11712.7768
Hungary,2002,Europe,72.59,10083313,14843.93556
Hungary,2007,Europe,73.33800000000001,9956108,18008.94444
Iceland,1952,Europe,72.49,147962,7267.688428
Iceland,1957,Europe,73.47,165110,9244.001412
Iceland,1962,Europe,73.68,182053,10350.15906
Iceland,1967,Europe,73.73,198676,13319.89568
Iceland,1972,Europe,74.46,209275,15798.063619999999
Iceland,1977,Europe,76.11,221823,19654.96247
Iceland,1982,Europe,76.99,233997,23269.6075
Iceland,1987,Europe,77.23,244676,26923.206280000002
Iceland,1992,Europe,78.77,259012,25144.39201
Iceland,1997,Europe,78.95,271192,28061.099660000003
Iceland,2002,Europe,80.5,288030,31163.201960000002
Iceland,2007,Europe,81.757,301931,36180.789189999996
India,1952,Asia,37.373000000000005,372000000,546.5657493
India,1957,Asia,40.249,409000000,590.061996
India,1962,Asia,43.605,454000000,658.3471509
India,1967,Asia,47.193000000000005,506000000,700.7706107000001
India,1972,Asia,50.651,567000000,724.032527
India,1977,Asia,54.208,634000000,813.3373230000001
India,1982,Asia,56.596000000000004,708000000,855.7235377000001
India,1987,Asia,58.553000000000004,788000000,976.5126756000001
India,1992,Asia,60.223,872000000,1164.406809
India,1997,Asia,61.765,959000000,1458.817442
India,2002,Asia,62.879,1034172547,1746.769454
India,2007,Asia,64.69800000000001,1110396331,2452.210407
Indonesia,1952,Asia,37.468,82052000,749.6816546
Indonesia,1957,Asia,39.918,90124000,858.9002707000001
Indonesia,1962,Asia,42.518,99028000,849.2897700999999
Indonesia,1967,Asia,45.964,109343000,762.4317721
Indonesia,1972,Asia,49.203,121282000,1111.107907
Indonesia,1977,Asia,52.702,136725000,1382.702056
Indonesia,1982,Asia,56.159,153343000,1516.872988
Indonesia,1987,Asia,60.137,169276000,1748.356961
Indonesia,1992,Asia,62.681000000000004,184816000,2383.140898
Indonesia,1997,Asia,66.041,199278000,3119.335603
Indonesia,2002,Asia,68.58800000000001,211060000,2873.91287
Indonesia,2007,Asia,70.65,223547000,3540.6515640000002
Iran,1952,Asia,44.869,17272000,3035.326002
Iran,1957,Asia,47.181000000000004,19792000,3290.257643
Iran,1962,Asia,49.325,22874000,4187.329802
Iran,1967,Asia,52.468999999999994,26538000,5906.731804999999
Iran,1972,Asia,55.233999999999995,30614000,9613.818607
Iran,1977,Asia,57.702,35480679,11888.59508
Iran,1982,Asia,59.62,43072751,7608.334602
Iran,1987,Asia,63.04,51889696,6642.881371
Iran,1992,Asia,65.742,60397973,7235.653187999999
Iran,1997,Asia,68.042,63327987,8263.590301
Iran,2002,Asia,69.45100000000001,66907826,9240.761975
Iran,2007,Asia,70.964,69453570,11605.71449
Iraq,1952,Asia,45.32,5441766,4129.766056
Iraq,1957,Asia,48.437,6248643,6229.333562
Iraq,1962,Asia,51.457,7240260,8341.737815
Iraq,1967,Asia,54.458999999999996,8519282,8931.459811
Iraq,1972,Asia,56.95,10061506,9576.037596
Iraq,1977,Asia,60.413000000000004,11882916,14688.235069999999
Iraq,1982,Asia,62.038000000000004,14173318,14517.90711
Iraq,1987,Asia,65.044,16543189,11643.57268
Iraq,1992,Asia,59.461000000000006,17861905,3745.6406869999996
Iraq,1997,Asia,58.81100000000001,20775703,3076.239795
Iraq,2002,Asia,57.04600000000001,24001816,4390.717312
Iraq,2007,Asia,59.545,27499638,4471.061906
Ireland,1952,Europe,66.91,2952156,5210.280328
Ireland,1957,Europe,68.9,2878220,5599.077872
Ireland,1962,Europe,70.29,2830000,6631.597314
Ireland,1967,Europe,71.08,2900100,7655.568963
Ireland,1972,Europe,71.28,3024400,9530.772895999999
Ireland,1977,Europe,72.03,3271900,11150.98113
Ireland,1982,Europe,73.1,3480000,12618.321409999999
Ireland,1987,Europe,74.36,3539900,13872.86652
Ireland,1992,Europe,75.467,3557761,17558.81555
Ireland,1997,Europe,76.122,3667233,24521.94713
Ireland,2002,Europe,77.783,3879155,34077.04939
Ireland,2007,Europe,78.885,4109086,40675.99635
Israel,1952,Asia,65.39,1620914,4086.522128
Israel,1957,Asia,67.84,1944401,5385.278451
Israel,1962,Asia,69.39,2310904,7105.630706
Israel,1967,Asia,70.75,2693585,8393.741404
Israel,1972,Asia,71.63,3095893,12786.93223
Israel,1977,Asia,73.06,3495918,13306.619209999999
Israel,1982,Asia,74.45,3858421,15367.0292
Israel,1987,Asia,75.6,4203148,17122.47986
Israel,1992,Asia,76.93,4936550,18051.52254
Israel,1997,Asia,78.26899999999999,5531387,20896.60924
Israel,2002,Asia,79.696,6029529,21905.59514
Israel,2007,Asia,80.745,6426679,25523.2771
Italy,1952,Europe,65.94,47666000,4931.404154999999
Italy,1957,Europe,67.81,49182000,6248.656232
Italy,1962,Europe,69.24,50843200,8243.58234
Italy,1967,Europe,71.06,52667100,10022.40131
Italy,1972,Europe,72.19,54365564,12269.27378
Italy,1977,Europe,73.48,56059245,14255.98475
Italy,1982,Europe,74.98,56535636,16537.4835
Italy,1987,Europe,76.42,56729703,19207.234819999998
Italy,1992,Europe,77.44,56840847,22013.64486
Italy,1997,Europe,78.82,57479469,24675.02446
Italy,2002,Europe,80.24,57926999,27968.098169999997
Italy,2007,Europe,80.546,58147733,28569.7197
Jamaica,1952,Americas,58.53,1426095,2898.5308809999997
Jamaica,1957,Americas,62.61,1535090,4756.525781
Jamaica,1962,Americas,65.61,1665128,5246.107524
Jamaica,1967,Americas,67.51,1861096,6124.703450999999
Jamaica,1972,Americas,69.0,1997616,7433.889293000001
Jamaica,1977,Americas,70.11,2156814,6650.195573
Jamaica,1982,Americas,71.21,2298309,6068.05135
Jamaica,1987,Americas,71.77,2326606,6351.237495
Jamaica,1992,Americas,71.766,2378618,7404.923685
Jamaica,1997,Americas,72.262,2531311,7121.924704000001
Jamaica,2002,Americas,72.047,2664659,6994.774861
Jamaica,2007,Americas,72.567,2780132,7320.880262000001
Japan,1952,Asia,63.03,86459025,3216.956347
Japan,1957,Asia,65.5,91563009,4317.694365
Japan,1962,Asia,68.73,95831757,6576.649461
Japan,1967,Asia,71.43,100825279,9847.788606999999
Japan,1972,Asia,73.42,107188273,14778.78636
Japan,1977,Asia,75.38,113872473,16610.37701
Japan,1982,Asia,77.11,118454974,19384.10571
Japan,1987,Asia,78.67,122091325,22375.941890000002
Japan,1992,Asia,79.36,124329269,26824.895109999998
Japan,1997,Asia,80.69,125956499,28816.58499
Japan,2002,Asia,82.0,127065841,28604.5919
Japan,2007,Asia,82.603,127467972,31656.06806
Jordan,1952,Asia,43.158,607914,1546.907807
Jordan,1957,Asia,45.669,746559,1886.080591
Jordan,1962,Asia,48.126000000000005,933559,2348.009158
Jordan,1967,Asia,51.629,1255058,2741.796252
Jordan,1972,Asia,56.528,1613551,2110.856309
Jordan,1977,Asia,61.13399999999999,1937652,2852.351568
Jordan,1982,Asia,63.739,2347031,4161.415959
Jordan,1987,Asia,65.869,2820042,4448.679912
Jordan,1992,Asia,68.015,3867409,3431.5936469999997
Jordan,1997,Asia,69.77199999999999,4526235,3645.379572
Jordan,2002,Asia,71.263,5307470,3844.9171939999997
Jordan,2007,Asia,72.535,6053193,4519.461171
Kenya,1952,Africa,42.27,6464046,853.5409189999999
Kenya,1957,Africa,44.68600000000001,7454779,944.4383152
Kenya,1962,Africa,47.949,8678557,896.9663732
Kenya,1967,Africa,50.653999999999996,10191512,1056.736457
Kenya,1972,Africa,53.559,12044785,1222.359968
Kenya,1977,Africa,56.155,14500404,1267.613204
Kenya,1982,Africa,58.766000000000005,17661452,1348.225791
Kenya,1987,Africa,59.339,21198082,1361.936856
Kenya,1992,Africa,59.285,25020539,1341.9217210000002
Kenya,1997,Africa,54.407,28263827,1360.4850210000002
Kenya,2002,Africa,50.992,31386842,1287.514732
Kenya,2007,Africa,54.11,35610177,1463.249282
"Korea, Dem. Rep.",1952,Asia,50.056000000000004,8865488,1088.277758
"Korea, Dem. Rep.",1957,Asia,54.081,9411381,1571.134655
"Korea, Dem. Rep.",1962,Asia,56.656000000000006,10917494,1621.693598
"Korea, Dem. Rep.",1967,Asia,59.942,12617009,2143.540609
"Korea, Dem. Rep.",1972,Asia,63.983000000000004,14781241,3701.6215030000003
"Korea, Dem. Rep.",1977,Asia,67.15899999999999,16325320,4106.301249
"Korea, Dem. Rep.",1982,Asia,69.1,17647518,4106.525293
"Korea, Dem. Rep.",1987,Asia,70.64699999999999,19067554,4106.4923149999995
"Korea, Dem. Rep.",1992,Asia,69.97800000000001,20711375,3726.063507
"Korea, Dem. Rep.",1997,Asia,67.727,21585105,1690.756814
"Korea, Dem. Rep.",2002,Asia,66.66199999999999,22215365,1646.758151
"Korea, Dem. Rep.",2007,Asia,67.297,23301725,1593.06548
"Korea, Rep.",1952,Asia,47.453,20947571,1030.592226
"Korea, Rep.",1957,Asia,52.681000000000004,22611552,1487.593537
"Korea, Rep.",1962,Asia,55.292,26420307,1536.3443869999999
"Korea, Rep.",1967,Asia,57.716,30131000,2029.2281420000002
"Korea, Rep.",1972,Asia,62.611999999999995,33505000,3030.87665
"Korea, Rep.",1977,Asia,64.766,36436000,4657.22102
"Korea, Rep.",1982,Asia,67.123,39326000,5622.942464
"Korea, Rep.",1987,Asia,69.81,41622000,8533.088805
"Korea, Rep.",1992,Asia,72.244,43805450,12104.27872
"Korea, Rep.",1997,Asia,74.64699999999999,46173816,15993.52796
"Korea, Rep.",2002,Asia,77.045,47969150,19233.98818
"Korea, Rep.",2007,Asia,78.623,49044790,23348.139730000003
Kuwait,1952,Asia,55.565,160000,108382.3529
Kuwait,1957,Asia,58.033,212846,113523.1329
Kuwait,1962,Asia,60.47,358266,95458.11176
Kuwait,1967,Asia,64.624,575003,80894.88326
Kuwait,1972,Asia,67.712,841934,109347.867
Kuwait,1977,Asia,69.343,1140357,59265.477139999995
Kuwait,1982,Asia,71.309,1497494,31354.03573
Kuwait,1987,Asia,74.17399999999999,1891487,28118.42998
Kuwait,1992,Asia,75.19,1418095,34932.91959
Kuwait,1997,Asia,76.156,1765345,40300.61996
Kuwait,2002,Asia,76.904,2111561,35110.10566
Kuwait,2007,Asia,77.58800000000001,2505559,47306.98978
Lebanon,1952,Asia,55.928000000000004,1439529,4834.804067
Lebanon,1957,Asia,59.489,1647412,6089.786934000001
Lebanon,1962,Asia,62.093999999999994,1886848,5714.560611
Lebanon,1967,Asia,63.87,2186894,6006.983042
Lebanon,1972,Asia,65.421,2680018,7486.384341
Lebanon,1977,Asia,66.09899999999999,3115787,8659.696836
Lebanon,1982,Asia,66.983,3086876,7640.519520999999
Lebanon,1987,Asia,67.926,3089353,5377.091329
Lebanon,1992,Asia,69.292,3219994,6890.806854
Lebanon,1997,Asia,70.265,3430388,8754.96385
Lebanon,2002,Asia,71.028,3677780,9313.93883
Lebanon,2007,Asia,71.993,3921278,10461.05868
Lesotho,1952,Africa,42.138000000000005,748747,298.8462121
Lesotho,1957,Africa,45.047,813338,335.99711510000003
Lesotho,1962,Africa,47.747,893143,411.80062660000004
Lesotho,1967,Africa,48.492,996380,498.63902649999994
Lesotho,1972,Africa,49.766999999999996,1116779,496.58159220000005
Lesotho,1977,Africa,52.208,1251524,745.3695408
Lesotho,1982,Africa,55.078,1411807,797.2631074
Lesotho,1987,Africa,57.18,1599200,773.9932140999999
Lesotho,1992,Africa,59.685,1803195,977.4862724999999
Lesotho,1997,Africa,55.558,1982823,1186.147994
Lesotho,2002,Africa,44.593,2046772,1275.184575
Lesotho,2007,Africa,42.592,2012649,1569.331442
Liberia,1952,Africa,38.48,863308,575.5729961000001
Liberia,1957,Africa,39.486,975950,620.9699901
Liberia,1962,Africa,40.501999999999995,1112796,634.1951625
Liberia,1967,Africa,41.536,1279406,713.6036482999999
Liberia,1972,Africa,42.614,1482628,803.0054535
Liberia,1977,Africa,43.763999999999996,1703617,640.3224382999999
Liberia,1982,Africa,44.852,1956875,572.1995694
Liberia,1987,Africa,46.027,2269414,506.1138573
Liberia,1992,Africa,40.802,1912974,636.6229191000001
Liberia,1997,Africa,42.221000000000004,2200725,609.1739508
Liberia,2002,Africa,43.753,2814651,531.4823679
Liberia,2007,Africa,45.678000000000004,3193942,414.5073415
Libya,1952,Africa,42.723,1019729,2387.54806
Libya,1957,Africa,45.288999999999994,1201578,3448.284395
Libya,1962,Africa,47.808,1441863,6757.0308159999995
Libya,1967,Africa,50.227,1759224,18772.75169
Libya,1972,Africa,52.773,2183877,21011.497209999998
Libya,1977,Africa,57.442,2721783,21951.21176
Libya,1982,Africa,62.155,3344074,17364.275380000003
Libya,1987,Africa,66.234,3799845,11770.5898
Libya,1992,Africa,68.755,4364501,9640.138501000001
Libya,1997,Africa,71.555,4759670,9467.446056
Libya,2002,Africa,72.737,5368585,9534.677467
Libya,2007,Africa,73.952,6036914,12057.49928
Madagascar,1952,Africa,36.681,4762912,1443.011715
Madagascar,1957,Africa,38.865,5181679,1589.20275
Madagascar,1962,Africa,40.848,5703324,1643.38711
Madagascar,1967,Africa,42.881,6334556,1634.047282
Madagascar,1972,Africa,44.851000000000006,7082430,1748.562982
Madagascar,1977,Africa,46.881,8007166,1544.228586
Madagascar,1982,Africa,48.968999999999994,9171477,1302.878658
Madagascar,1987,Africa,49.35,10568642,1155.4419480000001
Madagascar,1992,Africa,52.214,12210395,1040.6761900000001
Madagascar,1997,Africa,54.978,14165114,986.2958956
Madagascar,2002,Africa,57.286,16473477,894.6370822
Madagascar,2007,Africa,59.443000000000005,19167654,1044.770126
Malawi,1952,Africa,36.256,2917802,369.1650802
Malawi,1957,Africa,37.207,3221238,416.36980639999996
Malawi,1962,Africa,38.41,3628608,427.90108560000004
Malawi,1967,Africa,39.486999999999995,4147252,495.5147806
Malawi,1972,Africa,41.766000000000005,4730997,584.6219709
Malawi,1977,Africa,43.766999999999996,5637246,663.2236766
Malawi,1982,Africa,45.641999999999996,6502825,632.8039209
Malawi,1987,Africa,47.457,7824747,635.5173633999999
Malawi,1992,Africa,49.42,10014249,563.2000145
Malawi,1997,Africa,47.495,10419991,692.2758102999999
Malawi,2002,Africa,45.00899999999999,11824495,665.4231186000001
Malawi,2007,Africa,48.303000000000004,13327079,759.3499101
Malaysia,1952,Asia,48.463,6748378,1831.132894
Malaysia,1957,Asia,52.102,7739235,1810.0669920000003
Malaysia,1962,Asia,55.736999999999995,8906385,2036.8849440000001
Malaysia,1967,Asia,59.371,10154878,2277.742396
Malaysia,1972,Asia,63.01,11441462,2849.09478
Malaysia,1977,Asia,65.256,12845381,3827.9215710000003
Malaysia,1982,Asia,68.0,14441916,4920.355951
Malaysia,1987,Asia,69.5,16331785,5249.802653
Malaysia,1992,Asia,70.693,18319502,7277.912802
Malaysia,1997,Asia,71.938,20476091,10132.90964
Malaysia,2002,Asia,73.044,22662365,10206.97794
Malaysia,2007,Asia,74.241,24821286,12451.6558
Mali,1952,Africa,33.685,3838168,452.3369807
Mali,1957,Africa,35.306999999999995,4241884,490.3821867
Mali,1962,Africa,36.936,4690372,496.17434280000003
Mali,1967,Africa,38.486999999999995,5212416,545.0098873
Mali,1972,Africa,39.977,5828158,581.3688761
Mali,1977,Africa,41.714,6491649,686.3952693
Mali,1982,Africa,43.916000000000004,6998256,618.0140640999999
Mali,1987,Africa,46.364,7634008,684.1715576
Mali,1992,Africa,48.388000000000005,8416215,739.014375
Mali,1997,Africa,49.903,9384984,790.2579846
Mali,2002,Africa,51.818000000000005,10580176,951.4097517999999
Mali,2007,Africa,54.467,12031795,1042.581557
Mauritania,1952,Africa,40.543,1022556,743.1159097
Mauritania,1957,Africa,42.338,1076852,846.1202613
Mauritania,1962,Africa,44.248000000000005,1146757,1055.8960359999999
Mauritania,1967,Africa,46.288999999999994,1230542,1421.145193
Mauritania,1972,Africa,48.437,1332786,1586.851781
Mauritania,1977,Africa,50.852,1456688,1497.492223
Mauritania,1982,Africa,53.599,1622136,1481.150189
Mauritania,1987,Africa,56.145,1841240,1421.603576
Mauritania,1992,Africa,58.333,2119465,1361.369784
Mauritania,1997,Africa,60.43,2444741,1483.1361359999999
Mauritania,2002,Africa,62.247,2828858,1579.0195429999999
Mauritania,2007,Africa,64.164,3270065,1803.1514960000002
Mauritius,1952,Africa,50.986000000000004,516556,1967.955707
Mauritius,1957,Africa,58.089,609816,2034.037981
Mauritius,1962,Africa,60.246,701016,2529.0674870000003
Mauritius,1967,Africa,61.556999999999995,789309,2475.387562
Mauritius,1972,Africa,62.943999999999996,851334,2575.4841579999998
Mauritius,1977,Africa,64.93,913025,3710.9829630000004
Mauritius,1982,Africa,66.711,992040,3688.037739
Mauritius,1987,Africa,68.74,1042663,4783.586903
Mauritius,1992,Africa,69.745,1096202,6058.2538460000005
Mauritius,1997,Africa,70.736,1149818,7425.705295000001
Mauritius,2002,Africa,71.954,1200206,9021.815894
Mauritius,2007,Africa,72.801,1250882,10956.99112
Mexico,1952,Americas,50.788999999999994,30144317,3478.125529
Mexico,1957,Americas,55.19,35015548,4131.546641
Mexico,1962,Americas,58.299,41121485,4581.609385
Mexico,1967,Americas,60.11,47995559,5754.733883
Mexico,1972,Americas,62.361000000000004,55984294,6809.406690000001
