region,nationality,year,month,tourists
ASEAN,Indonesia,2012,7,31878
ASEAN,Indonesia,2012,8,49516
ASEAN,Indonesia,2012,9,32295
ASEAN,Indonesia,2012,10,36171
ASEAN,Indonesia,2012,11,46310
ASEAN,Indonesia,2012,12,50499
ASEAN,Indonesia,2013,1,44006
ASEAN,Indonesia,2013,2,34781
ASEAN,Indonesia,2013,3,51871
ASEAN,Indonesia,2013,4,43658
ASEAN,Indonesia,2013,5,52259
ASEAN,Indonesia,2013,6,62426
ASEAN,Indonesia,2013,7,43407
ASEAN,Indonesia,2013,8,64540
ASEAN,Indonesia,2013,9,45819
ASEAN,Indonesia,2013,10,47176
ASEAN,Indonesia,2013,11,52343
ASEAN,Indonesia,2013,12,51965
ASEAN,Indonesia,2014,1,41595
ASEAN,Indonesia,2014,2,35500
ASEAN,Indonesia,2014,3,46509
ASEAN,Indonesia,2014,4,43195
ASEAN,Indonesia,2014,5,49961
ASEAN,Indonesia,2014,6,38157
ASEAN,Indonesia,2014,7,42805
ASEAN,Indonesia,2014,8,34481
ASEAN,Indonesia,2014,9,33573
ASEAN,Indonesia,2014,10,37626
ASEAN,Indonesia,2014,11,46281
ASEAN,Indonesia,2014,12,47909
ASEAN,Indonesia,2015,1,35808
ASEAN,Indonesia,2015,2,32246
ASEAN,Indonesia,2015,3,39712
ASEAN,Indonesia,2015,4,38005
ASEAN,Indonesia,2015,5,42096
ASEAN,Indonesia,2015,6,41215
ASEAN,Indonesia,2015,7,54865
ASEAN,Indonesia,2015,8,34578
ASEAN,Indonesia,2015,9,36020
ASEAN,Indonesia,2015,10,36020
ASEAN,Indonesia,2015,11,41100
ASEAN,Indonesia,2015,12,41915
ASEAN,Indonesia,2016,1,38069
ASEAN,Indonesia,2016,2,38344
ASEAN,Indonesia,2016,3,42280
ASEAN,Indonesia,2016,4,38160
ASEAN,Indonesia,2016,5,48911
ASEAN,Indonesia,2016,6,45435
ASEAN,Indonesia,2016,7,64491
ASEAN,Indonesia,2016,8,44931
ASEAN,Indonesia,2016,9,37818
ASEAN,Indonesia,2016,10,39791
ASEAN,Indonesia,2016,11,46724
ASEAN,Indonesia,2016,12,50671
ASEAN,Laos,2010,1,56171
ASEAN,Laos,2010,2,50385
ASEAN,Laos,2010,3,54645
ASEAN,Laos,2010,4,55425
ASEAN,Laos,2010,5,56663
ASEAN,Laos,2010,6,57929
ASEAN,Laos,2010,7,64606
ASEAN,Laos,2010,8,67097
ASEAN,Laos,2010,9,61409
ASEAN,Laos,2010,10,70781
ASEAN,Laos,2010,11,55074
ASEAN,Laos,2010,12,65160
ASEAN,Laos,2011,1,68595
ASEAN,Laos,2011,2,63490
ASEAN,Laos,2011,3,68611
ASEAN,Laos,2011,4,66729
ASEAN,Laos,2011,5,83125
ASEAN,Laos,2011,6,75375
ASEAN,Laos,2011,7,82353
ASEAN,Laos,2011,8,114513
ASEAN,Laos,2011,9,75347
ASEAN,Laos,2011,10,65003
ASEAN,Laos,2011,11,60669
ASEAN,Laos,2011,12,68140
ASEAN,Laos,2012,1,71701
ASEAN,Laos,2012,2,74519
ASEAN,Laos,2012,3,81735
ASEAN,Laos,2012,4,75661
ASEAN,Laos,2012,5,85247
ASEAN,Laos,2012,6,86635
ASEAN,Laos,2012,7,86360
ASEAN,Laos,2012,8,86162
ASEAN,Laos,2012,9,84483
ASEAN,Laos,2012,10,73729
ASEAN,Laos,2012,11,79617
ASEAN,Laos,2012,12,90150
ASEAN,Laos,2013,1,83985
ASEAN,Laos,2013,2,80252
ASEAN,Laos,2013,3,73655
ASEAN,Laos,2013,4,82424
ASEAN,Laos,2013,5,83505
ASEAN,Laos,2013,6,80336
ASEAN,Laos,2013,7,86613
ASEAN,Laos,2013,8,91765
ASEAN,Laos,2013,9,79875
ASEAN,Laos,2013,10,76854
ASEAN,Laos,2013,11,77389
ASEAN,Laos,2013,12,79986
ASEAN,Laos,2014,1,78806
ASEAN,Laos,2014,2,72414
ASEAN,Laos,2014,3,73387
ASEAN,Laos,2014,4,86503
ASEAN,Laos,2014,5,80606
ASEAN,Laos,2014,6,76775
ASEAN,Laos,2014,7,103946
ASEAN,Laos,2014,8,114859
ASEAN,Laos,2014,9,92767
ASEAN,Laos,2014,10,89340
ASEAN,Laos,2014,11,85491
ASEAN,Laos,2014,12,99089
ASEAN,Laos,2015,1,91251
ASEAN,Laos,2015,2,78044
ASEAN,Laos,2015,3,90066
ASEAN,Laos,2015,4,98512
ASEAN,Laos,2015,5,102040
ASEAN,Laos,2015,6,96613
ASEAN,Laos,2015,7,111201
ASEAN,Laos,2015,8,113207
ASEAN,Laos,2015,9,109378
ASEAN,Laos,2015,10,109378
ASEAN,Laos,2015,11,103845
ASEAN,Laos,2015,12,124473
ASEAN,Laos,2016,1,122086
ASEAN,Laos,2016,2,104559
ASEAN,Laos,2016,3,106198
ASEAN,Laos,2016,4,116146
ASEAN,Laos,2016,5,113709
ASEAN,Laos,2016,6,101188
ASEAN,Laos,2016,7,123855
ASEAN,Laos,2016,8,141392
ASEAN,Laos,2016,9,124297
ASEAN,Laos,2016,10,121631
ASEAN,Laos,2016,11,110522
ASEAN,Laos,2016,12,123873
ASEAN,Malaysia,2010,1,147207
ASEAN,Malaysia,2010,2,205370
ASEAN,Malaysia,2010,3,160681
ASEAN,Malaysia,2010,4,158323
ASEAN,Malaysia,2010,5,130195
ASEAN,Malaysia,2010,6,154734
ASEAN,Malaysia,2010,7,166644
ASEAN,Malaysia,2010,8,161850
ASEAN,Malaysia,2010,9,188836
ASEAN,Malaysia,2010,10,166315
ASEAN,Malaysia,2010,11,166294
ASEAN,Malaysia,2010,12,252507
ASEAN,Malaysia,2011,1,160922
ASEAN,Malaysia,2011,2,217755
ASEAN,Malaysia,2011,3,195762
ASEAN,Malaysia,2011,4,208644
ASEAN,Malaysia,2011,5,211532
ASEAN,Malaysia,2011,6,225090
ASEAN,Malaysia,2011,7,250599
ASEAN,Malaysia,2011,8,230751
ASEAN,Malaysia,2011,9,201846
ASEAN,Malaysia,2011,10,175320
ASEAN,Malaysia,2011,11,173839
ASEAN,Malaysia,2011,12,248220
ASEAN,Malaysia,2012,1,216644
ASEAN,Malaysia,2012,2,187338
ASEAN,Malaysia,2012,3,211828
ASEAN,Malaysia,2012,4,174886
ASEAN,Malaysia,2012,5,183637
ASEAN,Malaysia,2012,6,198313
ASEAN,Malaysia,2012,7,186514
ASEAN,Malaysia,2012,8,248768
ASEAN,Malaysia,2012,9,184521
ASEAN,Malaysia,2012,10,210392
ASEAN,Malaysia,2012,11,250897
ASEAN,Malaysia,2012,12,300659
ASEAN,Malaysia,2013,1,201981
ASEAN,Malaysia,2013,2,251084
ASEAN,Malaysia,2013,3,231210
ASEAN,Malaysia,2013,4,223479
ASEAN,Malaysia,2013,5,254412
ASEAN,Malaysia,2013,6,268026
ASEAN,Malaysia,2013,7,223680
ASEAN,Malaysia,2013,8,303738
ASEAN,Malaysia,2013,9,231529
ASEAN,Malaysia,2013,10,236655
ASEAN,Malaysia,2013,11,299596
ASEAN,Malaysia,2013,12,315707
ASEAN,Malaysia,2014,1,145150
ASEAN,Malaysia,2014,2,177851
ASEAN,Malaysia,2014,3,197945
ASEAN,Malaysia,2014,4,200124
ASEAN,Malaysia,2014,5,185547
ASEAN,Malaysia,2014,6,172567
ASEAN,Malaysia,2014,7,218588
ASEAN,Malaysia,2014,8,194505
ASEAN,Malaysia,2014,9,225083
ASEAN,Malaysia,2014,10,259045
ASEAN,Malaysia,2014,11,270783
ASEAN,Malaysia,2014,12,366230
ASEAN,Malaysia,2015,1,259863
ASEAN,Malaysia,2015,2,275563
ASEAN,Malaysia,2015,3,278509
ASEAN,Malaysia,2015,4,271568
ASEAN,Malaysia,2015,5,298671
ASEAN,Malaysia,2015,6,290790
ASEAN,Malaysia,2015,7,288133
ASEAN,Malaysia,2015,8,272767
ASEAN,Malaysia,2015,9,256399
ASEAN,Malaysia,2015,10,256399
ASEAN,Malaysia,2015,11,299588
ASEAN,Malaysia,2015,12,389676
ASEAN,Malaysia,2016,1,275775
ASEAN,Malaysia,2016,2,307121
ASEAN,Malaysia,2016,3,303081
ASEAN,Malaysia,2016,4,291557
ASEAN,Malaysia,2016,5,300186
ASEAN,Malaysia,2016,6,260460
ASEAN,Malaysia,2016,7,288877
ASEAN,Malaysia,2016,8,255655
ASEAN,Malaysia,2016,9,299667
ASEAN,Malaysia,2016,10,275825
ASEAN,Malaysia,2016,11,282649
ASEAN,Malaysia,2016,12,392973
ASEAN,Myanmar,2010,1,7816
ASEAN,Myanmar,2010,2,6734
ASEAN,Myanmar,2010,3,7664
ASEAN,Myanmar,2010,4,8619
ASEAN,Myanmar,2010,5,5170
ASEAN,Myanmar,2010,6,6093
ASEAN,Myanmar,2010,7,7231
ASEAN,Myanmar,2010,8,7253
ASEAN,Myanmar,2010,9,7398
ASEAN,Myanmar,2010,10,8357
ASEAN,Myanmar,2010,11,6891
ASEAN,Myanmar,2010,12,10953
ASEAN,Myanmar,2011,1,9103
ASEAN,Myanmar,2011,2,7730
ASEAN,Myanmar,2011,3,9965
ASEAN,Myanmar,2011,4,12194
ASEAN,Myanmar,2011,5,9598
ASEAN,Myanmar,2011,6,9043
ASEAN,Myanmar,2011,7,9288
ASEAN,Myanmar,2011,8,9229
ASEAN,Myanmar,2011,9,9949
ASEAN,Myanmar,2011,10,8198
ASEAN,Myanmar,2011,11,5821
ASEAN,Myanmar,2011,12,10553
ASEAN,Myanmar,2012,1,9249
ASEAN,Myanmar,2012,2,9260
ASEAN,Myanmar,2012,3,11131
ASEAN,Myanmar,2012,4,12631
ASEAN,Myanmar,2012,5,10790
ASEAN,Myanmar,2012,6,9608
ASEAN,Myanmar,2012,7,9987
ASEAN,Myanmar,2012,8,9490
ASEAN,Myanmar,2012,9,9927
ASEAN,Myanmar,2012,10,11155
ASEAN,Myanmar,2012,11,11746
ASEAN,Myanmar,2012,12,14411
ASEAN,Myanmar,2013,1,12114
ASEAN,Myanmar,2013,2,10087
ASEAN,Myanmar,2013,3,14604
ASEAN,Myanmar,2013,4,18151
ASEAN,Myanmar,2013,5,16058
ASEAN,Myanmar,2013,6,13577
ASEAN,Myanmar,2013,7,14505
ASEAN,Myanmar,2013,8,13672
ASEAN,Myanmar,2013,9,13921
ASEAN,Myanmar,2013,10,14185
ASEAN,Myanmar,2013,11,14290
ASEAN,Myanmar,2013,12,17219
ASEAN,Myanmar,2014,1,12319
ASEAN,Myanmar,2014,2,10504
ASEAN,Myanmar,2014,3,14461
ASEAN,Myanmar,2014,4,20424
ASEAN,Myanmar,2014,5,18028
ASEAN,Myanmar,2014,6,15464
ASEAN,Myanmar,2014,7,16600
ASEAN,Myanmar,2014,8,17834
ASEAN,Myanmar,2014,9,18968
ASEAN,Myanmar,2014,10,20637
ASEAN,Myanmar,2014,11,19147
ASEAN,Myanmar,2014,12,22408
ASEAN,Myanmar,2015,1,18766
ASEAN,Myanmar,2015,2,15141
ASEAN,Myanmar,2015,3,21799
ASEAN,Myanmar,2015,4,24913
ASEAN,Myanmar,2015,5,21191
ASEAN,Myanmar,2015,6,17428
ASEAN,Myanmar,2015,7,18458
ASEAN,Myanmar,2015,8,18927
ASEAN,Myanmar,2015,9,25681
ASEAN,Myanmar,2015,10,25681
ASEAN,Myanmar,2015,11,24211
ASEAN,Myanmar,2015,12,31403
ASEAN,Myanmar,2016,1,24445
ASEAN,Myanmar,2016,2,23501
ASEAN,Myanmar,2016,3,28710
ASEAN,Myanmar,2016,4,36218
ASEAN,Myanmar,2016,5,29457
ASEAN,Myanmar,2016,6,25961
ASEAN,Myanmar,2016,7,28987
ASEAN,Myanmar,2016,8,27816
ASEAN,Myanmar,2016,9,27464
ASEAN,Myanmar,2016,10,28131
ASEAN,Myanmar,2016,11,27680
ASEAN,Myanmar,2016,12,33271
ASEAN,Philippines,2010,1,20334
ASEAN,Philippines,2010,2,19130
ASEAN,Philippines,2010,3,23988
ASEAN,Philippines,2010,4,20286
ASEAN,Philippines,2010,5,16832
ASEAN,Philippines,2010,6,16340
ASEAN,Philippines,2010,7,18154
ASEAN,Philippines,2010,8,20095
ASEAN,Philippines,2010,9,19780
ASEAN,Philippines,2010,10,24862
ASEAN,Philippines,2010,11,23330
ASEAN,Philippines,2010,12,23299
ASEAN,Philippines,2011,1,21268
ASEAN,Philippines,2011,2,22050
ASEAN,Philippines,2011,3,26886
ASEAN,Philippines,2011,4,27575
ASEAN,Philippines,2011,5,30078
ASEAN,Philippines,2011,6,21237
ASEAN,Philippines,2011,7,19630
ASEAN,Philippines,2011,8,21165
ASEAN,Philippines,2011,9,20521
ASEAN,Philippines,2011,10,21490
ASEAN,Philippines,2011,11,16466
ASEAN,Philippines,2011,12,20009
ASEAN,Philippines,2012,1,19850
ASEAN,Philippines,2012,2,21176
ASEAN,Philippines,2012,3,23819
ASEAN,Philippines,2012,4,27008
ASEAN,Philippines,2012,5,30048
ASEAN,Philippines,2012,6,23234
ASEAN,Philippines,2012,7,22074
ASEAN,Philippines,2012,8,22488
ASEAN,Philippines,2012,9,22289
ASEAN,Philippines,2012,10,27331
ASEAN,Philippines,2012,11,26187
ASEAN,Philippines,2012,12,24062
ASEAN,Philippines,2013,1,22051
ASEAN,Philippines,2013,2,21586
ASEAN,Philippines,2013,3,28052
ASEAN,Philippines,2013,4,29351
ASEAN,Philippines,2013,5,31293
ASEAN,Philippines,2013,6,26195
ASEAN,Philippines,2013,7,24449
ASEAN,Philippines,2013,8,26534
ASEAN,Philippines,2013,9,25433
ASEAN,Philippines,2013,10,32238
ASEAN,Philippines,2013,11,29316
ASEAN,Philippines,2013,12,25073
ASEAN,Philippines,2014,1,19602
ASEAN,Philippines,2014,2,17136
ASEAN,Philippines,2014,3,21422
ASEAN,Philippines,2014,4,26027
ASEAN,Philippines,2014,5,34235
ASEAN,Philippines,2014,6,29095
ASEAN,Philippines,2014,7,24326
ASEAN,Philippines,2014,8,25212
ASEAN,Philippines,2014,9,24120
ASEAN,Philippines,2014,10,28862
ASEAN,Philippines,2014,11,28280
ASEAN,Philippines,2014,12,26496
ASEAN,Philippines,2015,1,22596
ASEAN,Philippines,2015,2,20898
ASEAN,Philippines,2015,3,25378
ASEAN,Philippines,2015,4,27898
ASEAN,Philippines,2015,5,29990
ASEAN,Philippines,2015,6,26283
ASEAN,Philippines,2015,7,25620
ASEAN,Philippines,2015,8,24852
ASEAN,Philippines,2015,9,27904
ASEAN,Philippines,2015,10,27904
ASEAN,Philippines,2015,11,28021
ASEAN,Philippines,2015,12,25684
ASEAN,Philippines,2016,1,24339
ASEAN,Philippines,2016,2,24453
ASEAN,Philippines,2016,3,28135
ASEAN,Philippines,2016,4,29239
ASEAN,Philippines,2016,5,30690
ASEAN,Philippines,2016,6,26334
ASEAN,Philippines,2016,7,29657
ASEAN,Philippines,2016,8,27722
ASEAN,Philippines,2016,9,27336
ASEAN,Philippines,2016,10,30137
ASEAN,Philippines,2016,11,31128
ASEAN,Philippines,2016,12,30316
ASEAN,Singapore,2010,1,49799
ASEAN,Singapore,2010,2,49936
ASEAN,Singapore,2010,3,50459
ASEAN,Singapore,2010,4,33767
ASEAN,Singapore,2010,5,31900
ASEAN,Singapore,2010,6,49389
ASEAN,Singapore,2010,7,49729
ASEAN,Singapore,2010,8,52380
ASEAN,Singapore,2010,9,48590
ASEAN,Singapore,2010,10,46127
ASEAN,Singapore,2010,11,58628
ASEAN,Singapore,2010,12,82834
ASEAN,Singapore,2011,1,47661
ASEAN,Singapore,2011,2,52164
ASEAN,Singapore,2011,3,57692
ASEAN,Singapore,2011,4,48598
ASEAN,Singapore,2011,5,57862
ASEAN,Singapore,2011,6,73552
ASEAN,Singapore,2011,7,53246
ASEAN,Singapore,2011,8,53053
ASEAN,Singapore,2011,9,62938
ASEAN,Singapore,2011,10,46431
ASEAN,Singapore,2011,11,41853
ASEAN,Singapore,2011,12,87314
ASEAN,Singapore,2012,1,52284
ASEAN,Singapore,2012,2,53624
ASEAN,Singapore,2012,3,67386
ASEAN,Singapore,2012,4,55935
ASEAN,Singapore,2012,5,63082
ASEAN,Singapore,2012,6,83510
ASEAN,Singapore,2012,7,61958
ASEAN,Singapore,2012,8,64188
ASEAN,Singapore,2012,9,64174
ASEAN,Singapore,2012,10,67839
ASEAN,Singapore,2012,11,88136
ASEAN,Singapore,2012,12,109099
ASEAN,Singapore,2013,1,58189
ASEAN,Singapore,2013,2,61723
ASEAN,Singapore,2013,3,76042
ASEAN,Singapore,2013,4,59076
ASEAN,Singapore,2013,5,77430
ASEAN,Singapore,2013,6,105584
ASEAN,Singapore,2013,7,69379
ASEAN,Singapore,2013,8,71014
ASEAN,Singapore,2013,9,76090
ASEAN,Singapore,2013,10,75830
ASEAN,Singapore,2013,11,101368
ASEAN,Singapore,2013,12,123743
ASEAN,Singapore,2014,1,46163
ASEAN,Singapore,2014,2,40974
ASEAN,Singapore,2014,3,58390
ASEAN,Singapore,2014,4,56113
ASEAN,Singapore,2014,5,62005
ASEAN,Singapore,2014,6,73308
ASEAN,Singapore,2014,7,61975
ASEAN,Singapore,2014,8,69061
ASEAN,Singapore,2014,9,78265
ASEAN,Singapore,2014,10,79495
ASEAN,Singapore,2014,11,93728
ASEAN,Singapore,2014,12,124656
ASEAN,Singapore,2015,1,68927
ASEAN,Singapore,2015,2,63750
ASEAN,Singapore,2015,3,80422
ASEAN,Singapore,2015,4,68101
ASEAN,Singapore,2015,5,79264
ASEAN,Singapore,2015,6,99331
ASEAN,Singapore,2015,7,71575
ASEAN,Singapore,2015,8,65226
ASEAN,Singapore,2015,9,66615
ASEAN,Singapore,2015,10,66615
ASEAN,Singapore,2015,11,88316
ASEAN,Singapore,2015,12,122647
ASEAN,Singapore,2016,1,65556
ASEAN,Singapore,2016,2,70367
ASEAN,Singapore,2016,3,87193
ASEAN,Singapore,2016,4,69977
ASEAN,Singapore,2016,5,78076
ASEAN,Singapore,2016,6,101128
ASEAN,Singapore,2016,7,73152
ASEAN,Singapore,2016,8,67145
ASEAN,Singapore,2016,9,80175
ASEAN,Singapore,2016,10,67199
ASEAN,Singapore,2016,11,86678
ASEAN,Singapore,2016,12,120263
ASEAN,Vietnam,2010,1,32067
ASEAN,Vietnam,2010,2,29783
ASEAN,Vietnam,2010,3,32071
ASEAN,Vietnam,2010,4,29429
ASEAN,Vietnam,2010,5,25253
ASEAN,Vietnam,2010,6,30132
ASEAN,Vietnam,2010,7,37436
ASEAN,Vietnam,2010,8,36122
ASEAN,Vietnam,2010,9,29017
ASEAN,Vietnam,2010,10,33521
ASEAN,Vietnam,2010,11,31053
ASEAN,Vietnam,2010,12,34484
ASEAN,Vietnam,2011,1,29769
ASEAN,Vietnam,2011,2,34888
ASEAN,Vietnam,2011,3,42248
ASEAN,Vietnam,2011,4,43630
ASEAN,Vietnam,2011,5,45410
ASEAN,Vietnam,2011,6,50969
ASEAN,Vietnam,2011,7,62530
ASEAN,Vietnam,2011,8,53459
ASEAN,Vietnam,2011,9,39927
ASEAN,Vietnam,2011,10,32819
ASEAN,Vietnam,2011,11,26206
ASEAN,Vietnam,2011,12,34913
ASEAN,Vietnam,2012,1,31609
ASEAN,Vietnam,2012,2,45947
ASEAN,Vietnam,2012,3,54817
ASEAN,Vietnam,2012,4,52521
ASEAN,Vietnam,2012,5,51183
ASEAN,Vietnam,2012,6,68801
ASEAN,Vietnam,2012,7,76128
ASEAN,Vietnam,2012,8,58374
ASEAN,Vietnam,2012,9,44569
ASEAN,Vietnam,2012,10,45137
ASEAN,Vietnam,2012,11,44741
ASEAN,Vietnam,2012,12,44843
ASEAN,Vietnam,2013,1,41094
ASEAN,Vietnam,2013,2,49115
ASEAN,Vietnam,2013,3,64411
ASEAN,Vietnam,2013,4,68226
ASEAN,Vietnam,2013,5,60539
ASEAN,Vietnam,2013,6,82492
ASEAN,Vietnam,2013,7,82632
ASEAN,Vietnam,2013,8,66533
ASEAN,Vietnam,2013,9,53461
ASEAN,Vietnam,2013,10,54414
ASEAN,Vietnam,2013,11,53569
ASEAN,Vietnam,2013,12,48571
ASEAN,Vietnam,2014,1,34315
ASEAN,Vietnam,2014,2,46785
ASEAN,Vietnam,2014,3,50751
ASEAN,Vietnam,2014,4,55587
ASEAN,Vietnam,2014,5,51561
ASEAN,Vietnam,2014,6,39653
ASEAN,Vietnam,2014,7,49321
ASEAN,Vietnam,2014,8,46534
ASEAN,Vietnam,2014,9,38785
ASEAN,Vietnam,2014,10,46575
ASEAN,Vietnam,2014,11,47728
ASEAN,Vietnam,2014,12,51820
ASEAN,Vietnam,2015,1,53015
ASEAN,Vietnam,2015,2,43731
ASEAN,Vietnam,2015,3,66704
ASEAN,Vietnam,2015,4,78553
ASEAN,Vietnam,2015,5,69761
ASEAN,Vietnam,2015,6,87077
ASEAN,Vietnam,2015,7,89978
ASEAN,Vietnam,2015,8,60683
ASEAN,Vietnam,2015,9,51532
ASEAN,Vietnam,2015,10,51532
ASEAN,Vietnam,2015,11,52401
ASEAN,Vietnam,2015,12,54665
ASEAN,Vietnam,2016,1,48038
ASEAN,Vietnam,2016,2,58988
ASEAN,Vietnam,2016,3,68677
ASEAN,Vietnam,2016,4,66876
ASEAN,Vietnam,2016,5,72614
ASEAN,Vietnam,2016,6,99611
ASEAN,Vietnam,2016,7,106273
ASEAN,Vietnam,2016,8,82925
ASEAN,Vietnam,2016,9,60824
ASEAN,Vietnam,2016,10,52079
ASEAN,Vietnam,2016,11,54556
ASEAN,Vietnam,2016,12,58933
EstAsia,China,2010,1,106920
EstAsia,China,2010,2,152717
EstAsia,China,2010,3,74267
EstAsia,China,2010,4,52859
EstAsia,China,2010,5,35833
EstAsia,China,2010,6,49110
EstAsia,China,2010,7,90223
EstAsia,China,2010,8,123591
EstAsia,China,2010,9,100621
EstAsia,China,2010,10,99131
EstAsia,China,2010,11,111970
EstAsia,China,2010,12,124977
EstAsia,China,2011,1,143477
EstAsia,China,2011,2,183163
EstAsia,China,2011,3,148236
EstAsia,China,2011,4,138042
EstAsia,China,2011,5,134825
EstAsia,China,2011,6,124605
EstAsia,China,2011,7,179076
EstAsia,China,2011,8,193881
EstAsia,China,2011,9,153305
EstAsia,China,2011,10,149088
EstAsia,China,2011,11,67651
EstAsia,China,2011,12,105898
EstAsia,China,2012,1,222773
EstAsia,China,2012,2,158742
EstAsia,China,2012,3,198767
EstAsia,China,2012,4,214689
EstAsia,China,2012,5,192642
EstAsia,China,2012,6,180481
EstAsia,China,2012,7,263412
EstAsia,China,2012,8,278182
EstAsia,China,2012,9,231560
EstAsia,China,2012,10,262432
EstAsia,China,2012,11,294518
EstAsia,China,2012,12,288662
EstAsia,China,2013,1,339067
EstAsia,China,2013,2,464975
EstAsia,China,2013,3,372875
EstAsia,China,2013,4,427780
EstAsia,China,2013,5,383292
EstAsia,China,2013,6,370064
EstAsia,China,2013,7,458683
EstAsia,China,2013,8,476765
EstAsia,China,2013,9,455202
EstAsia,China,2013,10,299982
EstAsia,China,2013,11,323222
EstAsia,China,2013,12,265428
EstAsia,China,2014,1,357034
EstAsia,China,2014,2,360023
EstAsia,China,2014,3,319881
EstAsia,China,2014,4,332819
EstAsia,China,2014,5,302823
EstAsia,China,2014,6,220497
EstAsia,China,2014,7,360231
EstAsia,China,2014,8,449670
EstAsia,China,2014,9,424461
EstAsia,China,2014,10,500666
EstAsia,China,2014,11,512856
EstAsia,China,2014,12,495337
EstAsia,China,2015,1,560360
EstAsia,China,2015,2,780516
EstAsia,China,2015,3,663571
EstAsia,China,2015,4,701169
EstAsia,China,2015,5,668079
EstAsia,China,2015,6,632889
EstAsia,China,2015,7,775829
EstAsia,China,2015,8,800596
EstAsia,China,2015,9,566164
EstAsia,China,2015,10,566164
EstAsia,China,2015,11,615407
EstAsia,China,2015,12,637858
EstAsia,China,2016,1,814593
EstAsia,China,2016,2,958204
EstAsia,China,2016,3,856676
EstAsia,China,2016,4,816028
EstAsia,China,2016,5,738570
EstAsia,China,2016,6,715413
EstAsia,China,2016,7,865355
EstAsia,China,2016,8,891382
EstAsia,China,2016,9,658894
EstAsia,China,2016,10,474335
EstAsia,China,2016,11,432466
EstAsia,China,2016,12,535550
EstAsia,EAOthers,2010,1,2043
EstAsia,EAOthers,2010,2,2991
EstAsia,EAOthers,2010,3,2034
EstAsia,EAOthers,2010,4,1403
EstAsia,EAOthers,2010,5,808
EstAsia,EAOthers,2010,6,1489
EstAsia,EAOthers,2010,7,2618
EstAsia,EAOthers,2010,8,3692
EstAsia,EAOthers,2010,9,2091
EstAsia,EAOthers,2010,10,1790
EstAsia,EAOthers,2010,11,2097
EstAsia,EAOthers,2010,12,2839
EstAsia,EAOthers,2011,1,2455
EstAsia,EAOthers,2011,2,2877
EstAsia,EAOthers,2011,3,3016
EstAsia,EAOthers,2011,4,2645
EstAsia,EAOthers,2011,5,2940
EstAsia,EAOthers,2011,6,3900
EstAsia,EAOthers,2011,7,3802
EstAsia,EAOthers,2011,8,5694
EstAsia,EAOthers,2011,9,2948
EstAsia,EAOthers,2011,10,2452
EstAsia,EAOthers,2011,11,1467
EstAsia,EAOthers,2011,12,2226
EstAsia,EAOthers,2012,1,3214
EstAsia,EAOthers,2012,2,3303
EstAsia,EAOthers,2012,3,3126
EstAsia,EAOthers,2012,4,3431
EstAsia,EAOthers,2012,5,3354
EstAsia,EAOthers,2012,6,4779
EstAsia,EAOthers,2012,7,5363
EstAsia,EAOthers,2012,8,8053
EstAsia,EAOthers,2012,9,4153
EstAsia,EAOthers,2012,10,3631
EstAsia,EAOthers,2012,11,4160
EstAsia,EAOthers,2012,12,5408
EstAsia,EAOthers,2013,1,4143
EstAsia,EAOthers,2013,2,4970
EstAsia,EAOthers,2013,3,5521
EstAsia,EAOthers,2013,4,4028
EstAsia,EAOthers,2013,5,5213
EstAsia,EAOthers,2013,6,6870
EstAsia,EAOthers,2013,7,6801
EstAsia,EAOthers,2013,8,11188
EstAsia,EAOthers,2013,9,5194
EstAsia,EAOthers,2013,10,4924
EstAsia,EAOthers,2013,11,5239
EstAsia,EAOthers,2013,12,5405
EstAsia,EAOthers,2014,1,4048
EstAsia,EAOthers,2014,2,2622
EstAsia,EAOthers,2014,3,3140
EstAsia,EAOthers,2014,4,4246
EstAsia,EAOthers,2014,5,4134
EstAsia,EAOthers,2014,6,3868
EstAsia,EAOthers,2014,7,4976
EstAsia,EAOthers,2014,8,8133
EstAsia,EAOthers,2014,9,4661
EstAsia,EAOthers,2014,10,5054
EstAsia,EAOthers,2014,11,5210
EstAsia,EAOthers,2014,12,7931
EstAsia,EAOthers,2015,1,5160
EstAsia,EAOthers,2015,2,5984
EstAsia,EAOthers,2015,3,5407
EstAsia,EAOthers,2015,4,6375
EstAsia,EAOthers,2015,5,5888
EstAsia,EAOthers,2015,6,6519
EstAsia,EAOthers,2015,7,7534
EstAsia,EAOthers,2015,8,10581
EstAsia,EAOthers,2015,9,4396
EstAsia,EAOthers,2015,10,4396
EstAsia,EAOthers,2015,11,4751
EstAsia,EAOthers,2015,12,7234
EstAsia,EAOthers,2016,1,5104
EstAsia,EAOthers,2016,2,5833
EstAsia,EAOthers,2016,3,6097
EstAsia,EAOthers,2016,4,5392
EstAsia,EAOthers,2016,5,5495
EstAsia,EAOthers,2016,6,6615
EstAsia,EAOthers,2016,7,8858
EstAsia,EAOthers,2016,8,10582
EstAsia,EAOthers,2016,9,4726
EstAsia,EAOthers,2016,10,4130
EstAsia,EAOthers,2016,11,3765
EstAsia,EAOthers,2016,12,6544
EstAsia,HongKong,2010,1,21924
EstAsia,HongKong,2010,2,40274
EstAsia,HongKong,2010,3,21974
EstAsia,HongKong,2010,4,16237
EstAsia,HongKong,2010,5,7207
EstAsia,HongKong,2010,6,22582
EstAsia,HongKong,2010,7,40842
