Climate HousingCost HlthCare Crime  Transp Educ Arts  Recreat Econ CaseNum  Long Lat Pop StNum  
Redding,CA					   664 8584 274 892 5727 2471 845 2424 4459 249 -122.4 40.582 115715 5                                  
Reno,NV						   535 12449 615 1116 6767 2529 2210 2386 5677 250 -119.807 39.523 193623 34                            
Richland-Kinnewick-Pasco,WA			   664 8461 300 779 4714 1728 529 1204 5326 251 -119.195 46.259 144469 48                               
Richmond-Petersburg,VA				   585 8343 2448 1076 6680 2940 5697 1943 5870 252 -77.4255 37.385 761311 46                            
Riverside-San-Bernardino,CA			   615 9754 2201 1475 3141 2596 5327 1918 4923 253 -117.338 34.044 1558182 5                            
Roanoke,VA					   652 7476 1036 784 3872 2723 1263 2036 5287 254 -79.937 37.273 220393 46                              
Rochester,MN					   308 9193 2966 437 4399 2134 769 1503 6099 255 -92.46299999999999 44.023 92006 24                     
Rochester,NY					   536 8609 1969 894 5165 3582 6956 2659 6304 256 -77.608 43.158 971230 35                              
Rockford,IL					   466 7584 969 1156 2987 2680 1026 933 4592 257 -89.098 42.268 279514 15                               
Sacramento,CA					   576 9855 1027 1363 5097 2793 4483 2306 5309 258 -121.49 38.585 1099814 5                             
Saginaw-Bay-City-Midland,MI			   515 7368 1022 1068 3186 2772 1708 2059 3709 259 -84.018 43.5513 421518 23                            
St.-Cloud,MN					   195 7235 603 343 4565 2502 1871 1572 5488 260 -94.16200000000001 45.566 163256 24                    
St.-Joseph,MO					   475 5589 223 969 2689 2927 879 1265 5991 261 -94.83799999999999 39.767 87888 25                      
St.-Louis,MO-IL					   537 7605 2850 1306 7119 3530 8896 2243 5800 262 -90.193 38.617 1808621 25                            
Salem,OR					   716 8378 749 1014 4732 3278 691 1873 3835 263 -123.028 44.917 249895 38                              
Salem-Glouster,MA				   644 11622 1232 490 3459 2729 3276 2234 6309 264 -70.78149999999999 42.5755 258175 20                 
Salinas-Seaside-Monterey,CA			   843 13838 352 1107 4160 2439 1004 3179 5656 265 -121.801 36.6343 290444 5                            
Salt-Lake-City-Ogden,UT				   541 9466 1631 969 6228 2340 5528 3900 4942 266 -111.935 40.8825 910222 45                            
San-Angelo,TX					   488 6321 236 1032 2938 2707 1301 1136 7720 267 -100.437 31.463 84784 44                              
San-Antonio,TX					   398 6898 1337 1197 5387 2938 4295 1509 6873 268 -98.495 29.423 1071954 44                            
San-Diego,CA					   903 14465 2416 1099 5489 2794 8818 3347 5489 269 -117.153 32.713 1861846 5                           
San-Francisco,CA				   910 17158 3726 1619 8299 3371 14226 4600 6063 270 -122.417 37.775 1488871 5                          
San-Jose,CA					   850 16048 2117 1065 5224 2709 6446 1964 7270 271 -121.883 37.335 1295071 5                           
Santa-Barbara-Santa-Maria-Lompoc,CA		   855 15547 532 1026 5662 2719 2684 3300 5821 272 -120.196 34.6707 298694 5                            
Santa-Cruz,CA					   843 14303 1035 964 5010 2611 3748 1703 5335 273 -122.022 36.972 188141 5                             
Santa-Rosa-Petaluma,CA				   732 12931 1052 912 3313 2722 3457 2255 5703 274 -122.679 38.3375 299681 5                            
Sarasota,FL					   391 9560 801 939 3742 2626 817 2535 7715 275 -82.532 27.337 202251 10                                
Savannah,GA					   542 6896 1084 1614 5958 2456 2262 2237 5591 276 -81.093 32.077 220553 11                             
Scranton-Wilkes-Barre,PA			   575 6697 1219 372 3683 3230 1832 1386 4907 277 -75.77549999999999 41.3275 728796 39                  
Seattle,WA					   808 10183 2715 1170 6634 2710 9577 4800 5901 278 -122.33 47.597 1607469 48                           
Sharon,PA					   570 6697 700 384 2017 3022 52 1100 4055 279 -80.517 41.233 128299 39                                 
Sheboygan,WI					   442 8121 593 450 3458 2557 268 1316 4765 280 -87.748 43.76 100935 49                                 
Sherman-Denison,TX				   524 5722 394 1035 1922 2652 68 937 6213 281 -96.57599999999999 33.695 89796 44                       
Shreveport,LA					   508 6534 1445 1197 4401 2858 2826 1389 6585 282 -93.758 32.49 333079 19                              
Sioux-City,IA-NE				   385 6528 846 759 4316 2673 1393 1359 4648 283 -96.392 42.492 117457 13                               
Sioux-Falls,SD					   276 7983 1041 556 6271 2651 465 1324 5204 284 -96.702 43.495 109435 42                               
South-Bend-Mishawaka,IN				   545 5938 830 1038 5634 2874 2672 1819 5056 285 -86.215 41.669 241617 16                              
Spokane,WA					   574 6927 497 869 5534 2774 2988 1517 4722 286 -117.405 47.672 341835 48                              
Springfield,IL					   524 7882 1877 1225 6172 3078 1983 1536 5384 287 -89.648 39.8 187789 15                               
Springfield,MA					   453 8039 710 1212 6159 3525 3466 1514 5289 288 -72.58799999999999 42.1 515259 20                     
Springfield,MO					   544 6343 577 892 3828 2709 1634 1737 5932 289 -93.29000000000001 37.22 207704 25                     
Stamford,CT					   648 23640 2610 835 3110 3029 7865 1729 6158 290 -73.54000000000001 41.053 198854 7                   
State-College,PA				   575 8405 612 540 2740 3169 1271 1200 4677 291 -77.867 40.792 112760 39                               
Steubenville-Weirton,OH-WV			   542 6578 505 418 1532 2672 147 1460 3744 292 -80.59699999999999 40.376 163099 36                     
Stockton,CA					   625 8474 342 1395 4427 2155 1579 1630 5672 293 -121.285 37.958 347342 5                              
Syracuse,NY					   548 7670 1040 689 6951 3144 5080 2851 4474 294 -76.15000000000001 43.052 642971 35                   
Tacoma,WA					   808 7770 539 1162 4730 2546 4297 4000 4887 295 -122.433 47.237 485643 48                             
Tallahassee,FL					   404 8029 370 1161 5530 2790 2181 1936 6021 296 -84.282 30.445 190220 10                              
Tampa-St.-Petersburg-Clearwater,FL		   440 7442 1189 1493 5588 3044 5040 2943 7256 297 -82.664 27.955 1613603 10                            
Terre-Haute,IN					   557 5527 453 630 3550 3012 1226 1401 4353 298 -87.408 39.467 137247 16                               
Texarkana,TX-Texarkana,AR			   467 5717 343 822 2537 2899 63 669 4772 299 -94.05249999999999 33.4325 113067 44                      
Toledo,OH					   518 7767 1738 998 5323 2852 4389 1952 4534 300 -83.52800000000001 41.591 616864 36                   
Topeka,KS					   501 7110 1148 999 5348 2795 1632 1141 5464 301 -95.67 39.052 154916 17                               
Trenton,NJ					   636 10616 1372 1181 4786 3311 5029 1646 5772 302 -74.767 40.225 307863 32                            
Tuscon,AZ					   589 8548 1259 1400 4397 2685 4889 3131 6147 303 -110.968 32.217 531443 4                             
Tulsa,OK					   530 7498 1581 1080 3758 2628 4248 2024 7115 304 -95.902 36.16 657173 37                              
Tuscaloosa,AL					   470 6464 674 1014 4723 2390 1432 1090 4900 305 -87.56699999999999 33.205 137541 2                    
Tyler,TX					   500 7298 672 955 3460 3283 404 631 7327 306 -95.30200000000001 32.345 128366 44                      
Utica-Rome,NY					   548 6744 391 400 4592 2970 858 1750 5226 307 -75.34099999999999 43.1585 320180 35                    
Vallejo-Fairfield-Napa,CA			   821 10503 1079 964 4153 2498 2962 1559 5819 308 -122.194 38.22 334402 5                              
Vancouver,WA					   768 9015 517 752 3817 2332 1557 1464 4571 309 -122.67 45.625 192227 48                               
Victoria,TX					   336 7143 260 1092 2407 2696 87 1410 7599 310 -97.005 28.805 68807 44                                 
Vineland-Millville-Bridgeton,NJ			   615 7295 807 1135 4133 2747 2097 1474 5023 311 -75.0993 39.4377 132866 32                            
Visalia-Tulare-Porterville,CA			   543 7778 210 1132 3094 2128 511 2800 5563 312 -119.219 36.2043 245738 5                              
Waco,TX						   412 6106 538 1166 3018 2867 1141 1248 6259 313 -97.142 31.547 170755 44                              
Washington,DC-MD-VA				   631 13724 4361 1317 8236 3635 21701 1578 6072 314 -77.033 38.892 3250822 8                           
Materbury,CT					   569 10024 1218 789 2434 2995 318 946 5656 315 -73.048 41.41 204968 7                                 
Waterloo-Cedar-Falls,IA				   347 7881 925 700 3351 2889 3000 1900 4407 316 -92.39700000000001 42.51 162781 13                     
Wausau,WI					   308 7642 818 442 3496 2749 761 1654 4300 317 -89.64 44.96 111270 49                                  
West-Palm-Beach-Boca-Raton-Delray-Beach,FL	   509 10512 375 1783 5201 3224 2888 3772 7992 318 -80.21769999999999 26.6553 576863 10                 
Wheeling,WV-OH					   542 6576 791 308 2450 3002 422 1271 4740 319 -80.723 40.07 185566 50                                 
Wichita,KS					   494 7061 806 1164 3933 2981 2987 1508 6036 320 -97.337 37.692 411313 17                              
Wichita-Falls,TX				   456 6404 549 1179 2793 2747 599 1126 6805 321 -98.51300000000001 33.91 121082 44                     
Williamsport,PA					   558 7284 860 464 3097 2906 196 726 3288 322 -77.003 41.245 118416 39                                 
Wilmington,DE-NJ-MD				   597 7927 1445 1115 4532 3112 4545 1923 6174 323 -75.55 39.747 523221 9                               
Wilmington,NC					   564 6858 1099 1423 2904 2876 1077 2668 5390 324 -77.923 34.237 103471 28                             
Worcester,MA					   562 8715 1805 680 3643 3299 1784 910 5040 325 -71.795 42.272 402918 20                               
Yakima,WA					   535 6440 317 1106 3731 2491 996 2140 4986 326 -120.513 46.595 172508 48                              
York,PA						   540 8371 713 440 2267 2903 1022 842 4946 327 -76.72799999999999 39.96 381255 39                      
Youngstown-Warren,OH				   570 7021 1097 938 3374 2920 2797 1327 3894 328 -80.729 41.17 531350 36                               
Yuba-City,CA					   608 7875 212 1179 2768 2387 122 918 4694 329 -121.622 39.128 101979 5                                
