ID	Marital Status	Gender	Yearly Income	Children	Education	Occupation	Home Owner	Cars	Commute Distance	Region	Age	BikeBuyer
12945	Married	Female	60000	0	Graduate Degree	Professional	Yes	1	2-5 Miles	North America	41	No
12946	Married	Male	60000	0	Graduate Degree	Professional	Yes	1	2-5 Miles	North America	40	No
12948	Married	Male	50000	5	Bachelors	Skilled Manual	Yes	2	2-5 Miles	North America	42	No
12951	Single	Male	40000	0	Bachelors	Professional	No	1	0-1 Miles	North America	42	No
12952	Single	Female	60000	0	Bachelors	Professional	No	1	0-1 Miles	North America	37	No
12953	Single	Female	60000	2	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	43	No
12954	Married	Male	70000	0	Bachelors	Professional	No	1	0-1 Miles	North America	44	No
12955	Single	Female	70000	0	Bachelors	Professional	Yes	1	2-5 Miles	North America	44	No
12956	Single	Male	70000	0	Bachelors	Professional	Yes	1	2-5 Miles	North America	44	No
12957	Single	Female	70000	0	Bachelors	Professional	No	1	0-1 Miles	North America	44	No
12958	Single	Female	70000	0	Bachelors	Professional	No	1	2-5 Miles	North America	44	No
12959	Single	Female	70000	0	Bachelors	Professional	Yes	1	2-5 Miles	North America	44	No
12960	Single	Female	70000	0	Bachelors	Professional	No	1	2-5 Miles	North America	44	No
12961	Married	Female	70000	0	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	44	No
12962	Married	Female	70000	0	Partial College	Skilled Manual	Yes	1	0-1 Miles	North America	44	No
12963	Married	Male	70000	0	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	44	No
12964	Married	Male	70000	0	Partial College	Skilled Manual	Yes	1	0-1 Miles	North America	44	No
12965	Married	Male	40000	3	High School	Skilled Manual	Yes	3	10+ Miles	North America	45	No
12966	Married	Male	40000	3	High School	Skilled Manual	Yes	3	10+ Miles	North America	45	No
28886	Married	Male	100000	3	High School	Professional	Yes	4	10+ Miles	Europe	51	No
12968	Married	Female	60000	0	Partial College	Skilled Manual	Yes	1	0-1 Miles	North America	44	No
12969	Married	Male	40000	2	High School	Skilled Manual	No	2	0-1 Miles	North America	46	No
12970	Single	Female	40000	2	High School	Skilled Manual	Yes	2	2-5 Miles	North America	46	No
12971	Married	Male	40000	0	Bachelors	Professional	No	1	0-1 Miles	North America	46	No
12972	Single	Female	70000	0	Partial College	Skilled Manual	No	1	0-1 Miles	North America	39	No
12973	Single	Male	70000	0	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	39	No
12974	Single	Male	60000	0	Graduate Degree	Professional	Yes	1	2-5 Miles	North America	39	No
12976	Single	Male	60000	0	Graduate Degree	Professional	No	1	2-5 Miles	North America	39	No
12977	Single	Female	60000	0	Graduate Degree	Professional	No	1	2-5 Miles	North America	39	No
12978	Married	Female	20000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	77	No
12979	Married	Female	60000	0	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	46	No
12982	Married	Female	80000	0	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	48	No
12983	Married	Female	60000	0	Bachelors	Professional	Yes	1	2-5 Miles	North America	47	No
12984	Married	Male	60000	0	Bachelors	Professional	Yes	1	2-5 Miles	North America	48	No
12985	Married	Female	70000	4	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	48	No
12992	Married	Male	60000	2	Bachelors	Professional	Yes	1	2-5 Miles	Pacific	38	No
12993	Married	Male	60000	2	Bachelors	Professional	Yes	1	2-5 Miles	Pacific	37	No
12997	Married	Female	60000	2	Bachelors	Professional	Yes	1	2-5 Miles	Pacific	38	No
13002	Married	Male	80000	5	Graduate Degree	Management	No	2	0-1 Miles	Pacific	39	No
13003	Married	Female	80000	5	Graduate Degree	Management	Yes	2	0-1 Miles	Pacific	39	No
13004	Married	Male	80000	5	Graduate Degree	Management	No	2	0-1 Miles	Pacific	39	No
29053	Single	Male	10000	0	High School	Skilled Manual	No	2	1-2 Miles	Pacific	62	No
13008	Married	Male	60000	3	Bachelors	Professional	Yes	1	0-1 Miles	Pacific	41	No
13009	Married	Female	60000	3	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	41	No
13013	Married	Male	60000	4	Bachelors	Professional	No	1	0-1 Miles	Pacific	42	No
13014	Married	Male	100000	0	Bachelors	Management	Yes	2	0-1 Miles	North America	38	No
13015	Single	Female	100000	0	Bachelors	Management	No	3	1-2 Miles	North America	38	No
13017	Married	Male	30000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	27	No
13023	Single	Female	20000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	59	No
13026	Single	Female	10000	1	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	58	No
13028	Single	Male	30000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	29	No
13030	Single	Female	60000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	29	No
13031	Single	Male	60000	0	Partial College	Skilled Manual	No	2	1-2 Miles	North America	29	No
13033	Single	Male	60000	0	Partial College	Skilled Manual	No	2	1-2 Miles	North America	29	No
13034	Single	Female	20000	1	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	57	No
13037	Married	Male	30000	0	High School	Skilled Manual	No	2	1-2 Miles	Pacific	56	No
13040	Married	Male	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	55	No
13041	Married	Male	30000	0	High School	Skilled Manual	No	2	1-2 Miles	Pacific	55	No
13042	Married	Female	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	55	No
13043	Married	Female	30000	0	High School	Skilled Manual	No	2	1-2 Miles	Pacific	54	No
13044	Married	Female	30000	0	High School	Skilled Manual	No	2	1-2 Miles	Pacific	54	No
13045	Married	Female	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	54	No
13046	Married	Male	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	54	No
13047	Married	Male	40000	0	Partial College	Clerical	No	2	5-10 Miles	Pacific	54	No
13048	Married	Female	40000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	54	No
13052	Single	Male	40000	0	Partial College	Skilled Manual	No	2	5-10 Miles	North America	31	No
29272	Married	Male	100000	3	Partial College	Professional	Yes	2	5-10 Miles	North America	46	No
13054	Married	Male	40000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
13061	Single	Male	40000	0	High School	Skilled Manual	No	2	1-2 Miles	North America	32	No
13070	Single	Female	60000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	33	No
13071	Married	Male	60000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	33	No
13072	Single	Female	70000	0	Partial College	Professional	Yes	2	5-10 Miles	North America	33	No
13073	Married	Female	60000	0	Partial College	Professional	Yes	2	5-10 Miles	North America	30	No
13074	Married	Female	60000	0	Partial College	Professional	Yes	2	5-10 Miles	North America	30	No
13092	Married	Male	130000	1	Graduate Degree	Management	Yes	4	0-1 Miles	North America	40	No
13094	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	49	No
13095	Single	Male	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	49	No
13096	Married	Male	60000	0	High School	Professional	No	2	1-2 Miles	North America	49	No
13097	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	49	No
13098	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	49	No
13099	Married	Male	70000	2	Partial College	Professional	No	0	0-1 Miles	North America	49	No
13116	Single	Male	110000	0	Graduate Degree	Management	No	2	0-1 Miles	Pacific	40	No
13120	Married	Male	80000	5	Bachelors	Professional	Yes	4	0-1 Miles	Pacific	41	No
13121	Married	Female	80000	5	Bachelors	Professional	Yes	4	1-2 Miles	Pacific	41	No
13124	Single	Male	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	42	No
13125	Single	Male	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	42	No
13127	Single	Male	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	41	No
13136	Married	Female	30000	0	Partial College	Clerical	No	2	5-10 Miles	Pacific	70	No
13137	Married	Female	70000	4	Partial College	Skilled Manual	No	3	5-10 Miles	Pacific	46	No
13138	Married	Female	70000	4	Partial College	Skilled Manual	Yes	3	5-10 Miles	Pacific	46	No
13140	Married	Female	40000	0	Bachelors	Management	Yes	1	5-10 Miles	Pacific	53	No
13141	Married	Male	40000	0	Bachelors	Management	Yes	1	0-1 Miles	Pacific	53	No
13144	Single	Female	40000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	30	No
13146	Single	Female	40000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	30	No
13147	Married	Male	30000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	26	No
13149	Married	Female	10000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	60	No
13150	Single	Female	30000	0	Partial College	Clerical	Yes	2	5-10 Miles	Pacific	69	No
13151	Single	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	27	No
13153	Single	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	27	No
13155	Married	Male	60000	0	Graduate Degree	Management	Yes	1	0-1 Miles	Pacific	67	No
13157	Married	Female	30000	0	Partial College	Clerical	No	2	5-10 Miles	Pacific	66	No
13158	Married	Female	40000	0	Bachelors	Management	Yes	2	0-1 Miles	Pacific	65	No
13159	Married	Male	40000	0	Bachelors	Management	Yes	2	5-10 Miles	Pacific	65	No
13162	Single	Female	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	30	No
13163	Married	Male	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	30	No
13164	Single	Female	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	30	No
13166	Married	Male	40000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	30	No
28951	Married	Female	90000	0	Bachelors	Professional	No	3	10+ Miles	Pacific	34	No
13168	Single	Female	30000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	32	No
13169	Single	Male	80000	0	Bachelors	Management	No	1	1-2 Miles	North America	34	No
13170	Single	Male	80000	0	Bachelors	Management	Yes	1	1-2 Miles	North America	34	No
13171	Single	Female	80000	0	Bachelors	Management	Yes	1	1-2 Miles	North America	38	No
13172	Single	Female	80000	0	Bachelors	Management	No	1	1-2 Miles	North America	38	No
13175	Married	Male	90000	4	Bachelors	Management	Yes	1	0-1 Miles	North America	38	No
13179	Married	Male	80000	0	Bachelors	Management	Yes	2	1-2 Miles	North America	64	No
13180	Married	Female	80000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	64	No
13181	Married	Male	90000	0	Bachelors	Management	Yes	2	1-2 Miles	North America	63	No
13182	Married	Male	90000	0	Bachelors	Management	No	2	1-2 Miles	North America	63	No
13183	Married	Male	90000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	64	No
13184	Married	Male	90000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	64	No
13185	Married	Male	100000	3	Graduate Degree	Management	Yes	3	5-10 Miles	North America	63	No
13186	Married	Male	110000	4	Graduate Degree	Management	No	2	5-10 Miles	North America	63	No
13187	Married	Male	110000	4	Graduate Degree	Management	Yes	2	5-10 Miles	North America	64	No
13188	Married	Male	120000	4	Graduate Degree	Management	Yes	3	5-10 Miles	North America	64	No
13191	Married	Female	90000	0	Bachelors	Management	Yes	2	1-2 Miles	North America	63	No
13192	Married	Male	110000	4	Bachelors	Management	Yes	2	5-10 Miles	North America	63	No
13193	Married	Male	110000	4	Bachelors	Management	Yes	2	5-10 Miles	North America	63	No
13194	Married	Male	110000	4	Bachelors	Management	Yes	2	5-10 Miles	North America	63	No
13195	Married	Male	110000	4	Bachelors	Management	Yes	2	5-10 Miles	North America	62	No
13196	Married	Female	110000	4	Bachelors	Management	No	3	5-10 Miles	North America	63	No
13197	Married	Female	120000	4	Graduate Degree	Management	Yes	3	5-10 Miles	North America	62	No
13198	Married	Female	120000	4	Bachelors	Management	Yes	4	5-10 Miles	North America	63	No
13199	Single	Male	130000	3	Bachelors	Management	No	4	0-1 Miles	North America	63	No
13200	Married	Female	130000	3	Bachelors	Management	No	4	5-10 Miles	North America	63	No
13201	Single	Male	70000	0	Bachelors	Management	Yes	2	10+ Miles	North America	62	No
13204	Single	Female	70000	0	Bachelors	Management	Yes	2	10+ Miles	North America	62	No
13206	Single	Female	70000	0	Bachelors	Management	Yes	2	2-5 Miles	North America	61	No
13207	Married	Male	70000	0	Bachelors	Management	Yes	2	10+ Miles	North America	61	No
13211	Married	Male	60000	0	Bachelors	Management	Yes	2	2-5 Miles	North America	60	No
29244	Single	Male	110000	3	Bachelors	Management	Yes	2	5-10 Miles	North America	44	No
13215	Married	Female	60000	0	Bachelors	Management	Yes	3	10+ Miles	North America	60	No
13216	Married	Female	60000	0	Bachelors	Management	Yes	3	10+ Miles	North America	60	No
13218	Married	Female	60000	0	Bachelors	Management	Yes	3	10+ Miles	North America	60	No
13219	Married	Male	60000	0	Bachelors	Management	Yes	3	10+ Miles	North America	60	No
13222	Married	Male	70000	1	Bachelors	Management	No	1	1-2 Miles	North America	60	No
13223	Single	Male	70000	1	Bachelors	Management	Yes	1	10+ Miles	North America	60	No
13227	Married	Male	60000	0	Bachelors	Management	Yes	3	2-5 Miles	North America	59	No
13228	Married	Male	60000	0	Bachelors	Management	Yes	3	10+ Miles	North America	59	No
13229	Married	Male	70000	1	Bachelors	Management	Yes	1	1-2 Miles	North America	59	No
13231	Married	Female	40000	1	High School	Professional	Yes	2	2-5 Miles	North America	58	No
13232	Single	Female	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	58	No
13234	Single	Male	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	58	No
13235	Married	Male	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	58	No
13236	Married	Male	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	58	No
13239	Married	Male	40000	1	Partial High School	Skilled Manual	Yes	2	2-5 Miles	North America	57	No
13240	Married	Male	60000	1	Bachelors	Management	Yes	0	10+ Miles	North America	57	No
13242	Single	Male	70000	2	Partial College	Professional	Yes	1	10+ Miles	North America	56	No
13244	Married	Male	70000	1	High School	Professional	Yes	2	2-5 Miles	North America	55	No
13245	Married	Male	60000	1	Partial College	Professional	No	1	2-5 Miles	North America	55	No
13262	Married	Male	150000	3	High School	Professional	Yes	4	0-1 Miles	Europe	49	No
13266	Married	Male	70000	0	Partial College	Professional	No	2	0-1 Miles	North America	50	No
13267	Married	Male	30000	0	High School	Professional	No	2	1-2 Miles	North America	74	No
13268	Married	Female	40000	0	Partial College	Professional	No	2	1-2 Miles	North America	74	No
13272	Single	Female	90000	0	Graduate Degree	Management	Yes	1	5-10 Miles	North America	73	No
13275	Married	Male	100000	1	Bachelors	Management	Yes	4	0-1 Miles	North America	41	No
13276	Married	Female	100000	1	Bachelors	Management	Yes	4	0-1 Miles	North America	41	No
13281	Married	Male	110000	2	Bachelors	Management	Yes	4	2-5 Miles	North America	42	No
13282	Married	Female	120000	2	Partial College	Professional	Yes	4	2-5 Miles	North America	42	No
13285	Married	Female	80000	3	Partial College	Professional	Yes	2	0-1 Miles	North America	43	No
13289	Married	Female	70000	4	Partial College	Professional	Yes	3	5-10 Miles	North America	44	No
13290	Married	Male	80000	4	Partial College	Professional	Yes	3	5-10 Miles	North America	44	No
13291	Married	Female	80000	4	Partial College	Professional	Yes	3	5-10 Miles	North America	44	No
13293	Married	Female	110000	3	Bachelors	Management	Yes	2	5-10 Miles	North America	44	No
13294	Married	Female	80000	4	Partial College	Professional	Yes	3	1-2 Miles	North America	45	No
13295	Married	Female	90000	3	High School	Professional	Yes	2	5-10 Miles	North America	45	No
13296	Married	Male	110000	3	Bachelors	Management	Yes	3	5-10 Miles	North America	45	No
13297	Married	Male	110000	3	Partial College	Professional	Yes	4	5-10 Miles	North America	45	No
13300	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	51	No
13301	Single	Female	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	51	No
13302	Single	Male	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	51	No
13303	Married	Male	70000	3	High School	Professional	Yes	0	1-2 Miles	North America	51	No
13305	Married	Male	70000	3	High School	Professional	Yes	0	5-10 Miles	North America	51	No
13306	Married	Female	70000	3	High School	Professional	No	0	1-2 Miles	North America	50	No
13307	Married	Female	100000	2	Graduate Degree	Management	Yes	4	5-10 Miles	North America	71	No
13308	Married	Female	60000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	70	No
13309	Married	Female	90000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	70	No
13310	Married	Male	100000	3	Partial College	Professional	Yes	0	1-2 Miles	North America	45	No
13311	Married	Female	100000	3	Partial College	Professional	Yes	1	5-10 Miles	North America	46	No
13312	Married	Female	110000	3	Partial College	Professional	Yes	4	2-5 Miles	North America	46	No
13313	Married	Female	120000	3	High School	Professional	No	4	2-5 Miles	North America	46	No
13317	Single	Male	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	52	No
13318	Married	Female	60000	0	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	52	No
13320	Single	Female	70000	0	Graduate Degree	Management	No	2	1-2 Miles	North America	53	No
13321	Single	Female	70000	0	Graduate Degree	Management	No	2	1-2 Miles	North America	53	No
13322	Single	Female	70000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	53	No
13323	Married	Male	70000	0	Graduate Degree	Management	No	2	1-2 Miles	North America	53	No
13327	Married	Female	170000	1	Graduate Degree	Management	Yes	4	0-1 Miles	North America	68	No
13330	Married	Female	100000	3	Graduate Degree	Management	Yes	3	1-2 Miles	North America	67	No
13331	Married	Female	130000	3	Bachelors	Management	Yes	4	0-1 Miles	North America	66	No
13332	Married	Male	90000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	66	No
13333	Married	Female	90000	0	Bachelors	Management	No	2	1-2 Miles	North America	66	No
13334	Married	Female	90000	0	Bachelors	Management	Yes	2	1-2 Miles	North America	66	No
13335	Single	Female	90000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	66	No
13336	Married	Female	100000	3	Graduate Degree	Management	Yes	3	5-10 Miles	North America	66	No
13337	Married	Female	80000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	64	No
13338	Single	Female	90000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	64	No
29471	Single	Female	10000	1	High School	Manual	No	1	2-5 Miles	Europe	46	No
13341	Married	Male	90000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	64	No
13342	Single	Male	90000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	64	No
13344	Married	Female	110000	4	Bachelors	Management	Yes	2	5-10 Miles	North America	64	No
13347	Married	Female	120000	4	Bachelors	Management	Yes	4	5-10 Miles	North America	63	No
13349	Married	Female	130000	3	Bachelors	Management	Yes	4	5-10 Miles	North America	63	No
13350	Married	Male	170000	3	Graduate Degree	Management	No	2	5-10 Miles	North America	63	No
13352	Single	Male	70000	0	Bachelors	Management	Yes	2	10+ Miles	North America	62	No
13356	Married	Female	60000	0	Bachelors	Management	Yes	2	2-5 Miles	North America	61	No
13360	Married	Female	60000	0	Bachelors	Management	Yes	3	10+ Miles	North America	60	No
13363	Married	Female	70000	1	Bachelors	Management	Yes	1	1-2 Miles	North America	60	No
13364	Single	Female	70000	1	Bachelors	Management	Yes	1	10+ Miles	North America	60	No
13365	Married	Male	70000	1	Bachelors	Management	Yes	1	1-2 Miles	North America	60	No
13368	Married	Male	70000	1	Bachelors	Management	No	1	1-2 Miles	North America	58	No
13371	Single	Female	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	57	No
13372	Married	Male	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	57	No
13373	Single	Female	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	58	No
13374	Married	Male	60000	1	Partial College	Professional	No	2	2-5 Miles	North America	58	No
13375	Married	Male	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	58	No
13376	Married	Male	60000	1	Partial College	Professional	Yes	2	2-5 Miles	North America	58	No
13379	Single	Female	60000	1	Partial College	Professional	Yes	2	2-5 Miles	North America	57	No
13381	Married	Female	60000	1	Bachelors	Management	Yes	0	10+ Miles	North America	57	No
13386	Married	Male	60000	1	Partial College	Professional	No	2	2-5 Miles	North America	56	No
13388	Single	Male	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	56	No
13389	Married	Female	70000	2	Partial College	Professional	No	1	1-2 Miles	North America	55	No
13390	Married	Female	70000	2	Partial College	Professional	No	1	1-2 Miles	North America	56	No
13392	Married	Male	70000	1	High School	Professional	Yes	2	10+ Miles	North America	55	No
13395	Married	Male	70000	1	High School	Professional	Yes	2	2-5 Miles	North America	55	No
13409	Married	Male	110000	4	Partial College	Professional	Yes	4	10+ Miles	Europe	51	No
13410	Married	Female	110000	4	Partial College	Professional	Yes	4	10+ Miles	Europe	50	No
13412	Married	Male	130000	4	Partial College	Professional	Yes	3	0-1 Miles	Europe	51	No
13413	Married	Male	60000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	73	No
13416	Single	Male	110000	2	Graduate Degree	Management	No	2	1-2 Miles	North America	72	No
13421	Married	Female	130000	2	Graduate Degree	Management	Yes	2	1-2 Miles	North America	41	No
28994	Single	Male	40000	0	High School	Professional	No	4	2-5 Miles	North America	60	No
13423	Single	Male	80000	3	Bachelors	Management	Yes	0	2-5 Miles	North America	42	No
13430	Married	Male	150000	0	Bachelors	Management	Yes	4	0-1 Miles	North America	42	No
13432	Single	Male	80000	0	Partial College	Professional	Yes	1	2-5 Miles	North America	50	No
13437	Married	Male	90000	0	Partial College	Professional	Yes	1	10+ Miles	North America	43	No
13439	Married	Male	110000	2	Bachelors	Management	Yes	4	5-10 Miles	North America	43	No
13441	Married	Male	90000	4	Partial College	Professional	Yes	4	5-10 Miles	North America	44	No
13444	Single	Female	110000	3	Bachelors	Management	No	2	1-2 Miles	North America	44	No
13445	Married	Male	120000	3	Partial College	Professional	No	4	2-5 Miles	North America	44	No
13448	Married	Female	130000	2	Bachelors	Management	Yes	4	0-1 Miles	North America	44	No
13451	Married	Female	110000	3	Partial College	Professional	No	4	2-5 Miles	North America	45	No
13457	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	51	No
13458	Married	Female	60000	0	High School	Professional	No	2	1-2 Miles	North America	51	No
13459	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	51	No
13463	Married	Female	60000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	70	No
13465	Married	Female	100000	2	Graduate Degree	Management	Yes	4	1-2 Miles	North America	70	No
13466	Married	Male	80000	4	Partial College	Professional	Yes	3	1-2 Miles	North America	46	No
13467	Single	Male	90000	3	High School	Professional	No	2	1-2 Miles	North America	46	No
13469	Single	Male	100000	3	Partial College	Professional	Yes	1	5-10 Miles	North America	46	No
13470	Single	Female	100000	3	Partial College	Professional	Yes	2	5-10 Miles	North America	45	No
13471	Married	Male	120000	3	High School	Professional	Yes	4	2-5 Miles	North America	46	No
13474	Married	Female	60000	0	Partial High School	Skilled Manual	No	2	1-2 Miles	North America	52	No
13475	Married	Male	60000	0	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	52	No
13476	Married	Male	60000	0	Partial High School	Skilled Manual	No	2	1-2 Miles	North America	52	No
13479	Single	Female	70000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	53	No
13480	Single	Female	70000	0	Graduate Degree	Management	Yes	2	1-2 Miles	North America	53	No
13481	Married	Male	70000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	53	No
13483	Married	Male	40000	0	Partial College	Professional	No	2	1-2 Miles	North America	54	No
13485	Married	Male	130000	3	Graduate Degree	Management	Yes	3	0-1 Miles	North America	69	No
13486	Single	Female	130000	3	Bachelors	Management	No	4	0-1 Miles	North America	69	No
13488	Married	Female	120000	4	Graduate Degree	Management	Yes	3	2-5 Miles	North America	68	No
13490	Married	Male	120000	4	Graduate Degree	Management	Yes	3	5-10 Miles	North America	67	No
13491	Married	Female	120000	4	Graduate Degree	Management	Yes	3	2-5 Miles	North America	67	No
13493	Married	Female	10000	0	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	42	No
13494	Single	Male	10000	0	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	44	No
13495	Married	Male	20000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	44	No
13496	Married	Male	20000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	44	No
13497	Married	Female	20000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	45	No
13498	Single	Male	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	44	No
13499	Single	Female	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	44	No
13500	Married	Female	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	48	No
13501	Married	Male	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	48	No
13502	Single	Female	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	48	No
13503	Married	Male	10000	0	Partial College	Manual	Yes	0	0-1 Miles	Europe	49	No
13505	Married	Female	10000	0	Partial College	Manual	Yes	0	0-1 Miles	Europe	50	No
13506	Single	Male	10000	0	Partial College	Manual	Yes	0	0-1 Miles	Europe	51	No
13507	Married	Female	10000	0	Partial College	Manual	Yes	0	1-2 Miles	Europe	51	No
13508	Married	Female	20000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	69	No
13509	Married	Male	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	69	No
13510	Married	Male	10000	0	Partial College	Manual	Yes	1	2-5 Miles	Europe	66	No
13512	Married	Female	10000	0	Partial College	Manual	Yes	1	2-5 Miles	Europe	65	No
13516	Married	Male	30000	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	64	No
13522	Single	Male	10000	0	High School	Manual	Yes	2	0-1 Miles	Pacific	28	No
13523	Single	Female	10000	0	High School	Manual	Yes	2	0-1 Miles	Pacific	30	No
13530	Married	Female	40000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	63	No
13531	Married	Male	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	45	No
13532	Married	Female	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	45	No
13533	Single	Male	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	44	No
13534	Married	Female	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	45	No
13535	Single	Male	20000	1	Partial College	Manual	No	0	0-1 Miles	Europe	46	No
13539	Single	Male	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	47	No
13544	Single	Female	20000	0	Partial College	Manual	Yes	1	2-5 Miles	Europe	35	No
13547	Single	Female	10000	2	High School	Manual	Yes	0	0-1 Miles	Europe	37	No
13549	Single	Male	10000	2	High School	Manual	Yes	0	0-1 Miles	Europe	37	No
13550	Single	Male	20000	0	Partial College	Manual	No	1	2-5 Miles	Europe	37	No
13566	Single	Female	10000	0	High School	Manual	Yes	2	0-1 Miles	Europe	55	No
13568	Married	Male	10000	0	High School	Manual	No	2	0-1 Miles	Europe	55	No
13569	Single	Male	10000	2	High School	Manual	Yes	1	0-1 Miles	Europe	38	No
13571	Married	Male	10000	2	High School	Manual	No	1	0-1 Miles	Europe	38	No
13573	Married	Male	20000	1	Partial College	Manual	Yes	0	2-5 Miles	Europe	37	No
13574	Single	Female	20000	1	Partial College	Manual	No	0	2-5 Miles	Europe	38	No
13578	Married	Male	70000	1	High School	Professional	Yes	3	10+ Miles	Europe	61	No
