rank,title,studio,lifetime_gross,year
4514,New York Stories,BV,10763469,1989
4515,Missing in Action II: The Beginning,Can.,10755447,1985
4516,The Darkness,BH Tilt,10753574,2016
4517,Stay Tuned,WB,10736401,1992
4518,Abandon,Par.,10727683,2002
4519,Belle,FoxS,10726630,2014
4520,Glengarry Glen Ross,NL,10725228,1992
4521,The Drop,FoxS,10724389,2014
4522,Drive Angry,Sum.,10721033,2011
4523,The Beguiled (2017),Focus,10709995,2017
4524,The Fiendish Plot of Dr. Fu Manchu,WB,10697276,1980
4525,Robocop 3,Orion,10696210,1993
4526,Deconstructing Harry,FL,10686841,1997
4527,Fear and Loathing in Las Vegas,Uni.,10680275,1998
4528,Hercules (1983),MGM,10676194,1983
4529,The Astronaut's Wife,NL,10672566,1999
4530,Universal Soldier: The Return,Sony,10667893,1999
4531,The Gunman,ORF,10664749,2015
4532,Nocturnal Animals,Focus,10663357,2016
4533,Island of the Sharks (IMAX),Imax,10658505,1999
4534,Two If by Sea,WB,10658278,1996
4535,The Package,Orion,10647219,1989
4536,The Purple Rose of Cairo,Orion,10631333,1985
4537,Moving Violations,Fox,10627754,1985
4538,Wolfen,WB,10626725,1981
4539,P.K.,UTV,10616104,2014
4540,The Dark Half,Orion,10611160,1993
4541,After Hours,WB,10609321,1985
4542,The House on Sorority Row,FVI,10604986,1983
4543,Broadway Danny Rose,Orion,10600497,1984
4544,Play Misty for Me,Uni.,10600000,1971
4545,Beautiful Girls,Mira.,10597759,1996
4546,Primeval,BV,10597734,2007
4547,Not Easily Broken,SGem,10572742,2009
4548,Drop Dead Gorgeous,NL,10571408,1999
4549,Three to Tango,WB,10570375,1999
4550,Husbands and Wives,TriS,10555619,1992
4551,We're No Angels,Par.,10555348,1989
4552,Jonah Hex,WB,10547117,2010
4553,Mad City,WB,10541523,1997
4554,Magic in the Moonlight,SPC,10539326,2014
4555,Where the Boys Are (1984),TriS,10530000,1984
4556,Scoop,Focus,10525717,2006
4557,Here on Earth,Fox,10522168,2000
4558,Sabotage (2014),ORF,10508518,2014
4559,Getaway (2013),WB,10501938,2013
4560,American Ninja,Can.,10499694,1985
4561,Iron Eagle II,TriS,10497324,1988
4562,Silent Rage,Col.,10490791,1982
4563,Light of Day,TriS,10489617,1987
4564,Camp Nowhere,BV,10475705,1994
4565,Narc,Par.,10465659,2002
4566,Home Fries,WB,10459961,1998
4567,The Newton Boys,Fox,10452012,1998
4568,A Rage in Harlem,Mira.,10438504,1991
4569,Thief of Hearts,Par.,10435015,1984
4570,Interiors,UA,10432366,1978
4571,Moms' Night Out,TriS,10429707,2014
4572,The Brothers McMullen,FoxS,10426506,1995
4573,I'll Do Anything,Col.,10424645,1994
4574,Head Over Heels,Uni.,10424470,2001
4575,Savannah Smiles,Emb,10413170,1982
4576,Raise Your Voice,NL,10411980,2004
4577,Roving Mars (IMAX),BV,10407978,2006
4578,Operation Condor,Mira.,10405394,1997
4579,Fiddler on the Roof,UA,10404330,1971
4580,The Perfect Score,Par.,10391003,2004
4581,Stardust Memories,UA,10389003,1980
4582,The Scarlet Letter,BV,10382407,1995
4583,Live By Night,WB,10378555,2016
4584,Doctor Detroit,Uni.,10375893,1983
4585,Deal of the Century,WB,10369581,1983
4586,U2 3D,NGE,10363341,2008
4587,The Witches,WB,10360553,1990
4588,The Man with Two Brains,WB,10353438,1983
4589,Disorderlies,WB,10348437,1987
4590,Look Who's Talking Now,TriS,10340263,1993
4591,Pandorum,Over.,10330853,2009
4592,Straw Dogs (2011),SGem,10324441,2011
4593,Knock Off,Sony,10319915,1998
4594,I Got the Hook-Up!,Mira.,10317779,1998
4595,La Vie en Rose,PicH,10301706,2007
4596,Better Off Dead,WB,10297601,1985
4597,White Squall,BV,10292300,1996
4598,Shopgirl,BV,10284523,2005
4599,The Year of Living Dangerously,WB,10278575,1983
4600,Someone to Watch Over Me,Col.,10278549,1987
4601,Whiteout,WB,10275638,2009
4602,The Boondock Saints II: All Saints Day,App.,10273188,2009
4603,Santa Vs. the Snowman (IMAX),Imax,10259134,2002
4604,Kinsey,FoxS,10254979,2004
4605,House of the Dead,Art.,10249719,2003
4606,Pathfinder: Legend of the Ghost Warrior,Fox,10232081,2007
4607,The Miracle Season,Mirr/LD,10230620,2018
4608,Air Bud: Golden Receiver,Mira.,10224116,1998
4609,In the Mix,Lions,10223896,2005
4610,Unfinished Business,Fox,10219501,2015
4611,Brainstorm,MGM,10219460,1983
4612,Sorority Boys,BV,10200032,2002
4613,The Intouchables (U.S.-only),Wein.,10198820,2012
4614,You So Crazy,Gold.,10184701,1994
4615,Win Win,FoxS,10179275,2011
4616,Lost in America,WB,10179000,1985
4617,Facing the Giants,IDP,10178331,2006
4618,Lovesick,WB,10171304,1983
4619,Domino,NL,10169202,2005
4620,The Great Raid,Mira.,10167373,2005
4621,The Belko Experiment,BH Tilt,10166820,2017
4622,Cyborg,Can.,10166459,1989
4623,Sunset Park,Sony,10163782,1996
4624,Henry V,Gold.,10161099,1989
4625,Bats,Dest.,10155690,1999
4626,The Fountain,WB,10144010,2006
4627,Hoodwinked Too! Hood vs. Evil,Wein.,10143779,2011
4628,The Walk,TriS,10137502,2015
4629,Prom,BV,10130219,2011
4630,Swimming Pool,Focus,10130108,2003
4631,A Family Thing,MGM,10125417,1996
4632,Brokedown Palace,Fox,10115013,1999
4633,Possession (2002),Focus,10113733,2002
4634,Buddy,Sony,10113400,1997
4635,The Wash,Lions,10097538,2001
4636,The Girl with the Dragon Tattoo,MBox,10095170,2010
4637,Under the Cherry Moon,WB,10090429,1986
4638,Pulse: A Stomp Odyssey (IMAX),GSF,10086514,2002
4639,Mrs. Winterbourne,Sony,10082005,1996
4640,Shakedown,Uni.,10068039,1988
4641,Boiling Point,WB,10058318,1993
4642,National Lampoon's Class Reunion,Fox,10054150,1982
4643,Marshall,ORF,10051659,2017
4644,Cry Wolf,Rog.,10047674,2005
4645,Lucky Numbers,Par.,10042516,2000
4646,Godzilla 2000,Sony,10037390,2000
4647,What's Eating Gilbert Grape,Par.,10032765,1993
4648,Next Day Air,Sum.,10027047,2009
4649,Dirty Work,MGM,10023282,1998
4650,The Lady in the Van,SPC,10021175,2015
4651,Hope and Glory,Col.,10021120,1987
4652,The Happytime Murders,STX,10020000,2018
4653,Cutthroat Island,MGM,10017322,1995
4654,A Little Princess,WB,10015449,1995
4655,Penelope,Sum.,10011996,2008
4656,BRATZ,LGF,10010209,2007
4657,The Unbearable Lightness of Being,Orion,10006806,1988
4658,The Two Jakes,Par.,10005969,1990
4659,Terror in the Aisles,Uni.,10004817,1984
4660,The Hollywood Knights,Col.,10000000,1980
4661,Once Bitten,Gold.,10000000,1985
4662,Nashville,Par.,9984123,1975
4663,Lassie,Par.,9979683,1994
4664,Criminal Law,Hemd,9974446,1989
4665,Dudley Do-Right,Uni.,9974410,1999
4666,Murphy's Law,Can.,9947631,1986
4667,Brazil,Uni.,9929135,1985
4668,Immortal Beloved,Sony,9914409,1994
4669,Straight Time,WB,9900000,1978
4670,Very Bad Things,Poly,9898412,1998
4671,The Onion Field,AVCO,9890597,1979
4672,Night Falls on Manhattan,Par.,9889670,1997
4673,Miami Blues,Orion,9888167,1990
4674,Explorers,Par.,9873044,1985
4675,Dunston Checks In,Fox,9871065,1996
4676,Serial,Par.,9870727,1980
4677,Maid to Order,NCeV,9868521,1987
4678,Jade,Par.,9851610,1995
4679,La Grande Seduction,Ode.,9844180,2003
4680,3 Strikes,MGM,9832166,2000
4681,Hanky Panky,Col.,9823934,1982
4682,"He Said, She Said",Par.,9804775,1991
4683,Bad Dreams,Fox,9797098,1988
4684,The Express,Uni.,9793406,2008
4685,The Swan Princess,NL,9771658,1994
4686,Everyone Says I Love You,Mira.,9759200,1996
4687,The Hidden,NL,9747988,1987
4688,Amos & Andrew,Col.,9745803,1993
4689,Rendition,NL,9736045,2007
4690,Cloak and Dagger,Uni.,9719952,1984
4691,Somewhere in Time,Uni.,9709597,1980
4692,Flesh and Bone,Par.,9709451,1993
4693,The Journey of Natty Gann,BV,9708373,1985
4694,Blue Valentine,Wein.,9706328,2010
4695,Space Camp,Fox,9697739,1986
4696,Duplex,Mira.,9692135,2003
4697,The Butcher's Wife,Par.,9689816,1991
4698,Simone,NL,9688676,2002
4699,The Baby-Sitters Club,Sony,9685976,1995
4700,The Perfect Match,LGF,9669521,2016
4701,I Don't Know How She Does It,Wein.,9662284,2011
4702,Country,BV,9640000,1984
4703,Belly,Art.,9639390,1998
4704,Popstar: Never Stop Never Stopping,Uni.,9639125,2016
4705,Without a Trace,Fox,9632062,1983
4706,Digimon: The Movie,Fox,9631153,2000
4707,Wrongfully Accused,WB,9623329,1998
4708,Comes a Horseman,MGM,9585769,1978
4709,The Spanish Prisoner,SPC,9584314,1998
4710,Carbon Copy,Emb,9566593,1981
4711,Scenes From a Mall,BV,9563393,1991
4712,Midnight Sun,Global Road,9561064,2018
4713,Fair Game (2010),Sum.,9540691,2010
4714,She's the One,FoxS,9538948,1996
4715,Thank You for Your Service (2017),Uni.,9536300,2017
4716,Death Sentence,Fox,9534258,2007
4717,Matinee,Uni.,9532895,1993
4718,From the Hip,DEG,9518342,1987
4719,Smart People,Mira.,9511289,2008
4720,Shall We Dance?,Mira.,9499091,1997
4721,The Red Violin,Lions,9495408,1998
4722,Chaplin,TriS,9493259,1992
4723,Bullet to the Head,WB,9489829,2013
4724,Guilty by Suspicion,WB,9480198,1991
4725,Away We Go,Focus,9451946,2009
4726,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Col.,9440272,1964
4727,Once,FoxS,9439923,2007
4728,Sleepover,MGM,9436390,2004
4729,The Visitor,Over.,9427089,2008
4730,Rock Dog,LG/S,9420546,2017
4731,Village of the Damned,Uni.,9418365,1995
4732,Fun Size,Par.,9409538,2012
4733,Angie,BV,9398308,1994
4734,Black Snake Moan,ParV,9396870,2007
4735,Fierce Creatures,Uni.,9381260,1997
4736,Tuff Turf,Orion,9369329,1985
4737,Dragonball Evolution,Fox,9362785,2009
4738,The Frisco Kid,WB,9346177,1979
4739,Hellraiser 4: Bloodline,Mira.,9336886,1996
4740,Tully (2018),Focus,9334930,2018
4741,We're Back! A Dinosaur's Story,Uni.,9317021,1993
4742,Bobby Deerfield,Col.,9300000,1977
4743,Talk to Her,SPC,9285469,2002
4744,Lost in Yonkers,Col.,9285189,1993
4745,Ringmaster,Art.,9257103,1998
4746,Celtic Pride,BV,9255027,1996
4747,Hardcore Henry,STX,9252038,2016
4748,Dark Blue,UA,9250301,2003
4749,Havana,Uni.,9243140,1990
4750,Mrs. Brown,Mira.,9229808,1997
4751,A Serious Man,Focus,9228768,2009
4752,Gladiator (1992),Col.,9223441,1992
4753,Super Babies: Baby Geniuses 2,Triu,9219388,2004
4754,Shoot the Moon,MGM,9217530,1982
4755,Everybody's Fine,Mira.,9208876,2009
4756,Bernie,MNE,9206470,2012
4757,Return of the Living Dead 2,Lori,9205924,1988
4758,Bad Boys (1983),Uni.,9190819,1983
4759,Body Parts,Par.,9188150,1991
4760,Traffik,LGF,9186156,2018
4761,The Four Horsemen of the Apocalypse,MPC,9183673,1921
4762,You Can Count on Me,ParC,9183362,2000
4763,Tyler Perry Presents Peeples,LGF,9177065,2013
4764,Get Low,SPC,9176933,2010
4765,A Mighty Heart,ParV,9176787,2007
4766,A Single Man,Wein.,9176000,2009
4767,Pennies From Heaven,MGM,9171289,1981
4768,Ulee's Gold,MGM,9161691,1997
4769,Stone Cold,Col.,9151887,1991
4770,Switching Channels,TriS,9129999,1988
4771,Tap,TriS,9114702,1989
4772,Meet the Blacks,Free,9097072,2016
4773,Warlock,Trim.,9094451,1991
4774,Sweet Dreams,TriS,9085049,1985
4775,Le Divorce,FoxS,9081057,2003
4776,Un Gallo con Muchos Huevos,LGF,9080818,2015
4777,A Midsummer Night's Sex Comedy,WB,9077269,1982
4778,The Lobster (US Release),A24,9077245,2016
4779,Trail of the Pink Panther,MGM,9056073,1982
4780,First Daughter,Fox,9055921,2004
4781,Salmon Fishing in the Yemen,CBS,9047981,2012
4782,The Boy in the Striped Pajamas,Mira.,9046156,2008
4783,Conquest of the Planet of the Apes,Fox,9043472,1972
4784,Target,WB,9023199,1985
4785,Trippin',Oct.,9017070,1999
4786,The Ice Harvest,Focus,9016782,2005
4787,Transamerica,Wein.,9015303,2005
4788,Renegades,Uni.,9015164,1989
4789,White Sands,WB,9011574,1992
4790,Tribute,Fox,9000000,1980
4791,Saturn 3,AFD,9000000,1980
4792,Deadly Friend,WB,8988731,1986
4793,Aliens of the Deep (IMAX),BV,8968684,2005
4794,Alien Adventure (IMAX),NWav,8959784,1999
4795,Teaching Mrs. Tingle,Mira.,8951935,1999
4796,Saved!,UA,8940582,2004
4797,In the Mouth of Madness,NL,8924549,1995
4798,Bolero,Can.,8914881,1984
4799,The Next Karate Kid,Col.,8914777,1994
4800,Late for Dinner,Col.,8906823,1991
4801,The Formula,MGM,8894289,1980
4802,Salsa - The Motion Picture,Can.,8892589,1988
4803,"Mystery, Alaska",BV,8891623,1999
4804,Battle of the Year,SGem,8888355,2013
4805,The Inkwell,BV,8880705,1994
4806,White Fang II: Myth of the White Wolf,BV,8878839,1994
4807,Queen of Katwe,BV,8874389,2016
4808,Apt Pupil,Sony,8863193,1998
4809,Nightbreed,Fox,8862354,1990
4810,Battle for the Planet of the Apes,Fox,8844595,1973
4811,Movie 43,Rela.,8840453,2013
4812,The Deep End,FoxS,8823109,2001
4813,Ratchet & Clank,Focus,8821329,2016
4814,Body Double,Col.,8801940,1984
4815,Scandal,Mira.,8800000,1989
4816,Before and After,BV,8797839,1996
4817,The Seeker: The Dark Is Rising,Fox,8794452,2007
4818,Oxford Blues,MGM,8793152,1984
4819,Unfriended: Dark Web,BH Tilt,8783985,2018
4820,The Five Heartbeats,Fox,8750400,1991
4821,Mad Max,Film,8750000,1980
4822,Whatever It Takes,Sony,8745680,2000
4823,True Believer,Col.,8742750,1989
4824,Street Fighter: The Legend of Chun-Li,Fox,8742261,2009
4825,Suspect Zero,Par.,8725813,2004
4826,John Carpenter's Ghosts of Mars,SGem,8709640,2001
4827,If You Could See What I Hear,JenF,8693512,1982
4828,Mischief,Fox,8692426,1985
4829,Clean and Sober,WB,8674093,1988
4830,Once Upon a Crime,MGM,8669847,1992
4831,Bingo,TriS,8667684,1991
4832,My Life in Ruins,FoxS,8665206,2009
4833,The Puppet Masters,BV,8647042,1994
4834,The Man with One Red Shoe,Fox,8645411,1985
4835,That Was Then... This Is Now,Par.,8630068,1985
4836,Secret Admirer,Orion,8622757,1985
4837,Manhunter,DEG,8620929,1986
4838,All Dogs Go to Heaven 2,MGM,8620678,1996
4839,The Bounty,Orion,8613462,1984
4840,U2: Rattle and Hum,Par.,8600823,1988
4841,Boat Trip,Art.,8600126,2003
4842,Pollock,SPC,8598593,2000
4843,An Unfinished Life,Mira.,8586392,2005
4844,Death at a Funeral (2007),MGM,8580428,2007
4845,The Lost City of Z,BST,8580410,2017
4846,High Spirits,TriS,8578231,1988
4847,Strange Brew,MGM,8571374,1983
4848,Leprechaun,Trim.,8556940,1993
4849,Blue Velvet,DEG,8551228,1986
4850,Les Invasions Barbares,All.,8544975,2003
4851,The Rich Man's Wife,BV,8543587,1996
4852,The Care Bears Movie 2,Col.,8540346,1986
4853,Without a Clue,Orion,8539181,1988
4854,Ski Patrol,Triu,8533973,1990
4855,The Big Brawl,WB,8527743,1980
4856,MacGruber,Uni.,8525600,2010
4857,The Quiet Ones,LGF,8509867,2014
4858,Troop Beverly Hills,Col.,8508843,1989
4859,Stick,Uni.,8489518,1985
4860,Nothing But Trouble,WB,8479793,1991
4861,Wise Guys,MGM,8475466,1986
4862,Legends of Oz: Dorothy's Return,CE,8462027,2014
4863,Tender Mercies,Uni.,8443124,1983
4864,Bebe's Kids,Par.,8442162,1992
4865,Play It to the Bone,BV,8434146,1999
4866,1984,Gold.,8430492,1984
4867,The Awakening,WB,8415112,1980
4868,Amy,A24,8413144,2015
4869,Pushing Tin,Fox,8408835,1999
4870,Dr. Giggles,Uni.,8403433,1992
4871,Sex Drive,Sum.,8402485,2008
4872,Twice in a Lifetime,Bud,8402424,1985
4873,Something Wicked This Way Comes,BV,8400000,1983
4874,Meteor,AIP,8400000,1979
4875,The Importance of Being Earnest,Mira.,8384929,2002
4876,The Last Temptation of Christ,Uni.,8373585,1988
4877,Smoke,Mira.,8367636,1995
4878,Death to Smoochy,WB,8364691,2002
4879,Turbo: A Power Rangers Movie,Fox,8363899,1997
4880,Something Wild,Orion,8362969,1986
4881,Twin Dragons,Mira.,8359717,1999
4882,Mr. Jones,TriS,8345845,1993
4883,My Life as a Dog,Skou,8345266,1987
4884,A Simple Wish,Uni.,8345056,1997
4885,Return to Paradise,Poly,8341087,1998
4886,Tenacious D in: The Pick of Destiny,NL,8334575,2006
4887,The Man,NL,8330720,2005
4888,Lipstick,Par.,8328666,1976
4889,Mandela: Long Walk to Freedom,Wein.,8323085,2013
4890,Larger Than Life,MGM,8315693,1996
4891,Johnny English Reborn,Uni.,8305970,2011
4892,The Love Letter,DW,8302478,1999
4893,Shadow of the Vampire,Lions,8293784,2000
4894,The Cooler,Lions,8291572,2003
4895,Reckless,MGM,8289916,1984
4896,The Fish That Saved Pittsburgh,MGM,8281246,1979
4897,Deadly Blessing,MGM,8279042,1981
4898,All About My Mother,SPC,8272296,1999
4899,Early Man,LGF,8267544,2018
4900,Cry-Baby,Uni.,8266343,1990
4901,Satisfaction,Fox,8253123,1988
4902,Christopher Columbus: The Discovery,WB,8251071,1992
4903,The Blob,TriS,8247943,1988
4904,Tall Tale,BV,8247627,1995
4905,The Promise (2017),ORF,8224288,2017
4906,Sidney Sheldon's Bloodline,Par.,8218695,1979
4907,Blue Steel,MGM,8217997,1990
4908,Black Robe,Gold.,8211952,1991
4909,"Whose Life Is It, Anyway?",MGM,8206145,1981
4910,Lucas,Fox,8200000,1986
4911,Cadillac Records,Sony,8195551,2008
4912,Bajrangi Bhaijaan,Eros,8178001,2015
4913,Nick of Time,Par.,8175346,1995
4914,Firestorm,Fox,8165212,1998
4915,Cheetah,BV,8153677,1989
4916,Deepstar Six,TriS,8143225,1989
4917,Funny About Love,Par.,8141292,1990
4918,Code Name: The Cleaner,NL,8135024,2007
4919,Delta Farce,LGF,8130530,2007
4920,Dead Bang,WB,8125592,1989
4921,Prince of the City,WB,8124257,1981
4922,Mad Hot Ballroom,ParC,8117961,2005
4923,Hoot,NL,8117637,2006
4924,The Road,W/Dim.,8117000,2009
4925,Before Midnight,SPC,8114627,2013
4926,Dirty Pretty Things,Mira.,8112414,2003
4927,Inherent Vice,WB,8110975,2014
4928,A Cure for Wellness,Fox,8106986,2017
4929,The Philadelphia Experiment,NW,8103330,1984
4930,Fresh,Mira.,8094616,1994
4931,The Shootist,Par.,8091910,1976
4932,Streets of Fire,Uni.,8089290,1984
4933,Connie and Carla,Uni.,8085771,2004
4934,The Adventures of Baron Munchausen,Col.,8083123,1989
4935,My Giant,Sony,8072007,1998
4936,Bella,RAtt.,8070537,2007
4937,Woo,NL,8064972,1998
4938,The Painted Veil,WIP,8060487,2006
4939,Punisher: War Zone,LGF,8050977,2008
4940,The Death of Stalin,IFC,8041828,2018
4941,Aspen Extreme,BV,8041049,1993
4942,Dead Ringers,Fox,8038508,1988
4943,The Ice Storm,FoxS,8038061,1997
4944,Haunted Honeymoon,Orion,8033397,1986
4945,Dhoom 3,Yash,8031955,2013
4946,The Texas Chainsaw Massacre 2,Can.,8025872,1986
4947,Jerusalem,NGE,8020721,2013
4948,Pirate Radio,Focus,8017917,2009
4949,The Meteor Man,MGM,8016708,1993
4950,Dragon Ball Z: Resurrection 'F',FUN,8008363,2015
4951,The Great White Hype,Fox,8008255,1996
4952,Machete Kills,ORF,8008161,2013
4953,Blackhat,Uni.,8005980,2015
4954,The Wild Life (2016),LG/S,8005586,2016
4955,Night Crossing,BV,8000000,1982
4956,Dazed and Confused,Gram.,7993039,1993
4957,The Pirate Movie,Fox,7983086,1982
4958,Strange Days,Fox,7959291,1995
4959,Blankman,Col.,7941977,1994
4960,A Thousand Acres,BV,7936780,1997
4961,American Hot Wax,Par.,7932571,1978
4962,Unstrung Heroes,BV,7929434,1995
4963,The Chase,Fox,7924955,1994
4964,Bushwhacked,Fox,7919823,1995
4965,Arbitrage,RAtt.,7919574,2012
4966,Miracle at St. Anna,BV,7919117,2008
4967,The Brink's Job,Uni.,7909950,1978
4968,Sanju,FIP,7909317,2018
4969,Just the Way You Are,MGM,7889694,1984
4970,Teen Wolf Too,Atl,7888703,1987
4971,The Funhouse,Uni.,7886857,1981
4972,The Space Between Us,STX,7885294,2017
4973,City of Ember,Fox,7873007,2008
4974,Trumbo (2015),BST,7857741,2015
4975,D.A.R.Y.L.,Par.,7840873,1985
4976,Fatal Instinct,MGM,7839327,1993
4977,The Night Listener,Mira.,7836393,2006
4978,Hoop Dreams,FL,7830611,1994
4979,The Little Drummer Girl,WB,7828841,1984
4980,Dead Calm,WB,7825009,1989
4981,Serial Mom,Sav.,7820688,1994
4982,Slither,Uni.,7802450,2006
4983,In Bruges,Focus,7800824,2008
4984,House II,NW,7800000,1987
4985,Vampire Academy,Wein.,7791979,2014
4986,The Best of Times,Uni.,7790931,1986
4987,If Looks Could Kill,WB,7788597,1991
4988,Bad Words,Focus,7779614,2014
4989,Sirens,Mira.,7770731,1994
4990,"Enemies, A Love Story",Fox,7754571,1989
4991,Loving ,Focus,7751969,2016
4992,The Return,Rog.,7749851,2006
4993,The Beast Within,MGM,7742572,1982
4994,Being Julia,SPC,7739049,2004
4995,Unsane,BST,7732899,2018
4996,Surviving the Game,NL,7727256,1994
4997,"The Cook, The Thief, His Wife and Her Lover",Mira.,7724701,1990
4998,Disorganized Crime,BV,7723506,1989
4999,A New Life,Par.,7721852,1988
5000,Expelled: No Intelligence Allowed,RM,7720487,2008
5001,Tupac: Resurrection,Par.,7718961,2003
5002,Dolphins and Whales: Tribes of the Ocean 3D,3D,7714996,2008
5003,The Collector,Free,7712114,2009
5004,Kevin Hart: Laugh at My Pain,Code,7706436,2011
5005,Mr. & Mrs. Bridge,Mira.,7698010,1990
5006,Mortdecai,LGF,7696134,2015
5007,Sarah's Key,Wein.,7693187,2011
5008,The Imaginarium of Doctor Parnassus,SPC,7689607,2009
5009,Runaway Train,Can.,7683620,1985
5010,Strictly Business,WB,7683267,1991
5011,He-Man and She-Ra in The Secret of the Sword,Atl,7660857,1985
5012,The Order,Fox,7660806,2003
5013,Fatso,Fox,7653061,1980
5014,The Prisoner of Zenda (1979),Uni.,7650600,1979
5015,The Girl Who Played with Fire,MBox,7638241,2010
5016,Journey to the South Pacific,Imax,7638075,2013
5017,Quicksilver,Col.,7634909,1986
5018,Ninja 3: The Domination,Can.,7610785,1984
5019,Losing Isaiah,Par.,7603766,1995
5020,Promised Land (2012),Focus,7597898,2012
5021,While We're Young,A24,7587485,2015
5022,Sprung,Trim.,7575028,1997
5023,Krippendorf's Tribe,BV,7571115,1998
5024,City of God,Mira.,7564459,2003
5025,Hackers,MGM,7563728,1995
5026,Over Her Dead Body,NL,7563670,2008
5027,Into the Night,Uni.,7562164,1985
5028,The Jerky Boys,BV,7557877,1995
5029,El Cantante,PicH,7556712,2007
5030,Wanted: Dead or Alive,NW,7555000,1987
5031,Proof,Mira.,7535331,2005
5032,Damage,NL,7532911,1992
5033,The Curse of the Jade Scorpion,DW,7517191,2001
5034,The Amazing Panda Adventure,WB,7506759,1995
5035,The Man Who Wasn't There,USA,7504257,2001
5036,Nothing Like the Holidays,Over.,7503736,2008
5037,Martian Child,NL,7500310,2007
5038,The Sugarland Express,Uni.,7500000,1974
5039,How to Beat the High Cost of Living,Film,7500000,1980
5040,How to Become a Detective,Film,7500000,1980
5041,Agatha,WB,7500000,1979
5042,I Know Who Killed Me,Sony,7498716,2007
5043,The Trip to Bountiful,Isld,7491903,1985
5044,It Runs in the Family,MGM,7491839,2003
5045,Foxes,MGM,7470348,1980
5046,Cyrus,FoxS,7468936,2010
5047,Stealing Home,WB,7467504,1988
5048,Taking Woodstock,Focus,7460204,2009
5049,A Good Year,Fox,7459300,2006
5050,I'll See You In My Dreams,BST,7449681,2015
5051,Goin' South,Par.,7435671,1978
5052,Harley Davidson and the Marlboro Man,MGM,7434726,1991
5053,Maximum Overdrive,DEG,7433663,1986
5054,Doogal,Wein.,7417319,2006
5055,Kids,Mira.,7412216,1995
5056,Clifford,Orion,7408745,1994
5057,Tex,BV,7400000,1982
5058,Ironweed,TriS,7393346,1987
5059,Paranoia,Rela.,7385015,2013
5060,The Squid and the Whale,IDP,7372734,2005
5061,The Condemned,LGF,7371706,2007
5062,Witchboard,PEC,7369373,1986
5063,Clean Slate,MGM,7355425,1994
5064,The Crucible,Fox,7343114,1996
5065,Iceman,Uni.,7343032,1984
5066,Wild America,WB,7342923,1997
5067,Alice,Orion,7331647,1990
5068,King of the Gypsies,Par.,7325177,1978
5069,Babies,Focus,7320323,2010
5070,Bones,NL,7316658,2001
5071,Vertigo,Par.,7311013,1958
5072,Mississippi Masala,Gold.,7308786,1992
5073,Sarafina!,BV,7306242,1992
5074,Who's That Girl,WB,7305209,1987
5075,Outside Providence,Mira.,7302522,1999
5076,Wild Hearts Can't Be Broken,BV,7294835,1991
5077,Eat Drink Man Woman,Gold.,7294403,1994
5078,The Forsaken,SGem,7288451,2001
5079,Lorenzo's Oil,Uni.,7286388,1993
5080,Phantasm II,Uni.,7282851,1988
5081,She's So Lovely,Mira.,7281450,1997
5082,Run Lola Run,SPC,7267585,1999
5083,Big Trouble,BV,7267307,2002
5084,Barcelona,FL,7266973,1994
5085,Searching for Bobby Fischer,Par.,7266383,1993
5086,Buddy Buddy,MGM,7258543,1981
5087,Friends with Kids,RAtt.,7251073,2012
5088,B.A.P.S.,NL,7246735,1997
5089,Off Limits,Fox,7242035,1988
5090,Rush,MGM,7241350,1991
5091,The Missionary,Col.,7241180,1982
5092,Johnny Handsome,TriS,7237794,1989
5093,Let there be Light,ADC,7233471,2017
5094,Zeus and Roxanne,MGM,7233324,1997
5095,Force 10 From Navarone,AIP,7230000,1978
5096,Gold,Wein.,7227038,2017
5097,All the King's Men,Sony,7221458,2006
5098,Mulholland Drive,Uni.,7220243,2001
5099,The Big Red One,MGM,7206220,1980
5100,The Big Year,Fox,7204138,2011
5101,Transylvania 6-5000,NW,7196872,1985
5102,Encounter in the 3rd Dimension (IMAX),NWav,7195792,1999
5103,The Green Inferno,BH Tilt,7192291,2015
5104,American Dreamz,Uni.,7191830,2006
5105,1492: Conquest of Paradise,Par.,7191399,1992
5106,Paradise Alley,Uni.,7185518,1978
5107,North,Col.,7182747,1994
5108,Women on the Verge of a Nervous Breakdown,OrionC,7179298,1988
5109,The Boy Who Could Fly,Fox,7177431,1986
5110,10 to Midnight,MGM,7175592,1983
5111,The Hoax,Mira.,7164995,2007
5112,The Orphanage,PicH,7161284,2007
5113,The Name of the Rose,Fox,7153487,1986
5114,Dear God,Par.,7138523,1996
5115,She's Gotta Have It,Isld,7137502,1986
5116,I am Not Your Negro,Magn.,7123919,2017
5117,Hardbodies,Col.,7121719,1984
5118,Beatriz At Dinner,RAtt.,7115854,2017
5119,Silence (2016),Par.,7100177,2016
5120,Where Eagles Dare,MGM,7100000,1969
5121,A Separation,SPC,7099055,2011
5122,The Bad News Bears Go to Japan,Par.,7092495,1978
5123,Before the Devil Knows You're Dead,Think,7084227,2007
5124,Seeking a Friend for the End of the World,Focus,7078738,2012
5125,Trapped,Sony,7073251,2002
5126,How She Move,ParV,7070641,2008
5127,Quills,FoxS,7065332,2000
5128,The Stunt Man,Fox,7063886,1980
5129,Phat Girlz,FoxS,7061128,2006
5130,Pride,LGF,7057600,2007
