title_id,title,complete_title,release_year,rating,rater,casts,casts_slug,genres,tags,screenwriter,director,poster,synopsis,country,type,episodes,aired,aired_on,original_network,duration,score,ranked,popularity,content_rating,watchers
59381-navillera,Navillera,Navillera (2021),2021,8.9,17981,Park In Hwan|Song Kang|Na Moon Hee|Hong Seung Hee|Kim Tae Hoon|Yoon  Ji Hye,/people/390-park-in-hwan|/people/14472-song-kang|/people/1874-na-moon-hee|/people/26995-hong-seung-hee|/people/1070-kim-tae-hoon|/people/2480-yoon-ji-hye,Life|Drama,Ballet|Life Lesson|Unusual Friendship|Adapted From A Webtoon|Second Chance|Father-Son Relationship|Character Development|Grandpa-Granddaughter Relationship|Bromance|Abuse Of Power (Vote or add tags),Lee Eun Mi,Han Dong Hwa,https://i.mydramalist.com/wE3AA_4c.jpg,"A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.Shim Deok Chul has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support his family. Now, Shim Deok Chul makes the decision to pursue his dream again. His family, including his wife and adult children, are not happy with his decision, but Shim Deok Chul does not waver in pursuing his life long dream. He joins a ballet company to learn ballet. There, he meets Lee Chae Rok.Lee Chae Rok is a 23-year-old man. While growing up, he played different sports like baseball, swimming, and soccer, but he wasn't talented in any of those activities. He then became interested in ballet. His mother was a ballet dancer, but she died from a disease when Lee Chae Rok was young. His father later went bankrupt. Lee Chae Rok learned that he has a talent for ballet, but, after pursuing ballet, he barely has contact with his father and he has a hard time supporting himself financially. Going through hard times, his desire for ballet fades away. At this time, Sim Deok Chul appears in front of him.(Source: Netflix, AsianWiki)~~ Adapted from the webtoon ""Navillera” (나빌레라) written by Hun and illustrated by Ji Min.",South Korea,Drama,12,"Mar 22, 2021 - Apr 27, 2021","Monday, Tuesday",Netflix tvN,1 hr. 5 min.,"8.9 (scored by 17,981 users)",92,241,15+ - Teens 15 or older,45410
61371-vincenzo,Vincenzo,Vincenzo (2021),2021,8.9,82228,Song Joong Ki|Jeon Yeo Been|Ok Taec Yeon|Kim Yeo Jin|Jo Han Chul|Kwak Dong Yeon,/people/431-song-joong-ki|/people/18974-jeon-yeo-bin|/people/423-ok-taec-yeon|/people/3264-kim-yeo-jin|/people/5409-jo-han-chul|/people/5101-kwak-dong-yeon,Comedy|Law|Crime|Drama,Mafia|Revenge|Slight Romance|Eccentric Female Lead|Smart Male Lead|Injustice|Black Comedy|Badass Male Lead|Skilled Killer|Father-Daughter Relationship (Vote or add tags),Park Jae Bum,Kim Hee Won,https://i.mydramalist.com/vAnBe_4c.jpg,"At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives an unrivalled conglomerate a taste of his own medicine—with a side of his own version of justice.(Source: Netflix, AsianWiki)",South Korea,Drama,20,"Feb 20, 2021 - May  2, 2021","Saturday, Sunday",Netflix tvN,1 hr. 25 min.,"8.9 (scored by 82,228 users)",98,14,15+ - Teens 15 or older,146432
13239-signal,Signal,Signal (2016),2016,8.9,33346,Lee Je Hoon|Kim Hye Soo|Jo Jin Woong|Kim Won Hae|Lee Yoo Joon|Jang Hyun Sung,/people/1810-lee-je-hoon|/people/1176-kim-hye-soo|/people/1493-jo-jin-woong|/people/4553-kim-won-hae|/people/11227-lee-yoo-joon|/people/1476-jang-hyun-sung,Thriller|Mystery|Sci-Fi,Different Timelines|Butterfly Effect|Murder|Hwaseong Serial Murders|Suspense|Investigation|Death|Corruption|Time Altering|Smart Female Lead (Vote or add tags),Kim Eun Hee,Kim Won Suk,https://i.mydramalist.com/6wYZO_4c.jpg,"Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police. Fifteen years later, Hae Yeong is now a police officer and criminal profiler. One day, he finds a walkie-talkie that allows him to get in contact with Detective Lee Jae Han who is in the past. Police officers Hae Yeong, Jae Han, and Cha Soo Hyun then set out on a journey to solve cold cases.(Source: MyDramaList)",South Korea,Drama,16,"Jan 22, 2016 - Mar 12, 2016","Friday, Saturday",tvN,1 hr. 15 min.,"8.9 (scored by 33,346 users)",96,92,15+ - Teens 15 or older,80003
733821-lovers,My Dearest,My Dearest (2023),2023,8.9,7485,Namkoong Min|Ahn Eun Jin|Lee Hak Joo|Lee Da In|Kim Yoon Woo|Park Kang Sub,/people/513-nam-goong-min|/people/18592-ahn-eun-jin|/people/9890-lee-hak-joo|/people/6604-lee-da-in|/people/54087-kim-yoon-woo|/people/50261-park-kang-sub,Historical|Romance|Drama|Melodrama,Joseon Dynasty|Older Man/Younger Woman|Gay Supporting Character|Qing Invasion Of Joseon|Historical Fiction|Spoiled Female Lead|War|Determined Female Lead|Strong Male Lead|Strong Female Lead (Vote or add tags),Hwang Jin Young,Kim Sung Yong|Lee Han Joon,https://i.mydramalist.com/0wxDAr_4c.jpg,"A love-story between a noblewoman and a mysterious man who shows up in her hometown set in the 1600s during the Qing invasion.Yu Gil Chae is a pretty, bubbly, and a bit spoiled young lady who's called the 99 tailed fox of Neunggun-ri. She is also a bit of an outcast because other young ladies are jealous of her. They seem to think she's too straightforward and her behavior is inappropriate for a young lady, while young noblemen think highly of her. Gil Chae knows how to get men to fall for her but fails to capture the heart of the person she likes.Lee Jang Hyun is a mysterious man who suddenly appears in the Neunggun-ri social scene. Nobody really knows anything about him. Young nobles don't like him, but the elderly are wrapped around his finger. He's been dating around a lot, but he becomes curious about a certain 99 tailed fox, and one day, the said fox quite literally crash lands into his arms.Once war is brewing, the pair finds themselves separated before they could even start to make sense of their feelings.(Source: soloTraveler at MyDramaList)",South Korea,Drama,10,"Aug  4, 2023 - Sep  2, 2023","Friday, Saturday",MBC,1 hr. 20 min.,"8.9 (scored by 7,485 users)",99,708,15+ - Teens 15 or older,21197
761313-death-s-game-part-2,Death's Game Part 2,Death's Game Part 2 (2024),2024,8.9,17085,Seo In Guk|Park So Dam|Nam Kyung Eup|Go Youn Jung|Kim  Mi Kyung|Kim Ji Hoon,/people/2576-seo-in-guk|/people/7706-park-so-dam|/people/4669-nam-kyung-eup|/people/22074-go-yoon-jung|/people/1693-kim-mi-kyung|/people/1270-kim-ji-hoon,Thriller|Drama|Fantasy,Cautious Male Lead|Hopeless Male Lead|Graphic Violence|Martial Artist Supporting Character|Writer Supporting Character|Writer Female Lead|Painter Supporting Character|Grim Reaper Female Lead|Artist Supporting Character|Psychopath Supporting Character (Vote or add tags),,,https://i.mydramalist.com/XdwWLn_4c.jpg,"After learning what Death meant when they said his death would become more painful, Choi Yi Jae becomes hellbent on revenge. (Source: MyDramaList) ~~ Adapted from the webtoon ""Ije God Jukseubnida"" (이제 곧 죽습니다) written by Lee Won Sik (이원식) and illustrated by Gul-chan  (꿀찬)",South Korea,Drama,4,"Jan  5, 2024",Friday,TVING,55 min.,"8.9 (scored by 17,085 users)",102,507,18+ Restricted (violence & profanity),27203
733003-bad-mother,The Good Bad Mother,The Good Bad Mother (2023),2023,8.9,24365,Ra Mi Ran|Lee Do Hyun|Ahn Eun Jin|Yoo In Soo|Choi Moo Sung|Jung Woong In,/people/3654-ra-mi-ran|/people/17489-lee-do-hyun|/people/18592-ahn-eun-jin|/people/20767-yoo-in-soo|/people/3311-choi-moo-sung|/people/255-jung-woong-in,Comedy|Life|Drama|Family,Mother-Son Relationship|Village Setting|Death Of A Husband|Mean Parent|Abusive Parent|Age Regression|Determined Female Lead|Controlling Parent|Farmer Female Lead|Foreigner Supporting Character (Vote or add tags),Bae Se Young,Shim Na Yeon,https://i.mydramalist.com/E5x540_4c.jpg,"Young Soon is a single mother and pig farmer who raised her son Kang Ho alone. Despite her love for him, her strict parenting caused Kang Ho to view her as a bad mother. As an adult, Kang Ho became a cold-hearted prosecutor and kept his distance from his mother. However, an unexpected accident caused him to return to his hometown and start over with Young Soon. Kang Ho's childhood friend Mi Joo, known for her warm heart and strong sense of justice, also reconnected with him after his accident, leading to a transformative experience for her.(Source: CK Warrior at MyDramaList)",South Korea,Drama,14,"Apr 26, 2023 - Jun  8, 2023","Wednesday, Thursday",jTBC Netflix TVING,1 hr. 10 min.,"8.9 (scored by 24,365 users)",103,227,15+ - Teens 15 or older,46688
733445-i-will-die-soon,Death's Game,Death's Game (2023),2023,8.9,21432,Seo In Guk|Park So Dam|Nam Kyung Eup|Go Youn Jung|Kim  Mi Kyung|Choi Si Won,/people/2576-seo-in-guk|/people/7706-park-so-dam|/people/4669-nam-kyung-eup|/people/22074-go-yoon-jung|/people/1693-kim-mi-kyung|/people/388-choi-shi-won,Thriller|Drama|Fantasy,Survival|Death|Adapted From A Webtoon|Difficult Adulthood|Cautious Male Lead|Hopeless Male Lead|Bully Supporting Character|Physical Assault|Ill Male Lead|Student Supporting Character (Vote or add tags),,,https://i.mydramalist.com/QJKVK7_4c.jpg,"After struggling for seven years without securing a stable job, Choi Yi Jae becomes engulfed in despair and hopelessness. Believing that ending his life would be the solution, Yi Jae is met with a surprise when he meets the entity known as Death at the gateway to Hell. Death assigns him a unique punishment: Yi Jae must endure death in 12 different bodies. To avoid his fate in Hell, he must find a way to survive. (Source: AsianWiki; edited by Raisa at MyDramaList) ~~ Adapted from the webtoon ""Ije God Jukseubnida"" (이제 곧 죽습니다) written by Lee Won Sik (이원식) and illustrated by Gul-chan  (꿀찬)",South Korea,Drama,4,"Dec 15, 2023",Friday,TVING,55 min.,"8.9 (scored by 21,432 users)",106,216,18+ Restricted (violence & profanity),48660
32220-kingdom-2,Kingdom Season 2,Kingdom Season 2 (2020),2020,8.9,26638,Ju Ji Hoon|Bae Doo Na|Kim Sung Gyu|Ryu Seung Ryong|Kim  Sang Ho|Jun Suk Ho,/people/251-joo-ji-hoon|/people/302-bae-doo-na|/people/19984-kim-sung-gyu|/people/960-ryu-seung-ryong|/people/1812-kim-sang-ho|/people/6278-jun-suk-ho,Thriller|Historical|Horror|Supernatural,Zombies|Corruption|Gore|Strong Male Lead|Strong Female Lead|Power Struggle|Joseon Dynasty|Smart Female Lead|Death|Greed (Vote or add tags),Kim Eun Hee,Kim Sung Hoon|Park In Je,https://i.mydramalist.com/2qelVc.jpg,"Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne. (Source: MyDramaList)",South Korea,Drama,6,"Mar 13, 2020",Friday,Netflix,45 min.,"8.9 (scored by 26,638 users)",110,257,18+ Restricted (violence & profanity),43581
755309-my-dearest-part-2,My Dearest Part 2,My Dearest Part 2 (2023),2023,8.9,5234,Namkoong Min|Ahn Eun Jin|Lee Hak Joo|Lee Da In|Lee Chung Ah|So Yoo Jin,/people/513-nam-goong-min|/people/18592-ahn-eun-jin|/people/9890-lee-hak-joo|/people/6604-lee-da-in|/people/961-lee-chung-ah|/people/3833-so-yoo-jin,Historical|Romance|Drama|Melodrama,Historical Fiction|Power Struggle|Joseon Dynasty|Qing Invasion Of Joseon|Skilled Fighter|Political Intrigue|Slow Burn Romance|War|Torture|1600s (Vote or add tags),Hwang Jin Young,Kim Sung Yong|Lee Han Joon,https://i.mydramalist.com/kAkAZr_4c.jpg,"Jang Hyun is living without purpose or desire. He's a cold-hearted man who loves no one until he gets introduced to love after meeting Gil Chae. She is charming and admired by all, but her first love, Yeon Jun, is already engaged to her best friend, Eun Ae. Yeon Jun, a Sungkyunkwan student, struggles with his feelings for Gil Chae but cannot break off his engagement due to tradition. Eun Ae does not doubt nor hate the two. As Jang Hyun becomes entangled in this unusual love triangle, Gil Chae, who has only loved Yeon Jun, is confused about her own feelings. The relationship between these four gets put into an even bigger twist at the breakout of war. Will they survive the challenges of war and find their love amidst the chaos?(Source: Viki)",South Korea,Drama,11,"Oct 13, 2023 - Nov 18, 2023","Friday, Saturday",MBC,1 hr. 11 min.,"8.9 (scored by 5,234 users)",113,1439,15+ - Teens 15 or older,10910
705589-taxi-driver-2,Taxi Driver Season 2,Taxi Driver Season 2 (2023),2023,8.9,11819,Lee Je Hoon|Kim Eui Sung|Pyo Ye Jin|Jang Hyuk Jin|Bae Yoo Ram|Shin Jae Ha,/people/1810-lee-je-hoon|/people/4625-kim-eui-sung|/people/11573-pyo-ye-jin|/people/13114-jang-hyuk-jin|/people/7794-bae-yoo-ram|/people/7436-shin-jae-ha,Action|Thriller|Mystery|Crime,Revenge|Skilled Fighter|Teamwork|Suspense|Graphic Violence|Smart Male Lead|Criminal Organization|Taxi Setting|Undercover Operation|Slight Comedy (Vote or add tags),Oh Sang Ho,Lee Dan,https://i.mydramalist.com/2wr8zR_4c.jpg,"Despite disbanding after Do Gi's successful revenge, the Rainbow Deluxe Taxi crew, including Seong Cheol, Go Eun, Gyeong Gu, and Jin Eon, can't resist the call to reunite with their former leader. Though each attempts to live a regular life with a typical job, their innate desire to fight against injustice draws them back to one another. The group even welcomes a new member, a kind-hearted but clumsy young man named On Ha Jun, who stumbles upon the secret basement of Rainbow Taxi.Now fighting for more clients than ever before, the crew continues to battle on behalf of those wronged by an unequal society. However, their work draws the attention of a mysterious organization, which makes its presence known by killing one of Do Gi's targets before disappearing without a trace. As they try to uncover the organization's identity and motives, the Rainbow Taxi crew faces their toughest challenge yet.(Source: Viu; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).",South Korea,Drama,16,"Feb 17, 2023 - Apr 15, 2023","Friday, Saturday",SBS,1 hr. 10 min.,"8.9 (scored by 11,819 users)",114,549,18+ Restricted (violence & profanity),26055
690709-happiness,Happiness,Happiness (2021),2021,8.9,43837,Han Hyo Joo|Park Hyung Sik|Jo  Woo Jin|Lee Joon Hyuk|Park Joo Hee|Baek Hyun Jin,/people/300-han-hyo-joo|/people/3014-park-hyung-shik|/people/6557-jo-woo-jin|/people/4402-lee-joon-hyuk|/people/7720-park-joo-hee|/people/4373-baek-hyun-jin,Action|Thriller|Drama|Sci-Fi,Infectious Disease|Detective Male Lead|Virus|Slow Burn Romance|Strong Female Lead|Survival|Illness|Healthy Mains’ Relationship|Smart Male Lead|Quarantine (Vote or add tags),Han Sang Woon,Ahn Gil Ho,https://i.mydramalist.com/BWXjV_4c.jpg,"Yoon Sae Bom is a special agent with quick wits and reflexes and another special quality. She earns the opportunity to move into a new apartment set aside for civil servants in a coveted apartment complex by pretending to marry high school friend Jung Yi Hyun. Yi Hyun is a detective investigating the spread of a mysterious disease. They are trapped in their apartment building when Han Tae Seok, head of the task force to control the spread of the disease, orders the complex to be sealed off from the rest of the city.  Quarantine and disease reveal a social caste system, bringing out the best and worst of the apartment residents.(Source: MyDramaList)",South Korea,Drama,12,"Nov  5, 2021 - Dec 11, 2021","Friday, Saturday",TVING tvN,1 hr. 5 min.,"8.9 (scored by 43,837 users)",120,89,15+ - Teens 15 or older,80827
23920-mr.-sunshine,Mr. Sunshine,Mr. Sunshine (2018),2018,8.9,26153,Lee Byung Hun|Kim Tae Ri|Yoo Yeon Seok|Byun Yo Han|Kim Min Jung|Kim Gab Soo,/people/324-lee-byung-hun|/people/8838-kim-tae-ri|/people/1908-yoo-yeon-seok|/people/7710-byun-yo-han|/people/1235-kim-min-jung|/people/949-kim-gab-soo,Military|Historical|Romance|Melodrama,Strong Male Lead|Independent Female Lead|Strong Female Lead|Smart Male Lead|Bromance|Imperialism|Gun Violence|Female Lead Action Scenes|Japanese Colonial Rule|Korean Empire (Vote or add tags),Kim Eun Sook,Lee Eung Bok,https://i.mydramalist.com/vKrdW_4c.jpg,"Mr. Sunshine centers on a young boy born into a house servant's family who travels to the United States during the 1871 Shinmiyangyo (U.S. expedition to Korea). He returns to his homeland later as a U.S. marine officer. He meets and falls in love with an aristocrat’s daughter. At the same time, he discovers a plot by foreign forces to colonize Korea.",South Korea,Drama,24,"Jul  7, 2018 - Sep 30, 2018","Saturday, Sunday",Netflix tvN,1 hr. 20 min.,"8.9 (scored by 26,153 users)",123,105,15+ - Teens 15 or older,73126
695963-tomorrow,Tomorrow,Tomorrow (2022),2022,8.8,42535,Kim Hee Sun|Rowoon|Lee Soo Hyuk|Yun Ji On|Kim Hae Sook|Kim Nu Ri,/people/978-kim-hee-sun|/people/11629-ro-woon|/people/804-lee-soo-hyuk|/people/20365-yoon-ji-on|/people/3568-kim-hae-sook|/people/24079-kim-nu-ri,Action|Thriller|Drama|Fantasy,Grim Reaper Female Lead|Grim Reaper Male Lead|Underworld|Attempted Suicide|Death|Suicide|Afterlife|Suicide Prevention|Coma|Team Leader Female Lead (Vote or add tags),Park Ran|Park Ja Kyung|Kim Yu Jin,Kim Tae Yoon|Sung Chi Wook,https://i.mydramalist.com/qjBQ2_4c.jpg,"Choi Joon Woong seeks a job, but it's hard for him to get hired. One night, he witnesses a man trying to end his life and decides to stop him. He gets acquainted with grim reapers Koo Ryeon and Im Ryoong Gu, who belong to a crisis management team. Their purpose is to prevent people from committing suicide. After Joon Woong ends up in a coma and becomes half-human and half-spirit, he is employed by a company of grim reapers as the newest member of the crisis management team.(Source: Netflix, s a r a at MyDramaList)~~ Adapted from the webtoon ""Tomorrow"" (내일) by Llama (라마).",South Korea,Drama,16,"Apr  1, 2022 - May 21, 2022","Friday, Saturday",MBC Netflix,60 min.,"8.8 (scored by 42,535 users)",133,84,15+ - Teens 15 or older,83464
58953-mouse,Mouse,Mouse (2021),2021,8.8,22789,Lee Seung Gi|Lee Hee Joon|Park Ju Hyun|Kyung Soo Jin|Woo Ji Hyun|Ahn Jae Wook,/people/387-lee-seung-gi|/people/1885-lee-hee-joon|/people/24041-park-joo-hyun|/people/2690-kyung-soo-jin|/people/15687-woo-ji-hyun|/people/860-ahn-jae-wook,Thriller|Mystery|Psychological|Sci-Fi,Murder|Investigation|Character Development|Dark Fiction|Suspense|Flashback To Past|Grandma-Granddaughter Relationship|Death|Sexual Assault|Child Sexual Abuse (Vote or add tags),Choi Ran,Choi Joon Bae|Kang Cheol Woo,https://i.mydramalist.com/XNeKO_4c.jpg,"A suspenseful story that asks the key question, “What if we could identify psychopaths in advance?” A crazed serial killer’s ruthless murders have left the entire nation gripped with fear, and chaos reigns. Justice-seeking rookie police officer, Jung Ba Reum, comes face to face with the killer. While he survives his dangerous encounter with the psychopath, Jung Ba Reum finds his life completely changing before his eyes.(Source: MyDramaList)",South Korea,Drama,20,"Mar  3, 2021 - May 19, 2021","Wednesday, Thursday",tvN,1 hr. 15 min.,"8.8 (scored by 22,789 users)",141,147,18+ Restricted (violence & profanity),60806
10814-healer,Healer,Healer (2014),2014,8.8,71713,Ji Chang Wook|Park Min Young|Yoo Ji Tae|Kim  Mi Kyung|Park Sang Won|Do Ji Won,/people/806-ji-chang-wook|/people/430-park-min-young|/people/279-yoo-ji-tae|/people/1693-kim-mi-kyung|/people/1577-park-sang-won|/people/2423-do-ji-won,Action|Thriller|Mystery|Romance,Double Identity|Hidden Identity|Smart Male Lead|Strong Male Lead|Childish Female Lead|Fight|Hardworking Female Lead|Sassy Female Lead|Trauma|Badass Male Lead (Vote or add tags),Song Ji Na,Lee Jung Sub|Kim Jin Woo,https://i.mydramalist.com/lBOo4c.jpg,"Seo Jung Hoo is a special kind of night courier, known only as ""Healer"" by his clients. For the right price and with the help of a genius hacker, he gets his clients whatever they want, as long as it doesn't involve murder. His latest job leads him to a second-rate tabloid writer, Chae Young Shin, and the successful reporter, Kim Moon Ho. He begins to uncover the mystery of his own shared past with the two reporters, thus putting them all in danger.",South Korea,Drama,20,"Dec  8, 2014 - Feb 10, 2015","Monday, Tuesday",KBS2,60 min.,"8.8 (scored by 71,713 users)",147,16,15+ - Teens 15 or older,144164
712521-tale-of-the-nine-tailed-season-2,Tale of the Nine-Tailed 1938,Tale of the Nine-Tailed 1938 (2023),2023,8.8,11718,Lee Dong Wook|Kim So Yeon|Kim Bum|Ryu Kyung Soo|Kim Yong Ji|Hwang Hee,/people/274-lee-dong-wook|/people/609-kim-so-yeon|/people/234-kim-bum|/people/22032-ryu-gyeong-su|/people/19196-kim-yong-ji|/people/26803-hwang-hee,Historical|Horror|Romance|Fantasy,Nine-tailed Fox|Action|Supernatural|1930s|Strong Male Lead|Bromance|Brothers' Relationship|Time Travel|Badass Male Lead|Friendship (Vote or add tags),Han Woo Ri,Kang Shin Hyo|Jo Nam Hyung,https://i.mydramalist.com/WPndVP_4c.jpg,"An unexpected case leads Lee Yeon back in time to 1938, where he reencounters Ryu Hong Joo. Once a guardian spirit of the mountain in the west, she's now the owner of a high-end restaurant in the capital city of Gyeongseong. He also meets his younger brother Lee Rang. Meanwhile, another former guardian spirit and ex-friend Cheon Moo Young has become hostile. Lee Yeon struggles to return to the present, to his loved one.(Source: AsianWiki; edited by MyDramaList)",South Korea,Drama,12,"May  6, 2023 - Jun 11, 2023","Saturday, Sunday",Amazon Prime tvN,1 hr. 10 min.,"8.8 (scored by 11,718 users)",152,391,15+ - Teens 15 or older,33732
18452-goblin,Goblin,Goblin (2016),2016,8.8,121041,Gong Yoo|Kim Go Eun|Lee Dong Wook|Yoo In Na|Yook Sung Jae|Lee El,/people/440-gong-yoo|/people/2599-kim-go-eun|/people/274-lee-dong-wook|/people/633-yoo-in-na|/people/5451-yook-sung-jae|/people/3021-lee-el,Comedy|Romance|Fantasy|Melodrama,Supernatural|Older Man/Younger Woman|Interspecies Romance|Dokkaebi|Fate|Bromance|Death|Tearjerker|Age Gap [Drama Life]|Secondary Couple (Vote or add tags),Kim Eun Sook,Lee Eung Bok,https://i.mydramalist.com/JkD8Xc.jpg,"Kim Shin was once an unbeatable general in Goryeo's military who died a tragic death. He now possesses immortality but is tired of living while everyone else around him dies. For 900 years, Kim Shin has searched for his bride, a mortal who can pull out the sword and end his life. One day, he encounters Ji Eun Tak, a positive, upbeat high school student who can see the dead and has gone through tragic events, yet still stays strong. She claims to be the Goblin's bride who can end his immortal life, but what appears to be an easy task, only gets complicated, as the two fall in love.(Source: AJ at MyDramaList)",South Korea,Drama,16,"Dec  2, 2016 - Jan 21, 2017","Friday, Saturday",tvN,1 hr. 22 min.,"8.8 (scored by 121,041 users)",158,1,15+ - Teens 15 or older,228612
21934-stranger,Stranger,Stranger (2017),2017,8.8,23006,Cho Seung Woo|Bae Doo Na|Lee Joon Hyuk|Yoo Jae Myung|Shin Hye Sun|Choi Jae Woong,/people/298-jo-seung-woo|/people/302-bae-doo-na|/people/843-lee-joon-hyuk|/people/6288-yoo-jae-myung|/people/7194-shin-hye-sun|/people/4342-choi-jae-woong,Thriller|Mystery|Law|Drama,Suspense|Investigation|Corruption|Crime Solving Duo|Murder|Calm Male Lead|Alexithymia|Strong Female Lead|Smart Female Lead|Psychological (Vote or add tags),Lee Soo Yeon,Ahn Gil Ho,https://i.mydramalist.com/1o3zzc.jpg,"Hwang Shi Mok underwent brain surgery as a child to curb his violent temper, which left him devoid of emotions. Hwang becomes a prosecutor known for his piercing intelligence and logic, but he is ostracized because he lacks empathy and social skills. He is also one of only a handful of upright prosecutors who have refused to take bribes. One day, he encounters a stabbing victim while investigating corruption. He meets Lieutenant Han Yeo Jin at the crime scene. They join forces to root out corruption at the prosecutors’ office and solve a serial murder case.(Source: Viki; Waverlyroot at MyDramaList)",South Korea,Drama,16,"Jun 10, 2017 - Jul 30, 2017","Saturday, Sunday",Netflix tvN,1 hr. 10 min.,"8.8 (scored by 23,006 users)",165,169,15+ - Teens 15 or older,56675
62085-a-wonderful-rumor,The Uncanny Counter,The Uncanny Counter (2020),2020,8.8,50131,Cho Byeong Kyu|Yoo  Joon Sang|Kim Se Jeong|Yeom Hye Ran|Ahn Suk Hwan|Lee Hong Nae,/people/10911-jo-byung-kyoo|/people/2422-yoo-joon-sang|/people/13855-kim-se-jung|/people/5860-yum-hye-ran|/people/868-ahn-suk-hwan|/people/35531-lee-hong-nae,Action|Mystery|Drama|Supernatural,Found Family|Evil Spirit|Righteous Male Lead|Teamwork|Strong Female Lead|Orphan Male Lead|Multiple Mains|Spirit|Hidden Identity|Nice Male Lead (Vote or add tags),Kim Sae Bom|Yeo Ji Na,,https://i.mydramalist.com/v3032_4c.jpg,"It tells the story of demon hunters called Counters who come to earth under the guise of being employees at a noodle restaurant in order to capture evil spirits that have returned to earth in pursuit of eternal life.So Moon is the youngest of the Counters. After suffering from a mysterious car accident as a child, he eventually becomes a central figure among the Counters.Do Ha Na has the ability to sense the locations of evil spirits, even those that are hundreds of kilometers away. She can also read the memories of others through touch and works with So Moon to do away with evil spirits.Ga Mo Tak is a Counter with incredible strength. He’s a former police officer who lost his memory seven years ago after an accident and is unable to stand idle in the face of injustice. Ga Mo Tak is also So Moon’s mentor.Chu Mae Ok is a Counter with healing abilities. Outwardly, she’s the chef of the noodle restaurant, but among the Counters, she is the emotional pillar of the group.Choi Jang Mool is the oldest Counter. He’s in charge of all of the Counters’ expenses, and he is a living legend among the Counters in Korea.(Source: Soompi)~~ Adapted from the webtoon ""Amazing Rumor” (경이로운 소문) by Jang Yi (장이).",South Korea,Drama,16,"Nov 28, 2020 - Jan 24, 2021","Saturday, Sunday",Netflix OCN,1 hr. 10 min.,"8.8 (scored by 50,131 users)",162,57,15+ - Teens 15 or older,93825
61399-dress-sleeved-red,The Red Sleeve,The Red Sleeve (2021),2021,8.8,18315,Lee Jun Ho|Lee Se Young|Kang Hoon|Lee Deok Hwa|Park Ji Young|Jang Hee Jin,/people/5043-lee-jun-ho|/people/4047-lee-se-young|/people/18814-kang-hoon|/people/1397-lee-duk-hwa|/people/7377-park-ji-young|/people/638-jang-hee-jin,Historical|Romance|Drama|Melodrama,Noble Man/Common Woman|Palace Setting|Tearjerker|Joseon Dynasty|Strong Male Lead|Death|Male Chases Female First|Smart Female Lead|Master-Servant Relationship|King Male Lead (Vote or add tags),Jung Hae Ri,Jung Ji In|Song Yeon Hwa,https://i.mydramalist.com/2WpKk_4c.jpg,"In 18th-century Korea, Prince Yi San is a perfectionist haunted by his father's murder. He's set to inherit the throne once his cruel grandfather, the current king, passes away. Despite the emotional scars left by his father's death, Yi San aspires to be a benevolent ruler who reforms the kingdom's laws. At court, he encounters Sung Deok Im, a spirited and intelligent young woman. While Yi San falls in love and proposes she become his concubine, Sung Deok Im grapples with the restrictions and responsibilities that come with royal life. However, as their love deepens, she begins to see the potential to bring positive change to the troubled realm through their union.(Source: MyDramaList)~~ Adapted from the novel ""The Sleeve's Red Cuff"" (옷소매 붉은 끝동) by Kang Mi Kang (강미강).",South Korea,Drama,17,"Nov 12, 2021 - Jan  1, 2022","Friday, Saturday",MBC Viki,1 hr. 20 min.,"8.8 (scored by 18,315 users)",172,274,15+ - Teens 15 or older,42346
