id,title,pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,veryHealthy,veryPopular,gaps,lowFodmap,ketogenic,whole30,readyInMinutes,spoonacularSourceUrl,image,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,cuisines,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg,Alcohol/g,Caffeine/g
83,Labneh With Chilli And Anchovy,4.732,671,False,False,False,False,False,False,False,no,False,False,False,30,https://spoonacular.com/labneh-with-chilli-and-anchovy-83,https://spoonacular.com/recipeImages/83-556x370.jpg,8,64.0,17.0,44.33,20.93,34.74,"lunch,main course,main dish,dinner","anchovy fillets,bell pepper,bread,chilli,juice of lemon,low fat greek yoghurt,parsley leaves,salt",American,505.6,11.62,6.32,43.4,27.6,31.4,1524.96,55.38,3.54,9.84,90.3,1.98,0.19,644.04,0.21,73.3,389.61,0.13,0.72,0.51,35.24,0.0,0.61,0.49,1.59,3.49,3138.7,0.0,27.73,166.99,0.0,0.0
84,Lightened-up Chicken Caesar Platter,7.3825,886,False,False,True,False,False,True,False,no,False,False,False,45,https://spoonacular.com/lightened-up-chicken-caesar-platter-84,https://spoonacular.com/recipeImages/84-556x370.jpg,3,89.0,67.0,37.3,56.51,6.19,"lunch,main course,main dish,dinner","anchovy,chicken breasts,dijon mustard,fat-free mayonnaise,garlic clove,hearts of romaine,juice of lemon,olive oil,parmesan cheese,tomatoes,worcestershire sauce",,1141.35,71.46,12.79,17.59,7.86,303.77,1024.51,106.13,48.98,152.55,1159.88,4.85,0.69,301.11,0.52,344.55,2504.97,0.31,3.84,0.59,171.15,1.11,6.99,3.69,9.43,6.36,20566.35,0.53,276.54,37.42,0.0,0.0
85,Pasta With Anchovy Bread Crumb Topping,2.6143,293,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/pasta-with-anchovy-bread-crumb-topping-85,https://spoonacular.com/recipeImages/85-556x370.jpg,4,66.0,20.0,15.1,30.16,54.74,"lunch,main course,main dish,dinner","anchovies,cherry tomatoes,fresh parsley,garlic,olive oil,oregano,parmesan,pasta,rustic bread,salt and pepper,shallot",,650.02,21.79,9.47,88.97,13.9,18.3,673.73,24.54,4.21,65.11,391.95,3.88,0.21,346.75,0.18,59.93,643.1,0.4,2.32,1.11,83.72,0.3,0.74,0.31,2.12,5.77,1007.27,0.0,45.07,33.68,0.0,0.0
86,Shrimp and Pasta Puttanesca,3.7037,445,False,False,False,True,False,False,False,no,False,False,False,10,https://spoonacular.com/shrimp-and-pasta-puttanesca-86,https://spoonacular.com/recipeImages/86-556x370.jpg,0,72.0,27.0,24.65,17.36,57.99,,"black pepper,capers,kalamata olives,linguine,marinara sauce,olive oil,shrimp","Mediterranean,Italian,Eastern European,European,Greek",662.45,12.74,1.82,95.79,11.01,285.76,2330.55,40.72,4.44,126.17,484.87,5.98,0.21,227.16,0.16,52.36,967.08,0.88,4.21,1.7,130.99,0.84,1.23,0.36,5.73,7.36,902.2,0.0,9.73,17.68,0.0,0.0
87,"Winter Greens, Asiago, and Anchovy Pizza",1.9083,218,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/winter-greens-asiago-and-anchovy-pizza-87,https://spoonacular.com/recipeImages/87-556x370.jpg,0,73.0,36.0,19.86,25.23,54.91,"lunch,main course,main dish,dinner","asiago cheese,baby spinach,canned anchovy,crushed red pepper,garlic cloves,part-skim mozzarella cheese,pizza crust,raisins,red onion,salt,turnip greens","Mediterranean,Italian,Eastern European,European,Greek",373.14,10.63,6.18,52.07,3.53,23.67,936.37,18.84,0.73,7.84,247.23,3.52,0.22,504.99,0.09,121.01,419.86,0.22,1.29,0.48,47.38,0.35,0.3,0.26,1.58,4.21,6351.09,0.0,192.59,31.51,0.0,0.0
88,"Pappardelle with Zucchini, Anchovies and Mint",1.587,223,False,False,False,True,False,False,False,no,False,False,False,45,https://spoonacular.com/pappardelle-with-zucchini-anchovies-and-mint-88,https://spoonacular.com/recipeImages/88-556x370.jpg,0,54.0,16.0,15.33,29.19,55.48,"lunch,main course,main dish,dinner","anchovies,chives,coarse sea salt,crushed red pepper,garlic cloves,lemon wedges,mint,olive oil,pappardelle,zucchini",,419.01,13.68,2.48,58.52,4.33,74.84,240.91,16.18,4.81,67.01,263.59,2.69,0.23,82.23,0.2,54.22,577.6,0.34,2.19,0.92,74.64,0.34,1.07,0.41,1.85,3.9,431.41,0.23,12.94,22.63,0.0,0.0
89,Wheat Noodles with Anchovy Sauce: Bigoli en Salsa,2.2197,280,False,False,False,False,False,False,False,no,False,False,False,50,https://spoonacular.com/wheat-noodles-with-anchovy-sauce-bigoli-en-salsa-89,https://spoonacular.com/recipeImages/89-556x370.jpeg,2,84.0,48.0,13.39,36.23,50.38,"lunch,main course,main dish,dinner","eggs,milk,olive oil,onion,parsley,salted anchovies,whole wheat flour",Mexican,703.18,29.57,5.41,92.52,3.6,166.73,695.48,24.59,6.41,88.96,565.65,7.04,0.49,145.77,0.67,123.55,734.83,0.58,4.15,4.97,189.73,0.53,1.66,0.63,4.57,14.25,2699.2,1.28,482.66,39.94,0.0,0.0
90,Tuna Caper Dip,2.5051,251,False,False,True,False,False,False,False,no,False,False,False,4,https://spoonacular.com/tuna-caper-dip-90,https://spoonacular.com/recipeImages/90-556x370.jpg,5,89.0,38.0,42.67,52.23,5.1,"condiment,dip,spread","anchovies,canned tuna,capers,coarse salt,fresh parsley leaves,lemon juice,red pepper flakes,sour cream",,288.05,17.05,9.26,3.75,2.49,95.7,734.41,31.34,15.81,105.08,308.92,3.72,0.29,143.24,0.09,36.5,484.31,0.14,1.59,0.07,52.82,3.88,0.59,0.53,1.04,0.67,1861.5,2.01,248.76,22.75,0.0,0.0
91,Puttanesca Baked Cod,14.399700000000001,1227,False,False,True,True,False,True,False,no,False,False,True,30,https://spoonacular.com/puttanesca-baked-cod-91,https://spoonacular.com/recipeImages/91-556x370.jpg,0,84.0,100.0,39.72,40.96,19.32,"lunch,main course,main dish,dinner","anchovies in olive oil,capers,cod,garlic cloves,olive oil,olives,red pepper flakes,tomatoes","Mediterranean,Italian,Eastern European,European,Greek",709.13,33.04,4.77,35.06,21.22,156.48,1604.97,72.1,14.34,122.16,923.48,4.59,0.44,199.89,0.58,147.98,3400.12,0.71,3.29,1.08,213.9,3.2,1.39,1.59,11.71,11.45,6972.03,3.27,80.1,114.39,0.0,0.0
92,Alex's Anchovy Bucatini,3.2097,289,False,False,False,False,False,False,False,no,False,False,False,70,https://spoonacular.com/alexs-anchovy-bucatini-92,https://spoonacular.com/recipeImages/92-556x370.jpeg,0,57.0,22.0,13.14,42.33,44.53,"lunch,main course,main dish,dinner","bucatini pasta,canned anchovy fillets,garlic cloves,italian bread,olive oil,parmigiano reggiano,parsley leaves,red chili flakes,roasted red bell peppers,salt,sweet onion",,923.37,43.35,10.92,102.6,11.74,32.6,2009.32,30.26,8.93,94.89,409.77,4.32,0.26,277.56,0.2,60.83,616.82,0.52,2.92,1.26,100.37,0.4,0.91,0.42,5.26,5.51,787.16,0.54,103.09,26.48,0.0,0.0
94,"Onion, Anchovy And Olive Tart",2.066,278,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/onion-anchovy-and-olive-tart-94,https://spoonacular.com/recipeImages/94-556x370.jpg,94,77.0,17.0,6.65,60.08,33.27,side dish,"anchovy,balsamic vinegar,black olives,brown onions,brown sugar,olive oil,oregano leaves,parmesan,puff pastry",,733.07,49.48,11.69,61.64,10.82,8.8,463.2,12.33,5.48,28.01,152.16,4.12,0.36,162.5,0.45,106.62,345.11,0.21,1.1,0.78,43.55,0.12,0.28,0.23,2.88,5.08,122.92,0.0,37.72,10.23,0.0,0.0
95,Springtime Asparagus Pizza,1.1415,84,False,False,False,False,False,False,False,no,False,False,False,10,https://spoonacular.com/springtime-asparagus-pizza-95,https://spoonacular.com/recipeImages/95-556x370.jpg,0,31.0,4.0,20.97,34.45,44.58,side dish,"asparagus,chili flakes,goat cheese,lemon zest,oil-packed anchovies,pizza dough,shredded mozzarella","Mediterranean,Italian,Eastern European,European,Greek",143.47,5.59,3.13,16.28,2.72,14.02,380.13,7.66,0.65,3.73,82.38,1.82,0.12,77.53,0.06,18.3,82.56,0.14,0.6,0.06,9.17,0.26,0.18,0.06,0.45,1.19,423.46,0.0,13.51,2.44,0.0,0.0
96,Anchovy and Roasted-Pepper Salad with Goat Cheese,2.1609,200,False,False,False,False,False,False,False,no,False,False,False,30,https://spoonacular.com/anchovy-and-roasted-pepper-salad-with-goat-cheese-96,https://spoonacular.com/recipeImages/96-556x370.jpg,0,51.0,15.0,17.21,50.48,32.31,side dish,"bread,capers,garlic clove,goat cheese,oil packed tuna,olive oil,olives,red bell peppers,red wine vinegar,rosemary,yellow bell peppers",,263.87,15.02,6.57,21.63,4.39,17.57,469.35,11.52,3.07,10.29,173.32,2.37,0.29,108.18,0.21,70.53,316.7,0.42,0.95,0.52,35.11,0.09,0.77,0.4,1.94,3.2,2257.86,0.22,8.74,183.93,0.0,0.0
97,Farmers’ Pasta,2.6445999999999996,368,False,False,False,False,False,False,False,no,False,False,False,60,https://spoonacular.com/farmers-pasta-97,https://spoonacular.com/recipeImages/97-556x370.jpg,22,82.0,29.0,20.04,46.73,33.23,"lunch,main course,main dish,dinner","anchovy,dried bay leaves,edam cheese,flour,fresh basil leaves,fresh flat-leaf parsley,garlic,manchego cheese,mozzarella cheese,nutmeg,olive oil,parmigiano reggiano cheese,penne rigate,sea-salt,whole milk",,710.71,36.64,19.34,58.63,13.04,90.23,985.57,35.36,1.89,55.84,590.55,1.76,0.62,922.95,0.22,43.87,530.26,0.26,3.56,0.63,73.67,1.88,1.26,0.23,1.36,2.16,1287.95,3.04,73.72,5.86,0.0,0.0
98,The Secret Ingredient (anchovy): Green Caesar Salad,4.251,290,False,False,False,False,False,False,False,no,False,False,False,6,https://spoonacular.com/the-secret-ingredient-anchovy-green-caesar-salad-98,https://spoonacular.com/recipeImages/98-556x370.jpg,3,81.0,38.0,10.63,71.75,17.62,salad,"anchovy filets,baby spinach,baguette,dijon mustard,egg yolk,extra virgin olive oil,garlic,lemon juice,pepper,romaine,romano cheese,worcestershire sauce",American,864.85,69.75,14.38,38.54,2.31,235.7,929.27,23.26,6.56,45.07,411.09,5.05,0.52,427.99,0.46,253.08,509.83,0.27,2.37,0.74,75.38,0.78,1.19,0.27,9.34,3.58,5641.53,1.1,208.0,22.05,0.0,0.0
100,Pan-Seared Skirt Steak with Anchovies and Lime,4.4127,214,False,False,True,True,False,False,False,no,False,False,True,30,https://spoonacular.com/pan-seared-skirt-steak-with-anchovies-and-lime-100,https://spoonacular.com/recipeImages/100-556x370.jpg,0,62.0,24.0,36.79,62.25,0.96,"lunch,main course,main dish,dinner","canned anchovy fillets,garlic clove,kosher salt,lime juice,olive oil,scallions,steaks,water",,418.48,28.95,11.5,1.0,0.21,115.81,804.18,38.49,11.19,51.3,284.55,3.71,0.46,51.62,0.17,11.18,557.0,0.19,9.11,0.04,47.35,2.95,0.14,0.72,1.02,0.0,92.95,0.41,18.83,2.49,0.0,0.0
101,Roasted Tomato Spaghetti,1.3473,382,False,False,False,True,False,True,False,no,False,False,False,15,https://spoonacular.com/roasted-tomato-spaghetti-101,https://spoonacular.com/recipeImages/101-556x370.jpg,0,91.0,68.0,12.39,21.07,66.54,"lunch,main course,main dish,dinner","anchovy,canned tomatoes,fresh parsley,garlic cloves,kalamata olives,olive oil,oregano,red onion,red pepper flakes,spaghetti",,620.49,14.76,2.15,104.9,13.6,1.8,454.59,19.54,4.95,74.76,302.34,4.75,0.2,127.85,0.28,58.8,943.33,0.74,2.34,1.54,109.73,0.0,1.14,0.56,4.77,8.88,724.55,0.0,53.5,24.83,0.0,0.0
102,Crispy Potato Salad With Chimichurri Sauce,2.8884,625,False,False,True,True,False,True,False,no,False,False,True,6,https://spoonacular.com/crispy-potato-salad-with-chimichurri-sauce-102,https://spoonacular.com/recipeImages/102-556x370.jpg,9,97.0,100.0,11.21,45.9,42.89,salad,"anchovy,celery leaves,celery stalk,crushed red pepper,fresh basil,garlic cloves,lemon juice,olive oil,parsley,potatoes,salt,tomatillo","South American,Latin American",542.14,28.72,4.12,60.4,2.96,8.4,338.68,15.79,7.39,7.34,238.67,16.45,0.29,239.72,0.16,150.95,2274.4,1.96,2.25,2.89,135.84,0.09,1.77,1.19,4.55,13.44,2819.86,0.0,451.0,91.65,0.0,0.0
103,"Balsamic, Caper, And Anchovy Marinade",0.1527,11,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/balsamic-caper-and-anchovy-marinade-103,https://spoonacular.com/recipeImages/103-556x370.jpg,0,13.0,1.0,2.02,87.36,10.62,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","anchovies,balsamic vinegar,black peppercorns,capers,coarse salt,fresh flat-leaf parsley,lemon juice,lemon zest,olive oil,red onion",,30.49,3.04,0.42,0.83,0.38,0.2,108.05,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.45,0.0,54.64,0.0,12.45,2.32,0.0,0.0
104,"Broccolini With Anchovies, Currants &toasted Breadcrumbs",6.6793,375,False,False,False,True,False,False,False,no,False,False,False,20,https://spoonacular.com/broccolini-with-anchovies-currants-toasted-breadcrumbs-104,https://spoonacular.com/recipeImages/104-556x370.jpg,0,68.0,31.0,13.69,27.82,58.49,"lunch,main course,main dish,dinner","broccolini,breadcrumbs,currants,extra virgin olive oil,garlic,juice of lemon,kosher salt,oil-packed anchovies,red pepper flakes",,522.5,16.82,2.55,79.57,44.25,10.2,916.13,18.62,5.12,16.05,150.53,5.99,0.24,313.37,0.37,37.56,630.71,0.38,1.11,0.59,43.98,0.2,0.32,0.28,2.6,8.1,4619.21,0.2,13.78,240.83,0.0,0.0
105,Radish And Escarole Salad With Anchovy Vinaigrette,0.5861,95,False,False,True,True,False,False,False,no,True,False,True,8,https://spoonacular.com/radish-and-escarole-salad-with-anchovy-vinaigrette-105,https://spoonacular.com/recipeImages/105-556x370.jpg,6,87.0,27.0,3.21,91.48,5.31,side dish,"anchovies,escarole,olive oil,radishes,red wine vinegar,salt and pepper",,171.25,17.77,2.49,2.32,0.37,1.8,214.96,1.4,0.68,1.28,23.92,0.73,0.05,37.42,0.05,83.27,219.63,0.07,0.53,0.25,11.15,0.0,0.55,0.02,2.78,1.94,1221.31,0.0,140.64,5.53,0.0,0.0
106,Bagna Cauda (piedmontese Warm Garlic-anchovy Dip),1.2573,129,False,False,True,True,False,False,False,no,False,False,True,18,https://spoonacular.com/bagna-cauda-piedmontese-warm-garlic-anchovy-dip-106,https://spoonacular.com/recipeImages/106-556x370.jpg,38,97.0,46.0,11.39,46.56,42.05,"condiment,dip,spread","anchovy,bell pepper,blanched almonds,olive oil,salt,whole garlic",,86.05,4.58,0.61,9.31,3.32,2.0,202.88,2.52,1.33,3.31,51.4,0.72,0.09,37.97,0.07,35.48,232.77,0.07,0.44,0.34,16.49,0.0,0.34,0.4,1.96,1.96,2335.59,0.0,6.06,99.5,0.0,0.0
107,The Perfect Caesar Salad,5.4039,924,False,False,False,False,False,True,False,no,False,False,False,15,https://spoonacular.com/the-perfect-caesar-salad-107,https://spoonacular.com/recipeImages/107-556x370.jpg,1,91.0,89.0,17.16,33.06,49.78,salad,"anchovies,cloves garlic,coarse salt,coarse salt,crusty bread,dijon mustard,egg yolks,fresh flat-leaf parsley,garlic,lemon juice,olive oil,parmesan cheese,romaine lettuce",American,1045.33,39.41,10.78,133.55,13.2,209.65,2007.21,46.03,12.41,76.84,712.08,14.45,1.19,696.24,1.37,1169.71,1923.01,0.63,4.71,2.11,165.37,0.74,2.3,0.82,4.79,18.2,55174.72,1.07,687.45,35.24,0.0,0.0
109,Bittermelon With Pork And Blackbean Sauce,3.1020999999999996,381,False,False,False,True,False,False,False,no,False,False,False,45,https://spoonacular.com/bittermelon-with-pork-and-blackbean-sauce-109,https://spoonacular.com/recipeImages/109-556x370.jpg,7,78.0,27.0,24.28,63.09,12.63,"lunch,main course,main dish,dinner","anchovies,bitter melon,black bean sauce,garlic,ground pork,mirin,miso,sugar",,709.25,49.49,17.93,22.29,11.97,163.89,1576.47,42.84,10.43,57.21,441.59,3.24,0.59,59.78,1.71,79.62,954.73,0.17,5.94,0.21,62.94,1.6,1.76,0.96,0.0,4.68,459.9,0.0,1.81,80.64,1.7,0.0
110,Roasted Cauliflower With Lemon And Anchovies,1.4382,225,False,False,False,True,False,False,False,no,False,False,False,60,https://spoonacular.com/roasted-cauliflower-with-lemon-and-anchovies-110,https://spoonacular.com/recipeImages/110-556x370.jpg,1,77.0,36.0,7.02,72.58,20.4,side dish,"anchovy,cauliflower,garlic,lemon zest,olive oil,salt and pepper,seasoned breadcrumbs,water",,342.52,28.52,4.11,18.03,3.65,3.75,252.17,6.21,2.51,6.98,102.63,1.72,0.17,72.67,0.22,100.47,494.93,0.12,0.73,0.4,31.72,0.09,1.1,0.32,4.07,3.72,0.0,0.0,45.47,71.13,0.0,0.0
111,Little Gem Lettuce With House Caesar Dressing,4.3256,1056,False,False,False,False,False,True,False,no,False,False,False,45,https://spoonacular.com/little-gem-lettuce-with-house-caesar-dressing-111,https://spoonacular.com/recipeImages/111-556x370.jpg,12,97.0,100.0,8.49,65.13,26.38,"lunch,main course,main dish,dinner","baguette,bell pepper,champagne vinegar,dijon mustard,extra virgin olive oil,juice of lemon,olive oil,parmesan cheese,romaine lettuce,sea salt,whole garlic,worcestershire sauce",,810.28,61.37,9.66,55.94,14.22,5.67,693.98,17.99,5.25,17.63,380.88,10.28,0.78,423.13,0.86,1253.95,2329.69,0.51,2.76,1.64,144.34,0.1,1.67,0.91,10.32,20.4,75101.38,0.0,892.98,137.56,0.0,0.0
112,Challenging Misconceptions: Potato Pizza – A cooking blog - Kitchenist,1.3068,302,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/challenging-misconceptions-potato-pizza-a-cooking-blog-kitchenist-112,https://spoonacular.com/recipeImages/112-556x370.jpg,1,57.0,16.0,16.85,41.49,41.66,"lunch,main course,main dish,dinner","anchovy,basil,egg,mozzarella cheese,olive oil,oregano,plain flour,potato,potatoes,summer squash,tomatoes,unsalted butter","Mediterranean,Italian,Eastern European,European,Greek",371.77,17.36,8.3,39.22,2.89,81.44,234.27,15.87,3.95,19.07,239.06,6.04,0.34,225.52,0.27,90.2,828.64,0.65,1.92,1.07,55.1,0.85,0.82,0.43,1.38,4.99,1266.28,0.44,16.27,27.4,0.0,0.0
113,Broccoflower with Anchovies and Garlic,2.745,51,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/broccoflower-with-anchovies-and-garlic-113,https://spoonacular.com/recipeImages/113-556x370.jpg,0,67.0,28.0,9.98,75.23,14.79,side dish,"canned anchovies,fresh parsley,garlic cloves,golden raisins,olive oil,pine nuts,red pepper flakes",,240.99,20.88,2.65,9.24,5.72,13.39,582.79,6.23,3.66,11.2,103.61,1.62,0.1,50.07,0.05,8.33,226.33,0.21,1.01,0.83,36.97,0.14,0.2,0.1,3.32,0.83,214.49,0.27,47.87,3.72,0.0,0.0
114,Tarragon Chicken with Anchovy Cream,1.6936000000000002,131,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/tarragon-chicken-with-anchovy-cream-114,https://spoonacular.com/recipeImages/114-556x370.jpg,0,34.0,6.0,40.64,55.18,4.18,"lunch,main course,main dish,dinner","anchovy,chicken breasts,crème fraîche,lemon juice,lemon zest,olive oil,parmesan cheese,salt and pepper,tarragon,tarragon,chopsticks",,201.08,12.22,4.73,2.08,1.06,72.28,358.46,20.25,9.3,29.32,236.75,0.85,0.16,82.79,0.07,10.49,408.51,0.04,0.76,0.11,31.43,0.29,1.34,0.69,0.82,0.0,274.15,0.21,2.84,5.4,0.0,0.0
115,Slow-roasted Cauliflower With Pounded Anchovies,4.4195,733,False,False,False,True,False,True,False,no,False,False,False,135,https://spoonacular.com/slow-roasted-cauliflower-with-pounded-anchovies-115,https://spoonacular.com/recipeImages/115-556x370.jpg,0,84.0,69.0,9.94,61.43,28.63,"lunch,main course,main dish,dinner","anchovy,bread,cauliflower,extra virgin olive oil,garlic,parsley,bell pepper,sea salt",,626.69,45.22,6.52,47.41,15.85,4.8,526.01,16.47,6.48,14.62,332.48,4.47,0.51,189.26,0.47,392.34,1982.56,0.31,2.26,1.33,113.44,0.0,4.37,1.33,7.79,14.38,2657.33,0.0,181.77,377.63,0.0,0.0
116,Roasted Radishes With Anchovies,2.9945,130,False,False,True,True,False,False,False,no,False,False,True,30,https://spoonacular.com/roasted-radishes-with-anchovies-116,https://spoonacular.com/recipeImages/116-556x370.jpg,0,44.0,11.0,6.37,90.8,2.83,side dish,"anchovies,capers,garlic,olive oil,radishes,salt and pepper",,566.09,58.14,8.3,4.09,0.31,24.0,523.64,9.17,5.81,16.13,86.69,2.08,0.14,84.53,0.04,9.83,215.37,0.18,0.87,0.2,25.13,0.25,0.33,0.18,8.42,0.87,0.0,0.0,38.24,4.73,0.0,0.0
117,More of the same: Tricolore Eggplant Bruschetta – A cooking blog - Kitchenist,3.5673000000000004,441,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/more-of-the-same-tricolore-eggplant-bruschetta-a-cooking-blog-kitchenist-117,https://spoonacular.com/recipeImages/117-556x370.jpg,20,59.0,11.0,22.26,61.67,16.07,"lunch,main course,main dish,dinner","anchovy,basil leaves,capers,cherry tomatoes,eggplant,eggplant,mozzarella balls,olive oil,sea-salt,table salt,adapted from plenty by yotam ottolenghi,when you're the bruschette","Mediterranean,Italian,Eastern European,European,Greek",396.12,29.1,8.69,17.06,10.25,41.52,1479.98,23.63,2.26,1.87,84.26,1.32,0.11,439.54,0.12,64.1,729.24,0.27,0.55,0.66,42.96,0.0,0.78,0.27,1.86,7.58,629.18,0.0,25.83,25.02,0.0,0.0
118,"Spaghettini with Tomatoes, Anchovies and Almonds",1.6356,238,False,False,False,False,False,False,False,no,False,False,False,40,https://spoonacular.com/spaghettini-with-tomatoes-anchovies-and-almonds-118,https://spoonacular.com/recipeImages/118-556x370.jpg,0,71.0,32.0,11.71,43.46,44.83,"lunch,main course,main dish,dinner","almonds,basil leaves,beefsteak tomatoes,capers,crushed red pepper,garlic clove,oil-packed anchovies,olive oil,pecorino cheese,salt and pepper,scallions,spaghettini",,567.89,27.74,4.65,64.37,5.64,10.37,452.71,16.81,2.82,50.78,299.27,2.14,0.23,158.96,0.14,41.29,557.0,0.43,1.93,1.13,91.75,0.11,0.55,0.24,6.55,5.46,1081.41,0.0,33.41,16.74,0.0,0.0
119,Gemelli with Broccoli Rabe and Anchovies,1.4688999999999999,192,False,False,False,True,False,True,False,no,False,False,False,30,https://spoonacular.com/gemelli-with-broccoli-rabe-and-anchovies-119,https://spoonacular.com/recipeImages/119-556x370.jpg,0,89.0,86.0,12.21,35.87,51.92,"lunch,main course,main dish,dinner","anchovy fillets,broccoli rabe,garlic cloves,gemelli,olive oil,panko,red pepper flakes","Mediterranean,Italian,Eastern European,European,Greek",513.04,20.54,2.98,66.88,2.97,5.67,116.11,15.73,4.24,54.96,236.1,3.57,0.21,135.87,0.3,88.04,388.01,0.31,2.0,1.14,65.87,0.09,0.7,0.3,4.02,5.03,2036.61,0.0,181.15,16.21,0.0,0.0
120,"Tuscan Kale With Lemon, Parmesan & White Anchovies",8.8563,1353,False,False,False,False,False,True,False,no,False,False,False,5,https://spoonacular.com/tuscan-kale-with-lemon-parmesan-white-anchovies-120,https://spoonacular.com/recipeImages/120-556x370.jpg,2,84.0,54.0,6.45,59.35,34.2,,"anchovy,garlic,juice of lemon,kale,kosher salt,lemon,lemon zest,olive oil,parmesan cheese,red pepper flakes,rustic bread",,6996.15,463.07,229.6,600.33,350.89,45.8,5263.38,113.23,58.42,24.23,737.03,26.86,1.31,464.52,1.7,743.39,2999.69,0.98,4.17,0.48,253.52,0.6,0.54,0.31,8.32,40.16,6064.87,0.0,435.3,83.53,0.0,0.0
121,Turkey Cutlets in Anchovy-Butter Sauce,3.1256,272,False,False,False,False,False,False,False,no,False,False,False,25,https://spoonacular.com/turkey-cutlets-in-anchovy-butter-sauce-121,https://spoonacular.com/recipeImages/121-556x370.jpg,0,17.0,2.0,44.42,45.04,10.54,sauce,"anchovy paste,chives,dry white wine,flour,olive oil,shallot,turkey cutlets,unsalted butter",,448.48,20.19,6.93,10.63,1.13,131.44,193.65,44.8,1.3,5.83,36.75,1.22,0.08,20.24,0.09,24.07,98.01,0.04,0.26,0.17,12.51,0.0,0.13,0.06,1.86,0.52,329.14,0.21,10.93,1.37,6.18,0.0
122,Grilled Pork Chops with Anchovies and Swiss Chard,3.9553,475,False,False,True,True,False,True,False,no,False,False,True,45,https://spoonacular.com/grilled-pork-chops-with-anchovies-and-swiss-chard-122,https://spoonacular.com/recipeImages/122-556x370.jpg,0,87.0,81.0,42.81,49.92,7.27,"lunch,main course,main dish,dinner","crushed red pepper,garlic cloves,kosher salt,oil-packed anchovies,olive oil,pork chops,swiss chard",,515.72,28.53,7.39,9.35,2.53,157.62,1032.29,55.05,20.38,82.02,637.76,5.65,0.65,152.05,1.61,32.72,1753.58,0.56,4.53,0.9,248.03,1.26,2.12,1.92,6.51,3.71,13907.53,1.02,1890.37,68.82,0.0,0.0
123,Tart Green Salad with Avocado Dressing,1.6456,97,False,False,True,False,False,False,False,no,False,False,True,15,https://spoonacular.com/tart-green-salad-with-avocado-dressing-123,https://spoonacular.com/recipeImages/123-556x370.jpg,7,57.0,12.0,14.48,53.78,31.74,salad,"anchovy,avocado,chives,coarse salt,garlic,lemon balm,lemon juice,low fat buttermilk,sorrel",,66.64,4.27,0.73,5.67,1.73,1.8,231.18,2.59,0.71,1.19,47.93,1.19,0.1,56.04,0.04,73.23,214.34,0.08,0.39,0.12,45.74,0.07,0.47,0.1,0.55,2.42,1036.21,0.0,8.51,20.77,0.0,0.0
124,Beets And Kale With Creamy Tofu Dressing,0.9706999999999999,157,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/beets-and-kale-with-creamy-tofu-dressing-124,https://spoonacular.com/recipeImages/124-556x370.jpg,14,93.0,47.0,17.76,15.15,67.09,side dish,"anchovies,beets,coarse salt,garlic,kale,lemon juice,olive oil,parmesan,silken tofu",,74.9,1.37,0.26,13.68,8.19,1.54,298.53,3.62,0.85,1.89,74.21,1.3,0.08,53.9,0.07,131.24,483.66,0.33,0.6,0.48,37.92,0.0,0.23,0.14,0.15,3.25,1459.35,0.0,100.45,28.61,0.0,0.0
125,Farro & Tomato Salad With Basil & Anchovies,1.2158,338,False,False,False,True,False,False,False,no,False,False,False,20,https://spoonacular.com/farro-tomato-salad-with-basil-anchovies-125,https://spoonacular.com/recipeImages/125-556x370.jpg,0,66.0,26.0,5.96,50.91,43.13,salad,"cherry tomatoes,cucumber,farro,fresh basil leaves,olive oil,pepper,salt,salt packed anchovy,sherry vinegar,water",,374.91,21.71,3.04,41.38,1.88,0.0,94.35,5.72,2.52,19.09,130.0,1.75,0.08,32.03,0.12,22.26,280.42,0.3,1.21,0.77,50.27,0.0,0.29,0.18,3.25,8.41,249.34,0.0,20.11,9.85,0.0,0.0
