model,year,price,transmission,mileage,fuelType,mpg,engineSize
C-HR,2019,23991,Automatic,4000.0,Hybrid,74.3,1.8
Yaris,2017,10400,Manual,8028.0,Petrol,58.9,1.5
Aygo,2016,7695,Semi-Auto,41515.0,Petrol,67.0,1.0
Aygo,2017,8190,Automatic,12681.0,Other,67.0,1.0
Yaris,2018,10000,Manual,13626.0,Petrol,47.1,1.5
Yaris,2017,10990,Automatic,9416.0,Petrol,58.0,1.3
Verso,2017,13998,Semi-Auto,13017.0,Petrol,42.8,1.8
Aygo,2018,8998,Manual,12977.0,Petrol,56.5,1.0
Auris,2016,9450,Manual,36283.0,Petrol,52.3,1.2
RAV4,2016,18490,Automatic,40049.0,Hybrid,57.6,2.5
Aygo,2019,9995,Manual,6414.0,Petrol,56.5,1.0
Yaris,2016,9995,Manual,17660.0,Petrol,55.0,1.3
RAV4,2019,33595,Automatic,8000.0,Hybrid,49.6,2.5
Yaris,2019,13999,Manual,20.0,Petrol,47.9,1.5
RAV4,2017,19990,Automatic,39392.0,Hybrid,57.6,2.5
Prius,2017,17800,Automatic,33710.0,Hybrid,94.1,1.8
C-HR,2017,16060,Manual,17841.0,Petrol,47.1,1.2
C-HR,2017,20700,Automatic,26940.0,Hybrid,74.3,1.8
Hilux,2018,21998,Automatic,12276.0,Diesel,36.2,2.4
Yaris,2014,10499,Automatic,,Hybrid,80.7,1.5
Corolla,2007,2795,Manual,71248.0,Petrol,36.7,1.8
RAV4,2019,32993,Automatic,,Hybrid,49.6,2.5
Avensis,2015,10399,Manual,11653.0,Diesel,62.8,2.0
Yaris,2016,10995,Automatic,14500.0,Hybrid,78.0,
Corolla,2019,22595,Automatic,10500.0,Hybrid,72.4,2.0
C-HR,2019,26932,Automatic,9925.0,Hybrid,74.3,1.8
Auris,2013,7995,Manual,34110.0,Petrol,46.3,1.6
Aygo,2016,7499,Manual,18695.0,Petrol,69.0,1.0
,2019,9450,Manual,1749.0,Petrol,57.7,1.0
RAV4,2017,18500,Automatic,31620.0,Hybrid,57.6,2.5
,2018,22750,Automatic,17000.0,Hybrid,74.3,1.8
Aygo,2017,7850,Manual,32750.0,Petrol,68.9,1.0
Yaris,2018,9999,Manual,9012.0,Petrol,56.5,1.5
Aygo,2017,8695,Manual,14829.0,Petrol,68.9,1.0
Aygo,2017,7258,Manual,31245.0,Petrol,68.9,1.0
RAV4,2019,36990,Automatic,7000.0,Hybrid,49.6,2.5
Yaris,2016,11995,Automatic,15504.0,Hybrid,86.0,1.5
C-HR,2017,18998,Automatic,16451.0,Petrol,44.8,1.2
Yaris,2014,5690,Manual,61000.0,Petrol,52.3,1.3
Auris,2018,15450,Automatic,8690.0,Hybrid,68.8,1.8
RAV4,2016,23691,Automatic,13281.0,Hybrid,55.4,2.5
Auris,2017,16988,Automatic,,Hybrid,78.5,1.8
Auris,2014,8995,Automatic,76000.0,Hybrid,72.4,1.8
Auris,2017,13890,Automatic,15000.0,Hybrid,78.5,1.8
C-HR,2017,18998,Automatic,24773.0,Hybrid,74.3,1.8
Aygo,2019,8490,Manual,8490.0,Petrol,56.5,1.0
Aygo,2017,7998,Manual,10385.0,Petrol,68.9,1.0
Aygo,2018,7995,Manual,6500.0,Petrol,56.5,1.0
Yaris,2014,8498,Automatic,57677.0,Hybrid,80.7,1.5
Yaris,2017,9657,Manual,25683.0,Petrol,55.0,1.3
Yaris,2019,11490,Manual,8793.0,Petrol,47.9,1.5
Yaris,2018,13444,Automatic,14188.0,Hybrid,76.3,1.5
Aygo,2018,7098,Manual,18100.0,Petrol,69.0,1.0
Aygo,2017,7250,Manual,19000.0,Petrol,68.9,1.0
Yaris,2014,4995,Manual,53854.0,Petrol,52.3,1.3
Aygo,2017,8250,Manual,11459.0,Petrol,68.9,1.0
Aygo,2017,7698,Manual,13760.0,Petrol,68.9,1.0
RAV4,2018,19698,Automatic,21893.0,Petrol,43.5,2.0
Yaris,2018,8985,Manual,42658.0,Petrol,58.9,1.5
Prius,2014,11750,Automatic,47666.0,Hybrid,70.6,1.8
Aygo,2019,8795,Manual,7377.0,Petrol,56.5,1.0
Yaris,2016,8995,Manual,14704.0,Petrol,58.0,1.3
RAV4,2016,17250,Automatic,60602.0,Hybrid,55.4,2.5
Aygo,2017,8495,Semi-Auto,12984.0,Petrol,67.0,1.0
,2017,13499,Automatic,10922.0,Hybrid,78.0,1.5
Aygo,2018,7291,Manual,21232.0,Petrol,68.9,1.0
Aygo,2017,7395,Manual,27000.0,Petrol,68.9,1.0
Aygo,2014,7140,Semi-Auto,44103.0,Petrol,67.0,1.0
,2013,8975,Automatic,35289.0,Hybrid,80.7,1.5
Avensis,2017,11199,Manual,51681.0,Diesel,61.4,2.0
Corolla,2019,22700,Automatic,6289.0,Hybrid,78.5,1.8
Yaris,2015,12000,Automatic,7929.0,Hybrid,78.0,1.5
Aygo,2014,5590,Manual,37430.0,Petrol,69.0,1.0
Yaris,2017,9995,Manual,11880.0,Petrol,58.9,1.5
Auris,2016,9985,Manual,27600.0,Petrol,58.9,1.2
Auris,2014,10675,Automatic,28130.0,Hybrid,76.4,1.8
Avensis,2011,5695,Manual,75000.0,Petrol,42.2,1.8
Avensis,2015,8495,Manual,51500.0,Diesel,61.4,2.0
Aygo,2018,9400,Manual,7734.0,Petrol,56.5,1.0
Corolla,2019,17995,Manual,3792.0,Petrol,39.2,1.2
RAV4,2016,12498,Manual,49814.0,Diesel,60.1,2.0
Aygo,2017,7395,Manual,27577.0,Petrol,69.0,1.0
Auris,2017,11990,Manual,4653.0,Petrol,58.9,
Yaris,2014,5499,Manual,66575.0,Petrol,52.3,1.3
Aygo,2017,7980,Semi-Auto,15439.0,Petrol,67.0,1.0
RAV4,2017,21995,Automatic,22329.0,Hybrid,57.6,2.5
Aygo,2017,8495,Semi-Auto,3906.0,Petrol,67.0,1.0
Verso,2017,14471,Semi-Auto,41345.0,Petrol,43.5,1.8
Yaris,2016,11495,Automatic,9500.0,Hybrid,86.0,1.5
,2019,9499,Automatic,8185.0,Petrol,56.5,1.0
Yaris,2019,12495,Manual,4344.0,Petrol,47.9,1.5
Aygo,2014,5600,Manual,31294.0,Petrol,69.0,1.0
RAV4,2016,21500,Automatic,15297.0,Hybrid,57.6,2.5
,2013,9550,Automatic,28230.0,Hybrid,80.7,1.5
,2019,17990,Automatic,3471.0,Hybrid,76.3,1.5
Yaris,2017,12699,Automatic,19088.0,Hybrid,76.3,1.5
RAV4,2017,18562,Manual,11556.0,Diesel,60.1,2.0
Yaris,2015,11995,Automatic,12600.0,Hybrid,86.0,1.5
Corolla,2019,23500,Automatic,6033.0,Hybrid,78.5,1.8
Yaris,2017,13369,Automatic,12798.0,Hybrid,78.0,1.5
Auris,2017,14395,Automatic,19369.0,Hybrid,78.5,1.8
Yaris,2018,12690,Automatic,8965.0,Petrol,60.1,1.5
Auris,2014,7210,Manual,34446.0,Petrol,47.9,1.6
Yaris,2018,8800,Manual,37729.0,Petrol,58.9,1.5
Aygo,2018,7675,Manual,10316.0,Petrol,69.0,1.0
Aygo,2018,8195,Manual,23741.0,Petrol,56.5,1.0
Verso,2013,8995,Manual,30000.0,Diesel,57.6,2.0
Aygo,2017,8495,Manual,14751.0,Petrol,68.9,1.0
Auris,2015,10698,Automatic,58680.0,Hybrid,74.3,1.8
C-HR,2018,17990,Automatic,14000.0,Petrol,47.9,1.2
Corolla,2019,16491,Manual,15.0,Petrol,39.2,1.2
Aygo,2016,6100,Manual,20027.0,Petrol,69.0,1.0
Yaris,2017,10491,Manual,11231.0,Petrol,55.0,1.3
C-HR,2017,15998,Manual,29760.0,Petrol,47.1,1.2
C-HR,2017,19245,Automatic,44973.0,Hybrid,74.3,
Verso,2017,12995,Manual,23850.0,Diesel,62.8,1.6
Yaris,2016,8995,Manual,,Petrol,58.0,1.3
RAV4,2017,21322,Automatic,19849.0,Hybrid,57.6,2.5
Verso,2011,5995,Manual,54000.0,Diesel,53.3,2.0
Aygo,2013,3180,Manual,85281.0,Petrol,65.7,1.0
Yaris,2014,9995,Automatic,27621.0,Hybrid,76.3,1.5
Yaris,2017,11990,Automatic,14604.0,Hybrid,86.0,1.5
Aygo,2017,7488,Manual,13348.0,Petrol,68.9,1.0
Yaris,2018,13422,Automatic,,Hybrid,76.3,1.5
Aygo,2016,6440,Manual,26480.0,Petrol,69.0,1.0
Yaris,2017,9325,Manual,29600.0,Petrol,58.9,1.5
Yaris,2017,9990,Manual,33199.0,Petrol,55.0,1.3
C-HR,2017,17999,Automatic,42192.0,Hybrid,74.3,1.8
Urban Cruiser,2011,4985,Manual,36154.0,Petrol,50.4,1.3
Aygo,2017,6150,Manual,46993.0,Petrol,69.0,1.0
Yaris,2017,9690,Manual,6000.0,Petrol,58.9,1.5
Aygo,2018,9740,Manual,7359.0,Petrol,56.5,1.0
Aygo,2018,8485,Manual,,Petrol,68.9,1.0
Yaris,2019,10495,Manual,9045.0,Petrol,49.6,1.0
Yaris,2017,9990,Manual,16572.0,Petrol,58.9,1.5
Aygo,2018,9870,Semi-Auto,4110.0,Petrol,67.3,1.0
Aygo,2018,8141,Manual,10757.0,Petrol,68.9,1.0
Prius,2017,18999,Automatic,19870.0,Hybrid,94.1,1.8
Aygo,2016,9895,Semi-Auto,10732.0,Petrol,67.0,1.0
RAV4,2017,21323,Automatic,19986.0,Hybrid,57.6,2.5
Aygo,2015,5199,Manual,29867.0,Petrol,69.0,1.0
Aygo,2017,7795,Manual,,Petrol,68.9,
C-HR,2018,16995,Manual,15046.0,Petrol,47.1,1.2
Auris,2016,12998,Automatic,30302.0,Hybrid,78.5,1.8
C-HR,2019,23895,Automatic,6792.0,Hybrid,74.3,1.8
Yaris,2018,12495,Automatic,10137.0,Petrol,60.1,1.5
Aygo,2019,9990,Manual,7640.0,Petrol,56.5,1.0
Auris,2016,15700,Automatic,16593.0,Hybrid,70.6,1.8
C-HR,2019,26401,Automatic,3521.0,Hybrid,74.3,1.8
Verso,2017,12690,Semi-Auto,24389.0,Petrol,42.8,1.8
Aygo,2014,6399,Manual,17558.0,Petrol,69.0,1.0
Yaris,2016,9499,Manual,19176.0,Petrol,55.0,1.3
Yaris,2018,10788,Manual,18965.0,Petrol,56.5,1.5
Yaris,2019,13039,Manual,11102.0,Petrol,47.9,1.5
C-HR,2019,22450,Automatic,12567.0,Hybrid,74.3,1.8
Auris,2017,15891,Automatic,24967.0,Hybrid,70.6,1.8
Aygo,2018,8298,Manual,13666.0,Petrol,68.9,1.0
Avensis,2011,2995,Automatic,127000.0,Diesel,42.8,2.2
Aygo,2017,7317,Manual,26640.0,Petrol,68.9,1.0
Yaris,2016,14295,Automatic,13432.0,Hybrid,78.0,1.5
Yaris,2016,11991,Automatic,40100.0,Hybrid,86.0,1.5
Yaris,2018,13895,Automatic,10571.0,Petrol,60.1,1.5
Yaris,2018,10488,Manual,8000.0,Petrol,47.1,1.5
Yaris,2017,8998,Manual,16823.0,Petrol,58.9,1.5
RAV4,2015,11500,Manual,64928.0,Diesel,53.0,2.0
,2017,20495,Automatic,19000.0,Hybrid,85.6,1.8
Aygo,2016,7950,Manual,21054.0,Petrol,69.0,1.0
,2015,6220,Manual,40906.0,Petrol,69.0,1.0
Yaris,2017,10492,Manual,,Petrol,55.0,1.3
Aygo,2019,9995,Manual,1998.0,Petrol,57.7,1.0
RAV4,2017,14995,Manual,20125.0,Diesel,60.1,2.0
Yaris,2017,11995,Automatic,11482.0,Petrol,60.1,1.5
Aygo,2018,7300,Manual,14521.0,Petrol,69.0,1.0
Yaris,2014,6595,Manual,22000.0,Petrol,66.0,1.0
Yaris,2012,4000,Manual,78500.0,Petrol,51.4,1.3
C-HR,2018,17498,Automatic,28414.0,Hybrid,74.3,1.8
Auris,2016,14999,Automatic,13821.0,Hybrid,78.5,1.8
RAV4,2014,12998,Automatic,41389.0,Diesel,42.2,2.2
Aygo,2019,9495,Manual,4235.0,Petrol,57.7,1.0
Aygo,2018,7925,Manual,9995.0,Petrol,68.9,1.0
Aygo,2019,9999,Manual,1500.0,Petrol,56.5,1.0
Yaris,2013,8880,Automatic,33618.0,Hybrid,80.7,1.5
Aygo,2018,9991,Semi-Auto,5409.0,Petrol,67.3,1.0
Aygo,2015,6400,Manual,32765.0,Petrol,69.0,1.0
Aygo,2018,8950,Manual,13079.0,Petrol,56.5,1.0
Aygo,2018,8890,Manual,6275.0,Petrol,56.5,1.0
Prius,2019,24060,Automatic,7677.0,Hybrid,62.8,1.8
Prius,2020,26000,Automatic,2250.0,Hybrid,64.2,1.8
Aygo,2018,8788,Manual,12453.0,Petrol,68.9,1.0
Yaris,2016,6997,Manual,21403.0,Petrol,58.0,1.3
Aygo,2017,7481,Manual,20053.0,Petrol,68.9,1.0
Auris,2014,12495,Automatic,54533.0,Hybrid,70.6,
Aygo,2017,9000,Manual,4467.0,Petrol,68.9,1.0
Yaris,2019,11440,Manual,7244.0,Petrol,47.9,1.5
GT86,2020,26995,Semi-Auto,1500.0,Petrol,32.8,2.0
Yaris,2017,9250,Manual,9100.0,Petrol,58.0,1.3
Aygo,2016,7395,Manual,14000.0,Petrol,69.0,1.0
Yaris,2016,8250,Manual,4000.0,Petrol,58.0,1.3
Hilux,2017,19350,Automatic,20758.0,Diesel,36.2,2.4
Prius,2019,24995,Automatic,6201.0,Hybrid,64.2,1.8
GT86,2017,18998,Manual,14736.0,Petrol,36.2,2.0
Auris,2016,17395,Automatic,18858.0,Hybrid,70.6,1.8
Auris,2012,5458,Manual,65073.0,Petrol,42.8,1.6
Aygo,2019,8950,Manual,4321.0,Petrol,56.5,1.0
Yaris,2017,9498,Manual,25130.0,Petrol,58.9,1.5
Yaris,2018,12395,Manual,11988.0,Petrol,56.5,1.5
Aygo,2016,7499,Semi-Auto,51830.0,Petrol,67.3,1.0
Yaris,2017,12500,Automatic,27022.0,Hybrid,86.0,1.5
Auris,2017,10761,Manual,21951.0,Petrol,58.9,1.2
Auris,2014,13995,Automatic,32286.0,Hybrid,70.6,1.8
Yaris,2020,13990,Manual,2114.0,Petrol,47.9,1.5
Corolla,2019,23445,Automatic,5558.0,Hybrid,78.5,1.8
Yaris,2006,2795,Manual,86000.0,Petrol,47.1,1.3
Aygo,2018,9495,Semi-Auto,24007.0,Petrol,67.3,1.0
Aygo,2017,7450,Manual,,Petrol,69.0,1.0
Auris,2017,15990,Automatic,8565.0,Hybrid,72.4,1.8
Aygo,2019,8998,Manual,1620.0,Petrol,56.5,1.0
Auris,2016,11998,Automatic,33126.0,Hybrid,78.5,1.8
,2017,9995,Manual,3800.0,Petrol,66.0,1.0
Auris,2017,16995,Automatic,21875.0,Hybrid,70.6,1.8
Yaris,2016,12998,Automatic,10398.0,Hybrid,78.0,1.5
Yaris,2017,9995,Manual,14000.0,Petrol,58.0,1.3
C-HR,2017,17998,Automatic,12287.0,Hybrid,74.3,1.8
Aygo,2013,3990,Manual,40003.0,Petrol,65.7,1.0
Auris,2014,12675,Automatic,20011.0,Hybrid,72.4,1.8
RAV4,2019,28795,Automatic,8639.0,Hybrid,51.1,2.5
Aygo,2014,4500,Manual,44000.0,Petrol,65.7,1.0
Aygo,2017,7299,Manual,48238.0,Petrol,68.9,1.0
Verso,2017,13998,Semi-Auto,13655.0,Petrol,42.8,1.8
Aygo,2019,9490,Manual,1915.0,Petrol,57.7,1.0
Aygo,2019,9450,Manual,759.0,Petrol,57.7,1.0
Aygo,2017,8495,Manual,19000.0,Petrol,68.9,1.0
Auris,2016,12495,Automatic,33487.0,Hybrid,78.5,1.8
Yaris,2018,11295,Manual,12000.0,Petrol,56.5,1.5
Prius,2016,17495,Automatic,53500.0,Hybrid,68.9,1.8
Aygo,2016,6550,Manual,31624.0,Petrol,69.0,1.0
Aygo,2010,3500,Manual,42300.0,Petrol,62.8,1.0
Land Cruiser,2019,40995,Semi-Auto,11404.0,Diesel,30.1,2.8
Yaris,2018,10290,Manual,35768.0,Petrol,47.1,1.5
,2017,8250,Manual,15000.0,Petrol,68.9,1.0
Avensis,2016,9590,Manual,47996.0,Diesel,67.3,1.6
Corolla,2019,22514,Automatic,8309.0,Hybrid,78.5,1.8
Yaris,2017,13995,Automatic,16508.0,Hybrid,78.0,1.5
Yaris,2018,10000,Manual,22750.0,Petrol,58.9,1.5
Yaris,2018,11995,Automatic,15432.0,Hybrid,76.3,1.5
Yaris,2017,8298,Manual,23317.0,Petrol,58.0,1.3
Aygo,2016,7495,Manual,17776.0,Petrol,69.0,
Aygo,2017,7300,Manual,38144.0,Petrol,68.9,1.0
,2016,11795,Automatic,34767.0,Hybrid,78.5,1.5
Aygo,2018,7711,Manual,14143.0,Petrol,56.5,1.0
Auris,2016,13495,Automatic,35417.0,Hybrid,72.4,1.8
Auris,2016,12891,Automatic,18601.0,Hybrid,72.4,1.8
Yaris,2011,5799,Automatic,50157.0,Petrol,54.3,1.3
Aygo,2016,8998,Automatic,4098.0,Other,67.0,1.0
Aygo,2019,9695,Manual,4231.0,Petrol,56.5,1.0
Aygo,2017,8402,Manual,11248.0,Petrol,68.9,1.0
Aygo,2019,11995,Manual,50.0,Petrol,57.7,1.0
Aygo,2018,7295,Manual,23754.0,Petrol,68.9,1.0
,2015,13749,Automatic,24321.0,Petrol,43.5,1.8
Aygo,2017,7150,Manual,5612.0,Petrol,69.0,1.0
Corolla,2004,1250,Manual,111000.0,Petrol,37.2,1.8
C-HR,2017,18995,Automatic,26955.0,Hybrid,74.3,1.8
Prius,2019,22750,Automatic,6133.0,Hybrid,64.2,1.8
Yaris,2019,15995,Manual,784.0,Petrol,47.9,1.5
Aygo,2017,8695,Automatic,9427.0,Other,67.0,1.0
C-HR,2017,19815,Automatic,34506.0,Hybrid,74.3,1.8
Aygo,2017,7695,Manual,10262.0,Petrol,69.0,1.0
Hilux,2018,22998,Manual,12335.0,Diesel,40.4,2.4
C-HR,2018,22990,Automatic,11911.0,Hybrid,74.3,1.8
Yaris,2017,13290,Automatic,14108.0,Hybrid,78.0,1.5
Aygo,2016,6395,Manual,20472.0,Petrol,69.0,1.0
Yaris,2019,12850,Automatic,4000.0,Petrol,47.9,1.5
Corolla,2019,23448,Automatic,3988.0,Hybrid,72.4,2.0
Auris,2015,12000,Automatic,25000.0,Hybrid,76.4,1.8
Aygo,2019,8510,Manual,5621.0,Petrol,57.7,1.0
Yaris,2017,9988,Manual,15054.0,Petrol,56.5,1.5
Camry,2019,25990,Automatic,10732.0,Hybrid,52.3,2.5
C-HR,2019,25500,Automatic,,Hybrid,74.3,1.8
C-HR,2017,20990,Automatic,21936.0,Hybrid,74.3,
Aygo,2017,7598,Manual,11737.0,Petrol,68.9,1.0
Corolla,2019,27795,Automatic,1000.0,Hybrid,72.4,2.0
Auris,2016,14995,Automatic,6113.0,Hybrid,78.5,1.8
Aygo,2017,6495,Manual,27372.0,Petrol,69.0,1.0
Aygo,2015,5725,Manual,22673.0,Petrol,69.0,1.0
Yaris,2013,9299,Automatic,35916.0,Hybrid,80.7,1.5
Yaris,2013,5499,Manual,53000.0,Petrol,51.4,1.3
Yaris,2017,9400,Manual,22214.0,Petrol,55.0,1.3
Yaris,2017,9495,Manual,9626.0,Petrol,58.9,1.5
Yaris,2017,12000,Automatic,17409.0,Hybrid,86.0,1.5
Prius,2013,11500,Automatic,33905.0,Hybrid,70.6,1.8
Aygo,2016,8450,Manual,12935.0,Petrol,69.0,1.0
Hilux,2016,11292,Manual,51840.0,Diesel,38.7,2.5
,2020,10295,Manual,50.0,Petrol,56.5,1.0
Aygo,2007,1991,Manual,119213.0,Petrol,61.4,1.0
Yaris,2017,9998,Manual,15208.0,Petrol,56.5,1.5
Yaris,2018,12000,Automatic,37481.0,Hybrid,76.3,1.5
Yaris,2016,10495,Automatic,45211.0,Hybrid,86.0,1.5
Aygo,2018,8595,Manual,9895.0,Petrol,68.9,1.0
,2014,11000,Manual,52561.0,Diesel,57.6,2.0
Yaris,2018,10698,Manual,7960.0,Petrol,58.9,1.5
Prius,2018,19998,Automatic,16634.0,Hybrid,94.1,1.8
Prius,2016,17000,Automatic,40794.0,Hybrid,85.6,1.8
Auris,2014,10995,Automatic,46988.0,Hybrid,72.4,1.8
Aygo,2015,6790,Manual,16999.0,Petrol,69.0,1.0
Aygo,2016,5999,Manual,23887.0,Petrol,69.0,1.0
C-HR,2017,19998,Automatic,23515.0,Hybrid,74.3,1.8
Aygo,2017,8990,Semi-Auto,15772.0,Petrol,67.3,1.0
Yaris,2017,8498,Manual,18901.0,Petrol,58.0,1.3
Yaris,2015,6350,Manual,23690.0,Petrol,66.0,1.0
Yaris,2015,8499,Manual,16696.0,Petrol,58.0,1.3
Corolla,2020,28815,Automatic,987.0,Hybrid,53.3,2.0
Yaris,2014,4850,Manual,61170.0,Petrol,58.9,1.0
Aygo,2017,7990,Manual,13649.0,Petrol,68.9,1.0
Hilux,2019,23990,Manual,9153.0,Diesel,40.4,2.4
Auris,2018,12995,Manual,19479.0,Petrol,52.3,1.2
Aygo,2012,3500,Manual,33231.0,Petrol,61.4,1.0
Aygo,2017,6995,Manual,10172.0,Petrol,69.0,1.0
Hilux,2019,20500,Manual,5190.0,Diesel,2.8,2.4
Yaris,2016,8000,Manual,21524.0,Petrol,58.0,1.3
Aygo,2016,6495,Manual,32603.0,Petrol,69.0,1.0
Yaris,2015,7298,Manual,32358.0,Petrol,55.0,1.3
Prius,2017,20095,Automatic,23583.0,Hybrid,94.1,1.8
Auris,2016,15995,Automatic,30190.0,Hybrid,70.6,1.8
Prius,2013,17995,Automatic,58852.0,Other,64.2,1.8
Aygo,2017,7792,Manual,11618.0,Petrol,68.9,1.0
Auris,2016,13495,Automatic,17098.0,Hybrid,72.4,1.8
Prius,2019,22990,Automatic,3982.0,Hybrid,61.4,1.8
,2017,11800,Manual,,Petrol,56.5,1.5
Yaris,2018,9740,Manual,19377.0,Petrol,58.9,1.5
Aygo,2019,9850,Manual,2382.0,Petrol,57.7,1.0
Prius,2009,5750,Automatic,40954.0,Hybrid,65.7,1.5
Yaris,2017,10995,Manual,26165.0,Petrol,58.9,1.5
Aygo,2017,7450,Manual,15000.0,Petrol,68.9,1.0
Yaris,2016,12500,Automatic,20216.0,Hybrid,78.0,1.5
Corolla,2008,4295,Manual,76300.0,Petrol,36.7,1.8
Yaris,2017,9995,Manual,,Petrol,58.0,1.3
Avensis,2016,12498,Manual,32189.0,Petrol,45.6,1.8
Aygo,2010,2795,Manual,70000.0,Petrol,62.8,1.0
Auris,2016,13722,Automatic,11964.0,Hybrid,78.5,1.8
Land Cruiser,2017,37790,Automatic,11356.0,Diesel,38.2,2.8
Yaris,2015,6390,Manual,33673.0,Petrol,58.0,1.3
Auris,2014,6995,Manual,31000.0,Petrol,46.3,
Yaris,2019,12239,Manual,4604.0,Petrol,47.9,1.5
Auris,2017,11795,Manual,17775.0,Petrol,52.3,1.2
Yaris,2018,11290,Manual,8138.0,Petrol,47.1,1.5
Yaris,2014,7191,Manual,25324.0,Petrol,51.4,1.3
Yaris,2017,12495,Automatic,16900.0,Hybrid,86.0,1.5
Yaris,2019,10990,Manual,12012.0,Petrol,47.9,1.5
Yaris,2018,11290,Manual,15699.0,Petrol,47.1,1.5
Yaris,2018,10766,Manual,15248.0,Petrol,56.5,1.5
RAV4,2016,17998,Automatic,58377.0,Hybrid,55.4,
C-HR,2017,19491,Automatic,55900.0,Hybrid,74.3,1.8
Prius,2020,25990,Automatic,1459.0,Hybrid,62.8,1.8
Yaris,2018,10998,Manual,12367.0,Petrol,56.5,
Yaris,2020,14769,Manual,25.0,Petrol,47.9,1.5
Yaris,2016,7490,Manual,46722.0,Petrol,66.0,1.0
Auris,2018,11395,Manual,39235.0,Petrol,52.3,1.2
Yaris,2017,11700,Automatic,13728.0,Petrol,55.0,1.3
Aygo,2019,9495,Manual,11828.0,Petrol,57.7,1.0
Yaris,2017,9440,Manual,20115.0,Petrol,58.9,1.5
Aygo,2017,8000,Manual,,Petrol,68.9,1.0
Aygo,2014,6250,Manual,35256.0,Petrol,69.0,1.0
C-HR,2018,22491,Automatic,7521.0,Hybrid,74.3,1.8
Yaris,2011,3490,Manual,71000.0,Petrol,54.3,1.3
Aygo,2017,8491,Manual,6628.0,Petrol,68.9,1.0
Hilux,2016,15498,Automatic,55883.0,Diesel,32.8,3.0
Aygo,2019,9495,Manual,1360.0,Petrol,56.5,1.0
Yaris,2017,9995,Manual,19694.0,Petrol,58.9,1.5
Yaris,2014,9450,Automatic,61042.0,Hybrid,80.7,1.5
Yaris,2018,11800,Manual,6174.0,Petrol,58.9,1.5
Yaris,2019,11990,Manual,7069.0,Petrol,47.9,1.5
Aygo,2017,5998,Manual,30031.0,Petrol,69.0,1.0
Aygo,2018,6995,Manual,35111.0,Petrol,68.9,1.0
Auris,2013,6995,Manual,25000.0,Diesel,72.4,1.4
C-HR,2019,17995,Manual,5905.0,Petrol,41.5,1.2
RAV4,2015,11795,Automatic,48125.0,Diesel,42.2,2.2
C-HR,2018,21995,Automatic,17929.0,Hybrid,74.3,1.8
Corolla,2019,18690,Manual,2907.0,Petrol,39.2,1.2
,2017,8998,Manual,,Petrol,58.0,1.3
Yaris,2015,11990,Automatic,36059.0,Hybrid,78.0,1.5
Yaris,2018,11695,Automatic,14655.0,Petrol,60.1,
Aygo,2015,6950,Manual,24481.0,Petrol,69.0,1.0
Aygo,2019,9245,Manual,6619.0,Petrol,57.7,1.0
RAV4,2017,20112,Automatic,62734.0,Hybrid,55.4,2.5
Aygo,2017,6072,Manual,23945.0,Petrol,69.0,1.0
Prius,2020,31995,Automatic,100.0,Hybrid,217.3,1.8
Verso,2017,13995,Automatic,26000.0,Petrol,43.5,1.8
Yaris,2009,3495,Manual,61151.0,Petrol,55.4,1.3
Yaris,2017,8498,Manual,27154.0,Petrol,58.0,1.3
Yaris,2017,11980,Automatic,15462.0,Petrol,60.1,1.5
Avensis,2017,13298,Manual,22758.0,Petrol,43.5,1.8
Aygo,2017,7998,Manual,5008.0,Petrol,68.9,1.0
Aygo,2017,5995,Manual,37500.0,Petrol,69.0,1.0
Yaris,2016,7998,Manual,20833.0,Petrol,58.0,1.3
C-HR,2017,20491,Automatic,9000.0,Hybrid,74.3,1.8
Yaris,2018,11495,Manual,11823.0,Petrol,58.9,1.5
Yaris,2018,13248,Automatic,15000.0,Hybrid,76.3,1.5
Aygo,2017,10250,Automatic,9050.0,Other,67.3,1.0
Aygo,2018,8675,Manual,15587.0,Petrol,68.9,1.0
RAV4,2017,17995,Manual,36000.0,Diesel,60.1,2.0
Aygo,2017,8995,Manual,11342.0,Petrol,68.9,1.0
RAV4,2014,12495,Manual,30726.0,Diesel,53.0,2.0
Aygo,2013,4997,Manual,19120.0,Petrol,65.7,1.0
C-HR,2019,21491,Manual,2075.0,Petrol,41.5,1.2
Yaris,2017,9995,Manual,25724.0,Petrol,55.0,1.3
Yaris,2014,8500,Automatic,72053.0,Hybrid,76.3,1.5
RAV4,2017,22795,Automatic,20216.0,Hybrid,55.4,2.5
Aygo,2013,4695,Manual,36475.0,Petrol,65.7,1.0
Avensis,2017,13764,Automatic,40130.0,Petrol,47.1,1.8
Yaris,2018,10395,Manual,11000.0,Petrol,58.9,1.5
Yaris,2018,9995,Manual,20020.0,Petrol,47.1,1.5
Auris,2015,12472,Automatic,18676.0,Hybrid,76.4,1.8
,2018,13490,Manual,21307.0,Petrol,51.4,1.2
Aygo,2019,10350,Manual,3000.0,Petrol,57.7,1.0
Prius,2015,15995,Automatic,51896.0,Hybrid,134.5,1.8
Aygo,2019,9995,Manual,2642.0,Petrol,57.7,1.0
PROACE VERSO,2019,23950,Manual,6570.0,Diesel,40.4,2.0
,2013,16995,Automatic,48597.0,Hybrid,68.9,1.8
Prius,2018,17995,Automatic,44512.0,Hybrid,94.1,1.8
