model,year,price,transmission,mileage,fuelType,mpg,engineSize
Polo,2020.0,18450,Manual,2000,Petrol,49.6,1.0
Golf,2020.0,33000,Semi-Auto,2500,Petrol,37.7,2.0
Tiguan,2019.0,29990,Automatic,7329,Diesel,39.2,2.0
Tiguan,2019.0,29495,Semi-Auto,12101,Diesel,39.2,2.0
CC,2015.0,9000,Manual,68345,Diesel,62.8,2.0
Golf,2019.0,15446,Manual,11143,Petrol,49.6,1.0
Polo,2013.0,8940,Automatic,63617,Petrol,61.4,1.4
Polo,2018.0,13990,Semi-Auto,8089,Petrol,61.4,1.0
Touran,2017.0,16500,Manual,33893,Diesel,61.4,1.6
Polo,,13780,Manual,6176,Petrol,52.3,1.0
Polo,2015.0,6500,Manual,55533,Petrol,60.1,1.0
Up,2019.0,9990,Manual,3000,Petrol,54.3,1.0
Golf,2019.0,19989,Automatic,4296,Diesel,52.3,2.0
Golf,2017.0,14490,Manual,29364,Diesel,60.1,2.0
Polo,2016.0,10182,Manual,22599,Petrol,60.1,1.2
Golf,2015.0,12495,Manual,17890,Petrol,53.3,1.4
Scirocco,2017.0,15990,Semi-Auto,29931,Petrol,44.1,2.0
Polo,2016.0,8698,Manual,31144,Petrol,68.9,1.0
Touareg,2017.0,24860,Semi-Auto,16363,Diesel,42.8,3.0
Polo,2019.0,13590,,8354,Diesel,57.7,1.6
Polo,2019.0,19790,Semi-Auto,25,Petrol,39.8,2.0
Polo,2016.0,9999,Manual,17756,Petrol,60.1,1.2
Polo,2016.0,9749,Manual,22811,Petrol,60.1,1.2
Golf,2019.0,28950,,9615,Petrol,32.8,2.0
Touareg,2019.0,47995,Semi-Auto,6987,,34.0,3.0
Polo,2017.0,10989,Manual,9200,,58.9,1.0
Polo,2019.0,12999,Manual,8804,Petrol,48.7,1.0
Polo,2019.0,16790,Manual,3165,Petrol,49.6,1.0
Passat,2017.0,16700,Manual,17741,Petrol,52.3,1.4
Touran,2019.0,24307,Automatic,6887,Petrol,38.7,1.5
Tiguan,2019.0,24790,Manual,5836,Diesel,47.9,2.0
Polo,2017.0,10000,Manual,38789,Petrol,60.1,1.2
Up,2016.0,7995,Manual,13746,Petrol,64.2,1.0
Touareg,2015.0,17995,Semi-Auto,57388,,42.8,3.0
Passat,2020.0,20998,Semi-Auto,15,Diesel,49.6,1.6
T-Roc,2019.0,24881,Automatic,1296,Diesel,49.6,2.0
Tiguan,2019.0,21995,Manual,50,Petrol,40.9,1.5
Golf,2017.0,13750,Manual,19398,Petrol,53.3,1.4
Golf,2016.0,10399,Manual,46113,Diesel,74.3,1.6
Polo,2016.0,10395,Manual,35254,Petrol,60.1,1.2
Tiguan,2018.0,18790,Manual,10400,Petrol,46.3,1.4
Golf,2016.0,14452,,13135,Petrol,53.3,1.4
Golf,2019.0,28995,Semi-Auto,2588,Petrol,32.8,2.0
Polo,2017.0,10650,Manual,18000,Petrol,60.1,1.2
Golf SV,2018.0,17498,Semi-Auto,1303,Petrol,55.4,1.5
Polo,2016.0,9542,Manual,15947,Petrol,58.9,1.0
Polo,2017.0,10191,Manual,30355,Petrol,60.1,1.0
Polo,2018.0,12491,Manual,12000,Petrol,64.2,1.0
Polo,2020.0,14990,Manual,50,Petrol,48.7,1.0
Amarok,2019.0,36999,Automatic,1250,Diesel,33.6,3.0
Golf,2018.0,15995,Manual,4588,Petrol,47.1,1.5
Caddy Maxi Life,2014.0,9498,Manual,56716,Diesel,48.7,1.6
Tiguan,2018.0,19740,Manual,9188,Petrol,46.3,1.4
Golf,2016.0,37995,Manual,1400,Petrol,40.9,2.0
T-Roc,2018.0,17771,Manual,18849,Petrol,55.4,1.0
Golf,2017.0,21950,Semi-Auto,20819,Hybrid,166.2,1.4
Up,2020.0,10580,,100,Petrol,54.3,1.0
Golf,2019.0,19450,Manual,4410,Diesel,62.8,2.0
Golf,2010.0,4995,Manual,111913,Diesel,52.3,2.0
Polo,2014.0,7000,Manual,17238,Petrol,60.1,1.0
Polo,2015.0,8699,Manual,38220,Petrol,60.1,1.2
Caddy Maxi Life,2018.0,17450,Semi-Auto,3861,Diesel,56.5,2.0
Golf,2016.0,17999,Manual,30663,Petrol,39.8,2.0
Golf,2019.0,12750,,15000,Petrol,49.6,1.0
Polo,2017.0,12520,Semi-Auto,14077,Petrol,60.1,1.2
Golf,2019.0,33673,Automatic,5573,Petrol,32.8,2.0
Polo,2018.0,12900,Manual,1500,Petrol,60.1,1.0
Touareg,2017.0,23975,Automatic,40050,Diesel,42.8,3.0
Beetle,2012.0,8699,Manual,15000,Petrol,37.2,2.0
Passat,2017.0,12498,Manual,26418,Diesel,70.6,1.6
Golf,2019.0,14995,Manual,17011,Diesel,57.7,1.6
Golf,2017.0,13495,Manual,32106,Diesel,61.4,1.6
Passat,2019.0,26995,Semi-Auto,4991,Petrol,39.2,1.5
Golf,2014.0,9499,Automatic,35795,Diesel,62.8,2.0
Polo,2016.0,8990,Manual,24340,Petrol,60.1,1.2
Polo,2016.0,12990,Semi-Auto,7749,Petrol,60.1,1.2
T-Roc,2019.0,22206,Manual,2344,Diesel,46.3,2.0
Up,,11320,Manual,99,Petrol,51.4,1.0
Polo,2019.0,14990,Semi-Auto,12423,Petrol,45.6,1.0
Golf,2016.0,14300,Manual,59408,Diesel,67.3,2.0
Passat,2020.0,31000,Semi-Auto,5000,Diesel,48.7,2.0
Up,2019.0,9375,Manual,6000,Petrol,54.3,1.0
Tiguan,2018.0,19401,Manual,9145,Petrol,46.3,1.4
Golf,2016.0,18991,Semi-Auto,18072,Petrol,44.1,2.0
Golf,2017.0,11850,Manual,32013,Diesel,74.3,1.6
Up,2016.0,6400,Manual,42781,Petrol,62.8,1.0
Polo,2017.0,10491,Manual,15979,Petrol,60.1,1.2
Golf,2019.0,19750,Semi-Auto,8190,Diesel,52.3,2.0
Golf,2014.0,7998,Semi-Auto,73293,Diesel,65.7,1.6
Polo,2017.0,13490,Semi-Auto,10424,Petrol,60.1,1.2
Golf SV,2019.0,14998,Semi-Auto,19444,Diesel,52.3,1.6
Tiguan,2017.0,20990,Semi-Auto,52522,Petrol,38.2,2.0
Up,2014.0,5099,Manual,26232,Petrol,62.8,1.0
Tiguan,2016.0,12650,Manual,48808,Diesel,53.3,2.0
Golf,2016.0,10840,Semi-Auto,60595,Diesel,58.9,1.6
Tiguan,2017.0,24495,Semi-Auto,19063,Diesel,49.6,2.0
Polo,2015.0,10799,Automatic,8137,Petrol,60.1,1.2
Golf,2015.0,12402,Manual,25000,Petrol,58.9,1.4
Polo,2019.0,17490,Semi-Auto,2500,Petrol,46.3,1.0
Scirocco,2016.0,15000,Automatic,41284,Diesel,57.6,2.0
Polo,2019.0,13990,Manual,4749,Diesel,57.7,1.6
Up,2020.0,10790,Manual,1000,Petrol,54.3,1.0
Sharan,2019.0,28491,Semi-Auto,10000,Diesel,40.9,2.0
Tiguan,2019.0,26790,Semi-Auto,7640,Diesel,39.8,2.0
Passat,2019.0,32290,Semi-Auto,8206,Hybrid,41.5,1.4
Golf,2019.0,34450,Automatic,5000,Petrol,36.2,2.0
Golf,2016.0,17490,Semi-Auto,31000,Diesel,62.8,2.0
Touran,2017.0,16995,Semi-Auto,28000,Diesel,65.7,1.6
Up,2020.0,11780,Manual,6,Petrol,50.4,1.0
Up,2012.0,4495,Manual,45000,Petrol,68.9,1.0
Tiguan,2015.0,11295,Manual,46750,Diesel,53.3,2.0
T-Roc,2019.0,19290,Manual,6000,Diesel,50.4,1.6
Golf SV,2019.0,20610,Automatic,5370,Diesel,50.4,2.0
Golf,2017.0,16850,Manual,18500,Diesel,67.3,2.0
Golf,,17795,Semi-Auto,43453,Diesel,57.7,2.0
Polo,,11990,Manual,11737,Petrol,58.9,1.0
Polo,2017.0,9750,,21339,Petrol,60.1,1.0
Polo,2014.0,7495,Manual,42000,Petrol,47.9,1.4
Polo,2016.0,8750,Manual,45398,Petrol,60.1,1.2
Golf,2016.0,9999,Manual,55303,,68.9,2.0
Polo,2017.0,9990,Manual,12899,Petrol,60.1,1.2
Tiguan,2017.0,22750,Manual,21639,Diesel,50.4,2.0
Golf,2019.0,25250,Automatic,11500,Petrol,37.7,2.0
Polo,2018.0,11247,Manual,6124,Petrol,60.1,1.0
Polo,2016.0,9495,Manual,35265,Diesel,83.1,1.4
Polo,2014.0,8250,Manual,43918,Petrol,60.1,1.2
Polo,2016.0,8812,Manual,26911,Petrol,60.1,1.0
Tiguan,2017.0,16489,Manual,26354,Petrol,48.7,1.4
Tiguan,2017.0,17497,Manual,15861,Diesel,50.4,2.0
Touareg,2019.0,37995,Semi-Auto,18000,Diesel,34.0,3.0
Up,2020.0,11099,Manual,500,Petrol,51.4,1.0
Tiguan,2017.0,14700,Manual,42588,Diesel,58.9,2.0
Golf,2016.0,11989,Manual,35590,Petrol,53.3,1.4
Polo,2016.0,8998,Manual,21998,Petrol,60.1,1.0
Golf,2020.0,20396,Manual,1555,Diesel,57.7,1.6
T-Roc,2019.0,21676,Manual,3720,Diesel,46.3,2.0
Golf,2019.0,25500,Semi-Auto,5049,Petrol,37.7,2.0
T-Roc,2018.0,20990,Manual,10582,Petrol,53.3,1.5
Golf,2015.0,12691,Manual,13152,Petrol,53.3,1.4
Polo,2017.0,9499,Manual,23000,Petrol,60.1,1.0
Touran,2018.0,17599,Semi-Auto,33452,Diesel,65.7,1.6
Golf,2019.0,16995,Manual,7091,Petrol,51.4,1.0
Golf,2016.0,11298,Manual,40639,Diesel,68.9,2.0
Passat,2019.0,24995,Automatic,11224,Diesel,49.6,2.0
Tiguan,2018.0,22000,Manual,950,Petrol,48.7,1.4
Polo,2017.0,10730,Manual,10410,Petrol,60.1,1.0
Touareg,2019.0,44999,Automatic,3567,Diesel,34.0,3.0
Golf,2017.0,16495,Semi-Auto,30708,Diesel,58.9,2.0
Golf,2015.0,10695,Manual,102220,Diesel,67.3,2.0
Touareg,2016.0,21998,Semi-Auto,29435,Diesel,42.8,3.0
Golf,2019.0,25156,Semi-Auto,6340,Diesel,49.6,2.0
Touareg,2019.0,40995,Semi-Auto,1000,Diesel,34.5,3.0
Golf,2016.0,9400,Manual,54014,Diesel,74.3,1.6
Polo,2019.0,15995,Manual,6401,Petrol,49.6,1.0
Caravelle,2019.0,46990,Semi-Auto,452,Diesel,33.6,2.0
Golf,2019.0,28250,Automatic,8000,Petrol,36.2,2.0
Touran,2018.0,15798,Manual,17882,Diesel,51.4,1.6
Polo,2017.0,11295,Manual,8400,Petrol,60.1,1.2
Tiguan,2017.0,16625,Manual,35808,Diesel,58.9,2.0
Polo,2019.0,13290,Manual,9740,Petrol,48.7,1.0
Sharan,2019.0,19990,Semi-Auto,13342,Diesel,42.2,2.0
Golf,,18499,Automatic,23597,Diesel,57.7,2.0
Polo,2017.0,11995,Manual,13375,Petrol,60.1,1.2
Up,2020.0,10450,Manual,1000,Petrol,54.3,1.0
Sharan,2014.0,13690,,40476,Diesel,48.7,2.0
Up,2019.0,10790,Manual,1961,Petrol,54.3,1.0
Touran,2018.0,19250,Semi-Auto,10263,Diesel,65.7,1.6
T-Roc,2019.0,24990,Automatic,187,Diesel,49.6,2.0
Golf,2017.0,16990,Semi-Auto,41764,Diesel,57.7,2.0
Golf,2017.0,20200,Automatic,24700,Hybrid,166.2,1.4
Golf,2017.0,13298,Manual,10191,Petrol,53.3,1.4
Polo,2016.0,8299,Manual,31500,Petrol,60.1,1.0
Up,2014.0,5799,Manual,13318,Petrol,62.8,1.0
Polo,2019.0,13500,,9900,Petrol,48.7,1.0
Polo,2018.0,12495,Manual,19000,Petrol,64.2,1.0
Golf,2016.0,9495,Manual,59373,Diesel,74.3,1.6
Golf,2017.0,20750,Semi-Auto,20487,Hybrid,166.2,1.4
Polo,2016.0,13700,Semi-Auto,26593,Petrol,50.4,1.8
Passat,,7975,Manual,79000,Diesel,68.9,1.6
Tiguan,2019.0,27299,Semi-Auto,8415,Petrol,31.4,2.0
Golf,2019.0,30999,Semi-Auto,4978,Petrol,32.8,2.0
Golf,2018.0,14995,Manual,26841,Diesel,61.4,1.6
T-Roc,2018.0,18995,,21065,Petrol,53.3,1.5
Polo,2016.0,9282,Manual,36434,Petrol,60.1,1.2
Up,2014.0,5195,Manual,46430,Petrol,62.8,1.0
Up,2013.0,6600,Automatic,56169,Petrol,62.8,1.0
Polo,2018.0,13495,Semi-Auto,20064,Petrol,61.4,1.0
Golf,2019.0,18790,Automatic,11987,Petrol,45.6,1.5
Golf,2017.0,10698,Manual,36002,Diesel,61.4,1.6
Tiguan,2019.0,27400,,11992,Diesel,45.6,2.0
Polo,2016.0,10491,Manual,7811,Petrol,60.1,1.2
Arteon,2019.0,31495,Automatic,8695,Diesel,37.7,2.0
Golf,2017.0,14498,Manual,33918,Petrol,60.1,1.4
Polo,2018.0,12290,Manual,23282,Petrol,64.2,1.0
Polo,2017.0,9290,Manual,43676,Petrol,60.1,1.2
Passat,2017.0,11000,Manual,73127,Diesel,67.3,2.0
Tiguan,2016.0,16690,Semi-Auto,31411,Diesel,49.6,2.0
Tiguan,2017.0,22495,Semi-Auto,21180,Diesel,57.6,2.0
Arteon,2019.0,28995,Automatic,7865,Diesel,50.4,2.0
Golf,2020.0,34790,Semi-Auto,2500,Petrol,32.8,2.0
Golf,2019.0,28290,Automatic,8500,Petrol,37.7,2.0
Tiguan,2018.0,23995,Semi-Auto,10257,Diesel,45.6,2.0
Touareg,2015.0,17000,Automatic,57000,Diesel,42.8,3.0
Golf,2019.0,19995,Manual,3000,Petrol,46.3,1.5
T-Roc,2018.0,17499,Manual,16453,Petrol,44.1,1.0
Passat,2019.0,19690,Automatic,4411,Petrol,41.5,1.5
Golf,2020.0,19000,Manual,3084,Petrol,49.6,1.5
Golf,2019.0,14490,Manual,16083,Diesel,57.7,1.6
Tiguan,2019.0,29442,Semi-Auto,6458,Petrol,30.4,2.0
Polo,2019.0,20272,Semi-Auto,5000,Petrol,39.8,2.0
Scirocco,2014.0,11242,Manual,38248,Diesel,62.8,2.0
Golf,2015.0,9869,Manual,51062,Diesel,68.9,2.0
Jetta,2013.0,6891,Manual,48501,Diesel,67.3,1.6
Golf,2019.0,17999,Manual,2250,Petrol,47.1,1.5
Up,2016.0,6898,Manual,26902,Petrol,64.2,1.0
Golf,2009.0,6995,Semi-Auto,59981,Petrol,47.1,1.4
Polo,2016.0,10495,Manual,25476,Petrol,65.7,1.0
Tiguan,2017.0,18250,Manual,15000,,50.4,2.0
Tiguan,2019.0,19690,Manual,15741,Petrol,40.9,1.5
T-Cross,2019.0,20590,Automatic,5148,Petrol,45.6,1.0
Golf,2019.0,12950,Manual,14810,Diesel,57.7,1.6
Polo,2015.0,6840,Manual,58443,Petrol,60.1,1.0
Scirocco,2018.0,16495,Manual,30532,Diesel,53.3,2.0
Polo,2010.0,3995,Manual,88000,Petrol,51.4,1.2
Golf,2018.0,22495,Automatic,13181,Petrol,44.1,2.0
Polo,2017.0,13490,Semi-Auto,3780,Petrol,60.1,1.2
Tiguan,,16891,Semi-Auto,34095,Diesel,49.6,2.0
CC,2015.0,8688,Manual,90204,Diesel,62.8,2.0
Up,2019.0,10290,Manual,3969,Petrol,55.4,1.0
T-Roc,2019.0,21990,Manual,12400,Diesel,50.4,1.6
Golf,2014.0,7399,Manual,72187,Diesel,88.3,1.6
Touran,2017.0,14899,Automatic,43857,Diesel,65.7,1.6
Golf,2015.0,12990,Automatic,78000,Petrol,44.1,2.0
Polo,2019.0,21132,Semi-Auto,2899,Petrol,39.8,2.0
Tiguan Allspace,2019.0,29990,Semi-Auto,2001,Diesel,39.2,2.0
T-Cross,2019.0,17495,Manual,2830,Petrol,48.7,1.0
Up,2017.0,7400,Manual,32558,Petrol,64.2,1.0
Golf,2019.0,24300,Manual,4782,Petrol,37.2,2.0
Polo,2019.0,11750,Manual,11994,Petrol,48.7,1.0
Golf,2016.0,13262,Manual,20021,Petrol,53.3,1.4
Tiguan,2016.0,12990,Manual,45375,Diesel,53.3,2.0
Golf,2020.0,27989,Automatic,8256,Petrol,37.7,2.0
Golf,2016.0,11399,Manual,44010,Petrol,53.3,1.4
Polo,2017.0,10495,Manual,23432,Petrol,60.1,1.2
Beetle,2015.0,8995,Manual,35212,Diesel,65.7,1.6
Polo,2017.0,9999,Manual,15800,Petrol,60.1,1.0
Golf,2016.0,14998,Manual,35106,Diesel,67.3,2.0
Tiguan,2019.0,21290,Manual,6500,Petrol,38.2,1.5
Passat,2015.0,12490,Manual,48328,Diesel,67.3,2.0
Polo,2019.0,15495,Manual,542,Petrol,52.3,1.0
Tiguan,2017.0,19488,Manual,20000,Diesel,50.4,2.0
Polo,2015.0,6798,Manual,36920,,60.1,1.0
Polo,2018.0,11650,Manual,13853,Petrol,60.1,1.0
Golf,2019.0,31990,Automatic,2152,Petrol,36.2,2.0
Polo,2017.0,9800,Manual,23564,Petrol,60.1,1.2
Tiguan,2017.0,17998,Manual,11873,Diesel,58.9,2.0
Tiguan,,18673,Automatic,48760,Diesel,49.6,2.0
Golf,2019.0,22720,Manual,50,Diesel,62.8,2.0
Polo,2020.0,15750,Manual,1000,Petrol,52.3,1.0
Golf,2016.0,16498,Manual,27444,Diesel,67.3,2.0
Golf,2019.0,17298,Manual,5632,Petrol,47.1,1.5
Golf,2017.0,18300,Automatic,33848,Diesel,62.8,2.0
Polo,2018.0,9995,Manual,22863,Petrol,60.1,1.0
Polo,2014.0,6950,Manual,42000,Petrol,60.1,1.0
Golf,2019.0,20810,Semi-Auto,3103,Petrol,45.6,1.5
Tiguan,2018.0,23750,Semi-Auto,16000,Petrol,40.4,1.4
Scirocco,2016.0,11490,Manual,32608,Petrol,37.2,1.4
Passat,2016.0,14199,Manual,31433,,67.3,2.0
Polo,2019.0,17690,Semi-Auto,4471,Petrol,46.3,1.0
Jetta,2015.0,9990,Manual,26403,Diesel,67.3,2.0
Passat,2017.0,12995,Semi-Auto,43154,Diesel,62.8,2.0
Touran,2019.0,24690,Automatic,8405,Petrol,38.7,1.5
Polo,2015.0,8995,Manual,39226,Petrol,60.1,1.2
Polo,2019.0,19490,Semi-Auto,6594,Petrol,39.8,2.0
Passat,2019.0,33990,Automatic,5000,Petrol,33.6,2.0
Golf,2020.0,18490,Manual,100,Diesel,57.7,1.6
Golf,2017.0,16590,Manual,32482,Diesel,67.3,2.0
Polo,2016.0,8846,Manual,12054,Petrol,60.1,1.0
Polo,2015.0,7998,Manual,24504,Petrol,60.1,1.0
Tiguan,2017.0,18495,Semi-Auto,25135,Diesel,49.6,2.0
Polo,2016.0,9001,,33000,Petrol,60.1,1.0
Up,2020.0,9465,Manual,1843,Petrol,54.3,1.0
Golf,2017.0,15250,Semi-Auto,8852,Petrol,53.3,1.4
Golf,2017.0,12495,Manual,20000,Petrol,53.3,1.4
Golf,2013.0,10954,Manual,71252,Diesel,67.3,2.0
Golf,,15099,Manual,52828,Petrol,39.8,2.0
Touran,2019.0,26299,Manual,796,Diesel,47.9,2.0
Tiguan,2017.0,25995,Semi-Auto,18170,Diesel,49.6,2.0
Polo,2016.0,9000,Manual,40100,Petrol,60.1,1.2
Touran,2018.0,22265,Semi-Auto,12367,Petrol,51.4,1.4
Tiguan,2017.0,23495,Semi-Auto,14839,Diesel,57.6,2.0
Golf,2017.0,14247,Manual,37958,Petrol,60.1,1.4
Golf,2016.0,13310,Semi-Auto,29374,Diesel,72.4,1.6
Polo,2016.0,13289,Manual,37929,Petrol,47.0,1.8
Polo,2016.0,8495,Manual,19840,Petrol,60.1,1.0
Tiguan,2019.0,26998,Semi-Auto,2936,Diesel,39.8,2.0
Passat,2020.0,27999,Semi-Auto,489,Diesel,52.3,2.0
Golf,2015.0,13370,Manual,49537,Diesel,67.3,2.0
Arteon,2017.0,19795,Semi-Auto,20545,Petrol,47.1,2.0
Golf,2019.0,19990,Manual,1972,Diesel,55.4,1.6
Touareg,2018.0,36991,Semi-Auto,15297,Diesel,34.0,3.0
T-Roc,2019.0,31000,Automatic,2500,Petrol,32.5,2.0
Golf,2016.0,16298,Manual,29441,,67.3,2.0
Golf,2016.0,9399,Manual,85144,Diesel,68.9,2.0
Golf,2015.0,19790,Automatic,35721,Petrol,39.8,2.0
CC,2013.0,10000,Automatic,41394,Diesel,53.3,2.0
Golf,,14341,Manual,18369,Petrol,54.3,1.4
Touareg,2019.0,59990,Semi-Auto,9950,Diesel,34.0,3.0
Polo,2017.0,9841,Manual,32377,Petrol,60.1,1.2
Golf,2017.0,11490,Manual,39384,Diesel,72.4,1.6
Polo,2017.0,14000,Automatic,15947,Petrol,61.4,1.4
Golf,2020.0,32998,Semi-Auto,5000,Hybrid,141.3,1.4
T-Roc,2019.0,21095,Manual,3500,Petrol,42.2,1.5
Golf,2019.0,28890,Semi-Auto,4584,Petrol,32.8,2.0
Touareg,2017.0,25995,Semi-Auto,35337,Diesel,42.8,3.0
Golf,2019.0,19490,Manual,25,Petrol,45.6,1.5
Arteon,2018.0,22995,Semi-Auto,21299,Petrol,47.1,2.0
T-Roc,2018.0,21489,Manual,16775,Petrol,53.3,1.5
Tiguan,2019.0,28874,Automatic,5650,Petrol,30.4,2.0
Polo,2017.0,10990,Manual,17806,Petrol,60.1,1.2
Beetle,2014.0,8311,Manual,37864,Petrol,47.9,1.2
Golf,2019.0,24595,Automatic,4850,Diesel,52.3,2.0
Up,2016.0,7790,Manual,15886,Petrol,64.2,1.0
Caravelle,2019.0,39950,Automatic,7583,Diesel,32.8,2.0
Polo,2019.0,19345,,2607,Petrol,39.8,2.0
Scirocco,2015.0,12217,Manual,30367,,37.2,2.0
Golf,2019.0,22990,Semi-Auto,3353,Petrol,43.5,1.5
Golf,2015.0,17995,Semi-Auto,39028,Petrol,40.4,2.0
Tiguan,2019.0,22000,,8200,Petrol,38.2,1.5
Golf,2019.0,19590,Automatic,4800,,52.3,2.0
Jetta,2011.0,5995,Manual,60200,Diesel,58.9,2.0
Golf,2017.0,12282,Manual,27747,Diesel,74.3,1.6
Golf,,18500,Manual,21482,Petrol,47.1,2.0
Golf,2013.0,7399,Manual,71242,Diesel,68.9,1.6
Touran,,17200,Semi-Auto,26247,Diesel,65.7,1.6
Polo,2016.0,9489,Manual,30181,Petrol,60.1,1.0
Polo,2007.0,2695,Manual,81400,Petrol,47.1,1.2
T-Cross,2019.0,19680,Manual,3267,Diesel,53.3,1.6
Tiguan,2019.0,23491,Manual,5862,Petrol,38.2,1.5
Scirocco,2016.0,12000,Manual,19169,Petrol,37.2,1.4
Passat,2016.0,13000,Automatic,36111,Diesel,62.8,2.0
Polo,2016.0,8650,Manual,32800,Petrol,60.1,1.0
Polo,2017.0,11999,Semi-Auto,17120,Petrol,60.1,1.2
Polo,2015.0,10489,Automatic,23190,Other,60.1,1.2
Caddy Maxi Life,2018.0,18000,Automatic,4571,Petrol,47.1,1.4
Golf,2019.0,16064,Manual,9618,Diesel,57.7,1.6
Golf,2018.0,16042,Semi-Auto,10904,Diesel,72.4,1.4
Tiguan,2013.0,9771,Manual,56933,Diesel,53.3,2.0
Golf,2019.0,20391,Semi-Auto,3499,Petrol,44.8,1.5
T-Roc,2019.0,32350,Automatic,100,Petrol,32.5,2.0
Sharan,2020.0,30000,Semi-Auto,2000,Diesel,40.9,2.0
T-Cross,2019.0,22495,Manual,119,Petrol,47.9,1.0
Golf SV,2016.0,9500,Manual,32000,,65.7,2.0
T-Cross,2020.0,22000,Automatic,4212,Petrol,45.6,1.0
Passat,2019.0,22765,Manual,3088,Petrol,43.5,1.5
Golf,2017.0,13981,Manual,33669,Diesel,68.9,2.0
T-Roc,2018.0,16999,Manual,14058,Petrol,44.1,1.0
Golf,2019.0,29299,Automatic,2094,Petrol,32.8,2.0
Tiguan,2017.0,16998,Manual,16459,Petrol,46.3,1.4
Golf,2017.0,12900,Manual,30400,Petrol,53.3,1.4
Up,2019.0,9149,Manual,4542,Petrol,54.3,1.0
Golf,2016.0,11499,Manual,42641,Diesel,65.7,2.0
Scirocco,2018.0,22762,Semi-Auto,15094,Petrol,34.9,2.0
Golf,,24250,Semi-Auto,4440,Diesel,52.3,2.0
Tiguan,2017.0,17441,,23400,Petrol,48.7,1.4
Golf,2016.0,18400,Semi-Auto,19425,Petrol,44.1,2.0
Golf,2016.0,13000,Manual,17076,Diesel,68.9,2.0
Arteon,2019.0,27990,Automatic,6000,Diesel,44.1,2.0
Tiguan,2017.0,17993,Manual,21336,Petrol,48.7,1.4
Polo,2019.0,12999,Manual,9570,Petrol,48.7,1.0
Polo,2016.0,9995,Manual,37800,Petrol,60.1,1.2
T-Roc,2020.0,26790,Semi-Auto,3500,Diesel,49.6,2.0
Golf,2015.0,12340,Semi-Auto,15133,Petrol,56.5,1.4
Polo,2019.0,11790,Manual,11672,Petrol,48.7,1.0
Golf,2019.0,27610,Automatic,13792,Petrol,32.8,2.0
Golf,2016.0,10990,Manual,42600,Diesel,74.3,1.6
Polo,2016.0,9995,Manual,17242,Petrol,60.1,1.2
Golf,2020.0,19990,Manual,100,,51.4,1.0
Touareg,2017.0,24995,Automatic,44496,Diesel,42.8,3.0
T-Roc,2020.0,19541,Manual,4822,Diesel,51.4,1.6
Polo,2016.0,9200,Manual,21816,Petrol,58.9,1.0
T-Roc,2018.0,17995,Manual,12000,Petrol,55.4,1.0
Polo,2017.0,12020,Manual,27890,Petrol,61.4,1.4
Golf,2019.0,28890,Automatic,25,Petrol,32.8,2.0
Polo,2017.0,9998,Manual,23500,Petrol,60.1,1.2
Touareg,2015.0,19400,Automatic,38249,Diesel,42.8,3.0
Golf,2016.0,17995,Semi-Auto,31000,Petrol,44.1,2.0
Polo,2019.0,12990,Manual,11866,Petrol,48.7,1.0
Up,2019.0,10500,Manual,50,Petrol,54.3,1.0
Up,2018.0,8698,Manual,1904,Petrol,64.2,1.0
Passat,2019.0,26650,Manual,50,Petrol,43.5,1.5
Golf,2014.0,6497,Manual,74700,Diesel,88.3,1.6
Golf,2016.0,16698,Manual,22927,Diesel,67.3,2.0
Caravelle,2019.0,33495,Automatic,11441,Diesel,33.6,2.0
Golf SV,2019.0,17450,Manual,55,Diesel,55.4,1.6
Polo,2019.0,13649,Manual,5000,Other,48.7,1.0
Tiguan,2019.0,24999,Automatic,12614,Diesel,40.4,2.0
Golf,2017.0,19990,Semi-Auto,40874,Hybrid,156.9,1.4
Up,2019.0,9790,Manual,2122,Petrol,54.3,1.0
Up,2015.0,6390,Manual,8730,Petrol,61.4,1.0
Passat,2018.0,13775,Manual,34393,Diesel,68.9,2.0
Tiguan,2012.0,7495,Manual,97000,Diesel,47.1,2.0
Polo,2017.0,10656,Manual,19036,Petrol,60.1,1.2
Tiguan,2017.0,16812,Manual,33084,Diesel,58.9,2.0
Sharan,2019.0,24724,Semi-Auto,12980,Diesel,41.5,2.0
Passat,2018.0,15985,Semi-Auto,24786,Diesel,62.8,2.0
Golf,2020.0,35789,Automatic,5000,Other,36.2,2.0
Polo,2014.0,8998,Semi-Auto,32164,Petrol,60.1,1.2
Polo,2017.0,9998,Manual,16974,Petrol,58.9,1.0
Arteon,2019.0,21990,Semi-Auto,10500,Petrol,40.4,1.5
Polo,2019.0,11495,Manual,4303,Petrol,48.7,1.0
Passat,2016.0,16932,Semi-Auto,39299,Diesel,57.6,2.0
Tiguan,2017.0,25000,Automatic,13947,Diesel,57.6,2.0
Golf,2016.0,14798,Semi-Auto,54344,Diesel,62.8,2.0
Golf,,10094,Manual,40133,Diesel,68.9,2.0
Passat,2009.0,4495,Manual,53556,Diesel,50.4,2.0
Polo,2016.0,9400,Manual,27150,,83.1,1.4
Golf,2019.0,21995,Semi-Auto,50,,44.8,1.5
Up,2020.0,10980,Manual,100,Petrol,54.3,1.0
Golf,2019.0,22990,Semi-Auto,6000,Petrol,43.5,1.5
T-Roc,2019.0,34991,Automatic,10824,Petrol,32.5,2.0
