,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
2207,83,64,72,68,70,64,70,76,80,68,75,7,6,13,14,10,56,178249,49,55,60,79,21,70,69,72,71,81,26,82,60,31,74,72,67
2208,64,73,50,52,56,66,41,39,46,25,31,10,9,12,13,5,71,202058,74,73,50,58,74,36,27,73,56,63,74,68,56,75,80,31,37
2209,69,51,67,73,77,82,71,81,81,77,68,8,10,16,12,7,61,204874,35,66,70,72,24,72,74,72,74,73,36,61,65,42,68,73,65
2210,87,44,81,79,72,65,75,77,75,69,86,13,15,12,10,8,40,159818,41,68,71,76,34,72,68,68,74,70,31,90,72,29,33,70,64
2211,60,87,67,83,71,75,55,53,65,39,50,2,4,2,2,4,63,53578,73,77,74,54,72,58,57,70,74,70,76,62,74,74,75,62,51
2212,74,80,50,39,67,64,71,64,67,30,42,11,9,12,13,13,54,208459,73,40,69,36,75,44,61,74,64,61,76,77,80,77,88,52,39
2213,65,68,58,55,62,66,38,39,49,32,51,16,6,9,9,14,74,213323,76,82,55-2,22,73,39,35,65,59-6,41,75,71,65,74,77,38-10,37
2214,71,43,77,67,73,67,65,64,76,70,53,8,8,9,12,15,53,214092,36,58,71,68,22,57,66,68,75,65,29,75,74,28,68,76,62
2215,65,76,48,61,66,69,57,55,48,41,44,10,9,10,11,7,77,213581,69,73,64,43,73,52,51,78,64,55,67,67,82,74,78,38,41
2216,66,68,82,76,72,72,69,72,73,41,66,9,12,11,12,8,57,174669,80,73,72,68,65,40,76,74,78,68,66,66,78,70,61,77,34
2217,60,70,65,62,70,71,56,68,72,69,76,14,8,8,9,13,69,215886,66,81,75,76,63,64,60,79,75,78,60,58,90,69,82,69,50
2218,74,66,68,68,70,69,42,53,64,65,71,7,12,13,7,8,73,160078,66,68,77,77,75,70,70,82,76,82,68,76,77,76,69,63,71
2219,77,39,82,76,76,51,75,73,75,68,73,7,14,6,6,14,56,189263,31,72,70,70,20,56,68,67,76,72,15,78,70,20,62,70,64
2220,78,68,71,71,72,64,71,66,74,71,65,12,16,10,14,11,58,212048,59,49,68,72,46,67,71,68,74,70,43,76,80,40,67,76,63
2221,81,59,83,62,71,68,75,62,75,41,36,8,11,5,12,12,53,229712,71,57,65,66,70,43,72,75,74,74,68,77,81,74,59,58,61
2222,82,72,88,83,79,76,76,79,78,60,74,3,5,3,3,5,56,169808,72,70,72,70,66,68,72,72,74,66,75,80,68,73,60,69,68
2223,70,62,75,65,73,69,67,53,72,74,43,7,14,15,9,16,82,182864,33,72,55,67,21,73,74,66,71,75,23,61,75,16,77,66,77
2224,49,58,60,71,79,82,69,73,70,73,71,11,7,8,14,7,58,3665,54,32,75,75,53,76,67,73,79,77,45,54,58,59,65,81,69
2225,82,68,76,64,73,65,71,52,74,28,34,9,14,12,12,13,72,201041,73,83,61,44,69,49,68,70,68,53,71,83,82,72,77,67,35
2226,93,69,79,63,70,69,67,56,76,71,48,12,13,13,7,11,58,208977,45,82,55,70,30,69,66,69,67,80,28,93,84,30,59,65,69
2227,51,75,58,61,70,68,67,32,65,25,23,11,10,9,11,7,73,163665,73,68,69,26,73,24,51,65,70,41,75,62,72,75,80,55,26
2228,40,36,47,45,19,59,11,11,16,12,12,76,74,67,70,77,14,121937,17,71,33,13,12,18,10,70,33,22,12,42,31,12,72,38,11
2229,79,44,80,76,75,65,71,65,76,66,69,10,10,15,12,8,51,210258,29,37,58,73,22,59,77,78,67,69,29,78,76,32,60,68,63
2230,53,68,68,55,75,76,80,63,73,56,57,13,16,8,6,6,76,153938,82,75,71,59,78,59,65,75,70,66,77,47,67,80,76,71,43
2231,75+5,70,74,73,74,63,62,53,73,55,53,15,16,13,7,8,51,223058,74+1,60,75,70,68,61,71,67,82,73,76,76+5,75,75,59,61,46
2232,53,74,60,66,72,72,56,65,70,59,60,9,10,7,9,16,59,160082,71,67,74,76,74,64,64,74,75,83,68,64,70,76,80,66,72
2233,83,39,86,90,74,74,71,73,75,64,69,11,9,7,7,9,42,230482,36,66,60,56,31,68,72,80,75,59,33,75,68,24,33,74,74
2234,84,78,88,83,76,76,63,64,79,51,68,7,8,9,9,8,54,201043,69,79,66,69,63,60,73,73,71,75,68,71,89,71,70,74,68
2235,81,45,72,70,71,66,74,83,77,61,75,8,14,9,9,12,51,230483,45,55,61,62,23,71,76,77,72,57,22,71,66,21,67,77,55
2236,70,81,66,77,67,70+3,64,61,58,49,50,12,8,11,11,11,73,139860,75,81,62,51,74,53,60,72,70,64,74,75,80,75,74,55,53
2237,65,71,66,69,70,69,70,57,62,44,64,16,12,8,16,15,70,116308,73,75,66,58,72,65,53,65,67,73,74,68,65,72,76,52,33
2238,83,59,80,93,74,64,62,80,73,65,72,10,11,11,6,16,39,187988,33,32,75,59,20,64,74,73,74,63,12,69,73,17,50,77,66
2239,49,23,47,41,25,37,12,11,15,11,20,78,69,75,72,77,12,195668,22,64,26,11,15,15,16,67,15,36,14,52,30,11,72,38,13
2240,73,66,72,59,74,64,65,35,67,46,35,15,7,15,9,15,69,221269,79,69,75,49,70,42,53,75,74,69,72,74,74,75,72,64,45
2241,46,73,50,55,59,66,50,47,52,36,43,10,11,14,13,8,81,155989,73,78,60,49,77,47,40,67,65,61,71,48,64,75,75,52,44
2242,62,79,71,57,77,69,73,80,76,70,81,15,10,7,11,15,60,192342,47,47,70,85,37,64,74,61,74,86,36,60,65,32,81,72,75
2243,84,59,91,87,75,68,71,53,77,69,36,10,9,16,12,10,53,201303,38,83,49,59,22,53,76,63,66,65,13,81,84,19,60,70,57
2244,79,40,82,78,78,76,68,62,80,71,42,8,16,9,14,8,61,153175,33,72,67,70,31,71,74,73,70,75,32,76,70,40,64,66,66
2245,76,61,71,81,75,76,75,79,75,72,76,18,16,13,15,15,77,230487,22,74,64,77,24,65,72,70,73,72,22,69,72,24,64,76,61
2246,73,64,67,60,62,70,61,62,58,46,31,13,12,11,14,6,74,199000,76,77,68,43,78,65,56,70,74,61,74,74,68,73,75,69,33
2247,88,67,74,71,74,67,68,59,75,47,42,13,9,15,7,14,54,200536,68,60,63,40,67,56,66,72,73,63,72,86,76,74,72,65,49
2248,73,54,66,62,75,74,73,71,74,62,72,12,16,7,15,9,61,230488,33,55,61,74,31,66,70,82,75,77,32,65,71,31,77,76,72
2249,84,41,84,88,82,76,62,62,83,72,52,14,10,5,13,6,49,236632,38,62,52,57,28,69,67,65,72,72,32,82,69,32,63,71,73
2250,42,31,34,46,20,32,15,15,11,12,12,75,72,67,73,75,11,194904,19,68,26,20,10,23,15,72,35,18,12,41,25,18,65,36,14
2251,75,80,75,73,73,71,73,68,79,67,66,6,16,16,15,15,71,198489,51,72,66,65,59,65,73,72,69,69,60,79,78,56,72,70,59
2252,31,87,26,38,55,61,51,32,28,32,49,6,14,7,14,11,77,159577,71,58,57,57,73,56,33,73,50,49,74,32,65,75,84,45,28
2253,76,45,78,78,78,71,65,76,78,64,69,8,8,9,15,8,50,193881,38,73,67,63,24,69,67,73,74,67,43,76,64,35,61,75,69
2254,67,75,66,62,75,72,67,73,68,53,79,11,6,15,14,15,61,152922,75,47,75,73,65,61,69,75,75,83,71,68,66,73,75,73,69
2255,79,65,89,80,71,67,35,46,72,75,40,15,6,12,8,10,65,218970,24,78,32,75,19,65,75,73,64,76,13,83,65,17,70,70,55
2256,79,56,77,70,77,76,56,73,80,77,69,8,14,6,14,10,56,225114,44,67,59,78,33,77,64,73,68,80,34,81,69,30,66,66,75
2257,79,57,74,69,75-2,64,71,75,73-2,71,75,15,12,6,9,11,59,228698,68,64,68,73,59,68,73,68,74-2,74,55,75,87,59,68,71-2,76
2258,64,81,49,67,64,71,24,24,60,19,25,6,6,6,11,9,74,231002,72,70,62,26,71,36,30,63,68,42,75,71,68,74,82,40,31
2259,71,75,70,69,66,66,47,49,59,50,47,13,10,15,6,6,68,188763,71,87,71,52,66,50,44,68,79,66,75,66,86,74,74,66,45
2260,41,22,37,48,22,25,15,20,16,17,21,76,70,65,74,77,19,225116,22,68,22,17,14,21,20,68,29,21,12,48,29,21,65,21,20
2261,68,73,71,57,62,74,41,62,52,32,37,9,10,5,5,13,76,229980,71,77,70,35,73,48,59,69,64,50,76,67,75,75,78,61,31
2262,72,66,62,67,73,82,64,71,81,72,59,12,6,13,8,6,68,167516,39,71,57,55,27,68,76,81,75,61,39,54,59,50,78,77,58
2263,81,50,75,67,74,78,66,68,75,65,67,8,14,8,9,14,66,213597,53,66,73,72,51,52,70,70,75,75,40,79,75,52,75,75,63
2264,42,24,55,50,24,44,13,13,15,12,34,74,71,67,72,76,19,214110,24,69,25,20,13,23,16,72,25,24,18,50,33,15,54,55,14
2265,47,33,37,29,11,47,13,17,12,10,15,76,70,73,74,74,19,184926,16,74,22,20,10,22,10,72,34,18,11,39,42,16,78,45,19
2266,78,82,75,66,59,60,24,40,49,30,47,9,16,13,7,8,72,190558,72,88,60,28,71,49,50,64,68,58,67,89,77,71,85,48,44
2267,72,75,81,83,69,67,72,64,71,53,57,9,12,12,8,12,69,230239,70,74,76,61,73,71,63,79,76,58,65,74,82,69,71,76,53
2268,53,52,67,58,73,74,42,63,63,73,52,10,10,18,10,13,76,230495,20,62,53,72,12,76,74,67,71,86,10,56,60,18,88,65,77
2269,75,74,78,73,71,74,72,66,72,40,52,5,7,8,6,8,58,168799,70,80,60,70,71,54,65,72,68,77,76,84,76,76,70,50,58
2270,77,68,77,76,73,69,79,76,69,50,75,6,10,15,9,11,54,181343,63,79,70,70,70,56,68,74,73,74,75,77,80,73,67,65,60
2271,73,74,77,82,70,64,76,75,62,58,73,13,6,11,15,9,61,198240,72,77,68,64,72,64,62,68,72,72,74,75,87,73,70,65,54
2272,68,80,64,73,66,78,61,61,62,48,62,7,11,14,15,8,73,176992,71,75,73,67,71,80,53,69,70,73,74,66,82,75,80,73,62
2273,66,59,70,59,73,71,58,74,68,80,80,12,12,16,13,12,68,189536,32,50,57,76,25,80,80,80,69,70,30,54,74,30,68,66,77
2274,55,70,44,32,52,50,35,36,37,31,27,14,13,10,16,14,80,190560,71,85,64,35,74,30,35,59,57,47,75,69,76,73,91,49,46
2275,59,60,52,51,77,75,54,68,75,73,75,11,12,13,15,11,68,208737,47,73,76,78,59,73,74,72,74,77,58,67,80,51,79,70,69
2276,82,44,81,77,71,77,61,55,73,74,56,7,7,9,8,10,73,230497,44,56,52,71,23,72,71,77,61,70,24,83,59,25,66,55,76
2277,68,66,71,74,72,72,67,68,70,74,72,12,14,14,6,7,73,176481,42,83,63,67,33,77,76,73,71,72,40,75,76,42,77,69,70
2278,79,69,85,76,74,65,58,48,75,61,64,14,11,13,13,14,68,192098,69,77-4,67,74,61,52,82,73,74,82,63,72,83,72,77,70-4,58
2279,80,68,69,74,74,71,76,73,74,35,30,12,12,5,9,13,65,235875,69,68,67,51,69,30,64,70,73,58,73,83,72,74,69,58,59
2280,40,21,50,51,12,48,11,12,8,12,11,73,75-1,80,76,71,14,170084,22,41,13,10,15,17,14,61,12,34,13,41,29,18,68,58,10
2281,79,62,72,67,69,74,68,60,75,68,60,10,9,7,11,9,77,158309,62,68,75,69,52,76,72,75,76,80,51,67,73,52,74,75,65
2282,68,72,74,64,72,67,69,65,72,59,55,15,14,8,14,14,73,225126,79,75,73,72,68,58,56,65,75,72,68,66,76,75,68,64,57
2283,76,58,81,78,76,69,72,82,77,64,65,15,7,11,15,10,45,237670,59,74,73,70+5,58,69,68,74,76,75,49,73,70,59,62,74,63
2284,74+2,73,70,74,75,66,82,78,75+1,56,77,8,11,14,14,10,65,186982,64,74,70,71,70,74,70,70,71+1,82,74,78+2,77,73,74,66,60
2285,82,72,78,82,71,74,75,65,71,58,51,7,8,13,16,15,52,192102,70,80,65,57,68,50,63,74,75,67,67,86,80,72,55,69,56
2286,66,75,64,71,59,65,56,56,47,44,32,11,6,12,9,14,72,215399,80,77,64,55,75,54,33,61,67,59,73,63,63,74,75,53,43
2287,52,88,64,62,69,84,61,49,58,55,56,8,12,12,10,15,55,159591,81,68,71,74,74,62,69,75,72,75,65,49,66,73,73,70,59
2288,81,55,69,67,61,65,51,55,62,74,53,8,8,8,15,9,70,230503,31,71,52,77,12,77,77,75,67,81,12,78,61,12,78,51,76
2289,75,72,69,72,71,72,70,76,74,75,51,7,9,13,8,13,66,198504,35,74,63,72,27,74,75,74,72,77,40,78,69,37,72,57,74
2290,33,43,68,51,25,64,11,20,14,19,14,75,71,69,73,77,13,49000,18,73,38,14,11,23,13,66,36,23,13,42,30,13,72,49,15
2291,74,69,78,78,76,77,71,79,78,64,70,14,13,8,16,6,57,182632,52,67,65,71,41,71,75,79,74,74,43,69,74,51,56,72,64
2292,40,77,30,33,57,69,31,33,48,40,31,8,12,15,12,13,76,189288,71,70,64,25,76,49,35,69,60,60,73,43,63,78,74,54,48
2293,72,63,35,37,63,70,54,48,54,46,41,15,12,13,6,8,73,203625,79,56,59,51,78,56,46,64,61,55,74,74,69,77,81,60,57
2294,74,48,63,72,73,66,39,56,71,78,52,14,15,10,11,16,67,199274,27,70,37,69,30,64,79,71,61,68,26,70,81,27,78,42,67
2295,90,58,72,49,73,57,69,71+1,77,72,74,13,8,11,8,8,62,207722,47,53,66,75,32,69,67,63,67,80,30,90,72+1,31,91,68,65
2296,67,63,73,77,77,69,81,79,71,68,77,7,13,15,16,7,61,210538,70,70,78,76,67,61,64,66,84,74,70,66,70,72,72,82,65
2297,77,81,74,73,73,66,59,82,67,58,49,13,12,15,8,15,68,230250,76,91,77,71,60,61,62,71,74,73,68,72,81,76,73,64,60
2298,55,80,65,73,76,74,83,85,70,72,81,7,11,14,14,8,66,164459,61,70,73,76,61,70,70,76,75,77,59,57,76,62,67,76,74
2299,42,23,38,42,20,32,14,18,17,19,16,74,70,76,75,71,18,157804,24,75,17,20,18,20,14,71,25,22,20,51,28,15,71,53,13
2300,56,71,62,57,74,65,69,62,73,75,54,9,14,15,10,14,73,203629,63,64,71,74,59,65,74,74,74,75,58,69,87,64,73,69,66
2301,83,66,84,91,77,67,73,78,78,65,79,14,9,15,11,12,62,201326,35,71,63,76,29,73,68,78,67,75,35,81,71,38,45,60,66
2302,49,84,32,42,57,64,38,37,39,33,33,9,11,16,8,12,74,192622,72,86,58,49,72,55,49,66,64,55,74,52,67,70,83,44,30
2303,61,78,55,50,59,65,28,30,48,46,26,13,13,7,7,10,69,214639,73,78,58,34,77,40,30,67,64,60,74,64,62,74,83,29,42
2304,45,54,78,76,73,83,73,83,74,72,75,13,10,8,8,13,42,160111,20,48,75,75,30,72,74,76,74,74,31,56,68,33,44,75,73
2305,77,67,61,62,73,81,71,62,71,55,42,7,16,13,7,9,69,230255,67,63,74,52,71,42,66,81,72,64,64,71,85,77,71,76,61
2306,84,48,81,77,76,63,71,69,76,72,70,16,6,12,14,9,58,188271,22,56,63,68,19,60,76,70,71,73,20,85,60,26,61,67,67
2307,72,89,87,85,72,71,64,71,68,56,65,16,6,8,6,9,58,199792,68,88,76,68,60,68,72,75,74,71,75,76,89,66,62,74,66
2308,76,69,78,76,73,68,73,74,69,41,64,7,15,7,8,13,60,207472,69,72,69,43,73,49,58,72,72,62,80,75,78,70,65,60,39
2309,56,76,41,38,55,67,34,55,46,35,58,9,11,13,10,14,83,178032,66,64,61,38,71,65,33,68,63,34,70,63,65,74,89,51,14
2310,68,79,66,70,68,69,63,58,61,27,48,16,9,11,12,11,72,185200,72,90,58,49,72,38,43,68,61,59,73,64,90,77,74,54,49
2311,83,77,84,90,77,64,78,56,73,41,43,13,12,16,7,16,57,204401,70,83,66,69,71,48,68,67,71,77,75,82,74,71,59,63,47
2312,94,69,87,78,66,68,70,74,77,68,67,14,10,15,11,10,45,210801,55,56,42,65,25,64,73,66,64,79,49,94,69,53,57,76,62
2313,76,55,67,52,75,69,76,75,80,72,73,13,9,7,14,11,75,216433,28,56,54,78,20,63,74,70,64,84,15,82,72,28,77,67,70
2314,70,44,75,58,73,70,43,56,69,74,73,8,11,16,9,10,76,217201,36,80,40,73,24,71,78,75,55,76,27,74,76,22,77,59,68
2315,77,34,77,71,72,67,75,77,77,61,76,9,9,8,8,16,68,160113,45,45,74,62,31,76,75,74,75,63,22,72,66,23,71,76,64
2316,34,77,29,30,61,68,53,29,36,27,47,13,6,13,5,12,69,233329,74,70,58,43,72,38,28,62,66,66,71,53,58,78,89,29,25
2317,83,27,80,84,75,68,75,71,76,68,45,9,13,7,9,8,58,235889,29,48,61,74,24,64,66,71,71,77,30,79,67,33,58,68,64
2318,75,75,78,73,74,66,67,58,75,61,73,14,9,12,13,8,59,213874,74,66,69,77,72,60,70,69,74,80,74,86,84,72,58,70,60
2319,64,65,77,76,77,79,75,83,78,60,77,6,14,14,9,9,63,162932,37,55,73,74,27,75,63,71,77,74,31,63,54,31,57,80,71
2320,67,72,71,67,78,79,66,63,75,54,62,8,10,8,12,14,60,207733,70,65,76,65,60,68,63,74,74,74,59,69,75,68,70,74,54
2321,74,68,79,67,76,64,75,72,76,68,77,9,12,16,9,16,55,209781,74,61,70,77,64,63,75,75,74,72,64,74,72,68,63,72,79
2322,75,54,76,75,74,74,69,74,75,72,71,6,8,8,8,9,72,168565,44,87,60,71,28,73,71,73,69,73,33,75,77,38,73,69,70
2323,57,70,36,36,61,53,39,39,56,49,52,12,12,12,8,7,82,182133,74,32,59,41,74,51,53,71,66+1,71,72,50,63,77,87,41,65
2324,65,73,63,54,72,75,64,55,70,74,47,14,10,6,8,12,80,192373,25,80,55,71,22,75,74,70,65,78,18,51,63,19,83,58,73
2325,76,83,76,87,75,65,69,56,70,58,47,7,7,14,14,8,58,199286,72,67,66,53,70,58,68,74,76,72,72,79,75,75,72,68,31
2326,75,33,84,93,74,76,66,67,73,69,68,12,14,14,11,8,47,207734,27,71,69,67,20,59,78,64,77,60,16,71,70,25,31,70,64
2327,66,78,46,56,50,45,35,30,46,27,29,10,9,14,6,15,76,232310,74,85,65,22,73,43,23,73,66,45,71,64,62,74,78,32,30
2328,35,38,57,51,25,48,13,15,11,14,13,72,71,72,70,76,15,53110,26,71,27,14,12,22,16,75,31,23,13,35,25,15,66,67,15
2329,64,69,73,78,77,73,68,74,70,59,78,12,16,7,14,7,72,188791,71,58,76,78,63,74,68,74,77,80,66,62,54,71,68,76,65
2330,68,74,72,69,75,77,60,65,69,76,47,8,7,7,7,10,74,189303,36,71,55,72,33,76,74,67,68,77,29,73,70,40,77,65,67
2331,63,82,52,59,71,80,64,53,68,74,59,10,15,9,9,14,54,223608,67,73,76,67,49,53,81,84,80,70,57,64,86,64,67,68,59
2332,90,37,81,70,72,68,60,46,72,74,37,6,9,9,10,10,75,211321,24,85,36,56,15,72,71,78,62,72,15,90,71,17,70,56,60
2333,66,82,67,67,65,68,59,31,58,30,31,13,14,13,15,16,59,214394,78,83,65,39,75,32,60,73,70,53,70,61,90,76,70,65,22
2334,77,58,71,68,75,76,74,69,78,68,42,7,9,13,14,10,46,234618,20,45,62,72,20,61,76,72,74,75,26,74,81,30,64,66,64
2335,68,72,66,60,62,69,48,59,58,27,27,8,9,7,11,13,68,178042,78,84,54,37,76,37,35,70,58,62,74,68,68,78,72,34,22
2336,54,70,58,63,75,75,61,64,71,46,61,4,10,13,6,13,67,190330,73,67,76,69,58,51,61,71,78,61,64,66,78,68,77,71,51
2337,58,37,50,53,24,48,19,20,14,13,11,71,73,76,77,72,12,147579,22,69,20,12,11,18,18,74,29,16,17,55,38,11,70,47,13
2338,78,65,81,79,77,73,70,79,79,67,74,13,14,15,15,10,55,225403,45,58,73,65,30,60,68,67,74,76,45,78,72,55,60,73,64
2339,81,46,64,70,76,71,76,67,74,70,76,15,13,12,10,9,54,230267,38,67,59,52,39,57,74,74,76,52,41,77,48,52,52,73,67
2340,70,71,76,74,76,73,76,81,75,71,72,6,13,6,13,16,69,192635,48,60,74,77,30,59,68,75,76,79,34,63,71,41,62,74,66
2341,68,80+3,61,66,71,68,48,55,67,58,52,10,13,7,14,11,60,222844,76,57,75,77-2,76,60,55,69,74,78,67,68,66,73,76+2,62,76
2342,32,84,37,28,54,65,41,32,32,51,45,12,15,11,12,11,72,207997,73,68,62,31,73,42,30,70,63,54,64,37,65,78,92,42,66
2343,64,68,67,54,79,66,66,64,75,54,60,11,12,11,10,15,68,222077,75,59,72,72,64,60,54,66,78,76,68,68,78,72,65,75,64
2344,69,77,37,43,63,66,51,72,33,30,62,11,6,6,13,7,72,187517,76,65,64,36,76,68,20,69,62,71,72,66,71,75,80,51,38
2345,68,65,77,57,76,62,73,69,79,73,68,7,10,12,11,13,68,164478,48,70,59,71,28,66,74,75,70,76,33,71,62,40,72,60,72
2346,83,39,86,90,74,74,71,73,75,64,69,11,9,7,7,9,42,160127,36,66,60,56,31,68,72,80,75,59,33,75,68,24,33,74,74
2347,81,45,72,70,71,66,74,83,77,61,75,8,14,9,9,12,51,160128,45,55,61,62,23,71,76,77,72,57,22,71,66,21,67,77,55
2348,88,49,81,75,73,68,72,49,72,64,60,8,10,12,20,19,43,230272,66,53,58,66,55,53,77,81,70,63,57,82,76,58,60,71,58
2349,65,80,64,59,72,69,67,60,71,71+1,62,9,13,9,9,16,76,193408,35,75,59,71,25,66,74+3,72,69,77,40,73,76,42,83,65,73
2350,51,61,69,66,81,71,80,77,77,69,82,14,12,12,7,9,71,137089,67,72,68,74,53,74,70,69,80,77,68,48,67,58,66,75,81
2351,70,77,65,63,62,65,48,32,50,52,32,15,11,6,14,12,73,219777,74,82,64,56,74,46,25,66,66,65,76,68,67,74,77,54,54
2352,87,69,73,59,69,67,66,65,74,75,53,6,11,9,15,9,63,231041,24,78,55,72,20,72,72,71,62,79,23,89,84,25,79,59,75
2353,77,54,73,67,79,75,70,63,79,60,63,12,13,15,12,10,59,233601,33,51,64,65,43,65,73,63,76,62,46,74,72,44,68,74,61
2354,92,64,91,73,74,62,63,50,74,72,45,14,12,12,10,9,60,202882,34,90,47,64,17,56,71,72,62,85,19,94,67,23,71,38,64
2355,72,66,66,45,69,72,78,64,68,26,35,14,14,13,7,6,68,225410,72,64,68,41,66,31,58,66,68,59,74,82,88,74,79,58,37
2356,66,67,63,59,70,69,62,55,59,32,37,10,10,15,9,6,73,183426,76,69,65,29,75,55,46,73,73,54,75,72,72,74,68,59,49
2357,75,62,76,74,75,71,79,54,75,58,57,6,16,10,12,9,53,184706,46,73,75,71,71,58,70,76,75,67,69,72,64,72,70,74,62
2358,77,74,77,77,74,69,71,57,70,36,47,12,8,14,9,14,60,202115,64,67,64,43,75,60,56,74,69,66,77,74,78,76,65,56,49
2359,76,61,71,81,75,76,75,79,75,72,76,18,16,13,15,15,77,160132,22,74,64,77,24,65,72,70,73,72,22,69,72,24,64,76,61
2360,75,54,77,62,75,72,74,81,74,57,76,9,8,8,7,12,71,230276,54,56,73,75,33,69,73,78,75,71,21,67,67,29,74,75,55
2361,92,73,85,74,74,73,66,63,77,61,51,10,12,10,14,8,64,219525,34,72,65,71,18,69,69,70,72,68,18,88,76,17,59,70,65
2362,72,54,79,81,80,78,76,80,78,66,77,13,16,9,9,7,53,179591,43,67,69,74,40,72,68,65,70,74,35,70,65,41,56,78,64
2363,56,74,50,48,69,76,46,55,65,59,42,7,11,15,9,13,66,181383,74,43,70,68,66,44,67,71,74,74,65,55,87,80,86,68,59
2364,55,55,43,54,70,66,50,33,55,36,36,11,8,16,7,15,63,211592,75,78,70,35,72,51,26,70,76,55,75,52,75,81,81,34,37
2365,70,56,76,69,79,66,76,80,81,67,60,13,12,10,7,14,43,212616,28,58,71,77,38,56,64,66,78,78,43,69,63,46,66,70,47
2366,83,57,78,71,75,74,65,66,78,68,41,14,11,7,14,8,69,223624,20,55,65,67,22,71,69,70,69,71,21,86,76,15,53,69,53
2367,70,74,66,58,54,66,59,57,48,40,34,12,10,8,15,16,70,189576,68,82,52,34,75,41,39,62,65,22,79,77,66,77,76,44,44
2368,64,70,67,55,76,80,61,71,74,75,45,10,16,13,9,15,75,191625,27,73,63,66,22,76,75,71,68,73,28,52,70,34,81,66,72
2369,54,66,54,60,64,72,48,37,58,30,40,7,9,7,13,14,73,205194,77,82,52,32,71,47,30,67,67,53,73,63,60,75,76,55,49
2370,53,52,67,58,73,74,42,63,63,73,52,10,10,18,10,13,76,160138,20,62,53,72,12,76,74,67,71,86,10,56,60,18,88,65,77
2371,38,71,59,55,64,73,35,78,60,23,80,9,10,10,7,14,68,105866,79,71,70,80,77,70,33,69,66,84,74,55,56,76,75,34,30
2372,75,48,88,90,82,61,63,83,80,69,80,12,8,10,13,12,47,188554,33,78,71,68,26,69,61,70,74,59,23,74,74,28,58,72,62
2373,68,75,73,65,74,72,77,79,74,40,78,7,10,16,16,6,68,164491,74,71,73,66,75,65,67,72,75,74,74,68,75,73,76,70,65
2374,82,44,81,77,71,77,61,55,73,74,56,7,7,9,8,10,73,160140,44,56,52,71,23,72,71,77,61,70,24,83,59,25,66,55,76
2375,85,69,77,75,72,73,67,68,74,58,34,6,12,6,9,8,63,205965,73,75,68,68,68,47,59,74,70,67,75,78,84,72,72,48,48
2376,52,29,52,42,24,62,18,12,17,10,11,75,73,71,73,74,13,192397,29,62,31,18,19,23,10,68,33,24,17,56,32,11,68,43,18
2377,62,51,66,67,77,76,76,75,76,66,80,9,9,11,11,10,53,198031,57,46,75,83,42,74,72,73,77,84,44,64,52,57,60,77,72
2378,72,55,79,76,75,70,75,76,75,73,78,9,12,15,8,8,57,201103,46,55,72,71,46,68,67,68,75,78,39,75,64,48,65,75,63
2379,94,72,91,84,75,66,64,55,81,68,69,12,10,14,14,7,59,205711,36,70,48,56,27,60,69,75,68,65,40,90,69,44,57,65,60
2380,44,27,50,50,32,41,11,15,15,18,12,78,65,75,66,79,11,199568,11,80,37,18,13,30,8,76,34,43,11,44,30,11,32,47,15
2381,49,68,45,41,71,65,46,53,60,79,53,8,15,7,16,8,81,138384,26,31,37,71,28,81,82,72,58,77,22,53,63,37,92,58,74
2382,82,73,83,71,66,63,64,44,74,50,46,7,7,14,7,11,53,199057,70,70,69,42,69,41,55,69,73,51,75,81,90,73,65,62,53
2383,37,76,50,43,70,70,33,39,65,80,46,10,9,11,11,15,80,208017,40,75,44,74,26,76,75,75,69,79,25,38,79,35,90,62,73
2384,81,55,69,67,61,65,51,55,62,74,53,8,8,8,15,9,70,160146,31,71,52,77,12,77,77,75,67,81,12,78,61,12,78,51,76
2385,81,55,70,68,74,65,70,71,73,72,65,9,6,16,13,9,67,192146,47,63,74,66,43,70,68,68,75,60,55,79,66,59,65,73,65
2386,76,56,77,76,79,69,62,68,79,71,64,12,7,7,7,11,76,201363,26,86,51,66,20,65,77,68,70,70,26,79,69,28,66,60,68
2387,72,80,66,72,62,64,58,65,60,22,67,8,13,8,15,9,71,217235,74,91,53,59,74,45,42,69,59,57,73,71,73,75,77,39,30
2388,85,78,84,83,76,71,72,72,79,68,74,11,10,9,12,14,68,178323,40,82,62,69,32,70,68,67,71,72,32,83,70,38,68,74,66
2389,74,68,76,67,73,64,81,64,67,44,57,16,9,16,14,12,59,202646,71,72,66,61,73,55,61,57,70,79,69,78,87,74,57,53,40
2390,52,74,61,39,72,69,50,67,71,78,41,10,8,13,8,10,81,184982,20,77,54,57,22,73,72,71,75,72,18,70,62,24,75,74,66
2391,79,46,77,76,83,70,52,50,83,63,40,14,7,12,14,11,42,213655,24,50,57,54,29,56,68,72,80,67,23,78,70,26,72,75,48
