id,genres
27679,Comedy
27679,Crime
7012,TV Movie
7012,Science Fiction
7012,Drama
20545,Comedy
23096,Comedy
15251,Comedy
17435,Thriller
17435,Adventure
17435,Drama
78177,Drama
78177,Romance
11948,Drama
11948,History
15716,Comedy
15716,Music
15716,Romance
29173,Action
29173,Science Fiction
32689,Drama
32689,Comedy
32689,Crime
32689,Romance
21356,Action
21356,Adventure
21356,Animation
21356,Fantasy
21356,Science Fiction
42115,Drama
42115,Family
42115,Foreign
232,Action
232,Adventure
232,Crime
232,Drama
232,Romance
42116,Drama
42116,Foreign
42116,Romance
30707,Drama
12633,Action
12633,Crime
12633,Drama
12633,Thriller
47892,Horror
47892,Mystery
47892,Science Fiction
19258,Action
19258,Comedy
22998,Comedy
15301,Drama
15301,Fantasy
15301,Horror
15301,Science Fiction
15301,Thriller
29140,Crime
29140,Drama
29140,Mystery
29140,Romance
29140,Thriller
29140,Horror
28054,Drama
28054,Music
11609,Comedy
11609,Adventure
9041,Mystery
9041,Drama
31939,Drama
31939,Romance
63418,Drama
63418,Romance
42086,Comedy
42086,Drama
42086,Romance
13189,Drama
13189,Family
13189,Fantasy
13189,TV Movie
48677,Adventure
48677,Action
48677,Family
30278,Comedy
46088,Drama
46088,Thriller
19596,Music
19596,Comedy
19596,Drama
1884,Adventure
1884,Family
1884,Fantasy
1884,Science Fiction
1884,TV Movie
19621,Drama
19621,Action
19621,Thriller
19621,Crime
10179,Action
10179,Science Fiction
10179,Comedy
47874,Comedy
47874,Drama
47874,Romance
113784,
108241,Drama
108241,Comedy
27102,Drama
27102,Romance
47359,Drama
47359,Romance
27414,Thriller
27414,Horror
33138,Documentary
25425,Action
25425,Comedy
8221,Drama
8221,Comedy
17663,Drama
17663,Family
8868,Comedy
8868,Animation
8868,Family
8868,Adventure
29903,Adventure
29903,Fantasy
29903,Action
29903,Science Fiction
92802,Comedy
54407,Comedy
54407,Drama
54407,Romance
41243,Comedy
41243,Romance
41243,Science Fiction
12615,Drama
14029,Horror
10372,Adventure
40929,Comedy
40929,Drama
40929,Romance
67342,Action
67342,Comedy
67342,Horror
9056,Action
9056,Crime
9056,Thriller
27064,Drama
51878,Action
51878,Comedy
62429,Animation
62429,Family
10176,Drama
10176,Science Fiction
10176,Thriller
9080,Comedy
9080,Adventure
18502,Horror
18502,Comedy
18502,Science Fiction
31600,Drama
31600,Action
41205,Drama
41205,War
30069,Drama
30069,Romance
16082,Drama
16082,Thriller
14670,Drama
9318,Family
9318,Animation
9318,Adventure
9318,Comedy
30653,Comedy
26555,Comedy
26555,Drama
26555,Romance
47340,Action
47340,Drama
47340,Horror
47340,Science Fiction
47340,Thriller
10570,Comedy
42021,Romance
42021,Comedy
42021,Drama
65326,Comedy
65326,Drama
65326,Romance
24657,Drama
53157,TV Movie
53157,Action
53157,Adventure
53157,Drama
41480,Documentary
36677,Science Fiction
11471,Action
11471,Crime
11471,Drama
21733,Action
21733,Comedy
21733,Romance
17421,Animation
17421,Action
17421,Thriller
17421,Science Fiction
17421,Family
22572,Action
22572,Comedy
22572,Horror
22572,Science Fiction
49964,Drama
41076,Comedy
4043,Comedy
4043,Drama
4043,Romance
27342,Action
27342,Thriller
2172,Adventure
8852,Horror
30421,Fantasy
30421,Action
60631,Thriller
60631,Crime
60631,Drama
96333,Drama
49815,Drama
18305,Action
18305,Crime
18305,Thriller
92663,Drama
92663,Music
92663,Science Fiction
8677,Action
8677,Drama
8677,Mystery
8677,Thriller
26369,Horror
26369,Comedy
26369,Adventure
11513,Adventure
11513,Drama
40844,Documentary
49314,Drama
41959,Horror
41959,Thriller
16296,Comedy
16296,Horror
16296,Science Fiction
13192,Fantasy
13192,Music
18917,Animation
18917,Comedy
18917,Fantasy
18917,Horror
116345,Drama
48309,Crime
48309,Drama
48309,Horror
48309,Thriller
93457,Drama
41967,Fantasy
41967,Horror
47795,Drama
4271,Comedy
41949,Drama
41949,Foreign
114524,History
114524,Documentary
16859,Animation
16859,Adventure
16859,Drama
16859,Fantasy
38695,Crime
38695,Drama
2927,Science Fiction
41939,Drama
41939,Foreign
85556,Drama
119324,Crime
26936,Crime
26936,Action
26936,Comedy
25943,Fantasy
25943,Comedy
25943,Science Fiction
71373,Mystery
71373,Thriller
71373,Fantasy
71373,Horror
9768,Comedy
9768,Music
11909,Thriller
11909,Crime
11909,Drama
60778,Action
60778,Adventure
60778,Comedy
60778,Thriller
27274,Comedy
27274,Horror
27274,Science Fiction
110838,Drama
10485,Comedy
10485,Family
10485,Fantasy
9569,Action
9569,Thriller
22189,Drama
22189,Romance
71805,Adventure
71805,Family
7975,Comedy
7975,Drama
41821,Drama
41821,Romance
21344,Drama
21344,Crime
21344,History
9399,Action
9399,Thriller
31597,Action
31597,Thriller
31597,Crime
31597,Mystery
30017,Crime
30017,Documentary
30017,Drama
11131,Comedy
14571,Action
14571,Animation
14571,Science Fiction
21168,Drama
21168,Horror
21168,Thriller
59058,Comedy
59058,Drama
1662,Drama
1662,Action
1662,Thriller
1662,Crime
6444,Comedy
6444,Drama
71642,War
71642,Drama
31923,Drama
31923,Comedy
20562,Documentary
20562,Foreign
18311,Crime
18311,Drama
18311,Romance
48448,Drama
1483,Fantasy
1483,Horror
41783,Drama
41783,Foreign
28553,Drama
58648,Drama
36337,Crime
68773,Action
68773,Comedy
68773,Crime
68773,Science Fiction
25330,Comedy
22423,Drama
22423,Thriller
4539,Documentary
22792,Comedy
22828,Drama
22828,Crime
12776,Comedy
31696,Mystery
31696,Thriller
31696,Crime
17467,Comedy
17467,Action
17467,Thriller
36351,Drama
36351,Crime
47252,Comedy
47252,Crime
34376,Fantasy
34376,Comedy
34376,Science Fiction
34376,Romance
15080,Animation
15080,Drama
15080,Romance
39233,Comedy
39233,Drama
39233,Romance
6463,Comedy
6463,Drama
14362,Action
14362,Thriller
14362,Crime
5048,Drama
5048,Fantasy
9588,Romance
9588,Action
9588,Adventure
9588,Western
9588,Drama
41792,Drama
41792,Comedy
25674,Drama
25674,Romance
53688,
21338,Action
21338,Crime
21338,Thriller
123778,Drama
94666,Comedy
94666,Drama
94666,Romance
41804,Drama
41804,Romance
41804,History
147164,History
147164,Drama
23438,Drama
23438,Family
215993,Drama
215993,Crime
215993,TV Movie
97044,Documentary
97044,Foreign
29904,Action
29904,Adventure
29904,Fantasy
13995,Action
13995,Science Fiction
13995,War
11198,Action
11198,Adventure
11198,Comedy
11198,Romance
41678,Comedy
41678,Drama
75145,Drama
186809,Drama
19143,Action
19143,Comedy
19143,Drama
27381,Comedy
27381,Horror
27381,Thriller
27381,Crime
45145,Comedy
45145,Romance
11621,Comedy
11621,Animation
11621,Adventure
47714,Drama
19087,Comedy
19087,Family
40082,Drama
40082,Music
36288,Thriller
36288,Comedy
36288,Crime
36288,Drama
38143,Comedy
38143,Drama
31962,Drama
31962,Romance
31962,Thriller
22590,Action
22590,Adventure
22590,Drama
22590,Family
41777,Comedy
48150,Drama
48150,Romance
41778,Documentary
40213,Action
83761,Adventure
83761,Drama
34683,Comedy
47350,Drama
47350,Western
25684,Action
25684,Thriller
5051,Drama
5051,History
14135,Crime
14135,Drama
18817,Adventure
18817,Fantasy
18817,Drama
18817,Action
18817,Science Fiction
27678,Comedy
27678,Drama
83599,Comedy
83599,Drama
83599,Romance
16437,Action
16437,Adventure
16437,Science Fiction
251732,
17811,Adventure
17811,Action
17811,Comedy
17811,Foreign
12088,Action
12088,Thriller
12088,Science Fiction
96712,Mystery
96712,Drama
96712,War
48706,Adventure
48706,Action
48706,Comedy
47105,Music
47105,Documentary
30366,Adventure
30366,Comedy
30366,Music
19371,Family
19371,Comedy
19371,Action
41661,Romance
41661,Comedy
41661,Drama
35610,Science Fiction
67595,Comedy
67595,Drama
12664,Comedy
12664,Drama
7500,Action
7500,Crime
7500,Thriller
20339,Comedy
11143,Action
11143,Comedy
11143,Drama
11143,Thriller
5187,Comedy
5187,Drama
5187,Romance
13519,Adventure
13519,Drama
13519,Fantasy
13519,Horror
32764,Drama
26877,Action
26877,Crime
26877,Romance
59051,Horror
59051,Romance
18998,Action
18998,Adventure
18998,Science Fiction
18998,Thriller
18392,Horror
18392,Thriller
8983,Animation
8983,Mystery
8983,Thriller
41578,Comedy
41578,Romance
17796,Comedy
63097,Crime
63097,Drama
17809,Action
271304,Romance
271304,Comedy
18837,Action
18837,Adventure
18837,Animation
18837,Science Fiction
11067,Comedy
10486,Comedy
10486,Family
10486,Romance
58416,Comedy
58416,Romance
35977,Horror
19223,Crime
19223,Thriller
54804,Comedy
54804,Foreign
18674,Drama
18674,Action
18674,Thriller
152426,Drama
152426,Horror
152426,Science Fiction
152426,Mystery
152426,Thriller
57221,Horror
57221,Action
57221,Comedy
26830,Action
26830,Crime
26830,Foreign
26830,Thriller
51038,
30718,Adventure
30718,Mystery
30718,Thriller
30718,Western
37797,Animation
37797,Drama
37797,Family
37062,Mystery
37062,Drama
37062,Thriller
18665,Action
18665,Comedy
12613,Animation
12613,Action
21846,Documentary
16233,Comedy
16233,Drama
16233,Romance
16233,Thriller
13063,Comedy
13063,History
13063,Horror
37563,Comedy
37563,Drama
37563,Romance
63054,Documentary
41343,Comedy
27318,Fantasy
27318,Horror
27318,Comedy
16003,Thriller
16003,Crime
16003,Mystery
8214,Drama
30330,Comedy
30330,Drama
29927,Drama
29927,War
48709,Comedy
48709,Drama
48709,Romance
37431,Action
37431,Crime
37431,Thriller
100167,Drama
2061,Action
2061,Crime
2061,Drama
2061,Thriller
11210,Action
11210,Adventure
11210,Drama
148478,Drama
27994,Action
27994,Comedy
27994,Fantasy
2460,Drama
2460,Romance
2460,Science Fiction
12254,TV Movie
12254,Comedy
12254,Drama
12254,Romance
55902,Action
55902,Thriller
74097,Comedy
16992,Drama
16992,Romance
9956,Drama
36702,Drama
134458,Action
134458,Thriller
26124,Crime
26124,Drama
26124,Thriller
9092,Fantasy
9092,Horror
18415,Drama
17629,Action
17629,Thriller
116008,Comedy
116008,Drama
37517,Crime
37517,Drama
37673,Drama
37673,History
26103,Action
26103,Adventure
26103,Crime
26103,Thriller
44641,Action
44641,Drama
44641,Foreign
44641,Thriller
8765,Thriller
8765,Fantasy
8765,Science Fiction
9845,Action
9845,Thriller
26644,Mystery
26644,Fantasy
26644,Drama
36221,Crime
36221,Drama
36221,Action
26215,Horror
26215,Thriller
64559,Comedy
64559,Crime
64559,Thriller
28123,Thriller
35638,Documentary
9732,Animation
9732,Family
9732,Adventure
86913,Comedy
86913,Romance
30983,Documentary
30983,Drama
5470,Action
5470,Science Fiction
5470,Thriller
5470,Adventure
5470,Horror
5470,Fantasy
10213,Western
10213,Horror
10213,Thriller
19846,Drama
50008,History
50008,Drama
12095,Crime
12095,Action
12095,Horror
12095,Thriller
1283,Comedy
1283,Crime
35016,Comedy
35016,Romance
95136,Comedy
95136,Drama
44625,Drama
44625,Horror
44625,Mystery
44625,Thriller
36282,Action
36282,Thriller
36282,Crime
36282,Foreign
14533,Drama
14533,Romance
9812,Drama
9812,Action
9812,Crime
9812,Thriller
41992,Fantasy
41992,Drama
41992,Family
88421,Documentary
8697,Adventure
8697,Action
8697,Comedy
8697,Thriller
22140,Horror
22140,Mystery
7096,Adventure
7096,Drama
7096,Fantasy
21039,Drama
19850,TV Movie
19850,Drama
19850,Comedy
17263,Action
17263,Crime
17263,Thriller
344,Crime
344,Action
344,Comedy
15805,Animation
15805,Action
15805,Crime
14439,Comedy
14439,Drama
14439,War
41227,Documentary
13428,Comedy
13428,Crime
13428,Thriller
27260,Science Fiction
27260,TV Movie
11508,Comedy
11508,Family
11508,Fantasy
11508,Thriller
11508,TV Movie
67899,Drama
67899,Action
67899,Comedy
67899,Crime
36105,Drama
36105,Romance
47186,Drama
50173,Horror
50173,Drama
57644,Documentary
57644,Music
46817,Mystery
46817,Drama
45935,Drama
47060,Drama
47060,Fantasy
47060,Romance
84002,Comedy
84002,Drama
9943,Comedy
23356,Fantasy
23356,Action
23356,Western
23356,Science Fiction
55257,Romance
55257,Comedy
55257,Drama
2487,Action
2487,Drama
2487,Thriller
38821,Drama
38821,Action
10429,Action
10429,Thriller
17985,Drama
17985,Horror
17985,Thriller
21210,Drama
21210,Romance
54860,Action
54860,Thriller
9597,Fantasy
9597,Action
9597,Thriller
9597,Crime
9597,Science Fiction
9597,Mystery
21644,Drama
21644,Foreign
12485,Fantasy
12485,Horror
49745,Horror
49745,Mystery
49745,Thriller
62825,Music
62825,Comedy
17074,Action
17074,Animation
18491,Animation
18491,Drama
18491,Science Fiction
175739,
13777,Comedy
11854,Drama
11854,Romance
87489,Documentary
33491,Comedy
33491,Drama
33491,Romance
12619,Mystery
12619,Horror
12619,Thriller
39927,Comedy
39927,Crime
39927,Drama
24272,Music
29587,Music
29587,Documentary
29587,TV Movie
3716,Adventure
3716,Comedy
3716,Romance
11944,Drama
11944,History
21348,Fantasy
21348,Adventure
21348,Animation
21348,Family
15319,Drama
9011,Fantasy
9011,Horror
9011,Thriller
2332,Action
2332,Comedy
2332,Crime
54003,Thriller
54003,Action
54003,Drama
54003,Crime
20882,Comedy
10205,Comedy
10205,Foreign
10205,Horror
10205,Thriller
40476,Drama
40476,Romance
40476,Foreign
18394,Crime
18394,Thriller
31774,Comedy
31774,Thriller
31774,Mystery
35735,
38203,Drama
38203,Comedy
19362,Music
19362,Documentary
5458,Drama
5458,Romance
5458,Thriller
31161,Comedy
31161,Crime
31161,Romance
31161,Foreign
65296,Drama
32067,Drama
32067,Action
32067,Comedy
32067,Thriller
32067,Romance
32306,Comedy
66668,Comedy
66668,Romance
72490,Drama
72490,Thriller
10482,Comedy
107942,Drama
28031,Romance
28031,Drama
54491,Animation
54491,Family
110147,Adventure
110147,Comedy
110147,Family
110147,Fantasy
110147,Mystery
110147,Romance
15653,Animation
15653,Family
15653,Comedy
43423,Drama
12480,Drama
12480,Romance
13439,Western
13439,Drama
13439,Foreign
13439,History
844,Fantasy
844,Drama
844,Science Fiction
844,Romance
29512,Mystery
29512,Horror
97206,Drama
97206,Horror
97206,Thriller
97206,Mystery
101338,Drama
101338,Foreign
23985,Drama
2463,Drama
2463,Action
2463,Thriller
2463,Crime
16874,Comedy
274669,Thriller
32166,Horror
32166,Mystery
32166,Thriller
204839,Horror
38987,Mystery
38987,Science Fiction
38987,Drama
9439,Horror
9439,Thriller
52666,Drama
52666,Thriller
52666,Crime
52666,Foreign
71138,Crime
39872,Action
39872,Crime
39872,Drama
39872,Thriller
53048,Comedy
53048,Drama
22616,
20160,Romance
28943,Drama
28943,Action
28943,Crime
16234,Animation
16234,Family
82550,Drama
11599,Drama
11599,Foreign
11599,Romance
33253,Comedy
33253,Crime
33253,Thriller
11075,Mystery
11075,Drama
11075,Horror
11075,Thriller
16171,Comedy
16171,Drama
16171,Fantasy
16171,Mystery
33355,Documentary
33355,Drama
49671,History
49671,Documentary
15917,Drama
15917,Romance
10706,Horror
10706,Science Fiction
10706,Thriller
36246,Comedy
36246,Crime
36246,Action
36246,Thriller
17208,Documentary
26245,Horror
62529,Documentary
467,Crime
467,Drama
467,Horror
467,Thriller
25988,Drama
25988,Romance
73952,Action
73952,Drama
73952,Mystery
73952,Thriller
19738,Animation
19738,Fantasy
19738,Action
16435,Comedy
16435,Romance
26014,Comedy
26014,Romance
45418,Drama
45418,Comedy
45418,Romance
45418,Foreign
15024,Drama
15024,Fantasy
11366,Mystery
11366,Fantasy
11366,Horror
89823,
10751,Action
10751,Comedy
10751,Crime
10751,Thriller
38294,Comedy
38294,Drama
18836,Drama
18836,Crime
10757,Comedy
10757,Drama
55256,Drama
55256,Romance
23160,Drama
2899,Family
2899,Fantasy
2899,Comedy
2899,Adventure
44756,Animation
44756,Comedy
18088,Comedy
18088,Romance
31010,TV Movie
31010,Drama
31010,History
31010,War
20536,Drama
20536,History
3577,Drama
3577,Thriller
27259,Horror
27259,Thriller
19448,Crime
19448,Drama
14923,Comedy
32248,Action
32248,History
47115,Drama
2440,War
2440,Drama
2440,Thriller
10836,Fantasy
10836,Horror
10836,Thriller
10955,Crime
10955,Thriller
12900,Drama
12900,History
37998,Drama
37998,Foreign
37998,Horror
37998,Thriller
10978,Comedy
10978,Drama
81540,Comedy
81540,Drama
81540,Romance
40096,Adventure
40096,Comedy
40096,Drama
11847,Action
11847,Comedy
11847,Thriller
52999,Mystery
52999,Drama
52999,Crime
41714,Drama
11056,Horror
27967,Drama
919,Fantasy
919,Animation
919,Horror
919,Comedy
919,Thriller
919,Science Fiction
57558,Comedy
57558,Drama
57558,Foreign
13437,Action
13437,Comedy
13437,Crime
55852,Documentary
55852,Romance
211,Comedy
211,Drama
10046,Western
27245,Fantasy
27245,Drama
27245,Science Fiction
27245,Thriller
6382,Comedy
6382,Foreign
36243,Adventure
36243,Action
36243,Drama
36243,Fantasy
45538,Documentary
48843,Horror
22242,Crime
22242,Comedy
22242,Drama
22242,Thriller
50467,Comedy
50467,Drama
50467,Romance
50467,Thriller
16077,Horror
16077,Thriller
58255,Action
58255,Comedy
2191,Thriller
2191,Drama
2191,Science Fiction
11553,Drama
29832,Comedy
10726,Horror
10726,Thriller
57100,Horror
57100,Action
57100,Thriller
57100,Mystery
57100,Foreign
44793,Drama
44793,Romance
35110,Action
35110,Science Fiction
9298,Comedy
89591,Thriller
13899,Crime
13899,Drama
13899,Thriller
437,Thriller
437,Science Fiction
437,Mystery
38901,Comedy
38901,Drama
37712,Drama
37712,Action
37712,Thriller
37712,Crime
37712,Foreign
37266,Drama
14809,Action
14809,Comedy
14809,Crime
27324,Horror
27324,Thriller
33625,Action
33625,Crime
33625,Drama
33625,Mystery
33625,Thriller
35583,History
35583,Drama
35583,War
35848,Crime
35848,Drama
35848,Foreign
35848,Mystery
4592,Comedy
4592,Romance
71099,Drama
9025,Drama
2111,Drama
2111,Foreign
14752,Drama
14752,Romance
11178,Drama
11178,Comedy
11178,Romance
10943,Horror
10943,Thriller
125842,Drama
100973,Drama
100973,Thriller
21707,Action
21707,Comedy
10981,Comedy
10981,Fantasy
10981,Science Fiction
10918,Comedy
10918,Romance
30839,Comedy
4612,Action
36222,Action
36222,Comedy
36222,Family
36222,Foreign
36222,Science Fiction
33068,Documentary
13984,Comedy
13984,Music
16184,Horror
16184,Comedy
16184,Drama
53244,Comedy
53244,Drama
14868,Family
14868,Comedy
36353,Drama
36353,Foreign
36353,Mystery
36353,Thriller
97754,Drama
97754,Comedy
97754,Foreign
11427,Mystery
11427,Horror
11427,Thriller
18072,Drama
4689,Action
4689,Drama
4689,Thriller
16209,Action
16209,Comedy
16209,Horror
45379,Action
45379,Comedy
45379,Romance
18248,Action
18248,Thriller
8441,Drama
8441,Crime
12720,Drama
12720,Horror
12720,Thriller
21041,Action
21041,Thriller
5552,Drama
5552,Action
5552,Science Fiction
8325,Comedy
8325,Drama
8325,Romance
10077,Thriller
10077,Science Fiction
10077,Adventure
10077,Action
11430,Animation
11430,Comedy
11430,Family
31076,Drama
31076,Comedy
31076,Foreign
28730,Drama
28730,Thriller
40432,Family
40432,Comedy
40432,Drama
26955,Drama
26955,Romance
23986,Drama
4326,Comedy
4326,Drama
16132,Romance
16132,Drama
16132,History
36730,Drama
36730,Mystery
55496,Comedy
30806,Action
30806,Thriller
20164,Action
20164,Drama
20164,Comedy
38970,Drama
38970,Comedy
38970,Romance
32526,Drama
32526,Romance
32526,Crime
26491,Drama
26491,Romance
15271,Comedy
45572,Action
45572,Comedy
45572,Science Fiction
22076,Science Fiction
16973,Comedy
16973,Drama
16973,Horror
16973,Romance
16973,Thriller
55931,Animation
55931,Science Fiction
12703,Drama
32250,Horror
44203,Horror
46814,Drama
46814,Family
9282,Crime
9282,Drama
9282,Thriller
5844,Action
5844,Drama
5844,Science Fiction
5844,Thriller
5844,Horror
61485,Drama
61485,Romance
10891,Action
10891,Comedy
10891,Horror
10891,Western
25334,Drama
25334,Foreign
12540,Comedy
60672,Action
60672,Thriller
60672,Crime
24241,Drama
24241,History
24241,War
24241,Western
11556,Drama
11556,Action
11556,Comedy
11556,Thriller
49007,Drama
11197,Drama
14245,Action
27079,Drama
27079,Action
3177,Action
3177,Thriller
19277,Action
19277,Drama
19277,Thriller
11774,Adventure
11774,Comedy
11774,Family
10855,Action
10855,Drama
10855,Thriller
16765,Documentary
4972,Comedy
54764,Comedy
120360,Documentary
20162,Drama
20162,Romance
2841,Drama
11606,Drama
11606,Action
11606,Thriller
189332,Thriller
363,Drama
363,Romance
12140,Animation
12140,Drama
12140,Science Fiction
4254,Comedy
4254,Drama
15370,Adventure
15370,Fantasy
15370,Animation
15370,Drama
15370,Family
16635,Romance
16635,Drama
23520,Action
23520,Drama
23520,Thriller
1418,Drama
15990,Science Fiction
15990,Animation
11492,Drama
11492,Thriller
12496,Action
12496,Drama
12496,Romance
17457,Action
17457,Comedy
17457,Horror
22618,Drama
22618,Comedy
29987,Drama
29987,Romance
10361,Drama
10361,Horror
36763,Horror
36763,Drama
36763,Mystery
36763,Thriller
41070,Adventure
41070,Horror
41070,Mystery
41070,Thriller
14527,Action
12542,Action
12542,Thriller
32276,Documentary
100594,Action
100594,Horror
100594,Science Fiction
14455,Action
14455,Drama
14455,History
25757,Action
25757,Comedy
25757,Thriller
24092,Comedy
24092,Drama
24092,Horror
24092,Thriller
20357,Drama
20357,Mystery
20357,Thriller
20357,Horror
21200,Drama
21200,Romance
40876,Drama
40876,Romance
95536,War
95536,Comedy
95536,Drama
95536,History
11838,Horror
670,Drama
670,Thriller
670,Mystery
670,Action
25500,Thriller
25500,Mystery
25500,Crime
85873,Horror
85873,Mystery
85873,Science Fiction
12583,Drama
12583,Horror
21513,Horror
21513,Action
21513,Thriller
21513,Science Fiction
21513,Foreign
12608,Comedy
12608,Thriller
14190,Comedy
14190,Foreign
14190,Crime
14190,Drama
49681,Drama
49681,Foreign
9694,Horror
9694,Thriller
12802,Comedy
12802,Drama
12802,Romance
22537,Action
22537,Animation
22537,Adventure
22537,Fantasy
9667,Drama
9667,Mystery
9667,Thriller
9667,Fantasy
13373,Comedy
13373,Crime
13373,Drama
37209,Comedy
37209,Drama
37209,Fantasy
37209,Music
10304,Adventure
10304,Horror
10304,Action
10304,Science Fiction
40823,Romance
40823,Comedy
40823,Drama
9666,Horror
9666,Thriller
13371,Comedy
11049,Science Fiction
11049,Music
11049,Animation
9316,Action
9316,Thriller
11647,Drama
11647,Action
11647,Thriller
11647,Crime
1913,Drama
45693,Romance
45693,Comedy
2539,Comedy
15177,Comedy
15177,Drama
15177,Foreign
15177,Romance
14770,Documentary
14770,History
14770,Music
5528,Drama
10105,Action
10105,Adventure
10105,Drama
10105,History
10105,War
38398,Comedy
38398,Romance
1114,Documentary
1114,Drama
179,Crime
179,Thriller
83,Drama
83,Thriller
12653,Action
12653,Horror
32233,Thriller
32233,Action
32233,Drama
55177,Comedy
14310,Crime
14310,Drama
14310,Action
24860,Crime
24860,Drama
24860,Thriller
24860,Action
26766,Documentary
24747,Drama
4836,Drama
4836,Thriller
4836,Crime
18711,Comedy
18711,Drama
18711,Mystery
18711,Thriller
11190,Thriller
11190,Drama
11190,Mystery
37918,Documentary
11866,Action
11866,Adventure
11866,Drama
11866,Thriller
12281,Crime
12281,Drama
10320,Drama
10320,Horror
10320,Thriller
16427,Comedy
30973,Drama
30973,History
12086,Drama
12086,Foreign
11420,Documentary
57337,Documentary
57337,Foreign
81792,Drama
81792,Romance
81792,Foreign
3396,Comedy
3396,Documentary
1404,Drama
62276,Action
62276,Crime
464,Romance
464,Drama
464,Comedy
464,Music
40974,Drama
40974,Foreign
40974,Romance
59196,Documentary
20912,Comedy
20912,Drama
5889,Adventure
5889,Drama
5889,Action
5889,Thriller
5889,Romance
1126,Drama
1126,Thriller
10296,Drama
11658,Action
11658,Adventure
11658,Drama
11658,History
11658,War
20544,TV Movie
20544,Drama
11401,Documentary
11401,Music
19423,Comedy
31781,Crime
31781,Drama
9483,Comedy
9483,Drama
9483,Foreign
1392,Documentary
1843,Documentary
1843,Music
33102,Action
33102,Comedy
33102,Science Fiction
291,Documentary
88138,Drama
28105,Documentary
5460,Drama
5460,Thriller
5460,Romance
51363,Drama
51363,Thriller
51363,Romance
16843,Horror
4896,Comedy
4896,Drama
8357,Documentary
24674,Thriller
24674,Horror
3509,Animation
3509,Science Fiction
3509,Thriller
11662,Drama
11662,Horror
11662,Science Fiction
10103,Comedy
10103,Drama
33150,Documentary
13372,Documentary
36678,Documentary
21754,Documentary
23319,Comedy
41171,Drama
41171,Romance
23592,Action
23592,Drama
23592,War
23592,Thriller
47614,Drama
47614,Foreign
47614,Romance
986,Comedy
986,Drama
986,History
70,Drama
31713,Action
31713,Crime
31713,Drama
31713,Mystery
31713,Thriller
32041,Action
32041,Drama
32041,War
55309,Drama
38724,Drama
12487,Action
12487,Crime
12487,Thriller
12487,Horror
56616,Comedy
56616,Drama
56616,Foreign
205,Drama
205,History
205,War
150523,
46761,Comedy
46761,Drama
46761,Thriller
43872,Comedy
43872,Music
5183,Comedy
5183,Drama
28055,Horror
28055,Mystery
28055,Thriller
12597,Crime
12597,Horror
12597,Thriller
12597,Mystery
118,Adventure
118,Comedy
118,Family
118,Fantasy
113213,Drama
113213,Mystery
113213,Thriller
62143,Crime
62143,Comedy
62143,Adventure
1280,Drama
1280,Romance
1280,Crime
88288,Comedy
421,Adventure
421,Comedy
421,Drama
2567,Drama
9833,Music
9833,Thriller
9833,Drama
9833,Romance
6478,Drama
6478,Music
9692,Drama
1901,Comedy
1901,Drama
1901,Romance
693,Comedy
693,Romance
842,Drama
842,History
842,Thriller
9953,Drama
11162,Drama
11162,Romance
54291,Drama
54291,Foreign
54291,Romance
57564,Drama
15401,Action
15401,Adventure
14604,Comedy
26275,Comedy
26275,Science Fiction
15045,Comedy
15045,Drama
15045,Family
42420,Drama
42420,Foreign
1853,Documentary
11804,Drama
11804,Horror
11804,Thriller
19803,Action
19803,Comedy
11354,Comedy
11354,Drama
41613,Drama
61049,Action
61049,Western
41384,Music
41384,Documentary
14677,Action
14677,Drama
14677,Western
61988,Action
61988,Adventure
61988,Drama
61988,Romance
93462,Comedy
46021,Romance
46021,Drama
40881,Comedy
40881,Drama
40881,Romance
40881,Thriller
147747,Mystery
147747,Drama
47876,Comedy
47876,Drama
47876,Family
47876,Romance
43150,Drama
43150,Family
43150,Comedy
66600,Comedy
66600,Romance
64334,Drama
75976,Documentary
69234,Drama
69234,Horror
69234,Music
69234,Romance
69234,TV Movie
69234,Drama
69234,Horror
69234,Music
69234,Romance
69234,TV Movie
43442,Drama
43442,Family
25033,Horror
25033,Thriller
21259,Action
21259,Drama
21259,Science Fiction
33766,Drama
33766,Romance
220690,Drama
22301,Action
22301,Drama
22301,History
21030,Comedy
79008,Comedy
120328,Comedy
120328,Drama
120328,Thriller
95466,Drama
26426,Crime
26426,Mystery
26426,Thriller
18627,Science Fiction
39472,Comedy
39472,Romance
34326,Action
34326,Drama
34326,Crime
10630,Drama
18927,Action
18927,Crime
18927,Drama
42257,Drama
42257,Romance
59143,Drama
59143,Action
59143,Crime
74122,Drama
58097,War
58097,Drama
58097,History
25350,Comedy
25350,Drama
16442,Action
16442,Drama
16442,History
16442,War
7229,Comedy
7229,Crime
12576,Drama
12576,Horror
12576,Thriller
12576,War
42223,Drama
20719,Comedy
16220,Animation
16220,Fantasy
16220,Science Fiction
23832,Adventure
23832,Comedy
54794,Drama
54794,Foreign
33475,Comedy
33475,Horror
33472,Comedy
33472,Fantasy
33472,Science Fiction
33477,Comedy
33477,Horror
10609,Drama
10609,Comedy
10609,Romance
2091,Crime
2091,Thriller
11633,Animation
11633,Action
11633,Science Fiction
35031,Drama
35031,Comedy
12127,Adventure
12127,Family
11626,Family
13563,Comedy
13563,Romance
36430,Action
36430,Thriller
9947,Action
9947,Fantasy
6439,Comedy
7214,Drama
