id,cast
9404,Bill Tung
9404,Jackson Liu
85242,Denis Leary
85242,Joe Mantegna
85242,Annabella Sciorra
9622,Chris Farley
9622,Nicollette Sheridan
9622,Robin Shou
8860,Eddie Murphy
8860,Kim Miyori
8860,Art Evans
197537,Gérard Depardieu
197537,Nathalie Baye
197537,Didier Bourdon
66597,[]
14832,Andrew Robertson
14832,Charlotte Gainsbourg
14832,Alice Coulthard
9619,Pierce Brosnan
9619,Linda Hamilton
9619,Jamie Renée Smith
40506,[]
31000,Samuel L. Jackson
31000,Michael Lerner
31000,Margaret Colin
4104,Johnny Depp
4104,Mary Stuart Masterson
4104,Aidan Quinn
26306,Jared Leto
26306,R. Lee Ermey
26306,Ed O'Neill
203829,[]
43775,Carlos Cruz 
43775,Raúl Eguren 
43775,Pedro Fernández 
14908,Tom Arnold
14908,Dean Stockwell
14908,Debra Messing
784,Andrei Chalimon
784,Zdeněk Svěrák
784,Libuše Šafránková
12489,Tupac Amaru Shakur
12489,Tim Roth
12489,Thandie Newton
168283,[]
16448,Christopher Guest
16448,Eugene Levy
16448,Fred Willard
55936,Oleg Menshikov
55936,Sergei Bodrov Jr.
55936,Jemal Sikharulidze
17894,Timothy Dalton
17894,Fran Drescher
17894,Michael Lerner
28059,Jayce Bartok
28059,Amie Carey
28059,Nicky Katt
58911,Aden Young
58911,Saffron Burrows
58911,Simon Bossell
17949,John Leguizamo
17949,Jeffrey Jones
17949,Edoardo Ballerini
1968,Matthew Perry
1968,Salma Hayek
1968,Jon Tenney
61563,LL Cool J
61563,Gina Gershon
61563,Conchata Ferrell
66,Clint Eastwood
66,Gene Hackman
66,Ed Harris
20735,Christina Ricci
20735,Doug E. Doug
20735,Dean Jones
11419,Chevy Chase
11419,Beverly D'Angelo
11419,Randy Quaid
333165,[]
25796,Dennis Farina
25796,Paula Marshall
25796,Danny Nucci
638,Bill Pullman
638,Patricia Arquette
638,John Roselius
25624,Ving Rhames
25624,Jon Voight
25624,Don Cheadle
9366,Johnny Depp
9366,Al Pacino
9366,Michael Madsen
60083,[]
21915,Jamie Foxx
21915,Tommy Davidson
21915,Vivica A. Fox
90928,[]
50091,[]
18420,Harvey Keitel
18420,Timothy Hutton
18420,Stephen Dorff
19952,Dean Cain
19952,Andy Dick
19952,Sean Patrick Flanery
9446,Tim Allen
9446,Martin Short
9446,JoBeth Williams
28005,Indira Varma
28005,Sarita Choudhury
28005,Ramon Tikaram
9403,Howard Stern
9403,Mary McCormack
9403,Kelly Bishop
27322,[]
10003,Val Kilmer
10003,Elisabeth Shue
10003,Rade Serbedzija
9311,Julia Ormond
9311,Gabriel Byrne
9311,Richard Harris
11844,Colm Meaney
11844,Donal O'Kelly
11844,Ger Ryan
884,James Spader
884,Deborah Kara Unger
884,Holly Hunter
49806,Stanley Tucci
49806,Hope Davis
49806,Parker Posey
1624,Jim Carrey
1624,Maura Tierney
1624,Cary Elwes
88423,[]
16052,Jennifer Lopez
16052,Edward James Olmos
16052,Constance Marie
4477,Harrison Ford
4477,Brad Pitt
4477,Margaret Colin
24662,Scott Bakula
24662,Jasmine Guy
24662,Natalie Cole
18423,Halle Berry
18423,Martin Landau
18423,Ian Richardson
76996,Matt Day
76996,Matthew Dyktynski
76996,Alice Garner
6499,Johnny Yong Bosch
6499,Nakia Burrise
6499,Jason David Frank
50512,[]
9405,Jean-Claude Van Damme
9405,Dennis Rodman
9405,Mickey Rourke
12723,Joaquin Phoenix
12723,Liv Tyler
12723,Jennifer Connelly
9360,Jennifer Lopez
9360,Ice Cube
9360,Jon Voight
9434,John Cusack
9434,Minnie Driver
9434,Dan Aykroyd
118991,Eric Stoltz
118991,James Spader
118991,Deborah Kara Unger
21626,Molly Parker
21626,Peter Outerbridge
21626,Jay Brazeau
13982,Joe Pesci
13982,Kristy Swanson
13982,George Hamilton
93946,Martin Donovan
93946,Ian Hart
93946,Joely Richardson
77223,Glenn Close
77223,Frances McDormand
77223,Pauline Collins
31465,Bill Paxton
31465,Julianna Margulies
31465,James Gammon
12793,[]
102878,[]
105763,[]
9611,Mira Sorvino
9611,Lisa Kudrow
9611,Janeane Garofalo
47694,[]
10357,Tommy Lee Jones
10357,Anne Heche
10357,Gaby Hoffmann
9977,Judy Davis
9977,Sam Neill
9977,F. Murray Abraham
816,Mike Myers
816,Elizabeth Hurley
816,Michael York
2163,Kurt Russell
2163,J.T. Walsh
2163,Kathleen Quinlan
124680,[]
16399,[]
124843,[]
31017,Vincent Gallo
31017,Kiefer Sutherland
31017,Max Perlich
24645,[]
49478,Angus Macfadyen
49478,Mario Yedidia
49478,Marley Shelton
12499,Robin Williams
12499,Billy Crystal
12499,Julia Louis-Dreyfus
18,Bruce Willis
18,Gary Oldman
18,Ian Holm
68545,[]
1811,James Duval
1811,Rachel True
1811,Nathan Bexton
109614,Helen Mirren
109614,Kyra Sedgwick
109614,Beau Bridges
60082,Tisha Campbell-Martin
60082,Paula Jai Parker
60082,John Witherspoon
53023,[]
64802,Jason Alexander
64802,John Glover
64802,Justin Kirk
11239,Koji Yakusho
11239,Tamiyo Kusakari
11239,Naoto Takenaka
50850,[]
15321,Rhys Ifans
15321,Llŷr Ifans
15321,Dougray Scott
2058,Meg Ryan
2058,Matthew Broderick
2058,Kelly Preston
9450,Pete Postlethwaite
9450,Tara Fitzgerald
9450,Ewan McGregor
125021,Mike Nichols
125021,Miranda Richardson
330,Jeff Goldblum
330,Julianne Moore
330,Pete Postlethwaite
38523,Delphine Schiltz
38523,Victoire Thivisol
38523,Matiaz Bureau Caton
16375,Scott Allen
16375,Steven Soderbergh
16375,Betsy Brantley
33660,[]
59232,[]
45671,Bridget Fonda
45671,Russell Crowe
45671,Jim Broadbent
17770,Jeff Daniels
17770,Charlize Theron
17770,Michael Richards
15170,[]
1701,Nicolas Cage
1701,John Cusack
1701,John Malkovich
201445,[]
26422,Vivian Wu
26422,Yoshi Oida
26422,Ken Ogata
124642,Sandrine Kiberlain
124642,Arnaud Giovaninetti
124642,Roschdy Zem
1639,Sandra Bullock
1639,Jason Patric
1639,Willem Dafoe
49235,[]
106129,[]
291634,[]
107743,[]
415,George Clooney
415,Chris O'Donnell
415,Arnold Schwarzenegger
47686,David Arquette
47686,Brad Hunt
47686,Kathryn Erbe
65889,Jean Reno
65889,Mercedes Ruehl
65889,Polly Walker
11103,[]
11970,Tate Donovan
11970,Josh Keaton
11970,Roger Bart
34941,[]
407992,[]
8874,Julia Roberts
8874,Dermot Mulroney
8874,Cameron Diaz
17991,Tomorowo Taguchi
17991,Shinya Tsukamoto
17991,Nobu Kanaoka
11956,Garance Clavel
11956,Zinedine Soualem
11956,Renée Le Calm
266,Brigitte Bardot
266,Michel Piccoli
266,Jack Palance
754,John Travolta
754,Nicolas Cage
754,Joan Allen
37567,[]
43771,Shaghayeh Djodat
43771,Abbas Sayah
43771,Hossein Moharami
124834,[]
249358,[]
111367,[]
607,Tommy Lee Jones
607,Will Smith
607,Linda Fiorentino
18080,Jack Lemmon
18080,Walter Matthau
18080,Dyan Cannon
38225,Jonathan Taylor Thomas
38225,Scott Bairstow
38225,Devon Sawa
17834,Martin Short
17834,Kathleen Turner
17834,Mara Wilson
686,Jodie Foster
686,Matthew McConaughey
686,James Woods
65046,[]
4421,Demi Moore
4421,Viggo Mortensen
4421,Anne Bancroft
9387,Arnold Schwarzenegger
9387,James Earl Jones
9387,Max von Sydow
10603,Brendan Fraser
10603,Leslie Mann
10603,Thomas Haden Church
2142,Sylvester Stallone
2142,Harvey Keitel
2142,Ray Liotta
8413,Laurence Fishburne
8413,Sam Neill
8413,Kathleen Quinlan
10336,Michael Jai White
10336,Martin Sheen
10336,John Leguizamo
20737,Kevin Zegers
20737,Wendy Makkena
20737,Michael Jeter
9413,Jennifer Aniston
9413,Jay Mohr
9413,Kevin Bacon
14585,Aaron Eckhart
14585,Stacy Edwards
14585,Matt Malloy
18519,Jason James Richter
18519,August Schellenberg
18519,Annie Corley
49462,Katrin Cartlidge
49462,Lynda Steadman
49462,Kate Byers
8834,Mel Gibson
8834,Julia Roberts
8834,Patrick Stewart
9458,Michael Keaton
9458,Andy García
9458,Brian Cox
8854,Shaquille O'Neal
8854,Annabeth Gish
8854,Richard Roundtree
38295,Sean Penn
38295,Robin Wright
38295,John Travolta
22073,Laurence Fishburne
22073,Tim Roth
22073,Vanessa Williams
37244,Christopher McDonald
37244,Janine Turner
37244,Cameron Finley
4961,Mira Sorvino
4961,Jeremy Northam
4961,Giancarlo Giannini
9416,Chris Tucker
9416,Charlie Sheen
9416,Heather Locklear
26180,Alicia Silverstone
26180,Benicio del Toro
26180,Christopher Walken
17832,Kevin Sorbo
17832,Tia Carrere
17832,Thomas Ian Griffith
9772,Harrison Ford
9772,Gary Oldman
9772,Glenn Close
6072,Samuel L. Jackson
6072,John Heard
6072,Kelly Rowan
1669,Alec Baldwin
1669,Sean Connery
1669,Scott Glenn
468,River Phoenix
468,Keanu Reeves
468,James Russo
32519,Nick Scotti
32519,Anthony Barrile
32519,Anthony DeSando
108401,Douglas Spain
108401,Efrain Figueroa
108401,Kandeyce Jorden
10806,Kevin Kline
10806,Joan Cusack
10806,Tom Selleck
9433,Alec Baldwin
9433,Anthony Hopkins
9433,Elle Macpherson
6623,George Clooney
6623,Nicole Kidman
6623,Marcel Iureș
2118,Kevin Spacey
2118,Guy Pearce
2118,Danny DeVito
978,Brad Pitt
978,Jamyang Jamtsho Wangchuk
978,David Thewlis
9437,Morgan Freeman
9437,Ashley Judd
9437,Cary Elwes
29461,Vivica A. Fox
29461,Nia Long
29461,Michael Beach
56651,[]
10351,Andrew Divoff
10351,Tammy Lauren
10351,Robert Englund
66588,Michelle Pfeiffer
66588,Jessica Lange
66588,Jason Robards
2649,Michael Douglas
2649,Sean Penn
2649,Deborah Kara Unger
14289,Steven Seagal
14289,Marg Helgenberger
14289,Stephen Lang
10155,Sean Penn
10155,Nick Nolte
10155,Jennifer Lopez
75250,[]
20457,Janeane Garofalo
20457,David O'Hara
20457,Denis Leary
18355,Aidan Quinn
18355,Donald Sutherland
18355,Ben Kingsley
33657,Greg Kinnear
33657,Lauren Holly
33657,Joan Cusack
55306,Peter Fonda
55306,Patricia Richardson
55306,Christine Dunford
68924,Kevin Kline
68924,Joan Allen
68924,Sigourney Weaver
36434,Mario Van Peebles
36434,Jerry Stiller
36434,Kevin Dillon
2255,Ben Affleck
2255,Joey Lauren Adams
2255,Jason Lee
28353,Bill Bellamy
28353,Lark Voorhies
28353,Bernie Mac
9427,Robert Carlyle
9427,Mark Addy
9427,William Snape
172545,Jason Flemyng
172545,Antony Sher
172545,Dorothy Tutin
17589,Judi Dench
17589,Billy Connolly
17589,Geoffrey Palmer
3597,Jennifer Love Hewitt
3597,Sarah Michelle Gellar
3597,Ryan Phillippe
1813,Keanu Reeves
1813,Al Pacino
1813,Charlize Theron
36797,Harland Williams
36797,Jessica Lundy
36797,William Sadler
12628,David Duchovny
12628,Timothy Hutton
12628,Angelina Jolie
33344,Parker Posey
33344,Josh Hamilton
33344,Tori Spelling
25099,Dave Hoover
25099,George Mendonça
25099,Raymond A. Mendez
45019,[]
63437,[]
62422,Neil Young
62422,Frank Sampedo
62422,Billy Talbot
782,Ethan Hawke
782,Jude Law
782,Gore Vidal
29911,Mel Gibson
29911,Harvey Keitel
29911,Peter O'Toole
9827,Ben Affleck
9827,Peter O'Toole
9827,Rose McGowan
1959,[]
251481,Bill Griffith
8067,Ewan McGregor
8067,Cameron Diaz
8067,Holly Hunter
125052,[]
45153,Jurnee Smollett
45153,Meagan Good
45153,Lynn Whitfield
10871,Dennis Quaid
10871,Danny Glover
10871,R. Lee Ermey
14398,[]
10890,Bill Murray
10890,Harold Ramis
10890,Warren Oates
99002,[]
1281,Rowan Atkinson
1281,Peter MacNicol
1281,John Mills
32332,[]
9770,John Travolta
9770,Dustin Hoffman
9770,Mia Kirshner
12616,Wesley Snipes
12616,Nastassja Kinski
12616,Kyle MacLachlan
34838,Sally Potter
34838,Morgane Maugran
34838,Pablo Verón
14905,Stephen Dillane
14905,Woody Harrelson
14905,Marisa Tomei
14583,Tim Roth
14583,Michael Rooker
14583,Renée Zellweger
11975,Matt Damon
11975,Danny DeVito
11975,Jon Voight
4995,Mark Wahlberg
4995,Burt Reynolds
4995,John C. Reilly
9281,Harrison Ford
9281,Kelly McGillis
9281,Josef Sommer
45928,[]
563,Casper Van Dien
563,Dina Meyer
563,Denise Richards
61337,[]
19931,Ming-Na Wen
19931,Lauren Tom
19931,Tamlyn Tomita
31535,[]
10215,Gwyneth Paltrow
10215,John Hannah
10215,John Lynch
9823,Robin Shou
9823,Talisa Soto
9823,James Remar
37165,Jim Carrey
37165,Laura Linney
37165,Noah Emmerich
45609,Helena Bonham Carter
45609,Alison Elliott
45609,Elizabeth McGovern
38904,Vanessa Redgrave
38904,Natascha McElhone
38904,Michael Kitchen
45565,[]
9407,Richard Gere
9407,Bai Ling
9407,Bradley Whitford
4824,Bruce Willis
4824,Richard Gere
4824,Sidney Poitier
9444,Meg Ryan
9444,John Cusack
9444,Christopher Lloyd
9414,Bill Murray
9414,Peter Gallagher
9414,Joanne Whalley
8078,Sigourney Weaver
8078,Winona Ryder
8078,Brad Dourif
29938,Gail Harris
29938,Bernie Van De Yacht
29938,Heather Ford
11831,Morgan Freeman
11831,Nigel Hawthorne
11831,Anthony Hopkins
2895,Robert Duvall
2895,Billy Bob Thornton
2895,June Carter Cash
39177,[]
19601,Clive Owen
19601,Lothaire Bluteau
19601,Ian McKellen
124606,[]
42832,[]
22797,Eamonn Owens
22797,Alan Boyle
22797,Fiona Shaw
2639,Woody Allen
2639,Kirstie Alley
2639,Billy Crystal
9574,Robin Williams
9574,Marcia Gay Harden
9574,Christopher McDonald
10371,Tim Allen
10371,Kirstie Alley
10371,Wayne Knight
489,Robin Williams
489,Matt Damon
489,Ben Affleck
167738,[]
293820,[]
9714,Alex D. Linz
9714,Olek Krupa
9714,Rya Kihlstedt
102406,[]
170430,[]
8197,John Cusack
8197,Kevin Spacey
8197,Jude Law
6283,Nathan Lane
6283,Lee Evans
6283,Vicki Lewis
279698,[]
49728,Carol Kane
49728,Molly Ringwald
49728,Jeanne Tripplehorn
64562,[]
4233,David Arquette
4233,Neve Campbell
4233,Courteney Cox
191874,[]
10217,Ian Holm
10217,Caerthan Banks
10217,Sarah Polley
438108,[]
597,Kate Winslet
597,Leonardo DiCaprio
597,Frances Fisher
714,Pierce Brosnan
714,Jonathan Pryce
714,Michelle Yeoh
52537,[]
12799,[]
62394,[]
9922,Kevin Costner
9922,Will Patton
9922,Olivia Williams
547,Robert Redford
547,Kristin Scott Thomas
547,Sam Neill
25994,Emma Thompson
25994,Phyllida Law
25994,Sheila Reid
184,Pam Grier
184,Samuel L. Jackson
184,Robert Forster
9746,Tenzin Thuthob Tsarong
9746,Tencho Gyalpo
9746,Tsewang Migyur Khangsar
9438,Leslie Nielsen
9438,Kelly Lynch
9438,Matt Keeslar
115,Jeff Bridges
115,John Goodman
115,Julianne Moore
26941,Nick Nolte
26941,Julie Christie
26941,Lara Flynn Boyle
27103,Michèle Laroque
27103,Jean-Philippe Écoffey
27103,Hélène Vincent
9410,Gwyneth Paltrow
9410,Ethan Hawke
9410,Chris Cooper
32302,Victor Wong
32302,Mathew Botuchis
32302,Hulk Hogan
216794,[]
88863,[]
154821,[]
41417,Howie Long
41417,Scott Glenn
41417,Suzy Amis
12538,Marlon Wayans
12538,David Spade
12538,Matthew Lillard
586,Dustin Hoffman
586,Robert De Niro
586,Anne Heche
2666,Rufus Sewell
2666,William Hurt
2666,Kiefer Sutherland
46338,[]
54007,Joseph Mazzello
54007,Richard Gilliland
54007,Corinne Bohrer
11258,Morgan Freeman
11258,Christian Slater
11258,Randy Quaid
9490,Dave Chappelle
9490,Tommy Chong
9490,Harland Williams
9411,Denzel Washington
9411,John Goodman
9411,Donald Sutherland
25719,Dan Futterman
25719,Stuart Townsend
25719,Kate Beckinsale
9033,Christopher Walken
9033,Jennifer Beals
9033,Brittany Murphy
11220,Leon Lai
11220,Michelle Reis
11220,Takeshi Kaneshiro
21253,Alan Arkin
21253,Pedro Cardoso
21253,Fernanda Torres
6116,Victoria Beckham
6116,Melanie Brown
6116,Emma Bunton
9457,Treat Williams
9457,Famke Janssen
9457,Anthony Heald
281289,[]
43911,[]
39424,Jude Law
39424,Jennifer Tilly
39424,Gretchen Mol
44361,[]
11702,Chow Yun-fat
11702,Mira Sorvino
11702,Michael Rooker
2923,[]
12238,Miguel Ferrer
12238,Julie Entwisle
12238,Dan Monahan
11568,Dan Aykroyd
11568,John Goodman
11568,Joe Morton
41577,[]
66894,[]
11003,Adam Sandler
11003,Drew Barrymore
11003,Christine Taylor
10153,Dustin Hoffman
10153,Sharon Stone
10153,Samuel L. Jackson
49645,[]
47112,[]
102732,[]
30949,Woody Harrelson
30949,Gina Gershon
30949,Elisabeth Shue
2898,Jack Nicholson
2898,Helen Hunt
2898,Greg Kinnear
9558,Christopher Walken
9558,David Caruso
9558,Laurence Fishburne
83593,[]
320011,Donal Logue
320011,Max Perlich
320011,Paul Sorvino
26269,Paul Newman
26269,Susan Sarandon
26269,Gene Hackman
11808,Tommy Lee Jones
11808,Wesley Snipes
11808,Robert Downey Jr.
6970,[]
47452,John Hurt
47452,Jason Priestley
47452,Sheila Hancock
18205,Ernesto Gómez Cruz
18205,María Rojo
18205,Salma Hayek
36943,Patrick Shane Dorian
36943,Matt George
36943,Matty Liu
21736,Liam Neeson
21736,Ed Viesturs
21736,David Breashears
17941,Jessica Lange
17941,Gwyneth Paltrow
17941,Johnathon Schaech
10668,Christopher Walken
10668,Henry Thomas
10668,Sean Patrick Flanery
9313,Leonardo DiCaprio
9313,Jeremy Irons
9313,Gérard Depardieu
42807,Matthew McConaughey
42807,Skeet Ulrich
42807,Ethan Hawke
617,Matt Dillon
617,Kevin Bacon
617,Denise Richards
36568,Gena Rowlands
36568,Tony Shalhoub
36568,Cheech Marin
37272,Vince Vaughn
37272,Monica Potter
37272,Joey Lauren Adams
5910,Takeshi Kitano
5910,Kayoko Kishimoto
5910,Ren Osugi
9440,John Travolta
9440,Emma Thompson
9440,Billy Bob Thornton
53092,[]
32911,Denis Leary
32911,Joseph Cross
32911,Rosie O'Donnell
44308,[]
124821,[]
32456,Robert Downey Jr.
32456,Natasha Gregson Wagner
32456,Heather Graham
93350,[]
62695,Robyn Hitchcock
32144,[]
17127,Jennifer Aniston
17127,Paul Rudd
17127,Hayden Panettiere
40688,Paul Walker
40688,John Ashton
40688,Dennis Hopper
17133,Billy Bob Thornton
17133,Hank Azaria
17133,Kelly Lynch
19848,[]
17644,
1774,Michael Moore
1774,Elaine Bly
1774,Jim Czarnecki
30265,[]
2157,Gary Oldman
2157,William Hurt
2157,Matt LeBlanc
70581,[]
8838,Bruce Willis
8838,Alec Baldwin
8838,Miko Hughes
29193,Steve Martin
29193,Campbell Scott
29193,Ben Gazzara
795,Nicolas Cage
795,Meg Ryan
795,Andre Braugher
16980,Chloë Sevigny
16980,Kate Beckinsale
16980,Chris Eigeman
27472,Jack Lemmon
27472,Walter Matthau
27472,Richard Riehle
47881,Billy Crystal
47881,Kathleen Quinlan
47881,Joanna Pacula
9469,Denzel Washington
9469,Ray Allen
9469,Milla Jovovich
12488,Kenneth Branagh
12488,Embeth Davidtz
12488,Robert Downey Jr.
98499,[]
81367,[]
267,Liberto Rabal
267,Francesca Neri
267,Javier Bardem
16148,Bill Pullman
16148,Ben Stiller
16148,Ryan O'Neal
21252,Ray Winstone
21252,Kathy Burke
21252,Charlie Creed-Miles
73135,[]
9449,John Goodman
9449,Jim Broadbent
9449,Celia Imrie
6264,[]
90414,[]
188870,[]
215373,Denis Leary
215373,Terence Stamp
215373,Aitana Sánchez-Gijón
78149,[]
15513,David Schwimmer
15513,Jason Lee
15513,Mili Avital
31220,Richard Dreyfuss
31220,Jenna Elfman
31220,Zakes Mokae
13907,Nick Broomfield
13907,Dylan Carlson
13907,Kurt Cobain
29825,[]
10622,Jackie Chan
10622,Richard Norton
10622,Miki Lee
30020,Homayoun Ershadi
30020,Abdolrahman Bagheri
30020,Afshin Khorshid Bakhtiari
17139,Jan Decleir
17139,Fedja van Huêt
17139,Betty Schuurman
34582,Robert Skjærstad
34582,Andrine Sæther
34582,Per Egil Aske
10216,Michael Madsen
10216,Natasha Henstridge
10216,Marg Helgenberger
9771,Scott Bakula
9771,Corbin Bernsen
9771,Dennis Haysbert
24560,Steven Weber
24560,Craig Bierko
24560,Viola Harris
76330,Woody Allen
76330,Letty Aronson
76330,Soon-Yi Previn
9448,Mark Wahlberg
9448,Lou Diamond Phillips
9448,Christina Applegate
38618,[]
18316,[]
78373,Breckin Meyer
78373,Peter Facinelli
78373,Eddie Mills
77514,[]
49474,[]
4415,Liam Neeson
4415,Geoffrey Rush
4415,Uma Thurman
39467,Lou Rawls
39467,Brendan Fraser
39467,Joanna Going
55561,Toni Collette
55561,Parker Posey
55561,Lisa Kudrow
8656,Robert Duvall
8656,Téa Leoni
8656,Elijah Wood
209345,[]
58680,Jada Pinkett Smith
58680,Tommy Davidson
58680,Duane Martin
35161,[]
35796,Mischa Barton
35796,Sam Rockwell
35796,Christopher McDonald
18937,Jessalyn Gilsig
18937,Cary Elwes
18937,Gary Oldman
929,Matthew Broderick
929,Jean Reno
929,Maria Pitillo
9452,Warren Beatty
9452,Halle Berry
9452,Sean Astin
1878,Johnny Depp
1878,Benicio del Toro
1878,Tobey Maguire
9844,Christina Ricci
9844,Martin Donovan
9844,Lisa Kudrow
40505,Master P
40505,Anthony Johnson
40505,Ice Cube
14342,Chris Farley
14342,Matthew Perry
14342,Bokeem Woodbine
9715,Sandra Bullock
9715,Harry Connick Jr.
9715,Gena Rowlands
26610,Stellan Skarsgård
26610,Maria Mathiesen
26610,Sverre Anker Ousdal
20064,[]
40961,Paolo Rotondo
40961,Rebecca Hobbs
40961,Paul Glover
1965,Michael Douglas
1965,Gwyneth Paltrow
1965,Viggo Mortensen
312,[]
6068,Harrison Ford
6068,Anne Heche
6068,David Schwimmer
15037,Jennifer Love Hewitt
15037,Ethan Embry
15037,Charlie Korsmo
50043,Jessica Lange
50043,Elisabeth Shue
50043,Bob Hoskins
37636,Radha Mitchell
37636,Gabriel Mann
37636,Ally Sheedy
17044,[]
60951,[]
21334,Mohammad Amir Naji
21334,Amir Farrokh Hashemian
21334,Bahare Seddiqi
416437,
32284,Ione Skye
32284,Jennifer Aniston
32284,Mackenzie Astin
51955,Christopher Scott Cherot
51955,Chenoa Maxwell
51955,Tammi Katherine Jones
37410,Thomas Jay Ryan
37410,James Urbaniak
37410,Parker Posey
47481,[]
53765,[]
10674,Ming-Na Wen
10674,Lea Salonga
10674,Eddie Murphy
136134,[]
846,David Duchovny
846,Gillian Anderson
846,Mitch Pileggi
12655,Brendan Gleeson
12655,Peter McDonald
12655,Tony Doyle
3050,Eddie Murphy
3050,Ossie Davis
3050,Oliver Platt
1389,George Clooney
1389,Jennifer Lopez
1389,Ving Rhames
11020,Rachel Roberts
11020,Dominic Guard
11020,Helen Morse
20862,Adam Beach
20862,Evan Adams
20862,Irene Bedard
108548,[]
9464,Vincent Gallo
9464,Christina Ricci
9464,Ben Gazzara
95,Bruce Willis
95,Billy Bob Thornton
95,Ben Affleck
944,Mel Gibson
944,Danny Glover
944,Joe Pesci
35680,Hatty Jones
35680,Frances McDormand
35680,Nigel Hawthorne
11551,Gregory Smith
11551,Kirsten Dunst
11551,Denis Leary
473,Sean Gullette
473,Mark Margolis
473,Ben Shenkman
102304,Liza Weil
102304,Chad Morgan
102304,Frederic Forrest
544,Cameron Diaz
544,Ben Stiller
544,Matt Dillon
10513,Gregory Walcott
10513,Mona McKinnon
10513,Duke Moore
28966,Clara Bow
28966,Charles 'Buddy' Rogers
28966,Richard Arlen
65203,Charles King
65203,Anita Page
65203,Bessie Love
143,Lew Ayres
143,Arnold Lucy
143,John Wray
42861,Richard Dix
42861,Irene Dunne
42861,Estelle Taylor
33680,Greta Garbo
33680,John Barrymore
33680,Joan Crawford
56164,[]
12311,Charles Laughton
12311,Clark Gable
12311,Franchot Tone
43277,William Powell
43277,Myrna Loy
43277,Luise Rainer
43278,Paul Muni
43278,Gale Sondergaard
43278,Joseph Schildkraut
34106,Jean Arthur
34106,Lionel Barrymore
34106,James Stewart
43266,Walter Pidgeon
43266,Maureen O'Hara
43266,Roddy McDowall
27367,Greer Garson
27367,Walter Pidgeon
27367,Teresa Wright
17661,Bing Crosby
17661,Barry Fitzgerald
17661,Frank McHugh
28580,Ray Milland
28580,Jane Wyman
28580,Phillip Terry
887,Fredric March
887,Myrna Loy
887,Dana Andrews
33667,Gregory Peck
33667,Dorothy McGuire
33667,John Garfield
23383,Laurence Olivier
23383,Jean Simmons
23383,John Laurie
25430,Broderick Crawford
25430,John Ireland
25430,Joanne Dru
27191,Betty Hutton
27191,Cornel Wilde
27191,Charlton Heston
11426,Burt Lancaster
11426,Montgomery Clift
11426,Deborah Kerr
654,Marlon Brando
654,Karl Malden
654,Lee J. Cobb
15919,Ernest Borgnine
15919,Betsy Blair
15919,Esther Minciotti
1725,Natalie Wood
1725,Richard Beymer
1725,Russ Tamblyn
5769,Albert Finney
5769,Susannah York
5769,Hugh Griffith
874,Paul Scofield
874,Wendy Hiller
874,Leo McKern
10633,Sidney Poitier
10633,Rod Steiger
10633,Warren Oates
17917,Ron Moody
17917,Shani Wallis
17917,Oliver Reed
3116,Dustin Hoffman
3116,Jon Voight
3116,Sylvia Miles
1051,Gene Hackman
1051,Fernando Rey
1051,Roy Scheider
1366,Sylvester Stallone
1366,Talia Shire
1366,Burt Young
12102,Dustin Hoffman
12102,Meryl Streep
12102,Jane Alexander
16619,Donald Sutherland
16619,Mary Tyler Moore
16619,Judd Hirsch
9443,Ben Cross
9443,Ian Charleson
9443,Cheryl Campbell
11050,Shirley MacLaine
11050,Debra Winger
11050,Jack Nicholson
606,Meryl Streep
606,Robert Redford
606,Klaus Maria Brandauer
746,John Lone
746,Peter O'Toole
746,Joan Chen
380,Dustin Hoffman
380,Tom Cruise
380,Valeria Golino
403,Morgan Freeman
403,Jessica Tandy
403,Dan Aykroyd
11485,Woody Allen
11485,Janet Margolin
11485,Marcel Hillaire
466,Jane Fonda
466,Donald Sutherland
466,Charles Cioffi
13820,Harry Dean Stanton
13820,Emilio Estevez
13820,Tracey Walter
15389,Edward Clements
15389,Chris Eigeman
15389,Taylor Nichols
13597,David Bowie
13597,Jennifer Connelly
13597,Toby Froud
2108,Emilio Estevez
2108,Anthony Michael Hall
2108,Judd Nelson
10014,Robert Englund
10014,Mark Patton
10014,Kim Myers
10072,Robert Englund
10072,Patricia Arquette
10072,Heather Langenkamp
10131,Robert Englund
10131,Tuesday Knight
10131,Ken Sagoes
10160,Robert Englund
10160,Lisa Wilcox
10160,Erika Anderson
11284,Robert Englund
11284,Lisa Zane
11284,Shon Greenblatt
4488,Betsy Palmer
4488,Adrienne King
4488,Harry Crosby
9725,Amy Steel
9725,John Furey
9725,Adrienne King
9728,Dana Kimmell
9728,Paul Kratka
9728,Tracie Savage
9730,Kimberly Beck
9730,Erich Anderson
9730,Corey Feldman
9731,Melanie Kinnaman
9731,John Shepherd
9731,Shavar Ross
10225,Thom Mathews
10225,Jennifer Cooke
10225,David Kagen
10281,Kane Hodder
10281,Lar Park Lincoln
10281,Susan Jennifer Sullivan
10283,Kane Hodder
10283,Jensen Daggett
10283,Scott Reeves
948,Donald Pleasence
948,Jamie Lee Curtis
948,P.J. Soles
11281,Jamie Lee Curtis
11281,Donald Pleasence
11281,Charles Cyphers
10676,Tom Atkins
10676,Stacey Nelkin
10676,Dan O'Herlihy
11357,Donald Pleasence
11357,Ellie Cornell
11357,Danielle Harris
