id,keywords,cast,director
28288,"['dancing', 'musical', 'aunt', 'divorce']","['Fred Astaire', 'Ginger Rogers', 'Alice Brady']",Mark Sandrich
213,"['assassination', 'spy', 'mount rushmore national memorial', 'mistaken identity', 'on the run', 'fugitive', 'espionage', 'advertising', 'framed', 'government agent']","['Cary Grant', 'Eva Marie Saint', 'James Mason']",Alfred Hitchcock
284,"['new york', ""new year's eve"", 'lovesickness', 'age difference', 'suicide attempt', 'office', 'flat', 'spaghetti', 'christmas party', 'winter', 'clerk', 'tennis racket', 'romantic comedy', 'extramarital affair']","['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray']",Billy Wilder
239,"['chicago', 'witness', 'musician', 'mafia', 'cross dressing', 'band', 'spats', 'all girl band', ""st. valentine's day massacre"", 'sugar', ""valentine's day"", 'dressing']","['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon']",Billy Wilder
4808,"['paris', 'cia', 'age difference', ""love of one's life"", 'interpreter', 'loss of husband', 'french', 'stamp', 'train', 'alias', 'hitchcockian']","['Cary Grant', 'Audrey Hepburn', 'Walter Matthau']",Stanley Donen
289,"['love triangle', 'corruption', 'spy', 'resistance', 'casablanca', 'emigration', 'visa', 'patriotism', 'nationalism', 'concentration camp', 'nazis', 'war', 'melodrama', 'film noir']","['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid']",Michael Curtiz
963,"['san francisco', 'detective', 'loss of husband', 'murder', 'statuette', 'private detective', 'black bird', 'sam spade', 'private eye', 'film noir']","['Humphrey Bogart', 'Mary Astor', 'Gladys George']",John Huston
11113,"['musical', 'transformation', 'flower girl', 'colonel', 'wager', 'suitor', 'class differences', 'tutor', 'aristocrat', 'linguist', 'street', 'high society', 'misogynist', 'guttersnipe', 'class prejudice', 'opposites attract']","['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']",George Cukor
6620,"['brother brother relationship', 'chauffeur', 'champagne', 'playboy', 'love', 'teenage crush', 'millionaire', 'high society', 'manhattan, new york city', 'impossible love', 'family disapproval']","['Humphrey Bogart', 'Audrey Hepburn', 'William Holden']",Billy Wilder
804,"['rome', 'secret identity', 'boat', 'dance', 'intelligence', 'forbidden love', 'embassy', 'duty', 'sightseeing', 'photography']","['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert']",William Wyler
26531,"['orphanage', 'child']","['Shirley Temple', 'Richard Greene', 'Anita Louise']",Walter Lang
909,"['musical', 'moving', 'boy next door', 'americana', 'togetherness', 'fiddle', 'chapter headings', 'straw hat', 'st. louis missouri', '20th century']","['Judy Garland', ""Margaret O'Brien"", 'Mary Astor']",Vincente Minnelli
630,"['witch', 'adolescence', 'based on novel', 'secret identity', 'clock', 'dream', 'lion', 'tornado', 'scarecrow', 'musical', 'crow', 'music', 'kansas', 'classic', 'imaginary land', 'cowardliness', 'sepia color']","['Judy Garland', 'Frank Morgan', 'Ray Bolger']",Victor Fleming
770,"['life and death', 'civil war', 'southern usa', 'loss of child', 'marriage proposal', 'atlanta', 'luxury', 'plantation', 'typhus', 'business woman', 'marriage crisis']","['Vivien Leigh', 'Clark Gable', 'Olivia de Havilland']",Victor Fleming
31044,"['television', 'live television']","[""Peter O'Toole"", 'Mark Linn-Baker', 'Jessica Harper']",Richard Benjamin
599,"[""new year's eve"", 'screenwriter', 'jealousy', 'butler', 'loss of sense of reality', 'diva', 'hollywood', 'madness', 'aging actor', 'silent film star', 'film noir']","['William Holden', 'Gloria Swanson', 'Erich von Stroheim']",Billy Wilder
15,"['journalist', 'newspaper', 'florida', 'capitalist', 'banker', 'media tycoon', 'art collector', 'sleigh', 'money', 'child']","['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore']",Orson Welles
62,"['moon', 'jupiter', 'artificial intelligence', 'man vs machine', 'technology', 'super computer', 'human being', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station']","['Keir Dullea', 'Gary Lockwood', 'William Sylvester']",Stanley Kubrick
705,"['jealousy', 'obsession', 'manipulation', 'fan', 'engagement', 'celebrity', 'party', 'melodrama', 'playwright', 'hollywood', 'black and white', 'director', 'relationship', 'insecurity', 'envy', 'broadway', 'critic', 'based on short story', 'theater', 'actress', 'entertainment']","['Bette Davis', 'Anne Baxter', 'George Sanders']",Joseph L. Mankiewicz
22490,"['women', 'nevada', 'beauty salon', 'based on play or musical', 'mother daughter relationship', 'new york city', 'bathtub', 'divorce', 'gossip', 'dressing room', 'gold digger', 'columnist']","['Norma Shearer', 'Joan Crawford', 'Rosalind Russell']",George Cukor
223,"['monte carlo', 'based on novel', 'age difference', 'secret', 'obsession', 'bride', 'cornwall', 'love', 'suspense', 'rural setting', 'devotion', 'housekeeper', 'death', 'estate', 'costume party', 'film noir', 'second wife']","['Laurence Olivier', 'Joan Fontaine', 'George Sanders']",Alfred Hitchcock
25670,"['assassination', 'windmill', 'diplomat', 'chase scene', 'conspiracy', 'reporter', 'crash', 'father daughter relationship', 'captive', 'bell tower', 'editor']","['Joel McCrea', 'Laraine Day', 'Herbert Marshall']",Alfred Hitchcock
303,"['poison', 'love at first sight', 'marriage proposal', 'undercover', 'patriotism', 'rio de janeiro', 'wine cellar', 'fbi', 'atomic bomb', 'staircase', 'nazis', 'daughter', 'suspense', 'espionage', 'millionaire', 'intoxication', 'film noir']","['Cary Grant', 'Ingrid Bergman', 'Claude Rains']",Alfred Hitchcock
4174,"['amnesia', 'insane asylum', 'suspense']","['Ingrid Bergman', 'Gregory Peck', 'Michael Chekhov']",Alfred Hitchcock
8356,"['painting', 'singer', 'night club', 'cruise ship']","['Cary Grant', 'Deborah Kerr', 'Richard Denning']",Leo McCarey
381,"['hotel', 'falsely accused', 'villa', 'jealousy', 'age difference', 'cat', 'expensive restaurant', 'nice', 'southern france', 'masked ball', 'roof', 'picnic', 'fireworks', ""côte d'azur"", 'jewelry', 'police', 'suspense', 'blonde woman', 'cat burglar']","['Cary Grant', 'Grace Kelly', 'Jessie Royce Landis']",Alfred Hitchcock
20758,"['marriage', 'engagement']","['Spencer Tracy', 'Joan Bennett', 'Elizabeth Taylor']",Vincente Minnelli
29376,"['top hat', 'choreographer', 'ballerina']","['Fred Astaire', 'Cyd Charisse', 'Oscar Levant']",Vincente Minnelli
1859,"['paris', 'capitalism', 'istanbul', 'communist', 'capitalist', 'fur', 'jewelry']","['Greta Garbo', 'Melvyn Douglas', 'Ina Claire']",Ernst Lubitsch
18299,"['hotel', 'playboy', 'love', 'private detective']","['Gary Cooper', 'Audrey Hepburn', 'Maurice Chevalier']",Billy Wilder
17281,"['paris', 'based on novel', 'courtesan', 'champagne', 'jewelry', 'playboy', 'love', 'based on play or musical', 'coming of age', 'memory', 'class differences', 'park', 'courtship', 'reference to napoleon', 'ice rink', 'bois de boulogne']","['Leslie Caron', 'Maurice Chevalier', 'Louis Jourdan']",Vincente Minnelli
64382,"['mistaken identity', 'british high society', 'stepmother stepdaughter relationship', 'drunkenness', 'debutante']","['Rex Harrison', 'Kay Kendall', 'Sandra Dee']",Vincente Minnelli
10907,"['repayment', 'sword', 'richard the lionheart', 'robin hood', 'swashbuckler', 'king richard']","['Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone']",Michael Curtiz
32093,['zorro'],"['Tyrone Power', 'Linda Darnell', 'Basil Rathbone']",Rouben Mamoulian
1939,"['detective', 'obsession', 'investigation', 'painting', 'advertising expert', 'murder', 'romance', 'suspense', 'investigator', 'apartment', 'classic noir']","['Gene Tierney', 'Dana Andrews', 'Clifton Webb']",Otto Preminger
22292,"['sea', 'captain', 'book', 'bedroom', 'widow', 'cottage', 'dog', 'seaside', 'ghost', ""children's book"", 'solitude', 'cad']","['Gene Tierney', 'Rex Harrison', 'George Sanders']",Joseph L. Mankiewicz
3598,"['airplane', 'tibet', 'survival', 'shangri la', 'himalayan mountains']","['Ronald Colman', 'Jane Wyatt', 'Edward Everett Horton']",Frank Capra
3080,"['venice', 'dance', 'musical', 'tap dancing', 'stage show', 'fashion designer', 'mistaken identity', 'fashion', 'valet', 'rapier']","['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton']",Mark Sandrich
198,"['love triangle', 'london england', 'infidelity', 'world war ii', 'warsaw ghetto', 'polish resistance', 'jewish ghetto', 'nazis', 'airplane', 'parachuting', 'funny nazi', 'military officer', 'espionage']","['Carole Lombard', 'Jack Benny', 'Robert Stack']",Ernst Lubitsch
13562,"['europe', 'butler']","['William Powell', 'Carole Lombard', 'Alice Brady']",Gregory La Cava
1712,"['hotel', 'jealousy', 'judge', 'texas', 'wine cellar', 'restaurant', 'ranch', 'senator', 'funeral', 'sexism', 'petrol', 'from rags to riches', 'beef', 'tycoon', 'maryland', 'barbecue', 'birthday party', 'turkey', 'pony', 'riding class', 'hunting']","['Elizabeth Taylor', 'Rock Hudson', 'James Dean']",George Stevens
220,"['individual', 'brother brother relationship', 'rebel', 'southern usa', 'birthday', 'big wheel', 'love', 'money', 'good and bad', 'beans']","['James Dean', 'Julie Harris', 'Raymond Massey']",Elia Kazan
3529,"['detective', 'inventor', 'police', 'murder', 'mistress', 'dinner', 'wedding', 'screwball comedy', 'terrier', 'thin man', 'x-ray']","['William Powell', 'Myrna Loy', ""Maureen O'Sullivan""]",W.S. Van Dyke
3085,"['suicide', 'prison', 'journalist', 'journalism', 'fugitive', 'wager', 'newspaper editor', 'insurance agent', 'fiancé fiancée relationship', 'crooked politician', 'press room', 'political corruption', 'rolltop desk', 'reprieve', 'bride-to-be', 'ex spouses', 'imminent execution', 'convicted murderer']","['Cary Grant', 'Rosalind Russell', 'Ralph Bellamy']",Howard Hawks
2897,"['usa', 'jules verne', 'bet', 'detective', 'asia', 'europe', 'saloon', 'hot air balloon', 'epic', 'train', 'valet', 'around the world', 'journey', 'steamship']","['David Niven', 'Cantinflas', 'Finlay Currie']",Michael Anderson
1585,"['holiday', 'angel', 'based on novel', 'bank', 'suicide attempt', 'small town', 'christmas tree', 'great depression', 'christmas eve', 'feel-good ending', 'guardian angel', 'christmas']","['James Stewart', 'Donna Reed', 'Lionel Barrymore']",Frank Capra
3083,"['corruption', 'washington d.c.', 'senate', 'senator', 'governor', 'politician', 'camp', 'conservative', 'usa politics', 'political drama']","['James Stewart', 'Jean Arthur', 'Claude Rains']",Frank Capra
900,"['prison', 'donation', 'zoo', 'museum', 'paleontologist', 'leopard', 'bone', 'screwball comedy']","['Katharine Hepburn', 'Cary Grant', 'Charles Ruggles']",Howard Hawks
43795,"['honeymoon', 'sterility', 'daughter', 'finances', 'pregnant', 'parenthood', 'music store', 'reflection', 'newspaper publisher', 'extravagance']","['Irene Dunne', 'Cary Grant', 'Beulah Bondi']",George Stevens
85638,['silent film'],"['Lillian Gish', 'Lars Hanson', 'Henry B. Walthall']",Victor Sjöström
22688,"['angel', 'judge', 'hell', 'love', 'gangster', 'devil']","['Paul Muni', 'Anne Baxter', 'Claude Rains']",Archie Mayo
23114,"['england', 'grandfather grandson relationship', 'grocer', 'lord', 'brooklyn new york city', 'heir', 'scam artist', 'mother child separation', 'earl', 'shoeshine boy', 'aristocracy']","['Freddie Bartholomew', 'Dolores Costello', 'C. Aubrey Smith']",John Cromwell
26378,"['detective', 'arizona', 'ranch', 'boxer', 'boxing match', 'sport', 'police', 'reporter', 'dead end kids']","['John Garfield', ""The 'Dead End' Kids"", 'Claude Rains']",Busby Berkeley
40206,"['corruption', 'mayor', 'escape', 'snake oil', 'medicine show']","['Danny Kaye', 'Walter Slezak', 'Barbara Bates']",Henry Koster
22356,"['quaker', 'street shootout', 'cattle rustling', 'outlaw gang', 'brunette', 'long black hair', 'bar fight', 'bar brawl', 'telegraph office', 'revolver', 'sidekick']","['John Wayne', 'Gail Russell', 'Harry Carey']",James Edward Grant
260,"['london england', 'scotland', 'scotland yard', 'handcuffs', 'secret', 'entertainer', 'intelligence', 'cabaret', 'secret agent', 'murder', 'fugitive', 'train', 'memorization', 'manhunt', 'handcuffed together', 'held against will', 'bickering couple', 'wrongly accused']","['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim']",Alfred Hitchcock
43488,"['italy', 'world war ii', 'u.s. military']","['Dana Andrews', 'Lloyd Bridges', 'Richard Conte']",Lewis Milestone
10331,"['brother sister relationship', 'cemetery', 'gun', 'gas station', 'loss of father', 'cellar', 'house', 'barricade', 'zombie', 'trapped', 'bitten']","['Duane Jones', ""Judith O'Dea"", 'Karl Hardman']",George A. Romero
488,"['africa', 'missionary', 'river', 'desperation', 'boat', 'patriotism', 'world war i', 'hippopotamus', 'giraffe', 'methodist church', 'moqukito', 'boat wedding', 'leech', 'gin', 'canadian', 'tanzania', 'kongo', 'animal species', 'hope', 'faith']","['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley']",John Huston
22733,"['italy', 'beach', 'wife husband relationship', 'lie', 'narration', 'liar', 'thief', 'dark comedy', 'dry humour', 'exercise', 'port', 'uranium']","['Humphrey Bogart', 'Jennifer Jones', 'Gina Lollobrigida']",John Huston
261,"['individual', 'suicide', 'southern usa', 'adultery', 'mississippi', 'depression', 'jealousy', 'wife husband relationship', 'dying and death', 'alcoholic']","['Elizabeth Taylor', 'Paul Newman', 'Burl Ives']",Richard Brooks
57575,"['paris', 'party', 'love', 'writer']","['Elizabeth Taylor', 'Van Johnson', 'Walter Pidgeon']",Richard Brooks
32574,"['baseball player', 'radio broadcast', 'suicide note', 'domain']","['Barbara Stanwyck', 'Gary Cooper', 'Edward Arnold']",Frank Capra
22649,"['italy', 'nurse', 'love letter', 'officer', 'priest', 'escape', 'hospital', 'best friend', 'pre-code', 'air raid', 'ambulance driver', 'battle of the isonzo', 'air attack']","['Helen Hayes', 'Gary Cooper', 'Adolphe Menjou']",Frank Borzage
39448,[],"['Michelle Yeoh', 'Cynthia Rothrock', 'Sammo Hung']",Corey Yuen Kwai
52855,['independent film'],"['Ice Cube', 'Elizabeth Hurley', 'Ving Rhames']",Darrell James Roodt
39940,"['small town', 'picnic', 'labor day']","['William Holden', 'Kim Novak', 'Betty Field']",Joshua Logan
85328,"['beer', 'love', 'drinking']","['Adrian Pasdar', 'Jon Cryer', 'Tim Guinee']",Richard Schenkman
11076,"['loss of mother', 'canada', 'inventor', 'daughter', 'rescue', 'aviation', 'tragedy', 'goose', 'earring', 'shampoo', 'hang glider', 'ecology']","['Jeff Daniels', 'Anna Paquin', 'Dana Delany']",Carroll Ballard
63945,"['dancing', 'depression', 'bondage', 'shower', 'nudity', 'frigidity', 'psychology', 'bride', 'childhood trauma', 'marriage', 'party', 'betrayal', 'hospital', 'doctor', 'wedding', 'therapy', 'commitment', 'steam room', 'intimacy', 'abusive father', 'repression', 'adoration', 'sex therapist', 'spooning']","['Craig Sheffer', 'Sheryl Lee', 'Terence Stamp']",Lance Young
58985,"['singer', 'songwriter', 'woman director']","['Illeana Douglas', 'John Turturro', 'Eric Stoltz']",Allison Anders
10861,"['mistake in person', 'dying and death', 'twin brother', 'russian mafia']","['Jean-Claude Van Damme', 'Natasha Henstridge', 'Jean-Hugues Anglade']",Ringo Lam
1770,"['civil war', 'fight', 'presidential election', 'freedom fighter', 'chinese civil war', 'ireland']","['Liam Neeson', 'Aidan Quinn', 'Stephen Rea']",Neil Jordan
44465,"['fantasy', 'surprise', 'marriage', 'murder', 'suspense', 'rich', 'stranger', 'woman director']","['Clive Owen', 'Halle Berry', 'Peter Greene']",Amy Holden Jones
18203,"['jazz', 'restaurant', 'independent film', 'food', 'italian restaurant', 'feast']","['Stanley Tucci', 'Tony Shalhoub', 'Marc Anthony']",Stanley Tucci
9333,"['prohibition', 'texas', 'gang war', 'whiskey', 'mafia', 'on the run', 'tommy gun', 'hired gun']","['Bruce Willis', 'Bruce Dern', 'William Sanderson']",Walter Hill
47260,"['fish market', 'drifter', 'neo-noir']","['Edward James Olmos', 'María Conchita Alonso', 'Arie Verveen']",Robert M. Young
9400,"['single parent', 'bank robber', 'last chance', 'los angeles']","['Jada Pinkett Smith', 'Queen Latifah', 'Vivica A. Fox']",F. Gary Gray
9401,"['detective', 'assassin', 'jealousy', 'hostage', 'cocaine', 'nudity', 'hitman', 'murder', 'suicidal', 'scam', 'los angeles', 'explosion', 'argument', 'guns']","['Danny Aiello', 'Greg Cruttwell', 'Jeff Daniels']",John Herzfeld
11306,"['new york', 'surgeon', 'british', 'suspense', 'morgue', 'hospital', 'medical', 'doctor', 'medical research', 'emergency room', 'missing body']","['Hugh Grant', 'Gene Hackman', 'Sarah Jessica Parker']",Michael Apted
9625,"['secret agent', 'past', 'cop', 'series of murders', 'homicide detective']","['Steven Seagal', 'Keenen Ivory Wayans', 'Bob Gunton']",John Gray
10680,"['college', 'sport', 'scholarship', 'hockey player', 'hockey coach', 'teenage boy']","['Emilio Estevez', 'Jeffrey Nordling', 'David Selby']",Robert Lieberman
6346,"['ku klux klan', 'doomed man']","[""Chris O'Donnell"", 'Gene Hackman', 'Faye Dunaway']",James Foley
18660,[],"['Don Knotts', 'Tim Conway', 'Harry Morgan']",Norman Tokar
35115,"['frontiersman', 'davy crockett']","['Fess Parker', 'Hans Conried', 'Buddy Ebsen']",Norman Foster
14821,['attempt to escape'],"['Kim Richards', 'Ray Milland', 'Donald Pleasence']",John Hough
14136,"['car race', 'suicide attempt', 'sport', 'golden gate bridge', 'racecar driver', 'bug', 'car', 'cult film', 'car trouble', 'automobile racing', 'volkswagen beetle', 'dual role', 'ghost town', 'animate car', 'smart car', 'entrepreneur', 'toll booth', 'the love bug']","['Dean Jones', 'Michele Lee', 'Buddy Hackett']",Robert Stevenson
10869,"['san francisco', 'estate agent', 'shopping mall', 'volkswagon', 'käfer']","['Helen Hayes', 'Ken Berry', 'Stefanie Powers']",Robert Stevenson
22660,"['ranch', 'dog', 'cattle', 'boy and dog', 'cattle ranch', '19th century']","['Dorothy McGuire', 'Fess Parker', 'Tommy Kirk']",Robert Stevenson
19186,"['deception', 'twins']","['Hayley Mills', ""Maureen O'Hara"", 'Brian Keith']",David Swift
31102,"['friends', 'girl', 'tween girl']","['Hayley Mills', 'Jane Wyman', 'Richard Egan']",David Swift
6878,"['based on novel', 'cat', 'friendship', 'remake', 'dog', 'journey']","['Michael J. Fox', 'Sally Field', 'Don Ameche']",Duwayne Dunham
15944,"['magic', 'dog', 'sheep dog']","['Fred MacMurray', 'Jean Hagen', 'Tommy Kirk']",Charles Barton
18444,"['tree house', 'island', 'shipwreck', 'pirate gang', 'swiss family robinson']","['John Mills', 'Dorothy McGuire', 'James MacArthur']",Ken Annakin
20723,"['cat', 'hostage', 'kidnapping', 'map', 'sister', 'suburbia', 'bank robbery', 'wristwatch', 'landlady']","['Hayley Mills', 'Dean Jones', 'Dorothy Provine']",Robert Stevenson
173,"['diving', 'ocean', 'submarine', 'jules verne', 'captain', 'atlantis', 'deep sea', 'war ship', 'diving suit', 'harpoon', 'ship', 'war', 'scuba diving', 'underwater', 'scuba', 'captain nemo', 'giant  squid']","['Kirk Douglas', 'James Mason', 'Paul Lukas']",Richard Fleischer
864,"['winter', 'trainer', 'olympic games', 'jamaica', 'training camp', 'reggae', 'bobsleighing', 'sport']","['Leon Robinson', 'Doug E. Doug', 'Rawle D. Lewis']",Jon Turteltaub
24795,['baseball'],"['Danny Glover', 'Brenda Fricker', 'Joseph Gordon-Levitt']",William Dear
11224,"['based on novel', 'cinderella', 'loss of parents', 'mouse', 'ball', 'fairy', 'prince', 'musical', 'midnight', 'princess', 'love', 'orphan', 'family', 'evil stepmother', 'fairy godmother', 'glass slipper']","['Ilene Woods', 'Eleanor Audley', 'Lucille Bliss']",Clyde Geronimi
81310,"['winnie the pooh', 'short']","['Sterling Holloway', 'John Fiedler', 'Paul Winchell']",Wolfgang Reitherman
15947,"['part live action', 'south america', 'pinata', 'live action and animation']","['Sterling Holloway', 'Clarence Nash', 'Joaquin Garay']",William Roberts
9078,"['könig arthur', 'merlin', 'knight', 'king arthur']","['Sebastian Cabot', 'Karl Swenson', 'Junius Matthews']",Wolfgang Reitherman
29682,[],"['Bobby Driscoll', 'Luana Patten', 'Beulah Bondi']",Harold D. Schuster
8367,"['england', 'crusade', 'mercifulness', 'robin hood', 'folk hero']","['Kevin Costner', 'Morgan Freeman', 'Christian Slater']",Kevin Reynolds
433,"['london england', 'dancing', 'parent child relationship', 'bank', 'brother sister relationship', 'famous score', 'confidence', 'nanny', 'laughing', 'magic', 'chimney sweeper', 'musical', 'live action and animation']","['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson']",Robert Stevenson
11360,"['circus', 'mother', 'dream', 'mouse', 'elephant', 'nightmare', 'suffering', 'clown', 'ear', 'musical', 'crow', 'affection', 'storch', 'animation', 'big ears']","['Sterling Holloway', 'Herman Bing', 'John McLeish']",Samuel Armstrong
11114,"['farm', 'friendship', 'part live action', 'escape', 'dragon', 'part animation']","['Sean Marshall', 'Helen Reddy', 'Mickey Rooney']",Don Chaffey
12335,"['flying', 'witch', 'world war ii', 'broom']","['Angela Lansbury', 'David Tomlinson', 'Roddy McDowall']",Robert Stevenson
12092,"['cat', 'dream', 'queen', 'heart', 'animation', 'nothing', 'tea party']","['Kathryn Beaumont', 'Verna Felton', 'Ed Wynn']",Hamilton Luske
10948,"['based on novel', 'fox', 'friendship', 'dog', 'animal', 'hunting', 'unlikely friendship']","['Mickey Rooney', 'Kurt Russell', 'Pearl Bailey']",Ted Berman
11229,"['prison', 'attempt to escape', 'step father', 'independent film', 'hitchhiker']","['Kiefer Sutherland', 'Reese Witherspoon', 'Wolfgang Bodison']",Matthew Bright
15121,"['resistance', 'austria', 'world war ii', 'musical', 'music competition', 'salzburg', 'based on play or musical', 'classic', 'alps', 'governess', 'convent', 'music contest', 'novice', 'puppet show', 'nun in love', 'nazi occupation', '1930s']","['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker']",Robert Wise
562,"['helicopter', 'journalist', 'based on novel', 'terrorist', 'skyscraper', 'christmas party', 's.w.a.t.', 'hostage', 'kidnapping', 'vault', 'fistfight', 'murder', 'heist', 'shootout', 'los angeles', 'one man army', 'explosion', 'violence', 'fbi agent', 'walkie talkie', 'christmas eve', 'elevator shaft', 'one night', 'action hero']","['Bruce Willis', 'Alan Rickman', 'Alexander Godunov']",John McTiernan
10163,"['dream', 'chimp', 'manipulation', 'botanist', 'virtual reality', 'lemonade', 'intelligent']","['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright']",Brett Leonard
47199,"['bomb', 'mentally disabled', 'brother-in-law', 'young wife', 'police inspector', 'greenwich london', 'older husband', 'shop owner']","['Bob Hoskins', 'Patricia Arquette', 'Jim Broadbent']",Christopher Hampton
11159,"['london england', 'secret', 'socially deprived family', 'reunion', 'mother daughter relationship', 'illegitimate son']","['Timothy Spall', 'Brenda Blethyn', 'Marianne Jean-Baptiste']",Mike Leigh
9591,"['pop star', 'musical', 'record label', 'music', 'music band']","['Tom Everett Scott', 'Johnathon Schaech', 'Tom Hanks']",Tom Hanks
30500,"['beach', 'grief']","['Peter Gallagher', 'Michelle Pfeiffer', 'Claire Danes']",Michael Pressman
41843,"['paris', 'love triangle', 'female nudity', 'painter', 'infidelity', 'nudity', 'womanizer', 'mistress', 'pregnancy', 'older man younger woman relationship', 'physical abuse', 'picasso']","['Anthony Hopkins', 'Natascha McElhone', 'Julianne Moore']",James Ivory
10938,"['london england', 'gay', 'coming out', 'homosexuality', 'summer', 'gay man', 'lgbt', 'woman director']","['Linda Henry', 'Glen Berry', 'Scott Neal']",Hettie MacDonald
11412,"['assassination', 'amnesia', 'hostage', 'chase', 'dark comedy', 'teacher', 'escape', 'single mother', 'timebomb', 'candlelight vigil', 'rogue agent', 'street shootout', 'ex cia agent', 'christmas parade']","['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima']",Renny Harlin
10586,"['africa', 'lion', 'bridge', 'based on true story', 'kenya', 'animal attack', 'lion attack', 'colonialism', 'swahili']","['Michael Douglas', 'Val Kilmer', 'Tom Wilkinson']",Stephen Hopkins
42314,"['shakespeare', 'performance art']","['Al Pacino', 'Winona Ryder', 'Kevin Spacey']",Al Pacino
27845,"['bar', 'alcoholism', 'independent film', 'drinking']","['Steve Buscemi', 'Chloë Sevigny', 'Carol Kane']",Steve Buscemi
23223,"['robbery', 'bank', 'love', 'murder']","['Ashley Judd', 'Luke Perry', 'Bruce A. Young']",John McNaughton
49471,"['washington d.c.', 'bus', 'march']","['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher']",Spike Lee
38153,[],"['Charlie Sheen', 'Donald Sutherland', 'Linda Hamilton']",George P. Cosmatos
25147,[],"['Kate Winslet', 'Christopher Eccleston', 'Liam Cunningham']",Michael Winterbottom
9716,"['paris', 'venice', 'adultery', 'robbery', 'lovesickness', 'dancer', 'airport', 'broken engagement', 'infidelity', 'montmartre', 'winter', 'marriage proposal', 'new love', 'restaurant', 'gondola', 'halloween', 'racehorse', 'lover', 'musical', 'grandfather', 'thanksgiving', 'senility', 'tourist', 'jogging', 'atheist', 'dysfunctional family', 'independent film', 'family relationships', 'mistaken identity', 'wealth', 'redemption', 'unfaithfulness', 'hospital', 'lingerie slip', 'escaped convict', 'singing', 'maid', 'new york city', 'divorce', 'urban setting', 'christmas eve', 'cult film', 'waiter', 'wake', 'jewelry store', 'unwanted kiss', 'funeral home', 'central park', 'ghost', 'opposites attract', 'engagement ring', 'jumping rope', 'autumn', 'trick or treating', 'flashback', 'park avenue', 'parolee', 'x-ray', 'jeweler', 'fiancée']","['Drew Barrymore', 'Diva Gray', 'Natasha Lyonne']",Woody Allen
454,"['shakespeare', 'forbidden love', 'gun violence', 'star crossed lovers', 'shakespeare in modern dress', 'teenage romance', 'masquerade', ""shakespeare's romeo and juliet"", 'gangster grip']","['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo']",Baz Luhrmann
10218,"['independent film', 'stuffed animal', 'hollywood', 'drink', 'swinger', 'producer', 'following someone', 'name calling', 'aspiring actor', 'actor']","['Jon Favreau', 'Vince Vaughn', 'Ron Livingston']",Doug Liman
819,"['child abuse', 'sadistic', 'sexual abuse', 'pastor', 'repayment', 'juvenile prison', 'court case', 'pub', 'court', 'juvenile delinquent', 'child']","['Robert De Niro', 'Brad Pitt', 'Kevin Bacon']",Barry Levinson
56830,"['independent film', 'prostitution']","['David Arquette', 'Lukas Haas', 'John C. McGinley']",Scott Silver
11238,"['musical', 'orient', 'genie']","['Scott Weinger', 'Linda Larkin', 'Robin Williams']",Tad Stones
31530,"['ballet dancer', 'musical']","['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton']",Mark Sandrich
66473,"['musical', 'secretary', 'class differences', 'aristocrat']","['Fred Astaire', 'George Burns', 'Gracie Allen']",George Stevens
28120,"['army', 'suspense', 'anti semitism', 'soldier', 'film noir']","['Robert Young', 'Robert Mitchum', 'Robert Ryan']",Edward Dmytryk
1834,"['detective', 'lover (female)', 'planned murder', 'femme fatale', 'hallucinogenic drug', 'los angeles', 'beach house', 'private detective', 'philip marlowe', 'film noir', 'sedation', 'search for truth', 'unfaithful wife', 'tiki culture']","['Dick Powell', 'Claire Trevor', 'Anne Shirley']",Edward Dmytryk
252,"['chocolate', 'factory worker', 'based on novel', 'candy', 'tv addicted person', 'overweight child', 'grandfather grandson relationship', 'factory', 'musical', 'single', 'teacher']","['Gene Wilder', 'Jack Albertson', 'Peter Ostrum']",Mel Stuart
16372,"['england', 'haunted house', 'supernatural', 'ghost story', 'governess']","['Deborah Kerr', 'Peter Wyngarde', 'Megs Jenkins']",Jack Clayton
11561,"['sex', 'revolution', 'future', 'dystopia', 'government', 'control', 'satire', 'independent film', 'robot', 'tyranny', 'cyrogenics', 'anarchic comedy']","['Woody Allen', 'Diane Keaton', 'John Beck']",Woody Allen
