Rank_Char,Score_Rank,University,Country,Number_students,Numb_students_per_Staff,International_Students,Percentage_Female,Percentage_Male,Teaching,Research,Citations,Industry_Income,International_Outlook,Score_Result,Overall_Ranking
1001+,426,Nagoya City University,Japan,"4,444",7.60,2%,53%,47%,23.20,14.00,27.70,45.50,19.40,22.10,10.7�22.1
1001+,426,Vilnius Gediminas Technical University,Lithuania,"9,551",14.10,10%,48%,52%,16.20,12.40,31.70,40.70,39.60,22.10,10.7�22.1
1001+,426,Zhejiang University of Technology,China,"31,228",14.70,8%,0%,0%,16.70,14.20,32.30,51.40,24.40,22.10,10.7�22.1
1001+,427,Al-Farabi Kazakh National University,Kazakhstan,"21,138",5.60,11%,55%,45%,24.30,9.60,20.70,42.80,61.20,22.00,10.7�22.1
1001+,427,Comenius University in Bratislava,Slovakia,"20,056",9.80,14%,67%,33%,22.20,13.10,22.30,34.60,52.00,22.00,10.7�22.1
1001+,427,Kyushu Institute of Technology (Kyutech),Japan,"5,653",16.20,4%,13%,87%,18.70,12.40,31.00,47.40,29.30,22.00,10.7�22.1
1001+,427,Shinshu University,Japan,"10,812",10.30,3%,32%,68%,21.50,14.40,27.90,40.80,24.50,22.00,10.7�22.1
1001+,427,Southern Medical University,China,"19,306",6.60,7%,58%,42%,27.20,12.20,24.90,39.50,23.50,22.00,10.7�22.1
1001+,428,Oakland University,United States,"15,887",18.90,4%,57%,43%,25.50,12.70,24.50,35.30,28.90,21.90,10.7�22.1
1001+,428,Robert Gordon University,United Kingdom,"9,489",20.40,22%,62%,38%,16.80,11.30,23.30,35.20,75.00,21.90,10.7�22.1
1001+,428,Samara University,Russian Federation,"9,660",10.60,11%,51%,49%,18.30,12.40,31.00,46.60,30.20,21.90,10.7�22.1
1001+,428,Semnan University,Iran,"12,496",15.40,1%,50%,50%,16.90,9.90,39.30,34.40,16.50,21.90,10.7�22.1
1001+,429,"California State University, Long Beach",United States,"30,595",19.70,4%,58%,42%,23.10,10.10,27.30,35.90,37.30,21.80,10.7�22.1
1001+,429,Delhi Technological University,India,"8,242",23.30,0%,16%,84%,15.80,13.10,37.50,35.30,13.50,21.80,10.7�22.1
1001+,429,South Valley University,Egypt,"47,488",47.90,0%,60%,40%,12.80,7.90,37.80,34.60,45.70,21.80,10.7�22.1
1001+,430,Brno University of Technology,Czech Republic,"20,275",19.60,22%,29%,71%,18.60,15.60,21.70,41.20,52.20,21.70,10.7�22.1
1001+,430,"University of Chemistry and Technology, Prague",Czech Republic,"4,285",9.80,20%,62%,38%,24.20,14.60,17.80,40.70,49.30,21.70,10.7�22.1
1001+,430,University of Ostrava,Czech Republic,"8,872",18.30,9%,70%,30%,16.70,13.50,29.20,34.50,40.40,21.70,10.7�22.1
1001+,430,Riga Technical University,Latvia,"10,805",29.80,11%,36%,64%,19.50,17.50,20.10,55.50,43.00,21.70,10.7�22.1
1001+,430,University of South Wales,United Kingdom,"15,664",14.80,19%,53%,47%,16.20,9.20,27.90,34.90,64.00,21.70,10.7�22.1
1001+,431,Industrial University of Santander (UIS),Colombia,"20,851",24.50,0%,46%,54%,14.50,9.90,35.10,34.70,38.70,21.60,10.7�22.1
1001+,432,University of Cergy-Pontoise,France,"14,867",16.30,16%,57%,43%,15.90,13.60,23.60,35.00,62.50,21.50,10.7�22.1
1001+,432,Edge Hill University,United Kingdom,"12,185",15.50,5%,68%,32%,14.80,10.20,33.10,34.40,42.40,21.50,10.7�22.1
1001+,432,Nanjing University of Aeronautics and Astronautics,China,"29,542",16.60,3%,27%,73%,20.80,21.10,19.80,65.50,18.40,21.50,10.7�22.1
1001+,433,Kagawa University,Japan,"6,392",9.70,2%,41%,59%,20.90,11.70,28.50,40.00,28.00,21.40,10.7�22.1
1001+,433,National University of Colombia,Colombia,"52,085",22.40,1%,38%,62%,19.00,14.50,26.10,35.40,35.70,21.40,10.7�22.1
1001+,433,Ocean University of China,China,"32,059",17.50,4%,52%,48%,20.30,15.60,26.10,44.70,23.00,21.40,10.7�22.1
1001+,433,?Shahid Chamran University of Ahvaz,Iran,"12,309",21.10,2%,61%,39%,27.20,18.40,16.20,66.20,16.30,21.40,10.7�22.1
1001+,433,Shiga University of Medical Science,Japan,"1,164",3.10,2%,43%,57%,25.50,10.20,27.20,42.30,20.00,21.40,10.7�22.1
1001+,433,Warsaw University of Technology,Poland,"29,709",12.90,6%,34%,66%,19.20,11.80,30.70,39.80,25.10,21.40,10.7�22.1
1001+,434,Bandung Institute of Technology (ITB),Indonesia,"17,382",10.50,2%,41%,59%,22.00,16.70,16.30,89.90,34.00,21.30,10.7�22.1
1001+,434,Budapest University of Technology and Economics,Hungary,"18,219",16.90,7%,33%,67%,17.40,15.80,25.30,44.00,34.70,21.30,10.7�22.1
1001+,434,Fayoum University,Egypt,"33,084",14.10,1%,39%,61%,15.70,9.80,32.70,36.00,39.30,21.30,10.7�22.1
1001+,434,King Mongkut�s University of Technology Thonburi,Thailand,"16,126",21.40,3%,47%,53%,17.30,16.70,23.60,74.00,29.20,21.30,10.7�22.1
1001+,434,Tokushima University,Japan,"7,553",8.70,3%,35%,65%,26.50,19.10,15.00,55.10,22.60,21.30,10.7�22.1
1001+,435,Alexandria University,Egypt,"182,129",27.40,3%,54%,46%,18.90,13.10,24.10,39.60,44.50,21.20,10.7�22.1
1001+,435,Izmir Institute of Technology,Turkey,"5,090",19.60,4%,46%,54%,19.40,11.00,29.40,38.90,30.40,21.20,10.7�22.1
1001+,435,Suranaree University of Technology,Thailand,"15,901",34.10,1%,55%,45%,19.70,12.30,27.00,44.50,32.10,21.20,10.7�22.1
1001+,436,Bu-Ali Sina University,Iran,"11,609",26.30,1%,53%,47%,22.20,15.30,25.80,35.30,16.00,21.10,10.7�22.1
1001+,436,University of Burgos,Spain,"7,369",13.40,3%,53%,47%,20.80,12.00,25.70,37.50,34.20,21.10,10.7�22.1
1001+,436,University of Guilan,Iran,"16,240",28.20,0%,61%,39%,20.40,13.60,29.50,34.80,15.70,21.10,10.7�22.1
1001+,436,Sohag University,Egypt,"52,056",28.80,0%,58%,42%,13.80,7.40,35.30,34.70,43.50,21.10,10.7�22.1
1001+,437,University of Almer�a,Spain,"12,913",18.40,12%,56%,44%,17.10,13.20,26.20,36.10,41.30,21.00,10.7�22.1
1001+,437,Kharazmi University,Iran,"12,656",20.90,1%,57%,43%,28.00,12.70,21.20,44.70,17.10,21.00,10.7�22.1
1001+,437,National University of San Mart�n,Argentina,"15,236",15.80,5%,65%,35%,16.50,8.80,31.90,35.00,39.10,21.00,10.7�22.1
1001+,437,University of North Florida,United States,"12,132",17.70,2%,57%,43%,24.80,10.50,25.70,34.60,24.00,21.00,10.7�22.1
1001+,437,Paris Nanterre University,France,"33,434",36.30,17%,62%,38%,23.80,16.80,13.90,34.70,50.90,21.00,10.7�22.1
1001+,437,University of South Africa,South Africa,"193,874",155.20,7%,67%,33%,22.10,19.10,15.00,35.20,43.70,21.00,10.7�22.1
1001+,437,University of Talca,Chile,"10,795",16.10,1%,48%,52%,15.30,11.20,27.50,44.70,49.50,21.00,10.7�22.1
1001+,438,Texas State University,United States,"31,893",19.10,1%,58%,42%,17.40,14.30,27.30,36.40,30.40,20.90,10.7�22.1
1001+,439,Chuo University,Japan,"26,302",37.20,4%,36%,64%,27.20,10.30,23.00,36.80,23.00,20.80,10.7�22.1
1001+,439,Democritus University of Thrace,Greece,"30,414",49.80,3%,54%,46%,14.90,11.60,32.00,35.80,31.40,20.80,10.7�22.1
1001+,439,University of Sfax,Tunisia,"32,178",13.50,1%,69%,31%,28.90,10.40,17.30,34.40,39.70,20.80,10.7�22.1
1001+,439,University of Valladolid,Spain,"23,232",12.30,6%,54%,46%,21.70,11.80,23.10,38.10,37.70,20.80,10.7�22.1
1001+,440,Chung Yuan Christian University,Taiwan,"15,926",32.90,11%,44%,56%,16.80,24.60,14.80,47.20,35.20,20.70,10.7�22.1
1001+,440,Corvinus University of Budapest,Hungary,"11,023",23.20,15%,54%,46%,17.80,13.70,23.60,34.40,44.70,20.70,10.7�22.1
1001+,440,Erciyes University,Turkey,"39,178",29.10,3%,46%,54%,19.70,16.30,20.60,84.40,21.50,20.70,10.7�22.1
1001+,440,National Taipei University,Taiwan,"8,645",17.00,4%,54%,46%,19.50,14.90,25.30,35.80,25.10,20.70,10.7�22.1
1001+,440,National Taiwan Ocean University,Taiwan,"8,652",21.60,9%,32%,68%,18.50,21.50,17.10,52.80,29.90,20.70,10.7�22.1
1001+,440,Shahrekord University,Iran,"7,378",22.80,0%,59%,41%,15.60,11.10,35.50,34.80,15.60,20.70,10.7�22.1
1001+,441,University of Lethbridge,Canada,"6,996",12.90,12%,0%,0%,16.70,12.40,22.30,34.50,57.60,20.60,10.7�22.1
1001+,441,National Research Saratov State University,Russian Federation,"9,847",9.70,7%,61%,39%,20.70,11.70,25.70,38.10,29.70,20.60,10.7�22.1
1001+,441,Toho University,Japan,"5,204",13.20,1%,50%,50%,21.70,13.50,25.80,39.10,17.30,20.60,10.7�22.1
1001+,441,Ural Federal University,Russian Federation,"25,000",11.60,11%,50%,50%,23.80,17.00,12.50,51.10,44.60,20.60,10.7�22.1
1001+,441,University of Yamanashi,Japan,"4,659",6.30,4%,31%,69%,24.00,10.70,25.60,36.80,21.60,20.60,10.7�22.1
1001+,442,"Birla Institute of Technology and Science, Pilani",India,"13,535",17.40,1%,20%,80%,19.70,10.90,30.80,35.30,16.40,20.50,10.7�22.1
1001+,442,Polytechnic University of Cartagena,Spain,"4,749",10.60,6%,27%,73%,22.60,11.10,23.30,37.90,32.40,20.50,10.7�22.1
1001+,442,Huaqiao University,China,"30,491",17.70,11%,50%,50%,14.70,11.30,27.30,37.20,48.00,20.50,10.7�22.1
1001+,442,University of Le�n,Spain,"13,606",16.10,13%,56%,44%,17.90,11.20,25.40,36.70,43.40,20.50,10.7�22.1
1001+,443,University of Chester,United Kingdom,"10,915",19.50,11%,67%,33%,15.80,12.70,24.80,34.80,46.60,20.40,10.7�22.1
1001+,443,Saitama Medical University,Japan,"1,909",1.50,0%,49%,51%,23.60,9.60,28.00,38.10,15.10,20.40,10.7�22.1
1001+,443,Sepuluh Nopember Institute of Technology,Indonesia,"14,624",10.60,4%,26%,74%,19.60,11.10,23.40,62.60,34.70,20.40,10.7�22.1
1001+,443,Southwest Jiaotong University,China,"38,059",15.90,2%,25%,75%,17.90,16.60,20.80,81.00,24.30,20.40,10.7�22.1
1001+,444,SASTRA University,India,"12,234",14.50,0%,52%,48%,17.00,11.90,31.90,34.90,14.00,20.20,10.7�22.1
1001+,444,University of Zagreb,Croatia,"68,216",18.90,3%,59%,41%,17.80,12.90,25.30,37.40,33.00,20.20,10.7�22.1
1001+,445,De La Salle University,Philippines,"15,604",17.80,3%,50%,50%,17.10,12.90,26.40,34.40,30.70,20.10,10.7�22.1
1001+,445,Shahrood University of Technology,Iran,"8,448",24.60,0%,44%,56%,17.70,13.80,27.80,35.90,18.20,20.10,10.7�22.1
1001+,445,University of Tunis El Manar,Tunisia,"33,923",10.10,1%,64%,36%,25.60,9.90,18.30,34.50,40.80,20.10,10.7�22.1
1001+,446,Czech University of Life Sciences Prague (CULS),Czech Republic,"17,065",20.40,20%,53%,47%,17.40,13.10,18.70,49.90,53.70,20.00,10.7�22.1
1001+,446,North China Electric Power University,China,"30,733",16.60,2%,37%,63%,17.30,11.90,28.50,55.90,16.60,20.00,10.7�22.1
1001+,446,Wenzhou Medical University,China,"15,971",11.70,5%,61%,39%,16.70,12.70,28.00,37.70,24.20,20.00,10.7�22.1
1001+,447,Anadolu University,Turkey,"830,104",493.50,1%,37%,63%,13.00,24.10,16.50,100.00,17.30,19.90,10.7�22.1
1001+,447,Austral University of Chile,Chile,"15,575",17.70,2%,50%,50%,15.00,12.20,22.70,46.90,50.20,19.90,10.7�22.1
1001+,447,Ehime University,Japan,"9,333",13.10,2%,38%,62%,21.30,14.60,20.50,42.70,25.90,19.90,10.7�22.1
1001+,447,Federal University of S�o Carlos,Brazil,"19,134",14.60,2%,49%,51%,26.20,13.40,17.30,41.20,24.50,19.90,10.7�22.1
1001+,447,National Chung Hsing University,Taiwan,"15,077",14.90,5%,40%,60%,20.80,16.50,19.00,47.10,24.20,19.90,10.7�22.1
1001+,447,Showa University,Japan,"3,659",2.10,1%,59%,41%,30.30,8.70,20.00,36.40,16.60,19.90,10.7�22.1
1001+,447,Yokohama National University,Japan,"9,889",12.50,7%,29%,71%,22.70,16.50,16.20,49.10,26.70,19.90,10.7�22.1
1001+,448,Gunma University,Japan,"6,473",7.70,3%,37%,63%,27.40,12.90,17.80,37.60,19.40,19.80,10.7�22.1
1001+,448,Saitama University,Japan,"8,579",14.30,5%,33%,67%,19.10,13.00,22.80,36.40,31.70,19.80,10.7�22.1
1001+,448,St Petersburg Electrotechnical University (LETI),Russian Federation,"8,021",12.50,18%,30%,70%,19.80,13.00,20.50,54.70,32.60,19.80,10.7�22.1
1001+,448,University of Zanjan,Iran,"9,980",25.10,0%,54%,46%,17.00,12.30,28.50,43.80,18.70,19.80,10.7�22.1
1001+,449,Andr�s Bello University (UNAB),Chile,"44,327",21.80,1%,53%,47%,13.30,8.00,29.80,34.60,47.30,19.70,10.7�22.1
1001+,449,Chungnam National University,South Korea,"21,908",19.90,4%,45%,55%,22.70,21.10,12.10,46.60,23.00,19.70,10.7�22.1
1001+,449,Feng Chia University,Taiwan,"19,840",23.10,16%,37%,63%,17.70,17.30,17.20,39.50,40.60,19.70,10.7�22.1
1001+,449,Imam Abdulrahman Bin Faisal University,Saudi Arabia,"24,763",8.50,4%,77%,23%,21.10,8.00,15.30,34.80,73.20,19.70,10.7�22.1
1001+,449,London South Bank University,United Kingdom,"12,168",16.50,33%,56%,44%,15.40,10.40,18.10,34.80,75.30,19.70,10.7�22.1
1001+,449,University of Mumbai,India,"7,874",18.10,0%,47%,53%,31.10,10.20,17.20,35.00,17.60,19.70,10.7�22.1
1001+,449,Pontifical Catholic University of Valpara�so,Chile,"15,935",24.40,1%,42%,58%,17.30,15.90,16.00,50.00,48.60,19.70,10.7�22.1
1001+,449,Toyohashi University of Technology (TUT),Japan,"2,135",8.80,7%,9%,91%,21.90,16.70,16.30,51.10,26.00,19.70,10.7�22.1
1001+,450,Chiang Mai University,Thailand,"35,013",15.50,2%,62%,38%,20.80,14.20,18.00,48.60,32.80,19.60,10.7�22.1
1001+,450,Incheon National University,South Korea,"13,499",22.30,3%,43%,57%,16.10,17.00,21.90,37.00,29.30,19.60,10.7�22.1
1001+,450,Mohammed V University of Rabat,Morocco,"81,914",33.40,5%,57%,43%,28.20,9.90,16.70,41.60,27.80,19.60,10.7�22.1
1001+,451,Osaka Prefecture University,Japan,"7,746",10.10,4%,36%,64%,22.40,13.50,20.20,41.50,22.40,19.50,10.7�22.1
1001+,451,University of Toyama,Japan,"9,133",12.00,3%,40%,60%,21.10,13.00,20.30,44.40,27.30,19.50,10.7�22.1
1001+,452,Federal University of Cear� (UFC),Brazil,"34,676",17.20,1%,46%,54%,22.40,11.80,20.70,38.60,25.80,19.40,10.7�22.1
1001+,452,University of Manouba,Tunisia,"18,361",13.50,1%,66%,34%,19.40,7.70,24.50,34.40,41.10,19.40,10.7�22.1
1001+,453,Assiut University,Egypt,"87,471",19.70,1%,45%,55%,15.20,9.00,25.70,34.40,46.70,19.30,10.7�22.1
1001+,453,Gebze Technical University,Turkey,"7,487",27.40,2%,34%,66%,21.00,14.10,19.40,36.70,27.50,19.30,10.7�22.1
1001+,453,Silesian University of Technology,Poland,"20,646",12.60,1%,34%,66%,16.40,9.30,31.70,36.90,16.00,19.30,10.7�22.1
1001+,453,SWPS University of Social Sciences and Humanities,Poland,"13,561",35.30,9%,74%,26%,15.10,12.30,21.00,34.50,51.80,19.30,10.7�22.1
1001+,454,Catholic University of the North,Chile,"11,871",19.60,2%,46%,54%,14.80,14.20,18.90,35.60,52.90,19.20,10.7�22.1
1001+,454,Khon Kaen University,Thailand,"38,655",19.70,2%,51%,49%,21.60,12.00,18.00,55.20,31.10,19.20,10.7�22.1
1001+,454,Nara Medical University,Japan,"1,240",3.30,1%,47%,53%,24.80,11.00,21.20,39.30,15.30,19.20,10.7�22.1
1001+,455,Andhra University,India,"9,785",16.60,2%,51%,49%,37.40,10.80,8.00,42.50,15.50,19.10,10.7�22.1
1001+,455,Annamalai University,India,"23,098",14.10,2%,49%,51%,29.20,8.60,18.70,35.30,16.80,19.10,10.7�22.1
1001+,455,University of Antioquia,Colombia,"41,389",24.00,0%,51%,49%,16.70,17.00,17.20,40.60,37.70,19.10,10.7�22.1
1001+,455,University of Concepci�n,Chile,"27,640",17.40,1%,51%,49%,15.40,11.60,19.70,56.60,48.70,19.10,10.7�22.1
1001+,455,Federal University of Vi�osa,Brazil,"17,595",14.00,2%,50%,50%,28.10,14.30,12.30,47.60,20.10,19.10,10.7�22.1
1001+,455,Universitas Gadjah Mada,Indonesia,"38,310",8.60,2%,58%,42%,23.40,11.00,15.70,61.40,34.10,19.10,10.7�22.1
1001+,456,AGH University of Science and Technology,Poland,"28,620",13.00,2%,0%,0%,17.70,13.50,23.60,38.30,20.70,19.00,10.7�22.1
1001+,456,Belgorod State National Research University,Russian Federation,"13,175",13.40,18%,65%,35%,19.10,9.90,20.40,43.70,41.80,19.00,10.7�22.1
1001+,456,KIIT University,India,"21,390",13.10,2%,41%,59%,16.90,11.50,25.90,59.50,15.90,19.00,10.7�22.1
1001+,456,Tribhuvan University,Nepal,"418,053",36.00,0%,45%,55%,11.40,6.90,30.80,34.40,45.80,19.00,10.7�22.1
1001+,456,Zagazig University,Egypt,"156,419",24.00,1%,53%,47%,13.60,7.70,29.60,34.40,38.80,19.00,10.7�22.1
1001+,457,Federal University of ABC (UFABC),Brazil,"14,422",20.90,1%,41%,59%,15.90,11.80,24.10,35.80,33.40,18.90,10.7�22.1
1001+,457,Federal University of Bahia,Brazil,"40,848",15.90,0%,53%,47%,21.80,13.70,18.70,34.40,23.90,18.90,10.7�22.1
1001+,457,National University of Cuyo,Argentina,"46,096",9.60,2%,61%,39%,18.00,7.10,25.70,34.40,37.20,18.90,10.7�22.1
1001+,457,National Yunlin University of Science and Technology,Taiwan,"9,215",24.90,4%,42%,58%,17.20,26.40,7.30,89.90,18.70,18.90,10.7�22.1
1001+,458,Bah�e?ehir University,Turkey,"16,458",38.30,12%,48%,52%,18.50,14.80,14.70,53.70,40.80,18.80,10.7�22.1
1001+,458,The University of Electro-Communications,Japan,"4,813",15.10,5%,12%,88%,19.30,18.60,14.10,39.10,29.00,18.80,10.7�22.1
1001+,458,Nagaoka University of Technology,Japan,"2,300",10.70,12%,11%,89%,24.70,14.60,11.70,41.70,32.80,18.80,10.7�22.1
1001+,458,National University of C�rdoba,Argentina,"59,450",10.40,3%,68%,32%,20.60,9.20,21.20,35.10,34.30,18.80,10.7�22.1
1001+,459,Anna University,India,"14,428",15.60,1%,45%,55%,22.60,14.10,18.50,41.90,14.80,18.70,10.7�22.1
1001+,459,Belarusian State University,Belarus,"27,101",8.40,9%,55%,45%,21.30,9.70,13.30,42.40,58.10,18.70,10.7�22.1
1001+,459,University of Marrakech Cadi Ayyad,Morocco,"102,000",65.70,1%,54%,46%,18.00,8.50,22.70,35.40,41.10,18.70,10.7�22.1
1001+,459,Mie University,Japan,"7,118",9.50,3%,37%,63%,20.90,11.80,20.70,43.70,20.50,18.70,10.7�22.1
1001+,459,University of Peshawar,Pakistan,"5,647",10.70,2%,40%,60%,25.20,10.70,15.00,34.40,34.20,18.70,10.7�22.1
1001+,459,Saga University,Japan,"6,799",9.60,2%,39%,61%,21.50,12.40,18.80,47.60,22.90,18.70,10.7�22.1
1001+,459,Tomas Bata University in Zl�n,Czech Republic,"8,546",19.50,10%,58%,42%,18.70,17.40,12.60,37.20,42.00,18.70,10.7�22.1
1001+,460,Banasthali University,India,"10,355",19.10,4%,95%,5%,33.00,10.00,11.10,39.30,18.70,18.60,10.7�22.1
1001+,461,Hosei University,Japan,"30,969",40.70,2%,37%,63%,16.80,9.70,25.90,35.20,25.80,18.50,10.7�22.1
1001+,462,Canterbury Christ Church University,United Kingdom,"11,386",16.90,12%,68%,32%,16.40,11.30,20.10,34.40,42.40,18.40,10.7�22.1
1001+,462,Federal University of Lavras,Brazil,"14,024",19.40,1%,50%,50%,23.90,16.80,11.20,54.80,18.80,18.40,10.7�22.1
1001+,462,Gifu University,Japan,"7,194",7.60,4%,36%,64%,23.50,11.80,16.90,38.50,23.10,18.40,10.7�22.1
1001+,462,L.N. Gumilyov Eurasian National University,Kazakhstan,"17,205",5.30,4%,0%,0%,21.60,7.50,16.60,34.40,51.00,18.40,10.7�22.1
1001+,462,University of West Bohemia,Czech Republic,"10,540",15.20,5%,54%,46%,18.10,15.70,16.70,39.10,29.80,18.40,10.7�22.1
1001+,462,Yamagata University,Japan,"8,913",8.70,2%,36%,64%,21.80,12.20,17.70,50.60,22.30,18.40,10.7�22.1
1001+,463,Azarbaijan Shahid Madani University,Iran,"6,329",23.90,0%,62%,38%,18.10,12.60,23.70,36.60,14.80,18.30,10.7�22.1
1001+,463,University of Carthage,Tunisia,"32,088",10.10,1%,67%,33%,19.60,8.30,19.40,34.70,43.30,18.30,10.7�22.1
1001+,463,Nicolaus Copernicus University in Toru?,Poland,"22,438",11.10,2%,71%,29%,18.80,10.50,22.30,35.40,25.90,18.30,10.7�22.1
1001+,463,Pontifical Catholic University of Paran�,Brazil,"23,714",23.00,1%,53%,47%,17.40,10.20,23.70,35.90,27.10,18.30,10.7�22.1
1001+,463,Southern Federal University,Russian Federation,"19,038",9.10,9%,55%,45%,20.40,10.00,20.40,41.90,27.10,18.30,10.7�22.1
1001+,463,Tokyo University of Marine Science and Technology,Japan,"2,654",10.70,7%,33%,67%,24.30,13.90,10.40,47.70,33.30,18.30,10.7�22.1
1001+,464,Kochi University,Japan,"5,469",8.10,1%,44%,56%,19.90,10.70,20.70,40.90,24.20,18.20,10.7�22.1
1001+,464,Nagoya Institute of Technology,Japan,"5,661",16.20,4%,15%,85%,18.80,19.40,12.80,49.00,22.70,18.20,10.7�22.1
1001+,464,Sophia University,Japan,"13,369",24.20,9%,56%,44%,21.60,11.60,14.30,36.00,40.30,18.20,10.7�22.1
1001+,465,Lobachevsky State University of Nizhni Novgorod,Russian Federation,"18,077",7.90,7%,53%,47%,25.60,11.60,12.40,43.70,28.60,18.10,10.7�22.1
1001+,465,Minia University,Egypt,"59,181",15.60,1%,60%,40%,15.50,7.20,23.50,34.50,45.00,18.10,10.7�22.1
1001+,465,University of Miyazaki,Japan,"5,488",7.90,3%,35%,65%,20.50,9.90,21.10,36.30,23.10,18.10,10.7�22.1
1001+,465,National Changhua University of Education,Taiwan,"8,180",21.80,8%,52%,48%,20.30,18.60,12.10,37.40,24.30,18.10,10.7�22.1
1001+,465,Ritsumeikan University,Japan,"34,413",18.30,6%,35%,65%,19.10,13.20,16.60,36.80,33.60,18.10,10.7�22.1
1001+,465,Y?ld?z Technical University,Turkey,"36,946",33.50,4%,39%,61%,15.40,12.90,23.00,45.60,21.10,18.10,10.7�22.1
1001+,466,Universit� Hassan II de Casablanca,Morocco,"110,125",27.80,2%,54%,46%,15.90,7.60,24.80,36.40,34.40,18.00,10.7�22.1
1001+,466,Kagoshima University,Japan,"10,541",10.10,3%,38%,62%,21.40,11.40,18.00,42.90,23.00,18.00,10.7�22.1
1001+,466,National Chung Cheng University,Taiwan,"10,161",14.90,5%,42%,58%,19.10,18.30,13.70,41.30,21.20,18.00,10.7�22.1
1001+,466,Novosibirsk State Technical University,Russian Federation,"11,640",11.40,20%,44%,56%,20.50,12.60,14.90,38.20,34.60,18.00,10.7�22.1
1001+,466,State University of Ponta Grossa,Brazil,"11,911",12.50,0%,52%,48%,17.60,8.50,26.50,34.40,18.40,18.00,10.7�22.1
1001+,466,"University of Technology, Iraq",Iraq,"10,450",6.30,0%,60%,40%,20.50,6.90,20.30,34.60,37.50,18.00,10.7�22.1
1001+,466,University of Valpara�so,Chile,"16,211",18.50,3%,59%,41%,16.70,9.70,18.40,34.50,48.70,18.00,10.7�22.1
1001+,467,Menoufia University,Egypt,"84,587",36.40,1%,45%,55%,15.00,7.90,24.90,36.50,35.20,17.90,10.7�22.1
1001+,468,Far Eastern Federal University,Russian Federation,"15,601",10.30,19%,0%,0%,21.20,11.10,11.90,40.40,47.00,17.80,10.7�22.1
1001+,468,Kitasato University,Japan,"8,503",5.40,0%,53%,47%,24.00,9.90,18.20,39.50,16.30,17.80,10.7�22.1
1001+,468,TOBB University of Economics and Technology,Turkey,"5,836",16.80,1%,47%,53%,15.70,11.10,23.40,35.30,24.90,17.80,10.7�22.1
1001+,469,University of Nigeria Nsukka,Nigeria,"34,227",13.20,1%,51%,49%,23.00,8.60,18.60,35.20,23.80,17.70,10.7�22.1
1001+,469,Rio de Janeiro State University (UERJ),Brazil,"22,879",8.90,0%,57%,43%,24.20,10.90,15.20,38.10,21.60,17.70,10.7�22.1
1001+,470,Federal University of Pernambuco,Brazil,"34,072",12.80,1%,50%,50%,26.90,9.20,14.30,35.90,20.80,17.60,10.7�22.1
1001+,470,Hallym University,South Korea,"8,108",9.80,5%,0%,0%,19.00,15.20,16.00,35.40,21.50,17.60,10.7�22.1
1001+,470,Kangwon National University,South Korea,"23,127",23.10,3%,41%,59%,17.60,15.00,17.80,36.30,21.10,17.60,10.7�22.1
1001+,470,Londrina State University,Brazil,"26,685",15.30,1%,57%,43%,21.40,13.30,16.30,34.40,18.70,17.60,10.7�22.1
1001+,470,University of the Sinos Valley,Brazil,"21,715",23.70,0%,51%,49%,18.40,10.00,21.50,46.30,19.70,17.60,10.7�22.1
1001+,471,Marmara University,Turkey,"59,480",29.10,4%,49%,51%,21.30,8.90,19.40,34.60,22.90,17.50,10.7�22.1
1001+,471,University of Mysore,India,"7,810",21.30,10%,39%,61%,31.30,8.20,8.40,34.80,30.60,17.50,10.7�22.1
1001+,471,Sofia University,Bulgaria,"21,988",9.30,6%,65%,35%,20.70,9.60,14.20,35.30,43.70,17.50,10.7�22.1
1001+,471,Tokai University,Japan,"29,848",13.00,2%,26%,74%,18.90,9.70,20.80,36.80,23.40,17.50,10.7�22.1
1001+,472,University of Engineering & Technology (UET) Lahore,Pakistan,"14,654",14.50,2%,24%,76%,15.30,9.20,19.40,34.70,44.40,17.40,10.7�22.1
1001+,472,I-Shou University,Taiwan,"13,970",28.50,14%,48%,52%,15.10,17.00,13.30,45.30,35.20,17.40,10.7�22.1
1001+,472,Ochanomizu University,Japan,"2,775",14.80,4%,100%,0%,23.30,12.70,13.00,37.80,23.90,17.40,10.7�22.1
1001+,472,Urmia University,Iran,"13,500",28.60,0%,50%,50%,20.00,12.90,18.30,38.10,14.90,17.40,10.7�22.1
1001+,472,Yamaguchi University,Japan,"10,580",10.80,5%,37%,63%,20.80,12.50,14.90,42.30,25.20,17.40,10.7�22.1
1001+,473,Szent Istv�n University,Hungary,"12,796",18.70,11%,49%,51%,16.50,10.50,17.80,35.40,40.10,17.30,10.7�22.1
1001+,473,Tzu Chi University,Taiwan,"3,492",10.10,5%,60%,40%,20.00,14.10,15.10,39.10,20.30,17.30,10.7�22.1
1001+,473,Yuan Ze University,Taiwan,"8,356",19.50,8%,42%,58%,17.30,13.90,15.50,47.00,28.30,17.30,10.7�22.1
1001+,474,Sim�n Bol�var University,Venezuela,"10,273",24.90,0%,46%,54%,16.90,9.90,13.80,61.10,45.90,17.20,10.7�22.1
1001+,474,Wroc?aw University of Science and Technology,Poland,"28,329",14.80,3%,34%,66%,16.60,10.80,21.30,38.90,21.00,17.20,10.7�22.1
1001+,475,"University of the Andes, Chile",Chile,"8,402",14.40,2%,59%,41%,16.10,10.50,15.60,34.60,47.80,17.10,10.7�22.1
