ID,Name,Age,Nationality,Overall,Potential,Club,Value_EUR,Wage_EUR,Special
149147,G. Stendardo,36,Italy,70,70,Pescara,240000.0,3000.0,1341
219803,D. Cavaré,22,France,70,77,Barnsley,2100000.0,7000.0,1670
236699,S. Lukić,20,Serbia,70,79,Levante UD,2400000.0,19000.0,1925
199580,C. Goldson,24,England,70,77,Brighton & Hove Albion,2100000.0,25000.0,1558
205212,David Ferreiro,29,Spain,70,70,SD Huesca,1700000.0,7000.0,1781
184220,M. Diskerud,26,United States,70,72,IFK Göteborg,2100000.0,6000.0,1886
204701,S. Khelifi,23,Switzerland,70,76,Eintracht Braunschweig,2400000.0,15000.0,1693
206493,Y. Abdelhamid,29,Morocco,70,70,Stade de Reims,1400000.0,7000.0,1433
212381,R. Insigne,23,Italy,70,75,Parma,2400000.0,32000.0,1670
215965,C. Strandberg,21,Sweden,70,77,Malmö FF,2600000.0,5000.0,1591
160157,A. Venteros,29,Chile,70,70,CD Antofagasta,1800000.0,4000.0,1683
229533,Tiago Mesquita,26,Portugal,70,72,Boavista FC,1800000.0,6000.0,1696
183453,P. Oniangué,28,Congo,70,70,Wolverhampton Wanderers,1800000.0,35000.0,1958
201374,Fernández,27,Spain,70,71,Córdoba CF,1600000.0,8000.0,1754
202910,D. Mitov Nilsson,26,FYR Macedonia,70,72,IFK Norrköping,1500000.0,4000.0,1097
212126,N. Ninković,22,Serbia,70,78,Empoli,2600000.0,18000.0,1694
173470,C. Leitgeb,32,Austria,70,70,FC Red Bull Salzburg,1300000.0,22000.0,1788
225951,D. Bouanga,22,Gabon,70,79,FC Lorient,2700000.0,6000.0,1664
198560,Carlos Ruiz,33,Spain,70,70,CD Tenerife,725000.0,6000.0,1790
211872,P. Heise,26,Germany,70,73,SG Dynamo Dresden,1800000.0,10000.0,1867
214944,Gerard,22,Spain,70,76,CD Leganés,2400000.0,14000.0,1711
204449,S. Marzo,26,Belgium,70,72,Sporting Lokeren,1800000.0,10000.0,1679
204450,P. Diamanka,27,Senegal,70,71,CD Numancia,2000000.0,8000.0,1886
213666,R. Loftus-Cheek,21,England,70,84,Crystal Palace,3900000.0,27000.0,1747
215970,B. Bolingoli,22,Belgium,70,77,SK Rapid Wien,2100000.0,13000.0,1882
187042,A. Konradsen,26,Norway,70,71,Rosenborg BK,2100000.0,6000.0,1966
198819,K. Bérigaud,29,France,70,70,Montpellier Hérault SC,1800000.0,20000.0,1869
140451,M. Kightly,31,England,70,70,Southend United,1600000.0,8000.0,1755
159907,A. Adanuy,33,Chile,70,70,CD Huachipato,900000.0,5000.0,1063
170915,Sastre,31,Spain,70,70,SD Huesca,1200000.0,6000.0,1898
189603,M. Morys,30,Germany,70,70,VfR Aalen,1700000.0,1000.0,1716
126883,A. Durak,30,Turkey,70,70,Kasimpaşa SK,1600000.0,11000.0,1848
198564,Jona,28,Honduras,70,70,Córdoba CF,1800000.0,10000.0,1688
202148,A. Khalili,25,Sweden,70,73,Gençlerbirliği SK,2200000.0,13000.0,1911
161700,F. Clerc,34,France,70,70,GFC Ajaccio,500000.0,6000.0,1865
51620,C. Varrault,37,France,70,70,Dijon FCO,240000.0,9000.0,1635
209317,P. Vlachodimos,25,Greece,70,73,Nîmes Olympique,2200000.0,4000.0,1699
216229,R. Dugimont,31,France,70,70,Clermont Foot 63,1600000.0,6000.0,1834
235173,I. Sangaré,19,Ivory Coast,70,82,Toulouse FC,2700000.0,10000.0,1755
192165,Paulinho,31,Brazil,70,70,BK Häcken,1600000.0,5000.0,1728
204966,Adrián Ortolá,23,Spain,70,78,FC Barcelona,2000000.0,47000.0,1173
160166,E. Lueiza,29,Chile,70,70,Club de Deportes Temuco,1400000.0,3000.0,1778
232870,N. Ueda,22,Japan,70,78,Kashima Antlers,2300000.0,8000.0,1474
194726,J. Ahlmann,26,Denmark,70,73,Aalborg BK,1800000.0,10000.0,1817
213159,G. Morozov,23,Russia,70,77,Dinamo Moscow,2100000.0,18000.0,1783
234151,David Carmona,20,Spain,70,84,Sevilla Atlético,3500000.0,4000.0,1735
235943,Rafa Navarro,23,Spain,70,79,Real Betis Balompié,2300000.0,13000.0,1762
211880,M. Welzmüller,27,Germany,70,70,VfR Aalen,1500000.0,1000.0,1820
211881,Q. Moll,26,Germany,70,72,Eintracht Braunschweig,1800000.0,16000.0,1761
213930,P. Budkivskyi,25,Ukraine,70,74,KV Kortrijk,2300000.0,12000.0,1615
221610,D. Dibusz,26,Hungary,70,74,,0.0,0.0,945
223402,E. Taşdemir,21,Turkey,70,77,Bursaspor,2100000.0,9000.0,1909
187818,A. Borysiuk,25,Poland,70,73,Queens Park Rangers,1900000.0,18000.0,1905
188586,J. Flum,29,Germany,70,70,FC St. Pauli,1400000.0,13000.0,1796
200107,R. Bonevacia,25,Curacao,70,73,Western Sydney Wanderers,2200000.0,7000.0,1957
136875,B. Lobonţ,39,Romania,70,70,Roma,120000.0,16000.0,1122
207531,S. Thesker,26,Germany,70,72,FC Twente,1800000.0,8000.0,1579
232619,K. Shibasaki,32,Japan,70,70,Sanfrecce Hiroshima,1400000.0,10000.0,1812
240043,F. Manojlović,21,Serbia,70,79,Getafe CF,2100000.0,8000.0,895
216492,G. Oboabona,26,Nigeria,70,72,Al Ahli,1800000.0,24000.0,1629
224428,F. Otero Tovar,22,Colombia,70,80,Estudiantes de La Plata,2900000.0,12000.0,1752
169644,J. Maghoma,29,DR Congo,70,70,Birmingham City,1700000.0,21000.0,1746
219566,F. Friday,22,Nigeria,70,76,AZ Alkmaar,2500000.0,8000.0,1630
214191,R. Perez,27,Colombia,70,72,CPD Junior Barranquilla,1700000.0,3000.0,1493
214447,S. López,28,Argentina,70,70,CD Once Caldas Manizales,1800000.0,2000.0,1745
159919,F. Millados,25,Chile,70,70,Audax Italiano,1500000.0,4000.0,1819
232623,Y. Ideguchi,20,Japan,70,80,Gamba Osaka,2500000.0,7000.0,1819
168879,M. Al Shalhoub,36,Saudi Arabia,70,70,Al Hilal,600000.0,19000.0,1689
188335,A. Budimir,25,Croatia,70,72,Crotone,2200000.0,24000.0,1553
204464,J. Ralls,23,England,70,77,Cardiff City,2500000.0,18000.0,1871
157617,M. Steinhöfer,31,Germany,70,70,SV Darmstadt 98,1200000.0,16000.0,1912
223921,D. Kolovos,24,Greece,70,74,KV Mechelen,2300000.0,10000.0,1743
159921,R. Abarsola,33,Chile,70,70,Unión Española,675000.0,4000.0,1796
160177,H. Galdamos,25,Chile,70,70,Santiago Wanderers,1500000.0,4000.0,1777
124337,A. Turan,33,Turkey,70,70,Atiker Konyaspor,725000.0,12000.0,1572
204210,F. Gardoş,28,Romania,70,70,Southampton,1400000.0,45000.0,1634
208306,M. Stępiński,22,Poland,70,77,Chievo Verona,2500000.0,16000.0,1641
225970,A. Gnoukouri,20,Ivory Coast,70,80,Inter,2800000.0,29000.0,1801
184242,F. Ojo,25,Belgium,70,72,Scunthorpe United,2100000.0,9000.0,1889
211635,Jeong Woon,28,Korea Republic,70,70,Jeju United FC,1800000.0,6000.0,1883
215987,F. Oreja,35,Argentina,70,70,Gimnasia y Esgrima La Plata,375000.0,7000.0,1785
224179,Borja Iglesias,24,Spain,70,77,Real Zaragoza,2500000.0,15000.0,1621
167603,A. Ryazantsev,30,Russia,70,70,Amkar Perm,1700000.0,37000.0,1895
202164,P. Kitchen,25,United States,70,75,Randers FC,2000000.0,9000.0,1872
208052,A. Yiadom,25,Ghana,70,73,Barnsley,1800000.0,8000.0,1769
209332,M. Salvi,23,Switzerland,70,80,FC Basel,2200000.0,15000.0,1152
229556,Allano,22,Brazil,70,78,Estoril Praia,2600000.0,7000.0,1752
232884,S. Doi,25,Japan,70,73,Kashima Antlers,2200000.0,9000.0,1760
203445,B. Kessel,29,Germany,70,70,1. FC Kaiserslautern,1300000.0,10000.0,1812
209333,C. Maxwell,26,Wales,70,73,Preston North End,1500000.0,8000.0,1100
221621,S. Birnbaum,26,United States,70,71,D.C. United,1700000.0,6000.0,1499
159925,I. Modonza,25,Chile,70,70,Audax Italiano,1500000.0,4000.0,1769
202678,J. Risdon,24,Australia,70,75,Western Sydney Wanderers,2000000.0,6000.0,1769
210358,A. Brignoli,25,Italy,70,72,Benevento Calcio,1500000.0,39000.0,1034
223926,S. Bastien,20,Belgium,70,80,Chievo Verona,2900000.0,10000.0,1829
160182,H. Sepulveño,29,Chile,70,70,Everton de Viña del Mar,1200000.0,3000.0,1098
231862,L. Castro,25,Colombia,70,73,Independiente Medellín,2300000.0,4000.0,1647
171190,Nauzet Alemán,32,Spain,70,70,UD Almería,1400000.0,8000.0,1914
8631,Ricardo Pessoa,35,Portugal,70,70,Portimonense SC,375000.0,5000.0,1881
199352,S. Çinaz,31,Turkey,70,70,Kayserispor,1200000.0,10000.0,1788
224440,J. Pollersbeck,22,Germany,70,80,Hamburger SV,2200000.0,14000.0,1001
183736,D. Marcellis,29,Netherlands,70,70,PEC Zwolle,1400000.0,8000.0,1565
191160,M. Gould,34,South Africa,70,70,,0.0,0.0,1468
205753,E. Salli,24,Cameroon,70,73,1. FC Nürnberg,2300000.0,9000.0,1780
212409,A. Rentería,24,Colombia,70,74,Atletico Nacional Medellin,2400000.0,8000.0,1771
220089,S. Dursun,25,Turkey,70,72,Antalyaspor,1800000.0,12000.0,1664
224953,André Moreira,21,Portugal,70,78,SC Braga,2000000.0,16000.0,1137
201146,Errasti,29,Spain,70,70,AD Alcorcón,1400000.0,8000.0,1678
204474,Dani Nieto,26,Spain,70,71,CD Numancia,2100000.0,8000.0,1720
221370,M. Al Buraik,24,Saudi Arabia,70,75,Al Hilal,2000000.0,20000.0,1863
224442,B. Kamara,20,France,70,81,RC Strasbourg,2400000.0,9000.0,1062
231866,Rodrigo,21,Spain,70,79,Villarreal CF,2700000.0,16000.0,1722
188602,W. Rémy,26,France,70,74,Montpellier Hérault SC,1900000.0,16000.0,1718
195258,L. Schmitz,28,Germany,70,70,Fortuna Düsseldorf,1400000.0,18000.0,1902
198331,M. Vydra,25,Czech Republic,70,74,Derby County,2300000.0,38000.0,1802
204731,Joãozinho,27,Portugal,70,70,Tondela,1500000.0,5000.0,1841
177083,R. Strauß,30,Germany,70,70,1. FC Heidenheim,1300000.0,13000.0,1850
193467,Morcillo,31,Spain,70,70,UD Almería,1200000.0,7000.0,1709
212156,S. Rincón,23,Colombia,70,77,Vitória Guimarães,2500000.0,7000.0,1729
169404,J. Fejzić,31,Bosnia Herzegovina,70,70,Eintracht Braunschweig,1100000.0,13000.0,977
198589,G. Garza,25,United States,70,71,Atlanta United FC,1700000.0,14000.0,1880
207805,L. Sadiku,25,Kosovo,70,72,Kasimpaşa SK,1800000.0,10000.0,1812
222397,M. Risso,29,Uruguay,70,70,Club Atlético Huracán,1400000.0,10000.0,1374
224189,Y. Barbet,24,France,70,76,Brentford,2100000.0,23000.0,1837
160189,D. Artuago,29,Chile,70,70,Unión Española,1700000.0,5000.0,1773
232381,Wesley,20,Brazil,70,80,Club Brugge KV,2900000.0,14000.0,1578
189885,C. Noone,29,England,70,70,Bolton Wanderers,1700000.0,26000.0,1766
220862,J. Hugill,25,England,70,74,Preston North End,2300000.0,12000.0,1742
232894,T. Iwanami,23,Japan,70,77,Vissel Kobe,2100000.0,5000.0,1541
181694,J. Carrasso,29,France,70,70,Stade de Reims,1200000.0,6000.0,1057
202175,M. Vilhjálmsson,30,Iceland,70,70,Rosenborg BK,1700000.0,7000.0,1848
229055,S. Aytaç,25,Turkey,70,74,Antalyaspor,1900000.0,12000.0,1845
230335,Wagner Orsinho,29,Brazil,70,70,Coritiba Foot Ball Club,1300000.0,15000.0,1867
188607,R. Salinas,29,Mexico,70,70,Deportivo Toluca,1300000.0,15000.0,1892
158912,M. Schneuwly,32,Switzerland,70,70,FC Sion,1400000.0,16000.0,1796
236480,Y. Bissouma,20,Mali,70,80,LOSC Lille,2800000.0,21000.0,1859
221890,J. Fulton,23,Scotland,70,81,Swansea City,2700000.0,32000.0,1802
228546,Omar Perdomo,23,Spain,70,76,Gimnàstic de Tarragona,2400000.0,8000.0,1793
195010,Y. Godzyur,32,Ukraine,70,70,FC Ural,1000000.0,17000.0,1066
221891,U. Vitas,24,Serbia,70,74,KV Mechelen,2000000.0,9000.0,1680
166851,K. Árnason,34,Iceland,70,70,Aberdeen,550000.0,6000.0,1651
110787,Borja Fernández,36,Spain,70,70,Real Valladolid,240000.0,5000.0,1782
190915,K. Wilczek,29,Poland,70,70,Brøndby IF,1800000.0,16000.0,1764
219844,F. Bellocq,23,Argentina,70,77,Bahía Blanca,2100000.0,12000.0,1831
230340,Luisinho Conradi,29,Brazil,70,70,Grêmio Foot-Ball Porto Alegrense,1300000.0,16000.0,1894
235716,J. Angulo,27,Ecuador,70,70,Club Atlético Huracán,1900000.0,10000.0,1672
201925,K. Kraus,24,Germany,70,74,1. FC Heidenheim,2000000.0,11000.0,1477
220357,J. Ba Jandouh,24,Saudi Arabia,70,72,Al Ittihad,1800000.0,20000.0,1826
226757,M. Escudero,28,Argentina,70,71,San Martín de San Juan,1600000.0,8000.0,1437
181445,R. Bengtsson,31,Sweden,70,70,Malmö FF,1200000.0,5000.0,1565
189893,L. Del Prete,31,Italy,70,70,Perugia,1200000.0,4000.0,1801
206534,P. Bamford,23,England,70,77,Middlesbrough,2500000.0,13000.0,1702
215495,B. Ndoye,23,Senegal,70,79,FC Sion,2400000.0,11000.0,1774
217287,J. De Sart,22,Belgium,70,76,SV Zulte-Waregem,2100000.0,10000.0,1891
167111,D. Belorukov,34,Russia,70,70,Amkar Perm,550000.0,21000.0,1434
186567,K. Adenon,31,Benin,70,70,Amiens SC Football,1200000.0,13000.0,1643
205512,André Micael,28,Portugal,70,70,Moreirense FC,1400000.0,5000.0,1456
229064,J. Rassoul,21,Senegal,70,78,Sporting Lokeren,2300000.0,8000.0,1692
195272,M. Faraoni,25,Italy,70,73,Crotone,1800000.0,9000.0,1972
208585,A. Ngando,23,France,70,77,Göztepe,2500000.0,12000.0,1726
146121,David Barral,34,Spain,70,70,Cádiz C.F.,925000.0,7000.0,1797
176841,L. Jutkiewicz,28,England,70,70,Birmingham City,1800000.0,23000.0,1739
182473,Li Xuepeng,28,China PR,70,70,,0.0,0.0,1849
187337,G. Molins,28,Sweden,70,70,Panathinaikos FC,1800000.0,1000.0,1737
160202,J. Baiva,25,Chile,70,70,Club de Deportes Temuco,1500000.0,3000.0,1732
175818,T. De Sutter,31,Belgium,70,70,Sporting Lokeren,1600000.0,12000.0,1697
184010,M. Abdellaoue,31,Norway,70,70,Vålerenga Fotball,1600000.0,5000.0,1762
221643,Kim Do Hyeok,25,Korea Republic,70,75,Incheon United FC,2300000.0,5000.0,1835
177100,T. Werner,31,Germany,70,70,1. FC Nürnberg,1600000.0,17000.0,1916
195020,D. Davis,26,England,70,72,Birmingham City,2100000.0,21000.0,1968
201165,S. Bryzgalov,24,Russia,70,74,FC Anzhi Makhachkala,2000000.0,13000.0,1686
146637,Dani Giménez,33,Spain,70,70,Real Betis Balompié,900000.0,12000.0,1040
228813,Aleix García,20,Spain,70,82,Girona CF,3100000.0,51000.0,1798
234957,Platiny,26,Brazil,70,72,Grupo Desportivo de Chaves,2200000.0,7000.0,1588
239053,F. Valverde,18,Uruguay,70,85,RC Deportivo de La Coruña,3600000.0,44000.0,1692
183245,Kadu,30,Brazil,70,70,Göztepe,1300000.0,12000.0,1449
184781,D. Petrić,29,Serbia,70,70,En Avant de Guingamp,1200000.0,13000.0,1022
192205,R. Krhin,27,Slovenia,70,71,FC Nantes,1700000.0,7000.0,1702
205518,Y. Croizet,25,France,70,72,KV Mechelen,2200000.0,11000.0,1818
173518,T. Clarke,29,England,70,70,Preston North End,1400000.0,11000.0,1473
122574,S. Whittaker,33,Scotland,70,70,Hibernian,675000.0,6000.0,1910
189646,Paulo Miranda,28,Brazil,70,71,FC Red Bull Salzburg,1600000.0,21000.0,1740
202703,O. Vaněk,26,Czech Republic,70,70,FC Ufa,1900000.0,19000.0,1936
213711,A. Rocha,24,Mexico,70,76,Monarcas Morelia,2400000.0,8000.0,1815
215247,M. Ingvartsen,21,Denmark,70,77,KRC Genk,2600000.0,10000.0,1654
216015,N. Moiraghi,32,Argentina,70,70,Asociacion Deportivo Cali,1000000.0,3000.0,1479
224719,A. Tashaev,23,Russia,70,75,Dinamo Moscow,2400000.0,20000.0,1685
206544,R. Bezus,26,Ukraine,70,72,Sint-Truidense VV,2100000.0,10000.0,1704
156368,M. Molina,37,Colombia,70,70,Independiente Medellín,600000.0,3000.0,1659
157392,B. Assou-Ekotto,33,Cameroon,70,70,FC Metz,675000.0,10000.0,1975
241104,I. Firer,32,Slovenia,70,70,AJ Auxerre,1400000.0,7000.0,1662
204497,K. Stöger,23,Austria,70,76,VfL Bochum,2400000.0,12000.0,1714
210385,Rui Silva,23,Portugal,70,76,Granada CF,1800000.0,5000.0,1092
223697,R. Gosens,22,Germany,70,75,Atalanta,2000000.0,15000.0,1929
229585,M. Degenek,23,Australia,70,77,Yokohama F. Marinos,2100000.0,6000.0,1690
238033,F. Nita,29,Romania,70,70,,0.0,0.0,1002
179665,A. Pilkington,29,Republic of Ireland,70,70,Cardiff City,1800000.0,23000.0,1849
189905,M. Budziński,26,Poland,70,71,Melbourne City,2100000.0,10000.0,1847
210386,K. Peterson,22,Sweden,70,75,Heracles Almelo,2400000.0,8000.0,1701
160210,R. Tramos,29,Chile,70,70,Curicó Unido,1700000.0,4000.0,1841
169938,Hugo Vieira,28,Portugal,70,70,Yokohama F. Marinos,1800000.0,9000.0,1778
187602,S. Parshivlyuk,28,Russia,70,70,FC Rostov,1400000.0,22000.0,1863
200915,D. Yılmaz,29,Azerbaijan,70,70,Bursaspor,1800000.0,15000.0,1775
214483,C. Arboleda,31,Colombia,70,70,Independiente Santa Fe,1600000.0,4000.0,1849
226515,Andrei Girotto,25,Brazil,70,74,FC Nantes,1900000.0,14000.0,1818
123603,H. Campagnaro,37,Argentina,70,70,Pescara,240000.0,3000.0,1599
158676,W. Kvist,32,Denmark,70,70,FC København,1300000.0,15000.0,1890
51412,T. Cahill,37,Australia,70,70,Melbourne City,600000.0,7000.0,1911
234966,S. Hernández,30,Colombia,70,70,CPD Junior Barranquilla,1700000.0,4000.0,1734
187350,E. Pérez,28,Mexico,70,70,Monarcas Morelia,1400000.0,15000.0,1799
211927,Kwon Chang Hoon,23,Korea Republic,70,76,Dijon FCO,2400000.0,12000.0,1898
212183,Nacho,28,Spain,70,70,Real Valladolid,1400000.0,7000.0,1905
156375,D. Álvarez,38,Mexico,70,70,Tigres U.A.N.L.,600000.0,29000.0,1827
159959,C. Nieldo,25,Chile,70,70,CD O'Higgins,1600000.0,5000.0,1847
234711,J. Brekalo,19,Croatia,70,82,VfB Stuttgart,3100000.0,21000.0,1649
195031,J. Rojas,28,Ecuador,70,70,Talleres de Cordoba,1800000.0,23000.0,1785
159960,G. Sagal,33,Chile,70,70,Audax Italiano,725000.0,4000.0,1853
160216,A. Saltininio,33,Chile,70,70,Audax Italiano,1100000.0,5000.0,1667
164568,W. Johnson,30,Canada,70,70,Orlando City Soccer Club,1600000.0,7000.0,1956
198617,D. Drexler,27,Germany,70,70,Holstein Kiel,1900000.0,10000.0,1674
204761,G. Hall,25,England,70,72,Queens Park Rangers,1800000.0,18000.0,1557
229337,Matheus Pereira,19,Brazil,70,85,Girondins de Bordeaux,3800000.0,32000.0,1725
181721,D. Bakar,28,Comoros,70,70,Tours FC,1800000.0,6000.0,1805
183513,J. Grahl,28,Germany,70,71,VfB Stuttgart,1400000.0,14000.0,1106
200922,S. Schipplock,28,Germany,70,70,Hamburger SV,1800000.0,26000.0,1724
230362,Daguinho Parrela,33,Brazil,70,70,Sociedade Esportiva Palmeiras,675000.0,21000.0,1782
199131,A. Tinnerholm,26,Sweden,70,71,Malmö FF,1700000.0,5000.0,1741
202459,J. Drost,24,Netherlands,70,74,FC Groningen,2300000.0,8000.0,1805
209371,B. van Polen,31,Netherlands,70,70,PEC Zwolle,1200000.0,8000.0,1800
229595,L. Rodríguez,20,Argentina,70,81,Estudiantes de La Plata,3100000.0,10000.0,1853
123611,A. Mantovani,33,Italy,70,70,Novara,725000.0,4000.0,1658
209372,M. Saymak,24,Netherlands,70,74,PEC Zwolle,2300000.0,7000.0,1768
216284,F. Ballas,24,Germany,70,74,SG Dynamo Dresden,2000000.0,9000.0,1361
189148,J. Murphy,27,Scotland,70,70,Brighton & Hove Albion,1900000.0,31000.0,1839
195036,S. Winnall,26,England,70,73,Derby County,2200000.0,40000.0,1657
213725,L. Phiri,22,South Africa,70,80,En Avant de Guingamp,2500000.0,13000.0,1864
230365,Sérgio Espinho,33,Brazil,70,70,Grêmio Foot-Ball Porto Alegrense,675000.0,15000.0,1814
239581,R. Dugalić,24,Serbia,70,75,FC Tosno,2000000.0,13000.0,1611
200414,I. Conté,26,Guinea,70,72,KV Oostende,2100000.0,12000.0,1791
212446,L. Garritano,23,Italy,70,78,Chievo Verona,2600000.0,12000.0,1711
226271,Fabián,21,Spain,70,78,Real Betis Balompié,2300000.0,11000.0,1833
184287,M. Schönbächler,27,Switzerland,70,70,FC Zürich,1900000.0,12000.0,1725
194783,N. Giannetti,26,Italy,70,73,Cagliari,2200000.0,35000.0,1702
150496,D. Kumbela,33,DR Congo,70,70,Eintracht Braunschweig,1100000.0,19000.0,1789
220128,J. Cristaldo,28,Argentina,70,70,Vélez Sarsfield,1800000.0,23000.0,1755
222944,Pablo Pérez,23,Spain,70,76,Real Sporting de Gijón,2400000.0,8000.0,1863
230368,Bernardo Motinho,25,Brazil,70,70,São Paulo Futebol Clube,1500000.0,17000.0,1806
237537,V. Kostevych,24,Ukraine,70,76,Lech Poznań,2000000.0,6000.0,1816
238305,Nacho Vidal,22,Spain,70,76,Valencia CF,2000000.0,16000.0,1749
10466,S. Ishizaki,35,Sweden,70,70,AIK Solna,750000.0,6000.0,1874
209378,B. van Hintum,30,Netherlands,70,70,Heracles Almelo,1300000.0,8000.0,1875
209890,Y. Musavu-King,25,Gabon,70,73,FC St. Gallen,1900000.0,16000.0,1520
215266,L. Melano,24,Argentina,70,76,Estudiantes de La Plata,2400000.0,6000.0,1774
201955,M. Haïdara,24,France,70,75,Newcastle United,2000000.0,32000.0,1847
224739,P. Olayinka,21,Nigeria,70,78,SV Zulte-Waregem,2700000.0,13000.0,1669
226787,S. Rosales,22,Argentina,70,80,Racing Club de Avellaneda,2900000.0,12000.0,1693
184035,B. Angulo,27,Colombia,70,70,Puebla,1500000.0,6000.0,1815
208100,V. Dyakov,28,Russia,70,70,Medicana Sivasspor,1400000.0,11000.0,1685
157412,C. Giménez,36,Mexico,70,70,Cruz Azul,600000.0,15000.0,1834
198117,A. Bernardini,30,Italy,70,70,Salernitana,1300000.0,4000.0,1526
203237,Yu Sang Hun,28,Korea Republic,70,70,Sangju Sangmu FC,1200000.0,5000.0,1124
206565,J. Walker,24,Scotland,70,71,Heart of Midlothian,2100000.0,6000.0,1775
143589,S. Domínguez,36,Argentina,70,70,Newell's Old Boys,240000.0,8000.0,1630
216549,A. Sørloth,21,Norway,70,76,FC Midtjylland,2500000.0,17000.0,1667
181733,A. Lukse,29,Austria,70,70,SCR Altach,1200000.0,10000.0,1097
208102,K. Larsen,24,Denmark,70,74,FC Groningen,2000000.0,7000.0,1499
190438,F. Semb Berge,27,Norway,70,73,Odds BK,1800000.0,4000.0,1602
198631,Rodri,27,Spain,70,71,C.D. Leonesa S.A.D.,2100000.0,7000.0,1735
19687,A. Głowacki,38,Poland,70,70,Wisła Kraków,240000.0,4000.0,1671
198632,J. Zárate,25,Mexico,70,73,Monarcas Morelia,2200000.0,8000.0,1732
199912,S. Kittel,24,Germany,70,76,FC Ingolstadt 04,2400000.0,14000.0,1710
224232,N. Barella,20,Italy,70,86,Cagliari,3900000.0,26000.0,1856
53736,L. Camp,32,Northern Ireland,70,70,Cardiff City,1000000.0,15000.0,1169
193768,A. Matthews,25,Wales,70,74,Sunderland,1900000.0,7000.0,1905
199657,F. Arizala,31,Colombia,70,70,Atlético Bucaramanga,1600000.0,2000.0,1788
209385,R. Filippi,28,France,70,71,Tours FC,1600000.0,6000.0,1399
211177,A. Traustason,24,Iceland,70,74,AEK Athens,2300000.0,1000.0,1835
215017,G. Cosaro,27,Argentina,70,70,Club Atlético Tigre,1500000.0,9000.0,1761
229865,Óscar Pinchi,21,Spain,70,79,RC Deportivo de La Coruña,2800000.0,14000.0,1678
239593,K. Rezaei,25,Iran,70,73,Sporting Charleroi,2300000.0,12000.0,1655
181481,D. Vukovic,32,Australia,70,70,KRC Genk,1000000.0,9000.0,1136
190697,S. Strandberg,26,Norway,70,72,FC Krasnodar,1800000.0,25000.0,1673
193001,R. Nouri,32,France,70,70,AC Ajaccio,1400000.0,5000.0,1749
214506,R. Torres,31,Panama,70,70,Seattle Sounders FC,1200000.0,6000.0,1471
163050,B. Sharp,31,England,70,70,Sheffield United,1600000.0,32000.0,1764
176618,E. Valencia,32,Colombia,70,70,Atletico Nacional Medellin,1000000.0,4000.0,1776
190698,J. Burić,30,Bosnia Herzegovina,70,70,Lech Poznań,1100000.0,6000.0,1075
202475,G. Chanturia,24,Georgia,70,76,FC Ural,2400000.0,20000.0,1747
226539,Y. Namli,23,Denmark,70,75,PEC Zwolle,2400000.0,7000.0,1733
235499,D. Benlamri,27,Algeria,70,70,Al Shabab,1500000.0,21000.0,1523
206316,T. Ben Haim,27,Israel,70,70,Sparta Praha,1900000.0,1000.0,1733
206317,N. Bitton,25,Israel,70,72,Celtic,1800000.0,30000.0,1738
214765,M. Herrera,25,Argentina,70,74,Club Atlético Lanús,1900000.0,11000.0,1746
228589,Raphael Guzzo,22,Portugal,70,81,CF Reus Deportiu,3000000.0,6000.0,1852
208622,Rubén Sobrino,25,Spain,70,75,Deportivo Alavés,2400000.0,17000.0,1709
155886,S. Henderson,29,Republic of Ireland,70,70,Nottingham Forest,1200000.0,16000.0,1135
230382,Milton Menceiros,25,Brazil,70,70,Atlético Clube Goianiense,1600000.0,9000.0,1761
216815,Flávio,23,Brazil,70,77,CD Feirense,2100000.0,6000.0,1414
189167,A. Gunnarsson,28,Iceland,70,70,Cardiff City,1800000.0,21000.0,1938
192495,R. Sawyers,25,St Kitts Nevis,70,73,Brentford,2200000.0,29000.0,1725
192751,G. Grigalava,27,Georgia,70,72,Arsenal Tula,1700000.0,18000.0,1617
214000,Y. Reyna,23,Peru,70,75,Vancouver Whitecaps FC,2400000.0,6000.0,1761
159984,J. Penroz,25,Chile,70,70,Curicó Unido,1900000.0,4000.0,1766
229104,H. Faik,25,Netherlands,70,74,Excelsior,2300000.0,8000.0,1897
232432,L. Jović,19,Serbia,70,83,Eintracht Frankfurt,3400000.0,6000.0,1689
173040,A. Bonnet,30,France,70,70,Le Havre AC,1700000.0,6000.0,1747
186352,T. Smith,27,New Zealand,70,70,Ipswich Town,1500000.0,14000.0,1585
188400,T. Kaminski,24,Belgium,70,74,KV Kortrijk,1700000.0,7000.0,1137
223473,Filipe Melo,27,Portugal,70,71,Grupo Desportivo de Chaves,1700000.0,6000.0,1721
185073,Kike Sola,31,Spain,70,70,Athletic Club de Bilbao,1600000.0,17000.0,1717
188657,D. Rudd,26,England,70,74,Preston North End,1600000.0,8000.0,1137
202994,Han Kyo Won,27,Korea Republic,70,70,Jeonbuk Hyundai Motors,1900000.0,9000.0,1901
213746,Arsénio,27,Portugal,70,70,Moreirense FC,1900000.0,6000.0,1753
230386,Césario Figueirido,33,Brazil,70,70,Vitória ,725000.0,10000.0,1666
234226,Bruno Viana,22,Brazil,70,76,SC Braga,2100000.0,7000.0,1590
234994,Ratón,24,Spain,70,77,Real Zaragoza,1800000.0,5000.0,1111
