actor_id,movie_id,role
302319,130128,"Paulie Gatto"
304444,112290,"Airport Valet"
304920,17173,"Eric 'Otter' Stratton"
304966,18979,Reporter
304966,111813,"Guard #1"
305678,167324,"Sen. Long"
305705,10920,"Sgt. Apone"
306573,297838,"New fish con"
306623,30959,
306790,10920,"Van Leuwen"
306942,124110,"Peeping Tom"
307200,313459,Chewbacca
307236,344203,"Boy with Books"
307547,333856,"Steerage dancer"
308329,112290,"The Mechanic"
308366,313459,"Stormtrooper (special edition"
308540,167324,"Himself (campaigns)"
308572,344203,"R.J. Fletcher"
308631,17173,"Lucky Boy"
308971,167324,"Himself (Warren Commission, b"
309010,18979,"Glynn Lunney"
309156,237431,"Woolworths Manager"
309251,147603,"General Caster"
309501,297838,"Trout (guard)"
309571,313459,"General Dodonna"
309697,313459,"Death Star gunner"
310030,10920,"Al Simpson, Colony Officer"
310474,30959,"Commissioner Gillian B. Loeb"
310708,17173,"Daniel Simpson 'D-Day' Day"
310765,238695,"Bob Slydell"
310769,46169,MacClannough
310781,116907,Herb
310868,46169,"Longshanks, King Edward I"
310883,46169,"King's Advisor"
310903,224842,"'75 reporter"
311597,167324,"Himself (Secret Service agent"
311663,46169,"Young Soldier"
311756,257264,"State Trooper"
311828,18979,"Suit Room Assistant"
312231,18979,"Jerry Bostick, FIDO White"
312231,237431,"Vernon T. Waldrip"
312299,192017,"Additional Voices"
312623,167324,"Man with umbrella"
312773,306032,"Gypsy Man"
312806,297838,"Wiley (guard)"
312961,350424,Himself
313126,112290,"Commissioner Jacobs"
313131,167324,"Himself (in Vietnam)"
313569,238695,"Dr. Swanson"
313583,46169,Cheltham
313916,333856,"Steward #2"
313930,167324,"Gov. Connally - Double"
313969,112290,"Robert 'Bob' Paulson"
314365,297838,"Fat Ass"
315810,167324,"Patrolman Joe Smith"
316965,238072,Himself
317829,18979,"TELMU White"
318099,17173,"Doug Neidermeyer"
318673,306032,"Avi's Colleague"
318718,238072,"Security Officer #1"
318797,314965,"Gothic Street Punk"
319724,18979,"RETRO Gold"
319795,176712,Ernie
319868,176711,"Pretty Riki (anime sequence)"
320748,18979,"GUIDO White"
320846,297838,"Tyrell, Inmate"
320960,167324,Leopoldo
321300,17173,Hardbar
321301,300229,"Geppetto/Magic Mirror"
321383,267038,"Monster Joe"
321731,30959,"Gotham City Cop"
322384,167324,"J.C. Price"
322781,194874,"Press Agent"
323181,167324,"Bonnie Ray Williams"
323403,112290,Steph
324334,167324,"Sgt. Frank Harkness"
325101,167324,"Courtroom Spectator"
325748,257264,"Screaming driver"
327340,130128,"Luca Brasi"
327456,254943,"King Neptune"
328248,313459,"Cantina Patron"
328405,112290,"Bus Driver with Broken Nose"
330833,176711,"Tokyo Business Man"
332260,124110,"Teen in Hallway"
332724,167324,"Himself (with the Shah)"
332893,194874,"Old Man"
334370,46169,Veteran
335034,111813,"Jury Foreman"
335034,350424,"Older Editor"
335368,46169,Villager
335617,30959,"Dr. Jonathan Crane/The Scarec"
335657,300229,Donkey
335689,30959,"Judge Faden"
335791,46169,"Lord Talmadge"
335829,333856,"Steerage band member"
335955,194874,"Bob Harris"
336279,46169,Lochlan
336283,350424,"Benny's Owner"
337097,300229,"Shrek/Blind Mouse/Narrator"
338314,167324,"Dr. McClelland"
338797,238695,"Samir Nagheenanajar"
338797,254943,Farroukh
338938,194874,"Stills Photographer"
339292,194874,"Make-Up Person"
339994,194874,"French Japanese Nightclub Pat"
340538,111813,"Lt. Sherby"
341012,314965,"Block Party Participant"
341134,167324,"Mercer interrogator"
341480,30959,Ducard
341916,224842,"Nick Savage"
341985,176711,"The Groom"
341985,176712,"Tommy Plympton"
341991,109093,"Heavyset Man In Bar"
342248,46169,"John Wallace"
342280,237431,Delmar
342443,333856,"Elevator operator"
342939,314965,Lenny
343346,297838,"Elderly hole guard"
343482,167324,"Officer with Top Secret docum"
