Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
eye mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask5.png,Red,No,560.0,140.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,2.0,comfy,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMask5,358.0,11158.0,DN9e9e3kPAvftJL7X
eye mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask1.png,Pink,No,560.0,140.0,51.0,Pink,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,3.0,comfy,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMask1,358.0,11154.0,Ck7jeovxpJEQa9BXB
eye mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask4.png,Orange,No,560.0,140.0,51.0,Orange,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,4.0,comfy,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMask4,358.0,11157.0,Gy2FEnpkD9KrRshtd
eye mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask3.png,Green,No,560.0,140.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,5.0,comfy,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMask3,358.0,11156.0,csWKsYtw2k9ADBQpT
eye mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask0.png,Blue,No,560.0,140.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,6.0,comfy,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMask0,358.0,4425.0,68oXMszxbRtGoe9tH
eye patch,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPatchBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPatchBlack.png,NA,No,140.0,35.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,fairy tale; goth,AccessoryOneEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassPatchBlack,380.0,4457.0,iZoTNGb8htGE8JWEw
facial mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPackWhite.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPackWhite.png,NA,No,560.0,140.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,1.0,goth; comfy,AcceEyeMouth,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthPackWhite,417.0,4512.0,KzBY9kLtwTHhHGzR3
fake nose,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthNoseRed.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthNoseRed.png,NA,No,490.0,122.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,1.0,fairy tale; party; theatrical,AcceEyeMouth,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthNoseRed,407.0,4496.0,chP2wAyDtdSTS3XrF
flower sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower0.png,Red,No,770.0,192.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,1.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassFlower0,857.0,5739.0,iJsQqLTdb4gcPwekJ
flower sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower1.png,Orange,No,770.0,192.0,51.0,Orange,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cute,2.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassFlower1,857.0,11228.0,6TygyrRpgFEJRtYAD
flower sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower4.png,Green,No,770.0,192.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cute,3.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassFlower4,857.0,11231.0,vnNLfafLRpv9vrESq
flower sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower2.png,Blue,No,770.0,192.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,4.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassFlower2,857.0,11229.0,g4jdQJuTAwEgGWsyH
flower sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower3.png,Purple,No,770.0,192.0,51.0,Purple,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,5.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassFlower3,857.0,11230.0,hN8mRmSqAqfBBXqsK
food mess,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPasta.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPasta.png,NA,No,490.0,122.0,51.0,Orange,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,1.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPasta,904.0,5857.0,ErTpS7LHoG7hZ4bvn
funny glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyes1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes1.png,Pink,No,1100.0,275.0,51.0,Pink,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,1.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassEyes1,418.0,11008.0,4ASpkj55QiocnNkZ2
funny glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyes2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes2.png,Blue,No,1100.0,275.0,51.0,Light blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,2.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassEyes2,418.0,11009.0,dio9gmQCebNSjSX89
funny glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyes0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes0.png,Brown,No,1100.0,275.0,51.0,Brown,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,3.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassEyes0,418.0,4513.0,nvgwq4bKZzDoiTQzw
gas mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthGasmask0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthGasmask0.png,Black,No,1100.0,275.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,goth; work,AcceEyeMouth,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthGasmask0,487.0,4649.0,cuqWQPfsbkmXz5DuB
gas mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthGasmask1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthGasmask1.png,Avocado,No,1100.0,275.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,2.0,goth; work,AcceEyeMouth,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthGasmask1,487.0,11160.0,9K9ea2sRHMsPmcX6d
glass-bottle glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBottleBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBottleBlack.png,NA,No,1100.0,275.0,51.0,Black,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,1.0,comfy; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBottleBlack,286.0,4282.0,JFtffcGH7WnPnJKtc
goatee,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBeardChinBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBeardChinBlack.png,NA,No,980.0,245.0,51.0,Colorful,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,1.0,everyday; comfy; theatrical,AccessoryMouthEarJaw,No,For sale,1.0.0,1.0.0,AccessoryMouthBeardChinBlack,502.0,4676.0,W5S7BC9qA4QMCQEFR
goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles0.png,Black,No,560.0,140.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,1.0,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGoggles0,378.0,4454.0,3YkDq5TZm3jE8nBL9
goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles5.png,Red,No,560.0,140.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,2.0,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGoggles5,378.0,11488.0,P8X4Rnuc6WjHTrbkz
goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles2.png,Pink,No,560.0,140.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,3.0,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGoggles2,378.0,11485.0,49s9b7jcrE8uaFEdR
goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles3.png,Green,No,560.0,140.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,4.0,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGoggles3,378.0,11486.0,sDjZobRoupcETEKeH
goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles1.png,Blue,No,560.0,140.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,5.0,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGoggles1,378.0,11484.0,gozwdhewwK4PmPGFQ
goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles4.png,Purple,No,560.0,140.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,6.0,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGoggles4,378.0,11487.0,kwS6ErrZHdDNXpmbR
handlebar mustache,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBeardBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBeardBlack.png,NA,No,1120.0,280.0,51.0,Colorful,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,1.0,fairy tale; formal; theatrical,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthBeardBlack,185.0,3550.0,HJfvmuhPDFMN8eRB2
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart0.png,Pink,No,1040.0,260.0,51.0,Pink,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cute,1.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassHeart0,259.0,4237.0,ZkwfoAxXwqiJav677
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart1.png,Yellow,No,1040.0,260.0,51.0,Yellow,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,2.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassHeart1,259.0,11188.0,jvPC7gmEHvxxgmwfA
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart4.png,Green,No,1040.0,260.0,51.0,Green,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,3.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassHeart4,259.0,11191.0,CbiyKw9gGsMfYzA4g
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart2.png,Blue,No,1040.0,260.0,51.0,Light blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,4.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassHeart2,259.0,11189.0,k2fF9yEC5S3XGsXhX
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart3.png,Purple,No,1040.0,260.0,51.0,Purple,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,5.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassHeart3,259.0,11190.0,3fs7r8mBn9EiGmMT7
HMD,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHmdWhite.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHmdWhite.png,NA,No,2000.0,500.0,51.0,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,comfy,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassHmdWhite,614.0,5182.0,Hkcb2b5RCvgcXrHvc
jester's mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot0.png,Black,No,1760.0,440.0,51.0,Black,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthPierrot0,504.0,4678.0,5iGdajwpPAQ98B9eE
jester's mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot1.png,Red,No,1760.0,440.0,51.0,Red,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,2.0,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthPierrot1,504.0,11166.0,7HBtvdHttSMJiuA7W
jester's mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot2.png,Green,No,1760.0,440.0,51.0,Green,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,3.0,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthPierrot2,504.0,11167.0,LTCnc3SoDzsffayDr
jester's mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot3.png,Blue,No,1760.0,440.0,51.0,Blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,4.0,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthPierrot3,504.0,11168.0,Kpyk7xszcwxgdawqA
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate1.png,Midnight,No,2000.0,500.0,351.0,Black,Black,1x1,NA,Labelle,,All Year,No,Gorgeous,1.0,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassKate1,1137.0,11776.0,Pk4syNKBscFTBD2mP
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate2.png,Passion,No,2000.0,500.0,351.0,Red,Red,1x1,NA,Labelle,,All Year,No,Gorgeous,2.0,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassKate2,1137.0,11777.0,TJqYcpQKFaPX6naSj
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate5.png,Love,No,2000.0,500.0,351.0,Pink,Pink,1x1,NA,Labelle,,All Year,No,Gorgeous,3.0,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassKate5,1137.0,11780.0,WHaB5ZbzSPteM5KxG
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate4.png,Sunset,No,2000.0,500.0,351.0,Yellow,Yellow,1x1,NA,Labelle,,All Year,No,Gorgeous,4.0,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassKate4,1137.0,11779.0,Km6htuKWbDhQx5v2o
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate3.png,Ocean,No,2000.0,500.0,351.0,Blue,Blue,1x1,NA,Labelle,,All Year,No,Gorgeous,5.0,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassKate3,1137.0,11778.0,yWuQ9CtGKLaG7ntW9
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate0.png,Twilight,No,2000.0,500.0,351.0,Purple,Purple,1x1,NA,Labelle,,All Year,No,Gorgeous,6.0,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassKate0,1137.0,9887.0,2B4ttG2NJS7ZKRimP
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind0.png,Red,No,880.0,220.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,1.0,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBlind0,387.0,4464.0,DErjYKaqmFEkp7RQ3
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind3.png,Pink,No,880.0,220.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Active,2.0,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBlind3,387.0,11004.0,8wvE7HfG9HvK33nTW
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind4.png,Yellow,No,880.0,220.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,3.0,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBlind4,387.0,11005.0,mcex6oPn8f8KotnrZ
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind2.png,Green,No,880.0,220.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,4.0,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBlind2,387.0,11003.0,wnvu2B7z7M975uCMf
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind1.png,Blue,No,880.0,220.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,5.0,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBlind1,387.0,11002.0,kbZR8T9YaP2Pb7q6P
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind5.png,Gold,No,880.0,220.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,6.0,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBlind5,387.0,11006.0,SF89YKrjwGsa5Dp7t
leaf,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthLeafGreen.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeafGreen.png,NA,Yes,NFS,100.0,103.0,Green,Green,1x1,NA,Crafting,,All Year,No,Simple,1.0,outdoorsy; comfy; vacation,AccessoryMouth,No,Not for sale,1.0.0,1.0.0,AccessoryMouthLeafGreen,508.0,4682.0,XrpTjwp94FwmvXjmE
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian1.png,Black,No,910.0,227.0,51.0,Black,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,1.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassVenetian1,494.0,11161.0,GL9igRSB2nTebNAin
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian3.png,Red,No,910.0,227.0,51.0,Red,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,2.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassVenetian3,494.0,11163.0,DknNtTo9sb2jZHDht
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian0.png,Purple,No,910.0,227.0,51.0,Pink,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,3.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassVenetian0,494.0,4667.0,vwytnsJLdnFYZdeHR
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian5.png,Gold,No,910.0,227.0,51.0,Orange,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,4.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassVenetian5,494.0,11165.0,nzAimcCqJg46jjNiN
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian4.png,Green,No,910.0,227.0,51.0,Green,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,5.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassVenetian4,494.0,11164.0,PEA7Y7djsLQryh4c2
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian2.png,Blue,No,910.0,227.0,51.0,Blue,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,6.0,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassVenetian2,494.0,11162.0,6yKLSWNnpyXAPKJ4h
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle2.png,Silver,No,1100.0,275.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,1.0,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMonocle2,385.0,11001.0,tXaLxYbQPqcTZWxej
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle0.png,Black,No,1100.0,275.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,2.0,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMonocle0,385.0,4462.0,vtCepd9DjYS2H5vcb
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle1.png,Gold,No,1100.0,275.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,3.0,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMonocle1,385.0,11000.0,ghxLRorCD3NWR5h5x
