Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Surface,Miles Price,Source,Source Notes,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_3_1.png,Black,NA,Sports drink,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Brown,Light blue,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_3_1,3_1,1802.0,yvNp9WZdDzNapncNW
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_3_2.png,Black,NA,Sale,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Brown,Green,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_3_2,3_2,1802.0,FKkmBewqydtbahDnN
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_3_3.png,Black,NA,Cute,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Brown,White,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_3_3,3_3,1802.0,adYRedjai5kyvXgXi
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_4_0.png,Green,NA,Orange juice,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Green,Orange,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_4_0,4_0,1802.0,4XfpCWvroHBS2cyy9
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_4_1.png,Green,NA,Sports drink,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Green,Light blue,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_4_1,4_1,1802.0,6LZkJtd2yBuksmagQ
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_4_2.png,Green,NA,Sale,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Green,Green,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_4_2,4_2,1802.0,bKmHa5c42pn7zT8A4
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_4_3.png,Green,NA,Cute,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Green,White,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_4_3,4_3,1802.0,z9F9xZfFajuxvQsNf
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_5_0.png,Pink,NA,Orange juice,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Pink,Orange,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_5_0,5_0,1802.0,BvaZkCoaQaetN8Ne7
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_5_1.png,Pink,NA,Sports drink,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Pink,Light blue,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_5_1,5_1,1802.0,KKNbtA4LAciMe2hB8
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_5_2.png,Pink,NA,Sale,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Pink,Green,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_5_2,5_2,1802.0,9rwSiPhTuvpByno74
drink machine,https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_5_3.png,Pink,NA,Cute,Advertisement panel,No,No,Yes,7.0,NFS,10000.0,Pink,White,1x1,Yes,2000.0,Nook Miles Shop,,103.0,shop,facility,None,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,1.0.0,1.0.0,FtrDrinkmachine_Remake_5_3,5_3,1802.0,5YRKzJ4SAbrvhh52C
drinking fountain,https://acnhcdn.com/latest/FtrIcon/FtrDrinkingfountain_Remake_0_0.png,Ivory,Color,NA,NA,Yes,Yes,No,4.0,NFS,2700.0,Beige,Beige,1x1,No,NA,Crafting,,83.0,garden,None,None,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrinkingfountain_Remake_0_0,0_0,2319.0,8CZv66ph6jQhktPNM
drinking fountain,https://acnhcdn.com/latest/FtrIcon/FtrDrinkingfountain_Remake_1_0.png,Gray,Color,NA,NA,Yes,Yes,No,4.0,NFS,2700.0,Gray,Gray,1x1,No,NA,Crafting,,83.0,garden,None,None,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrinkingfountain_Remake_1_0,1_0,2319.0,WPBvK3psRSd7LnPHA
drinking fountain,https://acnhcdn.com/latest/FtrIcon/FtrDrinkingfountain_Remake_2_0.png,Brown,Color,NA,NA,Yes,Yes,No,4.0,NFS,2700.0,Brown,Brown,1x1,No,NA,Crafting,,83.0,garden,None,None,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrinkingfountain_Remake_2_0,2_0,2319.0,S8ToJeHk95jjQKr4z
drinking fountain,https://acnhcdn.com/latest/FtrIcon/FtrDrinkingfountain_Remake_3_0.png,Black,Color,NA,NA,Yes,Yes,No,4.0,NFS,2700.0,Black,Black,1x1,No,NA,Crafting,,83.0,garden,None,None,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrinkingfountain_Remake_3_0,3_0,2319.0,qsxAsMBP75nzCcjFh
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_0_0.png,Golden yellow,NA,Smooth white,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Orange,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_0_0,0_0,1803.0,heAnz8cTRvuiYRaXD
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_0_1.png,Golden yellow,NA,Glossy black,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Orange,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_0_1,0_1,1803.0,kRZQ8deQfYc7wSCE6
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_0_2.png,Golden yellow,NA,Black with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Orange,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_0_2,0_2,1803.0,y5u7SQ5TT2vRn9wEX
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_0_3.png,Golden yellow,NA,White with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Orange,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_0_3,0_3,1803.0,cbbeep6nGxy74h2NM
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_0_4.png,Golden yellow,NA,Rock logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Orange,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_0_4,0_4,1803.0,9A4Q2SmtfM2yEpMLJ
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_0_5.png,Golden yellow,NA,Vintage logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Orange,Beige,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_0_5,0_5,1803.0,W7tW26QEMaobkH3YB
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_1_0.png,Cosmo black,NA,Smooth white,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Black,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_1_0,1_0,1803.0,BNviYpPKm6sdKH2Ne
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_1_1.png,Cosmo black,NA,Glossy black,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Black,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_1_1,1_1,1803.0,duF9PsZQC98Rx8dCm
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_1_2.png,Cosmo black,NA,Black with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Black,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_1_2,1_2,1803.0,si2MAS7xkGLYbbkpw
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_1_3.png,Cosmo black,NA,White with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Black,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_1_3,1_3,1803.0,EyJABze6ajWPuNnFW
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_1_4.png,Cosmo black,NA,Rock logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Black,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_1_4,1_4,1803.0,oNB68dqM9aGzXMfdK
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_1_5.png,Cosmo black,NA,Vintage logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Black,Beige,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_1_5,1_5,1803.0,yBe4uerAv5uHww8XB
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_2_0.png,Pearl white,NA,Smooth white,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,White,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_2_0,2_0,1803.0,u55AW4g7udJszSZvC
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_2_1.png,Pearl white,NA,Glossy black,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,White,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_2_1,2_1,1803.0,seziiMGiAJjaLpN6K
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_2_2.png,Pearl white,NA,Black with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,White,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_2_2,2_2,1803.0,vykiTRvXpf3iyzyHT
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_2_3.png,Pearl white,NA,White with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,White,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_2_3,2_3,1803.0,PDpGfn6RT7k2TBvfn
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_2_4.png,Pearl white,NA,Rock logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,White,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_2_4,2_4,1803.0,YY9DThLxragxuCtsb
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_2_5.png,Pearl white,NA,Vintage logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,White,Beige,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_2_5,2_5,1803.0,TomLT6ErqvhtyHWBD
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_3_0.png,Natural wood,NA,Smooth white,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Brown,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_3_0,3_0,1803.0,PcQaapRq3gCRPpxjo
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_3_1.png,Natural wood,NA,Glossy black,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Brown,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_3_1,3_1,1803.0,DeZ9CJbcubQW4Skho
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_3_2.png,Natural wood,NA,Black with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Brown,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_3_2,3_2,1803.0,9CeQ4euhbw5sMSxBJ
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_3_3.png,Natural wood,NA,White with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Brown,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_3_3,3_3,1803.0,ztDHbywWyAMugQw9a
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_3_4.png,Natural wood,NA,Rock logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Brown,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_3_4,3_4,1803.0,kYCRpKyhmcGyFyRjE
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_3_5.png,Natural wood,NA,Vintage logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Brown,Beige,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_3_5,3_5,1803.0,hHDXhaLcySbPZLXWh
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_4_0.png,Marine blue,NA,Smooth white,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Blue,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_4_0,4_0,1803.0,gi4zRDm7tWoTmxhiG
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_4_1.png,Marine blue,NA,Glossy black,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Blue,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_4_1,4_1,1803.0,tCiuEzrPc7Gybx3nG
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_4_2.png,Marine blue,NA,Black with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Blue,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_4_2,4_2,1803.0,8MqYzGbsCoz9xdWto
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_4_3.png,Marine blue,NA,White with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Blue,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_4_3,4_3,1803.0,kR5HhLdsuKKyZb6FX
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_4_4.png,Marine blue,NA,Rock logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Blue,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_4_4,4_4,1803.0,2kPyS33rhpP2FiLm7
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_4_5.png,Marine blue,NA,Vintage logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Blue,Beige,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_4_5,4_5,1803.0,NS7HtPaNX7v7XkKub
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_5_0.png,Rose pink,NA,Smooth white,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Red,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_5_0,5_0,1803.0,6uFGF5enNQrNQ9v88
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_5_1.png,Rose pink,NA,Glossy black,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Red,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_5_1,5_1,1803.0,mLxY2RyRRnKxGqTgF
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_5_2.png,Rose pink,NA,Black with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Red,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_5_2,5_2,1803.0,PJJjEasBWCceAzg38
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_5_3.png,Rose pink,NA,White with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Red,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_5_3,5_3,1803.0,62R7W4NcXLGHjjjsQ
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_5_4.png,Rose pink,NA,Rock logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Red,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_5_4,5_4,1803.0,YZokAT8NfLk5PDRYx
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_5_5.png,Rose pink,NA,Vintage logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Red,Beige,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_5_5,5_5,1803.0,AKuZct9A8zT9pEYB6
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_6_0.png,Evergreen,NA,Smooth white,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Green,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_6_0,6_0,1803.0,2Mepf3AwxNtbuQpPd
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_6_1.png,Evergreen,NA,Glossy black,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Green,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_6_1,6_1,1803.0,wbq89Csv4yFKDzb5h
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_6_2.png,Evergreen,NA,Black with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Green,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_6_2,6_2,1803.0,AgSuRHPLTahzhDBGC
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_6_3.png,Evergreen,NA,White with logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Green,White,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_6_3,6_3,1803.0,skGBWoy7D8vdixaSN
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_6_4.png,Evergreen,NA,Rock logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Green,Black,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_6_4,6_4,1803.0,wcQo5v5qwiMJAeGBk
drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_6_5.png,Evergreen,NA,Vintage logo,Bass drum head,No,No,Yes,2.0,5600.0,1400.0,Green,Beige,2x1,No,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,concert,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumSet_Remake_6_5,6_5,1803.0,YX33RS9Nps4LEAuNJ
