Name,Image,Buy,Category,Source,Filename,Unique Entry ID
black square mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSquareBlack.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostSquareBlack,EePwSJwYCpQZacFqi
blue large mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostLargeBlue.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostLargeBlue,PXyHoT3WdZxgZNngW
blue ordinary mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostStandardBlue.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostStandardBlue,RzqDEHhw3HSGjpavY
blue square mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSquareBlue.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostSquareBlue,cP7bYmszxmrmW2ygL
blue wooden mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostWoodBlue.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostWoodBlue,hc333N34upcNjSabw
chic wooden mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostWoodDark.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostWoodDark,f2YBipw25G8BAxwSt
green large mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostLargeGreen.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostLargeGreen,MkQ6G3TQ7YqhQToAi
green ordinary mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostStandardGreen.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostStandardGreen,ujFMEsLrnERfkwfP9
green square mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSquareGreen.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostSquareGreen,xuTEi6Do6tN46d3q5
green wooden mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostWoodGreen.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostWoodGreen,6bxdrutijtpzKv39F
large mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostLarge.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostLarge,9mei7SoYtX9WhJqBx
ordinary mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostStandard.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostStandard,WiXx9pYfimxQTSAuF
pink large mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostLargePink.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostLargePink,442cvvb6XZ2ykmMy9
pink ordinary mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostStandardPink.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostStandardPink,TimXNFMGAu2gEdSHg
pink square mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSquarePink.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostSquarePink,wM9frkMp4Bw3j8siW
pink wooden mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostWoodPink.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostWoodPink,rFbXYtTBoJmXaHs8o
red large mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostLargeRed.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostLargeRed,dd7zAjPBuZzeepDg4
red ordinary mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostStandardRed.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostStandardRed,TBRuBdRZM6YmQPNHp
red square mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSquareRed.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostSquareRed,hnC7jsEoSKbk5RsEy
red wooden mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostWoodRed.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostWoodRed,wuakRPNugQ72t832X
rustic mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSimple.png,5000.0,Mailbox,Tent,FtrPostSimple,vhd8waS64LR47ty8Q
square mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSquare.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostSquare,BKJKu7xjhMajA2aFy
white large mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostLargeWhite.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostLargeWhite,uEXJbNeCvpXGjCokH
white ordinary mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostStandardWhite.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostStandardWhite,QYJ4Xh4GSSi4iYzMb
white square mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSquareWhite.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostSquareWhite,62DZnrMMYjrk5jbS5
white wooden mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostWoodWhite.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostWoodWhite,hs8QMbn7caa6z85ha
wooden mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostWood.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostWood,iqx2M7qtMQjSr73dq
yellow large mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostLargeYellow.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostLargeYellow,Ed6P9B4Y7y6TA99YS
yellow ordinary mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostStandardYellow.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostStandardYellow,egLw54yP3orauEyFd
yellow square mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostSquareYellow.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostSquareYellow,Me97eMZ28yf3j8S8v
yellow wooden mailbox,https://acnhcdn.com/latest/HousePostIcon/FtrPostWoodYellow.png,5000.0,Mailbox,3rd House Upgrade (Left Room),FtrPostWoodYellow,ZDcPaCBz24tNYiGe4
aqua tile roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StandardE.png,5000.0,Roofing,Initial House,HouseRoofPA04StandardE,Qnx2RexRkQSfFnLuB
beige curved shingles,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04WesterntileF.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04WesterntileF,jX9sAaudmHztd6WoQ
beige stone roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StoneB.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04StoneB,rJ4yqFWLmk6ykB5Et
black curved shingles,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04WesterntileH.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04WesterntileH,BdGehD5vw6WxG8efX
black stone roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StoneH.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04StoneH,hyshRxYSTue2YG2zE
black thatch roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04ThatchedH.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04ThatchedH,53msS63AkP5L46Bq7
black tile roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StandardH.png,5000.0,Roofing,Initial House,HouseRoofPA04StandardH,aEXiJy3tnSJWNTBkv
blue curved shingles,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04WesterntileE.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04WesterntileE,mprPiQG9puuaCguod
blue stone roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StoneE.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04StoneE,2q8sqokbgGi3mebNb
blue tile roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StandardF.png,5000.0,Roofing,Initial House,HouseRoofPA04StandardF,B7gS5WW3ksnrfNeXK
brown curved shingles,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04WesterntileG.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04WesterntileG,zKQZJpWoGzgw7orRW
brown stone roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StoneG.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04StoneG,mapwfPNGnhg62uQkt
brown thatch roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04ThatchedB.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04ThatchedB,N9gATxvMvWX5HLEhS
deep-green thatch roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04ThatchedG.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04ThatchedG,vc6xgYJWGgA9cTkB7
fresh-grass thatch roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04ThatchedD.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04ThatchedD,Z5NELbfAsKrPcwy5L
golden-brown thatch roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04ThatchedA.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04ThatchedA,roxKGs7uRQw2pw8to
gray thatch roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04ThatchedE.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04ThatchedE,PpodDcgiEgAJiDiSS
green curved shingles,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04WesterntileD.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04WesterntileD,zH9xBNwrWkv4JfBH3
green stone roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StoneF.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04StoneF,T85hEMqZDuz32hnS2
green tile roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StandardD.png,5000.0,Roofing,Initial House,HouseRoofPA04StandardD,pEWWGqpXPdLucubvS
gray stone roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StoneA.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04StoneA,ab33Skrb5b7oeha7y
orange curved shingles,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04WesterntileA.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04WesterntileA,yfLcN39wQrmNt8WHH
orange stone roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StoneC.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04StoneC,ifhZHe9jHujeiSgAu
orange thatch roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04ThatchedC.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04ThatchedC,KehTqxnW4g25qgMzj
pink curved shingles,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04WesterntileB.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04WesterntileB,Pcg6fSeBJ5C92kLPs
pink tile roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StandardB.png,5000.0,Roofing,Initial House,HouseRoofPA04StandardB,ve7xChDBdMDgb6nTS
purple tile roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StandardG.png,5000.0,Roofing,Initial House,HouseRoofPA04StandardG,3dBXpZsj6tD2dBzwj
red stone roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StoneD.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04StoneD,zPrrQagfzwkhtnAZT
red tile roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StandardA.png,5000.0,Roofing,Initial House,HouseRoofPA04StandardA,uifwByFWdDXnTJ4vp
white thatch roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04ThatchedF.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04ThatchedF,CGCfToQFCeeeMkRWc
yellow curved shingles,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04WesterntileC.png,5000.0,Roofing,4th House Upgrade (Right Room),HouseRoofPA04WesterntileC,n5Gc39GsgiLg4ofb2
yellow tile roof,https://acnhcdn.com/latest/HouseRoofIcon/HouseRoofPA04StandardC.png,5000.0,Roofing,Initial House,HouseRoofPA04StandardC,2aQvQYwCsSQyRGyvF
beige stucco exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StuccoB.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoB,qbKmPn2exhSsqLCw5
black chalet exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04WoodframeH.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeH,kYAfpnwSRtZfZs4SG
black common exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StandardH.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardH,di7Pmwx9aDN4v4Xfc
black stucco exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StuccoH.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoH,gJeYNSQ4cBQuMiJXS
blue cobblestone exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StoneF.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneF,eTg7RcPdjkGPBeWL4
blue stucco exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StuccoE.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoE,g6d8pc3feddvfd3wm
blue-trim common exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StandardC.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardC,9gtBjJE4tYb6wQczz
brown chalet exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04WoodframeB.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeB,xAmRhhZacLmi3ySCm
brown cobblestone exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StoneC.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneC,NL3LEQdCu2TtcE9eW
chalet exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04WoodframeA.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeA,RBTZCSQfgD2vQH3Ze
chic cobblestone exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StoneB.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneB,Lms2QszBWsfaCCxGf
cobblestone exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StoneA.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneA,ZH4zSM5t8CkRN6WL7
common exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StandardA.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardA,tvSkijt9ictdZ5haB
cream chalet exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04WoodframeG.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeG,KAwpDuD4BQAodaghb
gray cobblestone exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StoneH.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneH,8GYy5WLx9jCpap6uY
gray stucco exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StuccoC.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoC,niRaBvHzn59TEuTtu
gray-trim common exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StandardD.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardD,JfXXtqNSk5D2jYMYf
green cobblestone exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StoneG.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneG,Jiy9DpvuhLX6skBrR
light-blue chalet exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04WoodframeD.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeD,9SCJMuao7JJBS3iry
orange chalet exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04WoodframeF.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeF,ug4QTydifE3YXJqHR
orange cobblestone exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StoneE.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneE,Xs4kXRbnMnnkzzdGm
pink common exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StandardF.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardF,ceKL4XwfZzkGoYpg9
pink stucco exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StuccoG.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoG,xmPeJk2bKkAWYtF64
red chalet exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04WoodframeC.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeC,cA9eF8iCxf8nJhZMy
red cobblestone exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StoneD.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneD,xXRQfdAGyLJCXSbY6
red common exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StandardG.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardG,cwEx7XyAwefNQJ8Rr
red stucco exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StuccoD.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoD,c27kqMPWnha8RjEki
red-trim common exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StandardB.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardB,ckT8w7sPNqY2aRMcH
white stucco exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StuccoA.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoA,QkWc3tQAiWrNhewAw
yellow chalet exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04WoodframeE.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeE,t7eP9mfhqemhFXnBh
yellow common exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StandardE.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardE,BGfRq5YPPAt93qsms
yellow stucco exterior,https://acnhcdn.com/latest/HouseWallIcon/HouseWallPA04StuccoF.png,5000.0,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoF,78XQwM8DMwK8YsJig
