Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja2.png,Red,No,2240.0,560.0,51.0,Red,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNinja2,173.0,9208.0,yjpHb8bANNeGM89Dc
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja7.png,Orange,No,2240.0,560.0,51.0,Orange,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,4.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNinja7,173.0,9213.0,4oqZKviYFhx64kQBN
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja6.png,Yellow,No,2240.0,560.0,51.0,Yellow,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,5.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNinja6,173.0,9212.0,eyWgq5MpH3DPMxk6H
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja5.png,Green,No,2240.0,560.0,51.0,Green,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,6.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNinja5,173.0,9211.0,CgKTdtnNohXqqML5P
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja4.png,Aqua,No,2240.0,560.0,51.0,Light blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,7.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNinja4,173.0,9210.0,x53YPySTh3B7hxBZT
ninja costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNinja3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNinja3.png,Purple,No,2240.0,560.0,51.0,Purple,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,8.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNinja3,173.0,9209.0,Ak7wkzEWgnGSB87eJ
noble dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNoble2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble2.png,White,No,5200.0,1300.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,1.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNoble2,874.0,7427.0,5HrToGYJ9soahyvK2
noble dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNoble4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble4.png,Black,No,5200.0,1300.0,51.0,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,2.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNoble4,874.0,7429.0,DWyDKcacuNvBk2wHf
noble dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNoble7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble7.png,Red,No,5200.0,1300.0,51.0,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,3.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNoble7,874.0,7432.0,3vmf9dBa7Ye4nx94M
noble dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNoble1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble1.png,Ruby red,No,5200.0,1300.0,51.0,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,4.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNoble1,874.0,7426.0,2j29HRzvFsfzGu7TT
noble dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNoble6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble6.png,Yellow,No,5200.0,1300.0,51.0,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,5.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNoble6,874.0,7431.0,EBfJWQEJhTRBt5YCm
noble dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNoble0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble0.png,Green,No,5200.0,1300.0,51.0,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,6.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNoble0,874.0,5798.0,3MAj5E69dFpmd5kKu
noble dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNoble3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble3.png,Blue,No,5200.0,1300.0,51.0,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,7.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNoble3,874.0,7428.0,hEShS9mdw5DBbyvj4
noble dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNoble5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble5.png,Purple,No,5200.0,1300.0,51.0,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,8.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNoble5,874.0,7430.0,isHhNNktbHyoCZsDB
noble zap suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLHeroine0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine0.png,Pink,No,2760.0,690.0,51.0,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,1.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLHeroine0,63.0,3159.0,bjuJ6nL74NbJoGJQs
noble zap suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLHeroine7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine7.png,White,No,2760.0,690.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,2.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLHeroine7,63.0,9487.0,bxpAkQgfGH8Hu3Az3
noble zap suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLHeroine6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine6.png,Silver,No,2760.0,690.0,51.0,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,3.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLHeroine6,63.0,9486.0,7AMJcaqTCzK8ymKg5
noble zap suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLHeroine5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine5.png,Black,No,2760.0,690.0,51.0,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,4.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLHeroine5,63.0,9485.0,RxE8eE7oWSzha2azs
noble zap suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLHeroine3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine3.png,Red,No,2760.0,690.0,51.0,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,5.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLHeroine3,63.0,9483.0,LfC8sSxGxjSWRCojv
noble zap suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLHeroine4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine4.png,Yellow,No,2760.0,690.0,51.0,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,6.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLHeroine4,63.0,9484.0,vLXTKQkyCayui6oPQ
noble zap suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLHeroine2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine2.png,Green,No,2760.0,690.0,51.0,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,7.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLHeroine2,63.0,9482.0,4xF2FcggyuqQmSkcb
noble zap suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLHeroine1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine1.png,Blue,No,2760.0,690.0,51.0,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,8.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLHeroine1,63.0,9481.0,Q9pFEoAeaZ5GL3zTg
nurse's dress uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHNurse1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHNurse1.png,White,No,2200.0,550.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,1.0,Yes,Box,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxHNurse1,146.0,7792.0,aQoLvyKfKHh8t8ZoC
nurse's dress uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHNurse0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHNurse0.png,Pink,No,2200.0,550.0,51.0,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,2.0,Yes,Box,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxHNurse0,146.0,3347.0,KoRLxhbH9HcPtTstZ
nurse's dress uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHNurse2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHNurse2.png,Blue,No,2200.0,550.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,3.0,Yes,Box,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxHNurse2,146.0,7793.0,WCR64RSgwSQFdwdwz
office uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLOffice2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLOffice2.png,Gray,No,1600.0,400.0,51.0,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,1.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLOffice2,314.0,9031.0,bJgB57F4KgCoZEpwf
office uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLOffice1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLOffice1.png,Pink,No,1600.0,400.0,51.0,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,2.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLOffice1,314.0,9030.0,a4tX93FxmaMvetYTK
office uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLOffice0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLOffice0.png,Blue,No,1600.0,400.0,51.0,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,3.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLOffice0,314.0,4336.0,CHr7QHcteceHeRKDq
old commoner's kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLShitamachi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLShitamachi3.png,Red,No,1920.0,480.0,51.0,Red,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,1.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLShitamachi3,877.0,8998.0,BzjTwgR5a75zrnhvg
old commoner's kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLShitamachi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLShitamachi0.png,Golden yellow,No,1920.0,480.0,51.0,Yellow,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,2.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLShitamachi0,877.0,5801.0,sm4SqwzM6mCfrNxpQ
old commoner's kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLShitamachi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLShitamachi2.png,Green,No,1920.0,480.0,51.0,Green,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,3.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLShitamachi2,877.0,8997.0,uhHHyR25aWHM2kdWy
old commoner's kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLShitamachi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLShitamachi1.png,Blue,No,1920.0,480.0,51.0,Blue,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,4.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLShitamachi1,877.0,8996.0,cpiNa3XwYbc7ss94M
orange dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNOrange.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNOrange.png,NA,Yes,NFS,1600.0,103.0,Orange,Yellow,1x1,Crafting,,All Year,No,Cute,fairy tale; party; theatrical,1.0,Yes,A-line,N,Not for sale,1.0.0,1.0.0,TopsTexOnepieceAlineNOrange,115.0,3288.0,8m2LZar64pBxMzkP9
overall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHJumperskirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt0.png,Denim,No,2000.0,500.0,51.0,Blue,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday,1.0,Yes,Box,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxHJumperskirt0,11.0,3059.0,eozpEh54SWuKonthQ
overall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHJumperskirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt3.png,Red,No,2000.0,500.0,51.0,Red,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday,2.0,Yes,Box,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxHJumperskirt3,11.0,4166.0,MCCfWRuJBeqQH9YfJ
overall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHJumperskirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt1.png,Yellow,No,2000.0,500.0,51.0,Yellow,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday,3.0,Yes,Box,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxHJumperskirt1,11.0,4164.0,MBaBuo7n332se5hpy
overall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHJumperskirt4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt4.png,Green,No,2000.0,500.0,51.0,Green,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday,4.0,Yes,Box,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxHJumperskirt4,11.0,9012.0,xhsDpu4bcn5B8eSr6
overall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHJumperskirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt2.png,Beige,No,2000.0,500.0,51.0,Beige,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday,5.0,Yes,Box,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxHJumperskirt2,11.0,4165.0,i9JWQoWRCFxjpQwLQ
oversized print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNStandard0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard0.png,Pink,No,1800.0,450.0,51.0,Pink,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,party; vacation,1.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNStandard0,436.0,4556.0,Z9DZhJNquxP5Q84fj
oversized print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNStandard4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard4.png,Orange,No,1800.0,450.0,51.0,Orange,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,party; vacation,2.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNStandard4,436.0,7920.0,YBzq9qZf4Frd5T7Jg
oversized print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNStandard2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard2.png,Green,No,1800.0,450.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,party; vacation,3.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNStandard2,436.0,7918.0,nXEJa62GiLMSp8nER
oversized print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNStandard1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard1.png,Blue,No,1800.0,450.0,51.0,Blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,party; vacation,4.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNStandard1,436.0,7917.0,MTQs5rCo8TsDLS4xX
oversized print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNStandard3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard3.png,Brown,No,1800.0,450.0,51.0,Brown,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,party; vacation,5.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNStandard3,436.0,7919.0,uF57PFc67HxykCaSd
oversized print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNStandard5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard5.png,Beige,No,1800.0,450.0,51.0,Beige,Gray,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,party; vacation,6.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNStandard5,436.0,7921.0,3o3hBZaLdaE7psyrW
oversized-sweats dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLSwitchsweat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat0.png,Red,No,1500.0,375.0,51.0,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,everyday; comfy; sporty,1.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLSwitchsweat0,357.0,4424.0,xknLuBzRhM9hPdBK4
oversized-sweats dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLSwitchsweat4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat4.png,Pink,No,1500.0,375.0,51.0,Pink,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,everyday; comfy; sporty,2.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLSwitchsweat4,357.0,7991.0,byiYKJGw8Zzbt9uAm
oversized-sweats dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLSwitchsweat3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat3.png,Orange,No,1500.0,375.0,51.0,Orange,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Active,everyday; comfy; sporty,3.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLSwitchsweat3,357.0,7990.0,9Cp7fBqTj8hvBAAdh
oversized-sweats dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLSwitchsweat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat2.png,Yellow,No,1500.0,375.0,51.0,Yellow,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,everyday; comfy; sporty,4.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLSwitchsweat2,357.0,7989.0,8QSqYNHbpWaWcWYP3
oversized-sweats dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLSwitchsweat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat1.png,Light blue,No,1500.0,375.0,51.0,Light blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,everyday; comfy; sporty,5.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLSwitchsweat1,357.0,7988.0,K3WdePZCz8Dc82jD6
painter's coverall,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLPaint2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPaint2.png,White,No,1600.0,400.0,51.0,White,Colorful,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; work,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLPaint2,1161.0,12022.0,wwAgwGbc6BDKCkwLg
painter's coverall,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLPaint1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPaint1.png,Green,No,1600.0,400.0,51.0,Green,Colorful,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; work,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLPaint1,1161.0,12021.0,4htkPc9TpCJJDv5wT
painter's coverall,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLPaint0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPaint0.png,Beige,No,1600.0,400.0,51.0,Beige,Colorful,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; work,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLPaint0,1161.0,10910.0,f46EfTKkDog4ng2bs
pajama dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLPajamas2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas2.png,Gray,No,1200.0,300.0,51.0,Gray,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,comfy,1.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLPajamas2,1155.0,11932.0,sGKAJ4A5S3kaRETrH
pajama dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLPajamas3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas3.png,Berry red,No,1200.0,300.0,51.0,Red,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,comfy,2.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLPajamas3,1155.0,11933.0,ac88r42SeCdZenuc8
pajama dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLPajamas1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas1.png,Green,No,1200.0,300.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,comfy,3.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLPajamas1,1155.0,11931.0,D4esgyazM2m52wrSe
pajama dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLPajamas0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas0.png,Navy blue,No,1200.0,300.0,51.0,Blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,comfy,4.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLPajamas0,1155.0,11096.0,y3z8HxRdcrB9szWde
pajama dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLPajamas4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas4.png,Brown,No,1200.0,300.0,51.0,Brown,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,comfy,5.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLPajamas4,1155.0,11934.0,XHTtjH6eeuoeXFgP3
