Name,Image,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Catalog,Version Added,Version Unlocked,Filename,Internal ID,Unique Entry ID
Celeste's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpOws.png,1000.0,250.0,251.0,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpOws,10334.0,QiRLGPEKXAy9CnsnD
Celia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr09.png,1000.0,250.0,251.0,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPbr09,10568.0,dt9NAEkoWCwzwPEdc
Cesar's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor00.png,1000.0,250.0,251.0,Beige,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGor00,10373.0,e4KkHQ82KgXQTCABf
Chadder's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus18.png,1000.0,250.0,251.0,Yellow,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus18,10501.0,EASeGQP4RzhCSeruR
Charlise's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea12.png,1000.0,250.0,251.0,Green,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea12,10778.0,Y84YAXuwcwTW6E58c
Cheri's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr10.png,1000.0,250.0,251.0,Red,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr10,10570.0,CYXPqX7QRipEbNadc
Cherry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog17.png,1000.0,250.0,251.0,Red,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog17,10689.0,AHm3qpXemG6uwXER6
Chester's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr15.png,1000.0,250.0,251.0,White,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr15,10468.0,rx2AJ8Pyk3RCEgPYE
Chevre's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa00.png,1000.0,250.0,251.0,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGoa00,10461.0,QE6gma6op497WQszD
Chief's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol00.png,1000.0,250.0,251.0,Orange,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlWol00,10315.0,pdozFdt9MCk7zkAF7
Chip's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpBev.png,1000.0,250.0,251.0,Blue,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpBev,10345.0,dMPLdh2gpsxvQBynf
Chops's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig14.png,1000.0,250.0,251.0,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig14,10414.0,bXDLH8xnxjJBEnsG4
Chow's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea03.png,1000.0,250.0,251.0,Pink,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea03,10803.0,NE5kjZejyKSehbjE5
Chrissy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt13.png,1000.0,250.0,251.0,Pink,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt13,10515.0,99G5xnagWg9EMz8Ye
Cinnamoroll poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp11.png,1000.0,250.0,251.0,Light blue,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlElp11,11124.0,EFHuxMqC34e4se2EB
Claude's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt11.png,1000.0,250.0,251.0,Brown,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt11,10628.0,FooozdRN5X7cNudTB
Claudia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig05.png,1000.0,250.0,251.0,Pink,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlTig05,10504.0,qFn6XSJerSuZzBZ69
Clay's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam05.png,1000.0,250.0,251.0,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHam05,10317.0,w2ZH8ZhMikGXAkpt3
Cleo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs07.png,1000.0,250.0,251.0,Purple,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs07,10649.0,GRzGAf4uCmStEdeKs
Clyde's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs10.png,1000.0,250.0,251.0,Yellow,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs10,10680.0,fk9cqFYGfCkxsSHnp
Coach's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBul07.png,1000.0,250.0,251.0,Yellow,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBul07,10356.0,4qKaNfyw4Rf3Ppg3D
Cobb's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig08.png,1000.0,250.0,251.0,Green,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig08,10686.0,YqhHWLz3MD2kSXySK
Coco's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt02.png,1000.0,250.0,251.0,Beige,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt02,10379.0,mxYiTvmbSJvvYyBZr
Cole's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt18.png,1000.0,250.0,251.0,Black,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt18,10326.0,uNXPqK69E4SJAcu5H
Colton's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs11.png,1000.0,250.0,251.0,White,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs11,10452.0,NAj8Rbq9ZBeZno8Mf
Cookie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog08.png,1000.0,250.0,251.0,Pink,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog08,10367.0,NjkN3PbZeCLH2bHrS
Copper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpDga.png,1000.0,250.0,251.0,Orange,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpDga,10335.0,cCGcZbrAb3qzbFcwi
Cousteau's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg10.png,1000.0,250.0,251.0,Orange,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg10,10448.0,YaoyrgwiKWhTDzpMT
Cranston's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst06.png,1000.0,250.0,251.0,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOst06,10597.0,vpsfDyXTLmmKHScbh
Croque's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg17.png,1000.0,250.0,251.0,Orange,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg17,10536.0,dRTnqq9pYTtLGmZZt
Cube's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn02.png,1000.0,250.0,251.0,Black,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPgn02,10503.0,RHnvrKdMWPGmgQuRL
Curlos's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp08.png,1000.0,250.0,251.0,Brown,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlShp08,10488.0,LGBtFiwyq2dDaBbAH
Curly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig00.png,1000.0,250.0,251.0,Pink,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig00,10505.0,t96aFDvs7vvawzpxw
Curt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea02.png,1000.0,250.0,251.0,Gray,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea02,10799.0,fxp5q9KEbJyawPHJh
Cyd's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp12.png,1000.0,250.0,251.0,Red,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlElp12,10862.0,fMqS7p25Ce7AeNHQu
Cyrano's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlAnt00.png,1000.0,250.0,251.0,Orange,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlAnt00,10323.0,8gtoycLmDBmekNKT4
Cyrus's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpAlp.png,1000.0,250.0,251.0,Light blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpAlp,10435.0,bXFWNkhRXNDK4xrZb
Daisy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog07.png,1000.0,250.0,251.0,White,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog07,10474.0,i6JsESCdxf5zwviyq
Deena's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk04.png,1000.0,250.0,251.0,Brown,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk04,10670.0,D3h6EQjsNAztjCRfe
Deirdre's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer04.png,1000.0,250.0,251.0,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDer04,10459.0,GMyyD2RjAEy2zZmQA
Del's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCrd04.png,1000.0,250.0,251.0,Black,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCrd04,10444.0,vcDvoY9rJnC3otJJ5
Deli's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk08.png,1000.0,250.0,251.0,Beige,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMnk08,10654.0,ihA8W7QC64yvcX4Dd
Derwin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk08.png,1000.0,250.0,251.0,Blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk08,10513.0,kW78nMBfHq8gMESeW
Diana's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer08.png,1000.0,250.0,251.0,Pink,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDer08,10318.0,DCsydZ2kDaQboP2cH
Digby's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSzo.png,1000.0,250.0,251.0,Brown,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpSzo,10438.0,DDnrdkrKS3gydwXFg
Diva's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg18.png,1000.0,250.0,251.0,Purple,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg18,10473.0,DFaoZCfhCAoDfJeL3
Dizzy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp01.png,1000.0,250.0,251.0,Gray,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlElp01,10532.0,iS3siYo7R4GHfMueZ
DJ KK's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTkkB.png,1000.0,250.0,251.0,White,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpTkkB,10776.0,KEcLDYnnCo7vK5q8e
Dobie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol04.png,1000.0,250.0,251.0,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlWol04,10647.0,sFtyFkaMTWLEK8pBe
Doc's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt10.png,1000.0,250.0,251.0,Blue,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt10,10576.0,urZhQYJooL9z5brAp
Dom's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp15.png,1000.0,250.0,251.0,Beige,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlShp15,10864.0,hyZvWM6kXL5S7qcbN
Don's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpMob.png,1000.0,250.0,251.0,Brown,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpMob,10342.0,Zmv4J7T7MzrA3BiiL
Dora's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus00.png,1000.0,250.0,251.0,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus00,10495.0,dQNwh3KfyjgWh7zcX
Dotty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt01.png,1000.0,250.0,251.0,Black,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt01,10541.0,ZE7NejHgbNbWwKet3
Drago's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCrd08.png,1000.0,250.0,251.0,Green,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCrd08,10462.0,PMHRAgvrXSzeCTxAG
Drake's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk09.png,1000.0,250.0,251.0,Green,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk09,10410.0,b8KDfw2FJSSKW9RZ2
Drift's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg04.png,1000.0,250.0,251.0,Red,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg04,10417.0,njaJzwtZqaysdEp27
Ed's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs06.png,1000.0,250.0,251.0,Light blue,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs06,10392.0,eWCrXdE8WLNmzCpt5
Egbert's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn02.png,1000.0,250.0,251.0,Yellow,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlChn02,10366.0,fAjaNGHS6ifysow2A
Elise's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk05.png,1000.0,250.0,251.0,Beige,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMnk05,10558.0,psyxsd4TSQqTpqCF3
Ellie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp07.png,1000.0,250.0,251.0,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlElp07,10633.0,ikYj9syTrveaneTpH
Elmer's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs03.png,1000.0,250.0,251.0,Brown,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs03,10555.0,C9q7EjfE7yngzLfDZ
Eloise's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp03.png,1000.0,250.0,251.0,Yellow,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlElp03,10464.0,qkGmSWAZucgyicJX4
Elvis's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon01.png,1000.0,250.0,251.0,Yellow,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlLon01,10450.0,zSZ2PjrMqbi92ouyo
Erik's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer09.png,1000.0,250.0,251.0,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDer09,10540.0,SZQ5fL8at72ix4sFe
Eugene's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal10.png,1000.0,250.0,251.0,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKal10,10692.0,wirdymvTF7KDZstQc
Eunice's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp02.png,1000.0,250.0,251.0,Black,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlShp02,10693.0,p8r2YdqbnvwNeQG22
Fang's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol06.png,1000.0,250.0,251.0,Beige,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlWol06,10544.0,PBezp9kgWwgQGrYfk
Fauna's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer00.png,1000.0,250.0,251.0,Brown,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDer00,10530.0,fKGHGAmtfWncvkHgo
Felicity's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat17.png,1000.0,250.0,251.0,Beige,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat17,10348.0,bXCSRi4tYQ3BLSvTg
Filbert's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu02.png,1000.0,250.0,251.0,Light blue,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu02,10394.0,384yubdrdXXGpPsXg
Flip's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk06.png,1000.0,250.0,251.0,Orange,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMnk06,10406.0,4FoyuaAPfghooYopD
Flo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn13.png,1000.0,250.0,251.0,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPgn13,10685.0,JTHTByp4hhTaNnkE6
Flora's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst09.png,1000.0,250.0,251.0,Pink,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOst09,10490.0,AowHdppMsbs5tSftb
Flurry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam06.png,1000.0,250.0,251.0,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHam06,10679.0,CKMDibMPGaRz57jtP
Francine's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt12.png,1000.0,250.0,251.0,Light blue,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt12,10514.0,HnqwJ8ky62DNrPd3K
Frank's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr06.png,1000.0,250.0,251.0,Green,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPbr06,10500.0,oxZPqqFSJ92BLhCSE
