Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Surface,Source,Source Notes,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
fortune-telling set,https://acnhcdn.com/latest/FtrIcon/FtrPsychicset_Remake_0_0.png,Purple,NA,NA,NA,No,No,No,NA,1000.0,250.0,Light blue,Purple,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,horror,None,None,SmallGoods,Yes,Study,No,Does not play music,Candle,For sale,1.0.0,1.0.0,FtrPsychicset_Remake_0_0,0_0,3961.0,Cw4hpudQ7vw9FmtJt
fortune-telling set,https://acnhcdn.com/latest/FtrIcon/FtrPsychicset_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,1000.0,250.0,Purple,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,horror,None,None,SmallGoods,Yes,Study,No,Does not play music,Candle,For sale,1.0.0,1.0.0,FtrPsychicset_Remake_1_0,1_0,3961.0,ZtH8i8DRS3Gyz8d7C
fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,1400.0,350.0,White,Beige,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,Appliance,Yes,Beauty,No,Does not play music,Emission,For sale,1.0.0,1.0.0,FtrAromadiffuser_Remake_0_0,0_0,8418.0,euKnSzN4P9dg7unmJ
fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_1_0.png,Yellow,NA,NA,NA,No,No,No,NA,1400.0,350.0,Yellow,Brown,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,Appliance,Yes,Beauty,No,Does not play music,Emission,For sale,1.0.0,1.0.0,FtrAromadiffuser_Remake_1_0,1_0,8418.0,2b4iGtMyBGXtCoL7x
fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,1400.0,350.0,Pink,Pink,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,Appliance,Yes,Beauty,No,Does not play music,Emission,For sale,1.0.0,1.0.0,FtrAromadiffuser_Remake_2_0,2_0,8418.0,aGKrqCc9kFZfWeTGo
fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,1400.0,350.0,Green,Green,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,Appliance,Yes,Beauty,No,Does not play music,Emission,For sale,1.0.0,1.0.0,FtrAromadiffuser_Remake_3_0,3_0,8418.0,BJDqWwkaiMnvsJJQB
fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,1400.0,350.0,Light blue,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,Appliance,Yes,Beauty,No,Does not play music,Emission,For sale,1.0.0,1.0.0,FtrAromadiffuser_Remake_4_0,4_0,8418.0,mv4eyqRCrFxheYZZt
fragrance sticks,https://acnhcdn.com/latest/FtrIcon/FtrAromastick_Remake_0_0.png,Green,NA,NA,NA,No,No,No,NA,830.0,207.0,Green,Beige,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,fancy,None,None,SmallGoods,No,Beauty,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrAromastick_Remake_0_0,0_0,10244.0,xca92BweE2PtqWgH8
fragrance sticks,https://acnhcdn.com/latest/FtrIcon/FtrAromastick_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,830.0,207.0,Blue,Beige,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,fancy,None,None,SmallGoods,No,Beauty,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrAromastick_Remake_1_0,1_0,10244.0,BpkEQprys4uCCvir4
fragrance sticks,https://acnhcdn.com/latest/FtrIcon/FtrAromastick_Remake_2_0.png,Brown,NA,NA,NA,No,No,No,NA,830.0,207.0,Brown,Beige,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,fancy,None,None,SmallGoods,No,Beauty,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrAromastick_Remake_2_0,2_0,10244.0,XdsGKgynvoBRXsM7o
fragrance sticks,https://acnhcdn.com/latest/FtrIcon/FtrAromastick_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,830.0,207.0,Gray,Beige,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,fancy,None,None,SmallGoods,No,Beauty,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrAromastick_Remake_3_0,3_0,10244.0,yC5pX4sLqiJ3pHSY5
freshwater goby model,https://acnhcdn.com/latest/FtrIcon/FtrFishDonkoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1200.0,Brown,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishDonkoToy,NA,6946.0,sthyBRzzRb88wKaJp
frog model,https://acnhcdn.com/latest/FtrIcon/FtrFishKaeruToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,360.0,Green,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishKaeruToy,NA,6962.0,Tz6CS8ZK8W732hR7f
frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png,Soda,Flavor,NA,NA,Yes,Yes,No,7.0,NFS,5400.0,Light blue,Beige,1x1,No,Crafting,,444.0,freezing cold,child's room,frozen,None,SmallGoods,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrIceCandy_Remake_0_0,0_0,4279.0,FG2vLN2oj9HiWoWXd
frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_1_0.png,Vanilla & chocolate,Flavor,NA,NA,Yes,Yes,No,7.0,NFS,5400.0,Light blue,Beige,1x1,No,Crafting,,444.0,freezing cold,child's room,frozen,None,SmallGoods,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrIceCandy_Remake_1_0,1_0,4279.0,Z5EyNz6nocjXv2XvA
frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_2_0.png,Citrus,Flavor,NA,NA,Yes,Yes,No,7.0,NFS,5400.0,Light blue,Yellow,1x1,No,Crafting,,444.0,freezing cold,child's room,frozen,None,SmallGoods,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrIceCandy_Remake_2_0,2_0,4279.0,XWLsP5Lc7c3q6Wozj
frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_3_0.png,Berry,Flavor,NA,NA,Yes,Yes,No,7.0,NFS,5400.0,Light blue,Colorful,1x1,No,Crafting,,444.0,freezing cold,child's room,frozen,None,SmallGoods,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrIceCandy_Remake_3_0,3_0,4279.0,XBAQZaxMwKAgCdB4C
frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_4_0.png,Kiwifruit,Flavor,NA,NA,Yes,Yes,No,7.0,NFS,5400.0,Light blue,Colorful,1x1,No,Crafting,,444.0,freezing cold,child's room,frozen,None,SmallGoods,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrIceCandy_Remake_4_0,4_0,4279.0,cPhYTDwELkCjs4xDR
frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_5_0.png,Chocolate mint,Flavor,NA,NA,Yes,Yes,No,7.0,NFS,5400.0,Light blue,Colorful,1x1,No,Crafting,,444.0,freezing cold,child's room,frozen,None,SmallGoods,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrIceCandy_Remake_5_0,5_0,4279.0,M57ZMFGPHTd8bPBzG
fruit basket,https://acnhcdn.com/latest/FtrIcon/FtrFruitbasket.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1000.0,Colorful,Beige,1x1,No,Crafting,,103.0,kitchen,fancy,fruits,None,None,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFruitbasket,NA,975.0,kXfaPGQuYZc7irSfg
frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_0_0.png,Empty,Dish,NA,NA,Yes,Yes,No,2.0,NFS,1500.0,Black,Black,1x1,No,Crafting,,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrPan_Remake_0_0,0_0,4104.0,LApWF9jMSkGhzYSM4
frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_1_0.png,Veggie sauté,Dish,NA,NA,Yes,Yes,No,2.0,NFS,1500.0,Black,Green,1x1,No,Crafting,,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrPan_Remake_1_0,1_0,4104.0,tkhbjn3JRNwzEMxvz
frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_2_0.png,Pasta,Dish,NA,NA,Yes,Yes,No,2.0,NFS,1500.0,Black,Beige,1x1,No,Crafting,,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrPan_Remake_2_0,2_0,4104.0,F3JswDrx4C8Yc4zMT
frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_3_0.png,Ratatouille,Dish,NA,NA,Yes,Yes,No,2.0,NFS,1500.0,Black,Red,1x1,No,Crafting,,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrPan_Remake_3_0,3_0,4104.0,pZBKddR3fRJ5GiHMW
frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_4_0.png,Pizza,Dish,NA,NA,Yes,Yes,No,2.0,NFS,1500.0,Black,Yellow,1x1,No,Crafting,,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrPan_Remake_4_0,4_0,4104.0,cge27swzWLHnpckWZ
frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_5_0.png,Failed attempt,Dish,NA,NA,Yes,Yes,No,2.0,NFS,1500.0,Black,Brown,1x1,No,Crafting,,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrPan_Remake_5_0,5_0,4104.0,PcAkaqMBPBmdpWicT
gar model,https://acnhcdn.com/latest/FtrIcon/FtrFishGaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,18000.0,Brown,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishGaToy,NA,6952.0,yZcnMvZ4rLrCkYtaM
garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_0_0.png,Sprightly gnome,NA,NA,NA,No,No,No,NA,1900.0,475.0,Red,Blue,1x1,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,garden,None,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDwarf_Remake_0_0,0_0,1624.0,MiwLvDynsLybmusCX
garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_1_0.png,Sleepy gnome,NA,NA,NA,No,No,No,NA,1900.0,475.0,Purple,Yellow,1x1,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,garden,None,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDwarf_Remake_1_0,1_0,1624.0,xQAE8W2mxYX8Jma6P
garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_2_0.png,Surprised gnome,NA,NA,NA,No,No,No,NA,1900.0,475.0,Yellow,Light blue,1x1,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,garden,None,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDwarf_Remake_2_0,2_0,1624.0,auyR26CLFZgXvgMc7
garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_3_0.png,Reliable gnome,NA,NA,NA,No,No,No,NA,1900.0,475.0,Blue,Brown,1x1,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,garden,None,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDwarf_Remake_3_0,3_0,1624.0,Qi2yzvmvBNjwynKiq
garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_4_0.png,Hungry gnome,NA,NA,NA,No,No,No,NA,1900.0,475.0,Orange,Green,1x1,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,garden,None,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDwarf_Remake_4_0,4_0,1624.0,cNCLkTnhfAZuPxZqE
garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_5_0.png,Laid-back gnome,NA,NA,NA,No,No,No,NA,1900.0,475.0,Green,Yellow,1x1,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,garden,None,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDwarf_Remake_5_0,5_0,1624.0,WrhfLBQ4eZrZTG4Ne
garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_6_0.png,Passionate gnome,NA,NA,NA,No,No,No,NA,1900.0,475.0,Red,Red,1x1,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,garden,None,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDwarf_Remake_6_0,6_0,1624.0,CNwGvvs9ziAH2Awqr
garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_7_0.png,Rebel gnome,NA,NA,NA,No,No,No,NA,1900.0,475.0,Black,Black,1x1,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,garden,None,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDwarf_Remake_7_0,7_0,1624.0,GwqB5qwGDojfR3tYb
giant cicada model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKumazemiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1500.0,Black,Black,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectKumazemiToy,NA,7078.0,csWeNvuAACukANCpJ
giant snakehead model,https://acnhcdn.com/latest/FtrIcon/FtrFishRaigyoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,16500.0,Black,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishRaigyoToy,NA,7007.0,ALQi2XP5o5qS3T8iD
giant stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOhkuwagataToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,30000.0,Black,Black,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectOhkuwagataToy,NA,7092.0,ZPfLEXuewDf2Qz3XT
giant trevally model,https://acnhcdn.com/latest/FtrIcon/FtrFishRouninajiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,13500.0,Black,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishRouninajiToy,NA,7010.0,6rSAibAwAapbojLLt
giant water bug model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTagameToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,6000.0,Brown,Brown,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectTagameToy,NA,7120.0,t55oQ6tNKwXtfn2Ds
glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,350.0,87.0,White,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,SmallGoods,Yes,Lamp,No,Does not play music,Candle,For sale,1.0.0,1.0.0,FtrGlasscandle_Remake_0_0,0_0,4230.0,KruL9J4s7hGbW3bTM
glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,350.0,87.0,Red,Red,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,SmallGoods,Yes,Lamp,No,Does not play music,Candle,For sale,1.0.0,1.0.0,FtrGlasscandle_Remake_1_0,1_0,4230.0,MpMxpvzknSn9DMQQg
glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,350.0,87.0,Pink,Pink,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,SmallGoods,Yes,Lamp,No,Does not play music,Candle,For sale,1.0.0,1.0.0,FtrGlasscandle_Remake_2_0,2_0,4230.0,ChhWGgfgL5TBS28WC
glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,350.0,87.0,Green,Green,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,SmallGoods,Yes,Lamp,No,Does not play music,Candle,For sale,1.0.0,1.0.0,FtrGlasscandle_Remake_3_0,3_0,4230.0,p6uZYxj86LqwRSkcB
glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,350.0,87.0,Blue,Blue,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,SmallGoods,Yes,Lamp,No,Does not play music,Candle,For sale,1.0.0,1.0.0,FtrGlasscandle_Remake_4_0,4_0,4230.0,qWMCLJ24Mro8y6eZK
glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_5_0.png,Purple,NA,NA,NA,No,No,No,NA,350.0,87.0,Purple,Purple,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,SmallGoods,Yes,Lamp,No,Does not play music,Candle,For sale,1.0.0,1.0.0,FtrGlasscandle_Remake_5_0,5_0,4230.0,okLbbWAAwHD3nrJyT
globe,https://acnhcdn.com/latest/FtrIcon/FtrGlobe_Remake_0_0.png,Standard,NA,NA,NA,No,No,No,NA,1800.0,450.0,Light blue,Orange,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,school,None,None,SmallGoods,Yes,Space,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrGlobe_Remake_0_0,0_0,1411.0,9gnayEE94Mkxrymdz
globe,https://acnhcdn.com/latest/FtrIcon/FtrGlobe_Remake_1_0.png,Sepia,NA,NA,NA,No,No,No,NA,1800.0,450.0,Yellow,Brown,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,school,None,None,SmallGoods,Yes,Space,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrGlobe_Remake_1_0,1_0,1411.0,3a5KPSQKgtJ7hzeqT
globe,https://acnhcdn.com/latest/FtrIcon/FtrGlobe_Remake_2_0.png,Cool,NA,NA,NA,No,No,No,NA,1800.0,450.0,Blue,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,school,None,None,SmallGoods,Yes,Space,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrGlobe_Remake_2_0,2_0,1411.0,LK92o5bBeHinkwHER
gold bars,https://acnhcdn.com/latest/FtrIcon/FtrGoldbar.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,30000.0,Yellow,Yellow,1x1,No,Crafting,,103.0,expensive,None,golden,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrGoldbar,NA,3065.0,SgyEnz4xTyw4NmzBP
gold bug trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyInsectGold.png,NA,NA,NA,NA,No,No,No,NA,NFS,450.0,Yellow,Brown,1x1,No,Bug-Off,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyInsectGold,NA,1203.0,vm8GXJudK4M2JzovT
gold fish trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyFishGold.png,NA,NA,NA,NA,No,No,No,NA,NFS,450.0,Yellow,Brown,1x1,No,Fishing Tourney,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyFishGold,NA,1200.0,SczqYHeEfucim4Rd9
gold HHA trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyHhaGold.png,NA,NA,NA,NA,No,No,No,NA,NFS,450.0,Yellow,Brown,1x1,No,HHA,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyHhaGold,NA,7032.0,T6L8asaBjQsADwqp4
golden arowana model,https://acnhcdn.com/latest/FtrIcon/FtrFishArowanaGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,30000.0,Yellow,Brown,1x1,No,Crafting,,103.0,ocean,facility,None,None,None,No,Special Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishArowanaGold,NA,11260.0,RzTpus94F9x6F9uyC
golden candlestick,https://acnhcdn.com/latest/FtrIcon/FtrGoldCandlestand.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,20000.0,Yellow,Yellow,1x1,No,Crafting,,103.0,expensive,horror,golden,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrGoldCandlestand,NA,3772.0,cLcnEbXNX7wDiw73J
golden dishes,https://acnhcdn.com/latest/FtrIcon/FtrGoldDishes.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,10000.0,Yellow,Red,1x1,No,Crafting,,103.0,kitchen,expensive,golden,None,None,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrGoldDishes,NA,3810.0,oh535yTt29PAWcxAT
golden dung beetle,https://acnhcdn.com/latest/FtrIcon/FtrInsectKabutomushiGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,30000.0,Yellow,Yellow,1x1,No,Crafting,,103.0,expensive,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectKabutomushiGold,NA,5941.0,jCAeGfE9EY6JjSjmy
golden stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOugononikuwagataToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,36000.0,Black,Yellow,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectOugononikuwagataToy,NA,7093.0,fcMjx9bmpbFC7AsvX
golden trout model,https://acnhcdn.com/latest/FtrIcon/FtrFishGoldenTorautoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,45000.0,Brown,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishGoldenTorautoToy,NA,6953.0,MipMdXDNHfYrr3bLu
goldfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishKingyoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,3900.0,Red,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishKingyoToy,NA,6930.0,mRn4RGS8sYrzgrAqr
grand giraffe stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGirafanokogirikuwagataToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,36000.0,Black,Black,2x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectGirafanokogirikuwagataToy,NA,7115.0,ttnzTG6PHQ2Y7PZZq
grand goliath beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGoraiasuohtsunohanamuguriToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,24000.0,Red,Black,2x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectGoraiasuohtsunohanamuguriToy,NA,7059.0,vkR6AXTBEshZxMf8s
grand h. hercules model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHerakuresuohkabutoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,36000.0,Black,Yellow,2x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectHerakuresuohkabutoToy,NA,5924.0,rKJCAihB8XLW85aJB
grasshopper model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKirigirisuToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,480.0,Green,Green,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectKirigirisuToy,NA,7073.0,jSDqSGWdTxgqQGFww
great purple emperor model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOhmurasakiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,9000.0,Purple,Black,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectOhmurasakiToy,NA,7113.0,vvZfCbz4b6i8tnzsD
