Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_1_1.png,White,NA,Fish,Favorite card,No,No,Yes,1.0,1400.0,350.0,White,Blue,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCorkboard_Remake_1_1,1_1,1783.0,hgrWYxMGDRWqqfi8b
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_1_2.png,White,NA,Flower,Favorite card,No,No,Yes,1.0,1400.0,350.0,White,Green,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCorkboard_Remake_1_2,1_2,1783.0,agfCPzRF4syht7Csc
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_2_0.png,Blue,NA,Apple,Favorite card,No,No,Yes,1.0,1400.0,350.0,Blue,Red,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCorkboard_Remake_2_0,2_0,1783.0,sKaJPMQLFip2xCpPu
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_2_1.png,Blue,NA,Fish,Favorite card,No,No,Yes,1.0,1400.0,350.0,Blue,Blue,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCorkboard_Remake_2_1,2_1,1783.0,iFndpQ9FzRBbK2X2Q
corkboard,https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_2_2.png,Blue,NA,Flower,Favorite card,No,No,Yes,1.0,1400.0,350.0,Blue,Green,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,school,office,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCorkboard_Remake_2_2,2_2,1783.0,4FxH2Zhn3mdW3vAvv
cosmos wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathCosmos.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720.0,Red,Yellow,1x1 ,Crafting,,103.0,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathCosmos,NA,4293.0,Jb4w7uvb9QhGerC3Z
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_0_0.png,Silver,Color,NA,NA,Yes,Yes,No,1.0,NFS,3000.0,Gray,Black,1x1 ,Crafting,,103.0,expensive,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentCrest_Remake_0_0,0_0,5717.0,iE8G3C8jdhexkkY8c
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_1_0.png,Gold & silver,Color,NA,NA,Yes,Yes,No,1.0,NFS,3000.0,Yellow,Gray,1x1 ,Crafting,,103.0,expensive,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentCrest_Remake_1_0,1_0,5717.0,aGewHTksfKfJW2MY8
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_2_0.png,Silver & blue,Color,NA,NA,Yes,Yes,No,1.0,NFS,3000.0,Gray,Blue,1x1 ,Crafting,,103.0,expensive,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentCrest_Remake_2_0,2_0,5717.0,7G5TyTF9wcH7n5wbH
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_3_0.png,Red & white,Color,NA,NA,Yes,Yes,No,1.0,NFS,3000.0,Red,White,1x1 ,Crafting,,103.0,expensive,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentCrest_Remake_3_0,3_0,5717.0,Hf2jaoLX7JMRduSvR
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_4_0.png,Silver & green,Color,NA,NA,Yes,Yes,No,1.0,NFS,3000.0,Gray,Green,1x1 ,Crafting,,103.0,expensive,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentCrest_Remake_4_0,4_0,5717.0,62E5Y2ZJ4Z6PoWGdT
crest doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentCrest_Remake_5_0.png,Colorful,Color,NA,NA,Yes,Yes,No,1.0,NFS,3000.0,,,1x1 ,Crafting,,103.0,expensive,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentCrest_Remake_5_0,5_0,5717.0,4kY54jHig2i2Cp5S9
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,3200.0,800.0,Beige,Beige,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuckooclock_Remake_0_0,0_0,915.0,YkqSGut473PFEpLjj
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,3200.0,800.0,Green,Brown,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuckooclock_Remake_1_0,1_0,915.0,5vQjTtmpbQKt3BTLe
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,3200.0,800.0,Blue,Brown,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuckooclock_Remake_2_0,2_0,915.0,pTvXozhSHgn4GkDdN
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_3_0.png,Yellow,NA,NA,NA,No,No,No,NA,3200.0,800.0,Yellow,Beige,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuckooclock_Remake_3_0,3_0,915.0,3yfvreNYdjbtj84fY
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,3200.0,800.0,Red,Brown,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuckooclock_Remake_4_0,4_0,915.0,Yu8JF2SwWhTmiqeG7
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_5_0.png,White,NA,NA,NA,No,No,No,NA,3200.0,800.0,White,White,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuckooclock_Remake_5_0,5_0,915.0,jTjxtMtHjrP7e8Yy8
cuckoo clock,https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,3200.0,800.0,Black,Black,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuckooclock_Remake_6_0,6_0,915.0,k8c59yKdpH2dTD43C
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,1200.0,300.0,White,Pink,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuteClockW_Remake_0_0,0_0,3996.0,oL9aQ7wvxNZqHuNMu
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_1_0.png,Sky blue,NA,NA,NA,No,No,No,NA,1200.0,300.0,Light blue,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuteClockW_Remake_1_0,1_0,3996.0,XKyofHP5PRaczSckT
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,1200.0,300.0,Yellow,Orange,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuteClockW_Remake_2_0,2_0,3996.0,qsSnrxyz7L4yTRTk6
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,1200.0,300.0,Red,Red,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuteClockW_Remake_3_0,3_0,3996.0,SFW7JQoDPPKQbZbEw
cute wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,1200.0,300.0,Blue,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrCuteClockW_Remake_4_0,4_0,3996.0,JcBgt9ca5GEzik5M9
dark lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600.0,Black,Black,1x1 ,Crafting,,103.0,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathYuriRare,NA,5770.0,hK45uJh5Jniz9cxpZ
dark rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4320.0,Black,Purple,1x1 ,Crafting,,103.0,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathRoseRare,NA,5766.0,5w5rk2xDXwiFP8EGD
dark tulip wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathTulipRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600.0,Black,Black,1x1 ,Crafting,,103.0,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathTulipRare,NA,5771.0,WYEwdpAPRqiAvTgvv
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_0_0.png,Natural,Paint color,NA,NA,Yes,Yes,No,2.0,NFS,960.0,Orange,Orange,1x1.5 ,Crafting,,103.0,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrHuntingtrophy_Remake_0_0,0_0,3340.0,dji4bHpAttN6oLt4q
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_1_0.png,Ash,Paint color,NA,NA,Yes,Yes,No,2.0,NFS,960.0,Beige,Beige,1x1.5 ,Crafting,,103.0,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrHuntingtrophy_Remake_1_0,1_0,3340.0,LJjZ84u42mebMssSy
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_2_0.png,Ivory,Paint color,NA,NA,Yes,Yes,No,2.0,NFS,960.0,Yellow,Yellow,1x1.5 ,Crafting,,103.0,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrHuntingtrophy_Remake_2_0,2_0,3340.0,W99mj3gdfctbZbJSK
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_3_0.png,White,Paint color,NA,NA,Yes,Yes,No,2.0,NFS,960.0,White,White,1x1.5 ,Crafting,,103.0,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrHuntingtrophy_Remake_3_0,3_0,3340.0,iFNWrHjuaGLFaFNjw
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_4_0.png,Black,Paint color,NA,NA,Yes,Yes,No,2.0,NFS,960.0,Black,Black,1x1.5 ,Crafting,,103.0,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrHuntingtrophy_Remake_4_0,4_0,3340.0,XYewRPe8EZcyFi5ff
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_0.png,Red,NA,Red lines,Clock face,No,No,Yes,1.0,1500.0,375.0,Red,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_0_0,0_0,4144.0,AQG2jihcobK8xgHBX
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_1.png,Red,NA,Blue bee,Clock face,No,No,Yes,1.0,1500.0,375.0,Red,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_0_1,0_1,4144.0,BSD2EEfYnvP3w7Lat
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_2.png,Red,NA,B & W numeral,Clock face,No,No,Yes,1.0,1500.0,375.0,Red,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_0_2,0_2,4144.0,BNasGEvtitX2LNwiL
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_0.png,Blue,NA,Red lines,Clock face,No,No,Yes,1.0,1500.0,375.0,Blue,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_1_0,1_0,4144.0,MC4LsKsvtL2vJ6KaR
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_1.png,Blue,NA,Blue bee,Clock face,No,No,Yes,1.0,1500.0,375.0,Blue,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_1_1,1_1,4144.0,Ed5nzJtwF5wmbZYZ7
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_2.png,Blue,NA,B & W numeral,Clock face,No,No,Yes,1.0,1500.0,375.0,Blue,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_1_2,1_2,4144.0,SrEYTuQf7nPL3darP
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_0.png,Yellow,NA,Red lines,Clock face,No,No,Yes,1.0,1500.0,375.0,Yellow,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_2_0,2_0,4144.0,orcDMn7GEESmqmd3c
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_1.png,Yellow,NA,Blue bee,Clock face,No,No,Yes,1.0,1500.0,375.0,Yellow,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_2_1,2_1,4144.0,eh2kY8qGDPfXCqizA
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_2.png,Yellow,NA,B & W numeral,Clock face,No,No,Yes,1.0,1500.0,375.0,Yellow,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_2_2,2_2,4144.0,bL2eoRBthWjqQk9p4
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_0.png,Aquamarine,NA,Red lines,Clock face,No,No,Yes,1.0,1500.0,375.0,Green,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_3_0,3_0,4144.0,933jFXZSQ3re4Laea
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_1.png,Aquamarine,NA,Blue bee,Clock face,No,No,Yes,1.0,1500.0,375.0,Green,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_3_1,3_1,4144.0,wNaisHm652GQXo8YP
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_2.png,Aquamarine,NA,B & W numeral,Clock face,No,No,Yes,1.0,1500.0,375.0,Green,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_3_2,3_2,4144.0,ChzYntcBrs2tkqbgF
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_0.png,Pink,NA,Red lines,Clock face,No,No,Yes,1.0,1500.0,375.0,Pink,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_4_0,4_0,4144.0,aM6kY4xaZJyTpSFaE
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_1.png,Pink,NA,Blue bee,Clock face,No,No,Yes,1.0,1500.0,375.0,Pink,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_4_1,4_1,4144.0,pMyZMX767SiBRx7Ho
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_2.png,Pink,NA,B & W numeral,Clock face,No,No,Yes,1.0,1500.0,375.0,Pink,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_4_2,4_2,4144.0,AzDPSwSqB7eEN85eR
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_0.png,Cream,NA,Red lines,Clock face,No,No,Yes,1.0,1500.0,375.0,White,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_5_0,5_0,4144.0,M3sbc37oNno3Y2y4f
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_1.png,Cream,NA,Blue bee,Clock face,No,No,Yes,1.0,1500.0,375.0,White,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_5_1,5_1,4144.0,ySXL4ENG8PXbDfYFv
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_2.png,Cream,NA,B & W numeral,Clock face,No,No,Yes,1.0,1500.0,375.0,White,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_5_2,5_2,4144.0,rmTkAf4Cy4wq7CDfC
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_0.png,Purple,NA,Red lines,Clock face,No,No,Yes,1.0,1500.0,375.0,Purple,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_6_0,6_0,4144.0,4iiYR67YwbL2FXriM
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_1.png,Purple,NA,Blue bee,Clock face,No,No,Yes,1.0,1500.0,375.0,Purple,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_6_1,6_1,4144.0,JWQaihPLMCkpumxRY
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_2.png,Purple,NA,B & W numeral,Clock face,No,No,Yes,1.0,1500.0,375.0,Purple,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrAmeretroClock_Remake_6_2,6_2,4144.0,kuTAXNY67mHKkt8vf
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,1100.0,275.0,Black,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBothsideclockWall_Remake_0_0,0_0,4133.0,DwQN4SEyH4mrmE5GL
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,1100.0,275.0,White,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBothsideclockWall_Remake_1_0,1_0,4133.0,i7Bfrh7N29irz5Yc9
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,1100.0,275.0,Gray,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBothsideclockWall_Remake_2_0,2_0,4133.0,dbiAnWZE7xaHiz4uh
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,1100.0,275.0,Light blue,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBothsideclockWall_Remake_3_0,3_0,4133.0,sF9NAuPLLFhneX3Kz
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,1100.0,275.0,Red,Black,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBothsideclockWall_Remake_4_0,4_0,4133.0,JwANNqWup9x6yPLkM
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,1100.0,275.0,Yellow,Red,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBothsideclockWall_Remake_5_0,5_0,4133.0,6zNYbfhoA4T2hv3TT
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_0_0.png,←,NA,NA,NA,No,No,No,NA,810.0,202.0,Green,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,office,facility,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrExit_Remake_0_0,0_0,955.0,KPuyujsNorFJ5NAMR
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_1_0.png,→,NA,NA,NA,No,No,No,NA,810.0,202.0,Green,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,office,facility,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrExit_Remake_1_0,1_0,955.0,JgAsmzHX9CnaEFP4o
