Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks1.png,Black,No,600.0,150.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; work,3.0,No,For sale,1.0.0,1.0.0,SocksTexDailysocks1,1059.0,10034.0,Pe45hBHF5EJnYr9Es
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks2.png,Navy blue,No,600.0,150.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; work,4.0,No,For sale,1.0.0,1.0.0,SocksTexDailysocks2,1059.0,10035.0,MyTLF7gvqar4TjoR3
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks0.png,Brown,No,600.0,150.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; work,5.0,No,For sale,1.0.0,1.0.0,SocksTexDailysocks0,1059.0,9645.0,7NubAsby6JGtDjkQE
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks4.png,Beige,No,600.0,150.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; work,6.0,No,For sale,1.0.0,1.0.0,SocksTexDailysocks4,1059.0,10037.0,AjdoBNEpkupPceJ4z
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights3.png,White,No,720.0,180.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; work,1.0,No,For sale,1.0.0,1.0.0,SocksTexDailytights3,1050.0,9684.0,iENLav487Pt8WgfWk
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights1.png,Light gray,No,720.0,180.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; work,2.0,No,For sale,1.0.0,1.0.0,SocksTexDailytights1,1050.0,9682.0,GG4hZNfY85kX42aEe
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights2.png,Gray,No,720.0,180.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; work,3.0,No,For sale,1.0.0,1.0.0,SocksTexDailytights2,1050.0,9683.0,HWnMuGqHxjQLh7yDJ
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights0.png,Black,No,720.0,180.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; work,4.0,No,For sale,1.0.0,1.0.0,SocksTexDailytights0,1050.0,9581.0,rh6Bpp5D5QL7QXt7F
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights4.png,Navy blue,No,720.0,180.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; work,5.0,No,For sale,1.0.0,1.0.0,SocksTexDailytights4,1050.0,9685.0,Byc5JuPksWfY4wprE
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights5.png,Beige,No,720.0,180.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; work,6.0,No,For sale,1.0.0,1.0.0,SocksTexDailytights5,1050.0,9686.0,w9RMWiq6CjrmwWJtN
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights1.png,White,No,480.0,120.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,party; theatrical,1.0,No,For sale,1.0.0,1.0.0,SocksTexAmitights1,48.0,9659.0,gsjb2cGwKR3nQswoP
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights0.png,Black,No,480.0,120.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,party; theatrical,2.0,No,For sale,1.0.0,1.0.0,SocksTexAmitights0,48.0,3096.0,3tL4DiJ9rWHthc9Pk
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights2.png,Red,No,480.0,120.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,party; theatrical,3.0,No,For sale,1.0.0,1.0.0,SocksTexAmitights2,48.0,9660.0,48n6aHZGEPnDEK9jx
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot0.png,White,No,720.0,180.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,fairy tale; formal; party; theatrical,1.0,No,For sale,1.0.0,1.0.0,SocksTexFlowerdot0,879.0,5804.0,PMGBtgwgdqyfgFLGT
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot4.png,Black,No,720.0,180.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,fairy tale; formal; party; theatrical,2.0,No,For sale,1.0.0,1.0.0,SocksTexFlowerdot4,879.0,9920.0,Can7JCiG9L8Hm9TDc
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot1.png,Pink,No,720.0,180.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; formal; party; theatrical,3.0,No,For sale,1.0.0,1.0.0,SocksTexFlowerdot1,879.0,9917.0,iPqdJXpkmoQHFa3bk
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot3.png,Yellow,No,720.0,180.0,51.0,Yellow,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; formal; party; theatrical,4.0,No,For sale,1.0.0,1.0.0,SocksTexFlowerdot3,879.0,9919.0,MKk8HkGiw8Dm5isEd
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot2.png,Blue,No,720.0,180.0,51.0,Light blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; formal; party; theatrical,5.0,No,For sale,1.0.0,1.0.0,SocksTexFlowerdot2,879.0,9918.0,LQLHZmbq5ooLpTaSc
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee0.png,Black,No,840.0,210.0,23.0,Black,White,1x1,NA,Kicks,,Spring,No,Cute,everyday; fairy tale; party; theatrical,1.0,No,For sale,1.0.0,1.0.0,SocksTexFrilledknee0,605.0,5172.0,vmXP6mnS88memLCX4
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee2.png,Red,No,840.0,210.0,23.0,Red,White,1x1,NA,Kicks,,Spring,No,Cute,everyday; fairy tale; party; theatrical,2.0,No,For sale,1.0.0,1.0.0,SocksTexFrilledknee2,605.0,11590.0,xds2s4575YP27vR8A
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee5.png,Pink,No,840.0,210.0,23.0,Pink,White,1x1,NA,Kicks,,Spring,No,Cute,everyday; fairy tale; party; theatrical,3.0,No,For sale,1.0.0,1.0.0,SocksTexFrilledknee5,605.0,11593.0,v9tYcuwPdAT7v3wQS
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee3.png,Brown,No,840.0,210.0,23.0,Orange,White,1x1,NA,Kicks,,Spring,No,Cute,everyday; fairy tale; party; theatrical,4.0,No,For sale,1.0.0,1.0.0,SocksTexFrilledknee3,605.0,11591.0,JNi4geueh5oD227xR
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee7.png,Yellow,No,840.0,210.0,23.0,Yellow,White,1x1,NA,Kicks,,Spring,No,Cute,everyday; fairy tale; party; theatrical,5.0,No,For sale,1.0.0,1.0.0,SocksTexFrilledknee7,605.0,11595.0,WdGcfiFNT7NYtgr2x
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee1.png,Green,No,840.0,210.0,23.0,Green,White,1x1,NA,Kicks,,Spring,No,Cute,everyday; fairy tale; party; theatrical,6.0,No,For sale,1.0.0,1.0.0,SocksTexFrilledknee1,605.0,11589.0,3Q2vgyB7ck687Eyqg
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee4.png,Mint,No,840.0,210.0,23.0,Light blue,White,1x1,NA,Kicks,,Spring,No,Cute,everyday; fairy tale; party; theatrical,7.0,No,For sale,1.0.0,1.0.0,SocksTexFrilledknee4,605.0,11592.0,CWTTXCXbYiGajL8GN
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee6.png,Purple,No,840.0,210.0,23.0,Purple,White,1x1,NA,Kicks,,Spring,No,Cute,everyday; fairy tale; party; theatrical,8.0,No,For sale,1.0.0,1.0.0,SocksTexFrilledknee6,605.0,11594.0,WXa2dtqHH4yTqi72y
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled0.png,White,No,720.0,180.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,everyday; fairy tale; formal; party,1.0,No,For sale,1.0.0,1.0.0,SocksTexFrilled0,607.0,5174.0,JjfAnWLyzasyYMg3v
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled2.png,Pink,No,720.0,180.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,everyday; fairy tale; formal; party,2.0,No,For sale,1.0.0,1.0.0,SocksTexFrilled2,607.0,8935.0,eReXG6NHXaQ7K3hBX
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled1.png,Yellow,No,720.0,180.0,51.0,Yellow,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,everyday; fairy tale; formal; party,3.0,No,For sale,1.0.0,1.0.0,SocksTexFrilled1,607.0,8934.0,riCwe2zM7QyECk3Jr
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled3.png,Green,No,720.0,180.0,51.0,Green,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,everyday; fairy tale; formal; party,4.0,No,For sale,1.0.0,1.0.0,SocksTexFrilled3,607.0,8936.0,k4BtF693DbxH33AL6
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled5.png,Blue,No,720.0,180.0,51.0,Light blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,everyday; fairy tale; formal; party,5.0,No,For sale,1.0.0,1.0.0,SocksTexFrilled5,607.0,8938.0,gQw822wnuA7Cvo7nF
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled4.png,Purple,No,720.0,180.0,51.0,Purple,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,everyday; fairy tale; formal; party,6.0,No,For sale,1.0.0,1.0.0,SocksTexFrilled4,607.0,8937.0,RTFEAwp3SBjAFWdd8
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter4.png,Black,No,600.0,150.0,23.0,Black,Gray,1x1,NA,Kicks,,Summer,No,Active,everyday; comfy,1.0,No,For sale,1.0.0,1.0.0,SocksTexCharacter4,723.0,9995.0,Z325j6mwSX7psKc6s
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter2.png,Red,No,600.0,150.0,23.0,Red,Yellow,1x1,NA,Kicks,,Summer,No,Active,everyday; comfy,2.0,No,For sale,1.0.0,1.0.0,SocksTexCharacter2,723.0,9993.0,qSjBCKKdyA4KREoye
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter0.png,Pink,No,600.0,150.0,23.0,Pink,Light blue,1x1,NA,Kicks,,Summer,No,Active,everyday; comfy,3.0,No,For sale,1.0.0,1.0.0,SocksTexCharacter0,723.0,5406.0,foRRtKZSXYm9y3rX9
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter3.png,Green,No,600.0,150.0,23.0,Green,Blue,1x1,NA,Kicks,,Summer,No,Active,everyday; comfy,4.0,No,For sale,1.0.0,1.0.0,SocksTexCharacter3,723.0,9994.0,hj2f2Lh4d4ZEWsi6B
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter1.png,Blue,No,600.0,150.0,23.0,Blue,Green,1x1,NA,Kicks,,Summer,No,Active,everyday; comfy,5.0,No,For sale,1.0.0,1.0.0,SocksTexCharacter1,723.0,9992.0,y8GCEKe7n9XX2TW4n
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter1.png,White,No,980.0,245.0,23.0,White,White,1x1,NA,Kicks,,All Year,No,Cool,formal; party; theatrical,1.0,No,For sale,1.0.0,1.0.0,SocksTexGarter1,541.0,9661.0,iDmZtgECn8KRQuAMs
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter0.png,Black,No,980.0,245.0,23.0,Black,Black,1x1,NA,Kicks,,All Year,No,Cool,formal; party; theatrical,2.0,No,For sale,1.0.0,1.0.0,SocksTexGarter0,541.0,4747.0,iwKjqecWcWav7tNss
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter3.png,Red,No,980.0,245.0,23.0,Red,Red,1x1,NA,Kicks,,All Year,No,Cool,formal; party; theatrical,3.0,No,For sale,1.0.0,1.0.0,SocksTexGarter3,541.0,9663.0,88SHPWGpx3C5ft2dv
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter2.png,Purple,No,980.0,245.0,23.0,Purple,Purple,1x1,NA,Kicks,,All Year,No,Cool,formal; party; theatrical,4.0,No,For sale,1.0.0,1.0.0,SocksTexGarter2,541.0,9662.0,RN674wx6333j9XEHA
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo4.png,Pink,No,950.0,237.0,51.0,Pink,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy,1.0,No,For sale,1.0.0,1.0.0,SocksTexChimayo4,749.0,9915.0,PuAirT3RNJoiq4EsZ
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo0.png,Yellow,No,950.0,237.0,51.0,Yellow,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy,2.0,No,For sale,1.0.0,1.0.0,SocksTexChimayo0,749.0,5444.0,iRLnesjDYbtq9h3KN
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo5.png,Green,No,950.0,237.0,51.0,Green,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy,3.0,No,For sale,1.0.0,1.0.0,SocksTexChimayo5,749.0,9916.0,jiHCobNrHoCB3jBao
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo1.png,Peacock blue,No,950.0,237.0,51.0,Light blue,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy,4.0,No,For sale,1.0.0,1.0.0,SocksTexChimayo1,749.0,9912.0,LREKsNHetcJzH6h8w
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo2.png,Purple,No,950.0,237.0,51.0,Purple,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy,5.0,No,For sale,1.0.0,1.0.0,SocksTexChimayo2,749.0,9913.0,eLuF389npgRiWzMAS
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo3.png,Beige,No,950.0,237.0,51.0,Beige,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy,6.0,No,For sale,1.0.0,1.0.0,SocksTexChimayo3,749.0,9914.0,ssdvzowHC9cjHtC7E
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit2.png,Orange,No,700.0,175.0,51.0,Orange,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy,1.0,No,For sale,1.0.0,1.0.0,SocksTexHandknit2,620.0,9077.0,digGMqMoQXzCPZHcp
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit0.png,Green,No,700.0,175.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy,2.0,No,For sale,1.0.0,1.0.0,SocksTexHandknit0,620.0,5196.0,z54zAKmuyqXF6pRiL
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit1.png,Purple,No,700.0,175.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; comfy,3.0,No,For sale,1.0.0,1.0.0,SocksTexHandknit1,620.0,9076.0,j5an4tBSddSdQKoTE
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole0.png,Blue,No,NFS,10.0,53.0,Blue,Blue,1x1,NA,Recycle bin,,All Year,No,Simple,goth; comfy,1.0,No,Not for sale,1.0.0,1.0.0,SocksTexHole0,610.0,5178.0,eaux4kbxPYywzEPnk
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole1.png,Navy blue,No,NFS,10.0,53.0,Blue,Blue,1x1,NA,Recycle bin,,All Year,No,Simple,goth; comfy,2.0,No,Not for sale,1.0.0,1.0.0,SocksTexHole1,610.0,9070.0,ekrFBBgdDZN9rCRyX
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole2.png,White,No,NFS,10.0,53.0,Beige,Beige,1x1,NA,Recycle bin,,All Year,No,Simple,goth; comfy,3.0,No,Not for sale,1.0.0,1.0.0,SocksTexHole2,610.0,9071.0,mCipqhEgf8Co9QRig
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights0.png,Black,No,350.0,87.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; goth; theatrical,1.0,No,For sale,1.0.0,1.0.0,SocksTexHoletights0,608.0,5176.0,CWxgPmSn9NHnRk7n8
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights3.png,Red,No,350.0,87.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cool,everyday; goth; theatrical,2.0,No,For sale,1.0.0,1.0.0,SocksTexHoletights3,608.0,9666.0,XddtgttTuvd2aGgJz
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights1.png,Pink,No,350.0,87.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; goth; theatrical,3.0,No,For sale,1.0.0,1.0.0,SocksTexHoletights1,608.0,9664.0,kfjtinkEFrk92xCDv
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights7.png,Yellow,No,350.0,87.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; goth; theatrical,4.0,No,For sale,1.0.0,1.0.0,SocksTexHoletights7,608.0,9670.0,ZZ6wt2b5AyB4R3pEd
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights5.png,Green,No,350.0,87.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; goth; theatrical,5.0,No,For sale,1.0.0,1.0.0,SocksTexHoletights5,608.0,9668.0,HsCb6Xa2yr6KfoP3j
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights2.png,Light blue,No,350.0,87.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; goth; theatrical,6.0,No,For sale,1.0.0,1.0.0,SocksTexHoletights2,608.0,9665.0,kRb3QxmzBz664qW7k
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights6.png,Blue,No,350.0,87.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; goth; theatrical,7.0,No,For sale,1.0.0,1.0.0,SocksTexHoletights6,608.0,9669.0,PYaDDkoBgonoD9ZgF
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights4.png,Purple,No,350.0,87.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; goth; theatrical,8.0,No,For sale,1.0.0,1.0.0,SocksTexHoletights4,608.0,9667.0,dwSSLoeYvH4S8Bdvf
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids7.png,Black & gray,No,600.0,150.0,23.0,Black,Gray,1x1,NA,Kicks,,All Year,No,Cute,everyday; outdoorsy; comfy; sporty,1.0,No,For sale,1.0.0,1.0.0,SocksTexKids7,625.0,9991.0,JYXCDdJSMofR4Fhgn
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids0.png,Red & light blue,No,600.0,150.0,23.0,Red,Light blue,1x1,NA,Kicks,,All Year,No,Cute,everyday; outdoorsy; comfy; sporty,2.0,No,For sale,1.0.0,1.0.0,SocksTexKids0,625.0,5201.0,5mqGef4h29DktRP5J
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids6.png,Pink & yellow,No,600.0,150.0,23.0,Pink,Yellow,1x1,NA,Kicks,,All Year,No,Cute,everyday; outdoorsy; comfy; sporty,3.0,No,For sale,1.0.0,1.0.0,SocksTexKids6,625.0,9990.0,uDAkFWgcMBdTxrpe7
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids3.png,Yellow & purple,No,600.0,150.0,23.0,Yellow,Purple,1x1,NA,Kicks,,All Year,No,Cute,everyday; outdoorsy; comfy; sporty,4.0,No,For sale,1.0.0,1.0.0,SocksTexKids3,625.0,9987.0,CR4KZHwxdFpshqtRN
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids2.png,Lime & pink,No,600.0,150.0,23.0,Green,Pink,1x1,NA,Kicks,,All Year,No,Cute,everyday; outdoorsy; comfy; sporty,5.0,No,For sale,1.0.0,1.0.0,SocksTexKids2,625.0,9986.0,rKW7PLjcnQTJmxLpj
