Name,Image,Variation,Body Title,DIY,Customize,Kit Cost,Uses,Stack Size,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Set,Miles Price,Source,Source Notes,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
golden axe,https://acnhcdn.com/latest/FtrIcon/ToolAxeGold.png,NA,NA,Yes,No,NA,200.0,1.0,NFS,10655.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolAxeGold,NA,9617.0,eX9RXzQHaaZX89zoN
golden net,https://acnhcdn.com/latest/FtrIcon/ToolNetGold.png,NA,NA,Yes,No,NA,90.0,1.0,NFS,10400.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolNetGold,NA,8179.0,aKMTWuywGTuorriEg
golden rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodGold.png,NA,NA,Yes,No,NA,90.0,1.0,NFS,10400.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolFishingrodGold,NA,8660.0,Tt5YeqejtuW3T7Cbq
golden shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopGold.png,NA,NA,Yes,No,NA,200.0,1.0,NFS,10675.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoopGold,NA,8574.0,EMzMphvPgdhguM4Ku
golden slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotGold.png,NA,NA,Yes,No,NA,60.0,1.0,NFS,10300.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolSlingshotGold,NA,8578.0,tx3MMcGrZPHeyoLeY
golden wand,https://acnhcdn.com/latest/FtrIcon/ToolStickGolden.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,20750.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickGolden,NA,7591.0,fdDGHvQBc5AhtExnt
golden watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringGold.png,NA,NA,Yes,No,NA,180.0,1.0,NFS,10675.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWateringGold,NA,8533.0,bzEwTDjTeK4gKSsZa
hyacinth wand,https://acnhcdn.com/latest/FtrIcon/ToolStickHyacinth.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1660.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickHyacinth,NA,5083.0,aBPEFn5NehSoQ428E
ice wand,https://acnhcdn.com/latest/FtrIcon/ToolStickSnow.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,6500.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickSnow,NA,7585.0,pQCDsY6gvHXL2SAff
iron wand,https://acnhcdn.com/latest/FtrIcon/ToolStickIron.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,3750.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickIron,NA,7592.0,5JC2q7xYFFCBhX2mS
ladder,https://acnhcdn.com/latest/FtrIcon/ToolLadder.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1440.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolLadder,NA,2615.0,TxFCim9KyNE7edcXH
light stick,https://acnhcdn.com/latest/FtrIcon/ToolSticklight.png,NA,NA,No,No,NA,Unlimited,1.0,1500.0,375.0,0.0,None,None,1x1,None,NA,Isabelle,Obtained by speaking to Isabelle on New Year's Eve,1.0.0,1.0.0,ToolSticklight,NA,5741.0,9HpdmfZcEfuXtR8ey
lily wand,https://acnhcdn.com/latest/FtrIcon/ToolStickYuri.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1580.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickYuri,NA,5094.0,rX7Dget4dZzprkSY4
mums wand,https://acnhcdn.com/latest/FtrIcon/ToolStickChrysanthemum.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1580.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickChrysanthemum,NA,5095.0,9sd3YGxf9jmuGBrGw
mushroom wand,https://acnhcdn.com/latest/FtrIcon/ToolStickMushroom_Remake_0_0.png,Ordinary mushroom,Mushroom type,Yes,Yes,1.0,Unlimited,1.0,NFS,3300.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickMushroom_Remake_0_0,0_0,7588.0,6PLR84qz4JifgtLmh
mushroom wand,https://acnhcdn.com/latest/FtrIcon/ToolStickMushroom_Remake_1_0.png,White mushroom,Mushroom type,Yes,Yes,1.0,Unlimited,1.0,NFS,3300.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickMushroom_Remake_1_0,1_0,7588.0,T898uqxxT6AXuXyBt
mushroom wand,https://acnhcdn.com/latest/FtrIcon/ToolStickMushroom_Remake_2_0.png,Strange mushroom,Mushroom type,Yes,Yes,1.0,Unlimited,1.0,NFS,3300.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickMushroom_Remake_2_0,2_0,7588.0,rcjxuvmyCPyTjbbwm
mushroom wand,https://acnhcdn.com/latest/FtrIcon/ToolStickMushroom_Remake_3_0.png,Red mushroom,Mushroom type,Yes,Yes,1.0,Unlimited,1.0,NFS,3300.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickMushroom_Remake_3_0,3_0,7588.0,nN6uiNEshKx8sYwKE
mushroom wand,https://acnhcdn.com/latest/FtrIcon/ToolStickMushroom_Remake_4_0.png,Yellow mushroom,Mushroom type,Yes,Yes,1.0,Unlimited,1.0,NFS,3300.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickMushroom_Remake_4_0,4_0,7588.0,Dtm7dJLAERgpCpGXv
net,https://acnhcdn.com/latest/FtrIcon/ToolNetNormal_Remake_0_0.png,Red,Color,Yes,Yes,1.0,30.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolNetNormal_Remake_0_0,0_0,5784.0,HH8tKPMbt8DQpSrMS
net,https://acnhcdn.com/latest/FtrIcon/ToolNetNormal_Remake_1_0.png,Yellow,Color,Yes,Yes,1.0,30.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolNetNormal_Remake_1_0,1_0,5784.0,YiRCkQXgKaLKf8D6p
net,https://acnhcdn.com/latest/FtrIcon/ToolNetNormal_Remake_2_0.png,Green,Color,Yes,Yes,1.0,30.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolNetNormal_Remake_2_0,2_0,5784.0,X3x4tGwZiYnM5SRZv
net,https://acnhcdn.com/latest/FtrIcon/ToolNetNormal_Remake_3_0.png,Blue,Color,Yes,Yes,1.0,30.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolNetNormal_Remake_3_0,3_0,5784.0,WtArd6h6MFQ8sjwEt
net,https://acnhcdn.com/latest/FtrIcon/ToolNetNormal_Remake_4_0.png,Purple,Color,Yes,Yes,1.0,30.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolNetNormal_Remake_4_0,4_0,5784.0,b8L8wbutCQEQjAzwD
net,https://acnhcdn.com/latest/FtrIcon/ToolNetNormal_Remake_5_0.png,Pink,Color,Yes,Yes,1.0,30.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolNetNormal_Remake_5_0,5_0,5784.0,8Khqvy2vpnJkpKLET
net,https://acnhcdn.com/latest/FtrIcon/ToolNetNormal_Remake_6_0.png,White,Color,Yes,Yes,1.0,30.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolNetNormal_Remake_6_0,6_0,5784.0,yNCid2KGDGFSz2W7L
net,https://acnhcdn.com/latest/FtrIcon/ToolNetNormal_Remake_7_0.png,Black,Color,Yes,Yes,1.0,30.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolNetNormal_Remake_7_0,7_0,5784.0,pFaH2eF4JpK3roNtQ
Nook Inc. uchiwa fan,https://acnhcdn.com/latest/FtrIcon/ToolFanNook0.png,NA,NA,No,No,NA,Unlimited,1.0,NFS,2000.0,151.0,Green,White,1x1,None,400.0,Nook Miles Shop,,1.0.0,1.0.0,ToolFanNook0,NA,9762.0,Qwfx3obKdwCDKr4WG
ocarina,https://acnhcdn.com/latest/FtrIcon/ToolOcarina.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1000.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolOcarina,NA,5320.0,xN5tB3m4aXnm94RLL
outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_0_0.png,Avocado,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolFishingrodOutdoor_Remake_0_0,0_0,8473.0,bvYTHd7dbDC9ZijAd
outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_1_0.png,Orange,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolFishingrodOutdoor_Remake_1_0,1_0,8473.0,bMdHGfZQu6846Somm
outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_2_0.png,Light blue,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolFishingrodOutdoor_Remake_2_0,2_0,8473.0,3Ne39o36LkhGc9rGk
outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_3_0.png,Red,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolFishingrodOutdoor_Remake_3_0,3_0,8473.0,BJAg7c5HmD6LncCCj
outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_4_0.png,Beige,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolFishingrodOutdoor_Remake_4_0,4_0,8473.0,DZwxGwf6DY8ucEKwP
outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_5_0.png,Pink,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolFishingrodOutdoor_Remake_5_0,5_0,8473.0,sGPYWwozfBgoi62fk
outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_6_0.png,Yellow,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolFishingrodOutdoor_Remake_6_0,6_0,8473.0,3M7FJL2qfL5iAZvxn
outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_7_0.png,Black,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolFishingrodOutdoor_Remake_7_0,7_0,8473.0,JdGkE9Mf9mXN3jXj5
outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_0_0.png,Avocado,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetOutdoor_Remake_0_0,0_0,8178.0,v8G8jriZ3R47Y5CTA
outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_1_0.png,Orange,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetOutdoor_Remake_1_0,1_0,8178.0,SeeobMqj2fMCHFRR5
outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_2_0.png,Light blue,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetOutdoor_Remake_2_0,2_0,8178.0,dDuDFS3Q87rSEvYGA
outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_3_0.png,Red,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetOutdoor_Remake_3_0,3_0,8178.0,bhFAvdtCDNFuaL7tp
outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_4_0.png,Beige,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetOutdoor_Remake_4_0,4_0,8178.0,cdXFG76YRzMhcBKvE
outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_5_0.png,Pink,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetOutdoor_Remake_5_0,5_0,8178.0,mRjtY48TEQkJaiYqv
outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_6_0.png,Yellow,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetOutdoor_Remake_6_0,6_0,8178.0,qJWCYusFziCAZowwo
outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_7_0.png,Black,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetOutdoor_Remake_7_0,7_0,8178.0,v4vzaPQkSf4PHpjnC
outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_0_0.png,Avocado,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopOutdoor_Remake_0_0,0_0,8575.0,Je4oQvJHrridANtwW
outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_1_0.png,Orange,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopOutdoor_Remake_1_0,1_0,8575.0,Qkuxh7aBzEEcgXX3g
outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_2_0.png,Light blue,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopOutdoor_Remake_2_0,2_0,8575.0,PhHgvEkW3oiFvhWuk
outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_3_0.png,Red,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopOutdoor_Remake_3_0,3_0,8575.0,6cvhBz44Z4BAxt8AX
outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_4_0.png,Beige,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopOutdoor_Remake_4_0,4_0,8575.0,R2WDYoFbBG2hWfFtf
outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_5_0.png,Pink,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopOutdoor_Remake_5_0,5_0,8575.0,RKjgnpJYtFKZgKDRk
outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_6_0.png,Yellow,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopOutdoor_Remake_6_0,6_0,8575.0,ccQGhqapinP7FiXPJ
outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_7_0.png,Black,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopOutdoor_Remake_7_0,7_0,8575.0,e8xYribiE3L9zbeNz
outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_0_0.png,Avocado,Color,No,Yes,1.0,20.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolSlingshotOutdoor_Remake_0_0,0_0,8579.0,qJkGDgJtD9cQye8oD
outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_1_0.png,Orange,Color,No,Yes,1.0,20.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolSlingshotOutdoor_Remake_1_0,1_0,8579.0,AGkd53Dzoh7p5R5ef
outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_2_0.png,Light blue,Color,No,Yes,1.0,20.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolSlingshotOutdoor_Remake_2_0,2_0,8579.0,coBFkGLRCML7SdfZb
outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_3_0.png,Red,Color,No,Yes,1.0,20.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolSlingshotOutdoor_Remake_3_0,3_0,8579.0,ekLvFR39DuH4SdSgB
outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_4_0.png,Beige,Color,No,Yes,1.0,20.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolSlingshotOutdoor_Remake_4_0,4_0,8579.0,mLqZThcPR7oSdGETt
outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_5_0.png,Pink,Color,No,Yes,1.0,20.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolSlingshotOutdoor_Remake_5_0,5_0,8579.0,4QBCHA5pzb8Hapo7g
outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_6_0.png,Yellow,Color,No,Yes,1.0,20.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolSlingshotOutdoor_Remake_6_0,6_0,8579.0,FDEpHpn9wAoHmzq6S
outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_7_0.png,Black,Color,No,Yes,1.0,20.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolSlingshotOutdoor_Remake_7_0,7_0,8579.0,d2BxLmN5fFdSTsXvP
outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_0_0.png,Avocado,Color,No,Yes,1.0,60.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolWateringOutdoor_Remake_0_0,0_0,8536.0,QSmseNnk3WqSmSFH8
outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_1_0.png,Orange,Color,No,Yes,1.0,60.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolWateringOutdoor_Remake_1_0,1_0,8536.0,SrmzprzDgkRoPoGcN
outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_2_0.png,Light blue,Color,No,Yes,1.0,60.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolWateringOutdoor_Remake_2_0,2_0,8536.0,PRfaCyGvx3hieqpKh
outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_3_0.png,Red,Color,No,Yes,1.0,60.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolWateringOutdoor_Remake_3_0,3_0,8536.0,AvLJNwY9w5fSpT47f
outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_4_0.png,Beige,Color,No,Yes,1.0,60.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolWateringOutdoor_Remake_4_0,4_0,8536.0,o2Zd58pLWuNfHSRoz
outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_5_0.png,Pink,Color,No,Yes,1.0,60.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolWateringOutdoor_Remake_5_0,5_0,8536.0,6GRguzWiwsicHTun6
outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_6_0.png,Yellow,Color,No,Yes,1.0,60.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolWateringOutdoor_Remake_6_0,6_0,8536.0,iyppHKcwic4M3Mb9N
outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_7_0.png,Black,Color,No,Yes,1.0,60.0,1.0,2500.0,625.0,0.0,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolWateringOutdoor_Remake_7_0,7_0,8536.0,vWuJ6J7YaPtB7vE88
pan flute,https://acnhcdn.com/latest/FtrIcon/ToolPanpipe.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,2800.0,201.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolPanpipe,NA,5517.0,7LjdexM2bmrbxDaCG
pansy wand,https://acnhcdn.com/latest/FtrIcon/ToolStickPansy.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1580.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickPansy,NA,5091.0,kPAMdHZaM8oHFjjyg
party popper,https://acnhcdn.com/latest/FtrIcon/ToolCracker.png,NA,NA,No,No,NA,1.0,10.0,100.0,25.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Only available close to new year holiday,1.0.0,1.0.0,ToolCracker,NA,2753.0,Wo8iqf7JZZ7egzmLf
printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_0_0.png,Light blue,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopPattern_Remake_0_0,0_0,8576.0,nQuRoWnfXx8BPFTmA
printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_1_0.png,White,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopPattern_Remake_1_0,1_0,8576.0,uayKLmvAsj6EHGnJW
printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_2_0.png,Yellow,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopPattern_Remake_2_0,2_0,8576.0,Aa39b233u5kL2BZ5M
printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_3_0.png,Pink,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopPattern_Remake_3_0,3_0,8576.0,jBDbWkxf2bC4Q7FXw
